year, MPI-ESM1-2-LR, INM-CM5-0, EC-Earth3-Veg, CanESM5, CESM2-WACCM, INM-CM4-8, UKESM1-0-LL, NorESM2-MM, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR
1.910000000000000000e+03, 1.763099343418159215e+00, 1.549274333103696888e+00, 1.287803416130391287e+00, 1.423589794384590546e+00, 1.388641948302273388e+00, 1.584346089719468331e+00, 1.477114133610586855e+00, 1.359788895955264643e+00, 1.361218476838249813e+00, 1.766581834044755883e+00, 1.542809490102682313e+00, 1.490409069285315358e+00, 1.927689225220130753e+00, 1.499615739141204829e+00, 1.700366212330921556e+00, 1.617966103814999057e+00
1.911000000000000000e+03, 1.702761763917460147e+00, 1.639220545708809373e+00, 1.302990805464265822e+00, 1.485888381352525878e+00, 1.476014042879175481e+00, 1.575693201663196374e+00, 1.578133984259843414e+00, 1.378486057653246277e+00, 1.360049449368142760e+00, 1.657115608998334322e+00, 1.649461271548062102e+00, 1.609094472601944492e+00, 1.855641816017978396e+00, 1.521114572805728038e+00, 1.666815780645048983e+00, 1.674568879928515885e+00
1.912000000000000000e+03, 1.704230551479145817e+00, 1.525883048833026168e+00, 1.365549746072821868e+00, 1.425237644288093186e+00, 1.411826893076287393e+00, 1.588248734781425808e+00, 1.432921768764712445e+00, 1.369539935679235487e+00, 1.410058783788565639e+00, 1.682408375369074616e+00, 1.488412946580213836e+00, 1.449830246485560137e+00, 1.904648932519180660e+00, 1.562791284102493128e+00, 1.755793453306144780e+00, 1.517649417431158110e+00
1.913000000000000000e+03, 1.673792438618129985e+00, 1.587677829771216853e+00, 1.240649420489714494e+00, 1.442615566860762089e+00, 1.508752055668530767e+00, 1.579368067136455167e+00, 1.466842725715857387e+00, 1.386416968937092431e+00, 1.376048694737597167e+00, 1.735574212053390131e+00, 1.525453587465582350e+00, 1.508251951351852860e+00, 1.919614765116642197e+00, 1.483545721935514372e+00, 1.705320917951192783e+00, 1.565367387284210876e+00
1.914000000000000000e+03, 1.724291931503576958e+00, 1.643762808705307110e+00, 1.360301878124467789e+00, 1.409187460595295871e+00, 1.406459235533547458e+00, 1.603191213859931574e+00, 1.529782999585203696e+00, 1.364068962357111392e+00, 1.311561093342074491e+00, 1.635173099125122320e+00, 1.514687232128200112e+00, 1.446092236858729230e+00, 1.893559249002879197e+00, 1.552952095195617499e+00, 1.608001084198426689e+00, 1.567644737440264890e+00
1.915000000000000000e+03, 1.740752743964121718e+00, 1.614861268684290030e+00, 1.369349832503427677e+00, 1.489410351627835416e+00, 1.454223417761204340e+00, 1.610455840691298990e+00, 1.419260936797257067e+00, 1.386524445075247858e+00, 1.452197536351915730e+00, 1.714912633360748506e+00, 1.503363553563256128e+00, 1.474371007038701276e+00, 1.896702841207059675e+00, 1.547416321792978611e+00, 1.716430008640916549e+00, 1.606345613786009485e+00
1.916000000000000000e+03, 1.784453334804177560e+00, 1.586944594552434307e+00, 1.364351854986223911e+00, 1.470100406444573293e+00, 1.434241268222441468e+00, 1.586897072222107630e+00, 1.485772199040324315e+00, 1.377216118187774008e+00, 1.354066034162695775e+00, 1.733912925183051401e+00, 1.500424461276711252e+00, 1.502496370905642253e+00, 1.903249660825942602e+00, 1.488756809572518769e+00, 1.740212447643394666e+00, 1.618292819254535386e+00
1.917000000000000000e+03, 1.860963072324535839e+00, 1.604528720388683105e+00, 1.263921442044754873e+00, 1.477751663926767600e+00, 1.528105892985852643e+00, 1.634889426317173822e+00, 1.558706737819407717e+00, 1.395856927448134055e+00, 1.433225659631905957e+00, 1.740031677138815791e+00, 1.539303613237145374e+00, 1.533168357035133766e+00, 1.823909435728098494e+00, 1.491611153951942104e+00, 1.684589329717346207e+00, 1.651262472264454439e+00
1.918000000000000000e+03, 1.759466928284087128e+00, 1.648365266011573071e+00, 1.314230171602679187e+00, 1.481031981843299095e+00, 1.391639921818198733e+00, 1.606958926840020396e+00, 1.474683547445299947e+00, 1.419568371026759035e+00, 1.411748302305593006e+00, 1.682409864111275688e+00, 1.487420770385050162e+00, 1.473775325193008356e+00, 1.902547047924242785e+00, 1.592371506578746043e+00, 1.676655672284172338e+00, 1.527620348034242959e+00
1.919000000000000000e+03, 1.676276386211473790e+00, 1.621693201939600870e+00, 1.246406119799144507e+00, 1.482556670416110389e+00, 1.437580276906657462e+00, 1.586905657770579348e+00, 1.462441211488758164e+00, 1.461075019603225389e+00, 1.473257894864411721e+00, 1.669158335825987827e+00, 1.518954540985165247e+00, 1.460929525202927293e+00, 1.954285411189889965e+00, 1.573742224542781898e+00, 1.770039203032267583e+00, 1.505560837729945867e+00
1.920000000000000000e+03, 1.745808261797256122e+00, 1.624186975979324155e+00, 1.449249279739580842e+00, 1.420343722253937457e+00, 1.428637848669447541e+00, 1.592571569209388693e+00, 1.564829324183418358e+00, 1.323787298034886373e+00, 1.410679309129361236e+00, 1.642065730997308126e+00, 1.507835142081904944e+00, 1.497136325863468231e+00, 1.776660378837196408e+00, 1.576939681011986671e+00, 1.719318927855831403e+00, 1.579352043763974756e+00
1.921000000000000000e+03, 1.791232151683054941e+00, 1.650927783676380045e+00, 1.451911834514298949e+00, 1.510890692790621603e+00, 1.440387445393974897e+00, 1.615142634635636787e+00, 1.505158454774671473e+00, 1.336600590357762686e+00, 1.393948036789957490e+00, 1.702120310373774537e+00, 1.539473585629017816e+00, 1.486252500908093355e+00, 1.940362321249939681e+00, 1.593750085563780727e+00, 1.728117156809839461e+00, 1.571830035286437388e+00
1.922000000000000000e+03, 1.788894755602631781e+00, 1.748436193472490352e+00, 1.412844461466644885e+00, 1.432082564552304094e+00, 1.431077928510349651e+00, 1.669305772096651763e+00, 1.526473209120830399e+00, 1.366157458580860906e+00, 1.417106858501508748e+00, 1.674997026353794549e+00, 1.556547838087966928e+00, 1.473262502123416029e+00, 1.927139913403400850e+00, 1.433150175453804076e+00, 1.768698629345036188e+00, 1.690318558751443989e+00
1.923000000000000000e+03, 1.802520061704260490e+00, 1.585212091446868810e+00, 1.392669760578258309e+00, 1.465730275814196570e+00, 1.474383271941533513e+00, 1.698518737904760156e+00, 1.529908353537635879e+00, 1.361182906996924347e+00, 1.437568805447817066e+00, 1.666967044139184617e+00, 1.571239068791838500e+00, 1.476210735172057475e+00, 1.801074421398910497e+00, 1.467902142378846753e+00, 1.675113148406643271e+00, 1.596885830679177332e+00
1.924000000000000000e+03, 1.785180872664738461e+00, 1.631439059011451809e+00, 1.319156690255613551e+00, 1.456519233938464497e+00, 1.446098278530151049e+00, 1.639008755549701490e+00, 1.441150813589620050e+00, 1.353103583242970975e+00, 1.371833856895740222e+00, 1.729156015367141253e+00, 1.538760358907383718e+00, 1.484717893240802722e+00, 1.849663159387333389e+00, 1.536305188974186775e+00, 1.773369774445688440e+00, 1.641548874532684721e+00
1.925000000000000000e+03, 1.772129789030425284e+00, 1.669446390515517020e+00, 1.387103082189825809e+00, 1.534638048215879236e+00, 1.515283243421965631e+00, 1.647019151600960241e+00, 1.530764648448318832e+00, 1.398609438107366820e+00, 1.450911702236563849e+00, 1.734909198323041579e+00, 1.556277427981405337e+00, 1.555415839581456128e+00, 1.831011244783146807e+00, 1.564066860952736393e+00, 1.701676450267744611e+00, 1.619668151253979227e+00
1.926000000000000000e+03, 1.821370135454997374e+00, 1.619336706158257755e+00, 1.324498103984030006e+00, 1.478249960154992770e+00, 1.455915958093003670e+00, 1.556867454566072562e+00, 1.554193099901291397e+00, 1.449568971657180461e+00, 1.432204104554192892e+00, 1.636842827877847073e+00, 1.587169647531350813e+00, 1.488321264804744803e+00, 1.832876202427038859e+00, 1.424647850951404005e+00, 1.683239383343938078e+00, 1.694313720131007672e+00
1.927000000000000000e+03, 1.725605104566895198e+00, 1.640242264345022072e+00, 1.400404339612654869e+00, 1.549336122766574508e+00, 1.473049451900980911e+00, 1.641959706709641864e+00, 1.542490791500299885e+00, 1.379128343813774471e+00, 1.411475921865673389e+00, 1.587725631163078521e+00, 1.500195418326084829e+00, 1.488042952242648820e+00, 1.881030831650869040e+00, 1.537373948293472070e+00, 1.785357265778143798e+00, 1.604097042255929306e+00
1.928000000000000000e+03, 1.853943807692147949e+00, 1.674454399657963721e+00, 1.427390382609900366e+00, 1.432540985717421833e+00, 1.452078543417789858e+00, 1.659746843827927032e+00, 1.614608008320324917e+00, 1.361337204321169336e+00, 1.383048407847972117e+00, 1.688473874551794207e+00, 1.534379619114149218e+00, 1.468661069805090591e+00, 1.889355879903344304e+00, 1.545893379740793661e+00, 1.757747801944986366e+00, 1.653600638708645487e+00
1.929000000000000000e+03, 1.897072319704948606e+00, 1.678004859360967993e+00, 1.362691147650176626e+00, 1.443413753675391931e+00, 1.509041692281970937e+00, 1.599447744771859359e+00, 1.564603300888044224e+00, 1.427613028970004860e+00, 1.410753474997972656e+00, 1.657238156441716681e+00, 1.599161609374909698e+00, 1.477575297502015106e+00, 1.901320068891027892e+00, 1.478449869751517154e+00, 1.690455734619436212e+00, 1.563846442746495979e+00
1.930000000000000000e+03, 1.734676577947917631e+00, 1.600996460969166257e+00, 1.361933467533427589e+00, 1.438382314515135318e+00, 1.471635756976631404e+00, 1.573151019151898700e+00, 1.487468730141850326e+00, 1.364020021557292406e+00, 1.358892108936508469e+00, 1.716006979948628164e+00, 1.525464084519743579e+00, 1.499591998145735738e+00, 1.916241557040211818e+00, 1.528696959329477689e+00, 1.728536368670108736e+00, 1.607343943571531986e+00
1.931000000000000000e+03, 1.778745353101946147e+00, 1.596690833430335799e+00, 1.367904225863842305e+00, 1.405975653981017315e+00, 1.515244748948729958e+00, 1.606874785894062407e+00, 1.609189338247967616e+00, 1.421676243162660835e+00, 1.341830651773456839e+00, 1.625793190469871030e+00, 1.544059712008475360e+00, 1.453614019576404681e+00, 1.873795165475220292e+00, 1.496540481238614939e+00, 1.751703270513790711e+00, 1.651228354025109590e+00
1.932000000000000000e+03, 1.755349891887561409e+00, 1.658245199047846841e+00, 1.331281733115908139e+00, 1.452009611799534916e+00, 1.490801325833565283e+00, 1.575325806167912290e+00, 1.610176979116723306e+00, 1.433809494791697725e+00, 1.457228624201813982e+00, 1.731314746044575692e+00, 1.654818469667918457e+00, 1.517917009171926068e+00, 1.843987833107037400e+00, 1.449686178965680083e+00, 1.594032511554337450e+00, 1.551722390734817658e+00
1.933000000000000000e+03, 1.774556668405657289e+00, 1.652315354281965742e+00, 1.335549219934582643e+00, 1.441516199162209411e+00, 1.525512069669090254e+00, 1.582112520637732889e+00, 1.559978406740521129e+00, 1.429154141562234637e+00, 1.337522098500197210e+00, 1.749458672169884155e+00, 1.498610433916834461e+00, 1.444128377627298399e+00, 1.843213215247342829e+00, 1.484623667652771539e+00, 1.787178885168769771e+00, 1.577806440095619545e+00
1.934000000000000000e+03, 1.704051972606554610e+00, 1.624993834109466517e+00, 1.360556782822061050e+00, 1.490642951296703433e+00, 1.485060389053167951e+00, 1.590396470833275400e+00, 1.531847693886434936e+00, 1.385845481046330319e+00, 1.335937748159236715e+00, 1.715033532782846759e+00, 1.531836784589771350e+00, 1.529968082283846176e+00, 1.759970220318111789e+00, 1.590797732878056481e+00, 1.755286966595169806e+00, 1.602381272049099747e+00
1.935000000000000000e+03, 1.733645280839740010e+00, 1.624583110498966754e+00, 1.349203040645300167e+00, 1.512281528166041999e+00, 1.512193754928856659e+00, 1.598383853011345446e+00, 1.467987125047049313e+00, 1.346938607297796464e+00, 1.313343354341918845e+00, 1.681595968604756797e+00, 1.514440605772510384e+00, 1.496093745938977593e+00, 1.869124064313561595e+00, 1.518562520938408378e+00, 1.697049637366837560e+00, 1.595464348858221859e+00
1.936000000000000000e+03, 1.789661181247645061e+00, 1.603661900224808923e+00, 1.383696280405671830e+00, 1.485952637980906044e+00, 1.461048643286160686e+00, 1.628613705067140982e+00, 1.500094569498184427e+00, 1.460791678061551080e+00, 1.421875256191545978e+00, 1.666512968322333421e+00, 1.473204363225958380e+00, 1.478623536191360222e+00, 1.922792534242293572e+00, 1.530711261462487149e+00, 1.750672434377968711e+00, 1.615425582288731787e+00
1.937000000000000000e+03, 1.831202425676662804e+00, 1.611908005742193284e+00, 1.290880822569642428e+00, 1.514147461195041400e+00, 1.495786954691151305e+00, 1.646476637882819283e+00, 1.449059017069136868e+00, 1.397619050459055323e+00, 1.341249163663774668e+00, 1.761235209109533351e+00, 1.459728762858187867e+00, 1.532181848623360487e+00, 1.860037084797944162e+00, 1.518800742812800531e+00, 1.745895687406378460e+00, 1.620076895747345036e+00
1.938000000000000000e+03, 1.717000539283623395e+00, 1.719403094884202288e+00, 1.422249344341489419e+00, 1.527576462699409499e+00, 1.477409172358116862e+00, 1.599621924577144139e+00, 1.496954842579334866e+00, 1.420601733428551894e+00, 1.473321429592471921e+00, 1.699089146417357643e+00, 1.618941441219621691e+00, 1.455175009469372949e+00, 1.877478036260763705e+00, 1.480617931671654119e+00, 1.685137225298434460e+00, 1.667131585039022701e+00
1.939000000000000000e+03, 1.769038478952288163e+00, 1.648927706261826165e+00, 1.385884609569234094e+00, 1.470339656832986952e+00, 1.515750051327095171e+00, 1.606410060682920360e+00, 1.492073954781259149e+00, 1.401429705776571000e+00, 1.342663358749842217e+00, 1.691617264808555676e+00, 1.522634631393412485e+00, 1.546173645516242923e+00, 1.833952347446681230e+00, 1.475199871618802616e+00, 1.760363764680433318e+00, 1.697788937622439986e+00
1.940000000000000000e+03, 1.750346682554997590e+00, 1.638778006298859502e+00, 1.314124295444166313e+00, 1.520517020150789378e+00, 1.455791641322161878e+00, 1.607171225548691185e+00, 1.418971382433170669e+00, 1.389155364328539255e+00, 1.333613096160379374e+00, 1.687236295817422294e+00, 1.576444993035471587e+00, 1.530631742246333582e+00, 1.913877785214539440e+00, 1.558697422968472912e+00, 1.700639178434891763e+00, 1.605988580236938690e+00
1.941000000000000000e+03, 1.793403451255521697e+00, 1.671959947240705180e+00, 1.256887377415863982e+00, 1.471808924794881568e+00, 1.421806946920090908e+00, 1.618599380627662621e+00, 1.467899057392892948e+00, 1.419940059929665876e+00, 1.335241624076981770e+00, 1.658681278184421792e+00, 1.529537826243158039e+00, 1.457567417956368683e+00, 1.962124217065475795e+00, 1.472608037203338105e+00, 1.718491928610520247e+00, 1.542350538417937900e+00
1.942000000000000000e+03, 1.790149121770518326e+00, 1.637641662415747046e+00, 1.284149329536168116e+00, 1.464922034838705978e+00, 1.465027671663239106e+00, 1.595728261172588258e+00, 1.503588124591378694e+00, 1.327435289984772115e+00, 1.458049358286101382e+00, 1.813847349253363772e+00, 1.606007739344312180e+00, 1.500003129907446109e+00, 1.882816647938426069e+00, 1.474483919966663503e+00, 1.685446684634812842e+00, 1.686885665981762594e+00
1.943000000000000000e+03, 1.860053473283705072e+00, 1.567975305730409552e+00, 1.378046602250373454e+00, 1.454460016490439100e+00, 1.420106902176933694e+00, 1.614915135539947366e+00, 1.410724414154651107e+00, 1.296117712132373700e+00, 1.343293143667138034e+00, 1.795447958675493449e+00, 1.625034275787655691e+00, 1.427961215612484347e+00, 1.920615564113694607e+00, 1.478189502562292645e+00, 1.687245852141344260e+00, 1.678924950784486336e+00
1.944000000000000000e+03, 1.824447208292941935e+00, 1.666416537830000433e+00, 1.309842654131713857e+00, 1.483217423713546035e+00, 1.478023958724108411e+00, 1.636388062540015120e+00, 1.464234732853732179e+00, 1.445761950705411136e+00, 1.358203828716792350e+00, 1.739014802408972216e+00, 1.540559363716715202e+00, 1.468067174010875275e+00, 1.895692972437104995e+00, 1.507203408680748202e+00, 1.771853340599433890e+00, 1.598021732208898538e+00
1.945000000000000000e+03, 1.818048907410142467e+00, 1.699250181367004453e+00, 1.336071609040228036e+00, 1.445496040007270722e+00, 1.478957064598277249e+00, 1.677344557907157307e+00, 1.495853201003232380e+00, 1.400177410629690034e+00, 1.466577027078717510e+00, 1.668530321060629040e+00, 1.516801018156975100e+00, 1.483456076801463963e+00, 1.881058966993954140e+00, 1.478005537054882357e+00, 1.717837710726329847e+00, 1.614432936206057434e+00
1.946000000000000000e+03, 1.745400035667046712e+00, 1.665183312095781298e+00, 1.366332548614786369e+00, 1.465658022502192459e+00, 1.493255885709763975e+00, 1.600914236017316306e+00, 1.434476581829256414e+00, 1.373523778618972235e+00, 1.454806983789867392e+00, 1.757000358428135067e+00, 1.517895165263934310e+00, 1.492093718715014727e+00, 1.943703375978847125e+00, 1.537790886633722875e+00, 1.628424871718205491e+00, 1.614439187936071995e+00
1.947000000000000000e+03, 1.694885799116160330e+00, 1.577097709212478049e+00, 1.367569879509445752e+00, 1.483051302593110909e+00, 1.340854120669003668e+00, 1.619073619490351224e+00, 1.555183356212056056e+00, 1.389506230783528196e+00, 1.415561231114752738e+00, 1.757606749749183850e+00, 1.447973896753186995e+00, 1.574838545435361059e+00, 1.850061646381785163e+00, 1.493325763656832894e+00, 1.641900862689746221e+00, 1.630939979055247679e+00
1.948000000000000000e+03, 1.751327485463053391e+00, 1.607491306767616646e+00, 1.353764084542868229e+00, 1.498314553789505954e+00, 1.527275685735681732e+00, 1.613602608665398286e+00, 1.493491453940741787e+00, 1.361777139404712011e+00, 1.435765196059040738e+00, 1.682541343519502908e+00, 1.517366531122075868e+00, 1.495096220037561263e+00, 1.956126788012489293e+00, 1.505941472194197273e+00, 1.654037438059661635e+00, 1.635955967382995535e+00
1.949000000000000000e+03, 1.770549647832002638e+00, 1.642797298961468755e+00, 1.371652638494619492e+00, 1.443102261337847025e+00, 1.460000573160511683e+00, 1.623144700871505641e+00, 1.462899689751018917e+00, 1.448185201635320274e+00, 1.470803948415827067e+00, 1.636322203712317735e+00, 1.566392400398323836e+00, 1.538096745416031697e+00, 1.823255636003479285e+00, 1.529219944195752356e+00, 1.621272699962388986e+00, 1.611272171024870747e+00
1.950000000000000000e+03, 1.879056693178460025e+00, 1.585393892233053714e+00, 1.380528348299508101e+00, 1.538925458613550790e+00, 1.411664216371538938e+00, 1.653948408719497776e+00, 1.517488795725142614e+00, 1.404625561931844846e+00, 1.474336486188986495e+00, 1.688127709991379621e+00, 1.501142787330735473e+00, 1.521187129056900122e+00, 1.852973908851209828e+00, 1.525552465659644197e+00, 1.659488842897579808e+00, 1.706390982250087562e+00
1.951000000000000000e+03, 1.793923572497401864e+00, 1.550506813780123672e+00, 1.429301744098499860e+00, 1.358099842008230640e+00, 1.484500174141531792e+00, 1.639216217235054174e+00, 1.481847823259753394e+00, 1.427376026367282780e+00, 1.442372148332531356e+00, 1.702515428531258701e+00, 1.519512184907773733e+00, 1.446912633601570519e+00, 1.901990923493630081e+00, 1.464727037950768418e+00, 1.728388406352800777e+00, 1.634912298758798954e+00
1.952000000000000000e+03, 1.830077037100228621e+00, 1.527651099981826910e+00, 1.382660985915553198e+00, 1.523828745562819886e+00, 1.494537246236152583e+00, 1.645077805562995987e+00, 1.517756173733006309e+00, 1.407617198116372981e+00, 1.419680908461419033e+00, 1.642054290971092456e+00, 1.532147165618511719e+00, 1.452065097707248675e+00, 1.807044688201512983e+00, 1.510695615094390432e+00, 1.660877282536198152e+00, 1.690215490318355718e+00
1.953000000000000000e+03, 1.777730035002818676e+00, 1.531960937624608388e+00, 1.320632850523892676e+00, 1.494289777715044121e+00, 1.514701738974529643e+00, 1.653837572545031831e+00, 1.485250855604007603e+00, 1.417007558956257629e+00, 1.420683470870848453e+00, 1.704754616656722011e+00, 1.540950634344586678e+00, 1.514200461972986744e+00, 1.899511762154260097e+00, 1.550462140232576891e+00, 1.735506386815684143e+00, 1.702850188093815831e+00
1.954000000000000000e+03, 1.852164903946201147e+00, 1.631790034646030341e+00, 1.322989400852918385e+00, 1.464195087913132243e+00, 1.473735662151203218e+00, 1.569941810068425259e+00, 1.468792057905042414e+00, 1.358142629806069701e+00, 1.433597798458120298e+00, 1.633386340567718698e+00, 1.631742727824010863e+00, 1.567629886544631868e+00, 1.793081254146489556e+00, 1.522412432645158020e+00, 1.772968734772403687e+00, 1.596679088500244204e+00
1.955000000000000000e+03, 1.818082258464264855e+00, 1.586429374468144360e+00, 1.393812791222881708e+00, 1.524498753356070102e+00, 1.406006110001883247e+00, 1.570182381237015701e+00, 1.453165332814078781e+00, 1.384831664526451789e+00, 1.390441720309549822e+00, 1.709222492226818213e+00, 1.555061613365108508e+00, 1.489972304507281464e+00, 1.923004424350023056e+00, 1.527580012427321998e+00, 1.727860093028246613e+00, 1.595129775867101918e+00
1.956000000000000000e+03, 1.706179315370052185e+00, 1.586466012990507046e+00, 1.370428193091013824e+00, 1.411042126973843569e+00, 1.387102989921510154e+00, 1.638063470019067491e+00, 1.524904079702897208e+00, 1.428993034200318979e+00, 1.355297751048781585e+00, 1.744961854481412278e+00, 1.620035448326906824e+00, 1.506974280318301496e+00, 1.925084062714985000e+00, 1.487707793646555254e+00, 1.707719067323751672e+00, 1.663277845111498454e+00
1.957000000000000000e+03, 1.828323288365981902e+00, 1.647125273744928009e+00, 1.418725487158462473e+00, 1.459133478181624977e+00, 1.359002070414743635e+00, 1.662917807651580704e+00, 1.488616093663742257e+00, 1.388388918666348060e+00, 1.450050694463390188e+00, 1.609000479204890199e+00, 1.619224712260602939e+00, 1.422732636663956995e+00, 1.798121255369252491e+00, 1.496314357377154458e+00, 1.687231374742375722e+00, 1.552136627332453944e+00
1.958000000000000000e+03, 1.790916273854604501e+00, 1.649313134622694577e+00, 1.356232787467742007e+00, 1.454809546995857517e+00, 1.414828107362401832e+00, 1.615734198954115186e+00, 1.540981657044067088e+00, 1.283536066797402730e+00, 1.371244118673097923e+00, 1.777675490809271563e+00, 1.478975522379356144e+00, 1.565269643868574923e+00, 1.867320163056243487e+00, 1.539012680914400688e+00, 1.639983457899750530e+00, 1.629105054998007507e+00
1.959000000000000000e+03, 1.833816847219031487e+00, 1.669283411753920809e+00, 1.285810246365160170e+00, 1.476741274702828122e+00, 1.377488398403511338e+00, 1.669733015531591924e+00, 1.520180650608463413e+00, 1.469809220340440703e+00, 1.332276408062038842e+00, 1.675170720589823636e+00, 1.576094393930704829e+00, 1.547668733077100622e+00, 1.781631196687686547e+00, 1.468333079166559640e+00, 1.671798076056006055e+00, 1.658893193901326280e+00
1.960000000000000000e+03, 1.779259276086466945e+00, 1.658235983257688284e+00, 1.410370489370579516e+00, 1.404337730794375849e+00, 1.482958726667958471e+00, 1.681628532344336957e+00, 1.508281663406324746e+00, 1.396731883302998911e+00, 1.330519641012407384e+00, 1.573807450783941020e+00, 1.579962862209758789e+00, 1.526994929069116935e+00, 1.889665228820312182e+00, 1.398958597346490196e+00, 1.686487125815556931e+00, 1.769838288446605956e+00
1.961000000000000000e+03, 1.831976344222354447e+00, 1.666416785957166802e+00, 1.376134257532654948e+00, 1.465033795376584180e+00, 1.429275347302715327e+00, 1.653201949025369322e+00, 1.488990703796731374e+00, 1.396419701893059306e+00, 1.296271579166967225e+00, 1.724555142802912444e+00, 1.574310452762316848e+00, 1.490776807931110337e+00, 1.859241353346366310e+00, 1.500363525333197057e+00, 1.702320666509416824e+00, 1.651052129224385823e+00
1.962000000000000000e+03, 1.784990322355568981e+00, 1.603200446074059871e+00, 1.370956062495479744e+00, 1.460186290653631147e+00, 1.549513693155178728e+00, 1.620732097257894022e+00, 1.413401409178950408e+00, 1.387038730972415035e+00, 1.358929727801323262e+00, 1.705740394760703937e+00, 1.535935413812447470e+00, 1.502161535707457585e+00, 1.827665753423506567e+00, 1.513468425416087060e+00, 1.613071942928419267e+00, 1.654970679445236792e+00
1.963000000000000000e+03, 1.808758866561692047e+00, 1.704314859906925106e+00, 1.372481785175353686e+00, 1.470548735488147463e+00, 1.475623440347080928e+00, 1.534377220161391886e+00, 1.400216044194472431e+00, 1.351115668616579502e+00, 1.342473000611006162e+00, 1.735307905617633706e+00, 1.561601145610837182e+00, 1.520777866252712940e+00, 1.948864192343934709e+00, 1.436762818623379623e+00, 1.670444003837411540e+00, 1.647926123677316168e+00
1.964000000000000000e+03, 1.753010604578102205e+00, 1.713962882424785672e+00, 1.294145182397127947e+00, 1.368727550565024487e+00, 1.453133700632944336e+00, 1.709285638435215082e+00, 1.444699774813006821e+00, 1.377117657879480372e+00, 1.357343454976293273e+00, 1.630168197547581022e+00, 1.596803160085448647e+00, 1.542938757730924371e+00, 1.955221993845178030e+00, 1.511888331031241206e+00, 1.693522094745198991e+00, 1.636348094332599201e+00
1.965000000000000000e+03, 1.765933546422221001e+00, 1.559706054827487254e+00, 1.343924249123901404e+00, 1.453690098739950143e+00, 1.412096938178906802e+00, 1.585751324699032017e+00, 1.423255328348718374e+00, 1.323440595957625199e+00, 1.346201611856329583e+00, 1.598445545642175336e+00, 1.525307248887935341e+00, 1.438820897162369272e+00, 1.860929084300266378e+00, 1.435144419236517699e+00, 1.635314017071260340e+00, 1.567387939591849522e+00
1.966000000000000000e+03, 1.864763969720947046e+00, 1.543603678246798561e+00, 1.307631241624866325e+00, 1.531446450933803272e+00, 1.415931163121697312e+00, 1.620321969101435222e+00, 1.460763109436621798e+00, 1.334777066765153952e+00, 1.356732061737393691e+00, 1.779382218043471298e+00, 1.500167375444215079e+00, 1.574670630190340370e+00, 1.816544306564146449e+00, 1.492244093584508935e+00, 1.590479432425480955e+00, 1.594620998052183047e+00
1.967000000000000000e+03, 1.681549603758407896e+00, 1.640859794146869888e+00, 1.280721662009144834e+00, 1.454006400630740048e+00, 1.472370295246286043e+00, 1.642320169508439509e+00, 1.396038431168818317e+00, 1.315271765588324593e+00, 1.293687789968905433e+00, 1.672185697909948088e+00, 1.706993284470227801e+00, 1.373490431915719512e+00, 1.898381995484252238e+00, 1.431673083713154826e+00, 1.617639205455881024e+00, 1.670450993774929005e+00
1.968000000000000000e+03, 1.658665481303185141e+00, 1.635901317995591908e+00, 1.339387738182745036e+00, 1.366807864965083885e+00, 1.469555586373747502e+00, 1.540877413452118150e+00, 1.405318075077713891e+00, 1.312396483362368249e+00, 1.283016476502772951e+00, 1.661838777872453710e+00, 1.662394842134643058e+00, 1.514957421542690863e+00, 1.830944241344370171e+00, 1.500228695291763170e+00, 1.587102192100509290e+00, 1.652835527486078870e+00
1.969000000000000000e+03, 1.777969093759866004e+00, 1.613669436450000605e+00, 1.311296097689225615e+00, 1.481982358271112910e+00, 1.530008510415226342e+00, 1.550368686316753175e+00, 1.436342669709438802e+00, 1.376763160759691074e+00, 1.408847428462266071e+00, 1.677056008228796635e+00, 1.565216722933888693e+00, 1.534710152494462410e+00, 1.854857105319831057e+00, 1.500940176392999259e+00, 1.610594318528979718e+00, 1.654552545955656928e+00
1.970000000000000000e+03, 1.750098249411641493e+00, 1.623787091301306162e+00, 1.361100769331255345e+00, 1.452300619717971975e+00, 1.423887477247966382e+00, 1.624799325583513809e+00, 1.333549316434739840e+00, 1.360430950136946704e+00, 1.276154836369407519e+00, 1.594807292129723164e+00, 1.601521484556103658e+00, 1.518178910148672900e+00, 1.788783116455736844e+00, 1.487139345003781976e+00, 1.664143608045235201e+00, 1.604541442096830250e+00
1.971000000000000000e+03, 1.711730757936457570e+00, 1.552356634175800831e+00, 1.408623842662118042e+00, 1.414620529663935145e+00, 1.422696338289253681e+00, 1.644395769216626668e+00, 1.354607704664703816e+00, 1.308060145559714949e+00, 1.306749632375341807e+00, 1.644969620603818461e+00, 1.525420366692688212e+00, 1.463966891577682006e+00, 1.840750952349975211e+00, 1.471052467653767515e+00, 1.591707714464048129e+00, 1.633699184865793574e+00
