year, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, CNRM-ESM2-1, CanESM5, INM-CM4-8, EC-Earth3-Veg, INM-CM5-0, CESM2-WACCM
1.906000000000000000e+03, 2.430907842475844305e+01, 3.494112674312343358e+01, 2.953177536083429189e+01, 6.292752546449426632e+01, 7.171366092598859154e+01, 1.152279845088562915e+01, 3.961566108691012289e+01, 4.980035500773793444e+01, 4.915970577964686328e+01, 3.915849582749715552e+01, 5.121594795624293539e+01, 4.607956656315358401e+01, 5.281494010195977751e+01, 1.725455258799349778e+01, 5.310844374066049767e+01, 5.540167265639418304e+01
1.907000000000000000e+03, 2.419470437975942545e+01, 3.484737467664175625e+01, 2.946927837323552168e+01, 6.286983549971434826e+01, 7.175017146686779768e+01, 1.148967315648073217e+01, 3.990322723876990096e+01, 4.973447990533034613e+01, 4.895346964830019232e+01, 3.903192792079325102e+01, 5.118173136456727690e+01, 4.608683258822863138e+01, 5.275248941491025789e+01, 1.696412870206435031e+01, 5.324264502909419150e+01, 5.527715896234076354e+01
1.908000000000000000e+03, 2.402714611390896593e+01, 3.470718516554708089e+01, 2.948957729268348160e+01, 6.280822253840812408e+01, 7.167992528376503003e+01, 1.145290913743457040e+01, 3.993678650013249865e+01, 4.967786546903302991e+01, 4.869331426692191656e+01, 3.902802982247784769e+01, 5.103471693932446129e+01, 4.607225399996683990e+01, 5.288115182533613279e+01, 1.681422585632999400e+01, 5.333587170256917176e+01, 5.499166121798749174e+01
1.909000000000000000e+03, 2.393609337114075686e+01, 3.427525708224509771e+01, 2.938669419608989841e+01, 6.282160481043549538e+01, 7.148967903778901700e+01, 1.142100410103128461e+01, 3.983127694966227494e+01, 4.947099576542439081e+01, 4.830363085586808580e+01, 3.898452733868334974e+01, 5.096808714392616935e+01, 4.608029005896150210e+01, 5.295291049590712618e+01, 1.656319817289208274e+01, 5.346060965429051492e+01, 5.495847233978609125e+01
1.910000000000000000e+03, 2.384622321087551811e+01, 3.396670941160513024e+01, 2.912810834711775243e+01, 6.284267319565862664e+01, 7.136976479654227035e+01, 1.138342093878203087e+01, 3.983072007516359747e+01, 4.934817198476510214e+01, 4.809170357061434231e+01, 3.898660420852402098e+01, 5.079162762558127753e+01, 4.610686843708069915e+01, 5.320229865784887835e+01, 1.657636916176683428e+01, 5.348850752146805121e+01, 5.497346084874391181e+01
1.911000000000000000e+03, 2.390069267477101533e+01, 3.432769298791358636e+01, 2.903513247493939176e+01, 6.286721173613601366e+01, 7.143111964882366749e+01, 1.142176488998599382e+01, 3.980481875156907989e+01, 4.936410172533645380e+01, 4.805082940332139430e+01, 3.902606196411562678e+01, 5.099157371347320833e+01, 4.599082467377901651e+01, 5.324838923101471266e+01, 1.645773857970515053e+01, 5.356568352135814592e+01, 5.488030059585252474e+01
1.912000000000000000e+03, 2.400177078056295343e+01, 3.474845914673809943e+01, 2.897197628089426402e+01, 6.285664620484007514e+01, 7.144056030670260782e+01, 1.142127750861906499e+01, 3.977666634168714666e+01, 4.918800137093184333e+01, 4.801408412159252492e+01, 3.895604705016899061e+01, 5.104834936339811691e+01, 4.592683062048666187e+01, 5.331564320008514102e+01, 1.631955995712997520e+01, 5.377189459089857593e+01, 5.471856202914889877e+01
1.913000000000000000e+03, 2.395387410915160942e+01, 3.465661937265724646e+01, 2.904627197727875654e+01, 6.280623204576557583e+01, 7.145362185112342956e+01, 1.140793618094825312e+01, 3.980450029928059053e+01, 4.878394344911903602e+01, 4.799620041032863327e+01, 3.879052333552482423e+01, 5.111965356801761828e+01, 4.605151021609466255e+01, 5.347781410523335666e+01, 1.617671369259300107e+01, 5.378162391368409345e+01, 5.456923179594530637e+01
1.914000000000000000e+03, 2.390799547304575867e+01, 3.454629752046734836e+01, 2.909897617921820512e+01, 6.265032962524598759e+01, 7.157496256083135222e+01, 1.141339735963669177e+01, 4.011158630387298984e+01, 4.882731283818152690e+01, 4.801413720006066654e+01, 3.872348766747013116e+01, 5.125819282505439389e+01, 4.625760197592802569e+01, 5.342590468511637880e+01, 1.615068912974270177e+01, 5.382028033931987210e+01, 5.463177186250091211e+01
1.915000000000000000e+03, 2.395282480502274680e+01, 3.449228387964554088e+01, 2.926908361739284814e+01, 6.245986271647986143e+01, 7.175513821618366705e+01, 1.144185049090530448e+01, 4.038163373608900031e+01, 4.893578854373324560e+01, 4.806680204712748861e+01, 3.869417366270345582e+01, 5.146070161663057263e+01, 4.634549300669860372e+01, 5.334462278045514694e+01, 1.598623720149414673e+01, 5.388969229199367561e+01, 5.479725203879353046e+01
1.916000000000000000e+03, 2.398433519634245314e+01, 3.444795292866813696e+01, 2.927535300989810452e+01, 6.239704313079925413e+01, 7.191711895205844485e+01, 1.151439227808948829e+01, 4.047803376166181977e+01, 4.889726381837834879e+01, 4.816293557292308947e+01, 3.856519146134249354e+01, 5.162188343911556387e+01, 4.658282651559563448e+01, 5.347007276374390017e+01, 1.595515002012495387e+01, 5.390582365485231264e+01, 5.482131984921858248e+01
1.917000000000000000e+03, 2.395656256183084309e+01, 3.451582989645413591e+01, 2.914169487826685412e+01, 6.236385269898509165e+01, 7.200166513168811377e+01, 1.151640689909943482e+01, 4.028094359999357721e+01, 4.882617023459345518e+01, 4.826823546713026758e+01, 3.848456373394134999e+01, 5.171008929718703229e+01, 4.670822860132636833e+01, 5.350092515395686377e+01, 1.594258565403026573e+01, 5.389672257943200151e+01, 5.475755322393636959e+01
1.918000000000000000e+03, 2.405946370628284825e+01, 3.442107775411971460e+01, 2.923321413808517022e+01, 6.241471647670519474e+01, 7.211554109374917232e+01, 1.152488449860367581e+01, 4.015787202784516552e+01, 4.891019411925720561e+01, 4.828264105602094958e+01, 3.840220977795399193e+01, 5.185414473936301505e+01, 4.675506427064459558e+01, 5.341412153607640079e+01, 1.595341816102619248e+01, 5.396418903716285342e+01, 5.468058110918950376e+01
1.919000000000000000e+03, 2.414125673964257501e+01, 3.431153693476204580e+01, 2.923368212995788440e+01, 6.249602856369735804e+01, 7.221587189542533736e+01, 1.153635416044039985e+01, 3.990575859088099264e+01, 4.894727141566005457e+01, 4.828413362759994243e+01, 3.830702963958536600e+01, 5.187745964842677893e+01, 4.686289426952732384e+01, 5.328403228494895671e+01, 1.596808742116177626e+01, 5.410577981143218551e+01, 5.451670469754581916e+01
1.920000000000000000e+03, 2.417486385371676860e+01, 3.446601238176566540e+01, 2.935563293037785471e+01, 6.263697998011628698e+01, 7.228611438943325140e+01, 1.154272828186041444e+01, 3.975786756161755164e+01, 4.890038026218671519e+01, 4.827852800960151569e+01, 3.828723204027077998e+01, 5.206911098127250170e+01, 4.684904015349107453e+01, 5.326844891162001261e+01, 1.605195687854658360e+01, 5.426044160219522894e+01, 5.448065903215625383e+01
1.921000000000000000e+03, 2.431212311121071679e+01, 3.452895272752310518e+01, 2.937178658495391659e+01, 6.275040757623106202e+01, 7.235879438138312025e+01, 1.169368211839226568e+01, 3.981541857419077957e+01, 4.896112544514265608e+01, 4.836400032044731745e+01, 3.829067107460812736e+01, 5.213916241835568144e+01, 4.673414929276852092e+01, 5.343899696567878266e+01, 1.627327941907602948e+01, 5.432893193163834411e+01, 5.454390487529909848e+01
1.922000000000000000e+03, 2.436146093329415052e+01, 3.484799438176499109e+01, 2.938170108296797522e+01, 6.281277710756285160e+01, 7.246382661257737823e+01, 1.175678851562061489e+01, 3.992983382351702915e+01, 4.910315701218473805e+01, 4.834088749423335685e+01, 3.818253158349715903e+01, 5.205924419665085168e+01, 4.685296615794681685e+01, 5.360714637479986777e+01, 1.637049868199118308e+01, 5.445782011630819852e+01, 5.470434673035082795e+01
1.923000000000000000e+03, 2.430090132834249061e+01, 3.505440941127711341e+01, 2.940503028823376397e+01, 6.294327474866293670e+01, 7.251068550171832783e+01, 1.170628022857993500e+01, 4.022316387320778830e+01, 4.924647518704153981e+01, 4.834184717170877832e+01, 3.794454296402279425e+01, 5.210884815988570296e+01, 4.686785758944653679e+01, 5.389213987313488019e+01, 1.635345557902230951e+01, 5.460435211646195341e+01, 5.498878010344915168e+01
1.924000000000000000e+03, 2.427363071547140194e+01, 3.490450457045312760e+01, 2.936259141251434812e+01, 6.311196271699724747e+01, 7.255005251598929306e+01, 1.165551135285362250e+01, 4.041736116029267123e+01, 4.935779548824196894e+01, 4.828485585262408364e+01, 3.796375649885945336e+01, 5.212756336955602166e+01, 4.686614678238657916e+01, 5.406822233206788297e+01, 1.639273191758824666e+01, 5.466205170382102807e+01, 5.515335012205392928e+01
1.925000000000000000e+03, 2.435465923957881529e+01, 3.485652405631932282e+01, 2.945123798602351073e+01, 6.319020751602131725e+01, 7.259009786412680398e+01, 1.167881271121939513e+01, 4.031244948911133719e+01, 4.942940044419847112e+01, 4.829327519583938511e+01, 3.798307717449375076e+01, 5.209116805729617994e+01, 4.687339680040577861e+01, 5.409155485206787262e+01, 1.626318346265427195e+01, 5.466367887465468556e+01, 5.526669131233474275e+01
1.926000000000000000e+03, 2.444969006233831266e+01, 3.490073882574122877e+01, 2.935918711812449189e+01, 6.310785775121376417e+01, 7.269898042833936813e+01, 1.171735752283689891e+01, 4.031981641065058852e+01, 4.944787024992051272e+01, 4.840339784138542711e+01, 3.806542848631979581e+01, 5.218584655248614013e+01, 4.711420515196883230e+01, 5.413492240029088265e+01, 1.634353233206814338e+01, 5.467931223948491493e+01, 5.537064393699355236e+01
1.927000000000000000e+03, 2.446611593562638376e+01, 3.484543451845269146e+01, 2.941214613418304680e+01, 6.307599456485888112e+01, 7.285927093592795245e+01, 1.175460527098266361e+01, 4.067565117895618698e+01, 4.948029437452230894e+01, 4.842758432600986396e+01, 3.821122729735313328e+01, 5.222908174105425161e+01, 4.730532655110186369e+01, 5.409159313693663762e+01, 1.642581689117810839e+01, 5.470262939060528140e+01, 5.537712319116411663e+01
1.928000000000000000e+03, 2.431621165976888577e+01, 3.510248753448592396e+01, 2.948320572389117089e+01, 6.312143603413375104e+01, 7.298510138676327585e+01, 1.182584275670887486e+01, 4.066550694893990681e+01, 4.964288638999347825e+01, 4.851934774888285773e+01, 3.815122024868539796e+01, 5.225248708706976686e+01, 4.713584014956505541e+01, 5.421176365201212377e+01, 1.648456380820264755e+01, 5.474524406645079466e+01, 5.538777776701587641e+01
1.929000000000000000e+03, 2.433459477976344587e+01, 3.502226283448818123e+01, 2.934863182697717932e+01, 6.318371202201470282e+01, 7.318303439625431395e+01, 1.188153632668401372e+01, 4.068046575376867224e+01, 4.955181675812923459e+01, 4.865217705726188058e+01, 3.816475310482248062e+01, 5.234298064830989006e+01, 4.698192093477096165e+01, 5.430775745694465684e+01, 1.635144267979363875e+01, 5.484992966836302486e+01, 5.543498162303818333e+01
1.930000000000000000e+03, 2.425574222113091238e+01, 3.491450330856428508e+01, 2.931919321682480728e+01, 6.320041192457232171e+01, 7.335163699918459201e+01, 1.187410526882541362e+01, 4.067676495727916119e+01, 4.936760312517031224e+01, 4.859519416591823671e+01, 3.809441196693623510e+01, 5.224285661799842728e+01, 4.686950350046866021e+01, 5.428570443173000371e+01, 1.632812245230167036e+01, 5.493153287374054372e+01, 5.534650360768807076e+01
1.931000000000000000e+03, 2.413313106321100321e+01, 3.479991448292891931e+01, 2.934058444860428239e+01, 6.322949040527915798e+01, 7.330299751384819729e+01, 1.186565387889295131e+01, 4.061003696369875371e+01, 4.925614367369936275e+01, 4.847519522809816550e+01, 3.795564325902579839e+01, 5.217562777528164020e+01, 4.683173985241540294e+01, 5.432010552934174541e+01, 1.613361124505192734e+01, 5.499611546762758252e+01, 5.517389092329042199e+01
1.932000000000000000e+03, 2.420545798253744252e+01, 3.489685383112084338e+01, 2.934395371680281173e+01, 6.317810509676620256e+01, 7.327894948446365220e+01, 1.181932738151223639e+01, 4.085677335135906674e+01, 4.912099746299637104e+01, 4.843061269202644326e+01, 3.798219689902292373e+01, 5.214171194302630852e+01, 4.663566835962075885e+01, 5.440865768421362958e+01, 1.602788724115382379e+01, 5.509783728662926450e+01, 5.520633758529915980e+01
1.933000000000000000e+03, 2.421086034762159755e+01, 3.493465290978659965e+01, 2.936237534691643347e+01, 6.312746929232159232e+01, 7.325317680415744803e+01, 1.181127011426512396e+01, 4.108940866546593895e+01, 4.903578758029344442e+01, 4.840986465390855642e+01, 3.801547453006400445e+01, 5.198541288939629368e+01, 4.639520525336600087e+01, 5.448256888231964723e+01, 1.591584863942834005e+01, 5.514246960521673202e+01, 5.514285969642379825e+01
1.934000000000000000e+03, 2.406536758281359312e+01, 3.490687410313849881e+01, 2.923606286557554412e+01, 6.315364551811833138e+01, 7.320597636038418443e+01, 1.171706531286950970e+01, 4.098667729871800702e+01, 4.879142430362896476e+01, 4.833915974333811505e+01, 3.796956879812066177e+01, 5.179130581898043317e+01, 4.615976168454773187e+01, 5.451534105305785260e+01, 1.598137336081900628e+01, 5.523831249393500542e+01, 5.497459505090447607e+01
1.935000000000000000e+03, 2.399269067670570621e+01, 3.488058752976061072e+01, 2.917415159558761317e+01, 6.310837599881471505e+01, 7.322057315702610936e+01, 1.161947073202013669e+01, 4.093375684837866402e+01, 4.857330152521221578e+01, 4.844309861633993819e+01, 3.787057486476859225e+01, 5.172334143347867297e+01, 4.596348689784372255e+01, 5.452411408734526788e+01, 1.595119971477077492e+01, 5.533583618774577673e+01, 5.492346150181082720e+01
1.936000000000000000e+03, 2.398106592134503856e+01, 3.499989378871933354e+01, 2.914217725648637725e+01, 6.305148888588135492e+01, 7.322505739821632176e+01, 1.159293606515658048e+01, 4.104574604552220762e+01, 4.839808957779985121e+01, 4.849091068511487634e+01, 3.773127268933950518e+01, 5.150321570528276993e+01, 4.585076029379465723e+01, 5.448290456858873654e+01, 1.593876008155453938e+01, 5.538307033375792088e+01, 5.483551424974642430e+01
1.937000000000000000e+03, 2.392563579780733818e+01, 3.476496578965944906e+01, 2.897072052364663008e+01, 6.299473564380138413e+01, 7.325935554500252067e+01, 1.163403271360889590e+01, 4.105121561905021110e+01, 4.823304192062442297e+01, 4.835744561551919674e+01, 3.751430940636429767e+01, 5.131589549223960489e+01, 4.587083586093041276e+01, 5.457887063433334873e+01, 1.579898555386713532e+01, 5.528734505340815986e+01, 5.486890655207012202e+01
1.938000000000000000e+03, 2.400892105562242307e+01, 3.463446153669103467e+01, 2.888296179092008842e+01, 6.295089329694931024e+01, 7.333246370451060159e+01, 1.168480192330143730e+01, 4.086627942597824159e+01, 4.809983140920857636e+01, 4.842311870427032261e+01, 3.735279888919081515e+01, 5.122923545894178687e+01, 4.586501154400852442e+01, 5.467838121400844642e+01, 1.568075097607058943e+01, 5.517671299756543846e+01, 5.500779143707071484e+01
1.939000000000000000e+03, 2.395604758122042099e+01, 3.479843542923707389e+01, 2.895913393647115086e+01, 6.295312456182485050e+01, 7.332766474815414881e+01, 1.174933442741763834e+01, 4.063151646815429530e+01, 4.818644682498079845e+01, 4.848630376036616951e+01, 3.715335185526456030e+01, 5.112838180163731749e+01, 4.584486542505764106e+01, 5.466027573668633011e+01, 1.548956631743010881e+01, 5.513089372994743087e+01, 5.485967903170666915e+01
1.940000000000000000e+03, 2.377111541978612053e+01, 3.502943942154964674e+01, 2.891206858063313945e+01, 6.293650757573615806e+01, 7.329824437217094157e+01, 1.170473022994311307e+01, 4.055896239752013344e+01, 4.833506945724140991e+01, 4.842364715320180579e+01, 3.701913161891165771e+01, 5.088482079597755359e+01, 4.570740102626990620e+01, 5.463205698031795521e+01, 1.514004285434284114e+01, 5.505039828299248938e+01, 5.464900656806544532e+01
1.941000000000000000e+03, 2.381269623932485402e+01, 3.517467535590505179e+01, 2.885164489472673921e+01, 6.293887140181671924e+01, 7.339301242006393977e+01, 1.166366769378410062e+01, 4.050581925352684465e+01, 4.834017871559006352e+01, 4.844953753523030571e+01, 3.695349664198532480e+01, 5.113579407803725019e+01, 4.562963480211200107e+01, 5.469537203383201529e+01, 1.517050257036503069e+01, 5.494323648508762403e+01, 5.466340781585792996e+01
1.942000000000000000e+03, 2.389186813968676759e+01, 3.509612775247863681e+01, 2.885276663063711311e+01, 6.294862869283501539e+01, 7.350715412022307760e+01, 1.166692254113632643e+01, 4.053977168682392573e+01, 4.837057740375340842e+01, 4.838984327920341855e+01, 3.702488120541493544e+01, 5.134427532563268670e+01, 4.560287398823011529e+01, 5.470213670342442214e+01, 1.514454357292023445e+01, 5.493086339292389653e+01, 5.461049230643261865e+01
1.943000000000000000e+03, 2.392854424528375290e+01, 3.496996542117409490e+01, 2.886742957654110597e+01, 6.294859549767518558e+01, 7.365659800356145581e+01, 1.175261234181955317e+01, 4.057408746854750348e+01, 4.828132749679220126e+01, 4.821688203445351917e+01, 3.691214007519300822e+01, 5.147905302660690552e+01, 4.558779272716780895e+01, 5.474247218293695028e+01, 1.511925101840967756e+01, 5.492435527662222228e+01, 5.443524701437848989e+01
1.944000000000000000e+03, 2.402855539264689000e+01, 3.488550831606980296e+01, 2.897666030290567818e+01, 6.294186476208873415e+01, 7.383561423896524900e+01, 1.188945761808901302e+01, 4.080516148409652288e+01, 4.815713259175129934e+01, 4.818655510939256459e+01, 3.685188462535766973e+01, 5.181160651313295062e+01, 4.574362592168625952e+01, 5.485348501313196579e+01, 1.512062827717833535e+01, 5.498308814090416519e+01, 5.451870618656808176e+01
1.945000000000000000e+03, 2.408504677205272770e+01, 3.477035809803761168e+01, 2.890589394840960935e+01, 6.301148808286639280e+01, 7.408487511468142372e+01, 1.192663390814667146e+01, 4.084763843187901244e+01, 4.824237196082939505e+01, 4.823869661117383600e+01, 3.681863656594710932e+01, 5.208796494872630234e+01, 4.588708870182458810e+01, 5.485265177888233268e+01, 1.512377569328597104e+01, 5.502320092284908526e+01, 5.475286527458113284e+01
1.946000000000000000e+03, 2.411024845909164682e+01, 3.462551650458581776e+01, 2.892536337555656445e+01, 6.285752703349854897e+01, 7.425982340547417948e+01, 1.200495923896013828e+01, 4.102651406881921758e+01, 4.862880423119613482e+01, 4.829603545981783697e+01, 3.682531179828933432e+01, 5.240587936948507775e+01, 4.586277621652407532e+01, 5.474038586323974442e+01, 1.526226645129410286e+01, 5.507773415395899974e+01, 5.496475076027879680e+01
1.947000000000000000e+03, 2.432162604059955768e+01, 3.470915203717769515e+01, 2.897367516924388298e+01, 6.254986016339836397e+01, 7.443499030842461650e+01, 1.208588494861618479e+01, 4.138282535367351755e+01, 4.872738231975732504e+01, 4.831272056295541972e+01, 3.691326528130375095e+01, 5.264495027985601894e+01, 4.580417339714828984e+01, 5.474319292518919866e+01, 1.537581418234984021e+01, 5.507266296320051424e+01, 5.502538991291979897e+01
1.948000000000000000e+03, 2.437761588985402028e+01, 3.503324917104100678e+01, 2.914597693643683840e+01, 6.222336154472875336e+01, 7.464818556178867937e+01, 1.210943882845354302e+01, 4.139372198337321151e+01, 4.873929810523924999e+01, 4.839049345904487609e+01, 3.695281908989932873e+01, 5.276069414860238282e+01, 4.582627146605184976e+01, 5.470046031420650223e+01, 1.547756352169677108e+01, 5.498859864747182513e+01, 5.505952928462848917e+01
1.949000000000000000e+03, 2.442272186282630386e+01, 3.512931965029362402e+01, 2.915547530647529584e+01, 6.193482018806322742e+01, 7.485659019965578409e+01, 1.214769084261447851e+01, 4.134310809138354870e+01, 4.880346557552813636e+01, 4.848771768665049819e+01, 3.685074965382735712e+01, 5.301373517391921553e+01, 4.595365199073977891e+01, 5.462361552600140868e+01, 1.554749680208587392e+01, 5.500086413313077571e+01, 5.516808898356702429e+01
1.950000000000000000e+03, 2.445343447722216013e+01, 3.497575130118947584e+01, 2.901413948593922498e+01, 6.168482483214752676e+01, 7.507458223161856381e+01, 1.217123227321344103e+01, 4.138759144226346365e+01, 4.867577460760132624e+01, 4.857027143141222325e+01, 3.684652115017070884e+01, 5.311730982932630241e+01, 4.612212072374727256e+01, 5.457317115026867071e+01, 1.555698754909727199e+01, 5.492595319091400796e+01, 5.518517000526006910e+01
1.951000000000000000e+03, 2.451705152444044700e+01, 3.483963733672161567e+01, 2.895406348324497614e+01, 6.158256606061106453e+01, 7.523009816406582217e+01, 1.223848123448681946e+01, 4.134980737475170542e+01, 4.871199384783605524e+01, 4.865804606106289043e+01, 3.672341750433920993e+01, 5.319148150289707644e+01, 4.605780007251263442e+01, 5.464572926287109311e+01, 1.555117813781006930e+01, 5.484932851020007405e+01, 5.503765266931897315e+01
1.952000000000000000e+03, 2.454827518239523343e+01, 3.509570067917130842e+01, 2.900576282609670997e+01, 6.152407254809016024e+01, 7.536157555719148604e+01, 1.232818835114894362e+01, 4.116955341112234379e+01, 4.880728484803417899e+01, 4.868138300326825174e+01, 3.669690516066292929e+01, 5.324964902796202182e+01, 4.597559812991963923e+01, 5.474853260715571679e+01, 1.532976353624367860e+01, 5.479189736806372224e+01, 5.505359921629139563e+01
1.953000000000000000e+03, 2.461256221229931640e+01, 3.516185362580105789e+01, 2.906918593825805175e+01, 6.136732269744710067e+01, 7.544399261318643823e+01, 1.240352990073362349e+01, 4.099161792722129860e+01, 4.891567138193633468e+01, 4.862369793796884920e+01, 3.659195041550482586e+01, 5.329922634547746441e+01, 4.592704543104390069e+01, 5.475438649818455872e+01, 1.528914686463303418e+01, 5.470804564595285058e+01, 5.508448822305347647e+01
1.954000000000000000e+03, 2.456330445215444769e+01, 3.517539711620301546e+01, 2.898048443267584773e+01, 6.141175587817429715e+01, 7.555062348482100276e+01, 1.243614963923236694e+01, 4.091302867573675428e+01, 4.892874984842219988e+01, 4.871586719432993817e+01, 3.660329547955505092e+01, 5.342126673611263499e+01, 4.580208058587766118e+01, 5.478785810401105039e+01, 1.522727340522444273e+01, 5.477076073061351735e+01, 5.509920168273469443e+01
1.955000000000000000e+03, 2.453043918520192790e+01, 3.516930166796319668e+01, 2.887752691911012803e+01, 6.144317752499721763e+01, 7.571928988983363240e+01, 1.245784834378846817e+01, 4.097309671957288657e+01, 4.880478210853770804e+01, 4.863379616256928273e+01, 3.655598411147015980e+01, 5.343636852469860798e+01, 4.566692211933476386e+01, 5.472152730170436286e+01, 1.516399474293941552e+01, 5.485751736400823830e+01, 5.508718134932137644e+01
1.956000000000000000e+03, 2.454541405959313849e+01, 3.517817659880845582e+01, 2.884035464932285109e+01, 6.138695665483078301e+01, 7.589899996204343324e+01, 1.244978202316095128e+01, 4.128951100600513513e+01, 4.886140139139089200e+01, 4.848392373772191632e+01, 3.649898213643331246e+01, 5.360415998101660762e+01, 4.554436993152346247e+01, 5.464183750198051115e+01, 1.523568333884922232e+01, 5.489868796178823374e+01, 5.502773141010336388e+01
1.957000000000000000e+03, 2.459364127086076834e+01, 3.529152122728032026e+01, 2.880659007388518944e+01, 6.131067359461080457e+01, 7.600257868491306112e+01, 1.241077981121418894e+01, 4.139490698424532411e+01, 4.899652515514611650e+01, 4.833907741414745374e+01, 3.640351784733412899e+01, 5.363102398688310757e+01, 4.524338730505650119e+01, 5.465033033750732727e+01, 1.516234454440338908e+01, 5.495579382157833948e+01, 5.487736429250852410e+01
1.958000000000000000e+03, 2.455005862172377817e+01, 3.545262607845923242e+01, 2.889156659530083360e+01, 6.128643505771755429e+01, 7.612849405016432058e+01, 1.238205362388951691e+01, 4.147540081698940639e+01, 4.895523328342620317e+01, 4.800130692132396604e+01, 3.632356885730961693e+01, 5.369373035213954637e+01, 4.516118244329822318e+01, 5.464652452757106005e+01, 1.510185323983269079e+01, 5.516204715711744910e+01, 5.481916021795873917e+01
1.959000000000000000e+03, 2.449175389772652167e+01, 3.545353918293828599e+01, 2.887721652037956588e+01, 6.126118137830830790e+01, 7.621955006940730470e+01, 1.239163477426881421e+01, 4.145465186535565749e+01, 4.895159484858302079e+01, 4.768493017845121074e+01, 3.635842671347126043e+01, 5.366325069281751325e+01, 4.514739011530606660e+01, 5.472623497470839027e+01, 1.499629220317316047e+01, 5.525238664982985171e+01, 5.484751060274272305e+01
1.960000000000000000e+03, 2.445987350980508879e+01, 3.544588493230806137e+01, 2.874542562915168986e+01, 6.123250397894530295e+01, 7.632028414561304430e+01, 1.246759993904625041e+01, 4.129533621278676492e+01, 4.896342488005226556e+01, 4.753674729289469525e+01, 3.628245351307145938e+01, 5.382355910418834100e+01, 4.499280790841420696e+01, 5.491328329112727857e+01, 1.488346045385607752e+01, 5.519359969662914978e+01, 5.470410668008090482e+01
1.961000000000000000e+03, 2.440936911283153776e+01, 3.539959667905365848e+01, 2.867164151297165731e+01, 6.120123913632967572e+01, 7.645855382269884615e+01, 1.251000117967206116e+01, 4.142563383766955099e+01, 4.902318090737268363e+01, 4.769996304041791291e+01, 3.619640826569449388e+01, 5.393876448073236674e+01, 4.499316847208127257e+01, 5.499532434279693405e+01, 1.480082571504228284e+01, 5.520498921352939448e+01, 5.452697444811688143e+01
1.962000000000000000e+03, 2.432789779828172527e+01, 3.561508257315569637e+01, 2.870829031116301877e+01, 6.110270062985228634e+01, 7.650002891910426683e+01, 1.265912382608607523e+01, 4.137269414037805149e+01, 4.893053049352544548e+01, 4.791609583697884744e+01, 3.605368998242739309e+01, 5.397853730384411364e+01, 4.504087124816074095e+01, 5.496695196908344627e+01, 1.475904385490887449e+01, 5.536339051750253049e+01, 5.454170255812311296e+01
1.963000000000000000e+03, 2.437571367188779092e+01, 3.549879965854816533e+01, 2.885217131155629389e+01, 6.106260074611022048e+01, 7.660898057623779778e+01, 1.277749439416881572e+01, 4.125225558912119794e+01, 4.885918566943499997e+01, 4.807070609010446560e+01, 3.596143213210449829e+01, 5.406481255626261628e+01, 4.496599653303388067e+01, 5.482794908511840504e+01, 1.467247250076985843e+01, 5.553012127126837072e+01, 5.453518398592579075e+01
1.964000000000000000e+03, 2.424096987210004883e+01, 3.541503129719294662e+01, 2.877962623969969158e+01, 6.109988869267129274e+01, 7.683728044181123096e+01, 1.281903830962887270e+01, 4.121231697436186181e+01, 4.886032257446082383e+01, 4.810381813985016208e+01, 3.583056932038858378e+01, 5.429093422287115089e+01, 4.473969151801077260e+01, 5.493665550650346319e+01, 1.469325411939449744e+01, 5.571697113242905175e+01, 5.447663036970586603e+01
1.965000000000000000e+03, 2.419892437138640062e+01, 3.566529172981669404e+01, 2.875241849981589937e+01, 6.108332043337404826e+01, 7.696841464905179464e+01, 1.292752233321637512e+01, 4.112254177644538800e+01, 4.878617971688633048e+01, 4.816417922894434156e+01, 3.575492657267886898e+01, 5.430139295917084752e+01, 4.449673552526069642e+01, 5.501636234276084991e+01, 1.466542653535169549e+01, 5.576072174212636412e+01, 5.422799796319054622e+01
1.966000000000000000e+03, 2.416374077329895087e+01, 3.573845961971420593e+01, 2.872565670956848649e+01, 6.099752089275821731e+01, 7.704547882606782139e+01, 1.304369370807971862e+01, 4.095295048943475535e+01, 4.873020592823571207e+01, 4.805029857000820215e+01, 3.560096321684613230e+01, 5.428676249571906709e+01, 4.444753244704395456e+01, 5.496537390019459934e+01, 1.474747339748825326e+01, 5.564325610554424628e+01, 5.411555450702384462e+01
1.967000000000000000e+03, 2.411302780689531033e+01, 3.521477133898597600e+01, 2.876420216682014441e+01, 6.068793083297082802e+01, 7.713688336753355657e+01, 1.312279503352915278e+01, 4.108318004781536104e+01, 4.838187330538615782e+01, 4.775554596485281422e+01, 3.552153317102794716e+01, 5.436618659448870972e+01, 4.442017051173014153e+01, 5.494491954463547501e+01, 1.471028971838721233e+01, 5.571957708279062160e+01, 5.424872723040715528e+01
