year, CMCC-ESM2, CanESM5, MIROC-ES2L, UKESM1-0-LL, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM
1.969000000000000000e+03, 8.282681708048607884e-10, -6.654695454392998740e-11, 6.931317716997947301e-11, -8.565861783993102633e-10, 4.277497978034910018e-11, -2.971650442146875694e-10, -1.845164262968084996e-10, -2.057577354068244988e-10
1.970000000000000000e+03, -4.282460076808907451e-10, -4.673994935327903358e-10, -1.244466029138982670e-11, -9.768087336233490636e-10, 8.249373917254169726e-10, 5.063866552877810563e-11, -4.703647807056396676e-10, -1.280403285820010607e-10
1.971000000000000000e+03, 2.467147032157457137e-10, -1.088402697433118939e-10, 2.710932390905990826e-10, -7.172880031163660395e-10, 7.271156406807757274e-10, 3.204978150265153945e-10, -4.442696546022328016e-11, 2.049367848235573775e-10
1.972000000000000000e+03, 4.608925773066169626e-10, 1.829007168079381260e-10, 3.141168848167701643e-10, -2.958414907806152589e-10, 6.022599657292960870e-10, 4.194633737985851535e-10, -2.341156786837626045e-10, -9.171304765753743041e-12
1.973000000000000000e+03, -1.818995139682714364e-11, -2.529088008736502632e-10, -4.575334321682046826e-10, -6.900166767843407019e-10, 8.836986256778388757e-10, 3.269169559385718303e-10, -3.574684794713004376e-10, -8.805044722384515682e-11
1.974000000000000000e+03, 1.375097438056789950e-10, 6.194804835197783673e-11, -6.269696237904507461e-10, -1.769489366917826234e-10, 1.050767646596733243e-09, 5.128709857409993030e-10, -6.535318258661661301e-10, 1.740391639906384444e-10
1.975000000000000000e+03, -9.545005263210737927e-11, -2.326152504438790285e-10, 3.411645384961593299e-10, -2.872064458721834956e-10, 5.375302728118177548e-10, 3.261742885992289356e-10, -1.179442539068463787e-10, 5.526014961064934367e-11
1.976000000000000000e+03, -3.187207382569432994e-10, -6.736725369580627921e-10, 8.208861383710612564e-11, -3.535424304900562991e-11, 4.396081503645044517e-10, 1.212242508779069016e-10, -2.793511368061437617e-10, -7.521072198897518936e-11
1.977000000000000000e+03, 2.741224965846677737e-10, -4.900870598608917375e-10, 5.230332106372471555e-10, -4.986770267015143058e-10, 6.140432344252811335e-10, 3.172585036628198961e-10, -1.785640601430703409e-10, 6.321984318037340012e-10
1.978000000000000000e+03, 7.791009043241306534e-12, -7.865484291729452989e-10, 7.760559728320547302e-11, -1.395024833534644621e-10, 6.053121162021799069e-10, -5.801731258799230694e-11, -2.288528336389839084e-10, 1.186842610880072043e-10
1.979000000000000000e+03, 2.220300264682278703e-10, -2.476028304035645108e-11, 1.901456102051516192e-10, -4.866602704516910889e-10, 8.586160920791287401e-10, -2.800787512258273771e-10, -7.427621405973936094e-10, 1.381190161148645078e-10
1.980000000000000000e+03, 5.058936179563580593e-10, -1.945787533629233087e-10, 3.435674370746187961e-10, -5.641028686940815881e-10, 5.879172862334379373e-10, 7.819740232090081629e-10, -3.574224604963947466e-10, -1.531423488016691077e-10
1.981000000000000000e+03, -2.315543381858898962e-10, -3.581543823022346399e-10, 3.179335850182274443e-10, -1.863193083569156362e-10, 8.346179919643885175e-10, 6.866497434795995410e-10, 1.118725281349330322e-10, -5.388654511096091476e-10
1.982000000000000000e+03, -7.661117083259635825e-10, -2.594643332153434850e-10, -4.000688961638883420e-10, -4.334631901734744195e-10, 2.193060313502012132e-10, 9.139820801380833460e-11, 3.790372808398052602e-11, 2.745061387932342034e-10
1.983000000000000000e+03, 8.675329684347874647e-11, -7.165345574455737036e-11, 1.143509549247532589e-09, -3.294805467222248613e-10, 1.085707939481822313e-09, 5.437079873518868559e-10, 1.075495894878716760e-10, 1.823090682375469819e-10
1.984000000000000000e+03, -1.627598394500985490e-10, 2.265699987172595388e-10, 6.518004221019388035e-10, -4.365446975670896337e-10, 9.035708475930934027e-10, 1.094862425517182662e-10, -1.051844163112762284e-10, -3.590427371687035942e-10
1.985000000000000000e+03, 1.372554332208456364e-10, 3.336989505624035978e-11, 1.404400291863457470e-09, -1.841433034444052629e-10, 7.114758725654967558e-10, 2.504695509589410499e-10, 1.620743598476304607e-10, -9.061832108156903472e-10
1.986000000000000000e+03, 9.512638118076973451e-11, 1.808203677571662497e-10, 1.183792185131302739e-09, -1.386760797114442909e-10, 7.167783283526495289e-10, 1.921799456903463434e-10, 9.594370345952994863e-12, 2.585543770423318870e-10
1.987000000000000000e+03, -3.255702771532403960e-10, -1.507551750921284215e-10, 5.299242955484037582e-10, 8.984986824229804874e-11, 8.069000443005867068e-10, 1.200641475190790921e-10, -1.173144724492269820e-10, 4.035995684847191441e-10
1.988000000000000000e+03, -5.232122208445576713e-10, -2.018805580593977241e-10, 1.083795070262821213e-09, 3.249949528952201432e-10, 7.418642855436335122e-11, -7.556819324133458474e-11, 2.275043137994892597e-10, -1.447077444991876283e-10
1.989000000000000000e+03, -2.621690048430741170e-10, -3.758010666783433348e-10, 8.879359329268796478e-10, 4.183826700555076550e-11, 9.348959875187431999e-10, 2.528917483592992304e-10, -2.344332969150863641e-10, 3.290891654970971365e-10
1.990000000000000000e+03, 5.529389153661119804e-10, 2.725712349267556811e-10, 8.747570363994825928e-10, 4.596715438673959559e-10, 1.209042200764758330e-09, 3.466120732541360505e-10, 3.155507945317400720e-10, 4.809200922814298697e-11
1.991000000000000000e+03, 3.411888561259060387e-10, 2.313373406116739440e-10, 1.817395426544756837e-10, 7.152347916935939436e-10, 5.394790079968292393e-10, -1.208438359306792765e-10, -1.901753415954392705e-10, 3.084412737160977799e-10
1.992000000000000000e+03, -8.014408289986282315e-10, 6.038185273152621301e-10, -1.376809642240983730e-10, 3.413568963477621513e-10, 7.015287181856296204e-10, 6.007934595462309022e-10, 3.275639233103376678e-10, 4.354629030501567072e-10
1.993000000000000000e+03, -2.122820599581002415e-10, 5.504370363855004348e-12, 5.321822848428000746e-10, 7.291681092209951443e-10, 9.382027885318575485e-10, 1.281838899456483920e-10, -2.700059934735686301e-11, 3.867134510641846241e-10
1.994000000000000000e+03, -8.114072592772709352e-11, -6.714162937055135297e-11, 1.007051394674799590e-09, 6.414218268975495401e-10, 1.095616546705611270e-09, 3.274551166929546583e-10, -1.787330888410955855e-10, 4.976680351810307860e-10
1.995000000000000000e+03, 2.514572285660649280e-10, 4.315014925363117700e-10, 1.142480712949472975e-09, 3.717392636881754874e-12, 6.530059956588447540e-10, 2.075448754235683707e-10, 1.163023019200981778e-10, -5.229205813354384192e-10
1.996000000000000000e+03, -2.521558962022959571e-10, -1.143429292526878125e-10, 1.696034210021223048e-10, 7.388302812041691361e-10, 8.627047255567000853e-10, 6.123753000953963203e-10, 5.889029019812945366e-10, 2.885711961724685057e-11
1.997000000000000000e+03, -5.030555828403399847e-10, 3.411357147814893965e-10, 2.918459209298817573e-10, 8.197340236619337837e-10, 1.414610838574547110e-09, 2.046495526088073466e-10, 4.394854761788447704e-10, 5.622124396891603919e-10
1.998000000000000000e+03, -4.976059003195597613e-10, 4.950421797472647564e-10, 2.351563505374229842e-10, 4.845666004858942303e-10, 5.801255175186917792e-10, 4.816432770584086724e-10, 7.463942439062508790e-11, -2.098232577481053951e-10
1.999000000000000000e+03, -3.124296922336703325e-10, 1.423699827406973523e-10, 8.086750651533839787e-10, 6.583310564982532035e-10, 1.958101657377027692e-09, 1.015289537250952641e-09, 1.856577372821434107e-10, 3.010641741642762451e-10
2.000000000000000000e+03, -1.667760629638718272e-10, -1.014534583348619587e-10, 1.034748435365030386e-09, 1.094365657141659938e-09, 1.302166937640309806e-09, 8.660553370621451964e-11, 2.923323654455895316e-10, 8.000482729703089957e-11
2.001000000000000000e+03, 9.168506231162772926e-10, -1.721558485210918658e-11, 5.406821135765540497e-10, 5.081063205597664190e-10, 1.158989260972787105e-09, 6.028111086151305912e-10, 3.450671623500610068e-10, 1.531071394708402888e-10
2.002000000000000000e+03, 4.582591993920259006e-10, -1.030939045599637360e-10, 3.970005148664438245e-10, 6.273804706010107012e-10, 5.988602363979332194e-10, 2.901891833150131330e-10, -8.233687573874301982e-11, 6.198853772249111111e-10
2.003000000000000000e+03, -2.633522932622453858e-10, 4.933043157796465058e-10, 7.045238390279763470e-10, 5.981590834261442192e-10, 1.266686674725292565e-09, 3.258394428746536554e-10, 1.027150354032179962e-10, 2.322656591712484601e-10
2.004000000000000000e+03, -5.473071019947684338e-10, 1.264640838909043130e-10, 3.442897830242844121e-10, 9.365218059830746532e-10, 5.678832369802112893e-10, 1.099902850521539987e-10, 2.862301994007250322e-10, 1.091826568310921762e-09
2.005000000000000000e+03, -3.734024338040351943e-10, -4.530796747430357230e-10, 6.720770266970821075e-10, 1.014193574558201689e-09, 4.072991465659063521e-10, 6.118412070726781656e-10, 1.142089468498931808e-10, 7.311008784160883824e-10
2.006000000000000000e+03, -2.456661178886094658e-10, 8.720641922447070646e-11, 1.102833380143421298e-09, 3.947548580706492442e-10, 1.609388857366268149e-09, 6.810479244866540908e-10, 1.479423517902858258e-10, 1.013585648229958648e-10
2.007000000000000000e+03, -3.389411873075751828e-10, 2.183362688658176340e-10, 3.063353940199196102e-10, 4.991003830993358439e-10, 1.423905094189636450e-09, 5.303225962267718846e-10, 3.903719091252110033e-10, 6.796531914249889719e-10
2.008000000000000000e+03, -4.864818954743197598e-10, 5.975773069571835764e-10, 7.871413125642007317e-10, 7.726926918881792684e-10, 1.271849988401832529e-09, 5.547336353407663250e-10, 3.028626162175335080e-11, -2.005231404985108903e-11
2.009000000000000000e+03, 4.119621453399646489e-10, 4.283553453477775443e-10, 6.860341376302041566e-10, 5.172602286478195587e-10, 1.100427856464682044e-09, 9.633479925825070152e-10, 3.754544276790633090e-10, 2.635357464550353785e-10
2.010000000000000000e+03, 4.659356726072124836e-10, -9.026573880964439397e-11, 9.486657212264302469e-10, 8.259529385143392550e-10, 1.549325411635174450e-09, 1.601764011838547655e-10, 4.678768527186020511e-10, 5.797376284904502812e-10
2.011000000000000000e+03, -4.871632809515151977e-10, 2.248406823481543311e-11, 6.905966761370917374e-10, 1.086843303165692541e-09, 8.787029689221028783e-10, 4.541230174264263994e-10, 4.075836318928586355e-10, 6.898429998050111885e-10
2.012000000000000000e+03, -7.978965209173568572e-10, 4.960110304884967468e-10, 8.322322522389595665e-10, 1.073002650591486182e-09, 1.006763531264363717e-09, 6.729306791390628717e-10, -3.057950047096129714e-10, -8.343445794600325667e-11
2.013000000000000000e+03, -3.202103877553358879e-11, 2.540867145578250156e-10, 1.203790279753054165e-09, 9.649679171679249374e-10, 1.322985134551238738e-09, 7.951917837883021135e-10, 1.754410491130871914e-10, 6.396252062205415288e-10
2.014000000000000000e+03, 3.418519151910420812e-11, 3.322238205034581798e-10, 2.028498334648463441e-09, 1.099865204981523359e-09, 1.468838549115663295e-09, 3.906126381669901299e-10, 4.509145184429064991e-10, 3.730514792262691572e-10
