year, CMCC-ESM2, CanESM5, MIROC-ES2L, UKESM1-0-LL, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM
1.898000000000000000e+03, 1.866374796710016879e-10, 2.357515564870703952e-10, 1.354892842564480288e-10, 8.635196752322674634e-11, 5.516665482718592066e-11, -4.899419737938319199e-11, -2.521243955154264129e-10, -1.761081308873193504e-10
1.899000000000000000e+03, 1.071743221565427584e-10, 4.890014716042421709e-11, -4.490526689660857232e-10, -1.894359452634887673e-10, 2.764523415400525088e-10, -2.164722454212978978e-10, 2.283088151396205706e-10, -1.073006957186339927e-10
1.900000000000000000e+03, 5.612432396475025411e-10, -7.239698441246718306e-11, -6.775259062519674223e-10, -1.232374684262486169e-10, 2.086713771286349104e-10, -6.037179075640305981e-10, -4.674971045032736903e-11, -2.570070799410452293e-10
1.901000000000000000e+03, 4.603622252561062706e-10, -5.085317035455196765e-10, -1.918259697362897655e-10, 2.301180596489191322e-10, -6.582027024984774499e-11, -3.216031402950119844e-10, -1.049156499004203991e-10, -1.981005987722337598e-10
1.902000000000000000e+03, 4.634395717701731817e-10, -7.070882175841714754e-10, -4.139787798072602950e-10, -6.672106493499566674e-11, 1.196811483574698087e-10, 1.050580637902451597e-11, 1.401475599899293917e-11, -2.274305090956066854e-10
1.903000000000000000e+03, -3.912188738914128249e-10, -4.640197349043287552e-11, 4.369593239061074977e-11, -5.358969954041513057e-11, -2.869031056062405563e-10, 5.347373082584676559e-10, -2.807996802126046220e-10, -1.875729437357512319e-10
1.904000000000000000e+03, -4.113981331228205243e-10, -2.583165054005025882e-10, -5.045134352742129033e-10, -1.793170001740548350e-10, -3.092647746791908179e-10, 3.880818610892928812e-10, -3.779556562068713886e-10, 3.039994278948356316e-12
1.905000000000000000e+03, 1.624891126592429186e-11, -1.113017531686696136e-10, -3.424840849735010515e-10, -7.680926919352834152e-11, -1.236915575275436917e-10, 2.310984193649197040e-10, -3.589577848480288024e-10, -3.158275046066094158e-11
1.906000000000000000e+03, 3.589635114581308654e-10, -3.013976923857633170e-11, -4.155300517376791749e-10, -4.256714933790809170e-11, 5.850871989351209007e-10, -4.194908012978547694e-10, -2.403548998366523668e-10, -5.112025360934839395e-10
1.907000000000000000e+03, -1.250350827372201778e-10, 1.157129702712442091e-10, 2.714095233714698161e-10, -2.964728598670771240e-10, 4.497843148860804401e-10, -5.363823725681020089e-11, -2.785333117052451156e-10, -3.971115684591560282e-10
1.908000000000000000e+03, 2.157137072305255674e-10, 4.893863925274703687e-10, -4.185729643237698788e-10, -2.280712492257190659e-10, 7.785469670343200625e-11, 1.552214801394477647e-11, -4.100321167597924166e-10, -8.708466008641042990e-10
1.909000000000000000e+03, 1.237615226259514356e-10, 2.246676988627960763e-10, -1.010083024404104074e-10, -3.688209199436721931e-10, 2.307652528346825146e-10, -2.982492264393220048e-11, -6.046979101266439482e-11, 1.271592550531402473e-10
1.910000000000000000e+03, 1.349724886331279847e-10, -1.862150504699324760e-10, -3.748941990779530206e-10, 1.135694364400462299e-10, 8.256670013931819231e-11, -4.420726758776908243e-10, -2.309935594631910427e-10, -1.983692195055065939e-10
1.911000000000000000e+03, 5.283929772490453448e-10, -7.619980647221397117e-10, -2.116201366408340519e-10, -4.141947111064516619e-10, 2.433346239943084886e-10, -3.066851701266689524e-10, -1.267401851959760865e-10, -1.153977092576861988e-10
1.912000000000000000e+03, -2.977200060839917101e-10, -4.101405160743104479e-10, -1.001636593753922611e-10, -1.160510205050453174e-10, 2.883760372239076559e-10, 3.867499469514468736e-11, -3.891798385616387602e-11, -4.435622336881820686e-10
1.913000000000000000e+03, 4.560646402550268298e-10, 5.970321654495316994e-10, 1.752924026738844513e-10, -1.731677392508355689e-10, 1.358805597173923611e-10, 1.369300866003306694e-10, 4.699016012585488334e-11, -3.678895483449675898e-10
1.914000000000000000e+03, 5.646460776213877829e-10, 1.922982585180521414e-10, 4.285100917868311909e-10, -2.437890066394059610e-10, 5.497572352184489487e-10, 2.811994856647982233e-11, -6.120017490654881489e-10, 6.871722200416481100e-11
1.915000000000000000e+03, 4.805326077486958609e-10, 1.325485216922020198e-10, -2.389048410218916191e-11, 1.298931538599082536e-10, 5.568941825430908331e-10, 2.129246137057611683e-10, -2.398482698285698172e-10, 2.295943253813128798e-10
1.916000000000000000e+03, 3.272626923807718710e-12, -7.551457559469488785e-11, -5.533834686525601662e-10, -4.023626801020541737e-10, 4.629575481081112424e-10, -2.656318426049970129e-10, -1.993709228539019920e-10, -1.928890601411543576e-10
1.917000000000000000e+03, -2.399489525613599173e-10, -1.288491595145073868e-10, -6.267960809325938816e-10, -3.501196125676004124e-10, 9.032320455109149843e-11, -5.614707569997425061e-10, -3.335491187595052661e-10, 1.359068379542421515e-11
1.918000000000000000e+03, 3.792309261849937968e-10, -1.477326076186605318e-10, -3.075865520733458410e-10, -2.918979922638825310e-10, 5.074067778034350517e-10, 3.226546888571771901e-11, 2.014682170464793060e-10, -3.041111115716746790e-10
1.919000000000000000e+03, 4.481033302062811432e-10, -3.789581441508845976e-11, -3.347099824117593705e-10, -4.633499541408714633e-10, -8.817568669384526652e-11, 4.236994510178730669e-10, -1.372482780700907798e-10, -3.284653205169697274e-10
1.920000000000000000e+03, 3.461381466786279788e-10, -4.000466914511608112e-10, -2.729034149313322957e-10, -2.363701653778452393e-10, 6.357429648135182240e-10, 3.460180377082684190e-10, -1.560463262710116903e-11, -5.357989669478977338e-10
1.921000000000000000e+03, -4.246370597815140731e-10, -1.800389084168947918e-11, 1.388074225791946645e-10, 7.818456612570899730e-11, 5.373638931008588409e-10, -2.062196965766530590e-10, 8.601180273275439320e-11, 3.897725470744048237e-11
1.922000000000000000e+03, -2.723575889793737873e-10, 4.514689040851358392e-11, -2.871932986253410110e-11, -1.232441784417901863e-10, 8.332373298648378411e-11, 1.907509106205450624e-10, -2.892913553410007393e-11, -2.986080742185837465e-10
1.923000000000000000e+03, -9.055260712975302359e-11, -4.394222085919848088e-11, 6.043540336561682401e-10, -6.725734285433955966e-10, 5.110030289552941999e-10, 5.722923119430426813e-11, -8.675392279794991077e-11, 3.467902011954316093e-10
1.924000000000000000e+03, 2.412130539199314034e-10, 9.960344984045532766e-11, 1.481320539693206399e-10, -4.781517678474654111e-11, 5.873090328074992159e-10, -1.545558098875726924e-10, 6.054838924267175693e-10, 8.062289820102468400e-11
1.925000000000000000e+03, 2.952423326617641696e-10, -1.252241664072623189e-10, -3.678121764103216085e-10, -3.009300856413050951e-10, 2.848447500193576653e-10, 2.839786260706498125e-10, -1.226435719209832325e-10, 5.929557065611405380e-10
1.926000000000000000e+03, -5.905290570369028474e-10, 5.915861954981656239e-10, 2.758193061566580145e-10, -1.145517258146108036e-10, 6.641999858921613129e-10, -4.728002107915178224e-10, -1.668234856977590171e-10, 3.458840610497855555e-11
1.927000000000000000e+03, 5.275254881402882157e-12, -3.637694551724360641e-11, 3.850333015158170343e-10, 1.361664900936080844e-10, 4.353432412235329680e-10, 3.653103988107495875e-10, 5.126073754982800474e-11, 2.041954175366816257e-11
1.928000000000000000e+03, 4.144918796548801710e-10, -4.470981248532439512e-10, -3.991420085250844818e-10, -5.389559529542924316e-10, 6.453053778012618185e-10, -8.566192332650692525e-11, 4.932474824086681777e-11, 1.448276260234501231e-10
1.929000000000000000e+03, 4.319770740299736600e-10, 2.199045753610551826e-11, 1.702230748386482167e-11, -1.251791349998245335e-10, 5.840679109171215384e-10, -5.705807401820629662e-10, -2.092095932214323579e-10, -1.396934932434871577e-10
1.930000000000000000e+03, 5.399911218457930895e-10, 1.294165096628007723e-10, -1.751108016877040482e-10, -3.870457155164118149e-10, 3.525205940439445597e-11, 4.923745792141108437e-11, -3.779563304374567358e-10, -5.147032144430824983e-10
1.931000000000000000e+03, 2.537560691644475740e-10, -3.088348033088893209e-10, 7.217840092757544302e-11, -1.749258711794292896e-10, 6.438872124438946936e-10, 3.642590024506996673e-10, -2.131058762077678517e-11, -4.609922169783039406e-10
1.932000000000000000e+03, -3.109817479443231929e-10, -6.406948864517721130e-10, 6.279457317608202916e-10, -2.495470312363612561e-10, 4.506890197471203398e-10, 3.123402117169280123e-10, -9.269612725253393127e-11, 1.609658305506083522e-10
1.933000000000000000e+03, -1.107984954319152245e-10, -2.929696328932445989e-10, 7.825806581284434218e-11, -3.993537593721707505e-11, -1.289396042127478553e-10, 2.934717531028192153e-10, 2.550775805708325506e-11, -2.980241805039617831e-10
1.934000000000000000e+03, 3.308599454344723217e-10, -6.527616624273521808e-10, -3.793263095095353269e-10, -3.854976101006838717e-10, 2.295214641551920250e-10, 2.749553541618455120e-11, 1.241397129469210153e-10, -3.774668536374907812e-10
1.935000000000000000e+03, 5.042123764739110546e-11, -4.064507569014063978e-10, 1.565772108379326380e-10, -1.018603796453114389e-10, 6.723468834032350912e-10, 1.873270925223873455e-10, -1.365612765430778101e-10, 2.379790553333574436e-11
1.936000000000000000e+03, -1.097555508654227563e-10, -3.325104895951085148e-10, 3.256566566140375962e-10, -1.289866676259439132e-10, 1.651374429167777868e-10, 1.153713892805271687e-10, -8.767316849377471268e-11, -5.161115572749159347e-10
1.937000000000000000e+03, 2.276725055393642485e-10, -2.829986094355737912e-10, -1.341649976033328833e-11, -3.939963999746539187e-10, 1.538941882777157305e-11, -9.658221093143243176e-10, -2.007995156903769642e-10, 2.640279330594732851e-10
1.938000000000000000e+03, 1.426458071512332079e-10, -9.318416542267360435e-11, -6.288355265742469136e-10, -2.811901446029839764e-10, 1.564999632202508618e-10, -3.057648956984774365e-10, 7.735691886624547995e-11, -2.301138067452956327e-11
1.939000000000000000e+03, 8.165014505604028400e-10, 2.406782997472068489e-10, -6.222289519246089969e-10, -3.470234655000172751e-10, 2.593955348304143953e-10, 2.679096726951002640e-10, 8.794686617469227777e-11, -8.233454662339169438e-11
1.940000000000000000e+03, 7.388031306522426225e-10, -4.418434370746081075e-10, -2.084712423730902879e-10, -4.376408097213743851e-10, -4.248359128023970105e-10, -5.692737031481924579e-11, -4.858423148957149342e-11, -3.374009607722668101e-10
1.941000000000000000e+03, -1.293171532820514025e-10, -2.709524586108710108e-10, -7.996117849205986050e-11, -1.894080357665034297e-10, 3.661496172576814454e-10, -3.995290038316189942e-10, -1.506494914335866365e-10, 1.266113468950149071e-10
1.942000000000000000e+03, -2.710269069362880659e-10, -4.021063583472450954e-10, -6.612750970310620764e-11, -7.354393140543911323e-11, 3.932603099965265964e-10, -1.261581391642278044e-11, 7.133477546319924641e-11, -1.873271123002990819e-10
1.943000000000000000e+03, 6.616329060166168996e-11, 1.313093899182784395e-10, -9.526188520054544016e-11, -3.526578217189545785e-10, 1.321903639209993802e-10, -2.053493471680159679e-11, 8.084960395253798056e-11, -5.582426592635335841e-10
1.944000000000000000e+03, 2.759367093798139491e-10, -6.363878389314610928e-11, 6.459388569976156522e-10, -1.741586086947975873e-10, 1.031021090111410805e-09, 4.099992333925519975e-10, 2.738912819815616535e-10, 1.469261854622318269e-10
1.945000000000000000e+03, 1.723160043661926758e-10, 4.224962878720398809e-10, -4.118743986259959291e-10, -4.625376793125938775e-10, 6.801509256103815977e-10, -2.574877465712407320e-10, 1.294408921990454714e-10, -1.205741977900822079e-11
1.946000000000000000e+03, -5.863879070561148381e-10, -5.026063366579646250e-10, 6.454606828121501004e-10, 1.225570469570015969e-10, 5.226744779923299967e-10, 7.217777149346996420e-11, -2.986511328860609359e-10, 3.370663780676615343e-10
1.947000000000000000e+03, 1.156800608971572915e-10, -3.247635147757234879e-10, 4.434100540682158426e-10, 1.331317055845855788e-10, 4.855306571991875606e-10, -5.362219894821238117e-11, -4.540404658993270150e-10, 1.250609699795249259e-12
1.948000000000000000e+03, 1.624004879644076849e-10, -3.113663188794176762e-10, -3.390751252674007158e-11, -1.822351646404178697e-10, 1.054050892148043324e-10, 4.291112940231785467e-10, -4.714478246886947019e-10, 8.066156541008905867e-12
1.949000000000000000e+03, 2.576672853591692701e-10, -1.729692405605812824e-10, 5.092949109788887007e-10, -2.549561271594632172e-10, 8.677531150825078512e-11, -2.994987627257898755e-10, -5.457028454593892750e-10, 1.965257063284278051e-10
1.950000000000000000e+03, 1.179149403681821668e-09, -6.895918329731980929e-11, 1.198478185554876334e-10, 3.733617752355660208e-11, 2.229043765757018283e-10, -5.030886502813112539e-10, -2.457418816343886089e-10, -1.543675532264703761e-10
1.951000000000000000e+03, -3.045655067245550461e-10, -7.464910987190971864e-10, 1.481310369709627624e-10, -1.919461019370808707e-12, 7.602672052911692922e-10, 1.618886128422292989e-10, 2.713668413369457680e-11, -8.192070286780698536e-11
1.952000000000000000e+03, 4.613265436099688381e-11, 7.416675685129296520e-12, -1.023323041196005673e-10, -4.330144083715516928e-10, 3.284806445991760537e-10, -6.354586711183953795e-11, -3.042278412204123879e-10, 1.533103608944113060e-10
1.953000000000000000e+03, 1.466174389238132615e-10, -9.611924519842811497e-11, 9.504937917789984176e-11, -1.646526199157500084e-10, 3.391435746706929684e-10, 3.048658883923386995e-10, -2.818204912689802860e-10, -2.034176541115956441e-10
1.954000000000000000e+03, 2.634121235430196274e-11, -1.562999249255222550e-10, 2.576685623794590094e-10, -3.941586780689358478e-11, 4.770753279194409446e-10, -5.644776894979280929e-10, 1.550113712462146644e-10, 8.149526613590851192e-11
1.955000000000000000e+03, 7.319216151667272992e-10, -6.720007561780216267e-10, 4.507306995498746455e-10, -4.240800730373446013e-10, 5.863296329358919719e-10, -3.788682740880106519e-10, -2.844265460122558990e-10, 6.201650450847187187e-11
1.956000000000000000e+03, 1.184326025336577060e-10, -3.074843242907146903e-10, 8.071671560169990811e-10, -1.770008441515331604e-10, 8.972111143612476675e-10, -9.636443706018766428e-11, -1.265631688102332783e-10, 4.023315811430971761e-10
1.957000000000000000e+03, -1.906790594950850262e-11, -6.577571617224567759e-10, 7.548176636846912160e-12, -7.605357351220246160e-10, 5.289669073036182349e-10, -1.589962814556554508e-10, -4.634556568683761664e-10, -2.375570176496099396e-10
1.958000000000000000e+03, -8.652642447400178903e-11, 4.372359267829422900e-10, 7.763188685270282076e-10, -4.293655572828279151e-10, 5.987093573452235218e-10, 2.743388050875685526e-10, -4.941700683857148997e-11, 3.255864092705066186e-10
1.959000000000000000e+03, -3.501347612238602500e-11, -4.082398002721080593e-10, -3.651443454347574312e-11, -2.702366792191385921e-10, 2.332158422241904649e-10, 7.204877340212654778e-11, -2.412553461410739903e-10, 2.656371805388563479e-11
1.960000000000000000e+03, 4.545681818445995019e-10, -3.313623113640679623e-10, 3.009459685216478347e-10, -5.036935332739368720e-10, 8.319281376848148615e-10, -3.337224552019976486e-10, 7.622063924522946383e-11, -1.460572887375928640e-10
1.961000000000000000e+03, -3.846425071663686738e-10, -1.956871196623252445e-10, 5.101643983283675339e-10, -3.229031765932765429e-10, 6.117639511675691390e-10, -4.537889453469731049e-10, -1.772488186528574793e-10, -7.542771606027310153e-10
1.962000000000000000e+03, -8.692485302867106114e-11, -4.026828014526306532e-10, 1.129720400497867217e-10, -2.971819871494986704e-11, 6.466241607504436968e-10, 3.380181993149578979e-11, -1.397912897091043578e-10, -1.846371448412483190e-10
1.963000000000000000e+03, -2.547352312277804512e-10, -3.047894382422557918e-11, 3.493295846021650901e-10, -3.574850156099379059e-10, 6.978489428297712866e-10, 2.075585014722607399e-10, 9.612261881669660142e-11, -6.360678323359622971e-10
1.964000000000000000e+03, -1.462703047025327890e-10, -3.740430405999691737e-10, 3.299182762251104277e-10, -5.126874906423720244e-10, 7.312941672415446977e-10, 1.865455523206040588e-12, -6.527080809629959052e-11, 3.918761479650988792e-11
1.965000000000000000e+03, 2.514801296582762354e-10, -8.784931052433122927e-10, 1.806340033872882291e-10, -4.453905198326264032e-10, 1.074899777652108792e-10, -2.052856568306044448e-11, -3.985103088936645166e-11, -4.653332006026878490e-10
1.966000000000000000e+03, -1.536765204232864273e-10, -7.107153614554407403e-10, -3.546000001453530000e-10, -4.304684705301035776e-10, 5.549400863013320321e-10, -5.263831712151287369e-11, 1.117250765536522492e-10, 8.108198835572989159e-11
1.967000000000000000e+03, 2.625063653362818983e-11, -2.270378794904178808e-10, 6.832655312241731272e-10, -4.207948642925972717e-10, 3.628874970685500821e-10, 3.211267038450788076e-10, -6.214011490040579981e-10, 1.622988138118224318e-11
1.968000000000000000e+03, 4.294848049017737509e-10, 3.673640912438765499e-10, 3.406597187160099115e-10, -3.776152231374565047e-10, 8.494330810278233014e-10, 3.051788436208859658e-10, -3.518906120521450816e-10, -2.353687305246454178e-10
