year, NorESM2-LM, EC-Earth3-Veg, TaiESM1, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, MPI-ESM1-2-LR
1.960000000000000000e+03, 1.301087440502283737e-10, 3.311044620107854300e-10, 8.034045711948355381e-11, 5.219010045862095748e-10, 5.183318959509641816e-11, 1.361228139722756975e-10, 2.324093885385857342e-10, 4.435378167239361485e-10
1.961000000000000000e+03, 1.319831357265907969e-10, 3.113048270473850171e-10, 8.130778703854715647e-11, 5.119855221327015815e-10, 7.144343457554196209e-11, 1.380718378476236206e-10, 2.247478394366169974e-10, 4.438227497816546361e-10
1.962000000000000000e+03, 1.318203955362216597e-10, 3.289088049787057924e-10, 8.190860797669496409e-11, 5.608022364994506617e-10, 7.223697011717462804e-11, 1.367300942721781892e-10, 2.240169036772565512e-10, 4.486485727015107579e-10
1.963000000000000000e+03, 1.325029318417835816e-10, 3.345524153095353302e-10, 8.203741935192472655e-11, 5.456367646773819342e-10, 7.598337382992086250e-11, 1.372159993983446595e-10, 2.117629716847130630e-10, 4.578438717800374805e-10
1.964000000000000000e+03, 1.387263752641509294e-10, 3.482183662059050171e-10, 8.554593551551550503e-11, 5.110985692876532139e-10, 9.166799769392690078e-11, 1.435546358775696684e-10, 1.870687382233115089e-10, 4.497363086230738003e-10
1.965000000000000000e+03, 1.447933628466688461e-10, 3.500174269861853515e-10, 8.872163000744011709e-11, 5.896891858277370428e-10, 9.532782389509378120e-11, 1.496222376738796835e-10, 2.194427821939178740e-10, 4.397301045735141990e-10
1.966000000000000000e+03, 1.421445510808236722e-10, 3.229343904214890580e-10, 8.673520225288905462e-11, 5.503449301786799292e-10, 8.109703009486058255e-11, 1.464301263507828833e-10, 2.267686601445402845e-10, 4.396631772849868584e-10
1.967000000000000000e+03, 1.399597035164621227e-10, 3.313378268603214375e-10, 8.499401517853041070e-11, 6.073198037765540561e-10, 8.720769130996107404e-11, 1.440782973073879162e-10, 2.228718607359597189e-10, 4.354861404475181350e-10
1.968000000000000000e+03, 1.438324693113603529e-10, 3.536354081050728936e-10, 8.724352147174027373e-11, 6.173749923263561451e-10, 1.155682417145999164e-10, 1.483480279327076770e-10, 2.261663078643366352e-10, 4.387183625307168929e-10
1.969000000000000000e+03, 1.423781127292688455e-10, 3.449709176316778495e-10, 8.619946152786344927e-11, 6.490232228400026976e-10, 1.197794677389698731e-10, 1.468629541467616508e-10, 2.107092817275923905e-10, 4.318990510665045240e-10
1.970000000000000000e+03, 1.400657318916070853e-10, 3.624831853586225471e-10, 8.440753349381569755e-11, 5.468388863634719357e-10, 1.048828935086762171e-10, 1.444599598514552294e-10, 2.187275694059677491e-10, 4.284548723943644307e-10
1.971000000000000000e+03, 1.437274398258503825e-10, 3.617643048856654383e-10, 8.627420167354937020e-11, 5.274338035100874511e-10, 8.993610961055765991e-11, 1.483635781890744656e-10, 2.221935399725716849e-10, 4.460934787836988932e-10
1.972000000000000000e+03, 1.433803599070085894e-10, 4.585802723471784402e-10, 8.580493650912750519e-11, 5.181133221804609017e-10, 1.060381090348165912e-10, 1.491862341580490002e-10, 2.308713852537694393e-10, 4.437440530899039256e-10
1.973000000000000000e+03, 1.427035381313567943e-10, 3.459540591008409960e-10, 8.460911780951599603e-11, 5.787921889510344386e-10, 9.940582406158248720e-11, 1.472865744961158566e-10, 2.400125886102188940e-10, 4.597116274647644007e-10
1.974000000000000000e+03, 1.440557373834772413e-10, 3.601373419869062352e-10, 8.511586754746514368e-11, 5.089453179504189324e-10, 1.241216322933862473e-10, 1.484641273506893031e-10, 2.360243389844604624e-10, 4.478281544888415118e-10
1.975000000000000000e+03, 1.442688192006034023e-10, 4.159078446040226226e-10, 8.501239270192620695e-11, 6.146508660728183773e-10, 1.160567224343274583e-10, 1.485693507761371678e-10, 2.590765747635590482e-10, 4.435839323557882204e-10
1.976000000000000000e+03, 1.463877195001657494e-10, 4.578874914177220613e-10, 8.619639681466561288e-11, 6.103174763035076458e-10, 1.205676913531222614e-10, 1.507190802917323425e-10, 2.569524560653209517e-10, 4.523518296226569327e-10
1.977000000000000000e+03, 1.425927640423929432e-10, 4.106265947696578974e-10, 8.379895749886821657e-11, 4.518679277012523533e-10, 1.326115583996058900e-10, 1.466513784694418639e-10, 2.038160955150811813e-10, 4.568696211196114563e-10
1.978000000000000000e+03, 1.397125879583392514e-10, 3.771346318842974454e-10, 8.183737484796304215e-11, 5.250685983318608367e-10, 1.398503704887069210e-10, 1.430105234934220279e-10, 2.256899938013004970e-10, 4.533415657581444810e-10
1.979000000000000000e+03, 1.341232151978162102e-10, 4.748877417670242215e-10, 7.837653697516555916e-11, 5.194512997871516435e-10, 1.474654100507545445e-10, 1.372792401566241067e-10, 2.548521926263319343e-10, 4.494961717838315842e-10
1.980000000000000000e+03, 1.315588088639525060e-10, 5.103750272448446386e-10, 7.683864886760779636e-11, 5.229857773850264739e-10, 1.566162312719624063e-10, 1.348586399091780279e-10, 2.367327196147070120e-10, 4.475014308761805342e-10
1.981000000000000000e+03, 1.325105237965316980e-10, 3.918188315494274260e-10, 7.743459863360273539e-11, 5.176637412045076952e-10, 1.922021007460922165e-10, 1.357839923975379868e-10, 2.170056478299008055e-10, 4.699796717930785273e-10
1.982000000000000000e+03, 1.318992509112804514e-10, 5.099845886692995620e-10, 7.769391679758536081e-11, 4.818930660173128146e-10, 1.579251689137326496e-10, 1.364925761498609571e-10, 2.284228489144504555e-10, 4.528829621703979992e-10
1.983000000000000000e+03, 1.302273299384611962e-10, 5.021093841007933454e-10, 7.740394915246013762e-11, 6.045101372685406541e-10, 1.591697835931030933e-10, 1.353455911113706647e-10, 2.514990816434623930e-10, 4.400170744305913498e-10
1.984000000000000000e+03, 1.299648551546806040e-10, 4.891945647214504552e-10, 7.731854848096645445e-11, 5.774642500270057923e-10, 1.831353147733996004e-10, 1.349360935709255531e-10, 2.691353659215970179e-10, 4.499979809468736413e-10
1.985000000000000000e+03, 1.345472653528405154e-10, 4.021316916912713858e-10, 8.005458897058960979e-11, 5.956422502196854357e-10, 2.055849452417044569e-10, 1.395196640436342038e-10, 2.355756858269010637e-10, 4.539965679392622655e-10
1.986000000000000000e+03, 1.344921216517840937e-10, 4.696276074501922530e-10, 8.018337157114801372e-11, 5.187059404054150414e-10, 2.100607643977462024e-10, 1.393806025392639468e-10, 2.632494254610167259e-10, 4.450631078297649600e-10
1.987000000000000000e+03, 1.363181715415292055e-10, 4.066291216008973674e-10, 8.139500823025834951e-11, 6.761757897336934388e-10, 1.653315000685111818e-10, 1.411016556998085387e-10, 2.164479138041728068e-10, 4.381595780437047252e-10
1.988000000000000000e+03, 1.404288016018907601e-10, 3.896433656630468943e-10, 8.398620482828415390e-11, 5.766359640718818483e-10, 1.653092201093639377e-10, 1.453934353738924616e-10, 2.028002002856646267e-10, 4.532620235856531587e-10
1.989000000000000000e+03, 1.405574045504677382e-10, 4.397546326708600125e-10, 8.410982673664025057e-11, 5.690111316992353091e-10, 1.550837432823054128e-10, 1.455143584811676201e-10, 2.285081073989199161e-10, 4.515759823019763189e-10
1.990000000000000000e+03, 1.405410452209309613e-10, 4.603874081740276363e-10, 8.421755955366848402e-11, 6.098428876560793920e-10, 1.482377185414632890e-10, 1.454456632129937439e-10, 2.342085965657266590e-10, 4.649572152313674492e-10
1.991000000000000000e+03, 1.404305989079786804e-10, 4.843524880437720472e-10, 8.433383584097125624e-11, 6.308858254520071515e-10, 1.392440054574503244e-10, 1.448247735492684830e-10, 2.672564207841359861e-10, 4.532893357440988794e-10
1.992000000000000000e+03, 1.302843073375824114e-10, 4.442609666383199511e-10, 7.902808827194161578e-11, 5.508042692742814616e-10, 1.215043872311317887e-10, 1.334094407593607667e-10, 2.247376755900387873e-10, 4.432223260298592626e-10
1.993000000000000000e+03, 9.799138464793019891e-11, 4.394164526753007008e-10, 5.998243727467465455e-11, 6.240894521308311061e-10, 1.115259881542098331e-10, 1.004101031123487889e-10, 2.394955573275299580e-10, 4.297459699239804756e-10
1.994000000000000000e+03, 7.747465326276050932e-11, 3.978335938019908019e-10, 4.784970401582947614e-11, 6.274799328637234620e-10, 1.085445536177935460e-10, 7.943718954408689984e-11, 2.126634126999158227e-10, 4.116381074711798216e-10
1.995000000000000000e+03, 5.391519770704204362e-11, 3.575878294380039314e-10, 3.370023148321937318e-11, 5.918681787739499008e-10, 9.751474972506100670e-11, 5.556990281492205767e-11, 2.372873833265195790e-10, 3.798030172706288358e-10
1.996000000000000000e+03, 5.894343781466255775e-11, 3.410357635745653494e-10, 3.691951442452181226e-11, 5.962144640789235191e-10, 9.823464167998261098e-11, 6.073455177854620866e-11, 2.385267549835628065e-10, 3.811953240886641987e-10
1.997000000000000000e+03, 5.515705547547794950e-11, 3.222143045888823580e-10, 3.493188347631932558e-11, 5.783938957856129113e-10, 9.103670480129862264e-11, 5.692255605253745033e-11, 2.103908571525744530e-10, 3.947033555986440987e-10
1.998000000000000000e+03, 7.035913638286206713e-11, 3.343701893437209227e-10, 4.448475094583176782e-11, 6.017641465993331963e-10, 8.520631833260694903e-11, 7.264364293542801649e-11, 1.866799718218411985e-10, 3.798312031004641081e-10
1.999000000000000000e+03, 6.369561799824583509e-11, 3.405147452322582422e-10, 4.096775815956176365e-11, 6.270977315776511377e-10, 8.753958707559248480e-11, 6.639063150776095330e-11, 2.187804433459784468e-10, 3.954463665553340094e-10
2.000000000000000000e+03, 7.305410464759394985e-11, 3.362562637967958438e-10, 4.731356584434057034e-11, 5.853278080094848255e-10, 8.916689257929425747e-11, 7.646544441930489854e-11, 2.351555472520167944e-10, 4.141777141750774006e-10
2.001000000000000000e+03, 7.809689996024722585e-11, 3.463951976566065097e-10, 5.280055085455110987e-11, 5.795511008503584910e-10, 9.187482754307307808e-11, 8.303821692368407419e-11, 2.051379906170200929e-10, 4.118840063806755256e-10
2.002000000000000000e+03, 8.107791771115106937e-11, 3.445001988082740270e-10, 5.461116513204395894e-11, 5.160504716429276415e-10, 9.534787379412260335e-11, 8.573821275736057946e-11, 2.500351064264666672e-10, 4.049353893102581225e-10
2.003000000000000000e+03, 8.279824286251424710e-11, 2.945419547135580773e-10, 5.590663744443483861e-11, 6.105148060969123148e-10, 9.973338471930252452e-11, 8.742646883751539948e-11, 2.232923532992413689e-10, 3.995926141475797584e-10
2.004000000000000000e+03, 8.728093258606223614e-11, 3.105945474502253907e-10, 6.203586125459207387e-11, 5.106685549933700750e-10, 1.147892257214012958e-10, 9.274754633161641824e-11, 2.243271247525262275e-10, 3.931194103541367940e-10
2.005000000000000000e+03, 8.730581957580394345e-11, 2.770843047912891853e-10, 5.999254490570168806e-11, 5.147140623806685740e-10, 1.265707661158638847e-10, 9.287952695112649722e-11, 2.302120374327835126e-10, 3.853848289372439593e-10
2.006000000000000000e+03, 8.905399743827429895e-11, 3.180887608261982243e-10, 6.075123979283181622e-11, 4.682649620445798154e-10, 1.066560926962491945e-10, 9.388007412309805309e-11, 2.267348579394467359e-10, 3.887608781852368746e-10
2.007000000000000000e+03, 9.218247083081488500e-11, 3.475876947990039573e-10, 6.334623354754200535e-11, 5.002450184689222376e-10, 1.109679871927311185e-10, 9.724519422348960129e-11, 2.261699112569191573e-10, 3.957187833323085730e-10
2.008000000000000000e+03, 9.792437945354939576e-11, 3.036635681536169584e-10, 6.767877963238733832e-11, 4.648832272234582767e-10, 9.831123666499270911e-11, 1.035084558509278755e-10, 1.992629412959554296e-10, 3.970541157868445640e-10
2.009000000000000000e+03, 8.053001562949366888e-11, 3.449982177177586755e-10, 5.726121219248943246e-11, 5.497511460836516031e-10, 1.172677746948855786e-10, 8.562133303959012868e-11, 2.513622005196744898e-10, 4.035025989003237639e-10
2.010000000000000000e+03, 7.851985600341214419e-11, 3.205333776985037840e-10, 5.528636730029603744e-11, 5.833194088258805714e-10, 1.110340027597699680e-10, 8.306341896155141539e-11, 2.372211554649553890e-10, 4.117249420670764611e-10
2.011000000000000000e+03, 8.794297626640671993e-11, 3.361155556826332542e-10, 6.343654463416635113e-11, 5.205002060161199295e-10, 8.282984638892887418e-11, 9.404407746431997529e-11, 2.324243523562217269e-10, 4.208174925555249096e-10
2.012000000000000000e+03, 9.572824051634860839e-11, 3.341926672926270646e-10, 6.759321969351815139e-11, 5.551504705777118484e-10, 7.616473718020867598e-11, 1.008185245201639542e-10, 2.199717381172416065e-10, 4.226286609241154212e-10
2.013000000000000000e+03, 9.857403691894803497e-11, 3.247388984489935121e-10, 6.993212961752272206e-11, 5.786169383132772258e-10, 8.164636588867201641e-11, 1.041934735961173624e-10, 2.086827979485429518e-10, 4.213713763742803384e-10
2.014000000000000000e+03, 1.005860602973971104e-10, 3.588191475627257622e-10, 7.148380183656453572e-11, 5.203651991222753984e-10, 7.122119399619312586e-11, 1.061375748077164743e-10, 2.104736049063178453e-10, 4.279476705365050723e-10
