year, MIROC-ES2L, NorESM2-LM, EC-Earth3-Veg, CESM2-WACCM, INM-CM4-8, CanESM5, ACCESS-ESM1-5, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-MM, CMCC-CM2-SR5, INM-CM5-0, TaiESM1, GFDL-ESM4, CNRM-ESM2-1
2.074000000000000000e+03, 1.135404839405543527e+02, 3.804309965152499728e+01, 4.037987505766041352e+01, 1.017730558544702291e+02, 1.570870423105471616e+02, 1.610964233307363713e+02, 8.547373991904018453e+01, 5.654883512367594989e+01, 8.079141744563523275e+01, 6.221680618139794205e+01, 3.844191827925962457e+01, 4.588080999584732922e+01, 1.621537662743216401e+02, 6.653772627568537246e+01, 2.910080668426849826e+01, 3.110748156731403924e+01
2.075000000000000000e+03, 1.139686613150013272e+02, 3.736811694321281863e+01, 3.979882000253498120e+01, 1.027270492515638409e+02, 1.572089018912876952e+02, 1.616141053150155642e+02, 8.502697569056988414e+01, 5.628385152417289561e+01, 8.037322091671835267e+01, 6.131572056841146434e+01, 3.816755730727687279e+01, 4.694136453671870868e+01, 1.624891162668639311e+02, 6.602474248559258285e+01, 2.885412828811748653e+01, 2.995426050856010747e+01
2.076000000000000000e+03, 1.139160248023738120e+02, 3.729721091383456155e+01, 3.937640631277762537e+01, 1.033306222802850129e+02, 1.578967097347944559e+02, 1.627207714774660019e+02, 8.504917353040106320e+01, 5.577190161055368378e+01, 8.015295646632822013e+01, 6.113552607784919957e+01, 3.663685367496655232e+01, 4.551699005785447127e+01, 1.629331718374693025e+02, 6.654283838300611365e+01, 2.855490422871751477e+01, 2.941884805298880678e+01
2.077000000000000000e+03, 1.140163933642984091e+02, 3.637877265180022590e+01, 3.849321117685838090e+01, 1.038731129552354986e+02, 1.586450111717637981e+02, 1.637711656409609589e+02, 8.398746984393275739e+01, 5.515971830206292026e+01, 7.958607872218955492e+01, 6.155075200790268042e+01, 3.551493723294005633e+01, 4.274685243333562568e+01, 1.637610260743731487e+02, 6.614650507200488505e+01, 2.809016411984734773e+01, 2.938225109328514151e+01
2.078000000000000000e+03, 1.143300928596680421e+02, 3.612063504060233754e+01, 3.798014401184854449e+01, 1.042521230302613446e+02, 1.593267561141214514e+02, 1.642637808022435877e+02, 8.245425187253613331e+01, 5.482445206287180639e+01, 7.893265250426112800e+01, 6.156724517442216182e+01, 3.474836142772995373e+01, 4.272550270394667393e+01, 1.640542858341850945e+02, 6.554309523448009145e+01, 2.761594219848098319e+01, 2.965303464206272110e+01
2.079000000000000000e+03, 1.149861572240576209e+02, 3.586313842922295692e+01, 3.703319315296756287e+01, 1.051415678518495014e+02, 1.591256281844414957e+02, 1.649785750259960082e+02, 8.168105219297362396e+01, 5.425744974590596570e+01, 7.863452276804649443e+01, 6.161821121067713847e+01, 3.418483181647260238e+01, 4.340622353054251192e+01, 1.644176721580193714e+02, 6.576738533067444337e+01, 2.736294065749666515e+01, 2.922709442003239033e+01
2.080000000000000000e+03, 1.153309081272144283e+02, 3.519461390892633545e+01, 3.650705267380654107e+01, 1.054779451850509560e+02, 1.591126871663426527e+02, 1.655100246898750811e+02, 8.162451147865586165e+01, 5.368079498786078574e+01, 7.833179538731310743e+01, 6.096873669933856377e+01, 3.440195571512388995e+01, 4.246966270412853817e+01, 1.650854623592565247e+02, 6.501669325125286036e+01, 2.709189045656444605e+01, 2.920345277482067559e+01
2.081000000000000000e+03, 1.150742712990219871e+02, 3.503357918404625337e+01, 3.568031794666655543e+01, 1.059659503949436612e+02, 1.601005536807938654e+02, 1.657303853030322216e+02, 8.129720805747803070e+01, 5.336453150465875694e+01, 7.774385295466169055e+01, 6.084988825964802572e+01, 3.429709288561483760e+01, 4.201633994917079917e+01, 1.653037625864170366e+02, 6.387060951301846501e+01, 2.665836455130260063e+01, 2.895956594148701058e+01
2.082000000000000000e+03, 1.151266377181023728e+02, 3.477432749382073496e+01, 3.514479493201216798e+01, 1.063133463896202784e+02, 1.604133747354798913e+02, 1.667800930139062530e+02, 8.122511271108362507e+01, 5.298071427812411116e+01, 7.759802560521322334e+01, 6.061892810719408686e+01, 3.411282925817427270e+01, 4.124541689461008787e+01, 1.654890714491576489e+02, 6.304218654118317033e+01, 2.620394067233718971e+01, 2.849337805239364485e+01
2.083000000000000000e+03, 1.156351636155511073e+02, 3.462578365782977130e+01, 3.435300310716488070e+01, 1.071021521017826217e+02, 1.610875813826080787e+02, 1.674837113156686428e+02, 8.071456209834286710e+01, 5.274467687604908406e+01, 7.725235580679627390e+01, 6.037833514344274732e+01, 3.428706142652514188e+01, 3.970947960452556202e+01, 1.659055243531181532e+02, 6.283230477534763025e+01, 2.582712947862766129e+01, 2.809283756969595203e+01
2.084000000000000000e+03, 1.163086012799759885e+02, 3.469030560011166386e+01, 3.404196909006973470e+01, 1.082837838716584571e+02, 1.620775926567968099e+02, 1.676713759109519515e+02, 7.993615907708175428e+01, 5.180040979041222471e+01, 7.672721548894863020e+01, 6.069156823978399729e+01, 3.422633678010446800e+01, 3.871599539523491273e+01, 1.661461661378827728e+02, 6.161518913522200336e+01, 2.565004227185714569e+01, 2.793842187989381998e+01
2.085000000000000000e+03, 1.169671788537559252e+02, 3.469282591200378363e+01, 3.351658229396641531e+01, 1.090157220905851716e+02, 1.627199262035430820e+02, 1.680817185990396467e+02, 7.983260250203217367e+01, 5.165325013213484340e+01, 7.628818420606532413e+01, 6.032371695880866724e+01, 3.443405715998516570e+01, 3.892308746450250112e+01, 1.667857806950397901e+02, 6.002353365286073483e+01, 2.510338433429189564e+01, 2.838334104417470982e+01
2.086000000000000000e+03, 1.165058873271114379e+02, 3.444197236276502139e+01, 3.291625534817155341e+01, 1.090476671802373829e+02, 1.631541802580582043e+02, 1.684449432248732705e+02, 7.955455097176103152e+01, 5.172236262843556887e+01, 7.615341616488993282e+01, 5.961686410637161515e+01, 3.457948372154849892e+01, 4.006065647502673954e+01, 1.673561017395867339e+02, 6.104636955222206041e+01, 2.473472366720892168e+01, 2.804938623786767593e+01
2.087000000000000000e+03, 1.169406868446013164e+02, 3.431107732815399913e+01, 3.254012444692830286e+01, 1.097655288005411336e+02, 1.636624857087149678e+02, 1.690646024101116325e+02, 7.946456482721927728e+01, 5.149865113733715560e+01, 7.565949077348486185e+01, 5.930650143568123411e+01, 3.445978817391493010e+01, 3.820137732539235031e+01, 1.681075283229812385e+02, 6.172322801234361833e+01, 2.464263590758677580e+01, 2.825995715836429412e+01
2.088000000000000000e+03, 1.176443221436895499e+02, 3.469618143218244199e+01, 3.194620117765323286e+01, 1.104887081449629562e+02, 1.641600519362110049e+02, 1.698800495518952118e+02, 7.961767257113341145e+01, 5.092259074699561694e+01, 7.557040275402593466e+01, 5.923608856648031207e+01, 3.444451261610019799e+01, 3.645802715942792815e+01, 1.692096378820768621e+02, 6.004942721947565332e+01, 2.417574647597177417e+01, 2.765825069712665396e+01
2.089000000000000000e+03, 1.177940142084179200e+02, 3.469730855732743890e+01, 3.150161226694650551e+01, 1.106528637747122019e+02, 1.650582509043579762e+02, 1.708017060486893399e+02, 7.904020704684923260e+01, 5.049535651206122822e+01, 7.516943265159568455e+01, 5.948021193241639537e+01, 3.448854778939610810e+01, 3.612092112454047310e+01, 1.696437872320763915e+02, 5.923888603121030627e+01, 2.384304347218096964e+01, 2.729279980406570871e+01
2.090000000000000000e+03, 1.177843392369373987e+02, 3.476954619666331325e+01, 3.070799830264863317e+01, 1.106781704288149086e+02, 1.660420232946882209e+02, 1.714614090701883526e+02, 7.847075862507098520e+01, 5.011424715991317669e+01, 7.490090050247557940e+01, 5.896570510661434383e+01, 3.429076738077220199e+01, 3.588118153319787496e+01, 1.698969275544007758e+02, 5.766316034318032990e+01, 2.349569816638588549e+01, 2.724044536466143640e+01
2.091000000000000000e+03, 1.183448535179526999e+02, 3.509077585471297311e+01, 3.006877452814061513e+01, 1.113373272711903326e+02, 1.664884066285885069e+02, 1.718237848584783762e+02, 7.862505637023538441e+01, 4.996275622256588633e+01, 7.456988023767935658e+01, 5.883147177028164521e+01, 3.471595330920798261e+01, 3.769948737245240267e+01, 1.695984324745711831e+02, 5.918025391837046101e+01, 2.331167623181807258e+01, 2.757600293041109651e+01
2.092000000000000000e+03, 1.188957135573915167e+02, 3.483769632964374097e+01, 2.977343253519244115e+01, 1.118002210197389417e+02, 1.666940961808992085e+02, 1.725898739230518686e+02, 7.825722747656384115e+01, 4.969561503282345427e+01, 7.438999028249946832e+01, 5.850457559478494574e+01, 3.527316597184488955e+01, 3.656802985698687536e+01, 1.701132975567511778e+02, 5.948399962102553928e+01, 2.311968553983729890e+01, 2.732902155545616907e+01
2.093000000000000000e+03, 1.187220054195608867e+02, 3.487297560820046982e+01, 2.943260973038979600e+01, 1.127226344304432928e+02, 1.663199463651925498e+02, 1.736456545030500251e+02, 7.800288912903407379e+01, 4.928218887701094530e+01, 7.372989358785017089e+01, 5.869054169917915686e+01, 3.513271091370926058e+01, 3.459818858733198965e+01, 1.703080354004525248e+02, 5.613969149056216423e+01, 2.277020925003705898e+01, 2.694076338540358861e+01
2.094000000000000000e+03, 1.186687255078760188e+02, 3.480767567338516244e+01, 2.911641783984695664e+01, 1.136075254599232949e+02, 1.666780284309126046e+02, 1.741039322423308420e+02, 7.758034132733686761e+01, 4.912852595188839189e+01, 7.335357436745202619e+01, 5.855612351773842050e+01, 3.498983468701541000e+01, 3.436821913224895297e+01, 1.706718065201547461e+02, 5.500517539428910396e+01, 2.228666739191536905e+01, 2.667123123510970473e+01
2.095000000000000000e+03, 1.193701255965883519e+02, 3.508369861830866654e+01, 2.853392250841787714e+01, 1.139742385405893543e+02, 1.667047849495303353e+02, 1.749298924628740792e+02, 7.743054047686776187e+01, 4.864718048472202838e+01, 7.295082962125900394e+01, 5.859779945272738644e+01, 3.530537308922717443e+01, 3.326268600456593560e+01, 1.714044798795182771e+02, 5.578053097285783934e+01, 2.222527599348384086e+01, 2.685979833404782369e+01
2.096000000000000000e+03, 1.202955286323156372e+02, 3.514214072420801926e+01, 2.836594576189919437e+01, 1.150011913421582648e+02, 1.666887070317769997e+02, 1.753466997408240218e+02, 7.691524021790786492e+01, 4.816060370704867211e+01, 7.265746539711206253e+01, 5.833859640247069223e+01, 3.502383949405766828e+01, 3.477926949917342370e+01, 1.717688320635841137e+02, 5.479109323730867942e+01, 2.190709683770533900e+01, 2.690775728799105693e+01
2.097000000000000000e+03, 1.206693383966228765e+02, 3.489457653959099304e+01, 2.851448283494596936e+01, 1.156660315295690253e+02, 1.662276624165363614e+02, 1.757449863356217747e+02, 7.621350103818609512e+01, 4.803611160425025872e+01, 7.224918823370776977e+01, 5.783126079831452415e+01, 3.481981735436144021e+01, 3.449634914208336767e+01, 1.721211024110394305e+02, 5.473092320466798100e+01, 2.143453779207018073e+01, 2.678128224795836942e+01
2.098000000000000000e+03, 1.204619875895742211e+02, 3.487972895884669811e+01, 2.902015917592520111e+01, 1.167750515873722179e+02, 1.666289770613393841e+02, 1.764518134079166884e+02, 7.528542228141937187e+01, 4.774615533041001214e+01, 7.216081099753218098e+01, 5.782536607782913052e+01, 3.455623284371492332e+01, 3.303401200214763378e+01, 1.720093681062112978e+02, 5.353649778664524916e+01, 2.125839275696817410e+01, 2.717862383400262161e+01
2.099000000000000000e+03, 1.207692376549407669e+02, 3.495643332394212166e+01, 2.900165253729432635e+01, 1.173370885418956817e+02, 1.673351187290692508e+02, 1.772350131822893786e+02, 7.490042174452717916e+01, 4.732622239477621662e+01, 7.204409730183436977e+01, 5.784231588042484873e+01, 3.478504835338749501e+01, 3.245127628585571955e+01, 1.722967898768943087e+02, 5.514344446850935100e+01, 2.102176024377433450e+01, 2.645374842358447509e+01
2.100000000000000000e+03, 1.212420918558449188e+02, 3.497812032528504034e+01, 2.870063234912739958e+01, 1.182783360501343424e+02, 1.687918160404270225e+02, 1.780330863835895343e+02, 7.408013848099825793e+01, 4.652237704762312376e+01, 7.162866505441380127e+01, 5.790235578565327756e+01, 3.465682293922355228e+01, 3.375171818714963479e+01, 1.724149477505611117e+02, 5.548617118664895287e+01, 2.135100744791543192e+01, 2.612919746866295512e+01
