year, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-MM, TaiESM1, INM-CM4-8, GFDL-ESM4, INM-CM5-0, EC-Earth3-Veg, MPI-ESM1-2-LR, MIROC-ES2L, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR
2.065000000000000000e+03, 7.690153900188004821e-01, 1.908609807682330350e+00, 9.670087007388854516e-01, 1.955159196191683657e+00, 1.536124698281748024e+00, 1.048254165149555162e+00, 1.572714302969838718e+00, 2.429792404690173324e+00, 1.460425824360415126e+00, 1.377656774956095509e+00, 1.115770669695148820e+00, 1.386999117827577122e+00, 2.086014290442262276e+00, 1.489136459239407184e+00, 9.279645882553377856e-01, 1.426137999672101753e+00
2.066000000000000000e+03, 7.603936728002610446e-01, 1.880964237756798330e+00, 9.706803664947439847e-01, 1.952982843687121939e+00, 1.501098670245821998e+00, 1.045650559364413645e+00, 1.571686854570901959e+00, 2.268160892022878183e+00, 1.465590455885253052e+00, 1.394986233592313996e+00, 1.097013777945978541e+00, 1.229809744878632927e+00, 2.033429471225804086e+00, 1.512627830986991606e+00, 9.280067328214800515e-01, 1.410153567823140719e+00
2.067000000000000000e+03, 7.130781336320384245e-01, 1.896789889002146401e+00, 9.771543855399208445e-01, 2.088437267848413104e+00, 1.487662967370432465e+00, 1.107605043252729127e+00, 1.560402717567771047e+00, 2.214857030190911846e+00, 1.425884000517585903e+00, 1.364625296451005942e+00, 1.041378021778146090e+00, 1.186023814667429122e+00, 2.071416657176754939e+00, 1.507530717369707229e+00, 8.751852241299252766e-01, 1.389361379641318450e+00
2.068000000000000000e+03, 6.980334996697674654e-01, 1.879832992878656794e+00, 1.020017443688557623e+00, 2.018783161459701159e+00, 1.548836425689597673e+00, 1.088577216152183391e+00, 1.562583499130182574e+00, 2.279963978802881819e+00, 1.441183411730745600e+00, 1.372778972298772882e+00, 1.079283516562643541e+00, 1.273556077188082059e+00, 2.166397560809932621e+00, 1.465367937713636159e+00, 9.013444173277428417e-01, 1.360389447712650357e+00
2.069000000000000000e+03, 6.443958447039883630e-01, 1.886422956747354940e+00, 1.022143061211478576e+00, 1.927954492481987137e+00, 1.500595055764822217e+00, 1.024248204071701362e+00, 1.555734910324806153e+00, 2.396056649813283368e+00, 1.398892525380871277e+00, 1.400914850407717349e+00, 1.023739961771722218e+00, 1.357626770850083986e+00, 2.203742093074493091e+00, 1.459932921589818244e+00, 9.017321050577139507e-01, 1.318819486739251534e+00
2.070000000000000000e+03, 7.198980346587567913e-01, 1.885335941162826323e+00, 1.029644248265175310e+00, 1.985883251489088286e+00, 1.509036753670634612e+00, 1.034660566376919499e+00, 1.578408307375340547e+00, 2.232689408817303267e+00, 1.408260044429051616e+00, 1.404027509669954377e+00, 1.081874472821960698e+00, 1.425395949118240635e+00, 2.119207092041313967e+00, 1.513123676197317025e+00, 9.558342066366299905e-01, 1.280579985115901431e+00
2.071000000000000000e+03, 7.546516511129013338e-01, 1.902867512336980482e+00, 9.826343783888057404e-01, 2.198037002242736904e+00, 1.525537427118337508e+00, 1.063079001993729289e+00, 1.580440508262087151e+00, 2.276325285128979026e+00, 1.443422416199648284e+00, 1.394937764295753890e+00, 1.067164102030711881e+00, 1.131616003445055307e+00, 2.061517712943508052e+00, 1.537417953105501223e+00, 9.583045826506888520e-01, 1.310047436808517984e+00
2.072000000000000000e+03, 7.284295316464837189e-01, 1.834395683031349034e+00, 9.845552325069215627e-01, 2.228243087430806124e+00, 1.537742870113128602e+00, 1.040068314338800759e+00, 1.532480177336004390e+00, 2.379159406730731341e+00, 1.444073400428502962e+00, 1.376680250378991444e+00, 1.093865111530798462e+00, 1.129426369127304097e+00, 2.048221060889875211e+00, 1.503664601317760141e+00, 9.557197432252412250e-01, 1.347041826123235086e+00
2.073000000000000000e+03, 7.586918862856422141e-01, 1.862733205924336666e+00, 1.009145115681290950e+00, 2.120576191142291567e+00, 1.529265921783631077e+00, 9.875323588575882772e-01, 1.537694348025065993e+00, 2.417536553428149215e+00, 1.428072206848010506e+00, 1.406664927492186301e+00, 1.084800829628541408e+00, 1.234061548008706710e+00, 2.092834823872792516e+00, 1.506611184252366842e+00, 9.869798492963747227e-01, 1.396198133725546020e+00
2.074000000000000000e+03, 7.541362147755733547e-01, 1.843323493474733565e+00, 1.033685718740083415e+00, 1.959667027511200033e+00, 1.521611938560552879e+00, 9.112782689851109952e-01, 1.535262121020261494e+00, 2.222651415783358342e+00, 1.326879711052912914e+00, 1.403088817627250684e+00, 1.040868606854153500e+00, 1.430293032785319829e+00, 2.091697187155642013e+00, 1.519484509415487627e+00, 9.920961324440432660e-01, 1.359876662451904528e+00
2.075000000000000000e+03, 6.318617405131669029e-01, 1.866543072506520851e+00, 1.039687353850872409e+00, 1.968243729190189972e+00, 1.514477200899550624e+00, 9.949575808563326795e-01, 1.540045526768695439e+00, 2.247580454152799501e+00, 1.297673648938993063e+00, 1.421068942092827303e+00, 1.077728802156131094e+00, 1.435519510368711060e+00, 2.116387420444977963e+00, 1.550140136109517508e+00, 9.340850905193203157e-01, 1.383797574116023110e+00
2.076000000000000000e+03, 6.256778068051946917e-01, 1.884798808224431799e+00, 9.486763056406241068e-01, 2.100618801317812867e+00, 1.552044882144064886e+00, 1.025319411513869072e+00, 1.549555506284894468e+00, 2.424752410474027453e+00, 1.375861449877330056e+00, 1.392032674494419808e+00, 1.118030351967781888e+00, 1.323722466665445907e+00, 2.188123458915677055e+00, 1.565070377010146840e+00, 9.732956442544582476e-01, 1.356040511546613869e+00
2.077000000000000000e+03, 6.804075254632726555e-01, 1.847950393359037990e+00, 9.552426112113006074e-01, 2.226859535509604804e+00, 1.537533956498408516e+00, 1.000520870060478629e+00, 1.552885245879143339e+00, 2.453642851116901280e+00, 1.476629861552745115e+00, 1.384808789025941733e+00, 1.041665076834889181e+00, 1.258241167043858688e+00, 2.222485657640143941e+00, 1.537256185941084263e+00, 9.649802795012238921e-01, 1.331881148831088657e+00
2.078000000000000000e+03, 7.629679935006423719e-01, 1.820411640238972284e+00, 9.519220566435520059e-01, 2.233648658625965844e+00, 1.525405566151819770e+00, 9.334760120124415694e-01, 1.540979650765845310e+00, 2.357172751892746110e+00, 1.488831632461612209e+00, 1.405274055638281672e+00, 9.868323723497934852e-01, 1.222020041039232341e+00, 2.140024176388974908e+00, 1.554780030866912188e+00, 9.748946974496064399e-01, 1.363146185913109099e+00
2.079000000000000000e+03, 7.211563418558357696e-01, 1.854355459733325828e+00, 9.435216349951233150e-01, 2.342989758765044339e+00, 1.466929238222572485e+00, 9.905854751686049564e-01, 1.571137873790844797e+00, 2.276170735300974357e+00, 1.493764318499301025e+00, 1.428589541307105470e+00, 1.032855048042868651e+00, 1.479874827197271703e+00, 2.193052385328678966e+00, 1.586724806110314745e+00, 9.495237156091206332e-01, 1.330317170844676156e+00
2.080000000000000000e+03, 7.506648479146487141e-01, 1.840606390243411550e+00, 9.865320626822728922e-01, 2.349911184983588974e+00, 1.506713558788884688e+00, 9.798243105139805564e-01, 1.562759976981272336e+00, 2.396474839423358372e+00, 1.418796864435329930e+00, 1.390737078688212280e+00, 1.080683546344958890e+00, 1.535474885414030544e+00, 2.143868875957085418e+00, 1.588442673430273011e+00, 9.555124330431173929e-01, 1.323603676023325848e+00
2.081000000000000000e+03, 7.352087812938802314e-01, 1.825656378419527437e+00, 9.844807196242701952e-01, 2.240715780318869754e+00, 1.525044691986968903e+00, 9.396293829505732997e-01, 1.566903102058666342e+00, 2.356311865479159717e+00, 1.439047828858511346e+00, 1.404919863254541657e+00, 1.062055351635207812e+00, 1.337183854773720260e+00, 2.123963478378434022e+00, 1.567555456952057336e+00, 9.584430032420179213e-01, 1.341521912232362501e+00
2.082000000000000000e+03, 6.886362360513041958e-01, 1.859967610892163004e+00, 1.000067201555342233e+00, 2.174672269106654010e+00, 1.515292796323967739e+00, 9.320609579852826565e-01, 1.556726291364757042e+00, 2.236329914451127721e+00, 1.405428901140933773e+00, 1.405152679964807305e+00, 1.100318078007166411e+00, 1.273685453330918094e+00, 2.283387444846124215e+00, 1.595459700954400706e+00, 9.653362519430803701e-01, 1.338870320964258287e+00
2.083000000000000000e+03, 6.736825086848811095e-01, 1.826679073296257894e+00, 9.986813874990360107e-01, 2.220088021454511562e+00, 1.516618307941611565e+00, 9.231915334209194191e-01, 1.537852131754640306e+00, 2.234911806403273360e+00, 1.429476772711972377e+00, 1.402875655158947854e+00, 1.068141195221858242e+00, 1.320277587595408475e+00, 2.187747682367197744e+00, 1.596434139753988291e+00, 9.841636879643012037e-01, 1.355220961302779914e+00
2.084000000000000000e+03, 6.977067274731981739e-01, 1.802090341626664483e+00, 1.025223045596340032e+00, 2.117620938883979509e+00, 1.549146370626317104e+00, 9.761930152932802862e-01, 1.539576211323047783e+00, 2.330128703042964489e+00, 1.503378897442666950e+00, 1.419854693926865918e+00, 1.058006446378486398e+00, 1.531793281618550884e+00, 2.136177941032528338e+00, 1.654792284685841608e+00, 9.888508302273232298e-01, 1.272952639418940546e+00
2.085000000000000000e+03, 7.676376331781000761e-01, 1.823726511974682163e+00, 1.048124760250127352e+00, 1.999509289297192627e+00, 1.540034974849631366e+00, 9.137447263196273317e-01, 1.559348745927310098e+00, 2.531387531019539949e+00, 1.452798204358374923e+00, 1.426697494560919433e+00, 1.113985824031915595e+00, 1.455995853274137497e+00, 2.140504154772252310e+00, 1.643976265228502154e+00, 1.004610674146802607e+00, 1.352594989918255219e+00
2.086000000000000000e+03, 7.144558085677240600e-01, 1.866263727742380807e+00, 1.045417809853774527e+00, 2.117216980681318805e+00, 1.519625651514641795e+00, 9.134627880964070190e-01, 1.585273510293377486e+00, 2.215321486548991636e+00, 1.363982684642114585e+00, 1.396779929318297198e+00, 1.069615050214077323e+00, 1.406126897372708573e+00, 2.142108361569882824e+00, 1.615616904610532423e+00, 9.938029688889029600e-01, 1.405916385741444730e+00
2.087000000000000000e+03, 7.539811970910751393e-01, 1.827695381496167393e+00, 1.027270365547595654e+00, 2.404252946667674085e+00, 1.505290061325620821e+00, 9.569058985880589674e-01, 1.565245359567701611e+00, 2.326848061905422149e+00, 1.411146872007010611e+00, 1.436548669500952391e+00, 1.099374735864034669e+00, 1.275863702723109228e+00, 2.197114227415881249e+00, 1.617196562935816262e+00, 9.731870749144001520e-01, 1.387593573157332560e+00
2.088000000000000000e+03, 6.674866156805328021e-01, 1.880127201745691368e+00, 1.017919238463064424e+00, 2.338226870825748982e+00, 1.534277597211901822e+00, 8.881040015949329680e-01, 1.587774190609563929e+00, 2.532310403688320832e+00, 1.454279688762851741e+00, 1.421939101420799823e+00, 1.132441825280439351e+00, 1.359645379734821802e+00, 2.205356690167978861e+00, 1.648539043480827360e+00, 9.917417621286762630e-01, 1.336689035609158527e+00
2.089000000000000000e+03, 6.541833999904529406e-01, 1.825791356224691686e+00, 1.037200799878007063e+00, 2.219675707882839522e+00, 1.544487579807143574e+00, 8.722604502330691956e-01, 1.557768034009762381e+00, 2.338767931661152932e+00, 1.476832941073108252e+00, 1.408911024442636606e+00, 1.076216648707121859e+00, 1.490434709565721993e+00, 2.226244679836108187e+00, 1.589449282303390110e+00, 9.982109949045782082e-01, 1.343812620312485162e+00
2.090000000000000000e+03, 6.806857011959035475e-01, 1.826348246634827088e+00, 1.012558432789525842e+00, 2.059099609404515530e+00, 1.579551591921660725e+00, 8.533821308784209636e-01, 1.559349939616392566e+00, 2.281973955504849716e+00, 1.400984347056440260e+00, 1.433742092348145647e+00, 1.042197785804189536e+00, 1.472943079027602353e+00, 2.179234590086609913e+00, 1.589046685718385810e+00, 9.997718219634701420e-01, 1.345977920450508902e+00
2.091000000000000000e+03, 7.274920349135465258e-01, 1.846221499080128892e+00, 1.047636416173205687e+00, 2.202236044140103211e+00, 1.559468645610790682e+00, 8.888222660196704039e-01, 1.525117651247235306e+00, 2.270603575185493384e+00, 1.435229410302627517e+00, 1.438489429499568262e+00, 1.117594577322077676e+00, 1.471283063451999329e+00, 2.214457586360591979e+00, 1.566353080352885563e+00, 1.035452271850234141e+00, 1.378373024943094549e+00
2.092000000000000000e+03, 6.893383187106995047e-01, 1.849002733623970496e+00, 1.094196819189993786e+00, 2.480404941508847827e+00, 1.561998232440214629e+00, 9.262654834232666445e-01, 1.560791583372817648e+00, 2.244650460276452097e+00, 1.438960668882973470e+00, 1.435233521563416437e+00, 1.078920292980237061e+00, 1.348749235733548213e+00, 2.277868993942206544e+00, 1.586478831614581475e+00, 9.774960066143608683e-01, 1.375414197884878842e+00
2.093000000000000000e+03, 6.521623281283571716e-01, 1.771615799173872130e+00, 1.088872990496451587e+00, 2.120130732615674862e+00, 1.517276359677359521e+00, 9.220305898212360907e-01, 1.552422643050075379e+00, 2.409204139631877961e+00, 1.494125852912113972e+00, 1.417490457056620690e+00, 1.104732660701845059e+00, 1.293678367688902764e+00, 2.331964226624741343e+00, 1.637684114892645759e+00, 9.802795725442157160e-01, 1.355595137720055687e+00
2.094000000000000000e+03, 6.648542677084949837e-01, 1.796260605803279731e+00, 1.042719144533554854e+00, 1.990361538528812035e+00, 1.544169221408023374e+00, 8.386413238120901115e-01, 1.564243963067633469e+00, 2.409405252358552296e+00, 1.518455163653814610e+00, 1.424497613558187936e+00, 1.088139253630788783e+00, 1.533143911981768914e+00, 2.265590450408789369e+00, 1.634786778214534886e+00, 1.002889136461063480e+00, 1.379573899039689078e+00
2.095000000000000000e+03, 6.822163946881342200e-01, 1.822974312874664937e+00, 1.062381567785375180e+00, 2.129045945801235185e+00, 1.506307164006793542e+00, 9.122594533887806723e-01, 1.563976625944727195e+00, 2.281747705610979615e+00, 1.499011354900060544e+00, 1.453529257200726788e+00, 1.113512902512425295e+00, 1.697603399799464174e+00, 2.306205563375034462e+00, 1.639709709171664587e+00, 1.029993185364427077e+00, 1.337619897908741251e+00
2.096000000000000000e+03, 7.016275294811041841e-01, 1.818650632661505284e+00, 1.066858557683862507e+00, 2.151453953110290307e+00, 1.504222201595820874e+00, 8.860968300666945963e-01, 1.569045323770794198e+00, 2.286015775779998815e+00, 1.480496498946932915e+00, 1.472302529702907981e+00, 1.058498600207887108e+00, 1.454365289920841686e+00, 2.227050845801830992e+00, 1.668872298325158043e+00, 1.007743208186069106e+00, 1.335423348334095373e+00
2.097000000000000000e+03, 6.880951366592793494e-01, 1.804379294715163784e+00, 1.039123929137770519e+00, 2.170986575912162930e+00, 1.491522836539598718e+00, 8.342855411017696676e-01, 1.531047280146477174e+00, 2.384957370826058298e+00, 1.414098139631084994e+00, 1.430909277142091041e+00, 1.011876116620959776e+00, 1.380266318197596265e+00, 2.267168291490465837e+00, 1.680044752135302799e+00, 9.650987088581510775e-01, 1.367203172666061839e+00
2.098000000000000000e+03, 7.485884574973592498e-01, 1.838793546534059464e+00, 1.010507217243298950e+00, 2.119934725332892622e+00, 1.517055314985902736e+00, 8.863968541925645317e-01, 1.556703367134059990e+00, 2.583849011915263283e+00, 1.452474230507188935e+00, 1.425555471591889889e+00, 9.975359685575212465e-01, 1.387653761415744036e+00, 2.263164644695391914e+00, 1.679934832233511921e+00, 9.889867926119544350e-01, 1.342111350380170265e+00
2.099000000000000000e+03, 6.303673756944373485e-01, 1.836430659790961872e+00, 1.017566517973546025e+00, 2.296388983315775345e+00, 1.556603954270878054e+00, 8.627559681935378366e-01, 1.552816596462187393e+00, 2.357092091399549449e+00, 1.476855605749309630e+00, 1.437709953779343186e+00, 1.029495530194130870e+00, 1.537891556388379266e+00, 2.295572786337757965e+00, 1.724201252460707101e+00, 9.989275453527384219e-01, 1.349042629295899021e+00
2.100000000000000000e+03, 6.309772807342194367e-01, 1.804197699473499839e+00, 9.937686800141356525e-01, 2.471075635116955826e+00, 1.613874990200447224e+00, 8.807624350940647107e-01, 1.555157656958264134e+00, 2.311627515602798333e+00, 1.468232660298988357e+00, 1.446255794095126612e+00, 9.952754309891742590e-01, 1.610152457151215355e+00, 2.337648623283955729e+00, 1.710970783464633715e+00, 9.863626705080618118e-01, 1.278079324221274460e+00
