year, NorESM2-MM, TaiESM1, CESM2-WACCM, NorESM2-LM, CNRM-ESM2-1, MIROC-ES2L, UKESM1-0-LL, EC-Earth3-Veg, CanESM5, MPI-ESM1-2-LR, ACCESS-ESM1-5, IPSL-CM6A-LR, CMCC-CM2-SR5
2.086000000000000000e+03, 9.409362407837787146e+01, 8.533384099400423395e+01, 1.109766400253719922e+02, 9.658179141727794104e+01, 1.306111297284739408e+02, 1.085306469213411162e+02, 2.357220886354161848e+02, 1.543942160286682395e+02, 2.405873114978827232e+02, 9.457283245449946207e+01, 1.148741612173439961e+02, 1.184072524777524080e+02, 1.941987857000409861e+02
2.087000000000000000e+03, 9.412893180670552340e+01, 8.496885984310669926e+01, 1.111159480645366671e+02, 9.665391817455754619e+01, 1.303338947182834886e+02, 1.085550257208547293e+02, 2.359941178806759297e+02, 1.544537536459970397e+02, 2.406060521190231611e+02, 9.444105459040626727e+01, 1.147359345368783465e+02, 1.183800534215872347e+02, 1.942955164793187350e+02
2.088000000000000000e+03, 9.415636443609162143e+01, 8.511360877442093908e+01, 1.111725183547448665e+02, 9.663674045104713173e+01, 1.300991284241505070e+02, 1.088114626059121122e+02, 2.362597566248194880e+02, 1.544615715760114085e+02, 2.405367205584137764e+02, 9.439815686099986181e+01, 1.147144585872676288e+02, 1.183128727272263205e+02, 1.946446013130206154e+02
2.089000000000000000e+03, 9.415665277325905436e+01, 8.518868437516972847e+01, 1.112877790555603639e+02, 9.660917759479923461e+01, 1.298757065047607568e+02, 1.087532783967827044e+02, 2.364142885776667526e+02, 1.542758037321722213e+02, 2.406029856657304151e+02, 9.439329233395586982e+01, 1.145816951613922186e+02, 1.182150594902698089e+02, 1.948194425986106637e+02
2.090000000000000000e+03, 9.419331987477802670e+01, 8.534186758918791327e+01, 1.114924914810807621e+02, 9.660215703734886006e+01, 1.296036175796292014e+02, 1.085616778734445660e+02, 2.363263562106390623e+02, 1.543365251525199540e+02, 2.406282265474032158e+02, 9.431988679047499602e+01, 1.143125822625330557e+02, 1.181134242474077212e+02, 1.949588581655263511e+02
2.091000000000000000e+03, 9.418499295296842888e+01, 8.491642448293218592e+01, 1.115542198951591217e+02, 9.662122319458467246e+01, 1.293315289596615969e+02, 1.087263711859788771e+02, 2.359806042696745862e+02, 1.544106144351200669e+02, 2.405931249877583582e+02, 9.426335736979305580e+01, 1.142182835719901561e+02, 1.180075839479557374e+02, 1.948139084234166774e+02
2.092000000000000000e+03, 9.414524202189744528e+01, 8.458901638903176945e+01, 1.116439530435145571e+02, 9.667228850976525223e+01, 1.291888152874063280e+02, 1.089572054521806450e+02, 2.364163710228338573e+02, 1.543202214680446218e+02, 2.406146051654827147e+02, 9.426278905501587246e+01, 1.142023559563129993e+02, 1.179675101389874214e+02, 1.948395089232694772e+02
2.093000000000000000e+03, 9.420852297930390762e+01, 8.505686493829955452e+01, 1.117584543446640026e+02, 9.667780279097590324e+01, 1.289172579063312583e+02, 1.089454872986953404e+02, 2.361617338042346432e+02, 1.541080784600709990e+02, 2.405952838490201486e+02, 9.446426091480574883e+01, 1.141090716970749668e+02, 1.178663635576002520e+02, 1.951529899872388967e+02
2.094000000000000000e+03, 9.429033085780203294e+01, 8.533374933996250888e+01, 1.118052982911981132e+02, 9.670743009590051997e+01, 1.287480023287572806e+02, 1.089210216047726050e+02, 2.355553884669994034e+02, 1.540247560210747508e+02, 2.405220874008124952e+02, 9.456118021169365306e+01, 1.139994353939786436e+02, 1.177443459980245279e+02, 1.953795752858819696e+02
2.095000000000000000e+03, 9.426193354718533612e+01, 8.499884757197105500e+01, 1.119380312269902902e+02, 9.675582698763409439e+01, 1.284186263813396067e+02, 1.091759956784553367e+02, 2.349851760762018671e+02, 1.540265572647919043e+02, 2.404532611564345359e+02, 9.463552984266193846e+01, 1.139103249642731726e+02, 1.176494191435508014e+02, 1.955779743294633590e+02
2.096000000000000000e+03, 9.429476284290845456e+01, 8.506149397427772385e+01, 1.120241852796922188e+02, 9.681611392319747722e+01, 1.281976874692474269e+02, 1.095353090673130509e+02, 2.349723253742322981e+02, 1.541075063277530148e+02, 2.404324455844593729e+02, 9.466748867982141746e+01, 1.137761304843177044e+02, 1.175228528122048459e+02, 1.955605261137995967e+02
2.097000000000000000e+03, 9.440610268799838423e+01, 8.492921492233065806e+01, 1.121324697831845327e+02, 9.686865055448744499e+01, 1.279059732068354549e+02, 1.097357018330136214e+02, 2.347775835123839272e+02, 1.540121030094063315e+02, 2.404431326421644428e+02, 9.490794227917930925e+01, 1.135265968404384154e+02, 1.173920837253727996e+02, 1.955181716254638786e+02
2.098000000000000000e+03, 9.449255130386879387e+01, 8.495806212806715507e+01, 1.121960893349539958e+02, 9.690620475726507266e+01, 1.275662483770335314e+02, 1.095156051934207824e+02, 2.346371073384757722e+02, 1.539285855579577458e+02, 2.404893998625609015e+02, 9.474089123454916717e+01, 1.131294089929816522e+02, 1.172693442133815438e+02, 1.957930494862791022e+02
2.099000000000000000e+03, 9.446416256158599367e+01, 8.445014682529152594e+01, 1.123383111017007820e+02, 9.692617251539709855e+01, 1.274724600453441354e+02, 1.095406939676077656e+02, 2.347034227401520354e+02, 1.538672072674193601e+02, 2.405331228919491195e+02, 9.484084540981577049e+01, 1.128052201771596543e+02, 1.171460421561992433e+02, 1.960440077181888796e+02
2.100000000000000000e+03, 9.442684981092702401e+01, 8.410516748291058775e+01, 1.124765426184550279e+02, 9.693709084344442317e+01, 1.273867350426552747e+02, 1.098413005730071319e+02, 2.345413934224886532e+02, 1.539714245891888709e+02, 2.404875895545447406e+02, 9.487538310461526692e+01, 1.124354082664104340e+02, 1.170447481508739997e+02, 1.960641225412018684e+02
