year, INM-CM5-0, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-LM, CESM2-WACCM, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM, INM-CM4-8, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CMCC-CM2-SR5
2.025000000000000000e+03, 3.983329312911257603e+01, 2.355479067341298816e+01, 2.110591679814259081e+01, 3.103982277155749259e+01, 1.874658754901684787e+01, 2.279700725002826900e+01, 1.967377574359849390e+01, 2.999690411918387056e+01, 1.982088669721788321e+01, 3.723696187163334059e+01, 3.975510781417956707e+01, 2.813930800123343801e+01, 3.137187823687625610e+01, 2.532261236651613601e+01, 2.988690808339251959e+01, 1.815085324027722180e+01
2.026000000000000000e+03, 3.790857991956697504e+01, 2.436257451738023860e+01, 2.285865860230760305e+01, 2.968164764596143002e+01, 1.820930584031653865e+01, 2.311560258300482218e+01, 1.872702757236774929e+01, 3.113915658737890269e+01, 2.129733471674628120e+01, 4.012827291932597973e+01, 3.950505699685865579e+01, 2.846963219917735088e+01, 3.197022976919798154e+01, 2.528995675498240558e+01, 2.947918843874578343e+01, 1.814854257318258490e+01
2.027000000000000000e+03, 4.071750914806889199e+01, 2.352073986432199604e+01, 2.303843642581014350e+01, 2.956589348647210613e+01, 1.793543696264262621e+01, 2.396970735410301145e+01, 1.801831494929628619e+01, 3.142829686443007731e+01, 2.059048794229453705e+01, 3.898698624487702347e+01, 4.053492918506277931e+01, 2.743241181694249775e+01, 3.312583737047881272e+01, 2.544427453250820648e+01, 2.937810877326311143e+01, 1.904913905917933192e+01
2.028000000000000000e+03, 4.069276831625875701e+01, 2.449766051302476200e+01, 2.214603330268347037e+01, 2.915722822174912210e+01, 1.874905135353645136e+01, 2.420395910433929387e+01, 1.930165495168814260e+01, 3.052943451268522423e+01, 2.113929755192670612e+01, 3.721712004495930159e+01, 4.055755162720332407e+01, 2.889020164508558253e+01, 3.341427555490977852e+01, 2.516062978656788474e+01, 2.874601157000801166e+01, 1.792340651011243224e+01
2.029000000000000000e+03, 4.053768824740981103e+01, 2.524483629961200037e+01, 2.226989497900155612e+01, 2.970896747451947562e+01, 1.959077227443572866e+01, 2.419544237583247792e+01, 1.921097533940309887e+01, 3.153986643783117216e+01, 2.152936072040406046e+01, 3.802264935627437836e+01, 4.098132475367403060e+01, 2.831405642235264253e+01, 3.279392358962302723e+01, 2.560728255657939911e+01, 2.912723135104443273e+01, 1.814015933536631309e+01
2.030000000000000000e+03, 4.053985284688211266e+01, 2.522945230876106493e+01, 2.118960176302926968e+01, 3.103258830273850322e+01, 1.901756948765161681e+01, 2.386076421666473379e+01, 1.681679556708794365e+01, 3.033707767496325758e+01, 2.144824014012691293e+01, 3.776704595467946035e+01, 4.098349796480977858e+01, 2.917974457251676412e+01, 3.469715907594395077e+01, 2.582033794102736124e+01, 3.109580383479230647e+01, 1.805496396405157711e+01
2.031000000000000000e+03, 4.146331113747025654e+01, 2.475508354074947448e+01, 2.290308563047339874e+01, 3.033393424026890983e+01, 1.977825002211644900e+01, 2.393287986707169779e+01, 1.830890656258256755e+01, 3.015039750781594208e+01, 2.121649933739640659e+01, 3.865203730849338370e+01, 4.057432559059309085e+01, 2.828449504415232951e+01, 3.488346010593495095e+01, 2.600681360420042409e+01, 2.878812166479175261e+01, 1.796854676345353141e+01
2.032000000000000000e+03, 4.284592685501413456e+01, 2.548608171195486349e+01, 2.171153862595387807e+01, 3.046955720706420578e+01, 1.983183351626334456e+01, 2.419255095916405907e+01, 1.955045399650895277e+01, 2.956273206890669769e+01, 2.149552981628076154e+01, 3.811734230653910060e+01, 4.194437730139605236e+01, 3.049553546021058636e+01, 3.461190936553523301e+01, 2.592429298457939879e+01, 2.866680702685352600e+01, 1.824208577025152422e+01
2.033000000000000000e+03, 4.069468157398169694e+01, 2.564352160538285474e+01, 2.180045963114269014e+01, 3.135999851435591168e+01, 1.916483907826258815e+01, 2.417200735761860031e+01, 1.642717446921330549e+01, 3.085170574926776865e+01, 2.149643199431371698e+01, 3.973317877664907627e+01, 4.157057017192557424e+01, 2.698415339553773507e+01, 3.299266516174308350e+01, 2.530212602578936654e+01, 3.063814671804231082e+01, 1.863892348635086904e+01
2.034000000000000000e+03, 4.006799477589323999e+01, 2.513941425149473474e+01, 2.168321164788648048e+01, 3.057388291039644912e+01, 1.950638921283196225e+01, 2.451386506744738725e+01, 1.911541974804968547e+01, 3.194469747715671204e+01, 2.172902177805607593e+01, 3.942214785321230153e+01, 4.240094602584183292e+01, 2.851284642220188559e+01, 3.369264106158003358e+01, 2.591359727280532610e+01, 3.004130170505551689e+01, 1.864300193093264824e+01
2.035000000000000000e+03, 4.161455351000435599e+01, 2.626986596033922439e+01, 2.302582827217855410e+01, 3.060478215400322455e+01, 2.009954475617896463e+01, 2.423761218439667431e+01, 1.989933779118872437e+01, 3.322439600837329721e+01, 2.249024470120797048e+01, 4.006035627352764550e+01, 4.177596618578562016e+01, 2.748411470683873858e+01, 3.507138666831964002e+01, 2.649047160214982810e+01, 2.975432400981313918e+01, 1.811278973639775103e+01
2.036000000000000000e+03, 4.230843418968319725e+01, 2.498112995563795380e+01, 2.173483738041797864e+01, 3.109852626412805776e+01, 2.043063161716996845e+01, 2.422963779863208700e+01, 2.203878117806173975e+01, 3.135969960638189491e+01, 2.118153921542203477e+01, 4.197640126177251574e+01, 4.214233369694520093e+01, 2.980929729869671618e+01, 3.407798251422273239e+01, 2.582044576239105282e+01, 3.023469054342166729e+01, 1.839671829869822162e+01
2.037000000000000000e+03, 4.293383305332382349e+01, 2.588023790499822852e+01, 2.214339900577348530e+01, 3.093372481283516962e+01, 1.997481754248360986e+01, 2.410386386371891021e+01, 2.086390024425151779e+01, 3.124418029119516049e+01, 2.085352900047033842e+01, 4.185352575190219682e+01, 4.312838572579853036e+01, 2.766490818328760071e+01, 3.489423344190780796e+01, 2.636351680426816912e+01, 3.090685413391045344e+01, 1.846895773210217939e+01
2.038000000000000000e+03, 4.054928683073092799e+01, 2.575199753275775194e+01, 2.263837780160523749e+01, 2.985991329567543318e+01, 1.841322746514123310e+01, 2.486462149879051964e+01, 1.994406011772849041e+01, 3.232751991516393986e+01, 2.171680487263498804e+01, 4.225048610762900836e+01, 4.331251619464079994e+01, 2.856006897479630524e+01, 3.415722224959420572e+01, 2.625376313367523551e+01, 2.970202668501159948e+01, 1.933791980348276240e+01
2.039000000000000000e+03, 4.098081607400796145e+01, 2.580772738714695791e+01, 2.257576568337503886e+01, 3.089910402662237487e+01, 1.870067909653430149e+01, 2.523888379100527857e+01, 1.922260232860031337e+01, 3.219719389037615542e+01, 2.256877175431429094e+01, 4.092751349374869818e+01, 4.353913360163217305e+01, 2.876876834018208129e+01, 3.575089983319102771e+01, 2.634452339196704074e+01, 3.050826708209892502e+01, 1.876495775148836032e+01
2.040000000000000000e+03, 4.276698419238216786e+01, 2.761396444340212852e+01, 2.252930761055805675e+01, 3.154088641125911607e+01, 2.028321872865730313e+01, 2.516285072636135212e+01, 1.974146945432461919e+01, 3.239840900239151722e+01, 2.305286978159283606e+01, 3.938709552576271733e+01, 4.386492896497841798e+01, 2.990682981516407324e+01, 3.631704098388904356e+01, 2.673979904092653825e+01, 3.093555728693775464e+01, 1.877472921925407690e+01
2.041000000000000000e+03, 4.182680006169460540e+01, 2.555336045161029190e+01, 2.210423150264910319e+01, 3.139218614398498275e+01, 2.004920194869638550e+01, 2.437526939081277888e+01, 1.857960513599702068e+01, 3.164521534269057312e+01, 2.298212875607815064e+01, 3.869531835768036387e+01, 4.397941427691632299e+01, 2.818836163777003989e+01, 3.874206462935522666e+01, 2.704374985915275076e+01, 3.078956891762943471e+01, 1.854646231958687252e+01
2.042000000000000000e+03, 4.186213639989075119e+01, 2.732000761323168447e+01, 2.096512541490165304e+01, 3.021227656085838831e+01, 1.994602243692181531e+01, 2.452193196633700367e+01, 1.886034533039500616e+01, 3.180548875377965601e+01, 2.238804480200628433e+01, 4.060059640328891106e+01, 4.499776217413040769e+01, 2.944232404335088660e+01, 3.645827963902030433e+01, 2.642694736566021163e+01, 2.937543940723017499e+01, 1.881642865801725861e+01
2.043000000000000000e+03, 4.142083132471714890e+01, 2.620748062137915824e+01, 2.180148040787690888e+01, 2.959474798952213348e+01, 2.064861090681644384e+01, 2.530341836262462252e+01, 1.935375344725453672e+01, 3.268804964849265815e+01, 2.279897743785331343e+01, 4.045986647589755592e+01, 4.452778170235450261e+01, 2.829111087042317507e+01, 3.788839720901216168e+01, 2.671917547826466688e+01, 3.011593551508227407e+01, 1.955337802370252476e+01
2.044000000000000000e+03, 4.117616181874604564e+01, 2.669838043572857700e+01, 2.255071448891072805e+01, 2.963045578305809968e+01, 2.072263711844279754e+01, 2.580380601472309010e+01, 2.046595983314346867e+01, 3.221133908531187018e+01, 2.276214461281037060e+01, 4.160685434137079852e+01, 4.518724609160604189e+01, 2.847500385025538350e+01, 3.805660173214688058e+01, 2.722601889811116749e+01, 3.160385333537113084e+01, 2.095178603288444563e+01
2.045000000000000000e+03, 4.448333815933551705e+01, 2.629421605367557646e+01, 2.096390642767034507e+01, 3.184786862502533467e+01, 2.053153510978268770e+01, 2.626599166112784900e+01, 1.882637113711047760e+01, 3.337100679892763821e+01, 2.292715631437787849e+01, 4.009975414269672456e+01, 4.585578134441827558e+01, 2.915140960223672906e+01, 3.628394246268385359e+01, 2.730611691634405247e+01, 3.065496464427100420e+01, 1.883477009213368092e+01
2.046000000000000000e+03, 4.230984809810854586e+01, 2.709449803998783679e+01, 2.170705268594080906e+01, 3.154840513574053773e+01, 2.141824870174813000e+01, 2.568388633762854667e+01, 1.849694589954746604e+01, 3.350853352894436910e+01, 2.268654913632611070e+01, 4.271201006665108224e+01, 4.685921498658102990e+01, 2.988847295698076323e+01, 3.449862784950552452e+01, 2.619858638980257481e+01, 2.949524317442586252e+01, 1.929480243385718552e+01
2.047000000000000000e+03, 4.364137231150726137e+01, 2.706361765119837415e+01, 2.125577351720668418e+01, 3.133493251671134061e+01, 2.088607015496544506e+01, 2.582633551114118475e+01, 1.460634013649559115e+01, 3.328807985241818557e+01, 2.250309585684007985e+01, 4.135204864830501492e+01, 4.692576197439347396e+01, 2.954376382959472025e+01, 3.631323306578040899e+01, 2.691115665831375736e+01, 3.030063868892305123e+01, 1.876466715758069626e+01
2.048000000000000000e+03, 4.488697313290552415e+01, 2.949269239422406486e+01, 2.111104516615335669e+01, 3.096473416739033979e+01, 2.013914033815247606e+01, 2.598173631430969266e+01, 2.117288040688612583e+01, 3.398838013050013984e+01, 2.299053317947177533e+01, 4.334992525998144686e+01, 4.619520600517860487e+01, 2.945735196651626353e+01, 3.890672274301022782e+01, 2.761412050275695051e+01, 3.271553367949945823e+01, 1.954663902086955218e+01
2.049000000000000000e+03, 4.378869941282385980e+01, 2.768078747457344235e+01, 2.220985227047890476e+01, 3.008121985344818938e+01, 1.961942911230735476e+01, 2.571164828860594298e+01, 1.910314825609885858e+01, 3.248524628820975835e+01, 2.295754450461895857e+01, 4.390544433768249633e+01, 4.595712080522237386e+01, 2.842253212295376130e+01, 3.769267623354772212e+01, 2.781259371014493809e+01, 3.119840903045057345e+01, 1.952503508089867168e+01
2.050000000000000000e+03, 4.176014002598892461e+01, 2.880680372830550340e+01, 2.200172001463610272e+01, 3.114431122671203411e+01, 2.077680600074984341e+01, 2.589161098919899473e+01, 1.868280891885546424e+01, 3.169481188603294797e+01, 2.249556282759925807e+01, 4.256755175403934999e+01, 4.722332014672640810e+01, 2.930487053846903223e+01, 4.037602338613292829e+01, 2.687936130597234907e+01, 2.952013408779550119e+01, 1.889195845681526009e+01
2.051000000000000000e+03, 4.404849806527480638e+01, 2.924686243794776175e+01, 2.196956300798888506e+01, 3.215358021909329267e+01, 2.132199254616677919e+01, 2.589229925945825528e+01, 2.023618928725828781e+01, 3.332712675951422199e+01, 2.274470984531825124e+01, 4.254882040619738603e+01, 4.794121957528839317e+01, 2.789057542766439468e+01, 3.895150866354705244e+01, 2.723973186564306914e+01, 2.959181094527891887e+01, 1.962294421497547603e+01
2.052000000000000000e+03, 4.588076168475731720e+01, 2.766213238275328834e+01, 2.211975048479931516e+01, 3.111097992961917669e+01, 2.175765259516033012e+01, 2.736636160911484339e+01, 2.027500034502941872e+01, 3.256738265869648785e+01, 2.277654064280601887e+01, 4.260247203360076185e+01, 4.815617372920746675e+01, 2.881531473494867512e+01, 3.874175387334821608e+01, 2.751588514287407605e+01, 3.164180454923644703e+01, 1.889175737675747868e+01
2.053000000000000000e+03, 4.422086036395656095e+01, 2.943358853646431328e+01, 2.197581820790387397e+01, 2.992103945872752746e+01, 2.121928385823427732e+01, 2.738255500882756266e+01, 2.096535905696769220e+01, 3.334740074618848382e+01, 2.317362783899871204e+01, 4.352942442066959927e+01, 4.730414547210410348e+01, 3.053220212986659021e+01, 4.147311789449958752e+01, 2.801884629141683902e+01, 3.249913768748702125e+01, 2.026516827805903276e+01
2.054000000000000000e+03, 4.566590963331045572e+01, 2.694748783513156809e+01, 2.250334631879222513e+01, 3.078981206608143850e+01, 2.096842543342630094e+01, 2.652991168374634512e+01, 2.118827855475071686e+01, 3.244433811558310055e+01, 2.384106450659064080e+01, 4.421386118066477877e+01, 4.728116432212043208e+01, 2.840635499304802636e+01, 4.207645948476742603e+01, 2.822909455578922078e+01, 3.335237957128560993e+01, 2.033188267528974436e+01
2.055000000000000000e+03, 4.571644720505963733e+01, 2.363067361591825843e+01, 2.187297569260550389e+01, 3.052383280542936106e+01, 2.120439875177620692e+01, 2.583983470496550083e+01, 1.874634888336161254e+01, 3.487890965335520832e+01, 2.351841471085445789e+01, 4.497528430133337451e+01, 4.891512214169827644e+01, 2.925488755733706725e+01, 3.946718689857380014e+01, 2.749175360758529507e+01, 3.231672770284836815e+01, 1.964111248137858468e+01
2.056000000000000000e+03, 4.405473783658176501e+01, 2.564151402578858452e+01, 2.189453503539780144e+01, 3.018413433180963068e+01, 2.182176120598441571e+01, 2.693513249618538907e+01, 1.937202460219475242e+01, 3.336405300645034089e+01, 2.324691986852158010e+01, 4.348707057971483181e+01, 4.900465817475748054e+01, 2.925202038757606005e+01, 3.932809239881137842e+01, 2.732421625324300507e+01, 3.144660591945184791e+01, 1.985432290279605638e+01
2.057000000000000000e+03, 4.455146369774150372e+01, 2.664983594311467385e+01, 2.146286517742391098e+01, 2.894886528782359392e+01, 2.110212644355964784e+01, 2.633131021600206267e+01, 1.844320972076420162e+01, 3.327257933030298886e+01, 2.305198844295341587e+01, 4.482066374845342693e+01, 4.940426934386404412e+01, 2.910990088675588439e+01, 3.743385680061646781e+01, 2.790293951181756427e+01, 3.250368812921886530e+01, 1.918630276903756737e+01
2.058000000000000000e+03, 4.467321808748496181e+01, 2.899224704430299226e+01, 1.984391967858133654e+01, 2.926738074948987034e+01, 2.116527339462709989e+01, 2.668615563510396171e+01, 1.900818530635653403e+01, 3.450176780215396377e+01, 2.324201404518799308e+01, 4.429594658270512753e+01, 4.986971595747997554e+01, 2.862396680380993530e+01, 3.913444458805857806e+01, 2.836199028672748312e+01, 3.325681555657862276e+01, 2.009469059838414395e+01
2.059000000000000000e+03, 4.600508683567991142e+01, 2.793142254032901306e+01, 2.147013817523914625e+01, 3.097250080192684507e+01, 2.225581480238519916e+01, 2.772638611088787997e+01, 1.985108658211401078e+01, 3.378292486740490830e+01, 2.287243343387267203e+01, 4.443524702383255942e+01, 4.997924819264810736e+01, 2.887857794475671724e+01, 4.079190281025948650e+01, 2.743081323256475912e+01, 3.497587369876908525e+01, 1.925092443784949126e+01
2.060000000000000000e+03, 4.746565283214760456e+01, 2.563167033131011152e+01, 2.086393884259626219e+01, 3.115399601071649371e+01, 2.179825814150652263e+01, 2.692248265187634715e+01, 1.765211284127335389e+01, 3.311692627218981499e+01, 2.277782614099367464e+01, 4.341858680921424707e+01, 5.064732426244069075e+01, 2.891080023169936553e+01, 3.930132130503534427e+01, 2.737546336136647440e+01, 3.197285689425579847e+01, 2.013013910052029232e+01
2.061000000000000000e+03, 4.650487262206655714e+01, 2.600587047857518996e+01, 2.157462214980892767e+01, 3.013168376217699418e+01, 2.077301778577327340e+01, 2.674431365196910093e+01, 1.616936950763306058e+01, 3.345654019591114547e+01, 2.199112239543794090e+01, 4.160576975949519607e+01, 5.092573150815547223e+01, 2.825530847213171626e+01, 3.853492540388907628e+01, 2.820318438446292575e+01, 2.979185937868960821e+01, 2.057216508871094263e+01
2.062000000000000000e+03, 4.508779788780104525e+01, 3.119884427688961637e+01, 2.099311185215056241e+01, 3.046283084821663323e+01, 2.162836757103121599e+01, 2.717795693592143991e+01, 1.727402972560195948e+01, 3.486213230470004021e+01, 2.397536206781592938e+01, 4.244627672216680736e+01, 5.118014990841986389e+01, 2.958044406169768692e+01, 3.467627801423364531e+01, 2.855282546308411185e+01, 3.123733383821341292e+01, 2.033965664348165703e+01
2.063000000000000000e+03, 4.835539395198753709e+01, 2.857499277758575928e+01, 2.089381990258072719e+01, 3.089204291085361120e+01, 2.202169301755941788e+01, 2.781759743012497665e+01, 1.923031859610103922e+01, 3.385692968365479771e+01, 2.270520856775272023e+01, 4.439456603668686085e+01, 5.188846510840898674e+01, 2.875900864144246327e+01, 3.947183716653687213e+01, 2.800706348584370886e+01, 3.387350092567497484e+01, 2.001700025666332294e+01
2.064000000000000000e+03, 4.748998794202138640e+01, 2.836848664649492591e+01, 2.100673533577451124e+01, 3.091845658587090995e+01, 2.182024982214706910e+01, 2.782868377502211032e+01, 1.719412171822369828e+01, 3.353653190980568155e+01, 2.199360704411260059e+01, 4.554499609610174815e+01, 5.234355574051573257e+01, 3.032908701386839212e+01, 4.029537084977928174e+01, 2.848857836690431000e+01, 3.231982927364399671e+01, 1.978557262152745011e+01
2.065000000000000000e+03, 4.809181396151961252e+01, 3.055015377731869464e+01, 1.991479989790437699e+01, 2.988475934828468539e+01, 2.055016061100102931e+01, 2.834251881516042104e+01, 1.911039940142497429e+01, 3.585357162438568679e+01, 2.227284508084368753e+01, 4.645430463959448986e+01, 5.194877131287054794e+01, 2.950678959259187906e+01, 4.096354257651629638e+01, 2.905655432587688836e+01, 3.127669725856211613e+01, 2.033325201691929962e+01
2.066000000000000000e+03, 4.778185972577389151e+01, 2.820559188472309131e+01, 2.015185699958862742e+01, 2.902964211665077698e+01, 2.075396520895992225e+01, 2.832582594255166697e+01, 1.914692929825053014e+01, 3.482805431105391847e+01, 2.275202773032443204e+01, 4.380653994658095485e+01, 5.173649563046641475e+01, 2.806983864709950893e+01, 4.182010440903083293e+01, 2.917970706649827406e+01, 3.252831678848601626e+01, 1.988896760973424804e+01
2.067000000000000000e+03, 4.689719627838103833e+01, 2.910562430940493428e+01, 2.142495580854294346e+01, 2.805864575997043886e+01, 1.960422297270185865e+01, 2.830862418361790844e+01, 1.752161139853791383e+01, 3.471644040990092606e+01, 2.311377905557488432e+01, 4.355121038290335633e+01, 5.244520753908767574e+01, 2.888484614904502124e+01, 4.073236582391295713e+01, 2.855267189094254476e+01, 3.414672885702617577e+01, 1.937785736371785461e+01
2.068000000000000000e+03, 4.789485317624830429e+01, 2.959323307850828755e+01, 2.120044775762716682e+01, 2.874917574634453743e+01, 2.070343212395335541e+01, 2.753799740521218808e+01, 1.626172581448103216e+01, 3.402749606010191030e+01, 2.387563377310065604e+01, 4.721418067786313344e+01, 5.318487270068462180e+01, 2.920820022063259813e+01, 4.148800656738160342e+01, 2.862989811827765863e+01, 3.161317743286723925e+01, 2.067726134294899154e+01
2.069000000000000000e+03, 4.787099151800737218e+01, 2.944909887760473310e+01, 1.983602712141755120e+01, 2.732480888622105653e+01, 2.105599852182889009e+01, 2.771250108326017525e+01, 1.539568357633930695e+01, 3.332501728387050832e+01, 2.345037188731643951e+01, 4.462187883643363762e+01, 5.368588520613506887e+01, 2.866236618862521368e+01, 4.003865769276012543e+01, 2.958293833925054983e+01, 3.211763871598665787e+01, 2.248714304433134714e+01
2.070000000000000000e+03, 4.847379275303920565e+01, 3.085269216159701244e+01, 2.004030223488941331e+01, 2.893478702786737244e+01, 2.150645388908365163e+01, 2.850733810008789604e+01, 1.780883559145796724e+01, 3.209139589253621949e+01, 2.325555539533208460e+01, 4.503877568751746452e+01, 5.341634561878615273e+01, 2.855402951779283427e+01, 4.072232998693333172e+01, 2.961800309883507509e+01, 3.294078940839154512e+01, 2.156375525360488865e+01
2.071000000000000000e+03, 4.848230342596215792e+01, 2.920220502995788792e+01, 2.082485546873446580e+01, 2.830952364181416314e+01, 2.146182993434824127e+01, 2.877642706466631495e+01, 1.952518565187711985e+01, 3.361219736146592396e+01, 2.290895767325982746e+01, 4.710786481032032214e+01, 5.316635875188729443e+01, 2.880461800838516240e+01, 4.188051127647299410e+01, 2.932444098409137112e+01, 3.571339668451746263e+01, 2.027661059921734577e+01
2.072000000000000000e+03, 4.599190501972205425e+01, 2.752944968991803876e+01, 2.053697233795886845e+01, 2.903136392012167732e+01, 2.163430670376520482e+01, 2.747583781645215240e+01, 1.835890885610671930e+01, 3.436300161176865942e+01, 2.366032812923896245e+01, 4.699206234989963349e+01, 5.325136066842775051e+01, 3.021167349079012965e+01, 4.185444066216659564e+01, 2.855623881824057619e+01, 3.333779446055180529e+01, 2.038966916948646713e+01
2.073000000000000000e+03, 4.707289885476466651e+01, 2.974485226007565686e+01, 1.948110232202910908e+01, 2.853334468520785450e+01, 2.208668001837366646e+01, 2.763766940438466335e+01, 1.903675475672663708e+01, 3.555164997764494217e+01, 2.407785815552461273e+01, 4.629724517946453943e+01, 5.405628206197143726e+01, 2.866687367490692040e+01, 4.220908327165103913e+01, 3.003990694899532343e+01, 3.427827363911011105e+01, 1.996282924694127203e+01
2.074000000000000000e+03, 4.694669311741333217e+01, 2.725239009925197209e+01, 1.823917345598914963e+01, 2.744411722520320751e+01, 2.247034621507417995e+01, 2.857713610495220635e+01, 1.921991790235539810e+01, 3.470973584293248138e+01, 2.412440561780304193e+01, 4.545564916485766815e+01, 5.382320373659495516e+01, 2.776591911296638671e+01, 3.898384644034813817e+01, 2.954323456156728156e+01, 3.179241199529014850e+01, 2.065820967543840325e+01
2.075000000000000000e+03, 4.657613124101532520e+01, 3.057327541449192410e+01, 1.988284888965559460e+01, 2.885680226115172786e+01, 2.081094502387798428e+01, 2.911057009641038462e+01, 1.468807980870097118e+01, 3.558901878888342196e+01, 2.371374060195432421e+01, 4.609604234583851934e+01, 5.420666528522532701e+01, 2.895253014437009753e+01, 3.833709888873617899e+01, 2.989924047188264211e+01, 3.379619415581326791e+01, 2.235732896219582955e+01
2.076000000000000000e+03, 4.814646230867902688e+01, 3.173043097254328515e+01, 2.026066077061303616e+01, 2.960307298715094149e+01, 2.188535995658327948e+01, 2.908982760993241001e+01, 1.539894764124913884e+01, 3.527118899359578563e+01, 2.218418664044116895e+01, 4.694065434331884745e+01, 5.538086156759703726e+01, 2.903485993780999408e+01, 4.072549742933680506e+01, 2.911868057493912332e+01, 3.417486256791841015e+01, 2.095492830315019006e+01
