year, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4
2.040000000000000000e+03, 1.210942432067285058e-09, 7.668791981667158821e-10, 1.988331020667291452e-09
2.041000000000000000e+03, 1.298341353646104092e-09, 7.944149025731151367e-10, 1.929983053948624128e-09
2.042000000000000000e+03, 1.207166978456151416e-09, 7.493237343555449754e-10, 1.921417158171117659e-09
2.043000000000000000e+03, 1.236676298769403375e-09, 8.183964649448017796e-10, 1.823733285355165010e-09
2.044000000000000000e+03, 1.302295249372789759e-09, 7.729824187479063005e-10, 1.870981528307973185e-09
2.045000000000000000e+03, 1.237658163415998384e-09, 7.963003443645845829e-10, 1.985276169272522871e-09
2.046000000000000000e+03, 1.170948725869908194e-09, 8.236598841210400852e-10, 1.878429838097256916e-09
2.047000000000000000e+03, 1.156232354039238914e-09, 8.384350341030646537e-10, 1.883333476508563839e-09
2.048000000000000000e+03, 1.252831482103178136e-09, 8.194495443590544887e-10, 1.958996481832506142e-09
2.049000000000000000e+03, 1.213586806583038899e-09, 8.433726449462824255e-10, 1.975387195636313809e-09
2.050000000000000000e+03, 1.305916322486260820e-09, 8.065375353083693842e-10, 2.139927200500356185e-09
2.051000000000000000e+03, 1.223604663361418891e-09, 8.419608899577818290e-10, 2.120732244303936147e-09
2.052000000000000000e+03, 1.202713602356747359e-09, 8.151643096954547160e-10, 2.141785829710167223e-09
2.053000000000000000e+03, 1.313457417536156122e-09, 8.343773852967518731e-10, 2.183032074445459666e-09
2.054000000000000000e+03, 1.356307221838686085e-09, 8.852354560048702312e-10, 2.222047733250023454e-09
2.055000000000000000e+03, 1.292004130835514745e-09, 8.313403537818410713e-10, 2.323286284180891060e-09
2.056000000000000000e+03, 1.242276183257365616e-09, 8.639662658366434285e-10, 2.300017931693996583e-09
2.057000000000000000e+03, 1.183218011447074728e-09, 8.804046183494178364e-10, 2.278221678652811112e-09
2.058000000000000000e+03, 1.206785980429109463e-09, 8.564186807232493378e-10, 2.265626038881050763e-09
2.059000000000000000e+03, 1.278909609354943260e-09, 8.608908189519922987e-10, 2.088862251806054213e-09
2.060000000000000000e+03, 1.220152774592987460e-09, 8.603537732047323786e-10, 2.290860595593453648e-09
2.061000000000000000e+03, 1.221888226589565747e-09, 8.801290778055527791e-10, 2.305893892376091556e-09
2.062000000000000000e+03, 1.076893722101148996e-09, 8.634055197539635209e-10, 2.397338531215868008e-09
2.063000000000000000e+03, 1.185743913913787002e-09, 9.177161423575865285e-10, 2.420937627635665629e-09
2.064000000000000000e+03, 1.211312588189648007e-09, 8.846658289005202574e-10, 2.358354207944422022e-09
2.065000000000000000e+03, 1.262124354351923887e-09, 9.328646259252638105e-10, 2.401627003207372956e-09
2.066000000000000000e+03, 1.288417843723615439e-09, 9.078217470557303432e-10, 2.297972905729656113e-09
2.067000000000000000e+03, 1.254769766099272253e-09, 8.784528251246409934e-10, 2.357582069568709640e-09
2.068000000000000000e+03, 1.244896630668157821e-09, 9.157125863012001556e-10, 2.556485697492670397e-09
2.069000000000000000e+03, 1.202878609584803824e-09, 9.330316939374174703e-10, 2.591068379169512783e-09
2.070000000000000000e+03, 1.219474330146122885e-09, 9.435605601883953573e-10, 2.437957402272727251e-09
2.071000000000000000e+03, 1.258894089424617926e-09, 9.238487026084418579e-10, 2.552984063140147487e-09
2.072000000000000000e+03, 1.266110920674236208e-09, 9.339537600158492614e-10, 2.685809926851734615e-09
2.073000000000000000e+03, 1.242456589560724058e-09, 9.878922793419865191e-10, 2.696178813156574945e-09
2.074000000000000000e+03, 1.133474257623679226e-09, 9.220027453761142135e-10, 2.514552710719959438e-09
2.075000000000000000e+03, 1.083937092994163804e-09, 9.069668382237687123e-10, 2.386912951262549851e-09
2.076000000000000000e+03, 1.142370556854902011e-09, 9.416397215583580857e-10, 2.614077759196777519e-09
2.077000000000000000e+03, 1.260255098108934258e-09, 9.747790751349031628e-10, 2.677956901874246065e-09
2.078000000000000000e+03, 1.284724789543521332e-09, 1.017223890269265992e-09, 2.713638464421879991e-09
2.079000000000000000e+03, 1.313803824068288296e-09, 9.683628185651138865e-10, 2.568572064298840301e-09
2.080000000000000000e+03, 1.228462907757806649e-09, 9.664674875587262032e-10, 2.702759253124910976e-09
2.081000000000000000e+03, 1.250415364978594262e-09, 9.775624970823212431e-10, 2.766587539152659196e-09
2.082000000000000000e+03, 1.238768987847457570e-09, 9.700489387788303753e-10, 2.635332065737359380e-09
2.083000000000000000e+03, 1.233372575605796936e-09, 9.399802008841375361e-10, 2.701430181797697793e-09
2.084000000000000000e+03, 1.313627191256921657e-09, 9.517946186774417869e-10, 2.684771694586950491e-09
2.085000000000000000e+03, 1.254665520559353251e-09, 9.976804029383282758e-10, 2.774467415450381643e-09
2.086000000000000000e+03, 1.171735570723802933e-09, 9.657033078413255172e-10, 2.706242431546849483e-09
2.087000000000000000e+03, 1.197791475805932939e-09, 9.379799326934502075e-10, 2.763556528917910414e-09
2.088000000000000000e+03, 1.231574434008989986e-09, 9.947925825921767793e-10, 2.899869251357998133e-09
2.089000000000000000e+03, 1.283855841764602716e-09, 9.755143552615891868e-10, 2.798536433649693490e-09
2.090000000000000000e+03, 1.212636763977048096e-09, 9.748621885814941451e-10, 2.767251768952811015e-09
2.091000000000000000e+03, 1.238710756592792630e-09, 9.551481300975050505e-10, 2.642947980377880460e-09
2.092000000000000000e+03, 1.218164084626361855e-09, 9.991903838168346614e-10, 2.754856509599817156e-09
2.093000000000000000e+03, 1.275063420180888967e-09, 9.538291689479340296e-10, 2.934383937731733168e-09
2.094000000000000000e+03, 1.283690234638684047e-09, 1.035070456318430031e-09, 2.920984286101918664e-09
2.095000000000000000e+03, 1.285707408855266550e-09, 9.687991747506436644e-10, 2.801088188441335190e-09
2.096000000000000000e+03, 1.261842546428811739e-09, 9.741618770829460955e-10, 2.932087279174989326e-09
2.097000000000000000e+03, 1.184360709741691028e-09, 9.510730324021779512e-10, 2.886523571796350144e-09
2.098000000000000000e+03, 1.227433171338433060e-09, 1.040277974683948790e-09, 2.759900072427428979e-09
2.099000000000000000e+03, 1.244130767273996762e-09, 1.011686181422298590e-09, 2.868955071949517203e-09
2.100000000000000000e+03, 1.237546415791544210e-09, 9.786442523520648630e-10, 2.827057126238256982e-09
