year, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4
2.015000000000000000e+03, 9.824391529193483825e-10, 6.264047230026714791e-10, 1.257841641241079599e-09
2.016000000000000000e+03, 9.788757771827182218e-10, 6.017431994717826429e-10, 1.312759019463858028e-09
2.017000000000000000e+03, 9.349128692165149918e-10, 6.009450558360972819e-10, 1.328852447534502129e-09
2.018000000000000000e+03, 1.028628042711402249e-09, 6.251427098753997677e-10, 1.302029225538507257e-09
2.019000000000000000e+03, 1.054434848824714429e-09, 6.395404909623138596e-10, 1.241253729984620127e-09
2.020000000000000000e+03, 1.011477290179045343e-09, 6.511900322976013038e-10, 1.431747127650352709e-09
2.021000000000000000e+03, 1.170050736435434821e-09, 6.987441054679755641e-10, 1.444266566598005119e-09
2.022000000000000000e+03, 1.079142470459171370e-09, 6.288908804435773384e-10, 1.417018232949942484e-09
2.023000000000000000e+03, 1.108765906083736413e-09, 6.995040266121514958e-10, 1.382934571904469198e-09
2.024000000000000000e+03, 1.015366973189912354e-09, 6.764213323215174998e-10, 1.509225024023265789e-09
2.025000000000000000e+03, 1.061193783156586997e-09, 7.445138683554587732e-10, 1.620116576033532531e-09
2.026000000000000000e+03, 1.055680654407401543e-09, 6.762794072830963510e-10, 1.414582848823474305e-09
2.027000000000000000e+03, 1.103007135609322390e-09, 6.955684185889489899e-10, 1.691250006943822584e-09
2.028000000000000000e+03, 1.143724844554297953e-09, 6.691142304192346791e-10, 1.710257196300172476e-09
2.029000000000000000e+03, 1.109638138046721647e-09, 7.354725510154127273e-10, 1.658081066248244924e-09
2.030000000000000000e+03, 1.162364546165074987e-09, 7.022739266201810941e-10, 1.672820496672189296e-09
2.031000000000000000e+03, 1.175371342852522022e-09, 7.552030752316885186e-10, 1.595619807617912671e-09
2.032000000000000000e+03, 1.173697059132965747e-09, 7.237635548253511605e-10, 1.815191610905603281e-09
2.033000000000000000e+03, 1.115562957500607165e-09, 7.849672683862189816e-10, 1.696369913416785137e-09
2.034000000000000000e+03, 1.111394849184664738e-09, 6.938281851127326740e-10, 1.732285544414151945e-09
2.035000000000000000e+03, 1.188331023509892118e-09, 7.714765726818979377e-10, 1.773189983361281577e-09
2.036000000000000000e+03, 1.145377082493859227e-09, 7.212372702683865269e-10, 1.892497777649652177e-09
2.037000000000000000e+03, 1.161464401175539244e-09, 7.858328174988690923e-10, 1.746826028873444268e-09
2.038000000000000000e+03, 1.126165551059466037e-09, 7.208766402472871129e-10, 1.817626598022122658e-09
2.039000000000000000e+03, 1.161645635601399296e-09, 7.644877058384293654e-10, 1.899145715111891523e-09
