year, GFDL-ESM4, NorESM2-MM, CanESM5, CESM2-WACCM, CMCC-CM2-SR5, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-LM, MPI-ESM1-2-LR, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, EC-Earth3-Veg
2.027000000000000000e+03, 8.240263569569108881e+00, 6.200155257584515134e+00, 2.427477191542356394e+01, 7.661354963771662696e+00, 6.780874741373630776e+00, 6.101151072403749431e+00, 1.319585722771694059e+01, 1.189490690965354780e+01, 5.650329387170788031e+00, 1.320950616337366590e+01, 1.177933100508889197e+01, 1.172333322235518693e+01, 9.408877740404966161e+00, 1.082496770537873232e+01
2.028000000000000000e+03, 8.268381765651795945e+00, 6.473795959639534914e+00, 2.399466208634335729e+01, 7.510511078664943163e+00, 6.666622743476141366e+00, 6.224325098732265360e+00, 1.312086285133818286e+01, 1.215126716747863611e+01, 5.820550879329768890e+00, 1.317037298311702109e+01, 1.185200754776101384e+01, 1.211314629408805565e+01, 9.592123639107235533e+00, 1.080272563753120885e+01
2.029000000000000000e+03, 8.316978651833274228e+00, 6.312275040483689814e+00, 2.392200243595420872e+01, 7.479255726377935787e+00, 6.720141201224022254e+00, 6.406599583571746415e+00, 1.320910263918441174e+01, 1.189771238489248084e+01, 5.723379645585302988e+00, 1.319164232970848083e+01, 1.162581413521992602e+01, 1.172228357954379341e+01, 9.554116727525675756e+00, 1.054770045296251091e+01
2.030000000000000000e+03, 8.219560282108014704e+00, 6.275075114772993956e+00, 2.380351179582069676e+01, 7.527336798635424486e+00, 6.648191496598326644e+00, 5.828522076712092215e+00, 1.299605289125642216e+01, 1.195111881214369731e+01, 5.476385719424072818e+00, 1.340169291955824526e+01, 1.152969724490508518e+01, 1.146653311394576846e+01, 9.362296333291363126e+00, 1.066864452092774229e+01
2.031000000000000000e+03, 8.238745787095821171e+00, 6.160667064179737196e+00, 2.418304918494998645e+01, 7.437921300992717200e+00, 6.905386575973400554e+00, 6.233052538386260721e+00, 1.259179566054763022e+01, 1.237332835872423509e+01, 5.864884590118975005e+00, 1.350731937232212942e+01, 1.187035836731386951e+01, 1.171743689560601887e+01, 9.613168297902838333e+00, 1.082591802516022028e+01
2.032000000000000000e+03, 8.151018250681989485e+00, 6.438431819740843665e+00, 2.437577777450938399e+01, 7.424011307698925144e+00, 6.867194568737598814e+00, 6.230407560940326661e+00, 1.266990622993599303e+01, 1.245204752255919445e+01, 5.963508638784649207e+00, 1.327740469347104479e+01, 1.184717286877708808e+01, 1.225874703445075475e+01, 9.859816331700820058e+00, 1.089561830668516684e+01
2.033000000000000000e+03, 8.096372386606581983e+00, 6.282888371766612856e+00, 2.440461923305556624e+01, 7.408718170163004046e+00, 6.841407199500408431e+00, 5.932730524225982016e+00, 1.283803814217340822e+01, 1.223576551496997666e+01, 5.868031502773593644e+00, 1.345054826407173643e+01, 1.186691686239290355e+01, 1.193985234923922079e+01, 9.358161456583323101e+00, 1.083694003311971876e+01
2.034000000000000000e+03, 8.100560881471933428e+00, 6.237484521307375296e+00, 2.502825920047328623e+01, 7.303993614688841340e+00, 6.793870065179945961e+00, 6.448233406809240620e+00, 1.313108300533182415e+01, 1.257143176945288943e+01, 6.091646447489265093e+00, 1.340735757470845080e+01, 1.198277179052381136e+01, 1.140557489204539010e+01, 9.792158076529629440e+00, 1.066490572465391651e+01
2.035000000000000000e+03, 8.100031491154657814e+00, 6.405110133329052324e+00, 2.495296644041193446e+01, 7.385936240124246766e+00, 6.719318311250328080e+00, 6.228885497786722070e+00, 1.378879119871114334e+01, 1.247154211758405573e+01, 6.023338266400230623e+00, 1.340615140304673858e+01, 1.189785000091151623e+01, 1.165501972383873053e+01, 9.901649667403702892e+00, 1.097459166614360448e+01
2.036000000000000000e+03, 8.143110326710166547e+00, 6.353369863523026240e+00, 2.522193416442130953e+01, 7.551341751481404962e+00, 6.733561060561701339e+00, 6.531375694251820185e+00, 1.327582550805079009e+01, 1.239840926688048306e+01, 5.964753589125058042e+00, 1.337859157719001502e+01, 1.196955353040957881e+01, 1.222415403413070401e+01, 9.672905931134540225e+00, 1.087638956442447302e+01
2.037000000000000000e+03, 8.107798501259948054e+00, 6.311127699889511611e+00, 2.566625709656189613e+01, 7.534803522434712519e+00, 7.001017757197097069e+00, 6.802062560807764058e+00, 1.308557931569368726e+01, 1.254109315415481873e+01, 5.906085278639063851e+00, 1.361745461901417720e+01, 1.222901116404400135e+01, 1.228307605641341205e+01, 9.480144209086464713e+00, 1.101018060565884937e+01
2.038000000000000000e+03, 8.113508393068975977e+00, 6.307305392019153523e+00, 2.543926704686209561e+01, 7.767002456787638565e+00, 6.949703237816676982e+00, 6.458335171727291879e+00, 1.368429450494706145e+01, 1.260197531370759272e+01, 5.485415972351322722e+00, 1.318071930202652986e+01, 1.216179479856584145e+01, 1.212064080652344167e+01, 9.738095409031634730e+00, 1.093873803292228430e+01
2.039000000000000000e+03, 7.984132935789773455e+00, 6.521462614735918706e+00, 2.531270826872474444e+01, 7.808467708516369399e+00, 6.807110956986404560e+00, 6.392071008190151282e+00, 1.352874398902787334e+01, 1.259830748884825802e+01, 5.571852342984589868e+00, 1.342906930715559000e+01, 1.189705119342157502e+01, 1.180242871590490239e+01, 1.000163663601905384e+01, 1.122156538922459568e+01
2.040000000000000000e+03, 8.205424145467260288e+00, 6.621032082566823185e+00, 2.569911095237820930e+01, 7.823539882665435208e+00, 7.088702194440444693e+00, 6.330236665211128155e+00, 1.349541608344115851e+01, 1.299335893602141390e+01, 6.045627568707566901e+00, 1.375407024534828437e+01, 1.203425922210900545e+01, 1.186616791724694231e+01, 9.956833179170310189e+00, 1.051670185530409007e+01
2.041000000000000000e+03, 8.028756369052121755e+00, 6.612820452125117043e+00, 2.597516766814801770e+01, 7.719483577916203210e+00, 6.777549221426551362e+00, 6.234524617059934215e+00, 1.344669158273440601e+01, 1.242885486892800628e+01, 5.992802526509787064e+00, 1.404003421898166160e+01, 1.202417301275819383e+01, 1.204539314755824719e+01, 9.742900633358654972e+00, 1.089251133514270720e+01
2.042000000000000000e+03, 7.954212464209214239e+00, 6.793861441860574502e+00, 2.632310753610180853e+01, 7.775020810066954446e+00, 7.073242349197494505e+00, 6.400808035956593756e+00, 1.338537552882175774e+01, 1.310314716531019208e+01, 6.033338647476185201e+00, 1.435190603630351092e+01, 1.208430111620219627e+01, 1.253474856773213553e+01, 9.471490241587098069e+00, 1.107641543189795286e+01
2.043000000000000000e+03, 7.975753187072323946e+00, 6.639423912967461483e+00, 2.645881536766651365e+01, 7.974089167296706471e+00, 7.301132540586298347e+00, 6.266284449644683896e+00, 1.349864245516757144e+01, 1.286077005791733896e+01, 6.358708368543167566e+00, 1.449069244587272287e+01, 1.214804900888106154e+01, 1.189669314197821315e+01, 9.771160854239370863e+00, 1.120604745642955535e+01
2.044000000000000000e+03, 8.069839940048687765e+00, 6.619568135616530569e+00, 2.689356479210201911e+01, 7.981045762170115410e+00, 7.009976584442285663e+00, 6.268273156586202433e+00, 1.352088562009574524e+01, 1.278814905797260160e+01, 6.185812423982579134e+00, 1.383124843274378435e+01, 1.182960815043618119e+01, 1.205329525127895884e+01, 9.800374470145706951e+00, 1.091767387839861492e+01
2.045000000000000000e+03, 8.001132834378701375e+00, 6.721409239198438357e+00, 2.766145899826522125e+01, 8.050519733134390066e+00, 7.282430940977896228e+00, 6.447317945890606694e+00, 1.373156158461783605e+01, 1.292877838232709031e+01, 6.018746588571594280e+00, 1.414335937929915232e+01, 1.174726395389654066e+01, 1.229426637879411821e+01, 9.908493529638141339e+00, 1.085774410491051256e+01
2.046000000000000000e+03, 7.866243753575756337e+00, 6.623963741865903643e+00, 2.780445130709872714e+01, 7.996445753741083351e+00, 7.193429566868049463e+00, 6.179933167463311783e+00, 1.402117310688541529e+01, 1.328888314072219856e+01, 6.289080381299470446e+00, 1.348376625853054911e+01, 1.208390626721304884e+01, 1.272028508504134869e+01, 9.989603162027503203e+00, 1.110963313677712350e+01
2.047000000000000000e+03, 7.811602028981831758e+00, 6.727285742220952436e+00, 2.694428328780794502e+01, 7.951867338169332555e+00, 7.085319801315871580e+00, 5.514723625343334490e+00, 1.375502444247330480e+01, 1.283881345116255446e+01, 6.182950527643271244e+00, 1.371228890945425327e+01, 1.222940466716358188e+01, 1.230548506729061486e+01, 9.872813558091797503e+00, 1.129377212734264013e+01
2.048000000000000000e+03, 7.772880175664938385e+00, 6.581932999169562315e+00, 2.764163050928095089e+01, 7.900176201251797536e+00, 7.284770100994474973e+00, 6.428362133408491275e+00, 1.395848078717200202e+01, 1.390757498442058093e+01, 6.141184148326783721e+00, 1.428555197549411027e+01, 1.236436063425549925e+01, 1.197327218120836001e+01, 9.400313273196172048e+00, 1.097105362959736397e+01
2.049000000000000000e+03, 7.833512246594231954e+00, 6.614461326707425926e+00, 2.806912804631324221e+01, 8.104752329132681510e+00, 7.183192522702503524e+00, 6.020580381742816733e+00, 1.386411482576268206e+01, 1.323547827419088385e+01, 6.031531979980482738e+00, 1.422080748408879280e+01, 1.229970801316252071e+01, 1.232440649383663533e+01, 1.006225591418065157e+01, 1.126877562241994113e+01
2.050000000000000000e+03, 7.855293738127476111e+00, 6.631084829642464484e+00, 2.906940370464403145e+01, 7.934839694232304730e+00, 7.228719884694360331e+00, 6.289579610233494655e+00, 1.339211251749222242e+01, 1.355149960445690915e+01, 6.466441276986059528e+00, 1.427525808317605716e+01, 1.210675689622387807e+01, 1.278190753244961364e+01, 1.019649312290587240e+01, 1.151344908719805105e+01
2.051000000000000000e+03, 7.926731748860128768e+00, 6.811037943700576136e+00, 2.844523102470964560e+01, 8.250591383031396830e+00, 7.156732807951946995e+00, 6.227996241910060071e+00, 1.403992146599048674e+01, 1.355885725173106060e+01, 6.278076597574514750e+00, 1.421993197921797325e+01, 1.223066377205767985e+01, 1.250742867698559380e+01, 9.629026821326837293e+00, 1.124774104816317788e+01
2.052000000000000000e+03, 7.900528103451836870e+00, 6.782727942512184249e+00, 2.849209753150831759e+01, 8.504370089436271485e+00, 7.243329519060956123e+00, 6.535714333884817151e+00, 1.382226523297139664e+01, 1.315688527487553650e+01, 6.315817195079292290e+00, 1.464654782565954250e+01, 1.249536477805178869e+01, 1.216782665678477571e+01, 9.827855072786995549e+00, 1.119863308018376458e+01
2.053000000000000000e+03, 7.850296067597741789e+00, 6.797046998244814731e+00, 2.852143056943004851e+01, 8.260032133671986188e+00, 7.387747023331903584e+00, 6.439659169436438901e+00, 1.380852295583154010e+01, 1.361420266426363668e+01, 6.312631667438889593e+00, 1.468151367760657244e+01, 1.234631169526689654e+01, 1.236777706275598376e+01, 1.010735282316895045e+01, 1.172776411575805255e+01
2.054000000000000000e+03, 7.922758412823088570e+00, 6.968523618980071888e+00, 2.933114898764952372e+01, 7.848452921983623654e+00, 7.295909434480861933e+00, 6.749503846297886689e+00, 1.366063752506545548e+01, 1.291547869501430945e+01, 6.463540152964729835e+00, 1.458413991021294720e+01, 1.223274370766557162e+01, 1.254424014388062680e+01, 1.024688768195003163e+01, 1.134905141319954858e+01
2.055000000000000000e+03, 7.916713526368280185e+00, 6.867228337408539218e+00, 2.954462118884673316e+01, 8.205485334646317241e+00, 7.361620158747063769e+00, 6.208333627020117262e+00, 1.418432544897209802e+01, 1.227081848979261913e+01, 6.391164266268544836e+00, 1.429932191965993304e+01, 1.229841500027103152e+01, 1.309425477138046290e+01, 1.024260126468494825e+01, 1.128801968662560995e+01
2.056000000000000000e+03, 7.933290940184598128e+00, 6.999619855779029898e+00, 2.934668895948028577e+01, 8.401094325953026853e+00, 7.427296512083681357e+00, 5.852165094741135221e+00, 1.414250120673886535e+01, 1.293174183514079623e+01, 6.636243001502584171e+00, 1.473145513568418785e+01, 1.213581525908252345e+01, 1.287125219923976260e+01, 1.022815423886168951e+01, 1.130824259048901759e+01
2.057000000000000000e+03, 7.867742595547784212e+00, 7.000319379102103667e+00, 3.004563296266083938e+01, 8.049085615511256009e+00, 7.297634425539176739e+00, 6.187175046815422519e+00, 1.389328739004435143e+01, 1.309865558421809872e+01, 6.432544876089303365e+00, 1.420074310366226733e+01, 1.224065354261027139e+01, 1.264090397270396160e+01, 1.008310383448020886e+01, 1.123715351107294325e+01
2.058000000000000000e+03, 7.579001777612914381e+00, 6.871393067221267970e+00, 3.033214025964839422e+01, 8.350819467277625918e+00, 7.430887866282378518e+00, 5.816747271910222672e+00, 1.431285401079050779e+01, 1.406049220917437914e+01, 6.535276101352000211e+00, 1.432886731762506827e+01, 1.217541644776677678e+01, 1.276433772971366309e+01, 1.026678800405985470e+01, 1.133621505280396669e+01
2.059000000000000000e+03, 7.483050892735313653e+00, 6.613253736075857425e+00, 3.040359364882775850e+01, 8.675857265699431053e+00, 7.523777891539767282e+00, 6.294514314072275241e+00, 1.402397844285521344e+01, 1.342100162161672650e+01, 6.613337283585334347e+00, 1.458704856807793604e+01, 1.195834893686891576e+01, 1.319539936138298586e+01, 1.026145795007451511e+01, 1.161420414419682068e+01
2.060000000000000000e+03, 7.671513288611252257e+00, 6.799543867088025273e+00, 3.054282992829801913e+01, 8.173957236816391969e+00, 7.546462909415569520e+00, 5.978991064126699229e+00, 1.383468216459461964e+01, 1.268507653224870069e+01, 6.494755488468526572e+00, 1.461497211966475085e+01, 1.220499588682669234e+01, 1.277310265530364575e+01, 1.017739080959582765e+01, 1.158859080401650310e+01
2.061000000000000000e+03, 7.558134556291644657e+00, 6.663009359087637584e+00, 3.102143246584006775e+01, 8.530222707243270364e+00, 7.307906292009049842e+00, 5.298473858310091877e+00, 1.397843324296458078e+01, 1.330948747364096363e+01, 6.511702222473210178e+00, 1.351514990207078526e+01, 1.237738963098226641e+01, 1.244900131587110259e+01, 1.047398937409056430e+01, 1.150895894496901661e+01
2.062000000000000000e+03, 7.584597150694560419e+00, 6.860021989101777962e+00, 3.145354653101237830e+01, 8.526559568872572825e+00, 7.591876446905890141e+00, 6.036868642812599717e+00, 1.445516529272853745e+01, 1.412759861153974050e+01, 6.475987160703909673e+00, 1.333852548760596868e+01, 1.232328413702290426e+01, 1.280228318030563450e+01, 1.014308110733381341e+01, 1.138805823709734888e+01
2.063000000000000000e+03, 7.510569008739046204e+00, 6.381839771667394245e+00, 3.107617208363581440e+01, 8.504481619235457757e+00, 7.444634138325137762e+00, 6.057062307336900098e+00, 1.434616690818557849e+01, 1.349198472998418730e+01, 6.715996116447034758e+00, 1.405484068442887846e+01, 1.220004307149149980e+01, 1.298985273301870791e+01, 9.610781514388831326e+00, 1.152910331255919552e+01
2.064000000000000000e+03, 7.502192281240893657e+00, 6.749942339816889181e+00, 3.178134617771858217e+01, 8.679454689633637088e+00, 7.509432828522109027e+00, 5.641253584586166880e+00, 1.403191757573352838e+01, 1.397262077369173561e+01, 6.387150248420913279e+00, 1.453785584840322009e+01, 1.238751082464017372e+01, 1.269543428699695120e+01, 1.052848598053971507e+01, 1.142940755501623684e+01
2.065000000000000000e+03, 7.440588496671447061e+00, 6.807905794029208479e+00, 3.142674669388769715e+01, 8.701804131172515611e+00, 7.463500473424260484e+00, 6.013480745308397601e+00, 1.458313415158218618e+01, 1.410835518039113268e+01, 6.399535392560337321e+00, 1.416796919452026593e+01, 1.238794963556302520e+01, 1.258128096738439083e+01, 1.047007984965263816e+01, 1.140285493715382081e+01
2.066000000000000000e+03, 7.274122874458329058e+00, 6.855416236169872057e+00, 3.167430527363168125e+01, 8.869989333795890829e+00, 7.638355418460934132e+00, 5.880141161822583840e+00, 1.467361967717271121e+01, 1.333319687223778338e+01, 6.326860683750316738e+00, 1.419959443228323437e+01, 1.237667806905814238e+01, 1.300782705187607213e+01, 1.024714833572552131e+01, 1.181288158699079105e+01
2.067000000000000000e+03, 7.290357900318022111e+00, 6.836553926383546198e+00, 3.328105882839584240e+01, 8.928560051145387533e+00, 7.497205515770683171e+00, 5.788946882114356818e+00, 1.449309481099462360e+01, 1.368843474599043297e+01, 6.160119064374622866e+00, 1.413921346528232093e+01, 1.220499746992971879e+01, 1.340586732177249374e+01, 1.015816465957791692e+01, 1.203816776680786838e+01
2.068000000000000000e+03, 7.354068338437889985e+00, 7.219849549234567121e+00, 3.273801754305146972e+01, 8.660807124267771329e+00, 7.717389812256882919e+00, 5.029054180802790874e+00, 1.435277380159208427e+01, 1.420716291227827455e+01, 6.129668558520901200e+00, 1.467066677578494982e+01, 1.197431932809226574e+01, 1.289549695660602779e+01, 1.059284432772009765e+01, 1.177155088838478036e+01
2.069000000000000000e+03, 7.332779728084124038e+00, 7.182048101767258608e+00, 3.202232653880228241e+01, 8.819054935798394723e+00, 7.327845443401598935e+00, 5.576751613466348623e+00, 1.404622868695086524e+01, 1.403135360056327663e+01, 6.363379945886302735e+00, 1.393841258956911133e+01, 1.183364827190401236e+01, 1.276512038230321622e+01, 1.037007812649511784e+01, 1.128259866093612374e+01
2.070000000000000000e+03, 7.076518480407520073e+00, 6.976165465255758313e+00, 3.305004254046500733e+01, 8.934921232965299609e+00, 7.582972592151382862e+00, 5.463527117225245533e+00, 1.393550634367465157e+01, 1.420276774203665937e+01, 6.469209889031377614e+00, 1.430339082618178459e+01, 1.176832355889975723e+01, 1.308827870227765899e+01, 1.023039320735985847e+01, 1.152735348362005929e+01
2.071000000000000000e+03, 7.028391801663552485e+00, 6.918484220298524612e+00, 3.274451868860927561e+01, 9.086931734478033817e+00, 7.849711215378533780e+00, 5.846188865617740760e+00, 1.404004438349942596e+01, 1.382806244635270865e+01, 6.518526310106286026e+00, 1.415058273330629568e+01, 1.186487585346980644e+01, 1.355862629269417141e+01, 9.942597498103435072e+00, 1.177561391957405945e+01
2.072000000000000000e+03, 7.212527929693505868e+00, 7.101576927719005283e+00, 3.286962328211464524e+01, 8.616538621478927240e+00, 8.043907031672127061e+00, 5.677380200203456795e+00, 1.436943523706304582e+01, 1.428744778741667965e+01, 6.738608223603341330e+00, 1.404653899033672459e+01, 1.182151737174337924e+01, 1.312702968769155021e+01, 1.090583616362556896e+01, 1.208667996397031708e+01
2.073000000000000000e+03, 7.159851267803616359e+00, 7.260865005136118100e+00, 3.409884352461360635e+01, 8.778515516032360466e+00, 7.649513596806301052e+00, 5.584999244523300987e+00, 1.469634339360597508e+01, 1.438372886903104053e+01, 6.601470646674552967e+00, 1.457943308516118464e+01, 1.192966102216247037e+01, 1.289979358208703886e+01, 1.073962220824654246e+01, 1.165522263889616816e+01
2.074000000000000000e+03, 6.818407490680892025e+00, 7.319255368699706388e+00, 3.361734426957448107e+01, 9.044572769790729438e+00, 7.894801602736887247e+00, 5.882115089480323356e+00, 1.448337235020733260e+01, 1.331503788409489708e+01, 6.682333294135679225e+00, 1.363323376263497089e+01, 1.184563427815935199e+01, 1.316896590850070936e+01, 1.024670821760454409e+01, 1.193234203025311579e+01
2.075000000000000000e+03, 6.749837893443320525e+00, 7.279500930653775015e+00, 3.399554799215713530e+01, 9.204299813069182434e+00, 7.511826180502340300e+00, 4.904264184388556380e+00, 1.475963080163560903e+01, 1.432566077304672802e+01, 6.536489179608668820e+00, 1.385169244334320382e+01, 1.168752134061712944e+01, 1.346022266225433839e+01, 1.029876519221367204e+01, 1.211607467617517564e+01
2.076000000000000000e+03, 6.789692150229560852e+00, 6.743528455943903488e+00, 3.389163702649781129e+01, 9.076278311938413168e+00, 7.844682633180288356e+00, 4.994699779892298963e+00, 1.464897418036481014e+01, 1.456610558797899024e+01, 6.786781711531631345e+00, 1.413603357221129997e+01, 1.186941400389876300e+01, 1.373323970056370769e+01, 1.044587295038039265e+01, 1.192110183018499647e+01
2.077000000000000000e+03, 6.716303264198002942e+00, 6.916542039595968028e+00, 3.378161002889388698e+01, 9.049381719570909866e+00, 8.030072855024181777e+00, 5.237040308414864676e+00, 1.416075951794083920e+01, 1.368631405440934934e+01, 6.516115636678468270e+00, 1.407836059651778093e+01, 1.204870848302582864e+01, 1.322545327225732947e+01, 1.047795743715999706e+01, 1.135105936228698553e+01
2.078000000000000000e+03, 6.789624313034191339e+00, 6.504407897759275414e+00, 3.438395056694589869e+01, 9.352535775129217299e+00, 7.841269415898108441e+00, 5.978998053680824931e+00, 1.462067391638818492e+01, 1.367605745680111440e+01, 6.978462470639897219e+00, 1.467004097794556650e+01, 1.182366478168801294e+01, 1.312970176325689309e+01, 1.057175034446301609e+01, 1.174513543299479146e+01
2.079000000000000000e+03, 6.644350564982201668e+00, 7.010394083725816294e+00, 3.445280270158020386e+01, 9.154346530411155314e+00, 7.665169735605674717e+00, 5.554793541684461822e+00, 1.438804054127846044e+01, 1.517772447318835916e+01, 6.563254084917937270e+00, 1.455841071267885312e+01, 1.152987663140671160e+01, 1.334511186847364961e+01, 1.059183396207506433e+01, 1.243594085064357202e+01
2.080000000000000000e+03, 6.708212703223376039e+00, 7.252371413020965996e+00, 3.495465601579888926e+01, 9.176449359342376155e+00, 8.056704996081831993e+00, 5.860877716233995116e+00, 1.425006544826394972e+01, 1.390053368977905990e+01, 6.808736449987119244e+00, 1.440007926193293564e+01, 1.160138334979842867e+01, 1.378218261469399764e+01, 1.083719834569758156e+01, 1.238090323354927058e+01
2.081000000000000000e+03, 6.668355911859633167e+00, 6.948266745566081148e+00, 3.493258288978852022e+01, 9.436734976237868722e+00, 8.027307302491138330e+00, 5.471239825302101956e+00, 1.436439154550468444e+01, 1.483201814010842767e+01, 6.779423558162905650e+00, 1.451391313444863940e+01, 1.184111032407554198e+01, 1.394785523402538274e+01, 1.065437212315047333e+01, 1.181899252144356538e+01
2.082000000000000000e+03, 6.593975910136322227e+00, 7.237068573033385022e+00, 3.523853907240268057e+01, 9.281094855256448284e+00, 8.022891065246099629e+00, 5.250033731275904891e+00, 1.456871586942620844e+01, 1.461628431819262630e+01, 6.770762743637488867e+00, 1.432694396260578529e+01, 1.172152022757820689e+01, 1.350998928454679593e+01, 1.068810617912207306e+01, 1.189842418737617891e+01
2.083000000000000000e+03, 6.573504820230240853e+00, 7.376250438823683808e+00, 3.420826800184885741e+01, 9.690484369891258609e+00, 7.927720435102152408e+00, 5.365167299518750710e+00, 1.471026199838880189e+01, 1.432531824960909539e+01, 6.959921081711332391e+00, 1.436586892526461945e+01, 1.191723588790043209e+01, 1.337981422319438884e+01, 1.051799267063484322e+01, 1.217632074116961505e+01
2.084000000000000000e+03, 6.459364355729807272e+00, 7.264442433706538083e+00, 3.557306232721224859e+01, 1.003733629625436130e+01, 8.000750939230577785e+00, 5.450691613410207026e+00, 1.413310991729153443e+01, 1.465876803645926252e+01, 7.041153110032010609e+00, 1.433374556300721636e+01, 1.183507480860923167e+01, 1.361261840160650394e+01, 1.065162410047048702e+01, 1.187961877611922823e+01
