year, UKESM1-0-LL, MIROC-ES2L, TaiESM1, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, CMCC-CM2-SR5, CESM2-WACCM, CanESM5, IPSL-CM6A-LR, INM-CM4-8, NorESM2-MM, ACCESS-ESM1-5
2.076000000000000000e+03, 2.081707912834012575e+00, 2.656683494954365177e+00, 2.391073862835324970e+00, 1.461012739306328356e+00, 2.187861659010610360e+00, 1.894482890975319744e+00, 1.784944029021902079e+00, 1.991055690937863387e+00, 2.460574108345340960e+00, 2.432258389406295240e+00, 2.158436822209533812e+00, 2.843378699444425450e+00, 2.585568017439238808e+00, 2.363678486464914297e+00, 1.654955921644916783e+00, 2.335297520943305116e+00
2.077000000000000000e+03, 1.847170122134539350e+00, 2.581686873720384412e+00, 2.407312617281290645e+00, 1.485022739954171334e+00, 2.386739981079220030e+00, 1.841334078104345018e+00, 1.724972989159371695e+00, 2.129878967294585035e+00, 2.513457494555023874e+00, 2.319352544493465285e+00, 1.975195049156611482e+00, 2.862452837195167632e+00, 2.310142971716703464e+00, 2.431195536194302065e+00, 1.811958119302988113e+00, 2.196999294110727252e+00
2.078000000000000000e+03, 1.897010652999907121e+00, 2.833691178717505643e+00, 2.657552336788537417e+00, 1.808083898640987064e+00, 2.017887269735600508e+00, 1.943921930672428466e+00, 1.983213890709631499e+00, 2.070302976794774708e+00, 2.333225318272010629e+00, 2.431295045949667166e+00, 2.285871928937655007e+00, 2.783390614736327429e+00, 2.491704959396103369e+00, 2.306354878059818869e+00, 1.641144914900095619e+00, 2.312153695390053443e+00
2.079000000000000000e+03, 2.166558822053727074e+00, 2.861585281369489753e+00, 2.670471919543230932e+00, 1.612496892483675115e+00, 2.337075947556247257e+00, 1.907524365853559667e+00, 1.650526493077242751e+00, 2.146638466360622832e+00, 2.560991339161803992e+00, 2.557867560224590608e+00, 2.261956829355496357e+00, 2.918455622404755534e+00, 2.469265923111182648e+00, 2.104707913497124050e+00, 1.778717135990052656e+00, 2.572184936729155602e+00
2.080000000000000000e+03, 1.904280541463527987e+00, 2.453862246290514193e+00, 2.445179787466936983e+00, 1.730070660411922256e+00, 2.249202330472044320e+00, 1.859117206524103283e+00, 1.733529921690299069e+00, 1.957753210947495326e+00, 2.374830553476491080e+00, 2.543190559777369852e+00, 2.213874518116880186e+00, 2.680657245323591287e+00, 2.566140156301885966e+00, 2.407821965955211585e+00, 1.851089147289470382e+00, 2.423690355088630621e+00
2.081000000000000000e+03, 2.138400045994057752e+00, 2.771963722262554608e+00, 2.492709366109197244e+00, 1.626231548143254990e+00, 2.133251982227580612e+00, 1.841208413159408419e+00, 1.751078721503591451e+00, 2.006470073868000359e+00, 2.465154770761801117e+00, 2.640501460959670421e+00, 2.224114328759342563e+00, 2.774920201223497696e+00, 2.398699871505483028e+00, 2.319297597367385944e+00, 1.753591220146437868e+00, 2.530957703242298518e+00
2.082000000000000000e+03, 2.047953314039965722e+00, 2.783559669585585539e+00, 2.360519155217916332e+00, 1.526560855169578623e+00, 2.188603443888502920e+00, 1.819579834542983443e+00, 1.773280919055875149e+00, 1.986018290205109560e+00, 2.421641822858731086e+00, 2.682688586843729350e+00, 2.163395882718453400e+00, 2.998180756081135989e+00, 2.544613424164239746e+00, 2.373842001084706332e+00, 1.832608816061925605e+00, 2.467799487151574933e+00
2.083000000000000000e+03, 1.824945584235805551e+00, 2.988218736195155767e+00, 2.545274747126978543e+00, 1.588404342115009360e+00, 2.048347315212675213e+00, 1.957476316379161085e+00, 1.794398681024990561e+00, 2.053449897154286941e+00, 2.420960507541038087e+00, 2.414360976665569147e+00, 2.313850846606170464e+00, 2.732619074889061750e+00, 2.446573897741919801e+00, 2.408670653317913413e+00, 1.800047662179505181e+00, 2.378501842553117029e+00
2.084000000000000000e+03, 2.007945320432842351e+00, 2.824781523046362874e+00, 2.225146435256816879e+00, 1.679098987114073571e+00, 2.265004857395118254e+00, 1.923359897063188884e+00, 1.812458372492679715e+00, 2.132840624225908588e+00, 2.464554766118729034e+00, 2.413085079795239896e+00, 2.522817550542669984e+00, 2.777157171858451346e+00, 2.368509739692528981e+00, 2.430733653701667940e+00, 1.922182257439886577e+00, 2.654052494099108372e+00
2.085000000000000000e+03, 2.066877356020039080e+00, 2.565380495916096404e+00, 2.356089851561825377e+00, 1.690149394377756353e+00, 2.129903885345879377e+00, 1.830446398734318469e+00, 1.891469097094387930e+00, 2.139974879813050901e+00, 2.413217257579938657e+00, 2.619926301240969035e+00, 2.218981518251351037e+00, 2.604114532079800703e+00, 2.647620294573911348e+00, 2.399455512973450944e+00, 2.007250548942279611e+00, 2.459660838588426213e+00
2.086000000000000000e+03, 2.059064048421967552e+00, 2.818975039876471911e+00, 2.534001699412979036e+00, 1.674597524312336772e+00, 2.181530702091696750e+00, 1.785356305851640846e+00, 1.748399386303313818e+00, 1.969936929076979926e+00, 2.614535463605603738e+00, 2.722758149904007219e+00, 2.107228968654971446e+00, 2.855454627932838996e+00, 2.883489128775736265e+00, 2.479834725967252851e+00, 1.857107945843134544e+00, 2.651003436553461157e+00
2.087000000000000000e+03, 2.049534869016691907e+00, 3.173859254849509703e+00, 2.627801392318704465e+00, 1.693726026890399972e+00, 2.352393557094335286e+00, 1.792838097612052373e+00, 1.858131600175987330e+00, 2.284266554750921774e+00, 2.523190015705212730e+00, 2.639210358735478490e+00, 2.154749127423684296e+00, 2.908949410023604631e+00, 2.564267423897838682e+00, 2.306539452633816101e+00, 1.791279259227775533e+00, 2.422336202940640337e+00
2.088000000000000000e+03, 2.083417449450815973e+00, 2.679314416705936175e+00, 2.465502344578734295e+00, 1.489678018052654540e+00, 2.119867626222096124e+00, 2.017799233023660488e+00, 1.748675466099502529e+00, 1.988351913032744722e+00, 2.534099540921999516e+00, 2.493961098169961144e+00, 2.212538345409207796e+00, 3.029058850450347951e+00, 2.487359851426906410e+00, 2.526962723610055139e+00, 1.853394378294539013e+00, 2.677125248111386302e+00
2.089000000000000000e+03, 2.024972562999971526e+00, 2.506329819809976822e+00, 2.328316814850770022e+00, 1.512810346154117358e+00, 2.142382193117675637e+00, 1.893179628520001767e+00, 1.888962703508049845e+00, 1.994510020316621945e+00, 2.476572776265330234e+00, 2.315057647469546342e+00, 1.912280059991165349e+00, 2.911240709925601688e+00, 2.437261337877715484e+00, 2.468221908125769914e+00, 1.831984054559715913e+00, 2.510268558795850424e+00
2.090000000000000000e+03, 2.023074346321318107e+00, 2.808200291375153590e+00, 2.385334313259035000e+00, 1.682416727365979137e+00, 1.958141313310687748e+00, 1.843129359137992695e+00, 1.914095047275048644e+00, 2.076590557836541784e+00, 2.478751446838682426e+00, 2.481732054024304635e+00, 2.027139588050241858e+00, 2.761134539954530176e+00, 2.709605421302011763e+00, 2.613545594035576958e+00, 1.875478413852164739e+00, 2.464958616571602423e+00
2.091000000000000000e+03, 2.206243250087494889e+00, 2.775381471153000490e+00, 2.790742745894834176e+00, 1.606426650080837959e+00, 2.175006094770422393e+00, 1.887092894505699947e+00, 1.993171837145602199e+00, 2.000180802268638036e+00, 2.371760367974752537e+00, 2.766365455032294474e+00, 2.060411886527315772e+00, 2.907770739311929642e+00, 2.713120490030034748e+00, 2.513839360972031756e+00, 2.067101981334902749e+00, 2.268340367266967306e+00
2.092000000000000000e+03, 1.976712731210138463e+00, 2.884359473820048425e+00, 2.590203182201526122e+00, 1.618737991092789930e+00, 2.305732900301944888e+00, 1.955330562882159784e+00, 1.653315134091724703e+00, 1.963067824733928823e+00, 2.509974060152192710e+00, 2.680589217964560511e+00, 1.929810834007671616e+00, 3.016290105240679864e+00, 2.586758347031402394e+00, 2.306257873314743634e+00, 2.089544188978407213e+00, 2.395886663416864071e+00
2.093000000000000000e+03, 1.859016301808020799e+00, 2.685407130368811845e+00, 2.147450757817265465e+00, 1.389340782584549627e+00, 2.312843809428429154e+00, 1.836552512782513746e+00, 1.767821281289335689e+00, 2.090510622978217548e+00, 2.524402883642081541e+00, 2.738351807532402038e+00, 2.201187978928481392e+00, 2.818435981055381845e+00, 2.654855131192574991e+00, 2.442521290031236969e+00, 1.842673650946692998e+00, 2.933083120208506589e+00
2.094000000000000000e+03, 1.973199248441711129e+00, 2.915663192506892987e+00, 2.378506370969965644e+00, 1.748230884241882110e+00, 2.102989306279390735e+00, 2.194490820022961586e+00, 1.852384424123324047e+00, 2.104305879507593957e+00, 2.476213556455781895e+00, 2.541047738587459026e+00, 1.991773136451761239e+00, 2.824704972229223010e+00, 2.724460801162356116e+00, 2.411222108458159319e+00, 1.893178558596543271e+00, 2.836751512862708324e+00
2.095000000000000000e+03, 2.010402167820213748e+00, 2.885622372320890694e+00, 2.357312672575612833e+00, 1.538313074639573230e+00, 2.292280625793608362e+00, 1.758805687981735533e+00, 1.875380740774279964e+00, 2.046572046897883190e+00, 2.433124378090690598e+00, 2.552186149421778794e+00, 2.117146908720450860e+00, 2.807113460354487611e+00, 2.541903093103711875e+00, 2.249864089896759456e+00, 1.950387285598915277e+00, 2.346319259539970670e+00
2.096000000000000000e+03, 2.064424357085052897e+00, 2.958796287088419241e+00, 2.468516270923664102e+00, 1.707989220854331025e+00, 2.224620730673378954e+00, 1.957811902870147946e+00, 1.724714630437866658e+00, 1.990132720033942704e+00, 2.473475961396844891e+00, 2.733622758275039200e+00, 2.132263319479117847e+00, 2.686137255905196586e+00, 2.624129634715100856e+00, 2.275895248716867769e+00, 1.875530631445351037e+00, 2.388559373423234877e+00
2.097000000000000000e+03, 1.980413144698008221e+00, 2.612484795403357651e+00, 2.343516156715733878e+00, 1.677837762274837052e+00, 1.941990526575843923e+00, 1.851509001844727331e+00, 1.649972034159575385e+00, 2.281127459863430573e+00, 2.355361296897440226e+00, 2.565674642488669388e+00, 2.114072022647143445e+00, 2.863648340751049570e+00, 2.744468660530368087e+00, 2.255456199819767527e+00, 1.773214465640188697e+00, 2.427988204547150364e+00
2.098000000000000000e+03, 2.137916036704976097e+00, 2.779770631192654662e+00, 2.446022507985137207e+00, 1.710037371818378560e+00, 2.214174845276787096e+00, 1.921353009767392317e+00, 1.794038207299608390e+00, 2.165519794920997221e+00, 2.551325687291773558e+00, 2.516822000074478094e+00, 2.062105187746642532e+00, 2.860741511021852812e+00, 2.546085794558725190e+00, 2.511036265483754359e+00, 1.686235847504076846e+00, 2.720325788304822190e+00
2.099000000000000000e+03, 2.136868127125581385e+00, 2.920488949194417039e+00, 2.794092687400909103e+00, 1.450507859195788063e+00, 2.032078531182066161e+00, 1.835354470189983545e+00, 1.836940266421877466e+00, 2.194167444929343791e+00, 2.379536426606512212e+00, 2.714469116235572521e+00, 2.171022542537846878e+00, 2.876784700039877407e+00, 2.628157355234468806e+00, 2.577570330062403325e+00, 1.843145066796892273e+00, 2.623479794261058373e+00
2.100000000000000000e+03, 1.935605495854044955e+00, 2.777418657672404034e+00, 2.546276830958924542e+00, 1.612476704664517202e+00, 2.176062194475167910e+00, 1.916100244130507280e+00, 1.648602877974538305e+00, 1.990312465697721356e+00, 2.527140905879948996e+00, 2.623671322055722399e+00, 1.975882865400558019e+00, 2.846861186887913231e+00, 2.417570327161677746e+00, 2.616203303133944669e+00, 1.715692776279238219e+00, 2.663466702102134320e+00
