year, CanESM5, TaiESM1, UKESM1-0-LL, INM-CM5-0, ACCESS-ESM1-5, MPI-ESM1-2-LR, NorESM2-LM, MIROC-ES2L, NorESM2-MM, GFDL-ESM4, CNRM-ESM2-1, INM-CM4-8, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, CMCC-CM2-SR5
2.076000000000000000e+03, 3.015909358190900775e+02, 3.012780230180771923e+02, 3.016859430075775208e+02, 2.989080208999677097e+02, 3.003276405783191194e+02, 2.994187204060929730e+02, 3.004634039519518751e+02, 3.012248144872695548e+02, 3.008566763629813181e+02, 2.991783293485322588e+02, 3.008854985187569469e+02, 2.990984937254560805e+02, 3.009707186706606876e+02, 3.001413898320925568e+02, 2.995328603700468761e+02, 3.007659739823052973e+02
2.077000000000000000e+03, 3.013374406290415664e+02, 3.012330571779179422e+02, 3.023095134909652870e+02, 2.989101183094350063e+02, 3.013390628759948981e+02, 2.990033508306959220e+02, 2.995913842319608875e+02, 3.006340507496269083e+02, 2.994604661034830997e+02, 2.992739499844927877e+02, 3.011287598999698503e+02, 2.990352373032838500e+02, 3.018623923397994417e+02, 2.988953222448574820e+02, 2.990575757754260167e+02, 3.002218047110041539e+02
2.078000000000000000e+03, 3.015864798731336691e+02, 3.013027254338788339e+02, 3.019200969221237756e+02, 2.990652786293260874e+02, 3.013128792035817014e+02, 2.991140664260009885e+02, 2.997491218566620432e+02, 3.002745109774830894e+02, 2.989285336919297720e+02, 3.001259271312223404e+02, 3.007888808504041549e+02, 2.991610894961604572e+02, 3.013498739932974217e+02, 2.994400341790883431e+02, 2.995439224117084791e+02, 3.009812124494064278e+02
2.079000000000000000e+03, 3.016607281140641703e+02, 3.012307911306845654e+02, 3.017922578299887277e+02, 2.988251158400765348e+02, 3.008784406925453823e+02, 2.995584885533357919e+02, 2.998785036512136912e+02, 3.006292863756868314e+02, 3.000320087849759148e+02, 2.992552681415889424e+02, 3.013298886840867112e+02, 2.991229898903217759e+02, 3.004014597673204321e+02, 2.998702479895834472e+02, 2.997338352636700733e+02, 3.009496034897519507e+02
2.080000000000000000e+03, 3.020646531418003633e+02, 3.014860786211802406e+02, 3.021330608878838007e+02, 2.991308254269271174e+02, 3.009145989050995240e+02, 3.000086429852625542e+02, 3.008525012397359433e+02, 3.012787257712921019e+02, 3.007169282329880957e+02, 2.995117059044963526e+02, 3.010745114771621616e+02, 2.989815908717237676e+02, 3.010125653030278841e+02, 3.005351544784007274e+02, 2.992232778990177167e+02, 3.011603723349026041e+02
2.081000000000000000e+03, 3.022695814847028828e+02, 3.014002068285121254e+02, 3.025452605725857325e+02, 2.990265193809176480e+02, 3.011845143532362954e+02, 2.998341190657121160e+02, 3.006613451776523789e+02, 3.016107859100233100e+02, 2.999994500586632853e+02, 3.001374689285020168e+02, 3.014893739200118148e+02, 2.992575068621530932e+02, 3.016980830380783232e+02, 2.994778793166387914e+02, 2.997115990453430072e+02, 3.015825790597159539e+02
2.082000000000000000e+03, 3.023969110086572982e+02, 3.015688393550773299e+02, 3.018160863949104282e+02, 2.992633784039880993e+02, 3.009578360416315945e+02, 3.003201750386145363e+02, 3.006374956939698109e+02, 3.006829696546276409e+02, 3.004508357875853903e+02, 2.998216482306304442e+02, 3.010751489328438879e+02, 2.992640244039868662e+02, 3.012843315096567949e+02, 2.997969625378746059e+02, 2.999860577534632284e+02, 3.006878673801214745e+02
2.083000000000000000e+03, 3.016163794524334776e+02, 3.014179128135701262e+02, 3.018590165520698747e+02, 2.989780337392344336e+02, 3.013165190706959606e+02, 2.999130377462234947e+02, 3.010155039428494774e+02, 3.003388844293824604e+02, 3.006590926526029079e+02, 2.998112426910113868e+02, 3.017091609184682284e+02, 2.992100266802894453e+02, 3.021116277955468377e+02, 3.000510942281974280e+02, 2.999274109716746466e+02, 3.007414345962957327e+02
2.084000000000000000e+03, 3.020441606505488608e+02, 3.010439114464649037e+02, 3.023097104540454438e+02, 2.986908009270183015e+02, 3.014556058979538307e+02, 2.997105374424827460e+02, 3.012460295732796567e+02, 3.011760713478919342e+02, 3.002411595509429389e+02, 2.994358925672452756e+02, 3.017130985411134247e+02, 2.989396666769350759e+02, 3.015684601218058560e+02, 3.007171458736281124e+02, 2.997510831720976512e+02, 3.010400658046688704e+02
2.085000000000000000e+03, 3.021509945569067668e+02, 3.014447594844669425e+02, 3.025729933451480633e+02, 2.993667605011051478e+02, 3.011734521734680357e+02, 2.999508923348151370e+02, 3.005688649344341457e+02, 3.020884938815977989e+02, 3.005755919256395714e+02, 2.997537645058156386e+02, 3.012987882314940862e+02, 2.993608813768385630e+02, 3.018834303831907846e+02, 2.997396194369948148e+02, 3.006690478492715215e+02, 3.017608373617088660e+02
2.086000000000000000e+03, 3.024208344187914577e+02, 3.020113551326829224e+02, 3.022116271893747239e+02, 2.993617245076360405e+02, 3.015085372427030279e+02, 3.006422382568608214e+02, 3.001273985839897023e+02, 3.013633724311850983e+02, 3.002147091225610325e+02, 3.000487513449016319e+02, 3.015268578869169005e+02, 2.992879005128803556e+02, 3.016573855984413512e+02, 3.001558520365358049e+02, 2.998323331717685960e+02, 3.018029081352336789e+02
2.087000000000000000e+03, 3.025091613947186033e+02, 3.016024052260151507e+02, 3.024103001410729803e+02, 2.991265494594075562e+02, 3.007874827310545243e+02, 3.002206810206430987e+02, 3.003114155020226121e+02, 3.004848223884035292e+02, 3.003967557770188250e+02, 2.997942322803368143e+02, 3.016938778741146621e+02, 2.991013237112391607e+02, 3.023371601963523290e+02, 2.999645545103683162e+02, 2.995661502385605672e+02, 3.008477277943255785e+02
2.088000000000000000e+03, 3.025203716126649738e+02, 3.013818503462196645e+02, 3.021625178995612941e+02, 2.994610350679576527e+02, 3.014984340068138522e+02, 2.998860438228207386e+02, 3.014888622826458118e+02, 3.011529166821090371e+02, 3.007665792413033046e+02, 3.001297009886887963e+02, 3.021458154279418977e+02, 2.992489694359623513e+02, 3.023216164865847304e+02, 3.009688990699186775e+02, 2.998963603124333304e+02, 3.007678572427327595e+02
2.089000000000000000e+03, 3.023534251757114930e+02, 3.014074876201755160e+02, 3.029713132663721922e+02, 2.990675840279099020e+02, 3.022629055825399860e+02, 3.007317844714302737e+02, 3.013934046609796837e+02, 3.022640286155147464e+02, 3.011908275979014320e+02, 2.999832751800093433e+02, 3.020520086882925170e+02, 2.993395174252851803e+02, 3.017810565887898520e+02, 3.010745528299366924e+02, 3.000511063143346178e+02, 3.011521605190977198e+02
2.090000000000000000e+03, 3.027717799180836096e+02, 3.019833159952862616e+02, 3.028688094229649437e+02, 2.991560735407628044e+02, 3.012707605518615992e+02, 3.007134212937279472e+02, 3.007939353686173831e+02, 3.011337774594457528e+02, 3.007193610380822975e+02, 3.004755143532090074e+02, 3.020440481356469036e+02, 2.993348591447809781e+02, 3.020681775517326173e+02, 2.998328331124052966e+02, 3.004957778612705965e+02, 3.021701956050623039e+02
2.091000000000000000e+03, 3.028464124028387801e+02, 3.025498986294144856e+02, 3.030523636624221240e+02, 2.993608981156617119e+02, 3.010774714710594822e+02, 3.003720208373053424e+02, 3.010603911890565314e+02, 3.010052814374341779e+02, 3.006000996822659772e+02, 3.002146742914234210e+02, 3.015071641320714662e+02, 2.995024564227802557e+02, 3.022084597169825315e+02, 2.997155662699873915e+02, 2.998862004096934015e+02, 3.020194617423123304e+02
2.092000000000000000e+03, 3.034606150380014924e+02, 3.017684754844630106e+02, 3.027544577578124176e+02, 2.993805630319891407e+02, 3.015403862372760386e+02, 3.001038534296229727e+02, 3.017536773473609628e+02, 3.014220477860343976e+02, 3.005672404696570084e+02, 2.996661707730320359e+02, 3.019185893572154669e+02, 2.996120805648216674e+02, 3.017263530059123013e+02, 3.006062708494512776e+02, 3.003078869756312201e+02, 3.010618400446237501e+02
2.093000000000000000e+03, 3.028797619037542859e+02, 3.017495493018557227e+02, 3.033028948428678291e+02, 2.996365952804187600e+02, 3.014862706197911280e+02, 3.000868731624611883e+02, 3.019586462924334000e+02, 3.019147664013447070e+02, 3.005647261682241833e+02, 3.002720818076067530e+02, 3.027351262906990428e+02, 2.995588532471135750e+02, 3.022628864458882845e+02, 3.014178802675572797e+02, 3.008600925801596304e+02, 3.007376965871407606e+02
2.094000000000000000e+03, 3.031415409229356328e+02, 3.019988673648619510e+02, 3.034165637739802150e+02, 2.994643931256484848e+02, 3.018386893244627345e+02, 3.001438214506929398e+02, 3.004779490459686144e+02, 3.012399980937221926e+02, 3.015895182021057508e+02, 3.005031146718081914e+02, 3.020006434841224632e+02, 2.997123500673057492e+02, 3.024425642968269017e+02, 3.009707928633956726e+02, 3.009829781890126128e+02, 3.010009089350056684e+02
2.095000000000000000e+03, 3.027420048912563857e+02, 3.022897737449697502e+02, 3.031145292229950314e+02, 2.994361361613932218e+02, 3.016366722219751750e+02, 3.002677185459573366e+02, 3.005432167885441572e+02, 3.009358612451617887e+02, 3.013692343862882126e+02, 2.998104335076342863e+02, 3.020294415110736850e+02, 2.994818131796516241e+02, 3.024524179453445640e+02, 3.007408348012992860e+02, 3.007838609161171917e+02, 3.015565139679990239e+02
2.096000000000000000e+03, 3.030559483207419476e+02, 3.021305391380224137e+02, 3.031779898987812771e+02, 2.993747452382258416e+02, 3.015184956370441114e+02, 3.002655661152651874e+02, 3.014163478291197293e+02, 3.013769200543165425e+02, 3.002126838757977225e+02, 3.005119197074421891e+02, 3.020640307520008605e+02, 2.996832748102374353e+02, 3.025391516986722422e+02, 3.008977621122269284e+02, 3.009323865930715556e+02, 3.020769118693451105e+02
2.097000000000000000e+03, 3.031415311474137866e+02, 3.022655329771751553e+02, 3.035346648613293041e+02, 2.996845868551609442e+02, 3.021715004943064287e+02, 3.007088813958489482e+02, 3.017512691783378500e+02, 3.025134167043839852e+02, 3.003711018765719132e+02, 3.005689786634520146e+02, 3.024973857342047268e+02, 2.997814658157605550e+02, 3.023448897391544961e+02, 3.010139084999797205e+02, 3.014540370449767011e+02, 3.016231333890337396e+02
2.098000000000000000e+03, 3.032993754963956121e+02, 3.026842133951273013e+02, 3.036583553345670339e+02, 2.995466928860433313e+02, 3.021909822036457172e+02, 3.008282231377048674e+02, 3.010746485305323290e+02, 3.019022560698986695e+02, 3.012557787712322011e+02, 3.003043478629840024e+02, 3.019741627889363258e+02, 2.995548807409226697e+02, 3.028917734202561860e+02, 3.005103749111810885e+02, 3.007545710566612343e+02, 3.016262605117721023e+02
2.099000000000000000e+03, 3.033811402107829167e+02, 3.029758175816841685e+02, 3.035078645496360537e+02, 2.997394592446652837e+02, 3.021516981518810212e+02, 3.002845944435592287e+02, 3.014990961311764863e+02, 3.008168030905433739e+02, 3.018826550542123073e+02, 3.008414772692249244e+02, 3.026180667729317975e+02, 3.000331706098958762e+02, 3.020204308093522059e+02, 3.007320703074806829e+02, 3.008220389790206468e+02, 3.019977753149509567e+02
2.100000000000000000e+03, 3.032831324398046604e+02, 3.026438295367649971e+02, 3.040534102312881259e+02, 2.997484276473527416e+02, 3.021575468910166364e+02, 3.002125486918056936e+02, 3.025650069462047895e+02, 3.018804108785228095e+02, 3.013356025647285037e+02, 3.001599661242029242e+02, 3.026485385176960676e+02, 2.998849886091186931e+02, 3.028701974534274655e+02, 3.013906684292471141e+02, 3.014290359354246789e+02, 3.021631893732200638e+02
