year, IPSL-CM6A-LR, MPI-ESM1-2-LR, GFDL-ESM4, CMCC-CM2-SR5, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CanESM5, CESM2-WACCM, TaiESM1, MIROC-ES2L, INM-CM4-8
2.074000000000000000e+03, -4.583713071545003070e-01, -9.587158174799553789e-01, -1.558281927535404510e+00, -2.736342647395612615e-01, -1.375633400979868526e+00, -5.607581383116885254e-01, -2.431108506535954450e-01, -4.805648342378974758e-01, -1.790351972028445982e+00, -4.409702792344658701e-02, -6.916826915671010489e-01, 3.420668755347291423e-01, 8.640049687652234800e-01, -1.396904135354429810e+00, 5.540288370368207094e-01, 2.196876370415860313e-01
2.075000000000000000e+03, -4.130718905593898649e-01, -5.932416982712500619e-01, -1.392026725079897713e-02, 7.723860030362184048e-02, -1.442184645288097922e-01, -1.454081774481061684e+00, -7.464325351185977508e-01, -9.332489003792178162e-01, -1.336421118550493281e+00, -2.544610602595826498e-01, -9.805627369747893507e-02, 3.303384891817008895e-01, 1.152723838448966198e+00, -9.740890411044723961e-04, 4.127048673857953154e-01, 3.061534259590338314e-01
2.076000000000000000e+03, -3.840356471956706264e-01, -6.646657351482948561e-02, -4.256655764085580662e-01, -1.122004691399486997e+00, 6.921063310080391440e-02, -5.830744051073818435e-01, -1.796136221782809406e+00, 2.912782790810888606e-03, -8.556073748931171119e-01, 8.523193076625658060e-01, 1.320670989998660727e-01, 1.389310051775054955e+00, 8.642893028064044803e-01, -8.090171708007961593e-01, -4.568793995746527337e-01, 1.127389641442113621e+00
2.077000000000000000e+03, -6.897501194236557165e-01, 6.708338350295457442e-01, -2.324697070359448281e-01, -1.834634698142141085e+00, -1.920659776948795638e+00, -7.158725172111011226e-01, -6.114917487860414003e-01, -1.132953148198528659e+00, 1.184562694105294023e+00, 1.028942442472830399e+00, -1.171507063743085997e+00, 1.695261376838121725e+00, 3.746838931485229063e-01, -7.120270456154687011e-01, 3.147981379527670098e-01, 1.797032879278766204e+00
2.078000000000000000e+03, -3.849467223780508318e-01, 1.549141411741729035e-01, -1.221690076165129257e+00, -9.898102046173817836e-02, -2.223803376363868711e+00, 1.268395064391555048e-02, -1.015738193048940863e+00, 1.276768547602803450e-01, -1.264262554531542904e+00, -3.488979182768218723e-01, -1.125672057196058784e+00, 3.973364945557038563e-01, 9.196790979868982863e-01, -6.755292106302438482e-01, 7.299874610652564710e-01, 9.625632912687006604e-01
2.079000000000000000e+03, -7.013478401569728238e-01, -2.293713451383913304e-01, 1.578486478333724630e-01, 1.014570775840041572e-01, -5.658027220041731420e-01, -8.806219608946687094e-01, -4.453864689301584856e-01, -8.754965571216055675e-01, -1.522530821120913425e+00, 1.392803458285291507e+00, 1.753691599678141033e-01, 9.561137916262298919e-01, 9.809860684890474580e-01, -1.671581045998534742e-01, 1.034361886927671614e+00, -9.173871140698175441e-01
2.080000000000000000e+03, -4.488578338081816721e-01, -7.554221764309455578e-01, -3.415162407810963807e-01, -1.205848926858327896e+00, -6.276945974067482670e-02, -6.249433028947997126e-01, -1.239816341076301065e-02, -6.613784389578369893e-01, -1.052074889380806511e+00, 1.803664741019270490e-01, -5.229297493064559710e-01, 2.762764681105643327e-01, 6.577310787270054249e-01, -1.329316285474676285e+00, -1.912560056046355150e-01, 9.620611607300995072e-01
2.081000000000000000e+03, -2.664689346463297026e-01, -3.586462444286933615e-01, -8.912989989379124234e-01, -2.360352843442490578e-01, -7.744451912772941649e-01, -4.769791800694221928e-01, -3.833765129706281360e-01, -1.674500991133495154e-01, -4.472946255048451114e-01, 5.126567962034108694e-01, -1.049357162357563711e+00, -1.150904641189183925e-01, 5.960261122702888992e-01, -6.955143521408810869e-01, -4.848488440520584697e-01, 1.025779660633529211e+00
2.082000000000000000e+03, -7.459900277863676932e-01, -6.719437887490998795e-01, -5.644686554615264695e-01, -6.478029269286117442e-01, 1.406370473173581825e-01, -7.838704842951651486e-01, -2.441581362928566812e-01, -5.188634424414679813e-01, -1.302227969158809229e+00, -2.424333885176571945e-01, 4.392429294164695852e-01, 9.687478547814249996e-01, 6.844448449783224753e-01, -8.298914069864042897e-01, 4.311017959731287541e-01, 9.715104051439619193e-01
2.083000000000000000e+03, -5.647968000459517857e-01, -3.695804206069982362e-02, -6.556004742598782187e-01, -1.393208261839534723e+00, -1.101864800095748054e+00, -7.915444081431721735e-01, -1.265925000307070170e-01, -2.866411666905132605e-01, -1.771435176491714003e+00, 5.065919772150827560e-01, -3.081197854040881312e-01, 1.350797815114728406e+00, 9.150944554512829843e-01, 6.901653753470700370e-02, 6.761567479275389925e-01, 1.316078630462147236e+00
2.084000000000000000e+03, -1.114746540178370937e+00, 3.712909860468982526e-01, 7.827654793278450429e-02, -7.228412893192288635e-01, -9.742226425157475278e-01, -5.684862573098508065e-01, -2.259540448110150535e-01, -1.663009863792530851e-01, 5.507647424718191409e-02, 1.145687240991711375e+00, -1.127447744212592973e+00, 3.014465608843469591e-01, 1.318564582669272456e+00, -1.484440203666587799e+00, 9.449393478428504967e-01, 2.152540819175848608e+00
2.085000000000000000e+03, -1.748168838977009476e-01, -4.393629530007266970e-01, -9.190037046735046733e-01, -2.142670684384995194e-01, -9.079062374270752134e-02, -3.992233404961055832e-01, 1.269996515344989363e-01, 7.378777641169459445e-02, 3.780562461880635494e-01, 3.182760451382125044e-01, -6.779378663820179174e-01, 7.466361965010057666e-01, 6.287018322432705864e-01, -1.038825649533286155e+00, -1.038053353563134634e-01, 1.327796082828222257e+00
2.086000000000000000e+03, 1.395948887051067511e-01, -1.002227319112281023e+00, -4.332531467806420844e-01, 3.733156203772369230e-01, -5.909465879493722706e-01, -6.058884992098880762e-01, -9.478668271343075602e-02, -1.048011422888944222e-01, -1.561967551172776414e+00, 1.485897903679173737e+00, 5.875995575093571066e-01, 2.103647510137409138e-01, 3.283871452541342606e-01, 5.076762221172061995e-01, -5.630798824906658728e-01, 1.342890668404541632e+00
2.087000000000000000e+03, -2.657050454171525633e-01, -6.335825180478284191e-02, 2.473575898819968810e-01, -1.318343339133515757e+00, 2.491513218180859690e-01, -4.191143697034839244e-01, -1.415402328260065568e-01, 1.767162017891333106e-02, -6.347697692659947100e-01, 1.499692680686029789e+00, -7.394764023868226621e-01, 4.326802218387875154e-01, 8.122305533870861627e-01, -7.006328665140899581e-01, 1.138500116856329791e+00, 6.883510484374200100e-01
2.088000000000000000e+03, -6.060602274427400182e-01, 2.230347367566226646e-02, -7.810632566814829092e-01, -1.108845659740744116e+00, -1.124506157500561182e-01, -9.516535758733952743e-01, -1.926187810698961125e-02, -1.778909407549897903e-01, 2.233309709568681578e-02, 1.505512549853287529e+00, 7.906954991178497538e-01, 1.078160665844618116e+00, 8.625865103196442840e-01, -1.401141752464373891e+00, 1.004222094981375379e+00, 1.808819665683288891e+00
2.089000000000000000e+03, -3.936755016499717263e-01, -2.962964872492297452e-01, -5.890620267200266102e-01, -5.603465748474116825e-01, -1.562022056134107162e+00, -7.804743202795130230e-01, -4.873546038757555626e-02, 1.118617939157806745e-01, -7.091437553506343416e-01, 1.039266458056316900e+00, -9.636873702987398538e-01, 1.236713988051330926e+00, 4.263976485042876297e-01, -3.471037429436281130e-01, -6.411113864631730053e-01, 1.438160683831945397e+00
2.090000000000000000e+03, -4.871331588391193401e-01, -6.665610772539172224e-01, -8.654200944993718503e-01, -3.909027799084807131e-01, -1.618334615556907274e-01, -3.895573186041453861e-01, -9.793533128088416362e-02, 5.683261211469194107e-02, -1.861034236263163333e+00, 9.159895606688644998e-01, -3.494721814908317570e-01, 8.124433300871983787e-01, 2.833772787564027840e-01, -1.368314709112656846e+00, 5.229167002487482563e-01, 1.982170836275166215e+00
2.091000000000000000e+03, 8.351905104282134540e-04, -2.288608274745236315e-01, -8.213436423675321563e-02, 7.120370675994611709e-01, 2.103460299607928796e-01, -1.942242689274616407e-01, 4.069860947047188593e-01, 3.618298582116460382e-01, -5.348918174825131322e-01, -5.060619155654204615e-01, -2.919180027008759781e-01, 3.854667370023581174e-01, 8.763302753212437457e-01, 1.056353358262920095e+00, 1.012213151660779520e+00, 6.195217407584903135e-01
2.092000000000000000e+03, -4.046785737784845960e-01, 2.434206170655237381e-02, 1.065089518838421428e-01, -7.964553651156307534e-01, -8.122042643449911559e-01, -6.233717349482681414e-01, 4.117311906744937633e-01, -6.714021525772249088e-01, -1.712291867998102957e+00, 9.094895378728410362e-01, -1.157248427788308510e-03, 2.312095489590018649e-01, 7.942805035688422777e-01, -9.443795363388092223e-01, 6.047064454010731005e-01, -1.761093151018161274e-01
2.093000000000000000e+03, -8.711535467979010239e-01, 6.343081186866451615e-01, -4.225453114876150940e-01, -1.073190846452565683e+00, -1.231430599253450359e-02, -9.910840900431494571e-01, -1.172266228189806220e-01, 2.025375957856767051e-01, 1.114481216381308926e+00, 9.570931372971872020e-02, -1.478826097559125641e+00, 1.618564761149996922e+00, 1.168770168465238068e+00, -2.501183359208946300e+00, -5.846688422841511690e-01, -2.022796301143764408e-01
2.094000000000000000e+03, -2.726168681193197885e-01, -2.452890599804981309e-01, -8.948535701127360298e-01, -4.375025734440188829e-01, -8.044740440944476711e-01, -7.051452759155261985e-02, -1.895611975834780305e-01, 1.223599188757911044e-01, -9.586769796298855173e-01, 3.768127704627936558e-01, -1.015803177841727356e+00, -7.642158735338522302e-02, 7.867765716958929900e-01, -5.222224962351677130e-02, 4.529593071411725513e-01, 3.340501675911956014e-01
2.095000000000000000e+03, -6.763837661755724984e-01, 1.481772858375776103e-01, 3.171102471207195017e-01, -6.941262218319075306e-01, -5.448352853785198846e-01, -5.980132247632389264e-01, 2.930983403252183650e-01, 3.297608120848217750e-01, -6.871786102884875902e-01, 7.668417331972018358e-01, -5.113196416594131266e-01, 1.531132819763173503e+00, 5.942223354294692284e-01, -3.256420130397790214e-01, 1.207312608962187950e+00, -1.968501984464723353e-01
2.096000000000000000e+03, -3.972426867975658582e-01, -3.511870628525770588e-02, -4.497940648797684737e-01, 9.002745571244681333e-01, -9.324961477987284697e-01, -4.736621768121085929e-01, -5.045565874241895316e-02, -1.333765947167558641e-01, -1.619428101596023017e+00, 1.098792097490960185e+00, -2.761318379900848941e-01, 7.667989405495205801e-01, 1.360748907293731547e+00, -9.218987723440792426e-01, 1.227058003993798385e+00, -5.306925264256390218e-01
2.097000000000000000e+03, -1.964258399309063707e-01, -6.400036511724085386e-01, -1.055137295301099121e+00, -8.677904903826567651e-01, -1.686723899173518504e+00, -4.467058015063953835e-01, -1.609184603668193381e-01, -2.139144148421346647e-01, 7.163470417917371380e-01, -5.649059473663031739e-01, -9.183906560253876084e-01, 2.316958559460702838e-01, 7.912494965920361389e-01, -2.065092031494646097e-01, -1.265735921960167432e-01, -9.860722641875173666e-01
2.098000000000000000e+03, -5.919569666722956924e-01, -3.143342237957489488e-02, 3.989208036297144100e-02, -8.103200990889910527e-01, -1.113233566416447218e+00, -1.228117860472137945e-01, -2.451825002969791334e-01, 2.584240917549836536e-01, 8.844304793194370795e-01, 6.878359111797361924e-01, -1.110645459272154578e-01, 7.053331204886081895e-01, 1.040715251962672117e+00, -1.283167386424088230e+00, -1.568354804982527162e-01, 1.296641164084960218e+00
2.099000000000000000e+03, -4.036564074027715887e-01, 2.915415446805815214e-01, -5.139439808080582539e-01, -1.031920737935840618e-02, -9.543410960853799807e-01, -9.063702791550179994e-01, 1.967216380484286264e-01, -4.094701738123070894e-02, -3.063242714837772773e-01, -6.411340688239953733e-01, 1.021132560444078380e-01, 4.138464438530959910e-01, 1.216793456586640954e+00, 1.120838804672584343e+00, 1.096583897306162347e+00, 1.037748077510139533e+00
2.100000000000000000e+03, -1.050799684066823891e+00, -6.197839001547249954e-02, -1.894945149527322570e-01, 4.923254727574583045e-01, -1.262743108718003437e+00, -7.192663935845982071e-01, -2.631738914703244947e-01, -2.471217788090193379e-01, -2.056795134386582458e+00, 2.509795842126140153e-01, -1.158236410319977150e+00, 1.347726470067247995e+00, 7.994941269334298051e-01, -1.262015029055201465e+00, 6.381229064585198785e-01, 2.107140027719879072e+00
