year, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, INM-CM4-8, CMCC-ESM2, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, CNRM-ESM2-1, NorESM2-LM, TaiESM1, INM-CM5-0, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, ACCESS-ESM1-5
1.912000000000000000e+03, 1.555064858088727631e+00, 8.082347159329670294e-01, 6.995410992429704766e-01, 1.187430156217654798e+00, 8.689532333501699402e-01, 7.635620847620497864e-01, 4.906276362456798434e-01, 1.062360103411923440e+00, 5.233761774973437753e-01, 6.991414958785396871e-01, 8.734497796484614884e-01, 1.143688104667609506e+00, 9.595202155389781495e-01, 5.650844384625995920e-01, 1.180944199645275861e+00, 4.431612896308851912e-01
1.913000000000000000e+03, 1.532144093815610120e+00, 7.868087814249927758e-01, 7.159282136186415624e-01, 1.189586979086842966e+00, 5.461840326472260365e-01, 7.642923793729601289e-01, 7.942205642146428213e-01, 1.133157325385498737e+00, 6.242207907558557922e-01, 7.936943002386505075e-01, 1.219147724374718189e+00, 1.170176183889702015e+00, 8.625234917218230768e-01, 5.706990311806564575e-01, 1.082231065394315239e+00, 4.005392979128135633e-01
1.914000000000000000e+03, 1.942663666684583124e+00, 7.415882224726844107e-01, 7.181444198477703322e-01, 1.217304245015640385e+00, 7.944710573864542935e-01, 7.009999235766060099e-01, 7.231076661085886759e-01, 7.986805690748389752e-01, 5.854424938354972907e-01, 7.546871516102001687e-01, 1.244122732538972986e+00, 1.116291046847570856e+00, 9.723138512517421894e-01, 5.852472035386876437e-01, 9.982254801686815116e-01, 3.974518364169378759e-01
1.915000000000000000e+03, 1.960874826430881290e+00, 7.909234877664067520e-01, 7.398822526464069460e-01, 1.156715814107764917e+00, 1.339030522415022961e+00, 7.416914310987323677e-01, 6.601539787091780243e-01, 7.090361286478192859e-01, 5.370527795571067298e-01, 6.783297378408488232e-01, 9.539637714694007009e-01, 1.155739175721769874e+00, 8.691077570854063294e-01, 5.792386010488873582e-01, 1.037496495243805716e+00, 4.007602718343594717e-01
1.916000000000000000e+03, 1.590977616473599587e+00, 8.412080486731537965e-01, 7.856221457639092076e-01, 1.109714621801062506e+00, 1.048953629111173402e+00, 8.323695269063041691e-01, 5.758757918703675260e-01, 8.441190639036081356e-01, 6.273074214216813882e-01, 8.106472193675656746e-01, 8.479375534341355714e-01, 1.142804691886009971e+00, 7.937107916225633053e-01, 5.873864242854718309e-01, 1.149904634755676502e+00, 4.116064538095695613e-01
1.917000000000000000e+03, 1.404151435212132037e+00, 8.092484277422528072e-01, 8.469622561544617456e-01, 1.155215071861773302e+00, 7.389157564233657105e-01, 9.003602577459935974e-01, 5.964898830592215706e-01, 8.779063391059220844e-01, 6.319128893351042553e-01, 7.959165278373268038e-01, 7.145098852185525207e-01, 1.155384038680959957e+00, 8.089638432907096943e-01, 5.789313520890464471e-01, 1.167865304959246453e+00, 4.574888873086890850e-01
1.918000000000000000e+03, 1.648800602680803307e+00, 8.349648742803593704e-01, 7.867475112648973923e-01, 1.208818093629765000e+00, 8.702332071926459633e-01, 8.966383230074301824e-01, 5.377283125894836147e-01, 8.515340356241675179e-01, 6.978148104970670618e-01, 7.863653663442300434e-01, 9.001682978933138735e-01, 1.123592542596810961e+00, 8.452879904651519061e-01, 5.904743932185181343e-01, 1.046928766697140745e+00, 4.957243731198613945e-01
1.919000000000000000e+03, 1.491886211694047892e+00, 8.158114502135882518e-01, 7.991585450432894255e-01, 1.186055240295326385e+00, 9.299137347363646278e-01, 8.361497941933554445e-01, 7.139039631279621156e-01, 6.503869571777995962e-01, 6.574132029619000894e-01, 7.713636809051844789e-01, 1.149678772885412315e+00, 1.158273257023637592e+00, 8.665716220444855677e-01, 6.028780082050659850e-01, 1.180640589279354113e+00, 4.517057691993105473e-01
1.920000000000000000e+03, 1.389604406603625941e+00, 8.207810500804888498e-01, 7.076461252023006354e-01, 1.173166973430134652e+00, 7.514764580143307171e-01, 7.018379273442094668e-01, 6.572766717469428199e-01, 7.794653273791851689e-01, 5.886036361426961738e-01, 7.307445841738483550e-01, 9.699501262157387282e-01, 1.136022151968767879e+00, 7.755782708506916423e-01, 6.004906578929516403e-01, 1.138048314674492634e+00, 4.936830679908152941e-01
1.921000000000000000e+03, 1.364730377912557691e+00, 8.797228300380631749e-01, 7.267852291570507939e-01, 1.161972779075557183e+00, 6.758760417202129833e-01, 7.621413125449273407e-01, 6.956977648511596390e-01, 1.210654213926858791e+00, 6.174676661242286535e-01, 7.765759098327421617e-01, 9.993711556670430429e-01, 1.186881975789526367e+00, 7.382151118290379843e-01, 5.997431819240163220e-01, 1.224651248913234847e+00, 4.101277774907669538e-01
1.922000000000000000e+03, 1.774008407255964315e+00, 7.997694908019955529e-01, 8.112338641010268248e-01, 1.226192621479977207e+00, 6.435945562166522915e-01, 7.078298624065701983e-01, 7.111137007381359565e-01, 7.633178326686969051e-01, 5.587744444794721099e-01, 7.318577356944646617e-01, 1.246267878848429822e+00, 1.150464954040563814e+00, 8.268139468087198907e-01, 5.987809684221988560e-01, 1.277735262520095061e+00, 3.878715120898416080e-01
1.923000000000000000e+03, 1.796287055853094561e+00, 8.136780712103844904e-01, 8.336394863237605035e-01, 1.077016867974616154e+00, 8.078415581354737585e-01, 7.035830207346114307e-01, 6.275974063879977694e-01, 5.721283691644564184e-01, 5.661699840379667004e-01, 7.203761745145601525e-01, 9.337828403579615522e-01, 1.150683187499960791e+00, 9.257082002320424774e-01, 6.113775222778314866e-01, 1.121918063379426123e+00, 4.571323968895951162e-01
1.924000000000000000e+03, 1.941356771468681908e+00, 7.860048134807643416e-01, 8.895801173031142595e-01, 1.190154576779136386e+00, 1.224193146263549137e+00, 7.086948065183796830e-01, 5.249281832157777217e-01, 7.555939085488783125e-01, 6.190290110112574018e-01, 7.658456986312109915e-01, 7.415995761694336164e-01, 1.168438803108592383e+00, 7.873865433922384582e-01, 6.105073960363337493e-01, 1.126605274225676911e+00, 4.032541563533151852e-01
1.925000000000000000e+03, 1.599318439454539664e+00, 8.129360307871377200e-01, 9.231718540434065146e-01, 1.193556127555462920e+00, 1.194670653616129563e+00, 8.009979654561391049e-01, 5.379577942122192313e-01, 1.040529537724638631e+00, 6.439785642184776560e-01, 7.469528365559087169e-01, 1.029582355680564776e+00, 1.177637696541004253e+00, 9.105180751094856806e-01, 6.300033434358431883e-01, 1.168561086298877116e+00, 4.176736812517619635e-01
1.926000000000000000e+03, 1.566175998729566921e+00, 8.507444060653838180e-01, 8.915340677000517244e-01, 1.232380139063806945e+00, 9.088525141742612723e-01, 7.088749843321580091e-01, 6.262212686836977626e-01, 1.206229770821891423e+00, 6.316117699513059680e-01, 7.750736680089770347e-01, 1.508764014786581953e+00, 1.104173834404680976e+00, 9.406014343727725491e-01, 6.247525255664626576e-01, 1.048493339717442741e+00, 3.581976206464451140e-01
1.927000000000000000e+03, 1.805968138238343235e+00, 8.339260125861608364e-01, 9.361762276457351595e-01, 1.217105186520620608e+00, 9.301567252808262687e-01, 7.545837931251980768e-01, 6.256601425815266904e-01, 8.572263898408893912e-01, 5.534905445744003893e-01, 7.515315580418580055e-01, 1.453408882448939288e+00, 1.134649809527242148e+00, 9.353348064352448032e-01, 5.881381768045708114e-01, 1.176863926856621445e+00, 4.217979222556999530e-01
1.928000000000000000e+03, 1.716202842084624702e+00, 8.186693085336801401e-01, 8.395501161590196437e-01, 1.170033706425389619e+00, 7.603198497269511025e-01, 6.181183138378980590e-01, 7.284746661567647052e-01, 7.032386394400893526e-01, 5.212894259208874503e-01, 7.556783862559635079e-01, 8.676550223004700912e-01, 1.179721398950121847e+00, 1.029226882939551668e+00, 5.588375089744171964e-01, 1.111490318999494020e+00, 4.717182792635442046e-01
1.929000000000000000e+03, 1.341188209709900603e+00, 8.542287376973854984e-01, 8.465439405537269479e-01, 1.148390839428675259e+00, 8.333028605981356307e-01, 7.140307922093632742e-01, 6.366581164878083454e-01, 6.954681733197832783e-01, 5.638646273799188258e-01, 7.398857238778737688e-01, 9.607042939892588285e-01, 1.094451604745932949e+00, 8.637577419956399272e-01, 5.627722438227746871e-01, 1.102503473346138518e+00, 5.043525588790682690e-01
1.930000000000000000e+03, 1.742716408969405828e+00, 8.897453889631170565e-01, 7.943476684267734012e-01, 1.143933356832300019e+00, 1.131584467718887099e+00, 7.894322956609762798e-01, 5.807187279781153011e-01, 8.681308718537066316e-01, 6.825082633134675891e-01, 7.300724340154723935e-01, 1.187321254657927927e+00, 1.149719067588494958e+00, 8.260899969511533714e-01, 5.541436627747357013e-01, 1.088446041071672754e+00, 5.408288946468421399e-01
1.931000000000000000e+03, 1.790760805249002274e+00, 7.851064396296231207e-01, 6.500375077268381041e-01, 1.132878716411125586e+00, 8.734020308294921930e-01, 7.729856957097854808e-01, 5.538212925777067364e-01, 7.897120626873954663e-01, 5.440446946561001695e-01, 7.217484086314702729e-01, 8.520833032872919821e-01, 1.156381448259781397e+00, 9.082124176937608206e-01, 5.530838171315661800e-01, 1.217910354186199973e+00, 4.828958902876785420e-01
1.932000000000000000e+03, 1.634805832452747909e+00, 7.845489372029079700e-01, 6.893410600497466012e-01, 1.225264235971208038e+00, 6.944068973424808444e-01, 8.925339143540129694e-01, 6.476364810002601669e-01, 5.474080149617474023e-01, 6.182899147930478456e-01, 7.281458461041140362e-01, 9.310210341644379328e-01, 1.109440554269876200e+00, 9.029754843292380206e-01, 5.705867427618286358e-01, 1.186908115990965351e+00, 4.228235768503889602e-01
1.933000000000000000e+03, 1.471105759669547819e+00, 7.907241396198078087e-01, 7.583421696195477013e-01, 1.211681436232448839e+00, 8.822336714951507508e-01, 9.085751190780418929e-01, 5.505283048895422970e-01, 7.116226257529778554e-01, 6.818727196327488693e-01, 7.599643504090902724e-01, 1.419072462076042651e+00, 1.198778568011925616e+00, 7.721716690984407050e-01, 5.730872303486894692e-01, 1.124667235539046573e+00, 4.940481389309045457e-01
1.934000000000000000e+03, 1.564301712531983579e+00, 8.598398059078865563e-01, 7.929951344780339362e-01, 1.196459618111515244e+00, 1.234259427790102670e+00, 7.021865693917369589e-01, 6.344280037547216367e-01, 7.403222194510423737e-01, 6.534343853397173163e-01, 7.437497643983439488e-01, 1.190875150029526708e+00, 1.150380076990349831e+00, 6.669766169923388999e-01, 5.770342222402262689e-01, 1.132511046971466095e+00, 5.669515684783147380e-01
1.935000000000000000e+03, 1.254432684619962490e+00, 8.491754015855148552e-01, 7.673979220978590643e-01, 1.181062606136960680e+00, 9.542402344960169147e-01, 6.515323909333815555e-01, 6.818457537659313727e-01, 6.148850175141513663e-01, 5.318579193078988299e-01, 8.022357180068827587e-01, 1.180333234614065141e+00, 1.135839014432609817e+00, 7.845555928201063400e-01, 5.666837138362188497e-01, 1.263828791937757989e+00, 5.129392813355732050e-01
1.936000000000000000e+03, 1.709931788293186150e+00, 7.655862963843808044e-01, 7.657441576870741562e-01, 1.180385334564920896e+00, 7.295625382778643253e-01, 7.071544951051287331e-01, 7.810325103021297233e-01, 8.447042091603821357e-01, 5.826746754696932040e-01, 7.776309732269759412e-01, 1.174687196222995889e+00, 1.089030201165241074e+00, 9.243639441264023260e-01, 5.470947447498284433e-01, 1.156888464885570400e+00, 5.358630222760655260e-01
1.937000000000000000e+03, 1.850876554461595491e+00, 8.141476728399101859e-01, 8.224979040667574903e-01, 1.157218375878753980e+00, 7.755740233351122725e-01, 8.025759925276998441e-01, 6.388106210959743070e-01, 7.546971788493365141e-01, 6.591316501085575652e-01, 6.522126299357308143e-01, 8.933491811629986623e-01, 1.138442372301709860e+00, 8.642832946918729276e-01, 5.535063955612553599e-01, 1.281179037758338968e+00, 5.063371126777024278e-01
1.938000000000000000e+03, 1.576962536170598561e+00, 8.504376428090234530e-01, 8.315614475146735352e-01, 1.239772763352206209e+00, 9.019358995383447430e-01, 7.295328501619656736e-01, 5.888950150852495513e-01, 6.479057824688834177e-01, 6.929412384445000628e-01, 7.320754762301133756e-01, 9.611234418477199171e-01, 1.151501132258196058e+00, 7.701969654075233596e-01, 5.714545535475731297e-01, 1.296125166191338218e+00, 4.898389704831693225e-01
1.939000000000000000e+03, 1.281721610672771128e+00, 8.803944745813131467e-01, 8.346990674396250753e-01, 1.201021754300128253e+00, 9.742342746508491080e-01, 8.544501791368613874e-01, 6.388762619560620637e-01, 6.637832269486337866e-01, 7.700683293368442150e-01, 6.723967042663755445e-01, 1.089012804462626383e+00, 1.129263643002811790e+00, 9.827359229900520798e-01, 5.575396050985189644e-01, 1.242650822047039361e+00, 4.857616051267050206e-01
1.940000000000000000e+03, 1.537940341913385245e+00, 8.811943968183103548e-01, 7.399436034215899349e-01, 1.217007388542416191e+00, 6.599171459512801485e-01, 7.407536119010488251e-01, 6.323180958195471213e-01, 6.157944208079166870e-01, 6.092233253396578396e-01, 6.892181281267756310e-01, 9.757783693260052571e-01, 1.184940203877464571e+00, 9.555087442195244751e-01, 5.420124466906978133e-01, 1.128078374667430772e+00, 4.748326527158295840e-01
1.941000000000000000e+03, 1.540657104055994653e+00, 9.003879799946602480e-01, 7.483552719272078546e-01, 1.184410536505881462e+00, 5.842998444889716536e-01, 7.183240010625978611e-01, 5.873862245548501226e-01, 8.442647557484225240e-01, 5.087665861298057424e-01, 7.356479837922883513e-01, 1.026945064101090876e+00, 1.141157235467687769e+00, 9.592965155760523333e-01, 5.514603814188048236e-01, 1.149229992753854734e+00, 5.421098081831159377e-01
1.942000000000000000e+03, 1.840936156418301328e+00, 8.723337961800473606e-01, 6.964158894548803103e-01, 1.215366817217026663e+00, 8.542752364176129376e-01, 6.530419120325332560e-01, 5.869363461512275837e-01, 9.270095471596181413e-01, 6.431675823381429735e-01, 7.711448370622415727e-01, 1.193802559616864434e+00, 1.130924625929041749e+00, 7.204358798983874212e-01, 5.711263518205873524e-01, 1.043401293740842117e+00, 5.397883220000628812e-01
1.943000000000000000e+03, 1.345558861288354002e+00, 8.376368463506003170e-01, 7.822678617507334842e-01, 1.229695022749915934e+00, 1.185649281261702992e+00, 7.760186242140972857e-01, 5.297234919810609455e-01, 6.879012085645963559e-01, 7.167024706070368456e-01, 8.091846513718402578e-01, 9.523075651860390956e-01, 1.172468557225573527e+00, 7.638196052432383309e-01, 5.783669917038254393e-01, 1.267382371159912591e+00, 5.090677957688499733e-01
1.944000000000000000e+03, 1.657621258430334921e+00, 7.679969090497970052e-01, 8.665960191010372293e-01, 1.191860851452552827e+00, 1.072231973104569525e+00, 7.552857414368526756e-01, 5.855397964430911761e-01, 7.498195296072949212e-01, 5.706934471377919094e-01, 7.606315613228502581e-01, 7.198053553095196122e-01, 1.156412425299536473e+00, 8.662750203464726351e-01, 5.715379358678518429e-01, 1.138224879812969492e+00, 5.067038905214183986e-01
1.945000000000000000e+03, 1.541322642408089472e+00, 8.150607007025986173e-01, 8.505491858225611157e-01, 1.226283585242309515e+00, 9.292946262518068101e-01, 7.499204957675623673e-01, 6.124665077458570916e-01, 9.675077571594045134e-01, 7.913978877460645656e-01, 7.365742234061214422e-01, 8.300945716159516818e-01, 1.190090799762629103e+00, 8.765068711339240037e-01, 5.824904404462314389e-01, 1.295379142099242653e+00, 4.430813163824090517e-01
1.946000000000000000e+03, 1.538919010265984655e+00, 8.390928588565087498e-01, 8.686801267013316563e-01, 1.218121966794193156e+00, 9.049473190924458565e-01, 6.940762460456738614e-01, 5.630034633500574648e-01, 1.048531636461951022e+00, 5.558619303898549857e-01, 7.263750553568857349e-01, 1.115951608341291701e+00, 1.103925169655935123e+00, 8.555627434226519279e-01, 5.876586460893458153e-01, 1.304773182349703076e+00, 4.244733661789202306e-01
1.947000000000000000e+03, 1.695068527851328444e+00, 9.176908898983664464e-01, 7.889866102131813941e-01, 1.202589637554808188e+00, 6.696372766846443447e-01, 7.022261844480301995e-01, 5.659675208019736559e-01, 6.857730867081563986e-01, 5.404318442207923789e-01, 7.157538080869600972e-01, 9.852857222713820029e-01, 1.150928085785468458e+00, 8.013536073318734410e-01, 5.861916478835580424e-01, 1.161729868520186448e+00, 4.820318354248788184e-01
1.948000000000000000e+03, 2.102659639464969921e+00, 9.070405769699625420e-01, 8.016750912796481998e-01, 1.182480827653661137e+00, 8.415499934741536014e-01, 8.896266831398257358e-01, 5.928988795280116797e-01, 5.908157479626858777e-01, 5.326516725110768125e-01, 7.525114872819558265e-01, 6.803655709510554317e-01, 1.113627047065376185e+00, 7.957024464260791241e-01, 5.972276064408524876e-01, 1.120428273012274767e+00, 5.056745409840985861e-01
1.949000000000000000e+03, 1.461895457942839371e+00, 8.478298242743477209e-01, 7.669394264207319845e-01, 1.156624868567398323e+00, 9.671099924353211419e-01, 1.024333202888342509e+00, 6.244726989455167132e-01, 6.626709759746026718e-01, 6.197561724247386827e-01, 6.697985306612095346e-01, 7.789828308679430657e-01, 1.107686291432463443e+00, 8.054967833048553016e-01, 5.931243417622948932e-01, 1.087635368426097537e+00, 4.375433835486844392e-01
1.950000000000000000e+03, 1.389352699673888747e+00, 8.455948747196769810e-01, 8.511084049250821071e-01, 1.200409355067766581e+00, 7.036000075562457434e-01, 7.627289812573324612e-01, 7.425442774052857242e-01, 5.621250229760018646e-01, 7.122950378558750018e-01, 7.236829019243932182e-01, 1.250803664883449517e+00, 1.074200298856752278e+00, 9.438660501933960889e-01, 5.718509740427898391e-01, 1.321226045214366929e+00, 4.781679228318183039e-01
1.951000000000000000e+03, 1.808379998278766498e+00, 7.837345055148693396e-01, 8.320912286527736290e-01, 1.225936711686021807e+00, 9.082366652206826929e-01, 7.285657310232428463e-01, 5.653286680885633020e-01, 6.370113677999942325e-01, 6.184464835379849257e-01, 6.788019464136042513e-01, 1.285808538510287757e+00, 1.109872090103824149e+00, 8.144499873230907072e-01, 5.913487013237849199e-01, 1.317581471277668559e+00, 5.632090451480049609e-01
1.952000000000000000e+03, 1.765003257125546954e+00, 7.323348253396064766e-01, 8.386352776818432053e-01, 1.176894613311092241e+00, 1.188176101300899790e+00, 7.258000140437740333e-01, 5.481445414608477895e-01, 6.556492915732167193e-01, 6.079001506401081611e-01, 7.361016201441569207e-01, 1.102236900848472478e+00, 1.097253529246623227e+00, 6.903060421991613627e-01, 5.662852940786848865e-01, 1.143398073575872198e+00, 4.415135377151814811e-01
1.953000000000000000e+03, 1.510540085917774888e+00, 7.237577201204202781e-01, 7.827524811033927943e-01, 1.209097208243595789e+00, 1.020057274942625547e+00, 7.638669447630612730e-01, 8.161783028099984794e-01, 4.935283182574756733e-01, 6.266404548349711057e-01, 7.615502734579472355e-01, 1.233213167574825242e+00, 1.128607430840231407e+00, 7.953489459216778190e-01, 5.312395398506931654e-01, 1.151123186568800527e+00, 3.932315135947777596e-01
1.954000000000000000e+03, 1.686239619710898641e+00, 7.905980859266761307e-01, 8.072976320977426345e-01, 1.260557675592175686e+00, 9.174608632038225853e-01, 7.879962196533653040e-01, 7.391258614681436301e-01, 4.755766093134930483e-01, 5.956921992593274817e-01, 6.493541882621880479e-01, 1.296324948611963457e+00, 1.128974780645699783e+00, 1.008476370446546699e+00, 5.345644140202534533e-01, 1.139693939487134378e+00, 4.935258656590923998e-01
1.955000000000000000e+03, 1.213723501606982946e+00, 7.447682064459621998e-01, 7.653407203664267522e-01, 1.239295912621128481e+00, 9.435862448524422463e-01, 7.588959801936272509e-01, 6.041417738546441818e-01, 6.307162550512499521e-01, 7.007167069781746749e-01, 7.185802291712750645e-01, 9.042834738498277680e-01, 1.140976396840377882e+00, 9.841073617568627530e-01, 5.582136176486697243e-01, 1.233658781468176979e+00, 3.930807652504864080e-01
1.956000000000000000e+03, 1.732356187375801770e+00, 7.556976148653186121e-01, 8.371881830339429342e-01, 1.249021442085855860e+00, 9.929448899050795641e-01, 8.428165946901724492e-01, 5.689406392459748218e-01, 8.186898483810123306e-01, 7.779948144743999983e-01, 6.924137677109915012e-01, 7.245070066251325658e-01, 1.111058567325403201e+00, 8.951264657733907226e-01, 5.472595936049475807e-01, 1.185604105846389311e+00, 5.054676163438939218e-01
1.957000000000000000e+03, 1.710629775173079015e+00, 7.548245408761397046e-01, 8.612230933274688249e-01, 1.171494901119342957e+00, 7.984138449343687327e-01, 7.838971274081592000e-01, 6.862754585283592501e-01, 7.384503459899337541e-01, 5.917774113119186330e-01, 7.068896170144606250e-01, 9.083887503894696458e-01, 1.147623211826150014e+00, 8.704491540168015629e-01, 5.397977062484534683e-01, 1.125754846657120778e+00, 5.695273977994307346e-01
1.958000000000000000e+03, 1.543061610068755307e+00, 7.667509281054780690e-01, 8.643708492131231269e-01, 1.234207711183870293e+00, 6.292496048543009257e-01, 8.418974534748822069e-01, 6.621793144123772068e-01, 4.732090105881238129e-01, 5.249324850801443398e-01, 7.572828030942568844e-01, 1.315918922828566373e+00, 1.126157944043229886e+00, 8.181956366527460833e-01, 5.526833600483673781e-01, 1.032323196250319652e+00, 5.099610334923946331e-01
1.959000000000000000e+03, 1.661537924068247296e+00, 8.349413030177231798e-01, 8.706418585817949918e-01, 1.170979428127069566e+00, 7.341117906160927742e-01, 7.535866743120070987e-01, 7.267504189169274875e-01, 4.833696098082686521e-01, 5.710835081195912988e-01, 7.383616231153076193e-01, 1.509117340929383877e+00, 1.139823584489998876e+00, 9.894837366000811540e-01, 5.508850549530119878e-01, 1.390944634991451379e+00, 5.464190041520172736e-01
1.960000000000000000e+03, 1.758873474507166801e+00, 9.031742181203012976e-01, 8.030595642055421424e-01, 1.212477216591826057e+00, 1.029002177046617561e+00, 6.973297361849493115e-01, 5.271418481972379722e-01, 4.780981631773201235e-01, 5.575806393637471325e-01, 7.517738521239780702e-01, 1.073349401890114851e+00, 1.177112791841191664e+00, 9.990843482167051093e-01, 5.488518284927627056e-01, 1.179727386416469015e+00, 5.783230324351077423e-01
1.961000000000000000e+03, 1.608698437403176973e+00, 9.202740867069227892e-01, 7.876845263083153137e-01, 1.186059806732150834e+00, 1.111114353729876658e+00, 7.539400353046262770e-01, 5.198096306556356794e-01, 6.214118802379182682e-01, 4.756433382321935688e-01, 7.174066811853044845e-01, 8.415923392300569406e-01, 1.175383202900872615e+00, 8.557436887392474434e-01, 5.313592440545995554e-01, 1.171422085462666907e+00, 6.432873917543584508e-01
1.962000000000000000e+03, 1.758293493151949161e+00, 9.273657781276105627e-01, 7.727783945882461536e-01, 1.210873642346529389e+00, 6.009369745262874707e-01, 9.348816976455077699e-01, 6.865136939717001452e-01, 4.986766257452024398e-01, 5.896361730664342327e-01, 7.977678235779902538e-01, 9.503344527882502391e-01, 1.142730223000146372e+00, 8.316023494599259491e-01, 5.576089674601915069e-01, 1.219238203863729941e+00, 5.701506570938847940e-01
1.963000000000000000e+03, 1.622204444804664858e+00, 8.058047709127346137e-01, 8.070285008010454897e-01, 1.124573610573495364e+00, 4.842359202213923908e-01, 8.772555036994846844e-01, 7.948558898388655702e-01, 5.134340376030464004e-01, 6.231261077840116736e-01, 7.174151292220732890e-01, 1.197648544580336427e+00, 1.151974860677317469e+00, 7.635434545793691186e-01, 5.730309340175731014e-01, 1.169322347426733133e+00, 4.779429955777907413e-01
1.964000000000000000e+03, 1.554619982814466672e+00, 7.321659251546552838e-01, 8.068376856731026558e-01, 1.208478320146234353e+00, 7.457623488316775795e-01, 8.220000763137080835e-01, 6.660316603923407408e-01, 6.761884841817970004e-01, 5.584750508319906714e-01, 6.931071128849544127e-01, 1.157384802883623109e+00, 1.138671870283906484e+00, 8.700121443599470039e-01, 5.668466289359265220e-01, 1.329635596193855074e+00, 4.744641261344109129e-01
1.965000000000000000e+03, 1.515691659499866173e+00, 7.789322033609266116e-01, 8.194304455918907104e-01, 1.144369748272046738e+00, 1.276973026471601713e+00, 7.924160275197364989e-01, 4.553085244526420827e-01, 7.305445769156133640e-01, 7.214778970867534724e-01, 7.237593922062954821e-01, 8.638341686294426225e-01, 1.134367204537395146e+00, 7.531471163258782742e-01, 5.586505522552246417e-01, 1.247559033495777125e+00, 5.608516286536370243e-01
1.966000000000000000e+03, 1.398704099133060597e+00, 8.343147210188440743e-01, 8.364060885136672674e-01, 1.150641212822482995e+00, 1.198896224959977275e+00, 7.728067011562600452e-01, 5.429238003242465860e-01, 4.865704658688306261e-01, 4.787001804262923654e-01, 6.932968393811510532e-01, 1.028839836459180201e+00, 1.078223376436186154e+00, 8.548662875464192457e-01, 5.573225745702953260e-01, 1.193282682330146116e+00, 4.000092008099048746e-01
1.967000000000000000e+03, 1.463834182988176691e+00, 7.820490577680755395e-01, 8.534126508619082063e-01, 1.163447403323026208e+00, 8.382538163898186623e-01, 7.484919875624227448e-01, 4.839790683118547210e-01, 4.671454229746465070e-01, 5.572476238993893105e-01, 6.620054967018890180e-01, 1.196514936638358506e+00, 1.164148024616034283e+00, 8.713762796750412765e-01, 5.301979484344537807e-01, 1.417931647230129544e+00, 4.872396811437614828e-01
1.968000000000000000e+03, 1.664426565410900949e+00, 6.812302910433620795e-01, 9.310953680060711779e-01, 1.125404747673230510e+00, 5.466388165379785224e-01, 7.315456840499167113e-01, 6.144965678082621174e-01, 5.594567481723919933e-01, 6.394763224540971347e-01, 7.183322575728907644e-01, 7.662443987379047305e-01, 1.177805397266155296e+00, 8.188172527800864353e-01, 5.675532969282811591e-01, 1.291654814507757321e+00, 5.436612890758339978e-01
1.969000000000000000e+03, 1.887825695938171622e+00, 8.306744681846297551e-01, 9.653470916539358404e-01, 1.130910450776780651e+00, 7.740220589154823694e-01, 7.486029743613579202e-01, 6.103820282531992047e-01, 6.991396262181273080e-01, 5.167754121175955895e-01, 7.169239249176886375e-01, 8.709288461828194050e-01, 1.170009782021251832e+00, 7.789250255647210963e-01, 5.481653959869158266e-01, 1.078285383461199176e+00, 4.840609014134625299e-01
1.970000000000000000e+03, 1.534564218596896845e+00, 8.607215215246861728e-01, 9.433148368364021596e-01, 1.193617664691755786e+00, 1.222714609795518603e+00, 8.139423724340569821e-01, 6.054644171500281891e-01, 7.944791717485295557e-01, 6.551913766807524464e-01, 7.810236591112895699e-01, 1.137220773292136666e+00, 1.174124792030463382e+00, 7.971969917048039589e-01, 5.201447705269242050e-01, 1.122221670401441163e+00, 5.040373147763704820e-01
1.971000000000000000e+03, 1.668199106101987184e+00, 9.242349085745152903e-01, 9.535237533529125065e-01, 1.169008100950233553e+00, 1.289492650023740250e+00, 8.823441713050109714e-01, 6.341159792744349710e-01, 7.361352977403581299e-01, 6.128151738321561126e-01, 7.274225885953138349e-01, 9.786639506087060347e-01, 1.117228304049328269e+00, 9.224808374511369591e-01, 5.462798954032583865e-01, 1.182804589727957323e+00, 4.364670070792316947e-01
1.972000000000000000e+03, 1.489653709594020770e+00, 8.468991765858117082e-01, 9.323782483384036590e-01, 1.225843359442436720e+00, 1.014132292083595566e+00, 8.959755393020347736e-01, 6.906223855680672097e-01, 4.544742473697548357e-01, 6.954175407271339093e-01, 7.404561563904578092e-01, 1.104779569102758430e+00, 1.140520430593423562e+00, 8.527827766009669075e-01, 5.585785523000177388e-01, 1.325349592092144313e+00, 4.971194925589587088e-01
1.973000000000000000e+03, 1.426893098691957018e+00, 6.867776059989064708e-01, 9.171055397637888351e-01, 1.212382955603773071e+00, 6.832552362473173213e-01, 7.623058555267799852e-01, 6.296595429252723752e-01, 4.307438573393449488e-01, 6.864928007140326249e-01, 7.776083579360669740e-01, 1.051330499701903065e+00, 1.152107243226974775e+00, 8.314181919525008846e-01, 5.397139690558406810e-01, 1.203161501269806477e+00, 4.458274588840577257e-01
