year, CanESM5, NorESM2-MM, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5, GFDL-ESM4, MIROC-ES2L, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, NorESM2-LM, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM4-8, TaiESM1, CNRM-ESM2-1
1.974000000000000000e+03, 3.043909813059623382e+00, 1.647070083353691095e+00, 1.151562962069452967e+00, 1.427399729130071737e+00, 1.928494202347124764e+00, 1.408231311653369122e+00, 1.579235655017477979e+00, 2.804566079630769426e+00, 1.007381815061850316e+00, 3.564115468875319159e+00, 1.542321260869360389e+00, 9.870995987841214570e-01, 2.988035430328980890e+00, 3.662406418965042931e+00, 1.701691547437851781e+00, 1.934932941868507950e+00
1.975000000000000000e+03, 2.856876183552318871e+00, 1.473081503655613966e+00, 1.436537874832910955e+00, 2.095861761219750541e+00, 1.800484856691059399e+00, 1.826310093088847397e+00, 1.603119269604919239e+00, 2.695634691305547559e+00, 9.180507112153896143e-01, 3.144488202740222338e+00, 1.917687931879766161e+00, 7.168628280036907219e-01, 2.696330471902094850e+00, 3.489232967967239585e+00, 1.801126480482078351e+00, 2.325139384878700533e+00
1.976000000000000000e+03, 2.897952526666369710e+00, 1.805100466019239569e+00, 1.331253673907795809e+00, 1.659485534952880093e+00, 1.803400805380746208e+00, 1.361238065131124442e+00, 1.541300885141266841e+00, 2.505401589649837835e+00, 1.107152666717061695e+00, 3.339485533214696211e+00, 1.828626362026514851e+00, 1.359006985481895580e+00, 2.259350808003877553e+00, 3.389899513595556080e+00, 1.728454187107986151e+00, 2.042441221057285983e+00
1.977000000000000000e+03, 2.825888133985528849e+00, 1.450618655044829453e+00, 1.195249768962607817e+00, 1.732189658261619192e+00, 2.032989323711963170e+00, 1.058996774165691379e+00, 1.699077251730018778e+00, 2.468316068019881904e+00, 1.209680110369204309e+00, 3.423473344977508326e+00, 1.746761822052035118e+00, 1.318456277976220115e+00, 2.575961381235491565e+00, 3.225232694650787213e+00, 2.443318001792329497e+00, 1.479810374075460899e+00
1.978000000000000000e+03, 3.227489423761231269e+00, 1.565629235600650038e+00, 1.369729394400407418e+00, 1.633974497810635196e+00, 1.937710187471882062e+00, 1.070425222971279622e+00, 1.566524401567603419e+00, 2.431639072675823243e+00, 8.670167660629947148e-01, 3.180998846975138683e+00, 1.768646795016338480e+00, 1.986167530785859281e+00, 3.757618128594917728e+00, 3.656416813802750188e+00, 1.776017869061457199e+00, 1.400831687256570035e+00
1.979000000000000000e+03, 3.672721774801952055e+00, 1.685158358698705783e+00, 1.439686252332305072e+00, 1.645705541153323459e+00, 1.742634288786898633e+00, 1.345603679502273220e+00, 1.436077200882762472e+00, 2.235588848321500954e+00, 1.337924430307885215e+00, 3.363996803286673831e+00, 1.780291904666961411e+00, 1.670359727645680969e+00, 2.749848871251917348e+00, 2.513704818378543759e+00, 1.331284866763692287e+00, 1.677978727393256930e+00
1.980000000000000000e+03, 3.601147456168027450e+00, 1.753766463849004476e+00, 1.265198605056019332e+00, 1.729990746655727607e+00, 1.367329640815108771e+00, 1.499435090809459581e+00, 1.527458649831470394e+00, 1.763150905402016688e+00, 1.831460388359884561e+00, 3.122976980061631824e+00, 1.743871811592593302e+00, 1.220944604923348331e+00, 2.108666113212847026e+00, 3.499693577732373218e+00, 1.584796276853391195e+00, 1.547546473408548451e+00
1.981000000000000000e+03, 3.934930648297473965e+00, 1.885170305048095019e+00, 1.306096737951097264e+00, 1.150580575423926666e+00, 2.042862091044503003e+00, 1.601155753417220939e+00, 1.471413275220569528e+00, 2.159308308821453082e+00, 9.647688337205134745e-01, 3.151132280032217459e+00, 1.578458032781563602e+00, 1.794274678339331519e+00, 2.301126988273412000e+00, 3.385143199763148480e+00, 2.347410006915892300e+00, 1.494031274834337841e+00
1.982000000000000000e+03, 2.728007147069309468e+00, 1.839464793341995641e+00, 1.583296814696820709e+00, 1.441707646937693488e+00, 2.167808590170795302e+00, 1.162957652768056516e+00, 1.631908023309956768e+00, 3.231758297662819857e+00, 1.383848382804056643e+00, 3.097949633083150633e+00, 1.543216939304367541e+00, 9.348459999472474857e-01, 2.803487642871794083e+00, 3.425484565568795325e+00, 1.852294125715246986e+00, 1.730244815487127275e+00
1.983000000000000000e+03, 2.823668948675596813e+00, 1.905459261015649552e+00, 1.433959508791110560e+00, 2.114099977129765051e+00, 1.635685194433299072e+00, 1.578236084138917361e+00, 1.638489454589590055e+00, 3.063976037542727404e+00, 7.204979894057416123e-01, 3.248718107598103977e+00, 1.287164630747365424e+00, 1.346050935747488353e+00, 2.471112593989073236e+00, 3.550525264068456366e+00, 1.580380440173299039e+00, 2.010050902862972499e+00
1.984000000000000000e+03, 3.506710012288471567e+00, 2.227508007727572625e+00, 1.231867749859500094e+00, 1.673294297029940703e+00, 1.782063063132501624e+00, 1.694443178595174349e+00, 1.439107459912519760e+00, 2.805848247979786603e+00, 1.276624515041676844e+00, 3.286252650830288946e+00, 1.689973745392151061e+00, 9.829505142241824478e-01, 2.295673545651201852e+00, 2.998117721376598599e+00, 1.697396553797366092e+00, 1.250916277181815417e+00
1.985000000000000000e+03, 3.792475021518121103e+00, 1.896110369335041623e+00, 1.501200715777450512e+00, 1.550411931744822169e+00, 1.988453986293693410e+00, 2.012826017424977465e+00, 1.325286551905152432e+00, 3.392792715387040303e+00, 1.172995997277266111e+00, 3.271964816995815539e+00, 1.767690727299929598e+00, 1.408143980514439564e+00, 2.240203975075764742e+00, 3.221120146365628045e+00, 2.449875527203250858e+00, 1.851836767869177613e+00
1.986000000000000000e+03, 3.304510006957241508e+00, 1.935604617232005387e+00, 1.879691934383359353e+00, 2.052936761577907276e+00, 2.202055890796572601e+00, 1.315798661502098899e+00, 1.447278000809999687e+00, 2.787722275168713182e+00, 1.201217901694783263e+00, 3.041495601168369589e+00, 1.646042888393605574e+00, 1.727761817026079783e+00, 2.942994180904507040e+00, 2.918588264609265348e+00, 1.611502828255043651e+00, 1.612315105986152686e+00
1.987000000000000000e+03, 2.991121849839426527e+00, 2.215369119231801243e+00, 1.795767107206745150e+00, 2.074017741820669336e+00, 1.499513610517730910e+00, 1.266944394467266033e+00, 1.632962579750251830e+00, 2.615685774475730252e+00, 1.551391184760331665e+00, 3.808095900121777788e+00, 1.858887080239348677e+00, 1.511604652651475922e+00, 2.010875248798861925e+00, 3.514575343553533404e+00, 1.524336998525928744e+00, 1.700769564594249994e+00
1.988000000000000000e+03, 3.385420375889701905e+00, 2.332020790261240872e+00, 1.487390475108467891e+00, 1.726949792820789087e+00, 1.937954703539115142e+00, 1.434230236665803737e+00, 1.640957693457464561e+00, 2.133434098539123358e+00, 1.640585434214934857e+00, 3.661770338228697685e+00, 1.849899407857126032e+00, 1.455326505841330942e+00, 2.893079026492956007e+00, 3.655309090927750582e+00, 1.979359307926044753e+00, 2.237532146370242447e+00
1.989000000000000000e+03, 3.340624326560288182e+00, 1.803587943760685652e+00, 1.326770854341668526e+00, 1.588100482577700312e+00, 2.286713134206748599e+00, 1.297866006637727665e+00, 1.462386836594572248e+00, 1.988696895481876448e+00, 1.573727709764309202e+00, 3.333204786308362255e+00, 1.919273183044613251e+00, 1.920090330181551064e+00, 2.185793057777262405e+00, 3.716666687273486591e+00, 1.831952968102999790e+00, 1.540121933734776905e+00
1.990000000000000000e+03, 3.715501956248205229e+00, 1.616196506614892670e+00, 1.225328048632358113e+00, 2.277238668110497688e+00, 1.611083862412494128e+00, 8.821650176832300794e-01, 1.428464770963489672e+00, 2.822107931376987011e+00, 1.296809449282774640e+00, 3.522256273273257410e+00, 1.632117988086561056e+00, 1.534607688040301010e+00, 2.567528195948244552e+00, 3.430764539089950382e+00, 1.857625814114814533e+00, 1.334129665398421594e+00
1.991000000000000000e+03, 3.028514292557821008e+00, 2.007118516175056211e+00, 1.515865759339037000e+00, 2.022040700178039163e+00, 1.305982031077465688e+00, 1.327324845600260206e+00, 1.236178696312875358e+00, 2.836270847419088970e+00, 2.178863926498542991e+00, 3.156393429564341879e+00, 1.521754017090715783e+00, 1.276946857249777967e+00, 2.384517552315202682e+00, 3.390990117581427210e+00, 1.578171305864954688e+00, 1.704585670244358475e+00
1.992000000000000000e+03, 3.517269667146984080e+00, 2.044269998154533141e+00, 1.497435310296130639e+00, 1.554023731095987682e+00, 2.255030382087779284e+00, 2.417583880686951403e+00, 1.321832865143750313e+00, 2.757127386848972517e+00, 1.815637815133825717e+00, 3.387368488641370412e+00, 1.729519408772909106e+00, 1.318636604315119421e+00, 3.071520839761808563e+00, 4.159434734221486352e+00, 2.152255189903189869e+00, 1.955845761940662841e+00
1.993000000000000000e+03, 3.628883720887640774e+00, 1.962339485643166848e+00, 1.683025475024470641e+00, 1.369197089362089281e+00, 1.915538468490233237e+00, 1.625652551226149267e+00, 1.527576010278417273e+00, 2.138815190573054359e+00, 1.391922477384476498e+00, 3.315463926264945460e+00, 1.845972634544844837e+00, 9.976321431475368984e-01, 2.693303803329691881e+00, 3.979232196386407683e+00, 1.715069741980700835e+00, 2.685481158190274442e+00
1.994000000000000000e+03, 3.278093395809593247e+00, 1.537205482528214873e+00, 1.884609767861838314e+00, 2.100957043710490080e+00, 2.059053372803604454e+00, 1.181426241495865614e+00, 1.485768152156223376e+00, 2.163528616705972407e+00, 1.537887032545240729e+00, 3.439166586460078001e+00, 1.894393810637674536e+00, 2.178024699855286794e+00, 2.365740120545690495e+00, 3.501166507604370981e+00, 1.584207312101238552e+00, 1.977946117215483079e+00
1.995000000000000000e+03, 2.993495449232066896e+00, 1.621397784739339487e+00, 1.930300334142290186e+00, 1.892149761315741419e+00, 1.839436137089424550e+00, 1.334252877966295658e+00, 1.222620564747586291e+00, 1.945660975837975037e+00, 1.567025775960780631e+00, 3.570626174392171670e+00, 1.482034907008278557e+00, 2.616765767283605104e+00, 2.387232712082508534e+00, 3.301917282570180578e+00, 1.894704030941295470e+00, 2.002164946709944271e+00
1.996000000000000000e+03, 3.451599121472910703e+00, 1.478165008900458322e+00, 1.269951946698194556e+00, 1.677071631320744549e+00, 2.150546817477300365e+00, 1.327920683676312441e+00, 1.466346094613546480e+00, 1.970568576348821654e+00, 1.414286511888466658e+00, 3.350572128816297734e+00, 1.538598739730673071e+00, 1.471144600612661835e+00, 2.373149854379104085e+00, 3.338958017406594259e+00, 1.656494838010621695e+00, 1.610222870031983167e+00
1.997000000000000000e+03, 2.995332419229501664e+00, 1.760884360706749696e+00, 1.301420411216210216e+00, 1.797179452547413403e+00, 1.841045144608927542e+00, 1.631029878476448758e+00, 1.524867990633233861e+00, 2.345442703029696041e+00, 1.748029098774975143e+00, 3.317515831429695528e+00, 1.562592629427635327e+00, 1.111609197410688088e+00, 2.690679113388785293e+00, 3.207009255094620315e+00, 1.570926914813644659e+00, 1.482604211934425820e+00
1.998000000000000000e+03, 3.115909877368004732e+00, 2.179754559117703216e+00, 1.251021333937867075e+00, 2.108579544785792237e+00, 1.948911289379805512e+00, 1.325245213151345025e+00, 1.474972030023221414e+00, 3.082009637565778171e+00, 1.043648710860731521e+00, 3.624632482324943616e+00, 1.654655789096958873e+00, 1.159522935765949558e+00, 2.773471478243484611e+00, 3.342013770170374709e+00, 2.148059208259994524e+00, 1.364843669499522738e+00
1.999000000000000000e+03, 3.886087952100974352e+00, 2.322243112349678285e+00, 1.199245727634400405e+00, 1.947022034848631789e+00, 2.388794766964373206e+00, 1.644845230984684603e+00, 1.665110613287568819e+00, 2.903705725444886809e+00, 1.577596453805624188e+00, 3.134353536925979178e+00, 1.824535072999715846e+00, 1.876129747249000390e+00, 2.573187440181825103e+00, 3.620808245283588356e+00, 1.512005169407553584e+00, 1.366268020151091500e+00
2.000000000000000000e+03, 3.725533011703471065e+00, 2.345103416694001019e+00, 1.554870634384941663e+00, 1.566859123689148481e+00, 2.259494533982183917e+00, 1.149858370942234975e+00, 1.493536637922368016e+00, 2.067414711021438034e+00, 1.449631928122681712e+00, 3.002131632226738400e+00, 1.590663894876830797e+00, 1.675589571361613128e+00, 2.908257821212024918e+00, 3.397858633103548076e+00, 1.951226264625621765e+00, 1.537525901084403346e+00
2.001000000000000000e+03, 3.448810406381509708e+00, 2.094119306541836423e+00, 1.505801573377112623e+00, 1.509639627742226820e+00, 1.771861614582606270e+00, 9.871258006312800815e-01, 1.337921600735061611e+00, 2.683881706487795338e+00, 1.242245855070503557e+00, 3.290553635265979437e+00, 1.695365530798257359e+00, 1.677775863067810569e+00, 2.052638431496015770e+00, 3.534120756763179383e+00, 2.041861120982960021e+00, 2.078773122751492952e+00
2.002000000000000000e+03, 3.360154071298792733e+00, 2.044574232480986797e+00, 1.471746449206256191e+00, 1.908497194539105601e+00, 1.162744031612714890e+00, 1.365118256254982398e+00, 1.385925675342331909e+00, 2.876454862772543919e+00, 1.527991961160423351e+00, 3.278980424800684190e+00, 2.138441945023138224e+00, 1.212349656131730846e+00, 3.223346680541007370e+00, 3.824102748978075450e+00, 1.815308283785937116e+00, 2.952182980617106267e+00
2.003000000000000000e+03, 3.483032199758239411e+00, 1.711850239092081782e+00, 1.451129740743383856e+00, 1.753580703430146270e+00, 1.680956070992944973e+00, 1.479978321816752151e+00, 1.459286023008248057e+00, 3.051573510659392419e+00, 1.437113365424147471e+00, 3.104139481991638583e+00, 1.989864751747416394e+00, 9.701939036357642987e-01, 2.163552897758294069e+00, 3.695278472622376409e+00, 1.508430912070577889e+00, 1.854037352850040676e+00
2.004000000000000000e+03, 3.598907436973112883e+00, 1.784463791393418708e+00, 1.580728133392706347e+00, 1.581255170306190561e+00, 2.866111752622931164e+00, 9.821192037113725126e-01, 1.317832192266198854e+00, 2.887581324447729969e+00, 1.123815068076948309e+00, 3.475835760305114430e+00, 1.545203733710043048e+00, 1.211734493469243779e+00, 2.283053112918012051e+00, 3.445766552412762085e+00, 1.491488602278632891e+00, 1.112135476708110859e+00
2.005000000000000000e+03, 3.720047954780303368e+00, 1.924801099688976391e+00, 1.317226908496256677e+00, 2.313069711821814423e+00, 2.126847797466083101e+00, 1.122979916567767411e+00, 1.521900243121171226e+00, 2.316175285897669855e+00, 1.210729092257692097e+00, 3.800417796386895919e+00, 1.910432557800488818e+00, 1.611692887283623810e+00, 2.642326426987742227e+00, 3.630613478331157218e+00, 2.395541513096131947e+00, 1.876569258243547811e+00
2.006000000000000000e+03, 3.472691556014714465e+00, 2.079389422240487839e+00, 1.033608161993639474e+00, 2.025730837391505723e+00, 1.487385486379479316e+00, 1.631730481435745173e+00, 1.762058881511981534e+00, 2.246552669278887304e+00, 1.426769001078398880e+00, 3.499869084796475960e+00, 2.113032274227455876e+00, 2.691744423511833073e+00, 2.950138886271060024e+00, 3.657460003047555031e+00, 1.831726134949712481e+00, 1.973468909305633900e+00
2.007000000000000000e+03, 3.312845688656842480e+00, 2.260961700860076640e+00, 1.581797963511119676e+00, 2.082790000288860632e+00, 2.004698186495399437e+00, 1.865738502902817286e+00, 1.680978984906195128e+00, 3.242848649799477734e+00, 1.282226091046791971e+00, 3.110098678220155399e+00, 1.673888715107757497e+00, 1.930557635785958404e+00, 2.194089342669223619e+00, 3.484089733168512559e+00, 1.750051747218905884e+00, 1.659187104914545463e+00
2.008000000000000000e+03, 3.565913980533847116e+00, 2.403925186435468930e+00, 1.512666621927738264e+00, 1.771294811205070818e+00, 1.761337188883320026e+00, 1.226045805544492717e+00, 1.468557476492426961e+00, 3.607062809528435832e+00, 1.288205411644957055e+00, 3.712376951429408489e+00, 1.263821772917701702e+00, 9.265813988965819759e-01, 3.408112019947369120e+00, 3.606882792328641063e+00, 2.256881300946810054e+00, 1.606027378194983424e+00
2.009000000000000000e+03, 3.945437232366676650e+00, 2.242478696766473156e+00, 1.095984817047920279e+00, 2.230066534302386660e+00, 2.178024618082050612e+00, 1.478379484681318745e+00, 1.410322026048510091e+00, 2.292014996209438049e+00, 1.387694157469753442e+00, 3.322792410263297302e+00, 1.688915588076823848e+00, 1.240169110499318661e+00, 3.243525831952570826e+00, 3.787233975580049261e+00, 1.759218433168839635e+00, 1.234852866397444293e+00
2.010000000000000000e+03, 2.953883588623437806e+00, 2.182864223668869119e+00, 1.350465667299735717e+00, 2.100537201117654185e+00, 1.985891688975039759e+00, 1.418212338144668960e+00, 1.316661020339036092e+00, 1.837956780098376264e+00, 1.163211831083583059e+00, 3.880753346615844812e+00, 1.794612085800033396e+00, 1.943465319468320240e+00, 2.910290595772324629e+00, 3.223786007641872065e+00, 1.558769140226286654e+00, 1.486780392889123004e+00
2.011000000000000000e+03, 3.481253746299561858e+00, 2.434528294644252355e+00, 1.270819144982809012e+00, 1.713498489115473866e+00, 2.069307577681125387e+00, 1.616420468496147844e+00, 1.455411326281614848e+00, 3.220891936004918410e+00, 1.277438333471692333e+00, 3.344193844466405885e+00, 1.593316495256832388e+00, 1.496306329254053269e+00, 1.816860516082092092e+00, 4.018001407938364800e+00, 1.511798199945676213e+00, 1.735995572742298210e+00
2.012000000000000000e+03, 3.831045707577946491e+00, 2.127512264352462878e+00, 1.431809686006609184e+00, 1.370943576793056229e+00, 1.776849645300566438e+00, 1.511996093206994907e+00, 1.424470515890901234e+00, 2.748358050486104709e+00, 1.250505642944948370e+00, 3.046220083357681574e+00, 1.880818541897522067e+00, 1.399975852211796656e+00, 2.918900629139277836e+00, 4.131732237041871869e+00, 1.954316181499160088e+00, 1.871880828316017542e+00
2.013000000000000000e+03, 3.770145215492981983e+00, 1.720525187442977888e+00, 1.584695355286932283e+00, 2.161561232134192601e+00, 2.170759207581189898e+00, 1.340596569032454388e+00, 1.302909272091367310e+00, 2.689987288174300328e+00, 1.201722543259386322e+00, 3.412778394500858514e+00, 1.641915755750806394e+00, 1.876105110492106709e+00, 3.078810139904784471e+00, 3.613933630236990435e+00, 2.419745868681293821e+00, 1.371976076992993399e+00
2.014000000000000000e+03, 3.974987375706158677e+00, 1.665770672876249137e+00, 1.416302804310059615e+00, 2.409798556305431827e+00, 2.342156152900146449e+00, 2.296471720403262307e+00, 1.334640956425117597e+00, 2.682840908795214308e+00, 1.217157716986592808e+00, 3.865111701478899597e+00, 1.803241571817720157e+00, 1.594958168535768994e+00, 2.596058039559348884e+00, 3.495745913767439372e+00, 2.060142070241828272e+00, 1.883979967469867622e+00
