year, EC-Earth3-Veg, TaiESM1, CESM2-WACCM, NorESM2-LM, CMCC-ESM2, CNRM-ESM2-1, MPI-ESM1-2-LR, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-MM
1.939000000000000000e+03, 1.171384270740660352e-10, 5.166639295475169503e-11, 8.055890459256885354e-11, 7.305158740477008023e-11, 3.087835400981686387e-11, 1.084524164156265371e-10, 1.949151940781454669e-11, 4.075339877110363974e-11, 5.509411006317506120e-13, 1.032880151107116343e-10
1.940000000000000000e+03, 1.162112888293241854e-10, 5.932648250741187321e-11, 8.085208274339028984e-11, 7.198487888782871129e-11, 3.414691383497600916e-11, 1.153403168240655933e-10, 2.191400000611098471e-11, 4.095222979222968440e-11, 5.495317709208807828e-13, 9.512288514392262329e-11
1.941000000000000000e+03, 1.254282788134568603e-10, 6.084586650518553418e-11, 9.662322030594171518e-11, 8.802482316926692099e-11, 3.484667493667521511e-11, 1.506937740760600775e-10, 2.329089717390866082e-11, 4.767037613780034055e-11, 6.302861266306029237e-13, 1.087028455227288695e-10
1.942000000000000000e+03, 1.390039717331537867e-10, 6.136673078882764975e-11, 9.807356348267676597e-11, 1.039461410101438214e-10, 3.750924542583700472e-11, 1.593727078364591040e-10, 2.319194974094863976e-11, 4.783402854137532245e-11, 6.164855934370787581e-13, 1.083069432272534993e-10
1.943000000000000000e+03, 1.366362526610296645e-10, 6.035612475607133063e-11, 9.821321083426358657e-11, 9.971017166486851776e-11, 3.814988607989953787e-11, 1.775128449937279777e-10, 2.339987365342252867e-11, 4.784236362058411871e-11, 6.431494064006895496e-13, 1.263138910294778009e-10
1.944000000000000000e+03, 1.355091042952645807e-10, 5.976961557627164095e-11, 9.843777413069091059e-11, 9.884348071449896476e-11, 3.731081951056810117e-11, 1.921100586932075105e-10, 2.377910526255897310e-11, 4.818324108407811940e-11, 6.963737766782737812e-13, 1.296313155856894580e-10
1.945000000000000000e+03, 1.429110194377514257e-10, 6.071499837356547208e-11, 9.804302359576049788e-11, 8.695178893370807806e-11, 3.763785724992319596e-11, 2.014831787395858282e-10, 2.438765780008397605e-11, 4.875705809496486716e-11, 8.318474962698000536e-13, 1.196856655868997932e-10
1.946000000000000000e+03, 1.364973984763498993e-10, 6.150907716000237928e-11, 9.986231184260092745e-11, 8.721850928006759611e-11, 3.761466138670691917e-11, 2.283687025852066789e-10, 2.428875811549300049e-11, 4.915091389320641780e-11, 7.181530082506975098e-13, 1.188918005196727766e-10
1.947000000000000000e+03, 1.330197339485914598e-10, 5.982122195829174504e-11, 1.001991232904319065e-10, 9.038218982144982050e-11, 3.480092035139013044e-11, 2.455035315489913794e-10, 2.419734841306731986e-11, 4.960472164302510851e-11, 4.913773234130901871e-13, 1.210332174975911795e-10
1.948000000000000000e+03, 1.488597261021218318e-10, 5.691775510801005072e-11, 1.009878119423059572e-10, 9.238640839836131463e-11, 3.718752573018245651e-11, 2.543839852762113467e-10, 2.434477752114999546e-11, 4.984860247147632982e-11, 4.466113507291825040e-13, 1.177951233825928554e-10
1.949000000000000000e+03, 1.484197260024130149e-10, 5.754785710910269437e-11, 1.009414107399229604e-10, 9.951297331767522895e-11, 3.626291175199206581e-11, 2.627973320759349711e-10, 2.541649794127532281e-11, 4.989144526952607729e-11, 5.621447701517662892e-13, 1.145227599260216183e-10
1.950000000000000000e+03, 1.307745402513904131e-10, 9.006153048646282590e-11, 9.827237268812614863e-11, 8.047367759835911710e-11, 5.144017876050618930e-11, 2.769802334186396057e-10, 3.288772687896328997e-11, 5.014425517967106860e-11, 1.056787721628047592e-12, 1.168422955707553406e-10
1.951000000000000000e+03, 2.293392953815090044e-10, 9.218967214664956969e-11, 1.493669644647739442e-10, 1.252958516604929517e-10, 5.701194425850110473e-11, 4.466370902442443938e-10, 3.711397453099831416e-11, 7.252747484378933582e-11, 1.286848967912647777e-12, 1.680284134102369890e-10
1.952000000000000000e+03, 2.506039414748872973e-10, 9.240080177270390863e-11, 1.517555746806881592e-10, 1.451988005980421790e-10, 5.652966259175496411e-11, 5.349419775863970350e-10, 3.768413444313259776e-11, 7.319374535881018453e-11, 1.108994110770131336e-12, 1.716075453846064797e-10
1.953000000000000000e+03, 2.363858216993810354e-10, 9.481092854163272051e-11, 1.524702297896030002e-10, 1.446004755604796369e-10, 5.533479751383661667e-11, 5.746569425107279495e-10, 3.825871153791388953e-11, 7.323675534904129765e-11, 1.070854189409534953e-12, 1.840736803297855321e-10
1.954000000000000000e+03, 2.542740535567594229e-10, 9.562166665759361426e-11, 1.557533153373486420e-10, 1.390981493508552492e-10, 5.445010143104294172e-11, 6.066058960762192090e-10, 3.961381237454835350e-11, 7.439063976452774444e-11, 1.031571919866666880e-12, 1.696011456264142584e-10
1.955000000000000000e+03, 2.393735983275617057e-10, 9.312249512337866369e-11, 1.567373646288419045e-10, 1.451274504429584576e-10, 5.827303681939899250e-11, 6.233866473812114475e-10, 4.056027546935846498e-11, 7.618353176049900327e-11, 1.073429381964135403e-12, 1.779076641328629956e-10
1.956000000000000000e+03, 2.216879089564092495e-10, 9.101138655855393129e-11, 1.547922051305762653e-10, 1.574610695825439964e-10, 5.621157217986537236e-11, 6.683209195007965909e-10, 4.115195729611950544e-11, 7.773364844291644245e-11, 1.133828410254039361e-12, 1.829910341929328940e-10
1.957000000000000000e+03, 2.356669196987533365e-10, 9.224834781791772803e-11, 1.521595594174466790e-10, 1.622369313306523111e-10, 5.455823616321489022e-11, 6.887464955592733807e-10, 4.165180887774091887e-11, 7.878683090640263275e-11, 9.443453529504103176e-13, 1.934537721074701691e-10
1.958000000000000000e+03, 2.356457517117618704e-10, 9.312139053384866565e-11, 1.516023967302453704e-10, 1.725317359022680854e-10, 5.341421037011673064e-11, 6.818844317632891373e-10, 4.206422120692073115e-11, 7.966301632945976514e-11, 9.438093335943467961e-13, 1.833603436671255050e-10
1.959000000000000000e+03, 2.464831054077179320e-10, 8.987096374669021563e-11, 1.495630383778461075e-10, 1.667250964551472288e-10, 5.329213351319087942e-11, 6.722424804527009891e-10, 4.289746537223116470e-11, 8.085092905187070990e-11, 1.057213105624082439e-12, 1.797998173170031725e-10
1.960000000000000000e+03, 2.496587789349859239e-10, 5.903007015431729351e-11, 1.479787070475969538e-10, 1.579234202805314991e-10, 4.455246413193153173e-11, 6.607331139301646857e-10, 3.954744591835105110e-11, 8.240821151104270079e-11, 8.384839169290392459e-13, 1.710167421127070429e-10
1.961000000000000000e+03, 6.099839588744631032e-11, 5.510838745255947347e-11, 1.134627712232279411e-10, 1.363639433332542049e-10, 4.425347448771313817e-11, 3.565903533518034785e-10, 3.766736504812758626e-11, 7.660345403618601371e-11, 1.278118012968794186e-12, 1.557441683682546037e-10
1.962000000000000000e+03, 6.225782498406435725e-11, 5.309753995815848190e-11, 1.083670483446122821e-10, 1.207190970033849652e-10, 3.616991166221218625e-11, 3.366246300503582585e-10, 3.758178445220564033e-11, 7.591615244945629838e-11, 1.829508768180013026e-12, 1.511639629972727513e-10
1.963000000000000000e+03, 6.308254670132333726e-11, 5.442015806628042372e-11, 1.040574443988664898e-10, 1.279962733334859398e-10, 3.381959546871718118e-11, 3.210480134395037058e-10, 3.907280726493474982e-11, 7.519143946069233353e-11, 2.101922681381113102e-12, 1.470489368012662639e-10
1.964000000000000000e+03, 6.143403204089024141e-11, 4.923860322163513275e-11, 9.972438201505740331e-11, 1.212882006929925529e-10, 4.018185734964092433e-11, 3.017312771594369775e-10, 3.891200156724748952e-11, 7.468363991540351682e-11, 2.375062375591953890e-12, 1.588873083345112746e-10
1.965000000000000000e+03, 5.872331508106852031e-11, 4.739318911833573117e-11, 9.868763346974365051e-11, 1.275871545512594175e-10, 3.855449255500463243e-11, 2.820623071342809078e-10, 3.596878724414972219e-11, 7.465434413443755069e-11, 2.556717430349745136e-12, 1.512597115461072488e-10
1.966000000000000000e+03, 5.767372235699936777e-11, 4.850805065311334612e-11, 9.954318762022020176e-11, 1.303140239450481010e-10, 3.695159003348679078e-11, 2.660985684362972328e-10, 3.393710020498925071e-11, 7.431067783480928217e-11, 3.213737599946958481e-12, 1.514234839720255017e-10
1.967000000000000000e+03, 5.419836922311755238e-11, 4.700526922981691793e-11, 9.804450838667335425e-11, 1.115458710915471348e-10, 3.494508843676056030e-11, 2.405338648934658034e-10, 3.255029044588266134e-11, 7.353499147659737332e-11, 4.256280512075599404e-12, 1.683791703092537668e-10
1.968000000000000000e+03, 5.800911744907003700e-11, 4.186581604087482779e-11, 9.604379023094853202e-11, 1.309255176049608391e-10, 3.162428840881430436e-11, 2.170397220117070246e-10, 3.138978001115978118e-11, 7.325906235456541417e-11, 4.448366140738428808e-12, 1.523960786841113337e-10
1.969000000000000000e+03, 6.242858094351347691e-11, 4.397655724285760662e-11, 9.407773917044720203e-11, 1.378343147433203179e-10, 3.741630588124260220e-11, 1.977843493610843813e-10, 2.986202153687414911e-11, 7.258081147050902364e-11, 4.211653941776662287e-12, 1.606784971248872243e-10
1.970000000000000000e+03, 5.848420273983595917e-11, 3.331538702746295913e-11, 9.722783689452293834e-11, 1.452136541543901962e-10, 2.556209775942971460e-11, 1.801975139272339118e-10, 2.010852067197108312e-11, 7.164567265990678103e-11, 3.036504002451916133e-12, 1.628585363517191628e-10
1.971000000000000000e+03, 3.166679454660511345e-11, 3.197955746558347250e-11, 5.649357214898514552e-11, 1.340393541585807196e-10, 2.493041166571441371e-11, 1.009009417370622985e-10, 1.402331924564874446e-11, 3.938762097150584036e-11, 1.686464372395028079e-12, 1.298506845936531825e-10
1.972000000000000000e+03, 3.661400667315795633e-11, 3.192341007384735898e-11, 5.388064232212108254e-11, 9.600268189272625687e-11, 2.431817135304469587e-11, 9.678470003122527948e-11, 1.228104595625833032e-11, 3.789524138338548851e-11, 1.167000417812527510e-12, 1.211704662266583487e-10
1.973000000000000000e+03, 3.522763725418296386e-11, 3.062194963347867578e-11, 5.159592001815900403e-11, 1.115769540764018298e-10, 2.320790349692203640e-11, 9.214293507922392020e-11, 1.112229652845725750e-11, 3.626630576829932527e-11, 9.144125907682627135e-13, 1.166329133187499747e-10
1.974000000000000000e+03, 3.644457114178249329e-11, 2.970595799462003631e-11, 4.943594050960327466e-11, 8.369758608250353220e-11, 2.346701351435344053e-11, 8.777871596778450907e-11, 1.018860398829994980e-11, 3.495366215022374140e-11, 7.631772314480889586e-13, 1.150882698167454861e-10
1.975000000000000000e+03, 3.572095646713112542e-11, 2.986538717076073149e-11, 4.838614173614202131e-11, 9.501663253652602417e-11, 2.401175719021786816e-11, 8.309792376792462375e-11, 9.557244839881012072e-12, 3.334638583039646498e-11, 6.665552132185505554e-13, 1.159240980346570962e-10
1.976000000000000000e+03, 3.518537507631690067e-11, 2.910576960688246991e-11, 4.802275763862862523e-11, 9.350450404169697506e-11, 2.368683072187425851e-11, 7.793897140249468489e-11, 9.007258616364605734e-12, 3.178544793053507508e-11, 5.947889359394543300e-13, 1.135097613709387431e-10
1.977000000000000000e+03, 3.532968986352585967e-11, 2.978277250576776295e-11, 4.752174433481297840e-11, 1.799213084622883318e-10, 2.309582768795027426e-11, 7.338927931151695086e-11, 8.653028912543962261e-12, 3.014948404026078678e-11, 5.422673514359221878e-13, 1.112159373820283562e-10
1.978000000000000000e+03, 3.639154797221816818e-11, 3.015865656718620626e-11, 4.707815914639501696e-11, 1.253370300869193713e-10, 2.390180149845077377e-11, 6.903007341360509519e-11, 8.463354411134133768e-12, 2.856747209231055735e-11, 4.905452157819690623e-13, 1.155124811428814416e-10
1.979000000000000000e+03, 3.644060719565205492e-11, 2.946961596153981808e-11, 4.642256727446965708e-11, 9.400610833279269592e-11, 2.430856174415577164e-11, 6.476380200129080435e-11, 8.263132141437343944e-12, 2.701017659143810953e-11, 4.441078964420207403e-13, 1.095497355683918794e-10
1.980000000000000000e+03, 3.712918097922326279e-11, 2.407061493053214130e-11, 4.613975633968744721e-11, 9.534171736488461255e-11, 2.157784819005454896e-11, 6.086098826817082894e-11, 8.911360507759238482e-12, 2.535515199294457569e-11, 4.674215717490539163e-13, 1.187759782585827024e-10
1.981000000000000000e+03, 1.965930162450107416e-11, 2.469400543185313836e-11, 4.407734940711547170e-11, 1.177026692130676387e-10, 2.226572116685645578e-11, 5.272060501916092824e-11, 9.559151229341951024e-12, 2.277627020926020937e-11, 4.768269195229805291e-13, 1.018611861154822303e-10
1.982000000000000000e+03, 2.003553015344863153e-11, 2.542213356169008161e-11, 4.187443648399833185e-11, 9.302576840221710338e-11, 2.278275542439931939e-11, 5.025710236970749301e-11, 9.646806980199080201e-12, 2.277085653535953748e-11, 4.208841513820973745e-13, 1.131852301615419355e-10
1.983000000000000000e+03, 1.905925276729498625e-11, 2.399699637805319146e-11, 4.163951481931958080e-11, 1.278676938198940816e-10, 2.063132394975097748e-11, 4.980995490469389800e-11, 9.357855942911560112e-12, 2.297194954308181216e-11, 3.798715211170168484e-13, 1.251764877998310187e-10
1.984000000000000000e+03, 1.842189421102150713e-11, 2.319703678437934365e-11, 4.218197576691567705e-11, 1.304183415823667836e-10, 2.072832429961192419e-11, 4.912660048108252297e-11, 9.396033966673583973e-12, 2.323258104643110880e-11, 3.182397196693493580e-13, 1.159482498853304676e-10
1.985000000000000000e+03, 1.804515802071903407e-11, 2.422052143427063428e-11, 4.161454563268206686e-11, 1.196046879983064747e-10, 2.183960162069493940e-11, 4.694857533517386351e-11, 9.400557739044369215e-12, 2.320456144151029263e-11, 3.002692807583716663e-13, 1.241143317777623589e-10
1.986000000000000000e+03, 1.858099867533728707e-11, 2.367870914335208078e-11, 4.194699722658730356e-11, 1.149187564407958580e-10, 2.289943546510622944e-11, 4.881710348222017043e-11, 9.444756875773323854e-12, 2.337921827195362591e-11, 2.991942257683550916e-13, 1.688506366827779830e-10
1.987000000000000000e+03, 1.969604323699359866e-11, 2.280810549923667230e-11, 4.258166778423518131e-11, 7.159590198211843911e-11, 2.193169046099875936e-11, 4.835759686372352943e-11, 9.268131812429592154e-12, 2.345126419830473855e-11, 3.092410413325636498e-13, 1.518213895836714803e-10
1.988000000000000000e+03, 1.941603168703552979e-11, 2.304255001313398729e-11, 4.309790578998720292e-11, 1.061958923458751034e-10, 2.140175914795127173e-11, 4.505683308295673325e-11, 9.259236018496844725e-12, 2.348046413873013335e-11, 2.922554348475745328e-13, 1.243806291291656056e-10
1.989000000000000000e+03, 2.092550273362345806e-11, 2.325105679261335130e-11, 4.263494124482228880e-11, 1.450252397747711084e-10, 2.197120488908922309e-11, 4.353331955453880048e-11, 9.496307665843520801e-12, 2.336175292271651012e-11, 2.468364151324646718e-13, 1.516445655476908605e-10
1.990000000000000000e+03, 1.971467832622034102e-11, 2.685040025601816195e-11, 4.246340856209382593e-11, 1.132208481273816100e-10, 2.158280690660710153e-11, 4.127480741168210338e-11, 7.451810616455888166e-12, 2.314203254924820829e-11, 2.092489185058410106e-13, 1.140387314254303099e-10
1.991000000000000000e+03, 1.529090400263509824e-11, 2.702790154029515320e-11, 3.291622353083118195e-11, 1.208231467946158781e-10, 2.223934102203288922e-11, 3.182340884992448236e-11, 5.697823761857312775e-12, 1.483155435090062463e-11, 1.848777001229230335e-13, 1.255963716309101082e-10
1.992000000000000000e+03, 1.560924625991296579e-11, 2.783193133559772016e-11, 3.291933690301611012e-11, 1.555082878710427832e-10, 2.222267654405304396e-11, 3.048480146927472226e-11, 5.172130279987369436e-12, 1.440337076196404056e-11, 2.422919417916209523e-13, 1.360106998072738910e-10
1.993000000000000000e+03, 1.594476988329871863e-11, 2.825668115875480183e-11, 3.229309209517567313e-11, 1.092895604065315826e-10, 2.192321338460785283e-11, 2.804083931833036832e-11, 4.879137209720885748e-12, 1.402252355178538205e-11, 3.311770825814980411e-13, 1.518778980276841177e-10
1.994000000000000000e+03, 1.693462352862040395e-11, 2.839872436314659682e-11, 3.283851721154160273e-11, 9.405398321502211660e-11, 2.304633556116161327e-11, 2.682013821410187508e-11, 4.661155860689202621e-12, 1.358795720562396402e-11, 3.353606970616073773e-13, 1.251730044802575430e-10
1.995000000000000000e+03, 1.724182113916585611e-11, 2.860957921493643717e-11, 3.306214043339389015e-11, 1.094054901274011375e-10, 2.433894792337178162e-11, 2.255569901641890138e-11, 4.682540884774168933e-12, 1.314599218685043528e-11, 3.387324255211791682e-13, 1.255404485376295421e-10
1.996000000000000000e+03, 1.843137931067984457e-11, 2.955867029318580635e-11, 3.357066798826951064e-11, 1.042531480143633548e-10, 2.459856555079059576e-11, 2.030705136316465817e-11, 4.702310284013899157e-12, 1.267108993361836233e-11, 3.287204144740847301e-13, 1.060581631257036127e-10
1.997000000000000000e+03, 1.800173493319146448e-11, 2.980345222564725093e-11, 3.369023974824031531e-11, 8.168951070809223982e-11, 2.436223447811930318e-11, 1.757389572385481007e-11, 4.404665998733781327e-12, 1.219235054456266250e-11, 3.238710878232036931e-13, 1.239025190775260748e-10
1.998000000000000000e+03, 1.949378064062778692e-11, 3.041905714235683519e-11, 3.455083444071393620e-11, 1.220590646546385358e-10, 2.399503260717263787e-11, 1.509237568846414352e-11, 4.237293125752249074e-12, 1.180496431621785846e-11, 2.846841852492172676e-13, 1.627870307714385579e-10
1.999000000000000000e+03, 1.950110788893007157e-11, 3.075457370339435261e-11, 3.472389470237923647e-11, 1.514042741628274927e-10, 2.553751970877435979e-11, 1.219647990210692039e-11, 4.251591001360253113e-12, 1.143784868476263380e-11, 2.928539601443627100e-13, 1.603094745988473114e-10
2.000000000000000000e+03, 1.990004879152889456e-11, 4.908386341393475001e-11, 3.521960606634281997e-11, 1.100760232859955330e-10, 5.588077269645865435e-11, 9.818179494746119312e-12, 2.281214026588671403e-11, 1.100277827530454576e-11, 4.090524953113645304e-13, 1.839509189978598149e-10
2.001000000000000000e+03, 9.039450250277388114e-11, 7.487118505979558241e-11, 1.395464851072872438e-10, 2.151959297962612084e-10, 1.028720695174123183e-10, 1.262419459789599832e-10, 1.981770723273514644e-11, 8.488794727215729895e-11, 8.943449706554913654e-13, 2.669490048772734942e-10
2.002000000000000000e+03, 4.333950287462414386e-11, 3.520244755755160112e-11, 5.788568506930809698e-11, 1.472785122936715045e-10, 3.398183920221243396e-11, 5.157455964582714817e-11, 8.358196551913939323e-12, 1.602499055767316674e-11, 8.464102197393237144e-13, 1.602709619724540381e-10
2.003000000000000000e+03, 3.262200574681013531e-11, 3.484302237862783005e-11, 4.031740656503266345e-11, 1.312738028741263050e-10, 3.133124582858125365e-11, 3.122436306309022346e-11, 9.843424745666494062e-12, 1.358982101081670172e-11, 4.348455419166738897e-13, 1.255854263797872721e-10
2.004000000000000000e+03, 4.797724238580383890e-11, 5.129404189281640985e-11, 6.600320786053057162e-11, 1.307395391256050281e-10, 5.423254155512082793e-11, 5.780570719709235238e-11, 1.849401625346440916e-11, 3.736495134138939012e-11, 2.403350440776682129e-13, 1.263299238025170390e-10
2.005000000000000000e+03, 8.892671019299066956e-11, 4.844652166418137666e-11, 1.237093092495087570e-10, 1.479542220404161848e-10, 7.365247540790510640e-11, 1.868921089600336924e-10, 1.220338929702282891e-11, 7.333673094121179125e-11, 1.674595146665968550e-13, 2.187972094701059687e-10
2.006000000000000000e+03, 3.270633480144307473e-11, 7.874418028663622874e-11, 5.215522015658683848e-11, 1.542434870089384671e-10, 1.141110178198130631e-10, 4.474472718058795209e-11, 1.090207611476788378e-11, 1.797521691861323152e-11, 3.181205800251918836e-13, 1.716199030957802770e-10
2.007000000000000000e+03, 4.230135173850379728e-11, 3.218600981285268508e-11, 7.271297405755924458e-11, 1.519138478768558324e-10, 2.979513674135603565e-11, 5.263074894195072917e-11, 1.036608137537751362e-11, 2.137107809147830290e-11, 6.041208766006264486e-13, 1.632192034633660983e-10
2.008000000000000000e+03, 2.731570539555051300e-11, 7.670127188182530862e-11, 4.100528759399028353e-11, 8.339387474674100358e-11, 6.183376868224628939e-11, 4.201922070821185487e-11, 2.614736750668920975e-11, 1.665436765124427483e-11, 3.411945570736287826e-13, 1.234724052445725435e-10
2.009000000000000000e+03, 9.774649983185530766e-11, 7.658772704788075879e-11, 1.781222086722612735e-10, 2.257073500180461829e-10, 1.380292646830095739e-10, 1.607035605465784969e-10, 1.947976674043064117e-11, 1.034705664929778762e-10, 1.004968352003397885e-12, 2.746813283237095000e-10
2.010000000000000000e+03, 4.839376725870176124e-11, 1.101520828223463514e-10, 7.027763086003952602e-11, 1.385820537658590938e-10, 1.072752592299329459e-10, 4.882746445937737439e-11, 3.634005374559980726e-11, 2.355884070081897041e-11, 1.412346781885184535e-12, 1.711156972213775624e-10
2.011000000000000000e+03, 2.276872188938599270e-10, 4.055355061348924072e-11, 3.004487485562714735e-10, 2.967627082919358235e-10, 4.289660545578821443e-11, 4.921181183317419884e-10, 3.080271433246307733e-11, 1.834797712608479937e-10, 8.561299120418135901e-13, 3.821654390513587597e-10
2.012000000000000000e+03, 2.913174929756896681e-11, 4.087106232020660655e-11, 5.949621081800036601e-11, 1.371872196596306790e-10, 3.497293827355083170e-11, 6.318433533166562441e-11, 1.646200866730659436e-11, 2.654061529613755704e-11, 4.014124544116649586e-13, 1.736857097459296285e-10
2.013000000000000000e+03, 3.614935474392041956e-11, 4.074108110782684126e-11, 7.355101629455861452e-11, 1.363642028054172746e-10, 3.537830479742374150e-11, 7.285065388641526956e-11, 1.441395821358089917e-11, 5.171497227096658677e-11, 2.000651844436949383e-13, 1.537957871689527832e-10
2.014000000000000000e+03, 3.401828707732962168e-11, 6.135804778490153630e-11, 6.992184351824203101e-11, 1.431599044229607337e-10, 5.528299794362424919e-11, 7.703834108664418846e-11, 2.314442396230950724e-11, 4.796350427160183480e-11, 2.853698521525116033e-13, 1.831921675068156616e-10
