year, CanESM5, ACCESS-ESM1-5, CESM2-WACCM, MIROC-ES2L, EC-Earth3-Veg, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR
1.920000000000000000e+03, 6.405994927962419183e+01, 2.784486970571054343e+01, 2.416924183583994079e+01, 1.857496478910378812e+01, 3.711420614448836375e+01, 3.449189810845184834e+00, 4.149644709032749290e+01, 2.481278529007157729e+01, 2.425838026723271668e+01, 1.979356151858654655e+01, 4.925983031362659403e+01, 4.436216835018806393e+01, 2.448218938581942794e+01, 1.836232029652506270e+01
1.921000000000000000e+03, 6.407556514814511672e+01, 2.786987651430868240e+01, 2.418184671556755916e+01, 1.852660669856241427e+01, 3.707756219464553027e+01, 3.567999900355392384e+00, 4.153790957221568902e+01, 2.474889931495668804e+01, 2.426183620261248564e+01, 1.975531424783437728e+01, 4.931300624730135951e+01, 4.438702472122366771e+01, 2.449887930771832245e+01, 1.831291900574430898e+01
1.922000000000000000e+03, 6.410983667860301694e+01, 2.785928932750549691e+01, 2.421257725358098156e+01, 1.849373849641733969e+01, 3.702943594011843231e+01, 3.588665371669820026e+00, 4.170250659145209937e+01, 2.472633104871509602e+01, 2.423649731449309286e+01, 1.957579049226518819e+01, 4.942677694714072345e+01, 4.440334115035810214e+01, 2.451963667868215424e+01, 1.825817719574226672e+01
1.923000000000000000e+03, 6.412682490433398641e+01, 2.783820350593279969e+01, 2.416955154909434356e+01, 1.856737393960555593e+01, 3.696875616824470256e+01, 3.446675974165603229e+00, 4.174182280311306670e+01, 2.473733429961008667e+01, 2.418016303475151929e+01, 1.977299760935656892e+01, 4.944437644735639026e+01, 4.441482638099649449e+01, 2.450685110608018746e+01, 1.821122881908121727e+01
1.924000000000000000e+03, 6.410622553386714628e+01, 2.782964303573338682e+01, 2.419193678613924803e+01, 1.861292472269625264e+01, 3.698973737920167082e+01, 3.382167474417470565e+00, 4.169675898887579280e+01, 2.471617194438118759e+01, 2.416338293863552167e+01, 1.989211189023200177e+01, 4.928679671791246619e+01, 4.438236689494297593e+01, 2.451590940193188928e+01, 1.818282363903312060e+01
1.925000000000000000e+03, 6.411677825925140439e+01, 2.781478016731883685e+01, 2.419277861349723224e+01, 1.860512341233020805e+01, 3.703089642555668348e+01, 3.480424375708262907e+00, 4.168642201476517073e+01, 2.468197809401968357e+01, 2.414902955279794483e+01, 1.966132172869509276e+01, 4.929845962783130631e+01, 4.440062990034424928e+01, 2.450026383761974103e+01, 1.815934646594733692e+01
1.926000000000000000e+03, 6.413260597628003268e+01, 2.779089346420731843e+01, 2.417889444420315570e+01, 1.864351537437102024e+01, 3.706220760371333256e+01, 3.672821455234916765e+00, 4.165543548964355125e+01, 2.471627996244797387e+01, 2.415214691876305864e+01, 1.956779897986216454e+01, 4.924453620186957892e+01, 4.441701484030037506e+01, 2.449891960038877414e+01, 1.814857536442120889e+01
1.927000000000000000e+03, 6.415389117481277026e+01, 2.775413771469945701e+01, 2.417847394986523213e+01, 1.858265326109466642e+01, 3.704870496266097035e+01, 3.739685591033260259e+00, 4.163543942355570238e+01, 2.470609043880075006e+01, 2.418783129929777331e+01, 1.960244847188290507e+01, 4.928239334415832928e+01, 4.447388465154541137e+01, 2.452483701875290123e+01, 1.813654264201933586e+01
1.928000000000000000e+03, 6.417216617395769163e+01, 2.773635537855927780e+01, 2.419977501957759713e+01, 1.847532537179097645e+01, 3.703559745045132701e+01, 3.598801480646859119e+00, 4.161806940030501778e+01, 2.472696441757556229e+01, 2.421084892321829329e+01, 1.985944198836157781e+01, 4.935340141732663710e+01, 4.450292695036493029e+01, 2.454726679237847620e+01, 1.813937729996584025e+01
1.929000000000000000e+03, 6.416187666210451823e+01, 2.774522591071030320e+01, 2.419431368972793095e+01, 1.841755677892787801e+01, 3.703762198938673578e+01, 3.479138680899126701e+00, 4.155141763736765625e+01, 2.476120807999133078e+01, 2.421517917612349180e+01, 1.972184806020549175e+01, 4.946205772982015958e+01, 4.451537771357781992e+01, 2.454911467390689950e+01, 1.808274825468602387e+01
1.930000000000000000e+03, 6.413210956000611418e+01, 2.777528048548211004e+01, 2.417219642190384477e+01, 1.839618072147123939e+01, 3.706194230613032659e+01, 3.473564144001930920e+00, 4.151682317944963074e+01, 2.473870147913885020e+01, 2.423220186834584311e+01, 1.968766728888186535e+01, 4.952364157458836758e+01, 4.451846692065675626e+01, 2.456526749480200777e+01, 1.806935595874187328e+01
1.931000000000000000e+03, 6.410583850765573288e+01, 2.781317120946485133e+01, 2.421026718252552001e+01, 1.838430682297062901e+01, 3.700678856238706516e+01, 3.487706929250634857e+00, 4.157612516774680955e+01, 2.474586869766939046e+01, 2.428587866039120158e+01, 1.992321544529853128e+01, 4.951087906570056418e+01, 4.453541540362380857e+01, 2.456010943752272269e+01, 1.811491359487498798e+01
1.932000000000000000e+03, 6.412676733519187167e+01, 2.783527289535604865e+01, 2.425191178720846352e+01, 1.839617279769126412e+01, 3.698579386877026565e+01, 3.387216004977382067e+00, 4.168653997454635629e+01, 2.475670107350457627e+01, 2.430932686706940515e+01, 1.980571904952918061e+01, 4.945524873163258661e+01, 4.454102161479948307e+01, 2.455736143231490587e+01, 1.815262240401231253e+01
1.933000000000000000e+03, 6.410507080521682610e+01, 2.785046398952653846e+01, 2.423838756912895676e+01, 1.838154341417416404e+01, 3.698556340221598049e+01, 3.352197234948647075e+00, 4.169269307177523132e+01, 2.473312529492041278e+01, 2.425951198608328951e+01, 1.953016334171907786e+01, 4.953968094480429585e+01, 4.451113870773864534e+01, 2.456258917387568275e+01, 1.824957535458231206e+01
1.934000000000000000e+03, 6.411869951301399340e+01, 2.789278643151951442e+01, 2.420542810498896102e+01, 1.842034619461281864e+01, 3.697609247621941364e+01, 3.345899996673638466e+00, 4.168927167509875176e+01, 2.466863327448533028e+01, 2.427220078069990805e+01, 1.977445362616311186e+01, 4.958256976194624599e+01, 4.454978735185907368e+01, 2.451357566103016339e+01, 1.835142526317058653e+01
1.935000000000000000e+03, 6.413336610118977887e+01, 2.793660546512401766e+01, 2.423044530428088450e+01, 1.835366846893579762e+01, 3.692688411211998556e+01, 3.294399956897047677e+00, 4.179206525907706293e+01, 2.460793809882822458e+01, 2.427725842165381209e+01, 1.975383067215408417e+01, 4.962124080407831173e+01, 4.460906106150127926e+01, 2.451222733611994542e+01, 1.831351776909839302e+01
1.936000000000000000e+03, 6.416202186927972662e+01, 2.796580591286456752e+01, 2.425954642566447461e+01, 1.825408121187752997e+01, 3.691453370155568336e+01, 3.319035434363229342e+00, 4.176732464945725809e+01, 2.460611404250035150e+01, 2.428410010705214006e+01, 1.971104039008760367e+01, 4.969918609995706049e+01, 4.464995266206548052e+01, 2.457387757730534261e+01, 1.828081367901171106e+01
1.937000000000000000e+03, 6.417931975146893819e+01, 2.800082305322397147e+01, 2.421820228892271487e+01, 1.822784487161960598e+01, 3.685759601121904439e+01, 3.335209571947139295e+00, 4.184933793614487740e+01, 2.462532408059297495e+01, 2.426980301740093537e+01, 1.995175077529414764e+01, 4.975868184169468833e+01, 4.462835080323017678e+01, 2.460026616207951022e+01, 1.824940559768057113e+01
1.938000000000000000e+03, 6.418404841898463076e+01, 2.802535702185508271e+01, 2.419979739498246474e+01, 1.820744650948365617e+01, 3.685026673661681684e+01, 3.306529264611363317e+00, 4.196792113779282829e+01, 2.459829985373959360e+01, 2.425604373537642289e+01, 1.988921644628457130e+01, 4.974603157106127327e+01, 4.463028884265764162e+01, 2.461172370785325469e+01, 1.825421920193026537e+01
1.939000000000000000e+03, 6.419456797496960121e+01, 2.804764514218717508e+01, 2.422693042235354000e+01, 1.814319018809037942e+01, 3.687890436669939476e+01, 3.256438244601602694e+00, 4.205031687422159337e+01, 2.459174628117974848e+01, 2.426277365660193652e+01, 1.980780925156053840e+01, 4.968692422112343365e+01, 4.461882105274279553e+01, 2.459332121665318027e+01, 1.824887450726331295e+01
1.940000000000000000e+03, 6.422070382186512916e+01, 2.805861825333613524e+01, 2.421750069703583819e+01, 1.809877184070967715e+01, 3.687078473634579012e+01, 3.206917943394752779e+00, 4.203351181252895685e+01, 2.463236132589768701e+01, 2.427606721461580719e+01, 1.993104939384939911e+01, 4.971985111098238974e+01, 4.468879393059818028e+01, 2.460536573712922603e+01, 1.833159553345832649e+01
1.941000000000000000e+03, 6.422247359401112021e+01, 2.807322075361630098e+01, 2.421141013893566196e+01, 1.807631568590074167e+01, 3.680463733064490839e+01, 3.259281295564894432e+00, 4.196896098943648212e+01, 2.465214341067508386e+01, 2.429409280739387356e+01, 1.990415693314365697e+01, 4.976301761284300795e+01, 4.478745812623350986e+01, 2.460747923045260066e+01, 1.833466276081763979e+01
1.942000000000000000e+03, 6.422067521587861449e+01, 2.810536224649242243e+01, 2.420270423597164822e+01, 1.805887243115999041e+01, 3.680705117256506043e+01, 3.372792236500748775e+00, 4.183360657619448375e+01, 2.462365525294979562e+01, 2.431770761314878015e+01, 1.978726760074198410e+01, 4.980822384864429608e+01, 4.477762278610726554e+01, 2.455779005360749423e+01, 1.830302860485579686e+01
1.943000000000000000e+03, 6.418106948742415341e+01, 2.813875562504286165e+01, 2.422366986878942541e+01, 1.806667545554950749e+01, 3.678149658043399484e+01, 3.363347478658152312e+00, 4.184519263977453818e+01, 2.456317593174015812e+01, 2.428803725702012528e+01, 1.995655389964283444e+01, 4.976461697504203840e+01, 4.478037472112445272e+01, 2.455454331421548275e+01, 1.826287311580055572e+01
1.944000000000000000e+03, 6.414240465865366048e+01, 2.817209010573217043e+01, 2.427956378105762170e+01, 1.803509887480912610e+01, 3.682255822298338899e+01, 3.325159150997750057e+00, 4.188936374429366793e+01, 2.456176932817371039e+01, 2.422721601572257910e+01, 2.007136171049490869e+01, 4.968718502675047688e+01, 4.483618603016061144e+01, 2.456359292526278182e+01, 1.825520530546835474e+01
1.945000000000000000e+03, 6.410543839594258486e+01, 2.819807868952158714e+01, 2.426354118112076463e+01, 1.804429759325066840e+01, 3.678747929743134648e+01, 3.371800983076282954e+00, 4.189892380494335811e+01, 2.458204530099804686e+01, 2.419793968105688009e+01, 1.995044779288025083e+01, 4.977272418213659222e+01, 4.483706319708707611e+01, 2.458981783566554213e+01, 1.827075968323673294e+01
1.946000000000000000e+03, 6.405402508583301824e+01, 2.820303062817611561e+01, 2.423540083671958456e+01, 1.806645881487046879e+01, 3.677134748968799727e+01, 3.506803886230485112e+00, 4.208223987253929721e+01, 2.457580920589022710e+01, 2.424863785661768389e+01, 1.983784526724984332e+01, 4.991099111674201794e+01, 4.489831979324572586e+01, 2.461858903007955846e+01, 1.829196820722328809e+01
1.947000000000000000e+03, 6.399925997458929317e+01, 2.819789328178820398e+01, 2.420471718007302542e+01, 1.806092054122679613e+01, 3.675594683947156227e+01, 3.455211907995587861e+00, 4.212926713264631928e+01, 2.454880246013203049e+01, 2.426507536541775067e+01, 1.992186282198515812e+01, 4.987166469057300588e+01, 4.498548752048921529e+01, 2.460730993880962814e+01, 1.825798309616789439e+01
1.948000000000000000e+03, 6.394806518849993182e+01, 2.821092195263160107e+01, 2.417944902633965754e+01, 1.809920390761564590e+01, 3.676629170744824648e+01, 3.364304213571262636e+00, 4.210911558048324821e+01, 2.453048093668710905e+01, 2.429836378235500050e+01, 2.007392966119928701e+01, 4.996199044798080990e+01, 4.501477970965529352e+01, 2.460566736025267787e+01, 1.820254181337734067e+01
1.949000000000000000e+03, 6.390974038846496086e+01, 2.822586416055916914e+01, 2.420984813613469555e+01, 1.806984346875225711e+01, 3.676685593522422124e+01, 3.304253418848182910e+00, 4.199860774033319899e+01, 2.451564667832218802e+01, 2.429811813054251601e+01, 1.995935972408285153e+01, 5.004692207046029750e+01, 4.500371130878517079e+01, 2.461817530805957688e+01, 1.823421668008010954e+01
1.950000000000000000e+03, 6.388428512320484032e+01, 2.822654437334010424e+01, 2.427367090062097432e+01, 1.804271977058152032e+01, 3.683152833001264526e+01, 3.245797441213755796e+00, 4.206183288024816136e+01, 2.452143544373636530e+01, 2.428360179916197126e+01, 1.972904305567647398e+01, 4.995598997405428321e+01, 4.498800761212979893e+01, 2.463727987330048919e+01, 1.839887302135642244e+01
1.951000000000000000e+03, 6.381696884931848501e+01, 2.825044797299605293e+01, 2.427791293470803069e+01, 1.802645196123117444e+01, 3.680904725418987766e+01, 3.194013527468005709e+00, 4.229491208668622448e+01, 2.455263134485794652e+01, 2.428763324016362901e+01, 1.968623259698641803e+01, 5.000949626941844173e+01, 4.505756851528160212e+01, 2.463214745115157456e+01, 1.839135971573837480e+01
1.952000000000000000e+03, 6.376776602757989565e+01, 2.828649121635550046e+01, 2.431447391931009605e+01, 1.799367669084788091e+01, 3.677241525233318242e+01, 3.194701837075669903e+00, 4.229139705331087384e+01, 2.450127044398034570e+01, 2.426025057018315678e+01, 1.985891205906043666e+01, 5.010756443406425120e+01, 4.507695260405296978e+01, 2.461011026779776500e+01, 1.836995492302905930e+01
1.953000000000000000e+03, 6.381845578509380346e+01, 2.827967301980968529e+01, 2.431468935872515402e+01, 1.790891705377474352e+01, 3.677773199285484651e+01, 3.130480475253210937e+00, 4.229296267381403140e+01, 2.444491152334408568e+01, 2.426243211841685010e+01, 1.969218952689064750e+01, 5.021645457953440683e+01, 4.511748753200346584e+01, 2.458843555331718989e+01, 1.835014477299703017e+01
1.954000000000000000e+03, 6.385333869389937433e+01, 2.826547997216365715e+01, 2.428762348109979285e+01, 1.788425079170959009e+01, 3.685401078379605622e+01, 3.070433075327057448e+00, 4.229046571835142032e+01, 2.447233759189788316e+01, 2.430141856157613844e+01, 1.972459794445203229e+01, 5.016946300150581806e+01, 4.514007266608708591e+01, 2.458032884675392182e+01, 1.834342528693079544e+01
1.955000000000000000e+03, 6.384535717375543840e+01, 2.826174279323302585e+01, 2.428973494848925796e+01, 1.791151933753276282e+01, 3.681985356738167070e+01, 3.067645191191760823e+00, 4.230429667006429639e+01, 2.451221167002516310e+01, 2.430554818645441273e+01, 1.993211818057980267e+01, 5.007414958630759116e+01, 4.516903037541481325e+01, 2.463656915777316314e+01, 1.835989367282983409e+01
1.956000000000000000e+03, 6.383186043625509143e+01, 2.825732983787113639e+01, 2.429938580372981960e+01, 1.785596219708618193e+01, 3.681029494619978237e+01, 3.147674558777560971e+00, 4.238590248673888539e+01, 2.452308551837284156e+01, 2.430459104478998000e+01, 2.002343966537623388e+01, 5.021674243067241150e+01, 4.521014689255216012e+01, 2.465466306870158064e+01, 1.833440659444522325e+01
1.957000000000000000e+03, 6.389218486859874702e+01, 2.829004581466265833e+01, 2.429163270821566201e+01, 1.781675320913462812e+01, 3.673279024450092578e+01, 3.193625180504464200e+00, 4.238839475336850882e+01, 2.451755938293533532e+01, 2.426226095988249298e+01, 1.992914216513282710e+01, 5.031343432085434131e+01, 4.534522210876564685e+01, 2.460741922766318623e+01, 1.838189599254008399e+01
1.958000000000000000e+03, 6.392716309078672055e+01, 2.833426312030186978e+01, 2.429639077358870125e+01, 1.785179382379064350e+01, 3.668938089584359119e+01, 3.125356068730086978e+00, 4.226988049694387684e+01, 2.450034112680059550e+01, 2.423485912873483983e+01, 1.965681735935251950e+01, 5.018328737155145092e+01, 4.544572563242928709e+01, 2.460954387112463237e+01, 1.836536493931244252e+01
1.959000000000000000e+03, 6.396472587573321533e+01, 2.836771042926315189e+01, 2.425083871481831110e+01, 1.787771733748538949e+01, 3.671026744568813172e+01, 3.058188936385505929e+00, 4.233272823817258512e+01, 2.451496880902136510e+01, 2.426467042164600585e+01, 1.969694153999979136e+01, 4.998541351679149614e+01, 4.548783817320343559e+01, 2.463287974309005435e+01, 1.837146371684202961e+01
1.960000000000000000e+03, 6.392584922078262366e+01, 2.841383184939850182e+01, 2.415079909250776424e+01, 1.787230063061887009e+01, 3.666845432735308208e+01, 2.988562936050977559e+00, 4.243218426489085715e+01, 2.456294995477631815e+01, 2.430535331310927916e+01, 1.989930462110520182e+01, 4.996068792868710062e+01, 4.553463881386092282e+01, 2.462066769519783094e+01, 1.838005543800433728e+01
1.961000000000000000e+03, 6.388460213630773410e+01, 2.848365813019669091e+01, 2.415001864777389784e+01, 1.780140924097220889e+01, 3.666064102331997532e+01, 3.032575601016995748e+00, 4.245145127764776305e+01, 2.458595436300918280e+01, 2.433154371390926940e+01, 1.997611401771182926e+01, 5.007625784445713180e+01, 4.558736523653640660e+01, 2.457757840819564521e+01, 1.835147907579917259e+01
1.962000000000000000e+03, 6.391273583141988013e+01, 2.855679868829541235e+01, 2.420682940969788177e+01, 1.784819163679776111e+01, 3.668747290248548154e+01, 3.019996291416222611e+00, 4.249263307872553952e+01, 2.456466726007788992e+01, 2.432244302786185841e+01, 1.994741338655207130e+01, 5.018234997484968574e+01, 4.562905841728277778e+01, 2.462313325422304544e+01, 1.833168742641753823e+01
1.963000000000000000e+03, 6.395030078456950662e+01, 2.860318110757622989e+01, 2.426680739417331978e+01, 1.791726976026911444e+01, 3.667509434533098300e+01, 2.973786009999234370e+00, 4.254131633563761028e+01, 2.455387522634525865e+01, 2.432058209748522515e+01, 1.977964200150065111e+01, 5.020136746334148370e+01, 4.561923721050162328e+01, 2.464498287574446422e+01, 1.846548472199695112e+01
1.964000000000000000e+03, 6.393704881691396480e+01, 2.862284357720133698e+01, 2.432146679931253885e+01, 1.791581147928739881e+01, 3.668984245913854636e+01, 3.008673012673736213e+00, 4.263752068753806412e+01, 2.453488044777320098e+01, 2.433897866692258560e+01, 1.988903515784327425e+01, 5.032253229362812164e+01, 4.570368786522625726e+01, 2.465032267639696428e+01, 1.852617548446951545e+01
1.965000000000000000e+03, 6.385975267040095105e+01, 2.864393681358976451e+01, 2.429592068571979624e+01, 1.786272848280909287e+01, 3.669207766838186302e+01, 3.076692766729336004e+00, 4.282299648220543986e+01, 2.450947582946491465e+01, 2.434573018775116182e+01, 2.006405337255706200e+01, 5.047171635799849554e+01, 4.574527310986493944e+01, 2.465897158225562791e+01, 1.854388020765111023e+01
1.966000000000000000e+03, 6.381967947116874029e+01, 2.866225084954033520e+01, 2.428721112527126635e+01, 1.783427634185828481e+01, 3.667872078308906936e+01, 3.044410282973949222e+00, 4.279641839531265646e+01, 2.446731687916945219e+01, 2.435567055201654085e+01, 1.993298490067812878e+01, 5.046215706258841038e+01, 4.584273351388354456e+01, 2.467120386987730640e+01, 1.854314335838939698e+01
1.967000000000000000e+03, 6.376776215228119327e+01, 2.864778664461168844e+01, 2.431216204789193824e+01, 1.777036915467094147e+01, 3.665915200007868435e+01, 2.958890044848875522e+00, 4.293751293699838811e+01, 2.446851144166575764e+01, 2.430604677880872089e+01, 1.981880989563034845e+01, 5.029222876259527908e+01, 4.591786458124567361e+01, 2.467980952516072435e+01, 1.854508824861376581e+01
1.968000000000000000e+03, 6.374161864368468855e+01, 2.865524890547235159e+01, 2.434156999374360453e+01, 1.773432471377988406e+01, 3.663025741376936395e+01, 2.938473483269632425e+00, 4.310961930535908238e+01, 2.445742550218692912e+01, 2.425388478648255486e+01, 2.008883768031103756e+01, 5.027583406267041966e+01, 4.593288381814450361e+01, 2.464562275750378362e+01, 1.854215622526766438e+01
1.969000000000000000e+03, 6.370152508370865263e+01, 2.866891651154083220e+01, 2.430749606090138926e+01, 1.772687341708436648e+01, 3.659574190596178767e+01, 2.992590222014648305e+00, 4.303346341729618985e+01, 2.441272284948135862e+01, 2.424703471266042598e+01, 1.998569061241875389e+01, 5.027039934238266028e+01, 4.602111826495126934e+01, 2.458401714527040838e+01, 1.849529418671570369e+01
1.970000000000000000e+03, 6.363497361425376653e+01, 2.867098435943364265e+01, 2.425051172714995928e+01, 1.766549819586867542e+01, 3.657717131968082214e+01, 3.071944759596453078e+00, 4.289541787177049770e+01, 2.438327297838081975e+01, 2.425669159898235350e+01, 1.979669107151908847e+01, 5.031807850183774633e+01, 4.605475103191213293e+01, 2.460736532563964118e+01, 1.847548127906516058e+01
1.971000000000000000e+03, 6.356328997049460838e+01, 2.866250071965386326e+01, 2.425699408514464039e+01, 1.765900301368856518e+01, 3.663229734089409106e+01, 3.140207749727871978e+00, 4.282227061168706683e+01, 2.438517817633020712e+01, 2.427126847683590682e+01, 2.001997081282766899e+01, 5.044995682615075339e+01, 4.613197355894561014e+01, 2.465947980029049447e+01, 1.850024396882479039e+01
1.972000000000000000e+03, 6.352339738452046447e+01, 2.864712861457059034e+01, 2.426350798992694635e+01, 1.767405580091522310e+01, 3.661253572223078123e+01, 3.057394415162543400e+00, 4.294082078254707824e+01, 2.437963512309198322e+01, 2.431252417492851947e+01, 1.989909114810324908e+01, 5.056141546819127797e+01, 4.619958933044365779e+01, 2.463791829752417684e+01, 1.857228340498994612e+01
1.973000000000000000e+03, 6.347421368092012983e+01, 2.863500517368737164e+01, 2.430776714831736385e+01, 1.761367329259396186e+01, 3.660369110595033959e+01, 2.955899056923110724e+00, 4.302371339525307548e+01, 2.435703196206354804e+01, 2.437754748059285248e+01, 1.991244357187534320e+01, 5.043384767453526507e+01, 4.627525004607539216e+01, 2.461045917087153612e+01, 1.862402932204617301e+01
1.974000000000000000e+03, 6.341212392610275117e+01, 2.860945705278413342e+01, 2.436025146439317268e+01, 1.755905929288785572e+01, 3.659346898963426042e+01, 2.968730244378489314e+00, 4.296786981559472451e+01, 2.435314763879649647e+01, 2.441336053200599565e+01, 2.015541627620400433e+01, 5.031498545549962387e+01, 4.639709819802767043e+01, 2.461121701256496763e+01, 1.859979317809075283e+01
1.975000000000000000e+03, 6.334008918250812314e+01, 2.857892712873652385e+01, 2.432213661534344951e+01, 1.760092310418161432e+01, 3.655431139743559044e+01, 3.075944315889018288e+00, 4.286094464497852385e+01, 2.439541769358886825e+01, 2.446698696528143202e+01, 2.004549031559583128e+01, 5.025683561912550346e+01, 4.644596583940488443e+01, 2.463701556940769066e+01, 1.855656732334931291e+01
1.976000000000000000e+03, 6.328976567999027480e+01, 2.857926403187140707e+01, 2.429979695053260969e+01, 1.763808661615713547e+01, 3.652339764792660048e+01, 3.090766716382428836e+00, 4.268535569177041822e+01, 2.440795027210709378e+01, 2.446743386026949096e+01, 2.010948871508874447e+01, 5.032442703509061488e+01, 4.656097360817950204e+01, 2.460640941038170126e+01, 1.851348464517261050e+01
1.977000000000000000e+03, 6.321327443688779368e+01, 2.858571803545710210e+01, 2.431058510414725760e+01, 1.764952776026035153e+01, 3.654916314812193434e+01, 3.027868858099534766e+00, 4.262982445135678233e+01, 2.441953557181517098e+01, 2.448970967826713618e+01, 1.989799860708150447e+01, 5.042694224608341358e+01, 4.663040765622537265e+01, 2.461575129203648515e+01, 1.854437493793199820e+01
1.978000000000000000e+03, 6.315501645447114498e+01, 2.857270313253351190e+01, 2.434313980031203428e+01, 1.768879603857962479e+01, 3.653189217334718819e+01, 2.998847664292031201e+00, 4.256476839383213218e+01, 2.441853287253999483e+01, 2.451735116390967661e+01, 1.965297464414887330e+01, 5.048002234465756288e+01, 4.671946929431335604e+01, 2.464458036714473010e+01, 1.857647905050493620e+01
1.979000000000000000e+03, 6.311496177937677032e+01, 2.855673196457235008e+01, 2.438003421188155784e+01, 1.765712189414492173e+01, 3.652123377493091283e+01, 2.982801181333470719e+00, 4.245684362816616897e+01, 2.441659515945310233e+01, 2.452397480451162082e+01, 1.977846400287844730e+01, 5.055398128110379474e+01, 4.675067232113912752e+01, 2.466329269011346881e+01, 1.867878261450853117e+01
1.980000000000000000e+03, 6.306109751977214728e+01, 2.855730563420507906e+01, 2.434938409110756297e+01, 1.763292206891824421e+01, 3.653158059080870856e+01, 2.995258324625333923e+00, 4.253334101351259733e+01, 2.438129483370349249e+01, 2.452652456536136683e+01, 2.010846993439096053e+01, 5.068372421441171127e+01, 4.680143319076582031e+01, 2.467009606079838946e+01, 1.874399480251899064e+01
1.981000000000000000e+03, 6.302969370532917281e+01, 2.854743089413178581e+01, 2.438695723954553429e+01, 1.762427849425459669e+01, 3.663787589742869244e+01, 3.081140847484820089e+00, 4.265419258957543036e+01, 2.433627193154470092e+01, 2.452004742741322474e+01, 2.001652600061966325e+01, 5.077302940990020375e+01, 4.685199774940351602e+01, 2.469990150797750061e+01, 1.871859577751428105e+01
1.982000000000000000e+03, 6.296099012615484014e+01, 2.853001983035534295e+01, 2.445229245594199341e+01, 1.759429877851320612e+01, 3.662370049429095786e+01, 3.059060418016800842e+00, 4.257461727135462581e+01, 2.433977457672543565e+01, 2.451254028607266022e+01, 1.984242984381946684e+01, 5.070773102794019138e+01, 4.688992257367689120e+01, 2.473040746854525196e+01, 1.876017880123719195e+01
1.983000000000000000e+03, 6.290843124405790832e+01, 2.854295749931404913e+01, 2.439612299574581300e+01, 1.756357398612093590e+01, 3.657268727767276317e+01, 3.076032683873727080e+00, 4.250513109468469963e+01, 2.441609071309926549e+01, 2.452467077465297862e+01, 1.996949209297205385e+01, 5.071596985122071999e+01, 4.692644114379003639e+01, 2.479125193164042074e+01, 1.871507763996857676e+01
1.984000000000000000e+03, 6.287164504182347002e+01, 2.855342573070300105e+01, 2.434545262775489505e+01, 1.755119198771201283e+01, 3.651983412057189327e+01, 3.139704332806312781e+00, 4.233438090984134305e+01, 2.447343827061211030e+01, 2.450131097375329503e+01, 2.012971344681911745e+01, 5.078968421760381347e+01, 4.700576737016658768e+01, 2.481619232821772769e+01, 1.873300593716060902e+01
1.985000000000000000e+03, 6.283960593572773945e+01, 2.854491573977506746e+01, 2.438586874143632599e+01, 1.744590383898145092e+01, 3.651603441152975194e+01, 3.224888354125653667e+00, 4.238284045019162249e+01, 2.453212912627445164e+01, 2.449851609657137885e+01, 1.996643931429075991e+01, 5.081543528679603128e+01, 4.705946365036727741e+01, 2.479404054465926066e+01, 1.871027795592101484e+01
1.986000000000000000e+03, 6.279352944763893873e+01, 2.856448345819714163e+01, 2.439768102342372558e+01, 1.738554692919440825e+01, 3.646895270448155202e+01, 3.209445611794107478e+00, 4.233090951962364556e+01, 2.462881209633054880e+01, 2.455232669070114682e+01, 1.979728729819166588e+01, 5.077267801075323206e+01, 4.711660311393485046e+01, 2.479599916131409643e+01, 1.874072089275146169e+01
1.987000000000000000e+03, 6.272451664353518908e+01, 2.861514619936847481e+01, 2.435685276802873389e+01, 1.739941516475888506e+01, 3.644185045923017441e+01, 3.136027884981193115e+00, 4.238765841913983223e+01, 2.465799982258328171e+01, 2.457134992161656939e+01, 2.006764375515225751e+01, 5.074188271931993910e+01, 4.717282915626824291e+01, 2.479431684430750593e+01, 1.879125811455164197e+01
1.988000000000000000e+03, 6.267869091388681824e+01, 2.867687699710283766e+01, 2.435520735650124635e+01, 1.742930931181927079e+01, 3.643166880566874966e+01, 3.126603641150269119e+00, 4.254591941539430877e+01, 2.465359972333591188e+01, 2.456113294744935160e+01, 2.011453533487757639e+01, 5.085390006922072104e+01, 4.720686418917785687e+01, 2.478825420328545093e+01, 1.882105329008556893e+01
1.989000000000000000e+03, 6.263728570725591993e+01, 2.872249177445053903e+01, 2.442928481959274478e+01, 1.744129684503302613e+01, 3.644663013516401406e+01, 3.118723648878328536e+00, 4.263913560072194997e+01, 2.463685081109411712e+01, 2.457907039400663862e+01, 2.011427682869366151e+01, 5.085865169018422449e+01, 4.729487652584767687e+01, 2.477470654186384280e+01, 1.888530943679948138e+01
1.990000000000000000e+03, 6.262448179890500199e+01, 2.873828733739347285e+01, 2.442905229344122731e+01, 1.741754123876165750e+01, 3.638738635863435888e+01, 3.024707369606912000e+00, 4.267032276965080939e+01, 2.460503496911522703e+01, 2.467886055110675869e+01, 2.007235986598861643e+01, 5.085530837372250801e+01, 4.735951639546141934e+01, 2.478542787421013927e+01, 1.895963169620467070e+01
