year, ACCESS-ESM1-5, NorESM2-LM, INM-CM5-0, MPI-ESM1-2-LR, UKESM1-0-LL, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-MM, INM-CM4-8, TaiESM1, CanESM5
1.912000000000000000e+03, 2.630327141151789228e+00, 4.483155998378054896e+00, 5.917139026546059277e+00, 2.356258651148621652e+00, 2.576119448933218425e+00, 3.784046698049903235e+00, 4.290088305351246412e+00, 2.132174412167956223e+00, 8.346320785981284018e+00, 4.478478341001634000e+00, 2.607471514289957160e+00, 5.195742093044612986e+00, 3.928126627078852628e+00, 6.515911877022097620e+00, 4.608484334787677383e+00, 4.042804812108645507e+00
1.913000000000000000e+03, 2.124348453974723050e+00, 5.050524563509059206e+00, 6.122430026908701528e+00, 2.599032732797491807e+00, 2.159507827100555222e+00, 4.223202158663824868e+00, 4.041701402105466023e+00, 3.076200526044960970e+00, 9.385395485863922360e+00, 4.431142914580060932e+00, 2.737666563900956529e+00, 4.770511447708209118e+00, 4.205137753708578785e+00, 6.520654952485810618e+00, 4.767518554763901406e+00, 5.876658535196490618e+00
1.914000000000000000e+03, 2.287422844196919769e+00, 5.012589370046990567e+00, 5.700907595685433371e+00, 1.816109754163447665e+00, 1.400834144038561657e+00, 2.715559504018186576e+00, 3.386178927903863212e+00, 2.513345088999994204e+00, 9.437954629323852984e+00, 4.062472147082679008e+00, 3.074867435636844171e+00, 5.398231112586986846e+00, 4.357308045722935397e+00, 6.899510982935379566e+00, 4.519144454683675427e+00, 5.944254003770936379e+00
1.915000000000000000e+03, 2.275311797615057863e+00, 4.697652462320234257e+00, 6.259054602132411382e+00, 2.051503405984905104e+00, 1.817987611876955789e+00, 2.468024786863283193e+00, 3.607059048319903649e+00, 2.524615138759754629e+00, 9.481259141319428707e+00, 4.316474508958909162e+00, 2.959158578820569652e+00, 4.594757470648056952e+00, 4.366415438413141281e+00, 6.131540897907490795e+00, 3.908653767760343900e+00, 5.369765720534699582e+00
1.916000000000000000e+03, 2.398243903173573610e+00, 5.060223849528867390e+00, 5.945618701791056004e+00, 3.066357828169876676e+00, 2.382849761762553698e+00, 3.034254785420964051e+00, 3.618185465338978446e+00, 2.997652254907037239e+00, 7.938886876928090253e+00, 4.797466480795504751e+00, 2.947000364198129940e+00, 4.390859834455278055e+00, 4.697495191843716889e+00, 5.737961296334458616e+00, 3.841380019240923982e+00, 4.772312512012472752e+00
1.917000000000000000e+03, 2.800005486310716218e+00, 5.195356533133184129e+00, 6.117950640878027535e+00, 3.514432754105858425e+00, 2.538662830519036628e+00, 3.179969875646430300e+00, 3.512740881284398764e+00, 2.802802035284087001e+00, 8.349913892460644860e+00, 4.611765589182304836e+00, 2.879443255704176696e+00, 4.774329517108411913e+00, 5.322766726880998611e+00, 6.091496292147922986e+00, 3.485219435669166810e+00, 4.796993462581798262e+00
1.918000000000000000e+03, 2.845587195731585695e+00, 4.979132252929040270e+00, 5.832227254831194863e+00, 3.764917378132231818e+00, 1.850381843856979236e+00, 2.999454513501658592e+00, 3.628565999419107957e+00, 3.356962976851086466e+00, 8.339538891813793597e+00, 4.473610630450071568e+00, 3.078843771480690439e+00, 4.741405922544528195e+00, 4.331186983991707429e+00, 6.801103564283012659e+00, 4.829195669368094634e+00, 4.450350148285419749e+00
1.919000000000000000e+03, 2.625469861713487063e+00, 4.950492773419258086e+00, 6.236150483008186640e+00, 2.694454204865385893e+00, 2.919938814469141608e+00, 2.279291955940945247e+00, 3.897714010955588115e+00, 3.140657220192616617e+00, 8.382559533034456223e+00, 4.673328494639529040e+00, 3.149981613152671667e+00, 4.861043913087077506e+00, 4.451861361080653445e+00, 6.354876089534642780e+00, 4.302726994537917626e+00, 5.437659206899677855e+00
1.920000000000000000e+03, 2.891723254409675814e+00, 4.584167875241803358e+00, 5.928484166179128323e+00, 1.813193895069578288e+00, 2.462792481494278540e+00, 2.842556533567026200e+00, 3.874396651748785558e+00, 2.477886101035268851e+00, 7.482855546695432736e+00, 4.385556738048431491e+00, 3.007540803588643286e+00, 4.104905431699854113e+00, 3.981024582450840565e+00, 6.452781782202144711e+00, 3.959991772554661615e+00, 5.265670646784165854e+00
1.921000000000000000e+03, 2.415256196022210755e+00, 4.669932410695128766e+00, 6.348318920434190105e+00, 2.118787351684292108e+00, 3.231365444867857928e+00, 4.211563896649954231e+00, 2.798762781689557944e+00, 2.640307300870602614e+00, 8.343507332605309301e+00, 4.617846236098276158e+00, 2.974506924601420188e+00, 4.108197295420148443e+00, 4.404511741110280987e+00, 6.373479278377467416e+00, 4.795351298859241496e+00, 5.466706844497604578e+00
1.922000000000000000e+03, 2.306917617049931035e+00, 4.374870720005374913e+00, 6.353326597564213252e+00, 2.025094247290989635e+00, 3.804566309184234996e+00, 2.665364873036037530e+00, 2.765801370896627365e+00, 2.391487536402187253e+00, 8.383819355959367670e+00, 4.347451402818646393e+00, 2.997733474112684871e+00, 4.907204044796097619e+00, 5.109327796085747941e+00, 6.884264554467804942e+00, 4.723584870057603524e+00, 5.639851116255624852e+00
1.923000000000000000e+03, 2.702875658270865955e+00, 4.707130432558834343e+00, 6.095983678221346125e+00, 1.995348003080547494e+00, 2.117443291386102544e+00, 1.954832587102903085e+00, 4.157163819917006009e+00, 2.660760540463335211e+00, 9.971267564472531930e+00, 4.791912610988157795e+00, 3.182083014733640969e+00, 5.120208128360896893e+00, 5.312589137300503417e+00, 5.399191403303173153e+00, 3.623072235248919082e+00, 4.960550418479549251e+00
1.924000000000000000e+03, 2.183426295192452127e+00, 4.828281861325728563e+00, 6.464038701982312674e+00, 1.988153545998147420e+00, 2.158193429119332762e+00, 2.666377482728912618e+00, 3.926212777015850364e+00, 2.820284120810907069e+00, 9.172873186949791702e+00, 3.898444333000151030e+00, 3.164693848507235785e+00, 4.175242351583999145e+00, 5.535338701621731694e+00, 6.520279184007886641e+00, 4.318837902785724658e+00, 4.443525131830203811e+00
1.925000000000000000e+03, 2.327361590443850936e+00, 4.957592669799880447e+00, 6.694603623716371743e+00, 2.766297352639465412e+00, 2.585489461245892073e+00, 3.858380331614851944e+00, 4.120547336651515735e+00, 3.014285372295225862e+00, 8.102372568437447242e+00, 4.876664418666158518e+00, 3.115372695599901931e+00, 5.473782843267169795e+00, 5.530220895975628714e+00, 6.756327398612833157e+00, 4.936652941598022259e+00, 4.507955589382632411e+00
1.926000000000000000e+03, 1.886729260711368594e+00, 5.086043660726770277e+00, 5.783125125643019615e+00, 2.116199960699144178e+00, 1.560824587188654577e+00, 4.439516864930964424e+00, 4.126869594384293016e+00, 3.061511100249759032e+00, 8.819481970375914415e+00, 4.870416303412168801e+00, 3.052091609975446485e+00, 5.014654347500632880e+00, 5.077956785517026894e+00, 6.987897246727410305e+00, 5.452938108959717312e+00, 4.941276079585695591e+00
1.927000000000000000e+03, 2.718992939919187002e+00, 4.399509683066158416e+00, 5.985638687307648809e+00, 2.534278174213707047e+00, 2.828753494341220698e+00, 3.063625335630281388e+00, 3.890112609823304535e+00, 2.420326714335879981e+00, 9.163016490646283430e+00, 4.822997478133963511e+00, 2.679195468959205240e+00, 5.318841050373213086e+00, 5.395509601051751147e+00, 7.002002423850866464e+00, 4.885182352825667706e+00, 5.048981257322985527e+00
1.928000000000000000e+03, 2.776889621281643628e+00, 4.683482989710272548e+00, 6.630353502703859370e+00, 1.508248685892314755e+00, 1.831508333646119979e+00, 2.506528103163057075e+00, 3.467950782907587293e+00, 2.189295829413358874e+00, 7.907361895363545834e+00, 4.480556954714206341e+00, 2.485841285319744465e+00, 5.553357776005344526e+00, 4.882741782761325311e+00, 6.372973525600393430e+00, 3.969455555595026830e+00, 5.627973765788431670e+00
1.929000000000000000e+03, 2.956548730810384384e+00, 4.676687244540499222e+00, 5.534294982822107301e+00, 2.297989353651752165e+00, 2.054167338855183988e+00, 2.404249555961699869e+00, 3.413190348358472903e+00, 2.487342927491304589e+00, 8.360581826915112202e+00, 5.047182329278196100e+00, 2.821130432471270488e+00, 4.479763975411318100e+00, 4.975613830777857238e+00, 6.103727509120339789e+00, 4.833126058787854618e+00, 5.148305283614168282e+00
1.930000000000000000e+03, 3.145613891958321418e+00, 4.624875598502843133e+00, 6.062458882689329087e+00, 3.243360452243164715e+00, 2.009949018339936444e+00, 3.071403605175145657e+00, 3.686460828257528632e+00, 3.539420827647818069e+00, 8.653651028286700964e+00, 5.199415798403805411e+00, 2.872272199901664269e+00, 4.920464674237813085e+00, 4.370276305927094818e+00, 6.058794460127973736e+00, 4.569700048127150360e+00, 4.915048471324847235e+00
1.931000000000000000e+03, 2.528824388622211927e+00, 4.943518736420836390e+00, 6.022220535320782275e+00, 2.798323408777912746e+00, 2.916068305889399248e+00, 2.822708620766404941e+00, 4.346080298474344517e+00, 2.118278857949850824e+00, 9.022002144501668042e+00, 4.046578810937419668e+00, 2.860651489594558505e+00, 5.089643831545882513e+00, 3.161024583196559767e+00, 5.989249023986951137e+00, 3.715680312151850462e+00, 4.723261769360500573e+00
1.932000000000000000e+03, 2.425304953409773923e+00, 4.654807644173006409e+00, 5.964433077214308376e+00, 3.797531226946006644e+00, 2.807913836031321608e+00, 1.919457672153835226e+00, 3.772066955393896581e+00, 3.071739017690224838e+00, 8.457113201229269350e+00, 4.171432461939980740e+00, 2.996282321312155439e+00, 5.027904981116796179e+00, 4.226612242768934991e+00, 7.224005332390206924e+00, 5.080828509131334769e+00, 5.104607906018328478e+00
1.933000000000000000e+03, 3.138008157640813867e+00, 4.989473705442614815e+00, 6.900489862274605812e+00, 3.778663593267465703e+00, 2.299533099177124562e+00, 2.507142121077497343e+00, 3.467888332285837372e+00, 3.344618063487427850e+00, 8.932197465668235026e+00, 4.642548104695443101e+00, 2.972232383204060913e+00, 4.044223878412913642e+00, 4.632886418177217358e+00, 6.952842813962015533e+00, 5.217745699582217789e+00, 4.582084911995755405e+00
1.934000000000000000e+03, 3.356258075094378679e+00, 5.129884141144888332e+00, 6.252969010326570043e+00, 2.086962778060552193e+00, 2.469923338193321882e+00, 2.612526989720106219e+00, 3.876031330025051069e+00, 3.108111202645923665e+00, 7.416696341730984798e+00, 5.054822258581996408e+00, 2.994654167468834949e+00, 3.657907315413488902e+00, 4.453167676464334868e+00, 6.502757218807064810e+00, 4.353283089582678400e+00, 5.100916413614786649e+00
1.935000000000000000e+03, 3.003918611404534644e+00, 4.953406527825461758e+00, 5.982562432063754265e+00, 1.756592420787535636e+00, 3.691350510872209334e+00, 2.175429059972513901e+00, 3.483051249687629358e+00, 2.157579612051943041e+00, 8.159179576886621987e+00, 4.056143242218798406e+00, 2.687447948264301001e+00, 4.461142661673252796e+00, 4.410384123622558938e+00, 6.422435679325054103e+00, 5.090270004834827056e+00, 5.384427984040928372e+00
1.936000000000000000e+03, 3.195192744438879018e+00, 4.795988693101889133e+00, 5.475900111215842969e+00, 2.174475836594897515e+00, 2.361585844176178117e+00, 3.148212156667346662e+00, 3.557642761074734317e+00, 2.781474990206684872e+00, 8.583636308614806865e+00, 4.283844028423527739e+00, 2.601196941882807145e+00, 5.558483252165681954e+00, 4.325112236877670213e+00, 6.447976166067602044e+00, 4.293638349110461050e+00, 5.995336539759747119e+00
1.937000000000000000e+03, 2.801671741374114344e+00, 3.990946241429672359e+00, 6.013451365514176139e+00, 2.957737680583001794e+00, 3.860962055221141220e+00, 2.765196167309492914e+00, 3.591506379507279245e+00, 3.087380720289503166e+00, 8.845896692899446023e+00, 4.885952243315993648e+00, 2.947062704334244554e+00, 4.528542980784161287e+00, 4.767550461553792474e+00, 6.362355923373797850e+00, 4.018366266747932514e+00, 5.237736844403634962e+00
1.938000000000000000e+03, 2.876735302266001604e+00, 4.705070302812758065e+00, 6.328201843469623888e+00, 2.511116098951394093e+00, 4.369165484768234187e+00, 2.273787106389800972e+00, 4.264829584575625887e+00, 3.666111190768741590e+00, 7.836150125555215062e+00, 4.748728543618056186e+00, 2.860587292275055038e+00, 4.319793744229663446e+00, 4.765627760152677084e+00, 7.106980601129449404e+00, 4.614731786375712907e+00, 5.043655850478967473e+00
1.939000000000000000e+03, 2.734431964528975634e+00, 4.882907243244796192e+00, 5.941514769703211130e+00, 3.393759094569982260e+00, 3.116305830172232394e+00, 2.381298737431367663e+00, 4.251099067382089203e+00, 3.891070342080305444e+00, 8.314308732150129444e+00, 4.879882816410544777e+00, 2.704398996131928801e+00, 5.632139033396075689e+00, 4.623077770651093488e+00, 6.732049462462965650e+00, 4.453883379924039154e+00, 5.181447045075882940e+00
1.940000000000000000e+03, 2.891578244904302153e+00, 4.155130095641195176e+00, 6.622967615099760508e+00, 2.714682108690039897e+00, 2.205245282557186215e+00, 2.230506154467675639e+00, 3.816258078020580147e+00, 2.654718487683403350e+00, 7.501803471236980769e+00, 5.118565028871898015e+00, 2.707516214326207038e+00, 5.403125904881402874e+00, 3.968491178724062429e+00, 6.960233915268917215e+00, 4.158763753637847671e+00, 5.254196670372861533e+00
1.941000000000000000e+03, 3.258946991572944540e+00, 4.951918482070775340e+00, 6.160748281850052521e+00, 2.217050064967144518e+00, 1.970038086015595491e+00, 3.197056770085172861e+00, 3.713660485895689867e+00, 1.957419373742901758e+00, 9.735627634164355726e+00, 4.837810390306857222e+00, 2.872305946997684156e+00, 5.089884960263884928e+00, 4.399546056021850227e+00, 6.470117197605992132e+00, 4.730326728536627279e+00, 4.891152052508270565e+00
1.942000000000000000e+03, 3.100764120422725867e+00, 5.327551957435845864e+00, 6.021705536931961866e+00, 1.862940244662323996e+00, 1.533060917562862668e+00, 3.460566374146712754e+00, 4.303300909542433494e+00, 3.178582119031987396e+00, 7.631515495310353003e+00, 4.848119845744792933e+00, 3.007626456899644918e+00, 3.760794577290018204e+00, 4.019126223289206656e+00, 6.521468919147002552e+00, 4.684199248900588586e+00, 4.728550654767466277e+00
1.943000000000000000e+03, 3.119198932974415861e+00, 5.215578541402925872e+00, 6.823939200230721092e+00, 3.095186693824831359e+00, 3.370984352748497059e+00, 2.461672224270473830e+00, 4.681067771948665523e+00, 3.570764981946800809e+00, 8.885735011573174802e+00, 4.524859064768059547e+00, 2.984875472091481186e+00, 4.478912024946216874e+00, 4.776924509897661153e+00, 7.068608349020395032e+00, 3.717397958948359005e+00, 4.545827468748162126e+00
1.944000000000000000e+03, 2.819190645896443748e+00, 4.641570307677091556e+00, 6.331309802419915478e+00, 2.970658190571255908e+00, 1.998357004025792749e+00, 2.704287434414192060e+00, 4.359912411473573002e+00, 2.496207473889053396e+00, 8.083751858138898072e+00, 3.953801589463427746e+00, 2.881078336853050370e+00, 4.908396431767004131e+00, 5.477114038773123639e+00, 6.456362306389888950e+00, 3.613658264451157454e+00, 4.762552818927692222e+00
1.945000000000000000e+03, 2.461165783488914016e+00, 4.639470748220913876e+00, 6.730208210671199787e+00, 2.737806487416272194e+00, 4.611690353013914390e+00, 3.641377865594786378e+00, 3.210731369516230505e+00, 4.347292185962070121e+00, 8.188842678666835795e+00, 5.103078409816905747e+00, 3.005085997141616172e+00, 4.982586540586783741e+00, 5.022209718674583101e+00, 6.903102930915109070e+00, 4.540638171088491326e+00, 5.032979571651660322e+00
1.946000000000000000e+03, 2.488013178537800130e+00, 4.621137770294629021e+00, 5.498179626435447886e+00, 2.227250917047388867e+00, 3.295078944960158740e+00, 3.832693677266833188e+00, 4.298400098755442933e+00, 2.204398657231026348e+00, 8.107494679880121069e+00, 4.698998371023850318e+00, 3.089677776231176676e+00, 4.864445454486533649e+00, 4.786069125068761032e+00, 6.775021591857738557e+00, 4.616172320635022253e+00, 4.800301170009550589e+00
1.947000000000000000e+03, 2.931322899569738905e+00, 4.828283491635187552e+00, 6.197877506019349170e+00, 2.312837168709177771e+00, 2.508422794018854152e+00, 2.565381307588084692e+00, 3.913733485887875840e+00, 2.267639229984547367e+00, 9.556644884414362551e+00, 5.547760889918039950e+00, 2.979328028622108882e+00, 4.316843218195742793e+00, 4.713749741395775850e+00, 6.725692175470608269e+00, 3.906939497046908016e+00, 4.703434639411128160e+00
1.948000000000000000e+03, 2.742950459648446859e+00, 4.666329525656252031e+00, 5.810275172744957750e+00, 3.797674539869460464e+00, 1.885098089208579797e+00, 2.157284476177863120e+00, 3.008697233378658353e+00, 2.267259205358216345e+00, 7.966321828168807073e+00, 5.066965680674188732e+00, 3.047984047927985163e+00, 4.455751606013997446e+00, 4.533616688958672647e+00, 6.427285594344805730e+00, 3.311443321048663790e+00, 4.808460614608179640e+00
1.949000000000000000e+03, 2.475779457333253664e+00, 4.145509402710759517e+00, 5.425042719603277774e+00, 4.783305188519201501e+00, 2.358687077668851106e+00, 2.402726935558715304e+00, 4.238618685742999048e+00, 2.844021872204999024e+00, 7.855344291044367822e+00, 4.490002640534969558e+00, 2.983229000613337956e+00, 4.623085238349895043e+00, 4.145500731962444618e+00, 6.212556598379676664e+00, 4.555087579922019181e+00, 5.030806044350944362e+00
1.950000000000000000e+03, 3.074754444447583168e+00, 4.608910576022213768e+00, 5.272682769902035105e+00, 2.780675326140186421e+00, 4.221086406411736824e+00, 2.037172005360443627e+00, 3.745042381973763490e+00, 3.633646742071577229e+00, 7.934682252846667616e+00, 4.471377775114850905e+00, 2.820861187499218659e+00, 5.682861378226509608e+00, 5.132878535241951035e+00, 6.629508364154026445e+00, 5.242185668935118947e+00, 5.925353907862218605e+00
1.951000000000000000e+03, 3.247889008444746040e+00, 4.518891982727244461e+00, 5.693765301560049785e+00, 2.379249588212057454e+00, 3.876773183732822758e+00, 2.308582341919603653e+00, 3.766105366731669513e+00, 2.900207773628128205e+00, 9.050034674171660853e+00, 4.372335056580009649e+00, 3.011055159443687401e+00, 4.130700034504534379e+00, 4.758008915428173502e+00, 6.877634328686061060e+00, 4.347808258036091722e+00, 4.829605773040507088e+00
1.952000000000000000e+03, 2.225186889885816477e+00, 5.149875614767141840e+00, 5.578394816119683242e+00, 2.416682487700584581e+00, 2.493929508913951931e+00, 2.413165664371375474e+00, 2.954380653464783624e+00, 3.027928695858831620e+00, 7.364558817840675786e+00, 3.890644807578643949e+00, 2.660394416648001137e+00, 3.690179690354247199e+00, 5.354054096885763947e+00, 6.320856782090873871e+00, 4.781287495603277371e+00, 4.739883993587572952e+00
1.953000000000000000e+03, 2.392546471796074048e+00, 4.968691409283918503e+00, 6.075801202386892363e+00, 2.692006539200988868e+00, 2.238309170563075767e+00, 1.738443665934160443e+00, 3.513221818594142398e+00, 2.954298071298088857e+00, 8.595289757745780079e+00, 4.345787170045502634e+00, 2.550422882722526818e+00, 4.921902957306191873e+00, 4.486537249611397549e+00, 6.662026463122844078e+00, 5.022115494922976708e+00, 6.423920464934804286e+00
1.954000000000000000e+03, 2.692563537413688923e+00, 4.128976100518798376e+00, 5.889994241054633761e+00, 2.931013772674730067e+00, 2.447183191936888047e+00, 1.707367974997700655e+00, 4.440613820524326627e+00, 2.876923189295847116e+00, 6.421369917817987272e+00, 4.434133560635221905e+00, 2.818252365106685975e+00, 5.674456296489753804e+00, 4.555690748105345911e+00, 7.376685327709554763e+00, 4.704320086505318521e+00, 5.814819025030875110e+00
1.955000000000000000e+03, 2.401649096011749585e+00, 3.932214005184743399e+00, 6.288565295497266838e+00, 2.700304365070725687e+00, 3.192683631662728505e+00, 2.376991739332571907e+00, 3.454284669330109914e+00, 4.047620185284514172e+00, 6.962894946961482923e+00, 3.940534564996072131e+00, 2.974043249491629570e+00, 5.569887176350293956e+00, 4.488403317627608580e+00, 7.151434872497456574e+00, 3.720909394242304824e+00, 5.336758371403811374e+00
1.956000000000000000e+03, 3.094840706614256476e+00, 4.470907316138838183e+00, 5.805565489472101603e+00, 3.397008930798493864e+00, 2.616561131389317563e+00, 3.116709576232479240e+00, 2.548279849068233016e+00, 4.511276482032705815e+00, 6.703418454843253826e+00, 4.175701804567462538e+00, 2.767403316197328600e+00, 4.842612870139308079e+00, 5.331273817028115758e+00, 7.063078536665961416e+00, 3.676487788136739709e+00, 4.960468783489651479e+00
1.957000000000000000e+03, 3.299244571013155269e+00, 4.884151543329366518e+00, 6.162214557283808070e+00, 2.720687094736216061e+00, 2.210937084729378554e+00, 2.806583127569997504e+00, 3.767833424155857536e+00, 2.917969325528654956e+00, 7.545948321829687444e+00, 4.134204534911567919e+00, 2.744354386805547552e+00, 4.684415653981266026e+00, 5.624541077365787345e+00, 6.369204617151537740e+00, 4.785599255818630660e+00, 5.642665041934608716e+00
1.958000000000000000e+03, 2.986407176150534859e+00, 4.788277086319782327e+00, 6.134485881306463106e+00, 3.316072817715750354e+00, 1.723664451462940006e+00, 1.675269822811514597e+00, 4.850245132218684141e+00, 2.281282386862952372e+00, 7.465346021652278452e+00, 4.686870551930459428e+00, 3.045766134806394465e+00, 4.833353114022747476e+00, 5.279711575131153189e+00, 6.871475682315705491e+00, 5.114441689164782368e+00, 5.572620326202768481e+00
1.959000000000000000e+03, 3.254149649387888310e+00, 4.809389610871276588e+00, 6.132256962069141615e+00, 2.560278833883583793e+00, 4.499526981864703679e+00, 1.728780851737305335e+00, 4.494183022076986944e+00, 2.842660846477354397e+00, 7.945838169473151247e+00, 5.505872552961236011e+00, 2.899456972992613402e+00, 5.783269373394797519e+00, 4.792558276008100471e+00, 6.409215854191701034e+00, 4.952045343341160866e+00, 5.826547453597455295e+00
1.960000000000000000e+03, 3.585255617016420260e+00, 5.258663674210333205e+00, 6.748186058321184788e+00, 2.488858674751251776e+00, 2.601738678820417761e+00, 1.769419531348062735e+00, 4.204504801343468046e+00, 2.929987277218613517e+00, 8.001212561950325153e+00, 5.983102673894101109e+00, 2.782663644707498385e+00, 5.649779942176578196e+00, 4.887706868865948628e+00, 6.645876160148349143e+00, 4.103612282478138695e+00, 4.748546010237729931e+00
1.961000000000000000e+03, 3.825752261615261052e+00, 4.701875577746436718e+00, 6.699908489731065231e+00, 2.568057318557854352e+00, 2.377387504251381234e+00, 2.363845790232936395e+00, 3.861587431669147197e+00, 2.009965975227737456e+00, 8.235204205744910411e+00, 5.303369363222473432e+00, 2.733339624183055871e+00, 4.491854350042627786e+00, 4.724859270792768129e+00, 6.423518024682772776e+00, 3.905694547002854122e+00, 4.663696889256627287e+00
1.962000000000000000e+03, 3.090588862928981939e+00, 4.995555082074023545e+00, 6.056067170272483757e+00, 4.204905626522371875e+00, 2.905958765800708665e+00, 1.879586049356354982e+00, 4.253595329834685579e+00, 3.061872398475633084e+00, 7.947335160789509523e+00, 5.274442470429866248e+00, 3.157936324440812736e+00, 4.793559026298915171e+00, 4.449188546936291289e+00, 7.055766397482130969e+00, 4.715645417922843308e+00, 5.430679929866912836e+00
1.963000000000000000e+03, 2.617252921567178703e+00, 4.755936822520638430e+00, 6.351554488854264768e+00, 3.776898843832779740e+00, 2.702934445859336066e+00, 1.988235571669972668e+00, 3.845090857825538055e+00, 3.155519471950109178e+00, 7.580959505596259973e+00, 4.236304106165386330e+00, 3.215873380602979115e+00, 4.360884973168932532e+00, 4.838978441486954551e+00, 6.018813729053616335e+00, 4.964862364211608536e+00, 6.259591228505176908e+00
1.964000000000000000e+03, 2.809250210554718130e+00, 4.486804256491624621e+00, 6.522472548168693152e+00, 3.004029560974092128e+00, 4.498223402693303896e+00, 2.577843136103618260e+00, 2.666741112302323913e+00, 2.780914868346374025e+00, 7.468241166038933621e+00, 3.953559897724666872e+00, 2.922433433869600972e+00, 4.832901162059571654e+00, 4.875063463877941317e+00, 6.906083097593448628e+00, 4.109887386371711138e+00, 5.683893781532975531e+00
1.965000000000000000e+03, 3.055393547845527635e+00, 4.768728852223904191e+00, 6.170189283696782212e+00, 2.751776316695420110e+00, 3.409544248159435131e+00, 2.755407404209973876e+00, 2.594452681347084511e+00, 4.219321066986409186e+00, 7.334474042622766810e+00, 4.950856502862769126e+00, 2.857518130841278037e+00, 3.999601381252551047e+00, 5.007574022289025706e+00, 5.995537802213129375e+00, 3.972777848730681072e+00, 4.303824662040860005e+00
1.966000000000000000e+03, 2.142295791134559035e+00, 4.505169527011092967e+00, 5.548902227786821406e+00, 2.727634917140197235e+00, 2.871969875962633534e+00, 1.844886610682840322e+00, 4.324545851835218002e+00, 1.976226757350812324e+00, 7.010166518690966520e+00, 4.570571961617283741e+00, 2.801732994572888824e+00, 4.810243720163445147e+00, 5.204115877942578017e+00, 6.015225655327185450e+00, 4.874819093954691596e+00, 4.783895099980120413e+00
1.967000000000000000e+03, 2.909272510754860708e+00, 4.447168195158892168e+00, 6.618508062686475846e+00, 2.397980596760113325e+00, 4.705199087756771981e+00, 1.727713261102968634e+00, 4.290410889630224212e+00, 2.920967928006468206e+00, 7.337960738294316165e+00, 4.177244678309391723e+00, 2.654826748506525114e+00, 5.048950876269973520e+00, 5.627328394997515915e+00, 6.046689541344629326e+00, 4.482751076679668323e+00, 4.373934982343807398e+00
1.968000000000000000e+03, 3.018353608411403766e+00, 5.468262636306085334e+00, 6.557617731924799465e+00, 2.238334375657106801e+00, 3.324956503479490788e+00, 2.091322132120913224e+00, 3.980724925173831252e+00, 3.524034168655805210e+00, 8.745617961405999452e+00, 3.547160474694208698e+00, 2.926496164416015677e+00, 4.360715681834256507e+00, 6.008273929857821827e+00, 5.671665301990954866e+00, 3.536807563581704006e+00, 5.170588397738987041e+00
1.969000000000000000e+03, 2.702158229520643662e+00, 4.931665944811018498e+00, 6.535125660555687332e+00, 2.529683955439551823e+00, 1.691114776155136612e+00, 2.747268581415169830e+00, 4.208911513896591572e+00, 2.453369808609615621e+00, 7.254863382325315690e+00, 5.483432378390238782e+00, 2.797588313135386695e+00, 4.510659781958788805e+00, 6.246580693718109423e+00, 5.752528311507793646e+00, 4.924113507976666249e+00, 5.227452130918774031e+00
1.970000000000000000e+03, 2.848733216546293967e+00, 4.896903846469109922e+00, 6.477755962670470602e+00, 2.926729249225878959e+00, 2.208585430584831588e+00, 3.141438218836308582e+00, 3.565540077779210559e+00, 3.643242066081120889e+00, 8.083211510390702514e+00, 5.283437137597189803e+00, 2.663237401229425760e+00, 4.867873989288786341e+00, 6.062283776202892049e+00, 6.494906941415727886e+00, 4.448261177922155696e+00, 5.226521750532588051e+00
1.971000000000000000e+03, 2.352423755861726029e+00, 4.628696512487696424e+00, 5.934093923298606299e+00, 3.541073503954603297e+00, 2.495219919290849298e+00, 2.852216943418450779e+00, 2.959384835518290569e+00, 3.260094399630899975e+00, 7.213378446715914549e+00, 5.200927025570182494e+00, 3.005852469187004328e+00, 5.274385290448230457e+00, 6.158459663640636350e+00, 6.191174440383775845e+00, 4.165955519159918019e+00, 5.498586111604357285e+00
1.972000000000000000e+03, 2.655574170981082727e+00, 5.362371674053182602e+00, 6.443214106636935945e+00, 3.733970953277461202e+00, 3.880204609243917080e+00, 1.718342252252174740e+00, 3.874651883754753445e+00, 3.986009777688320987e+00, 7.189056165637372153e+00, 4.842290200462644911e+00, 3.003970588353494620e+00, 4.729400452495701401e+00, 5.713793584824171212e+00, 6.990574249080862224e+00, 5.053775958752562580e+00, 5.826647254898429829e+00
1.973000000000000000e+03, 2.480346600369154775e+00, 5.357956222273508651e+00, 6.507189315885450576e+00, 2.489656546940145265e+00, 2.932932485334358130e+00, 1.596757981527434866e+00, 4.646693324820255100e+00, 3.851327969754158698e+00, 7.008882786873303239e+00, 3.526695243522342871e+00, 2.654632525422528477e+00, 4.598471571219799436e+00, 5.115910941359593345e+00, 6.833449158236990506e+00, 3.833727759733480234e+00, 5.572221077045107052e+00
