year, MIROC-ES2L, CESM2-WACCM, CanESM5, ACCESS-ESM1-5, NorESM2-MM, IPSL-CM6A-LR, UKESM1-0-LL, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, NorESM2-LM, CMCC-CM2-SR5
1.917000000000000000e+03, 1.598052162481523375e+00, 1.446346233486637267e+00, 2.976202673905572915e+00, 1.204510252892467825e+00, 1.529584661218412966e+00, 2.216222667913283484e+00, 1.185166701748021856e+00, 2.252986351986952407e+00, 1.274677904530327810e+00, 1.355520012449867640e+00, 1.555051521219778632e+00, 1.304135780832805791e+00, 1.624964680204718404e+00, 1.775012084773016641e+00
1.918000000000000000e+03, 1.600787341760091520e+00, 1.329798947079604110e+00, 2.759965679388279636e+00, 1.233220208393429385e+00, 1.270469630773974457e+00, 2.270295434025429326e+00, 1.096391370887862760e+00, 2.135704224143941676e+00, 1.384354845573488868e+00, 1.418118729397422895e+00, 1.421207579249534003e+00, 1.318532506298385254e+00, 1.507970158050489617e+00, 1.599858935773682767e+00
1.919000000000000000e+03, 1.534563790928975546e+00, 1.505339201562452489e+00, 3.084750683204526833e+00, 1.236504312654691962e+00, 1.365857449993799433e+00, 2.321143118137300121e+00, 1.193951594676935457e+00, 2.113587215741292713e+00, 1.333510525465085639e+00, 1.046190613687991045e+00, 1.504032035128202383e+00, 1.258411533246721836e+00, 1.495765799543951502e+00, 1.641139891676699936e+00
1.920000000000000000e+03, 1.562765725627466740e+00, 1.406209195287304592e+00, 2.922884410149241052e+00, 1.258941264174513019e+00, 1.218425367283712202e+00, 2.198648264829550225e+00, 1.203685444132449822e+00, 2.160397556725398793e+00, 1.195527829661987118e+00, 9.047270194718328717e-01, 1.825541013941459179e+00, 1.184730721742339732e+00, 1.348885680412903465e+00, 1.577954216446125546e+00
1.921000000000000000e+03, 1.540482999708417289e+00, 1.409755885863709146e+00, 3.032545326842974731e+00, 1.277241827378537531e+00, 1.350486922238286702e+00, 2.072540639786635719e+00, 1.270142474961815537e+00, 2.064744136757240778e+00, 1.153703841663951790e+00, 9.384941397635078175e-01, 1.600040335101177158e+00, 1.302048973733563653e+00, 1.406111424858824455e+00, 1.558784648403682915e+00
1.922000000000000000e+03, 1.598033776195863176e+00, 1.483589484345323006e+00, 2.969538032970405972e+00, 1.274618385876890692e+00, 1.687938819616271680e+00, 2.218124610077069736e+00, 1.283680667607079107e+00, 1.914380778067079181e+00, 1.155857507805633233e+00, 9.524162809295038112e-01, 1.466915523405851962e+00, 1.400330381485255016e+00, 1.312490467083574641e+00, 1.540345081315600995e+00
1.923000000000000000e+03, 1.624632421812180816e+00, 1.492167238996590983e+00, 2.766084655505820056e+00, 1.244721669271592335e+00, 1.611263708889188351e+00, 2.340661609915412278e+00, 1.134368845348688870e+00, 1.983948541096089535e+00, 1.271137120414558064e+00, 8.620426347485148355e-01, 1.926608470549790786e+00, 1.180596655562020425e+00, 1.391110875682107118e+00, 1.654950713656207384e+00
1.924000000000000000e+03, 1.549241181175637028e+00, 1.239998205189208225e+00, 2.741102807638985173e+00, 1.191800006709026416e+00, 1.762724942230383895e+00, 2.196100470680475425e+00, 1.152131580187431892e+00, 2.182053079490704484e+00, 1.188599943530390002e+00, 8.920750544235889201e-01, 1.658908074595796922e+00, 1.115757941151744870e+00, 1.382638402057000837e+00, 1.390202573049548640e+00
1.925000000000000000e+03, 1.522062706793717357e+00, 1.483122445313190818e+00, 2.856765358323575033e+00, 1.181405434042816838e+00, 1.729473526678120265e+00, 2.321698705118010242e+00, 1.190168063521662045e+00, 2.232052367317747699e+00, 1.275392183840907689e+00, 1.122340803003315068e+00, 1.491678683915563797e+00, 1.221438996454835779e+00, 1.497643490467928107e+00, 1.770531964671019143e+00
1.926000000000000000e+03, 1.555926132877579082e+00, 1.488645654205447588e+00, 2.998939906041278469e+00, 1.159924924663278567e+00, 1.464582881271849324e+00, 2.401354675604916000e+00, 1.110106572348098064e+00, 2.419046861032585483e+00, 1.273918799591114315e+00, 9.084474273842741976e-01, 1.656744059188114404e+00, 1.454866719114620066e+00, 1.487646147671254138e+00, 1.567419673428569027e+00
1.927000000000000000e+03, 1.499234957810515745e+00, 1.514198655420838202e+00, 2.952624806439680061e+00, 1.184476808923608626e+00, 1.570340496131788388e+00, 2.383779697370392636e+00, 1.209579336500589131e+00, 1.976171037117786078e+00, 1.171678169917349077e+00, 9.979266192573992278e-01, 1.770845372035480647e+00, 1.507981730005609089e+00, 1.301032647363367323e+00, 1.722784428591216610e+00
1.928000000000000000e+03, 1.495646816581521099e+00, 1.323317296090687378e+00, 2.846679998882454488e+00, 1.191119380742293510e+00, 1.518877261249566901e+00, 2.499474884277558484e+00, 1.147829757051657795e+00, 2.122449754403745281e+00, 1.092858027484845396e+00, 7.526338586226291039e-01, 2.027924787775600812e+00, 1.344654004188906571e+00, 1.442439961577777874e+00, 1.670011378887076736e+00
1.929000000000000000e+03, 1.546519249972326371e+00, 1.610876021507896771e+00, 2.993102895350100212e+00, 1.210488241097217976e+00, 1.535365631774887829e+00, 2.345999448530370124e+00, 1.111395972562727597e+00, 2.282753649978655375e+00, 1.079304766223037726e+00, 9.623854731452924360e-01, 1.396401203125821056e+00, 1.199005758232920327e+00, 1.317872050094355263e+00, 1.706573577653504037e+00
1.930000000000000000e+03, 1.542782575710406112e+00, 1.486893541856597167e+00, 2.877680769546459238e+00, 1.262463224480873336e+00, 1.308049804385573278e+00, 2.256067682251779338e+00, 1.132664979307225206e+00, 2.141670502107651419e+00, 1.450812353883897954e+00, 1.205805354538531216e+00, 1.719938934232482008e+00, 1.191464114975516075e+00, 1.393494434305349472e+00, 1.691260302452642250e+00
1.931000000000000000e+03, 1.566763468978349394e+00, 1.186947406861099674e+00, 2.857932109041641411e+00, 1.270960707849595916e+00, 1.049917164508903822e+00, 2.326159765891413933e+00, 1.200302539981433103e+00, 1.956569443647098616e+00, 1.075241373631334652e+00, 1.118153671593888010e+00, 1.885174368532795741e+00, 1.208958504796932454e+00, 1.507321465760188328e+00, 1.659150281664132143e+00
1.932000000000000000e+03, 1.539514815185445418e+00, 1.435378260757456337e+00, 2.822378843816731653e+00, 1.240719050699453430e+00, 1.383265286278909434e+00, 2.374447348799522128e+00, 1.241560602839262284e+00, 2.118152524941051773e+00, 1.376104227903953925e+00, 1.419140479033943913e+00, 1.506075145680482841e+00, 1.108642890279508908e+00, 1.412389689736734288e+00, 1.579232661982819863e+00
1.933000000000000000e+03, 1.592078124363109914e+00, 1.465707333576398375e+00, 2.880702976215556710e+00, 1.268671789061302846e+00, 1.352870713780315759e+00, 2.207276637182453261e+00, 1.181943158197989563e+00, 2.206451904446934176e+00, 1.312165372234399330e+00, 1.236415118709321970e+00, 1.511175539231338849e+00, 1.070104738035370762e+00, 1.574819357220988536e+00, 1.770651980505155709e+00
1.934000000000000000e+03, 1.525361501702830580e+00, 1.494787280019380882e+00, 2.988630323585415027e+00, 1.329584689852198798e+00, 1.357434185317198727e+00, 2.013953056742577630e+00, 1.216782063983489204e+00, 2.116887957232707507e+00, 1.296098043244248155e+00, 9.722742436039285563e-01, 2.135457515831117092e+00, 1.082226546952915314e+00, 1.630779823130937611e+00, 1.677436985027079830e+00
1.935000000000000000e+03, 1.479658309354550338e+00, 1.339214649927904732e+00, 2.980533965661268159e+00, 1.360352535295661802e+00, 1.337315328015185267e+00, 2.117435856450840426e+00, 1.293580690276793899e+00, 2.126490717692809618e+00, 1.072152854260437937e+00, 8.990813282843781451e-01, 1.527885188352428480e+00, 1.064165009969898934e+00, 1.382934231912708256e+00, 1.586617846237837526e+00
1.936000000000000000e+03, 1.537136419226294182e+00, 1.418433520282395444e+00, 3.030697716420661880e+00, 1.372510867542306112e+00, 1.437708644771411359e+00, 2.405093869693530007e+00, 1.233548753100236484e+00, 1.983757914836667968e+00, 1.282096768210451598e+00, 9.011813310812681888e-01, 1.727369302931693662e+00, 1.109731491489318156e+00, 1.418649190763655143e+00, 1.754354794605614165e+00
1.937000000000000000e+03, 1.551771591534350847e+00, 1.504512563910361367e+00, 2.974685105862264312e+00, 1.382326131037791894e+00, 1.451821637108841045e+00, 2.280220537694244154e+00, 1.407045611261317219e+00, 1.887865467575865486e+00, 1.269283826137143523e+00, 1.261340108186020270e+00, 1.918349794975965583e+00, 1.150042655419100335e+00, 1.231989516723619449e+00, 1.732267414900300562e+00
1.938000000000000000e+03, 1.480861213749935734e+00, 1.384182105423153342e+00, 2.814976809843018568e+00, 1.347408204079151739e+00, 1.447945350587824809e+00, 2.147940591453701753e+00, 1.416556942306539169e+00, 2.205501728022738916e+00, 1.518898180982090063e+00, 9.899460316425998663e-01, 1.522570129131888494e+00, 1.113219535262126358e+00, 1.373588798351789819e+00, 1.688809854001193766e+00
1.939000000000000000e+03, 1.500734038281049676e+00, 1.517992238893501877e+00, 3.161160501432063175e+00, 1.351855177206389813e+00, 1.487831518443982093e+00, 2.315919671893159837e+00, 1.299734342208912041e+00, 2.329472932138605845e+00, 1.484973137353398087e+00, 1.279297629704253536e+00, 1.594799780546889201e+00, 1.046562577193782761e+00, 1.391601390184616927e+00, 1.638051163488641881e+00
1.940000000000000000e+03, 1.564410668874027355e+00, 1.623971393719247702e+00, 2.911581324062979981e+00, 1.351898289496192840e+00, 1.180800148600396726e+00, 2.469342122416654295e+00, 1.217379863686768982e+00, 2.088385933152747675e+00, 1.203487561409652296e+00, 1.089018917041042478e+00, 1.808909163369491369e+00, 1.010800218044032528e+00, 1.308170623098215746e+00, 1.791473845324068837e+00
1.941000000000000000e+03, 1.529677953083897535e+00, 1.553638037315618226e+00, 3.069486887750685344e+00, 1.369232809937415585e+00, 1.290106797789931647e+00, 2.439932974967293333e+00, 1.146295858370617093e+00, 1.950280108881890850e+00, 1.088387522386530692e+00, 1.011685273972281696e+00, 1.579487128541505969e+00, 1.057579450244217734e+00, 1.546068937060233628e+00, 1.673102286772384817e+00
1.942000000000000000e+03, 1.541632673147814270e+00, 1.430831192181933442e+00, 2.900909624671504705e+00, 1.361143443224792637e+00, 1.313954687191358106e+00, 2.051989394278705525e+00, 1.139712568703083795e+00, 1.973941468620638906e+00, 1.277420346390359729e+00, 8.388604250704881915e-01, 1.527118300074645330e+00, 1.173616250632052882e+00, 1.591303925313244161e+00, 1.846982596408021760e+00
1.943000000000000000e+03, 1.472582653035065858e+00, 1.356076377699823254e+00, 2.801855551283229051e+00, 1.403586299271102344e+00, 1.580894041135693540e+00, 2.090076333714927515e+00, 1.266795176219362107e+00, 2.225965831719043386e+00, 1.396820131416148580e+00, 1.274635602754814245e+00, 1.867043753098019510e+00, 1.220930796536787710e+00, 1.574993837389130791e+00, 1.700170816396311180e+00
1.944000000000000000e+03, 1.526785130488897080e+00, 1.332571526726788802e+00, 2.984241601053299942e+00, 1.370282106322192828e+00, 1.716014754212547677e+00, 2.215886791364634067e+00, 1.162057468597528453e+00, 2.212126627652088118e+00, 1.213762378116464813e+00, 1.133300303566477041e+00, 1.620520486352884815e+00, 1.149700765448251616e+00, 1.361498550118371842e+00, 1.639100689703575142e+00
1.945000000000000000e+03, 1.549641628756302847e+00, 1.641094165648391723e+00, 2.926881569224863977e+00, 1.328314483840083993e+00, 1.427291157775460784e+00, 2.331680388977733553e+00, 1.451960941624005130e+00, 1.969890631795196745e+00, 1.555877972224486427e+00, 1.116938477670764929e+00, 1.478855176799525939e+00, 1.231700249866363617e+00, 1.448096843231027053e+00, 1.706427760274458416e+00
1.946000000000000000e+03, 1.511718609706100391e+00, 1.452078503862916925e+00, 2.857200281013187126e+00, 1.303978985261192713e+00, 1.487818545433005291e+00, 2.310099195317222964e+00, 1.291638962932325718e+00, 2.108607166314379278e+00, 1.087809682679153012e+00, 9.395744764419201589e-01, 1.627176780035378467e+00, 1.296765808105472928e+00, 1.401689306191478579e+00, 2.024225020153154642e+00
1.947000000000000000e+03, 1.577787334476225656e+00, 1.759400764668707318e+00, 2.920430402040697704e+00, 1.309191921498051414e+00, 1.454333012719735585e+00, 2.151594510789233361e+00, 1.226755401419490576e+00, 2.006255664203677291e+00, 1.099754808397341632e+00, 1.031695055775192271e+00, 1.672318513825662434e+00, 1.303470088557109552e+00, 1.481877277319624708e+00, 1.571062404777770816e+00
1.948000000000000000e+03, 1.507867653720874834e+00, 1.569995855912228899e+00, 2.851662367899708173e+00, 1.311113653548940494e+00, 1.431502164707860958e+00, 2.224181000829799970e+00, 1.169752194144865864e+00, 2.046119989877337453e+00, 1.111085492438868672e+00, 1.468732324292988167e+00, 1.725689837600658860e+00, 1.142685746235885924e+00, 1.370400810056290108e+00, 1.666591635747568301e+00
1.949000000000000000e+03, 1.522866391262674535e+00, 1.342605950683440241e+00, 3.030545263447890214e+00, 1.300960107317594261e+00, 1.374928239304374467e+00, 2.208849506910671057e+00, 1.159422610062733394e+00, 2.235112680055399537e+00, 1.178992264854954897e+00, 1.621395392206144592e+00, 1.396646725769143060e+00, 1.078221270324066117e+00, 1.191302937759348923e+00, 1.874884854791614153e+00
1.950000000000000000e+03, 1.536099596421186986e+00, 1.428335931985660112e+00, 3.072969934357717925e+00, 1.321790739824814542e+00, 1.483248341446339769e+00, 2.319251873562763411e+00, 1.420272379334892365e+00, 2.368039653065113104e+00, 1.348839024531977460e+00, 1.146950811818757687e+00, 1.517355774426047299e+00, 9.997380298798205223e-01, 1.401408102301335612e+00, 1.506630883215736905e+00
1.951000000000000000e+03, 1.539250460478366334e+00, 1.346209245002320198e+00, 2.779957039109003158e+00, 1.355412707669977346e+00, 1.484389597641769587e+00, 2.229304893605419391e+00, 1.384064465982502101e+00, 1.995558406108125071e+00, 1.342795403549463362e+00, 1.111365744782221610e+00, 1.649638331653864753e+00, 9.645201563183505300e-01, 1.279560143896990576e+00, 1.720512905729626230e+00
1.952000000000000000e+03, 1.474824930392545586e+00, 1.288211574624485767e+00, 3.005726311305455756e+00, 1.331248969918895186e+00, 1.614643079882539967e+00, 2.005693544521302218e+00, 1.273247840442397472e+00, 2.040507130705802030e+00, 1.336990202493717916e+00, 1.006330044794263356e+00, 1.894712020195888025e+00, 9.824942255187347762e-01, 1.532592906052273607e+00, 1.679507911233707240e+00
1.953000000000000000e+03, 1.475620934078429203e+00, 1.401761013432983427e+00, 3.330779013947602341e+00, 1.327383932519415000e+00, 1.332762174117556375e+00, 2.109478669176856336e+00, 1.191931032641697863e+00, 2.217938135557389945e+00, 1.232328701107010538e+00, 1.134779065319838631e+00, 1.478765313891574618e+00, 9.250389063534979472e-01, 1.568669520378872084e+00, 1.755968857453981125e+00
1.954000000000000000e+03, 1.504585489136376797e+00, 1.348485855951485402e+00, 3.136001481657129109e+00, 1.285695775252327921e+00, 1.481144051741463796e+00, 2.372179073302700836e+00, 1.254385297077509787e+00, 2.204556131562281696e+00, 1.238030645194372115e+00, 1.133844034514653876e+00, 1.772974075624599966e+00, 8.323717148942982869e-01, 1.199897322479853701e+00, 1.633935333880588203e+00
1.955000000000000000e+03, 1.460559559988051204e+00, 1.240815187177713996e+00, 2.814548748075276663e+00, 1.263630267863678824e+00, 1.343554145790207599e+00, 2.451830882724029159e+00, 1.316558717325192251e+00, 2.296327373820052475e+00, 1.534064469901860628e+00, 1.150738820503977689e+00, 1.850654989700398989e+00, 8.733627009399430596e-01, 1.212578057252767572e+00, 1.470150356665172575e+00
1.956000000000000000e+03, 1.488009888783938361e+00, 1.324884503843370309e+00, 3.100418219509151196e+00, 1.295784684505980389e+00, 1.641394025576545346e+00, 2.352373604235965754e+00, 1.286615332488035612e+00, 2.134132918092225495e+00, 1.586499465945268694e+00, 1.238567578992311624e+00, 1.561814922061993016e+00, 9.677632220044870559e-01, 1.489335973560077298e+00, 1.674186096093170706e+00
1.957000000000000000e+03, 1.529511541952217835e+00, 1.325234320522969522e+00, 3.345248584206397258e+00, 1.356883228838204225e+00, 1.752591529386833269e+00, 2.294721456533836079e+00, 1.188462905024408656e+00, 1.876951771550208647e+00, 1.374850758776569704e+00, 1.120709161913244989e+00, 1.456264265648973266e+00, 1.052430847487576759e+00, 1.378807324149218916e+00, 1.893118990205252539e+00
1.958000000000000000e+03, 1.557360974944856036e+00, 1.392879851006279424e+00, 3.365695702950894486e+00, 1.383106294401341918e+00, 1.605921894815654838e+00, 2.208663759889129441e+00, 1.188152649667465255e+00, 2.130674004303246161e+00, 1.115346721839860056e+00, 1.388641353199656203e+00, 1.406478153114200991e+00, 9.789655379834496518e-01, 1.381021239123709554e+00, 1.619800700261482485e+00
1.959000000000000000e+03, 1.524661263443397585e+00, 1.926151614004369073e+00, 3.128831467435524427e+00, 1.405526262108258262e+00, 1.395614851774914511e+00, 2.443273555905550953e+00, 1.467489336540212630e+00, 2.217199346379594704e+00, 1.229491382526054499e+00, 9.843440381773198578e-01, 1.835053566409823089e+00, 8.824781673048411879e-01, 1.410486474147375491e+00, 1.578181769707320825e+00
1.960000000000000000e+03, 1.480877573735126518e+00, 1.859943386481662131e+00, 2.998483565346060864e+00, 1.450402663921124269e+00, 1.420984323791747439e+00, 2.537627420497014619e+00, 1.265815177494843180e+00, 2.123333120816642605e+00, 1.317332591512197615e+00, 1.085435043131384170e+00, 1.958976767361948257e+00, 8.388955658048176112e-01, 1.677939321592754940e+00, 1.715804642616880260e+00
1.961000000000000000e+03, 1.595608187385190613e+00, 1.529378224543080034e+00, 3.024792641644800106e+00, 1.487027999112900734e+00, 1.555343594810659757e+00, 2.304960479980281196e+00, 1.223861662610814527e+00, 2.122555919704940841e+00, 9.894166022455366249e-01, 1.072286236217416366e+00, 1.606722706497448083e+00, 8.626371559046804860e-01, 1.413171499586398872e+00, 1.893199029589702098e+00
1.962000000000000000e+03, 1.598353774719535547e+00, 1.670561802809654051e+00, 3.392784537076073192e+00, 1.506370434154766791e+00, 1.429078663034156760e+00, 2.298060207893490858e+00, 1.258601461697272716e+00, 2.266512027201835533e+00, 1.292392612048501199e+00, 1.405691060960959193e+00, 1.618521518461619291e+00, 8.571626446918834130e-01, 1.504679098315516939e+00, 1.893413850306860935e+00
1.963000000000000000e+03, 1.566600805654861039e+00, 1.362277870735318919e+00, 3.352477637037984515e+00, 1.418638868776720185e+00, 1.401590547650634955e+00, 2.138477138502544062e+00, 1.234959568327548052e+00, 2.077355602345379637e+00, 1.282019766896298707e+00, 1.374415443551001870e+00, 1.417516113703203295e+00, 8.316028318060263436e-01, 1.374944274398410160e+00, 1.656077842888654006e+00
1.964000000000000000e+03, 1.487341731444882464e+00, 1.349638828688430658e+00, 3.067273581670176608e+00, 1.409775623062714089e+00, 1.438834482273934068e+00, 2.190377943661470983e+00, 1.415067736656474118e+00, 2.227121886813852036e+00, 1.269669155837382490e+00, 1.190736407366199678e+00, 1.879275410414477987e+00, 8.686720950747772729e-01, 1.390406626359459663e+00, 1.581846575769612961e+00
1.965000000000000000e+03, 1.489233252222419202e+00, 1.553242693270310060e+00, 2.808063179909332074e+00, 1.408903031887533519e+00, 1.504932955352187296e+00, 2.084941724683790021e+00, 1.324757653540863611e+00, 2.169536782868170643e+00, 1.599662541710952235e+00, 1.198205493307799241e+00, 1.790877272346763638e+00, 9.549173205005435650e-01, 1.384795128552975818e+00, 1.650743524945927021e+00
1.966000000000000000e+03, 1.520480741589993467e+00, 1.374110010559535633e+00, 3.119943455401653409e+00, 1.351564053085077211e+00, 1.642230470247231677e+00, 2.142521117715851187e+00, 1.295359556813085122e+00, 2.204991960760562364e+00, 1.020202130522771311e+00, 1.077188986632344303e+00, 1.493280016809521493e+00, 9.238669500019242031e-01, 1.237071746077960332e+00, 1.739738215922734366e+00
1.967000000000000000e+03, 1.484288571265777179e+00, 1.292247642273289143e+00, 3.142522807873353585e+00, 1.385746668370417822e+00, 1.856806245795794119e+00, 2.296067138608161695e+00, 1.463875799878890493e+00, 2.116913485151517449e+00, 1.254279045821077743e+00, 9.749879718955022367e-01, 1.522336757008984964e+00, 8.510946495114052324e-01, 1.407768321971209824e+00, 1.532026227682599329e+00
1.968000000000000000e+03, 1.485436540060665500e+00, 1.162876592590563085e+00, 3.107040870184430315e+00, 1.392205020657501180e+00, 1.891790336330344546e+00, 2.223949837730974988e+00, 1.351608914276754003e+00, 2.052660864452690692e+00, 1.384330449345907210e+00, 9.428048693616283282e-01, 2.016996209782120797e+00, 8.518809263726991876e-01, 1.771203391788495951e+00, 1.804715150782120414e+00
1.969000000000000000e+03, 1.476821314029208354e+00, 1.755255442567572599e+00, 3.179675798401455644e+00, 1.394897706694506301e+00, 1.922143746101281803e+00, 2.178032345419216753e+00, 1.248159532801673244e+00, 2.003327364000555555e+00, 1.224422089824062976e+00, 1.094022634824190376e+00, 1.481135112515956420e+00, 8.899735892722611119e-01, 1.475498115731069371e+00, 1.737661446005329235e+00
1.970000000000000000e+03, 1.474886750603350505e+00, 1.573666549884321642e+00, 3.188570721952904918e+00, 1.384647317372473374e+00, 1.892455571977693651e+00, 2.218754882092801139e+00, 1.247699666111766748e+00, 2.211840524793124541e+00, 1.381045046445527724e+00, 1.165669512821644993e+00, 1.555751715862045526e+00, 1.012789480762812389e+00, 1.362994207417512760e+00, 1.697730061226099485e+00
1.971000000000000000e+03, 1.511824550102542464e+00, 1.597037902029013745e+00, 3.151562100218774365e+00, 1.347863497896387930e+00, 1.872201376117923255e+00, 2.347122836654148781e+00, 1.232581119349670518e+00, 2.153429236919930378e+00, 1.427259132398993602e+00, 1.260043866393995682e+00, 1.942828866573723001e+00, 1.073329441597682621e+00, 1.400455457914799862e+00, 1.752726843408085378e+00
1.972000000000000000e+03, 1.448956829280010572e+00, 1.469124930379120508e+00, 3.263563694815227567e+00, 1.333065128948059286e+00, 1.721388311778163427e+00, 2.223965088002401114e+00, 1.366858679391753650e+00, 2.138823714981144875e+00, 1.564992019231941978e+00, 1.334713124130782580e+00, 1.471827183420719942e+00, 9.955814812619848686e-01, 1.674224268528162751e+00, 1.955029046150547067e+00
1.973000000000000000e+03, 1.467528000913710162e+00, 1.081805546940294738e+00, 3.041684137976762514e+00, 1.328233608522126019e+00, 1.648456832830159202e+00, 2.207525669072174512e+00, 1.324762460792561880e+00, 2.182314254652494956e+00, 1.390743196117560476e+00, 1.122174066282958904e+00, 1.790411624140860081e+00, 8.970774086692007154e-01, 1.627483814068239054e+00, 1.536085367709836946e+00
1.974000000000000000e+03, 1.486226967487464190e+00, 1.285738798090675372e+00, 3.279946654319529920e+00, 1.296429350260994040e+00, 1.485954928429544797e+00, 2.332065118283848992e+00, 1.221959475451148025e+00, 2.105504733074082147e+00, 1.525313840484112671e+00, 9.945351468794331184e-01, 1.803106388229329449e+00, 8.921275832732598055e-01, 1.456229979187552814e+00, 1.748226947622884220e+00
1.975000000000000000e+03, 1.533552046964195670e+00, 1.766351978808841761e+00, 3.091125120225371337e+00, 1.316397703077964776e+00, 1.485725019774452926e+00, 2.378758121442061668e+00, 1.178023628975042092e+00, 2.059348155364072674e+00, 1.628488613787976380e+00, 9.697255637145759666e-01, 1.447031849582514074e+00, 1.001443519048696995e+00, 1.787943786567857130e+00, 1.707552877907422939e+00
1.976000000000000000e+03, 1.555758707284815134e+00, 1.530222301351267022e+00, 3.240771006113178032e+00, 1.344329411390715823e+00, 1.546797713532589880e+00, 2.412462479079307887e+00, 1.196267268073009760e+00, 2.037859492292523278e+00, 1.692019362189054243e+00, 1.140971097903684450e+00, 1.712725763414861602e+00, 1.071800660331317712e+00, 1.660381926323811541e+00, 1.905426548856380187e+00
1.977000000000000000e+03, 1.561852977996961878e+00, 1.578316184206825623e+00, 3.047272307300850080e+00, 1.307139377154421300e+00, 1.410910694420191014e+00, 2.322740561487637301e+00, 1.218440644071599133e+00, 2.314749433997989936e+00, 1.340493722673744781e+00, 1.221471589322678186e+00, 1.410110664875233955e+00, 9.967577467013478687e-01, 1.646990337967476181e+00, 1.980180142035838475e+00
1.978000000000000000e+03, 1.503959803084086833e+00, 1.555665015373617344e+00, 3.406404353276711650e+00, 1.344783143447918716e+00, 1.433464028158365933e+00, 2.276894864491636028e+00, 1.177180280764820619e+00, 2.117086852151960130e+00, 1.233817705466901504e+00, 1.493946621484795845e+00, 1.609101115983466723e+00, 9.293158320397478800e-01, 1.678936287765949276e+00, 1.881807390609162800e+00
1.979000000000000000e+03, 1.453729005229013271e+00, 1.557994740940537692e+00, 3.535530423257371879e+00, 1.337203167469140919e+00, 1.499136353326312010e+00, 2.283841697167589668e+00, 1.224648166292456208e+00, 2.018162069528725233e+00, 1.320972118623248814e+00, 1.360185792696003038e+00, 1.982144598515251932e+00, 9.355910658031769689e-01, 1.685868010959866492e+00, 1.755356124015296393e+00
1.980000000000000000e+03, 1.539487871656023854e+00, 1.497700750083015508e+00, 3.079634970990780651e+00, 1.348752908564757824e+00, 1.562175498481329416e+00, 2.062464849957183599e+00, 1.387977150039050311e+00, 2.210037479466541388e+00, 1.286125433336684276e+00, 1.232711917567917759e+00, 2.023664184627118168e+00, 9.744717515537080210e-01, 1.644007575105904229e+00, 1.685820034633651598e+00
1.981000000000000000e+03, 1.532338189080559854e+00, 1.185356920006915171e+00, 3.540996915985774152e+00, 1.364762720146950548e+00, 1.680263224647933873e+00, 2.075112327910466181e+00, 1.251858390293368206e+00, 2.709061720721438249e+00, 1.253892006041476437e+00, 1.428770699623305829e+00, 1.529445002850952529e+00, 1.028652326060879085e+00, 1.515004479512707780e+00, 1.831552065410581465e+00
1.982000000000000000e+03, 1.456326583076292813e+00, 1.407103703455081734e+00, 3.229725318714470994e+00, 1.377280793305966311e+00, 1.645028353867732163e+00, 2.387114779640199469e+00, 1.228168585817752900e+00, 2.074251369381832966e+00, 1.423518202875251770e+00, 1.145986359593606396e+00, 1.619256179842631926e+00, 1.045265171451008612e+00, 1.453804985231266445e+00, 1.629790929818764278e+00
1.983000000000000000e+03, 1.489343878091770046e+00, 1.765729257384260231e+00, 3.290818710127767055e+00, 1.367058595185026038e+00, 1.723467055267436709e+00, 2.569771990739949885e+00, 1.155868496392647105e+00, 2.045948817163359745e+00, 1.497785444450109527e+00, 1.346535771519552727e+00, 1.816388813206196051e+00, 1.054742018554876815e+00, 1.346803355790934464e+00, 1.721262469066514145e+00
1.984000000000000000e+03, 1.424343006889758900e+00, 1.455528810233069903e+00, 3.391109103544041492e+00, 1.334442222780293230e+00, 1.924858187801952392e+00, 2.566668873340790746e+00, 1.198242098229952868e+00, 2.095471624967796043e+00, 1.148253062134799052e+00, 9.735721922492636127e-01, 1.891871973702067278e+00, 1.096810468380364778e+00, 1.495540363256926408e+00, 1.761311052459939575e+00
1.985000000000000000e+03, 1.472920298373208592e+00, 1.484896883495626208e+00, 3.396910309508302195e+00, 1.386100307166338030e+00, 1.728117832108789997e+00, 2.716146886462504906e+00, 1.186787536144340516e+00, 2.227322373836323699e+00, 1.391912785680611497e+00, 1.236140254057652710e+00, 1.483246118116004597e+00, 1.172631918368854498e+00, 1.520923380949481540e+00, 1.746294561755836972e+00
1.986000000000000000e+03, 1.514717764383262333e+00, 1.810840009211082124e+00, 3.321954026177269981e+00, 1.446988615608789885e+00, 1.820108942949260955e+00, 2.756553791365699446e+00, 1.176785649496922437e+00, 2.059892992803540768e+00, 1.296640423938354436e+00, 1.465879619297517644e+00, 1.714307405423211916e+00, 1.189308669867081392e+00, 1.531308237747019518e+00, 1.692373672370789173e+00
1.987000000000000000e+03, 1.546878029686923561e+00, 1.808057951947966702e+00, 3.246672433226705401e+00, 1.471420345602600710e+00, 1.950674553442692361e+00, 2.543392293902561274e+00, 1.339226237105741957e+00, 1.946635347703761898e+00, 1.399670514236086794e+00, 1.297444238792488047e+00, 2.038758360062023822e+00, 1.105428683242065668e+00, 1.706043268040225547e+00, 1.623153666397079808e+00
