year, UKESM1-0-LL, INM-CM4-8, CanESM5, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, CESM2-WACCM, TaiESM1, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5
1.902000000000000000e+03, 1.664485599929016235e+00, 2.198349868750428371e+00, 1.636165099801023537e+00, 7.790547821411143437e-01, 2.580658281820181976e+00, 2.184776585321800191e+00, 2.528953760374447413e+00, 2.188380303169700003e+00, 2.034962364091877696e+00, 1.723804463332178072e+00, 1.721230331599855834e+00, 2.032213948759658884e+00, 1.855321262889797040e+00, 2.335001864583944098e+00, 2.003725279115127655e+00, 2.071876198337956332e+00
1.903000000000000000e+03, 1.148934446777054807e+00, 2.147882472829385936e+00, 2.192092892390855585e+00, 1.337434445006855599e+00, 1.992653158834926330e+00, 2.262729095269532920e+00, 1.444242006143219736e+00, 1.888639391897734665e+00, 1.621791293864839778e+00, 1.771838392861779132e+00, 2.024846826266696098e+00, 2.191146612843235530e+00, 1.462846101290008249e+00, 1.931590579971965260e+00, 1.045130042759989442e+00, 2.482640341926371175e+00
1.904000000000000000e+03, 1.666942306355593040e+00, 1.950096642460605434e+00, 2.183013522552120556e+00, 8.568178929861551829e-01, 2.035072017863895688e+00, 2.260301771489118039e+00, 1.585757600659215560e+00, 1.611643013427585425e+00, 1.732216304857652212e+00, 1.650313501518010151e+00, 2.001279681026942647e+00, 2.049537356053390269e+00, 1.308329885598312980e+00, 1.809954487883198571e+00, 2.372842821714540307e+00, 3.061406198786737143e+00
1.905000000000000000e+03, 1.536458080049944996e+00, 2.105293483721429659e+00, 1.939202124647649850e+00, 1.072920182641174058e+00, 2.264165525721664629e+00, 2.661067078509808059e+00, 2.064147083892434509e+00, 1.897563890390410402e+00, 2.030262612663986665e+00, 1.408308750494773331e+00, 1.902829395164726156e+00, 2.290110967700165645e+00, 1.518525821396805586e+00, 2.164073266494750403e+00, 1.705139318168501728e+00, 2.663086919925246043e+00
1.906000000000000000e+03, 1.338027251383363758e+00, 2.435581326568543314e+00, 1.649102805104212921e+00, 1.144628391114305588e+00, 2.076727606132256820e+00, 2.222792865259789696e+00, 1.419569184284938723e+00, 2.024300295903314062e+00, 1.774876418531669886e+00, 1.807117549360398590e+00, 1.554220302069192705e+00, 1.923788562175401839e+00, 1.544507131985497050e+00, 1.620451987283903383e+00, 1.017335883796673723e+00, 3.122968565717056055e+00
1.907000000000000000e+03, 1.075396711306526143e+00, 2.630597173111425491e+00, 1.371005549946748392e+00, 1.205550822659425370e+00, 2.451040980276712133e+00, 2.017164844753659203e+00, 1.558768669365332427e+00, 2.073781810956297100e+00, 1.835622179425077549e+00, 2.037616812193286719e+00, 1.567756067080622984e+00, 1.715766755340999872e+00, 1.422767173624656989e+00, 1.484279472340042760e+00, 1.137204794695440446e+00, 2.381858306001036318e+00
1.908000000000000000e+03, 1.248387313842426627e+00, 2.402199597200263881e+00, 1.796814494598876211e+00, 9.906909771531653419e-01, 2.218178363752247861e+00, 2.131752856626280224e+00, 1.872388426360622082e+00, 2.036440852006406566e+00, 1.574631399678573018e+00, 2.090573050490553531e+00, 1.490106505313472329e+00, 1.908680703503504938e+00, 1.306915218598041495e+00, 1.774029909234915658e+00, 1.184805469383717336e+00, 2.528398107353598157e+00
1.909000000000000000e+03, 1.762801558487972375e+00, 2.022302599978291759e+00, 1.426462189660805180e+00, 1.325094898991246772e+00, 2.197312964270152769e+00, 2.651203277981112549e+00, 1.561263864849872895e+00, 2.279281038375803981e+00, 1.838840355331366139e+00, 1.929247520601736321e+00, 1.495371475297911257e+00, 2.619990274319112356e+00, 1.742467558294126029e+00, 2.518442126650698665e+00, 1.058169170550997684e+00, 1.817477314086357598e+00
1.910000000000000000e+03, 1.410636220266790142e+00, 2.518834896368385756e+00, 1.456643597687484748e+00, 1.016399567872872778e+00, 2.358725468241329892e+00, 1.905311066908386808e+00, 1.464278561740772311e+00, 1.655781985244781485e+00, 1.795889464356655640e+00, 1.859505452475082476e+00, 1.800998770264042426e+00, 2.027002414483374704e+00, 1.376015511344970355e+00, 1.513380737739144610e+00, 1.571220159269849592e+00, 1.821406579189247976e+00
1.911000000000000000e+03, 1.678644362706461779e+00, 2.183696009144894923e+00, 1.669028123365488225e+00, 7.972682384761826668e-01, 2.404542717898586979e+00, 1.593622181184117581e+00, 1.392062545319774802e+00, 1.599798301911196319e+00, 1.297987979389023661e+00, 2.390600141878869156e+00, 1.419908426854791905e+00, 2.378283922177429677e+00, 1.500090598733471170e+00, 1.682819979550447709e+00, 1.235979486250770254e+00, 2.759361036641786669e+00
1.912000000000000000e+03, 1.300800245394024612e+00, 2.251598188982407045e+00, 1.421132368600384499e+00, 9.860796343458281266e-01, 2.334530516623775309e+00, 1.928799687886377567e+00, 1.712421704628582120e+00, 2.698383874670639671e+00, 1.355364802989977191e+00, 1.921908790381575471e+00, 1.384101527876274718e+00, 2.072927120175021454e+00, 2.018598664053892655e+00, 1.660721846263999657e+00, 1.056433200995893440e+00, 2.811880844360240328e+00
1.913000000000000000e+03, 1.431049470476539520e+00, 2.366600064796308356e+00, 2.725627175519786061e+00, 9.503778377051080861e-01, 2.194734888323723876e+00, 1.983243261752671183e+00, 1.673314278842102931e+00, 2.231827705419819452e+00, 1.539424628848202747e+00, 1.748138363070001811e+00, 1.536355475505358559e+00, 2.129656333169004601e+00, 2.111231177464733655e+00, 1.379812422680001038e+00, 1.268369216566455737e+00, 2.870353257138480441e+00
1.914000000000000000e+03, 9.849193001211515863e-01, 2.505005449574000842e+00, 2.220230082803123395e+00, 8.556717222783637444e-01, 2.378461939710260431e+00, 2.300001372318987602e+00, 1.418801135063323393e+00, 2.141476456234009174e+00, 1.609578064871940439e+00, 2.417866783164503541e+00, 1.971383276850800614e+00, 2.092521224343548703e+00, 1.213403237438718474e+00, 1.737088034290758198e+00, 1.106719355876343069e+00, 2.211195644165980134e+00
1.915000000000000000e+03, 1.308544773291100416e+00, 1.987387664951119071e+00, 1.873722551614523724e+00, 9.097334964504634192e-01, 1.899838739826761547e+00, 1.963520140731421115e+00, 1.687752551056527217e+00, 1.864231208292138620e+00, 1.702953769413241947e+00, 2.437863079239900976e+00, 1.793172093601941741e+00, 2.424427920364156552e+00, 1.193990851494793004e+00, 1.446160429973586403e+00, 1.224978369490851815e+00, 2.505077017355308300e+00
1.916000000000000000e+03, 1.490834569952854904e+00, 1.772366779324284103e+00, 1.666384213302967154e+00, 1.116298698657998356e+00, 1.999415444806444508e+00, 1.987606507756072505e+00, 1.960169942944935739e+00, 1.696603640028150339e+00, 2.184326745040473305e+00, 1.976887999445377408e+00, 1.455686783633568515e+00, 1.891990142904009575e+00, 1.563747038977723491e+00, 1.623770435066672402e+00, 1.308449510608798994e+00, 2.190114580305189573e+00
1.917000000000000000e+03, 1.670885927862254761e+00, 2.191407457798542513e+00, 1.859727964794228416e+00, 1.349088893080719220e+00, 2.420275538390949333e+00, 2.195096649089917307e+00, 1.759436953304404971e+00, 1.670283694741885538e+00, 2.183687387638351129e+00, 2.302862474579444374e+00, 1.722763840015897774e+00, 1.994042750978606060e+00, 1.694882396482027875e+00, 1.777163845409888809e+00, 1.229422422467478127e+00, 2.331744562206778060e+00
1.918000000000000000e+03, 1.027438934649585356e+00, 2.366065528226491743e+00, 1.618818188222919119e+00, 1.386436514273424514e+00, 2.253341439899513077e+00, 2.385004757425785993e+00, 1.658415081222792020e+00, 2.681000923265175473e+00, 1.383471239048096990e+00, 2.309561256573050780e+00, 1.454736617526378950e+00, 2.035015044489597358e+00, 1.483992028639965932e+00, 1.554074578714668364e+00, 1.398063731792505093e+00, 2.346599262218362902e+00
1.919000000000000000e+03, 1.699111127877503513e+00, 2.100706937351779047e+00, 2.280250719209488519e+00, 8.801505572572776437e-01, 2.333300821013390980e+00, 2.087494621190177924e+00, 1.794907732390424338e+00, 1.879354009556827076e+00, 1.624574106906451876e+00, 2.074277507995020198e+00, 1.626843437377889279e+00, 2.221512123111287540e+00, 1.215614761610182892e+00, 1.649215060669817268e+00, 1.372265138016716568e+00, 2.455196843199142887e+00
1.920000000000000000e+03, 1.540505358722450646e+00, 2.339454942961847195e+00, 2.153590310887291803e+00, 7.823178915142461332e-01, 1.892049486295304783e+00, 1.930069594376722319e+00, 1.743362076822569495e+00, 1.936161287448462609e+00, 1.525591030191624009e+00, 1.784389936652954978e+00, 1.391538831538708942e+00, 1.996184881435715264e+00, 1.582830245238699751e+00, 1.978497810331478091e+00, 1.075896192688370778e+00, 2.390662034978542128e+00
1.921000000000000000e+03, 2.004558003235718200e+00, 2.263268751630596931e+00, 2.397852734928465068e+00, 9.203036674369365899e-01, 1.926906348938194347e+00, 1.839926752387193609e+00, 1.632160697343040034e+00, 2.940337499405303312e+00, 1.563301586671807852e+00, 1.903851395224406495e+00, 1.610287087708638154e+00, 2.271070682215852177e+00, 2.011319618251247832e+00, 1.436786195065097083e+00, 1.058083271746909304e+00, 1.781255404053775804e+00
1.922000000000000000e+03, 1.608770586349729026e+00, 2.334751917346204575e+00, 2.228424623230407242e+00, 8.470369188035971053e-01, 2.459813076073184224e+00, 2.707551404509271453e+00, 1.800600496377823934e+00, 2.124824663634084843e+00, 2.667578649530726764e+00, 1.766808252858923289e+00, 1.676743731109840096e+00, 2.387880736438484863e+00, 1.195878333433885166e+00, 1.968425951138182972e+00, 1.060831941882854457e+00, 1.729913429372548217e+00
1.923000000000000000e+03, 1.275407922855400944e+00, 1.712577801760615248e+00, 1.833361723610840377e+00, 7.604820073859051011e-01, 2.252885700598463714e+00, 2.316238435985086941e+00, 2.017950977360342790e+00, 1.728832629892753658e+00, 2.233423032282825460e+00, 1.887568405778478509e+00, 1.856081397181437165e+00, 2.141814704312021700e+00, 1.106557342802451771e+00, 1.850995968805884795e+00, 1.314290499656509459e+00, 2.754509840704872925e+00
1.924000000000000000e+03, 1.340718175859566985e+00, 2.211888680665335727e+00, 1.608090133672496647e+00, 8.667332357798375186e-01, 1.727646351415819570e+00, 2.492679427803666581e+00, 1.492151561779639701e+00, 2.122318918187774184e+00, 2.490394815484325619e+00, 1.910138369756936516e+00, 1.681082686336548893e+00, 2.333088140881773409e+00, 1.515943118776817977e+00, 1.393915142279650299e+00, 1.175268395128344023e+00, 2.687132110628213777e+00
1.925000000000000000e+03, 1.479198530988629079e+00, 2.533114156818106810e+00, 1.610853804278723267e+00, 1.141908253936919859e+00, 2.607497574617406499e+00, 2.388441015662651878e+00, 1.984192310359178757e+00, 2.555012696975870856e+00, 2.379269597609798836e+00, 2.343476800514567859e+00, 1.477418913629606090e+00, 2.215720092122037244e+00, 2.134603102447502732e+00, 1.286806437109649703e+00, 1.232339791836865928e+00, 3.100528378748533598e+00
1.926000000000000000e+03, 1.120819408302635711e+00, 2.511823347069880974e+00, 1.992845106093171559e+00, 7.873635700522410019e-01, 2.221754548208116908e+00, 2.046264470651268041e+00, 1.965408282168320531e+00, 2.840901309413183640e+00, 1.802150635397905099e+00, 2.108018601564571881e+00, 1.592153540334198425e+00, 2.193331960598738029e+00, 2.098802893033090200e+00, 1.310483594982834621e+00, 1.287822639094603483e+00, 2.943867905922921580e+00
1.927000000000000000e+03, 1.623802476571670317e+00, 2.714663127746326232e+00, 2.211579343856515667e+00, 9.499305864877750638e-01, 2.417967705857345884e+00, 1.804743560289523874e+00, 2.025932478942753079e+00, 2.066737873481677035e+00, 2.048745810494797759e+00, 1.552720458789473179e+00, 1.906408301923239401e+00, 2.156873003831182078e+00, 1.526829322721767745e+00, 2.352098890723921976e+00, 1.147360094128932584e+00, 2.571923591532980780e+00
1.928000000000000000e+03, 1.182827873930722973e+00, 2.110175187059396329e+00, 1.982555635142179362e+00, 5.957162949342890146e-01, 2.427113304221967027e+00, 1.715720368051211642e+00, 1.528867842194721716e+00, 2.071608356056703126e+00, 1.843245790718929689e+00, 1.942968108625721335e+00, 1.386769789836328259e+00, 2.386706207345254516e+00, 1.357078375878947751e+00, 1.665675071124345763e+00, 9.712142461374119184e-01, 2.264334580049536694e+00
1.929000000000000000e+03, 1.477145920896687725e+00, 2.074144967236325243e+00, 2.052116982239610365e+00, 9.845714752370811063e-01, 2.013249386037257782e+00, 2.225461477072574468e+00, 2.250212726270924168e+00, 2.196034295865172403e+00, 1.842989272961892633e+00, 1.914266988762901134e+00, 1.562459246545238489e+00, 1.844964547657862219e+00, 1.243426585737392287e+00, 1.940231898187951609e+00, 1.070905945171912954e+00, 2.086907537240559218e+00
1.930000000000000000e+03, 1.498939394091091781e+00, 1.982819811606267857e+00, 1.893159372972952781e+00, 1.276842397838949150e+00, 2.378819372576240987e+00, 2.162192334951158923e+00, 1.982682585485432192e+00, 2.061978217674928171e+00, 1.587050172582053831e+00, 1.993671032473902649e+00, 1.775417264627309200e+00, 2.004811768719902521e+00, 1.789811921568431829e+00, 1.870995314466177950e+00, 1.584677903753855199e+00, 2.194224454051421080e+00
1.931000000000000000e+03, 1.595661945937179249e+00, 1.886787468049648142e+00, 1.865836031699140474e+00, 1.035467762278340143e+00, 2.113621884046025468e+00, 2.161767319741629834e+00, 1.272557843664468002e+00, 1.643910529426672262e+00, 1.047945129563840894e+00, 2.102979273760400503e+00, 1.762497016442023501e+00, 2.053601051231672692e+00, 1.408865478457192344e+00, 1.297026270345358556e+00, 8.969461354946169918e-01, 2.691458072993661688e+00
1.932000000000000000e+03, 1.518720168724062125e+00, 2.611451299571847962e+00, 1.916921634630462501e+00, 1.653182059580787788e+00, 2.169572196630692229e+00, 2.080393166921710613e+00, 1.646979080957601260e+00, 3.180270589144465365e+00, 1.795892942270521209e+00, 1.891115160379406523e+00, 1.643274359191092104e+00, 2.160788597620242335e+00, 1.081096019105189265e+00, 1.546130364592042339e+00, 1.375650435460837873e+00, 2.412554587226353409e+00
1.933000000000000000e+03, 1.495591873600013999e+00, 2.506979469731421162e+00, 1.579914961576207366e+00, 1.118205629092673403e+00, 1.711686343858952686e+00, 2.376962700335854439e+00, 2.058009306959089457e+00, 2.211417951550486372e+00, 1.644472609578024658e+00, 2.461407389580278160e+00, 1.536383119251185869e+00, 2.376563693198183280e+00, 1.419849176634671917e+00, 2.565842781167772646e+00, 1.323462038821432651e+00, 2.230216189470924260e+00
1.934000000000000000e+03, 1.621629525028685403e+00, 2.200937330048690743e+00, 2.068064117816986958e+00, 7.715795782906025302e-01, 1.788658056981055511e+00, 2.229281042443982841e+00, 1.948998095913014206e+00, 2.103003364355592097e+00, 1.556835679341476597e+00, 2.509106661040675146e+00, 1.382753667229391636e+00, 2.317728277766823997e+00, 1.410585842197393580e+00, 1.862271895906917329e+00, 1.144947797390893918e+00, 2.364061134566980193e+00
1.935000000000000000e+03, 1.696478698262636309e+00, 2.281103583497697596e+00, 2.165517564591827870e+00, 7.501245832378010681e-01, 2.021011813597697326e+00, 1.705196167841023680e+00, 1.445494052583367717e+00, 2.399289560366274277e+00, 1.588113361202666329e+00, 1.833267633263912177e+00, 1.383753652092201358e+00, 2.065786229737301749e+00, 1.199456347206237616e+00, 1.686668664517617433e+00, 9.476436247960061676e-01, 2.020599330478123790e+00
1.936000000000000000e+03, 1.702350445090322850e+00, 2.239058136492006135e+00, 2.493778505754062458e+00, 8.402789413422795395e-01, 2.733027706115238598e+00, 1.858445723595055332e+00, 1.747277377218161787e+00, 1.711157168627881475e+00, 1.628294446874170021e+00, 1.867816892929655026e+00, 1.888130746529841364e+00, 1.892482454038110884e+00, 1.788128576641770717e+00, 2.273668039468046853e+00, 1.214852919825406996e+00, 2.328081527805381690e+00
1.937000000000000000e+03, 1.975409293423515678e+00, 2.376197301493924829e+00, 1.953866334045261999e+00, 1.225929642659703278e+00, 1.939487839700176464e+00, 2.279491726583930955e+00, 2.087406127625779817e+00, 1.951678555669037030e+00, 1.771809427698172179e+00, 1.601595285829708670e+00, 1.783606150737734097e+00, 2.089484368742625886e+00, 1.514898365329503838e+00, 1.462724720975149939e+00, 1.176472618253734614e+00, 2.313959594692112098e+00
1.938000000000000000e+03, 2.068553524363485163e+00, 2.501915530012055466e+00, 1.543643380616081195e+00, 8.712013625244049431e-01, 2.168398600001476773e+00, 2.026888073681992086e+00, 1.583970708096303470e+00, 2.027873036682366958e+00, 1.930224549930211975e+00, 1.904825854505673766e+00, 1.386367597891306813e+00, 2.515153108535381765e+00, 1.266859380223083864e+00, 1.782764944825954601e+00, 1.562274738268028651e+00, 2.744888839523080382e+00
1.939000000000000000e+03, 1.491441704601006002e+00, 2.309216243007207403e+00, 2.132798053830241791e+00, 1.292303526468561392e+00, 2.557448794005113601e+00, 1.860175604911262770e+00, 1.861204687838653449e+00, 1.875909097672474601e+00, 1.863746432150240828e+00, 2.087432919292282030e+00, 1.380496321335996868e+00, 2.129986199651912493e+00, 1.377031024809262982e+00, 1.902230111654386935e+00, 1.384807081684882313e+00, 2.692087117680563413e+00
1.940000000000000000e+03, 1.473901183903570056e+00, 2.532827242848352256e+00, 1.717959036026644126e+00, 9.775710293493961034e-01, 2.340456600481998439e+00, 2.036735193086912421e+00, 2.209766872707962460e+00, 2.064538201807417206e+00, 1.270085417967097063e+00, 1.697162271341679185e+00, 1.451617100287531104e+00, 2.429760239767656760e+00, 1.366201475479589256e+00, 1.913484468550600948e+00, 1.083193075188217946e+00, 2.450864110293949238e+00
1.941000000000000000e+03, 1.171022095683819542e+00, 2.252718537821996048e+00, 1.841931900865733995e+00, 9.331079986898268563e-01, 2.259304239021066696e+00, 2.022077171385618932e+00, 1.993487311521398020e+00, 2.236485672162899618e+00, 1.615735228352608521e+00, 2.313321050434113513e+00, 1.911901363667232845e+00, 2.127196732121733991e+00, 1.983754048953493054e+00, 2.211770894388665809e+00, 9.124221726009754674e-01, 2.520364810518374021e+00
1.942000000000000000e+03, 1.287901252350793335e+00, 2.291599168353754212e+00, 1.601118277003290791e+00, 6.606509768362093249e-01, 1.571763915978521720e+00, 2.446501621771177248e+00, 1.832714087710590301e+00, 2.110203890710097507e+00, 1.504841981630518744e+00, 2.392465259583323345e+00, 1.549699573654334861e+00, 2.110437330851773652e+00, 1.575570855869456999e+00, 1.549234946644286737e+00, 1.282915453217282398e+00, 2.817916151887588150e+00
1.943000000000000000e+03, 1.783674689405814862e+00, 2.679633943504781346e+00, 1.478542721863361109e+00, 1.298582890144031277e+00, 2.129972552758206294e+00, 2.165170052576941284e+00, 1.593109773755501557e+00, 1.624001087807010801e+00, 2.027364535125063760e+00, 2.385989068694887916e+00, 1.389620935495636811e+00, 2.570513659800916617e+00, 1.336706304341671370e+00, 1.950481414163716343e+00, 1.414173575498065771e+00, 3.151770932290291150e+00
1.944000000000000000e+03, 1.304054196478057426e+00, 2.186851726701282583e+00, 1.782022463370358745e+00, 1.024588204425292082e+00, 2.210118579861743981e+00, 2.129789182056173402e+00, 1.438207219410801541e+00, 1.640657571850575147e+00, 2.773627300095747206e+00, 1.832941938003141091e+00, 1.561011385406164464e+00, 2.142539911838039934e+00, 1.449764042688996390e+00, 1.631982838151370796e+00, 1.018040373750921379e+00, 2.699333495748025058e+00
1.945000000000000000e+03, 2.157750325068663155e+00, 2.365729038889365032e+00, 2.028166962435821397e+00, 9.959115924632476746e-01, 2.240260285529659168e+00, 2.527371958896355686e+00, 2.181775442921426222e+00, 2.418121629673498862e+00, 1.762214200657876262e+00, 1.938570705775592540e+00, 1.687766438113046830e+00, 2.428356374479482938e+00, 2.309718245974051065e+00, 1.374987942129625829e+00, 1.635413768305090887e+00, 1.960889996447576111e+00
1.946000000000000000e+03, 1.591563220116744448e+00, 2.469979301999692733e+00, 1.598987662377921337e+00, 8.670992297803314930e-01, 2.122377095928834834e+00, 2.206174301525455572e+00, 1.856818084244183487e+00, 2.031614310552341429e+00, 1.747189242673132803e+00, 1.804329056564875744e+00, 1.610824925775578009e+00, 1.808273429263719700e+00, 1.623501104025416364e+00, 1.498705215267837065e+00, 8.572678894632126401e-01, 2.891445687916267104e+00
1.947000000000000000e+03, 1.543218270616243837e+00, 2.490245600113893509e+00, 1.680555539909640128e+00, 9.896017550239785132e-01, 1.955363035293464780e+00, 2.329089274750088645e+00, 2.506962761875221712e+00, 1.719503013032388727e+00, 1.764606338866913982e+00, 2.112544680281982945e+00, 2.028093964353982148e+00, 2.094457348784108497e+00, 1.428837148872801555e+00, 2.246479785277686769e+00, 8.536703657285373836e-01, 2.162495709379303577e+00
1.948000000000000000e+03, 1.189601925478936950e+00, 2.374084361499044782e+00, 1.975990704936752662e+00, 1.550356720520127851e+00, 2.013078636756254980e+00, 2.080628945370160743e+00, 1.926248569500848662e+00, 1.653744381401725194e+00, 1.689966167304864486e+00, 1.894460087783223834e+00, 1.765293180276785279e+00, 1.982551618502060409e+00, 1.179389661453250415e+00, 1.549080965159697953e+00, 9.631135645572328485e-01, 1.679790021515947140e+00
1.949000000000000000e+03, 1.536548449896685709e+00, 1.995340507449276712e+00, 1.949234444248488574e+00, 1.615948884959538034e+00, 2.172260791012510683e+00, 2.533317870454982135e+00, 1.488231587950030521e+00, 2.317884632302695369e+00, 1.718976556404474554e+00, 1.570357697317853685e+00, 1.239500192883129737e+00, 1.815568181565316186e+00, 1.327245156975741081e+00, 1.345482416715910290e+00, 1.055523108072298211e+00, 2.663140791069988911e+00
1.950000000000000000e+03, 2.203603947878895575e+00, 2.300518493486372051e+00, 2.231973067000575739e+00, 1.061973648026807382e+00, 2.771370452594816403e+00, 2.005231937905375794e+00, 1.481622755675757963e+00, 2.861195055373963569e+00, 1.953482883812648785e+00, 1.915322987961550760e+00, 1.591242690722319386e+00, 1.637074452157994964e+00, 1.243580699921938759e+00, 2.804568664002581091e+00, 1.335561771727737490e+00, 2.362523186019411359e+00
1.951000000000000000e+03, 1.729949849299184272e+00, 2.724485601525009848e+00, 1.757016470716757928e+00, 8.578411550245312878e-01, 1.600048270093858305e+00, 2.385302038906512045e+00, 1.698153932135887167e+00, 1.929231235701982738e+00, 1.822274493742809476e+00, 1.704656492313639582e+00, 1.802894514077004517e+00, 1.997652370899030805e+00, 1.435765957517997959e+00, 1.499161015561910393e+00, 1.208092105514088965e+00, 2.218932703541138363e+00
1.952000000000000000e+03, 1.567776635323960388e+00, 2.271419445297874873e+00, 1.990004027147576959e+00, 8.765176406424035616e-01, 1.630689740780566721e+00, 1.769699658968679756e+00, 1.372980608186476159e+00, 2.575621423308311453e+00, 2.298301370109092634e+00, 2.355568762541798478e+00, 1.350731583347902776e+00, 1.921232606253276298e+00, 1.298107307847286451e+00, 1.043497462803185893e+00, 1.288719969758472361e+00, 1.744580857729349788e+00
1.953000000000000000e+03, 1.275961505900787607e+00, 2.400046591611103342e+00, 2.618369976478741812e+00, 1.090600582170688115e+00, 2.526693831707124360e+00, 2.112571724421311803e+00, 1.612297377074267901e+00, 2.487211290157439691e+00, 1.405466295206801997e+00, 2.524993895596773452e+00, 1.751569674672731836e+00, 2.131076520985454081e+00, 1.137478065479408773e+00, 2.109262166288921048e+00, 1.010383631923880809e+00, 1.872145175745980605e+00
1.954000000000000000e+03, 1.443038874311008302e+00, 2.930967432168793962e+00, 2.414383507123844197e+00, 1.005218431892734632e+00, 2.557487397394925921e+00, 2.212349369863464421e+00, 1.630768828588075259e+00, 2.064087617151965315e+00, 1.749917294706020199e+00, 1.506746352635522479e+00, 1.313005233864797283e+00, 2.182308317594475522e+00, 9.755013956559053234e-01, 1.404838389057655235e+00, 1.155990859806384163e+00, 2.662634636569178870e+00
1.955000000000000000e+03, 1.892077201346996640e+00, 2.741096618264933671e+00, 1.621309640120925044e+00, 1.025612004337320027e+00, 2.432807613414344150e+00, 2.166158219005836827e+00, 1.390202448976125771e+00, 1.708353669503414052e+00, 1.558663338044707025e+00, 1.396960092653739771e+00, 1.162433560303046676e+00, 2.092793763975193677e+00, 1.558840949160738898e+00, 1.677048110595638741e+00, 1.528508934463950641e+00, 2.081542767610027767e+00
1.956000000000000000e+03, 1.382561605198335153e+00, 2.639344546988814155e+00, 1.767799201443245760e+00, 1.217529976909785372e+00, 1.983335273207994964e+00, 2.172776255720550775e+00, 1.659476558741304064e+00, 1.541226224872930484e+00, 2.242374105211032198e+00, 2.014313928247746688e+00, 1.532181026091018916e+00, 1.919963936884099942e+00, 1.793678018009957187e+00, 2.296610399908571853e+00, 1.475431286892864513e+00, 1.651352082504746743e+00
1.957000000000000000e+03, 1.363847623548336552e+00, 2.229684741772185674e+00, 2.162270006604481321e+00, 9.939805628275112381e-01, 2.147437832804488078e+00, 2.129963626813343502e+00, 1.622347627994740860e+00, 2.509123052661578424e+00, 2.594827429044807232e+00, 2.005751159808824902e+00, 1.356046065504495690e+00, 2.117955655688088079e+00, 1.481075781506878242e+00, 1.754912287491591449e+00, 1.208543906971273785e+00, 2.598999205997780670e+00
1.958000000000000000e+03, 1.244154297491672612e+00, 2.336899364216165065e+00, 2.371300263323768309e+00, 1.318962264786041283e+00, 2.281371159564174800e+00, 2.549917177206789010e+00, 1.790106320007179619e+00, 2.423064224564747793e+00, 2.123246135077776486e+00, 1.879665943173937093e+00, 1.522177343328018351e+00, 2.079867975555662163e+00, 8.712459629151872997e-01, 1.509847469638553541e+00, 8.956285897352006531e-01, 3.274345033661500093e+00
1.959000000000000000e+03, 2.035361240670245930e+00, 2.316244845569028321e+00, 1.835229812825419415e+00, 8.752303697912537928e-01, 2.591577973189867379e+00, 2.005240856920925907e+00, 3.315540907070514187e+00, 2.246073824411181086e+00, 1.651664166558504343e+00, 1.807743346516073935e+00, 1.613088844596694216e+00, 2.086577628779032523e+00, 1.124496837235581248e+00, 1.875493102384199640e+00, 1.129443458060318539e+00, 3.090937461481374715e+00
1.960000000000000000e+03, 1.514233023700716663e+00, 2.313215697158557571e+00, 1.498277703316572840e+00, 9.621520214815718619e-01, 2.315777220307757123e+00, 2.051458185311682669e+00, 2.978639003474033320e+00, 1.962609588487448375e+00, 1.590301598887627010e+00, 2.577986320790576436e+00, 1.493545435817627665e+00, 2.473084425442331202e+00, 1.318518938497027948e+00, 2.940843949619837527e+00, 1.156532600909922825e+00, 2.761583593933865988e+00
1.961000000000000000e+03, 1.418719425115409383e+00, 2.302218703752286100e+00, 1.524028908053616016e+00, 9.166875560296512404e-01, 1.753799716533033015e+00, 2.486697620886896942e+00, 1.789968204946337682e+00, 1.767931033183638645e+00, 1.808899849590404063e+00, 2.180929599601751701e+00, 1.621148263007984980e+00, 2.631600113070826641e+00, 1.521089195865628962e+00, 2.285689001884977145e+00, 8.399931228650315829e-01, 2.405622517131559057e+00
1.962000000000000000e+03, 1.570769569191423409e+00, 2.558088271193168062e+00, 2.280303990217991128e+00, 1.485020857945709594e+00, 2.302091467356139898e+00, 2.772541531430748663e+00, 2.122821007381992864e+00, 2.338626761311532132e+00, 1.679573955676228580e+00, 2.030306280032489585e+00, 1.612986730743105834e+00, 1.942728700880249626e+00, 1.175030417258981608e+00, 1.414388207375344431e+00, 1.162028942265603604e+00, 2.520901345545230932e+00
1.963000000000000000e+03, 1.707811154801436304e+00, 1.854263007496443905e+00, 2.560796328476397932e+00, 1.285125166001827468e+00, 1.821287130593118864e+00, 2.441730605601117432e+00, 1.478477378297962996e+00, 2.216972694468049010e+00, 1.690641515266242623e+00, 1.874565449499632663e+00, 1.464120727286523760e+00, 2.023129497536879651e+00, 1.366452770592113675e+00, 1.190066048432315116e+00, 1.193302219308015610e+00, 1.987913811609821169e+00
