year, CanESM5, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5
1.925000000000000000e+03, 4.401701122251783005e+00, 8.070179384180240945e+00, 3.364605280985495384e-01, 2.378512414845618039e+00, 4.994449620639898946e+00, 1.564142534697468223e+00, 1.643349613377420360e+00, 8.927852541066874092e-01, 7.281420086635996824e+00, 8.627698015788910268e+00, 8.680907933061485782e-01, 9.195477314435765992e-01, 9.807134222340818663e-01
1.926000000000000000e+03, 4.203585047896869931e+00, 8.062099386752763053e+00, 3.835193365752747607e-01, 2.572365899111072718e+00, 5.097216425010083540e+00, 1.490507487134246745e+00, 1.541730749578983373e+00, 9.825070920791016960e-01, 7.366246766838664861e+00, 8.620503413595018927e+00, 8.926770718122422066e-01, 8.988570270388754890e-01, 9.512346601214655140e-01
1.927000000000000000e+03, 4.109360711804754374e+00, 8.046788757443971818e+00, 6.076314243454611352e-01, 2.708882270890792920e+00, 5.057748197198532303e+00, 1.884789829716060794e+00, 1.490259770444750442e+00, 9.946880836788793978e-01, 7.422267751631230759e+00, 8.732989040007083759e+00, 9.565124592569140827e-01, 9.201901792134533631e-01, 9.271435892173286453e-01
1.928000000000000000e+03, 3.959471878553868507e+00, 8.057225867350878090e+00, 7.213580851780989622e-01, 2.631851429529670661e+00, 5.112799612457533449e+00, 1.982802023403367420e+00, 1.513501720600578970e+00, 9.917811455175393753e-01, 7.410604624007164354e+00, 8.864991858763255905e+00, 9.110016023997313805e-01, 9.986372695921754694e-01, 9.519773242169298211e-01
1.929000000000000000e+03, 4.015625820258218681e+00, 8.003547850876007175e+00, 3.172615812332628682e-01, 2.515221520039438552e+00, 5.261070142756232748e+00, 1.955946721083596573e+00, 1.616174437615486736e+00, 9.601639990551464887e-01, 7.427961187423547607e+00, 8.898843329375916156e+00, 9.236887902827060071e-01, 9.009730065088819018e-01, 9.894098732830954868e-01
1.930000000000000000e+03, 4.158487880611428267e+00, 7.975952668517420463e+00, 6.209480989175111265e-01, 2.378897432032460735e+00, 5.149548981968980144e+00, 1.762021110825937820e+00, 1.452396098624996634e+00, 1.071819468924946950e+00, 7.373365676860802687e+00, 8.878666735364392437e+00, 9.216949515462907749e-01, 9.069608422050285945e-01, 1.035986421048320505e+00
1.931000000000000000e+03, 4.275107871039649510e+00, 8.001006956137350912e+00, 7.151590199588405694e-01, 2.450962315028423877e+00, 5.219595989884784792e+00, 1.435488171422145021e+00, 1.401494477143481632e+00, 1.177102982557874267e+00, 7.480195478514225726e+00, 8.840346353124777679e+00, 8.519225820728614229e-01, 1.071665243846369409e+00, 1.062743163554552561e+00
1.932000000000000000e+03, 4.236822491395977330e+00, 8.012848792395958597e+00, 2.683146045015825099e-01, 2.456834212877809343e+00, 5.200209090297523318e+00, 1.635104261799016800e+00, 1.495037718073256361e+00, 1.017763266277543988e+00, 7.386721776393323502e+00, 8.756187375806687712e+00, 8.790522294419168547e-01, 9.963028528311054233e-01, 1.050162845486571905e+00
1.933000000000000000e+03, 4.308146308101622246e+00, 8.081604104850693915e+00, 4.288595310394210380e-01, 2.285395282333221090e+00, 5.194539299727126469e+00, 1.929401725966037651e+00, 1.505433312123191314e+00, 9.087742280314775600e-01, 7.421114112491464354e+00, 8.730264628103643787e+00, 8.640418056974509264e-01, 9.131319095448454659e-01, 1.051300235528523475e+00
1.934000000000000000e+03, 4.140624965391411116e+00, 8.188157579933177388e+00, 8.070682031420844948e-01, 2.326687979014793850e+00, 5.042938294124976295e+00, 1.758304855798859867e+00, 1.424038640122544219e+00, 1.003288355713697788e+00, 7.471071995524672715e+00, 8.662184440551778053e+00, 8.067103613202084578e-01, 8.659016117811531021e-01, 1.094626510430308342e+00
1.935000000000000000e+03, 4.049138715283763901e+00, 8.162434438422168981e+00, 3.526208467913549138e-01, 2.328841170708769948e+00, 4.931235554412499944e+00, 1.856420697596572689e+00, 1.444571829757215209e+00, 9.793314903391896475e-01, 7.621640610109855274e+00, 8.728746826327697050e+00, 9.348274485780191378e-01, 1.005789932991082880e+00, 1.107641549219551935e+00
1.936000000000000000e+03, 3.968213657986810361e+00, 8.137069685257902307e+00, 6.917457775710098566e-01, 2.217585163114497160e+00, 4.960864947810205372e+00, 1.787555412661226750e+00, 1.345564794535329511e+00, 9.712570036357085490e-01, 7.512146406150611355e+00, 8.798270668917435700e+00, 1.014050440734617586e+00, 9.727082413217256196e-01, 1.127153905987041238e+00
1.937000000000000000e+03, 4.157852287105445299e+00, 8.098015414354941655e+00, 6.031286460063373100e-01, 2.303803151947192429e+00, 5.075523014017607970e+00, 1.784638341315803567e+00, 1.386525333312999653e+00, 9.133205686489284103e-01, 7.510834949177821684e+00, 8.745441330130040214e+00, 9.526558662903247265e-01, 8.752975601350849733e-01, 1.129548545313449281e+00
1.938000000000000000e+03, 4.326398215666733549e+00, 8.093008712671290183e+00, 3.635126040466220565e-01, 2.291510493308761998e+00, 5.005512542917648133e+00, 1.438946512200149908e+00, 1.525894614697662410e+00, 9.224405340821140165e-01, 7.494434493910558714e+00, 8.720250945723867275e+00, 9.252994966343451866e-01, 9.388890713686385281e-01, 1.119018054467752821e+00
1.939000000000000000e+03, 4.326477754255256158e+00, 8.072443585871040383e+00, 5.074890569343387670e-01, 2.209149947866714925e+00, 4.969055334494516529e+00, 1.448834776887765630e+00, 1.515824577002235385e+00, 9.605628756177077010e-01, 7.572669777161777915e+00, 8.776007066892438147e+00, 8.795411725374785439e-01, 9.684773694661461541e-01, 1.113280328995228663e+00
1.940000000000000000e+03, 4.384348318402421008e+00, 8.148715640928056558e+00, 5.876632757243586136e-01, 2.167634168916093174e+00, 5.105709276535875141e+00, 1.867876444096583599e+00, 1.366155717612256071e+00, 1.031493748981347824e+00, 7.731590431155719756e+00, 8.739924884715296827e+00, 9.436208016408605959e-01, 8.803262086820644594e-01, 1.088073020127568791e+00
1.941000000000000000e+03, 4.390995860109192961e+00, 8.156657827534731453e+00, 3.936147627700521401e-01, 2.077801969195494980e+00, 5.134871304252309088e+00, 1.732713524735834953e+00, 1.393106060243689326e+00, 1.050914340742007402e+00, 7.745128212860502792e+00, 8.651521568156999464e+00, 8.704423257487580168e-01, 9.131266197091605363e-01, 1.101245107987047334e+00
1.942000000000000000e+03, 4.304931011611417446e+00, 8.138638179001665307e+00, 4.462223182615558947e-01, 2.263615653914724746e+00, 5.105039358013001127e+00, 1.688332712236297883e+00, 1.426585483921602560e+00, 1.016877581420956744e+00, 7.652634612808255632e+00, 8.598750866384268221e+00, 7.977395131538291828e-01, 9.355825008849250057e-01, 1.119530274344633369e+00
1.943000000000000000e+03, 4.370995839374903547e+00, 8.090934000895128264e+00, 7.439961611288385956e-01, 2.365261648616828971e+00, 4.967620803767190729e+00, 1.375233407644044004e+00, 1.551992799284224844e+00, 8.713896468216840718e-01, 7.670334131300672986e+00, 8.564101083193918384e+00, 8.622462839090023756e-01, 1.024221275435192036e+00, 1.114375697940345411e+00
1.944000000000000000e+03, 4.273788753116853911e+00, 8.077836186476577751e+00, 5.100646711866797522e-01, 2.250482732784333972e+00, 4.960355630440103525e+00, 1.520293046828514960e+00, 1.423432714062298210e+00, 8.336409343169921549e-01, 7.793044631590992033e+00, 8.577154866660134047e+00, 9.186842654396671914e-01, 1.062748120758004511e+00, 1.132638753413893973e+00
1.945000000000000000e+03, 4.171799166371771506e+00, 8.087200841196697354e+00, 3.059509595283094185e-01, 2.206368640046223462e+00, 5.062420998043229758e+00, 2.391412683657085481e+00, 1.374952509753225582e+00, 9.411132407613596040e-01, 7.693681681017786822e+00, 8.535320068283423822e+00, 9.598033549682821741e-01, 8.777078941324005790e-01, 1.121606402642484346e+00
1.946000000000000000e+03, 4.221010528330776168e+00, 8.109958154254321983e+00, 4.982044627338998999e-01, 2.384666667208469981e+00, 5.058021726555463005e+00, 1.864968160264229846e+00, 1.409733720720469208e+00, 1.045975237332099406e+00, 7.927226912228761968e+00, 8.500600295641921988e+00, 9.585734053015891876e-01, 9.296984423505949557e-01, 1.089017684798156527e+00
1.947000000000000000e+03, 4.216424947506511423e+00, 8.086533225062805030e+00, 5.775106097199830257e-01, 2.454429386997553308e+00, 5.012604872882093332e+00, 1.704230025319240838e+00, 1.442603507285535214e+00, 9.757008409481706668e-01, 7.885080368326645051e+00, 8.517156162522322660e+00, 8.765058339989568736e-01, 8.337853157629769862e-01, 1.073971827831984749e+00
1.948000000000000000e+03, 4.220274975891614488e+00, 8.011146050526283702e+00, 6.155276684014855393e-01, 2.369381254356568878e+00, 5.065342894051646283e+00, 2.138960769416803576e+00, 1.462160062541812966e+00, 1.025386634506437522e+00, 7.830877560491297018e+00, 8.445040321515305592e+00, 9.189304215000129172e-01, 9.088948098410779552e-01, 1.094950675638995286e+00
1.949000000000000000e+03, 4.103830123976957012e+00, 8.004561652605174160e+00, 2.725977495043094834e-01, 2.229613649283765042e+00, 5.025369650899857987e+00, 1.674702456845610810e+00, 1.655287298681946240e+00, 9.441475881295365857e-01, 7.790391096217150313e+00, 8.501399747548763486e+00, 9.644018074268789764e-01, 1.062981356233610786e+00, 1.081854437505088695e+00
1.950000000000000000e+03, 3.959856591027697270e+00, 8.161075075065086892e+00, 3.347538687895406651e-01, 2.188338632377821558e+00, 5.015501860318505756e+00, 1.651720557804722045e+00, 1.567917773072246446e+00, 9.298402215623747802e-01, 7.829175290447547120e+00, 8.502327398272536030e+00, 9.298026576797648879e-01, 1.051885439314702797e+00, 1.068675172788578820e+00
1.951000000000000000e+03, 4.311354437072736800e+00, 8.159497046954575339e+00, 6.447321793192226647e-01, 2.097936460971159711e+00, 5.139978670716687681e+00, 1.826851086347631714e+00, 1.444641318581697531e+00, 9.516624103861907047e-01, 7.878799977958307110e+00, 8.478392532213904431e+00, 9.093274119455451165e-01, 9.653703408265766894e-01, 1.109751895576679193e+00
1.952000000000000000e+03, 4.490893128938636458e+00, 8.145399602254306259e+00, 5.118030802717591365e-01, 2.088880199855807973e+00, 5.013693096177019193e+00, 2.185370208772657641e+00, 1.443838665008176703e+00, 9.012268085769007397e-01, 7.927893273960152420e+00, 8.550822011285905688e+00, 8.200981156041371456e-01, 1.047801228291049380e+00, 1.109880284933217220e+00
1.953000000000000000e+03, 4.141456444903688805e+00, 8.123701322541517555e+00, 3.920092025463968177e-01, 2.064030980962237471e+00, 4.869763767356783291e+00, 1.962369987590586451e+00, 1.668687243823969490e+00, 1.040447425554587468e+00, 7.896257950700978689e+00, 8.619429391030859477e+00, 8.460097662951836517e-01, 9.235507830845640642e-01, 1.040549078513074877e+00
1.954000000000000000e+03, 4.196336567749737512e+00, 8.115306457604951618e+00, 6.528092558586734429e-01, 1.988317449676455961e+00, 4.906437565154148750e+00, 1.341901737902924552e+00, 1.621591234095338896e+00, 1.006427717640555830e+00, 7.969400949146931090e+00, 8.580754996278436408e+00, 9.671438592701740999e-01, 9.032811917499572463e-01, 1.055260368941866034e+00
1.955000000000000000e+03, 4.576176235224121314e+00, 8.131826390864031140e+00, 7.162588061647978677e-01, 1.909859672960921628e+00, 5.054260799053078124e+00, 1.892983183598633490e+00, 1.589443400131222095e+00, 9.992839312704349108e-01, 7.895061921467492638e+00, 8.481945254119107602e+00, 1.064772469945094002e+00, 1.000207578411064446e+00, 1.028260357319259244e+00
1.956000000000000000e+03, 4.829264363193564336e+00, 8.099760114191756344e+00, 5.108391443939772625e-01, 1.919995580675532221e+00, 5.077839582094142656e+00, 2.337476524402199107e+00, 1.428245764198664336e+00, 9.307764476787429020e-01, 8.070836563155895149e+00, 8.527595699088083236e+00, 8.930927660846190719e-01, 9.644940729039844785e-01, 1.040942359914031057e+00
1.957000000000000000e+03, 4.618177321910816424e+00, 8.147072024126162049e+00, 3.041302823706551473e-01, 2.033768345716477466e+00, 5.079909578130766157e+00, 1.768070232601292480e+00, 1.341562694486936547e+00, 8.515217219186598241e-01, 8.298184666722541181e+00, 8.545453561446906932e+00, 8.628808480229500644e-01, 9.529023468077424397e-01, 1.083552071323520716e+00
1.958000000000000000e+03, 4.561277614483765674e+00, 8.124812843531895368e+00, 3.353035451537981770e-01, 2.104125932351847528e+00, 5.033452841150888979e+00, 1.051533467788612342e+00, 1.494383094533697776e+00, 9.111032748829273054e-01, 8.283854217597914626e+00, 8.441067879509454031e+00, 9.278538129701953130e-01, 9.803106272869206439e-01, 1.096633569230081040e+00
1.959000000000000000e+03, 4.506290890439947461e+00, 8.130504181739615532e+00, 6.200696137476324754e-01, 1.973634501857018941e+00, 5.057132573013454646e+00, 1.485260471637046109e+00, 1.474135591977206117e+00, 1.054551056320509606e+00, 8.248863725586172535e+00, 8.348753845782075800e+00, 9.169595717052846373e-01, 7.813446156604575421e-01, 1.119111623849848858e+00
1.960000000000000000e+03, 4.831852077607586615e+00, 8.148435807066080727e+00, 6.732562054087679604e-01, 1.899719290025221996e+00, 5.168077706588341869e+00, 1.908021093047669314e+00, 1.407041064015838838e+00, 1.069382512845121536e+00, 8.224436727821004212e+00, 8.319369162140526797e+00, 8.277086260099953963e-01, 7.837768175058608122e-01, 1.141034185082946850e+00
1.961000000000000000e+03, 4.963030935062834992e+00, 8.121860203741608331e+00, 5.200013762996648081e-01, 1.820954305773601289e+00, 5.239243091356788895e+00, 2.190482360252822058e+00, 1.522715546139099096e+00, 9.805579605967530421e-01, 8.328771915380654534e+00, 8.310244047048408689e+00, 8.723405827319618000e-01, 9.533799368114045381e-01, 1.192636911343664341e+00
1.962000000000000000e+03, 4.641823062514117026e+00, 8.084870763741674793e+00, 4.104409443723285311e-01, 1.885842251216249155e+00, 5.160643565073863570e+00, 1.875766509904519985e+00, 1.524203368236993539e+00, 9.638890541073891205e-01, 8.221678493049459746e+00, 8.091958661476381209e+00, 9.905451573357410000e-01, 1.018181089531865036e+00, 1.218946682723770936e+00
1.963000000000000000e+03, 4.355807331256908554e+00, 8.197029945794612971e+00, 3.534908374127220254e-01, 1.831717993583327875e+00, 5.147864041147579783e+00, 1.939706056701136161e+00, 1.553721449087882345e+00, 9.761979571645590381e-01, 8.286948156021802347e+00, 7.984557824115491975e+00, 9.252147983806257026e-01, 1.105047572542100953e+00, 1.195638502089006350e+00
1.964000000000000000e+03, 4.531434124254487550e+00, 8.249296339959471425e+00, 7.748143854521406526e-01, 1.798772937883298617e+00, 5.095857655509886897e+00, 2.448823312590276302e+00, 1.602990939102665102e+00, 9.944163772660553624e-01, 8.387712382612356521e+00, 7.981904339196328024e+00, 9.217706945152307485e-01, 1.104930610885830777e+00, 1.154791022253191191e+00
1.965000000000000000e+03, 4.981861669691957317e+00, 8.269744689009849381e+00, 5.432413844736436737e-01, 1.840154551942117411e+00, 5.045976032453202365e+00, 2.191938941454672829e+00, 1.592735293339233360e+00, 9.628366735859483772e-01, 8.373957701890354599e+00, 8.055016897822373068e+00, 9.262157876828185366e-01, 8.815386685031065817e-01, 1.177113124105026332e+00
1.966000000000000000e+03, 5.087974570690165343e+00, 8.271555710467008993e+00, 3.294271608254342176e-01, 1.910681062688928566e+00, 4.949953473348688959e+00, 1.428703880864789610e+00, 1.570983438284465405e+00, 9.540698944709953278e-01, 8.625382312603127488e+00, 8.069367140870861377e+00, 9.609390860289096503e-01, 9.543846992793750816e-01, 1.136996501879772969e+00
1.967000000000000000e+03, 5.043966766238310306e+00, 8.278471660612325422e+00, 5.577156552509037191e-01, 1.859280580875737998e+00, 4.976988117542105350e+00, 1.289322693192240799e+00, 1.484000061176724783e+00, 8.334321547401877250e-01, 8.487797158835576283e+00, 8.071718896943453458e+00, 9.294197447649428234e-01, 1.022128232951069693e+00, 1.094222701586013979e+00
1.968000000000000000e+03, 4.780376564567108133e+00, 8.286747225136611661e+00, 7.394857335516894503e-01, 1.759676619907492690e+00, 5.040837842578044459e+00, 1.835895984952572446e+00, 1.426064756786963317e+00, 8.708562584350166835e-01, 8.514526449319435031e+00, 8.062985928633143118e+00, 8.075738697546276379e-01, 1.041827968514718927e+00, 1.104599997628738395e+00
1.969000000000000000e+03, 4.631708711924148680e+00, 8.240456206126317795e+00, 3.168244056200156256e-01, 1.725046599037575401e+00, 4.965694257900122643e+00, 1.718233083919027404e+00, 1.418356555372030092e+00, 9.138182597358663894e-01, 8.635920497705397381e+00, 8.065604582331459937e+00, 8.539126897504979441e-01, 8.365916654565324073e-01, 1.089314723100154980e+00
1.970000000000000000e+03, 4.573639754996639439e+00, 8.212539466448465220e+00, 5.595420090539792168e-01, 1.773771202804689917e+00, 4.942422560800411979e+00, 2.059351371010512466e+00, 1.607893546769030291e+00, 9.587242275305832839e-01, 8.574174654439261190e+00, 8.105239393647147850e+00, 9.749721306311242008e-01, 8.575189645705755259e-01, 1.080243403034746974e+00
1.971000000000000000e+03, 4.578621389781683426e+00, 8.220848010523548410e+00, 6.741726153228984053e-01, 1.896253488937202025e+00, 4.955865975669088819e+00, 2.255454739870472292e+00, 1.585084168285002981e+00, 9.542625010209518921e-01, 8.678626002468197598e+00, 8.069032248826914611e+00, 1.016560836670207024e+00, 9.397906829015888475e-01, 1.046659084073795487e+00
1.972000000000000000e+03, 4.521210581452771216e+00, 8.282353856354450983e+00, 2.973478983016730748e-01, 1.959842442224251746e+00, 4.970027652463040013e+00, 1.859715098094412600e+00, 1.545423809177331798e+00, 1.047717476016891247e+00, 8.711920533416986245e+00, 7.998174665642467041e+00, 8.308711015212981721e-01, 9.736355079606471286e-01, 1.054003352690796813e+00
1.973000000000000000e+03, 4.736846279532614723e+00, 8.341519924884179815e+00, 8.473969657896543994e-01, 1.859927146080796456e+00, 4.950941429840697516e+00, 1.159520138391584299e+00, 1.543552516819761244e+00, 1.074656283397189771e+00, 8.888781477007714926e+00, 8.064940450392603211e+00, 8.438968281694710916e-01, 1.173285916983636934e+00, 1.031471495698607299e+00
1.974000000000000000e+03, 4.875580709210974639e+00, 8.333922840843746016e+00, 5.662699966642570359e-01, 1.716392122725071800e+00, 4.888823878085693408e+00, 1.410859539326039469e+00, 1.437804068905473631e+00, 1.059722898694086313e+00, 8.958261240818492510e+00, 8.104782567262795112e+00, 9.297791744151782112e-01, 1.110216073924700453e+00, 1.008943345000572034e+00
1.975000000000000000e+03, 4.987891837546436058e+00, 8.312897371090468113e+00, 4.067720431674360371e-01, 1.747010517366246685e+00, 5.032389161703393121e+00, 1.684714871892140531e+00, 1.412132018591241600e+00, 1.114963926611909129e+00, 8.949330077983139731e+00, 8.038785244536578389e+00, 9.055828316001193201e-01, 8.603630714155220405e-01, 9.997555692644051195e-01
1.976000000000000000e+03, 4.940988603591521588e+00, 8.264887770786291554e+00, 5.283114037464561319e-01, 1.913170686176965951e+00, 5.053378143820904000e+00, 2.127453448135213865e+00, 1.545509365654256007e+00, 9.837407940318881883e-01, 9.077008088711206568e+00, 7.973445550670671622e+00, 8.622108676472151068e-01, 9.557642195997357870e-01, 1.045945600524267327e+00
1.977000000000000000e+03, 4.952026114566653980e+00, 8.288020541514477202e+00, 2.365696104846982950e-01, 1.894602812893646959e+00, 5.051300885818814201e+00, 2.032734073340449310e+00, 1.521521853530361623e+00, 1.066544001465553171e+00, 9.139882298133510830e+00, 7.936961616330106217e+00, 9.141221232509137984e-01, 9.781890259305996427e-01, 1.041363178158393854e+00
1.978000000000000000e+03, 4.757927074153835534e+00, 8.302732796413797800e+00, 3.772046120198863650e-01, 1.797283190796228336e+00, 5.021229138177361051e+00, 1.978160129156175229e+00, 1.452126175872853198e+00, 1.040377860921452680e+00, 9.149457740435853026e+00, 7.920575515308060588e+00, 9.355770112715153797e-01, 1.013304861750915054e+00, 1.022159445033853586e+00
1.979000000000000000e+03, 4.452124663667814453e+00, 8.381204335177608655e+00, 8.386943455620831100e-01, 1.716428618489726388e+00, 5.014526874351074248e+00, 2.043717648842068968e+00, 1.479844335906638220e+00, 1.000099829915186200e+00, 9.059866821954710048e+00, 7.940609553329264436e+00, 9.148962065281691647e-01, 1.026758070354915064e+00, 1.025662614370560721e+00
1.980000000000000000e+03, 4.597684301682670949e+00, 8.450838361171886248e+00, 7.754075368476562868e-01, 1.740937350659550020e+00, 4.973846684882982316e+00, 2.341164607808594589e+00, 1.826526257284228461e+00, 9.757013769675813020e-01, 9.110480545682955622e+00, 7.962225408863240261e+00, 9.188299609241662447e-01, 9.237613530530555117e-01, 1.048778033840383372e+00
1.981000000000000000e+03, 4.652452612067087045e+00, 8.415767516658005931e+00, 3.211053807391265336e-01, 1.814659531123439473e+00, 4.867765869407827850e+00, 1.864943287664720506e+00, 1.707334401393411083e+00, 9.576644957370685773e-01, 9.110382340058480466e+00, 7.917047655261326256e+00, 9.622524394942866266e-01, 1.142049840166266872e+00, 1.025668677112144600e+00
1.982000000000000000e+03, 4.909292593842870644e+00, 8.467414290764255114e+00, 4.788923135437693768e-01, 1.876770005285153697e+00, 4.850123639367238226e+00, 1.524316561060639508e+00, 1.474965691542839297e+00, 9.678211003840591076e-01, 9.050299080654903960e+00, 7.893797168925663854e+00, 9.826725448109018268e-01, 1.119156396772301276e+00, 1.032047408981890513e+00
1.983000000000000000e+03, 4.865460550829667774e+00, 8.431644584015355548e+00, 6.924220090037825903e-01, 1.787746443037883326e+00, 5.072685019317189514e+00, 1.893196023464094768e+00, 1.403000352986990773e+00, 9.929509262402407277e-01, 9.049316017573858062e+00, 7.934280829304625193e+00, 1.076505073715264826e+00, 8.107913520848685218e-01, 1.071051178278455085e+00
1.984000000000000000e+03, 4.701320959685084233e+00, 8.452870898324702509e+00, 6.155164362536373890e-01, 1.817207980231193787e+00, 5.218171593140217723e+00, 2.008576146244507754e+00, 1.484282810305082467e+00, 9.079334605352750165e-01, 9.172278111490305363e+00, 7.969832523099322330e+00, 9.667939631946178558e-01, 9.286520838664221733e-01, 1.071638442906107658e+00
1.985000000000000000e+03, 4.620962472203901328e+00, 8.439979252183968939e+00, 2.579615795514996757e-01, 1.872663304984309995e+00, 5.238441394564012477e+00, 1.741067728908534118e+00, 1.474676936949927297e+00, 1.027663490690059245e+00, 9.101997004113151490e+00, 8.101926620430200288e+00, 8.892971886290477190e-01, 1.031014157164886313e+00, 1.057146339163941740e+00
1.986000000000000000e+03, 4.752048449221422111e+00, 8.452861125312438162e+00, 6.694780290058840455e-01, 2.002836887050649661e+00, 5.412442408234667823e+00, 1.483712875661932884e+00, 1.413695677243480775e+00, 1.085383416350644836e+00, 9.187291256155569741e+00, 8.109793432804240254e+00, 9.208283924612317151e-01, 9.236054075603011837e-01, 1.104010368323493640e+00
1.987000000000000000e+03, 4.946507994811684128e+00, 8.482672216520846575e+00, 7.738782546244618032e-01, 1.922075928165639658e+00, 5.407602406104402348e+00, 2.030160371501125383e+00, 1.421194369786797917e+00, 9.696137826589081854e-01, 9.228206623956401344e+00, 8.063829376377780633e+00, 9.055292274928908869e-01, 8.780355580191796516e-01, 1.146553505126590933e+00
1.988000000000000000e+03, 4.957804796960684435e+00, 8.504951414803286980e+00, 4.378025837862969394e-01, 1.846672640515104602e+00, 5.366040105822783346e+00, 2.064270875123552784e+00, 1.540231521361160594e+00, 9.486021279691071451e-01, 9.182338026837872036e+00, 7.999963014926472660e+00, 8.975228332386968599e-01, 1.000083591487790136e+00, 1.190254855448187987e+00
1.989000000000000000e+03, 4.958068280808019423e+00, 8.555269666175576049e+00, 5.695946831197366000e-01, 1.845267850388684128e+00, 5.346656616334819034e+00, 1.643516871241669008e+00, 1.396369199748448642e+00, 1.077814730094181828e+00, 9.334299754077058253e+00, 8.009958937731060047e+00, 8.783356284670853498e-01, 1.151682747152938058e+00, 1.185140895391681326e+00
1.990000000000000000e+03, 4.787675008043009051e+00, 8.620748944631376531e+00, 4.465263947046621551e-01, 1.864593347448158189e+00, 5.134136201574811764e+00, 2.004912980050782334e+00, 1.421101900307621957e+00, 1.240223406955150542e+00, 9.306728523550878762e+00, 7.993098086692153714e+00, 9.811118243188973187e-01, 8.795763876218855026e-01, 1.146833003480173696e+00
1.991000000000000000e+03, 4.989988036075739153e+00, 8.669509160935007230e+00, 6.504763486328154487e-01, 1.745630168415280181e+00, 5.270640419370988816e+00, 2.356581104155835327e+00, 1.396878576906349423e+00, 1.067293422239810052e+00, 9.262284828390683344e+00, 7.978261937394739434e+00, 1.050071100974806271e+00, 9.240809441141992764e-01, 1.117507257860765657e+00
1.992000000000000000e+03, 4.982823791446722161e+00, 8.700269178130600523e+00, 3.618389754708490336e-01, 1.692545225735025305e+00, 5.323449816093485332e+00, 1.604910630325435461e+00, 1.449614005004584261e+00, 9.733481555390705031e-01, 9.267704717708843631e+00, 7.956705148087912960e+00, 1.030356478470815240e+00, 1.099786446737070378e+00, 1.134528817609796292e+00
1.993000000000000000e+03, 4.844878134283812088e+00, 8.724302245536868838e+00, 5.401898783006114924e-01, 2.032173110303865826e+00, 5.289164033580241231e+00, 1.733476240588976314e+00, 1.496521465610202162e+00, 1.019612364375931834e+00, 9.308058612652393649e+00, 7.900615988428238090e+00, 9.561575743329067123e-01, 1.234875125198593437e+00, 1.167524724613125953e+00
1.994000000000000000e+03, 4.885816448881390883e+00, 8.697029238977942001e+00, 6.546819615238890222e-01, 1.993153329124665474e+00, 5.260263276096932117e+00, 1.539283659655970693e+00, 1.623600436372257816e+00, 1.181957166075056298e+00, 9.595463779888740774e+00, 7.927670618870299002e+00, 9.363176821899548141e-01, 9.573208824499324088e-01, 1.192055138291692629e+00
1.995000000000000000e+03, 4.926309944187633683e+00, 8.759280162846204476e+00, 4.250714893269090244e-01, 1.878236703755925552e+00, 5.161232746335351784e+00, 1.823065785380256765e+00, 1.620192516102869185e+00, 1.145898325716982358e+00, 9.542001888342007021e+00, 8.054929164523915830e+00, 1.055447549606140623e+00, 9.534219437804297703e-01, 1.238666271024986942e+00
1.996000000000000000e+03, 4.856834194459884735e+00, 8.914096940870166463e+00, 5.340044299089543589e-01, 1.831590127491458997e+00, 5.043734787658288532e+00, 1.774341267835679359e+00, 1.491054006148852196e+00, 1.168421270479703455e+00, 9.568505560469496629e+00, 8.012862861358241773e+00, 1.079191576177190193e+00, 1.049929064153623415e+00, 1.234299541927668331e+00
1.997000000000000000e+03, 4.953570706496607023e+00, 8.948845945091523646e+00, 5.597460047013783635e-01, 1.774083619133754119e+00, 4.904187780137371000e+00, 1.750378115888130859e+00, 1.438404486765159973e+00, 1.087333893557028031e+00, 9.575222190974534087e+00, 7.934645306764283035e+00, 1.081632052814969880e+00, 1.066591486249380161e+00, 1.177884124574698710e+00
1.998000000000000000e+03, 5.086056696557691659e+00, 8.906072121717803824e+00, 3.227115745411174852e-01, 1.826983741989564036e+00, 4.978714458466703796e+00, 1.981920803564028777e+00, 1.449058518365772041e+00, 9.546895137102694440e-01, 9.554468418349392422e+00, 7.864005880931496328e+00, 1.009125733829900451e+00, 9.515578038582193088e-01, 1.142758239180780677e+00
1.999000000000000000e+03, 4.797284805367765692e+00, 8.876145030080657250e+00, 5.527619297253585362e-01, 1.785014185540666709e+00, 5.055629032295083647e+00, 1.681781651103489983e+00, 1.501504304843982007e+00, 9.348370285184235406e-01, 9.549630802471344992e+00, 7.733091242428369760e+00, 9.485680638206900328e-01, 9.567239377184695304e-01, 1.091175057897342482e+00
2.000000000000000000e+03, 4.818839066747238498e+00, 8.940915008215030824e+00, 4.442666627017164416e-01, 1.869553723005676238e+00, 5.127142429354191400e+00, 1.608985601000941790e+00, 1.571698203487831513e+00, 9.516965509169550419e-01, 9.500468997873904087e+00, 7.661658441252318319e+00, 1.015769670646407885e+00, 1.150555194340072473e+00, 1.082315048403130975e+00
