year, EC-Earth3-Veg, INM-CM4-8, NorESM2-LM, MIROC-ES2L, CMCC-CM2-SR5, INM-CM5-0, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1, CESM2-WACCM
1.912000000000000000e+03, 7.186684118132608212e+00, 1.570298441111932064e+01, 9.132367718702097292e+00, 1.404499101826061036e+01, 6.681740865903996074e+00, 1.470591446800286661e+01, 1.087852113099616069e+01, 7.597647407303934841e+00, 3.279278906691378559e+00, 1.080897376596471915e+01, 8.970764898454024916e+00, 9.211378357089937907e+00, 1.480760697894266720e+01, 1.585311559756149968e+01, 1.004621843654000912e+01, 1.110327563500760206e+01
1.913000000000000000e+03, 6.547930159509753878e+00, 1.572483198439561747e+01, 9.066892830642251155e+00, 1.384805818628173490e+01, 6.955286976672954147e+00, 1.471728317277287879e+01, 1.069638364248642937e+01, 7.523724039831941823e+00, 3.342190605952749305e+00, 1.066055702518456805e+01, 9.797037639034568812e+00, 9.156233388168892873e+00, 1.512241936100647344e+01, 1.562955126447914544e+01, 1.019652795860842964e+01, 1.110228680926294587e+01
1.914000000000000000e+03, 7.291346680367402300e+00, 1.580833326412039419e+01, 8.891461491642207449e+00, 1.392816690685846126e+01, 5.923423835412403804e+00, 1.455568694548499131e+01, 1.086373275642849201e+01, 7.428537743122192616e+00, 3.182579408819097289e+00, 1.070346180985971607e+01, 9.272309177162519234e+00, 9.046883939999887048e+00, 1.597610437601927558e+01, 1.546578620684887539e+01, 1.016513500848981977e+01, 1.112573025233219326e+01
1.915000000000000000e+03, 7.555055149553011162e+00, 1.577206994203404378e+01, 9.141879010436426256e+00, 1.400375824819329296e+01, 5.909618208164146402e+00, 1.466475130066327814e+01, 1.077892354737156744e+01, 7.414785006172674997e+00, 3.032466236429613549e+00, 1.060004302075216032e+01, 8.781911411283683577e+00, 8.980783300687468440e+00, 1.629386941466762906e+01, 1.535496616962855043e+01, 9.912599504938247819e+00, 1.107255037815257381e+01
1.916000000000000000e+03, 7.351682593456050796e+00, 1.559530119638557721e+01, 9.085850940267448550e+00, 1.399984512378050283e+01, 6.064594133579089608e+00, 1.466387644587896055e+01, 1.061811242020491797e+01, 7.459060875751745812e+00, 3.071691804734152154e+00, 1.077042005324875973e+01, 8.592843901225361236e+00, 9.066701953165420491e+00, 1.598097243360176201e+01, 1.527417880003175199e+01, 1.006780377957633554e+01, 1.113862699602329265e+01
1.917000000000000000e+03, 6.728876712023109441e+00, 1.539563277288219290e+01, 9.147311214152347603e+00, 1.398078600423419893e+01, 5.631581377231169583e+00, 1.467641823964667402e+01, 1.052538935400973052e+01, 7.456698016084335912e+00, 3.085680328574933906e+00, 1.095976137272629103e+01, 8.235515300556395246e+00, 9.193387039986291143e+00, 1.577600950110575084e+01, 1.535434271205394552e+01, 1.007676842116202565e+01, 1.120220308155942490e+01
1.918000000000000000e+03, 6.929593503500347751e+00, 1.566661088990329631e+01, 9.164118229455269216e+00, 1.401357125316674157e+01, 5.942687002131626706e+00, 1.462056069439160133e+01, 1.063195196114305752e+01, 7.412319648588903576e+00, 3.077913050136515505e+00, 1.086571124854937587e+01, 8.904694736566913349e+00, 9.428364297163362551e+00, 1.547449030239432233e+01, 1.551685648466402689e+01, 1.022636799410869202e+01, 1.111548481483471029e+01
1.919000000000000000e+03, 6.915535749495222539e+00, 1.567650612871427285e+01, 9.120128647934686583e+00, 1.420237197127519480e+01, 6.084532115508533678e+00, 1.465673201911947565e+01, 1.056278753986889107e+01, 7.478024073699221397e+00, 2.891522803000466713e+00, 1.073210361592422579e+01, 9.486939545077690994e+00, 9.455435785912563063e+00, 1.555027693725834936e+01, 1.546832869682639178e+01, 1.017992719717312511e+01, 1.118836621439814571e+01
1.920000000000000000e+03, 6.563255730916312203e+00, 1.572378184516250244e+01, 9.113562405029636437e+00, 1.426466232369208775e+01, 6.296843549021202691e+00, 1.467868292386094886e+01, 1.040823692164852510e+01, 7.475870873503404290e+00, 2.885462408742153873e+00, 1.052072742052940768e+01, 8.556406986212184762e+00, 9.167158133533993336e+00, 1.568771067649197448e+01, 1.559983369853881641e+01, 1.001082504570003096e+01, 1.127539006541597644e+01
1.921000000000000000e+03, 6.263306838960092549e+00, 1.565122157944293946e+01, 9.006379011051024008e+00, 1.424658968464019004e+01, 5.453474638730014590e+00, 1.480995645382640546e+01, 1.028266728584126533e+01, 7.537758374085360202e+00, 3.292755980216012901e+00, 1.056539035010715644e+01, 8.932654236595892527e+00, 9.089648350530811882e+00, 1.581639677454276516e+01, 1.542443130023124631e+01, 1.002509391214881340e+01, 1.115994626464819639e+01
1.922000000000000000e+03, 6.664985391735693376e+00, 1.576649391085397589e+01, 8.856109930599487257e+00, 1.417882161159529275e+01, 5.131781634145514914e+00, 1.481219559496135396e+01, 1.040269567191692168e+01, 7.680781297001236574e+00, 3.024598938517194302e+00, 1.070811839270853483e+01, 9.598410696104718198e+00, 8.978424116388636023e+00, 1.614133994602078204e+01, 1.520489646048546462e+01, 9.869311737611115021e+00, 1.100610400507395958e+01
1.923000000000000000e+03, 6.988820598608339374e+00, 1.554232691643659336e+01, 9.031639683386567086e+00, 1.428514898507864039e+01, 5.794254387488058100e+00, 1.490436885977550574e+01, 1.058003687677229721e+01, 7.580669319351712510e+00, 2.832363654744283199e+00, 1.099232903470459100e+01, 8.531384938623659764e+00, 8.915661136140428766e+00, 1.605344643009394900e+01, 1.523660765888480384e+01, 9.791938490706836973e+00, 1.127301922419395019e+01
1.924000000000000000e+03, 7.267395218583682315e+00, 1.551084237280379341e+01, 8.965672577077437921e+00, 1.439630980242027292e+01, 6.696712050022996188e+00, 1.478766605771913234e+01, 1.039099974873825794e+01, 7.547975722722931380e+00, 2.859270367988707040e+00, 1.107972913347455624e+01, 8.278274820526819511e+00, 8.827618357798458604e+00, 1.568484289028621603e+01, 1.508045316510196443e+01, 9.913301087611868567e+00, 1.096474532689462400e+01
1.925000000000000000e+03, 6.851196200840104389e+00, 1.567090101123323187e+01, 9.111629411917892440e+00, 1.448550696369832202e+01, 6.368884398612811637e+00, 1.498329850052505385e+01, 1.050179265921040361e+01, 7.564326232213449686e+00, 3.093011215177869477e+00, 1.116285756610462876e+01, 9.299128467120203467e+00, 8.897085238037282906e+00, 1.538009127377829444e+01, 1.498741896494444958e+01, 9.887749587950544594e+00, 1.106986315238185981e+01
1.926000000000000000e+03, 6.587475790449644819e+00, 1.589587462149125408e+01, 9.121705752344107410e+00, 1.450894998485616050e+01, 6.736580270880138777e+00, 1.493470985180307764e+01, 1.068764649465067151e+01, 7.446230604549915810e+00, 3.274583329075937410e+00, 1.113535713412505501e+01, 9.789530006690014829e+00, 8.811132622691605576e+00, 1.532374859244140275e+01, 1.475029840927587266e+01, 9.907480969031608353e+00, 1.115478272955684069e+01
1.927000000000000000e+03, 6.721459641977991950e+00, 1.595887703019205617e+01, 8.983097597555437019e+00, 1.434084219757994560e+01, 6.231676087272523645e+00, 1.469678485699730963e+01, 1.063080300700499947e+01, 7.500540723419782729e+00, 3.065678239126457871e+00, 1.096472555609619093e+01, 9.510724594694819345e+00, 8.794058316815055676e+00, 1.540695094647029251e+01, 1.478216823244037315e+01, 9.678830134080465442e+00, 1.118601747974423155e+01
1.928000000000000000e+03, 7.088284214945180572e+00, 1.589430952734250724e+01, 8.936009797575982461e+00, 1.404277365103526698e+01, 5.907408539136691950e+00, 1.497087701079210653e+01, 1.085554251949057480e+01, 7.417164674607336750e+00, 2.877166970819851510e+00, 1.093140130403199706e+01, 8.363405463299828924e+00, 8.642282094609544885e+00, 1.572494391993671492e+01, 1.496985801386611037e+01, 9.503988928845229722e+00, 1.105847500912998882e+01
1.929000000000000000e+03, 6.174973223703445591e+00, 1.573507716535113943e+01, 8.946794283418437743e+00, 1.387903223959962418e+01, 5.541870374339734617e+00, 1.487295181341207773e+01, 1.068411590470179640e+01, 7.368776959404658378e+00, 2.796916457387176980e+00, 1.103000480061819033e+01, 9.228151282714620152e+00, 8.587967870239504364e+00, 1.579301549699879992e+01, 1.514001887010778624e+01, 9.542690771069953115e+00, 1.117285506095813652e+01
1.930000000000000000e+03, 6.509294445785469563e+00, 1.558389286114892869e+01, 8.866192016681509358e+00, 1.383858839349746006e+01, 5.680849121389258016e+00, 1.480383810364575403e+01, 1.049422280560768961e+01, 7.315826967143744142e+00, 2.920130357762487083e+00, 1.091148500472951177e+01, 9.312486738604960124e+00, 8.676782092324257789e+00, 1.567623256231575191e+01, 1.538644019468252289e+01, 9.675345952500984836e+00, 1.133469012785054453e+01
1.931000000000000000e+03, 6.809973477900378214e+00, 1.552785954075296715e+01, 8.948664904316512292e+00, 1.381457777715403346e+01, 6.324553619346112932e+00, 1.482213140724678802e+01, 1.066070892952354754e+01, 7.406601098204501632e+00, 2.947295244649938528e+00, 1.041438263217378157e+01, 8.389732300559417766e+00, 8.769724690216845531e+00, 1.553022867950416241e+01, 1.538389714345385251e+01, 9.407524312965518831e+00, 1.106679087210500967e+01
1.932000000000000000e+03, 6.774725972334677770e+00, 1.570644020258312246e+01, 8.966121382193199096e+00, 1.387047474702073302e+01, 6.442198309752090957e+00, 1.471409899274505406e+01, 1.066217628613937940e+01, 7.447158645908132257e+00, 2.692519927822244696e+00, 1.030031869013207313e+01, 9.141450940870861075e+00, 8.928245259100897613e+00, 1.553192604677997046e+01, 1.518153955897820495e+01, 9.420096208860869069e+00, 1.080486770370383987e+01
1.933000000000000000e+03, 6.063955428809117087e+00, 1.594229382675134232e+01, 8.973075951236161529e+00, 1.384124227141953511e+01, 5.741502394754576244e+00, 1.504551057773080203e+01, 1.045543396891022425e+01, 7.392465745181079129e+00, 2.735239223289053001e+00, 1.068859210842613905e+01, 1.016194969229577438e+01, 9.184935370583902525e+00, 1.533730106371384494e+01, 1.528343112057625319e+01, 9.593234667054952425e+00, 1.094835178605074333e+01
1.934000000000000000e+03, 6.107362690317171605e+00, 1.598360413093821641e+01, 9.254430014498316481e+00, 1.392653377448979057e+01, 5.902574241060458249e+00, 1.512443352710308986e+01, 1.018687372793813672e+01, 7.378955597304673653e+00, 2.779391109435666252e+00, 1.054087097884549351e+01, 8.993613002943478207e+00, 8.967045104202108874e+00, 1.534997150313226122e+01, 1.559862821675792333e+01, 9.519855040398581991e+00, 1.121281687192876397e+01
1.935000000000000000e+03, 5.419705856122908116e+00, 1.576664638899021398e+01, 9.190303325055705130e+00, 1.388174565033197005e+01, 5.808814599231508780e+00, 1.501907194340971508e+01, 1.028131453758813585e+01, 7.530955382553638167e+00, 2.684576181731623379e+00, 1.054382772938968138e+01, 9.431356477968236618e+00, 8.796619213942484805e+00, 1.552969091836660986e+01, 1.564411762580371601e+01, 9.291648738789188400e+00, 1.096926678392593146e+01
1.936000000000000000e+03, 5.675135295209896569e+00, 1.580545006610686620e+01, 8.800826684428878721e+00, 1.363656634452476268e+01, 5.649706689207353527e+00, 1.469509269833861076e+01, 1.048968985496818007e+01, 7.406560462250635801e+00, 2.787035006744255305e+00, 1.050918315229753475e+01, 9.394076885472783189e+00, 8.734275444433377444e+00, 1.590953628306337109e+01, 1.575781213535631231e+01, 9.249629748109880367e+00, 1.080612978729827311e+01
1.937000000000000000e+03, 6.099988183546323661e+00, 1.587041318774118004e+01, 8.716195406801196199e+00, 1.360106874015110634e+01, 5.532871974922583647e+00, 1.482031427969193338e+01, 1.040759058425795125e+01, 7.576623520236826614e+00, 2.736233010112195441e+00, 1.058387218237068694e+01, 8.560585571085166379e+00, 8.810511001176488222e+00, 1.611732970100064577e+01, 1.574879720707485475e+01, 9.370567245507647414e+00, 1.109095038126590005e+01
1.938000000000000000e+03, 6.027454299810956151e+00, 1.585876064843877309e+01, 8.655845428598262004e+00, 1.371442054186262105e+01, 6.145993421567038872e+00, 1.488285114512365048e+01, 1.021206688449596456e+01, 7.702807552978158334e+00, 2.680638943169667776e+00, 1.064157216827681651e+01, 8.992135252139009438e+00, 8.833909605623917471e+00, 1.594715039121825306e+01, 1.570489638987047165e+01, 9.355515976528852917e+00, 1.114577378033765598e+01
1.939000000000000000e+03, 5.328646533951870268e+00, 1.599507205739566551e+01, 8.777317084282760362e+00, 1.360489346532677324e+01, 6.540888099629652785e+00, 1.484447838479648496e+01, 1.050915538401159743e+01, 7.747695648295163551e+00, 2.654096551922179525e+00, 1.059873511108244237e+01, 9.306682858474417230e+00, 8.964836713115749589e+00, 1.580950254616118045e+01, 1.565696768251718751e+01, 9.618790253511788180e+00, 1.102915003043431241e+01
1.940000000000000000e+03, 5.477369294058324733e+00, 1.611763015758521789e+01, 8.661609517431912764e+00, 1.347252408532082057e+01, 5.995715900861757319e+00, 1.492484177206899254e+01, 1.058554163429305461e+01, 7.686504566389561255e+00, 2.577737150862962068e+00, 1.047469641449224831e+01, 8.784870432417681840e+00, 8.983017893122575259e+00, 1.585084962606451064e+01, 1.558834616107555782e+01, 9.354348853468415825e+00, 1.115259680316257551e+01
1.941000000000000000e+03, 5.462436161577627125e+00, 1.602981041562780362e+01, 8.694432108945354898e+00, 1.344107633222921905e+01, 6.064085537111987279e+00, 1.507555443427003183e+01, 1.058384413702414406e+01, 7.637155161124193015e+00, 2.744269581676274772e+00, 1.032966510768810586e+01, 9.035508952056106935e+00, 8.894791384025584335e+00, 1.559796823180878356e+01, 1.577025509225443578e+01, 9.001551502025771256e+00, 1.114489429919730057e+01
1.942000000000000000e+03, 5.905262222645362158e+00, 1.588006090821757432e+01, 8.957411247919171871e+00, 1.350089400291810549e+01, 6.027395959902468903e+00, 1.494949341787963881e+01, 1.028697081968421045e+01, 7.477981021572126963e+00, 2.898273173204330977e+00, 1.020434995397264011e+01, 9.508828670713663556e+00, 8.758516995182578313e+00, 1.547541271425997067e+01, 1.584972767606302035e+01, 9.164008445151486271e+00, 1.120476665545448292e+01
1.943000000000000000e+03, 5.399158499525761989e+00, 1.599983716380328147e+01, 8.934672853670912573e+00, 1.362920313954923834e+01, 6.742203236726374449e+00, 1.511119568331237772e+01, 1.024967291726891716e+01, 7.624089200237054165e+00, 2.676915655469036093e+00, 1.039132373239396223e+01, 8.613881720331209024e+00, 8.831150120257055036e+00, 1.524697053168132399e+01, 1.586808779850388262e+01, 9.326160819883039466e+00, 1.108935608728640432e+01
1.944000000000000000e+03, 5.627092217038659250e+00, 1.607734080187026038e+01, 8.880508968198308040e+00, 1.359018046292837667e+01, 7.004139038056229616e+00, 1.518100531609540838e+01, 1.040275162777683349e+01, 7.498991256006810602e+00, 2.685152516964373959e+00, 1.067570600434859074e+01, 8.183184660587020431e+00, 8.857614850033739273e+00, 1.511763458623742906e+01, 1.587238920967398847e+01, 9.024868561758152552e+00, 1.063281182034743111e+01
1.945000000000000000e+03, 5.526854712012496229e+00, 1.602361514630307227e+01, 8.766764397733931347e+00, 1.363522957588883955e+01, 5.675246407668480764e+00, 1.531171344380094368e+01, 1.048196374144017184e+01, 7.651096370247440603e+00, 2.835664546976792266e+00, 1.076618719484108944e+01, 8.728318476028821493e+00, 8.828325772264729920e+00, 1.512269640570616325e+01, 1.566733715484634182e+01, 9.287258928120555979e+00, 1.081126753861788004e+01
1.946000000000000000e+03, 5.444555078833382744e+00, 1.613324506490798527e+01, 8.662097669268479905e+00, 1.370448698355592221e+01, 5.756991104546045790e+00, 1.507399547683640506e+01, 1.036841356080909193e+01, 7.722331817296523404e+00, 3.035289726453053838e+00, 1.040878243927047997e+01, 9.097586670933511144e+00, 8.758856908379254236e+00, 1.513201005085430495e+01, 1.546054823919492982e+01, 8.896270147025665764e+00, 1.091074271357274661e+01
1.947000000000000000e+03, 5.413524379260610253e+00, 1.610026052602724889e+01, 8.737250920822580369e+00, 1.366035668804198977e+01, 6.400006929880149187e+00, 1.495826763890171485e+01, 1.025037885809156535e+01, 7.618126575117631916e+00, 2.747123971849515733e+00, 1.044648213491439570e+01, 8.702128488588829924e+00, 8.656029041061358953e+00, 1.498508082894149318e+01, 1.546359748883086560e+01, 8.680368266340744654e+00, 1.117049370216079751e+01
1.948000000000000000e+03, 6.122792950281946034e+00, 1.596112350565408811e+01, 8.682417389609378588e+00, 1.378452330681680493e+01, 5.586758353265156352e+00, 1.498291048320938401e+01, 1.021674189899000496e+01, 7.557276700427886240e+00, 2.596014791175926817e+00, 1.025421791823892548e+01, 7.876221675258298305e+00, 8.841571747354933564e+00, 1.492429532052073959e+01, 1.554044383599841339e+01, 8.518273057455449049e+00, 1.128584203968139832e+01
1.949000000000000000e+03, 5.599876854578352159e+00, 1.588463141490878350e+01, 8.607504235791822111e+00, 1.375477954913105805e+01, 5.765426052627601550e+00, 1.477211167641509704e+01, 1.015956240058321036e+01, 7.497508239009843756e+00, 2.625914581487531319e+00, 1.028187375350080401e+01, 8.413035716136194608e+00, 9.341934350945606980e+00, 1.492391945739696624e+01, 1.538579013659119887e+01, 8.579333230826106771e+00, 1.109529081486147994e+01
1.950000000000000000e+03, 5.112887166202603417e+00, 1.591903063123327655e+01, 8.455394137320768166e+00, 1.366908110850223146e+01, 6.387396957159484856e+00, 1.471642705287498565e+01, 1.031271925796846745e+01, 7.703810759502350614e+00, 2.576517164269635618e+00, 1.036469714414606180e+01, 9.319925677489239391e+00, 9.246760719261805761e+00, 1.529020834565849896e+01, 1.538996975337515671e+01, 8.749044947472039979e+00, 1.082000079930913294e+01
1.951000000000000000e+03, 5.394131649540209850e+00, 1.601555946878522718e+01, 8.462374505416033088e+00, 1.364245182881044904e+01, 6.062485955292298279e+00, 1.462188124351512464e+01, 1.021472989959958966e+01, 7.842573648919652030e+00, 2.545568907129837743e+00, 1.029694173635409804e+01, 9.216936523614439380e+00, 9.102461019376855589e+00, 1.531680761441311311e+01, 1.563856459365508833e+01, 8.375787376165638065e+00, 1.080347017491608064e+01
1.952000000000000000e+03, 5.787999540966644041e+00, 1.591580699308635971e+01, 8.564159208629252618e+00, 1.350722150414573086e+01, 5.278080052336845185e+00, 1.464678372134586759e+01, 9.959209816755640432e+00, 7.762280848954055124e+00, 2.561335322407982673e+00, 1.044253033555603238e+01, 8.571474943425350546e+00, 8.967068226014916377e+00, 1.501669695578181241e+01, 1.539660939881627932e+01, 8.212159954838199383e+00, 1.047022638386398974e+01
1.953000000000000000e+03, 5.177296834659740554e+00, 1.598781533014063427e+01, 8.626201256949668661e+00, 1.322556572251180285e+01, 5.076026491319749923e+00, 1.468738262090686675e+01, 9.992041283677487229e+00, 7.780484700231447448e+00, 2.423209873080796495e+00, 1.033571296590912247e+01, 9.289074406569698183e+00, 8.942277955025250691e+00, 1.535287758983231932e+01, 1.507332938694550428e+01, 7.956739307710649634e+00, 1.047650828710233561e+01
1.954000000000000000e+03, 5.333458083164207331e+00, 1.615607344563184000e+01, 8.576968897522565527e+00, 1.310325430103764432e+01, 6.208418028957914281e+00, 1.471694677414817498e+01, 1.039177302110283740e+01, 7.796671494010341874e+00, 2.358233931261324745e+00, 1.009285861875648216e+01, 9.028786471590752427e+00, 8.971193738756472413e+00, 1.586523668055976977e+01, 1.514962077771415672e+01, 7.774353759725402213e+00, 1.055106467691997096e+01
1.955000000000000000e+03, 4.742450310771807231e+00, 1.633987302101932926e+01, 8.169884035371664410e+00, 1.327568162729842882e+01, 6.184143574536604682e+00, 1.482069834830930510e+01, 1.047285244406158888e+01, 7.839187851372646954e+00, 2.377887610683183883e+00, 1.006364689444582972e+01, 8.146992065807530992e+00, 8.936066404475495162e+00, 1.582109210384146003e+01, 1.491440181750273553e+01, 7.670894130074909611e+00, 1.040422188443328899e+01
1.956000000000000000e+03, 4.647842520133070643e+00, 1.629365873647685348e+01, 8.207904962361757484e+00, 1.317771788341469907e+01, 4.958641502591210504e+00, 1.480741845217324304e+01, 1.034098664394787903e+01, 7.849686252710453616e+00, 2.524340898961114021e+00, 1.011339878854050767e+01, 7.815488829733824083e+00, 9.054855997479759111e+00, 1.539329078835014464e+01, 1.504933799629422886e+01, 7.781357556408898368e+00, 1.032373411186645917e+01
1.957000000000000000e+03, 4.943000477679214022e+00, 1.610053816259544135e+01, 8.487356537128238898e+00, 1.300122264950441853e+01, 5.076236917161545570e+00, 1.482851451534837217e+01, 1.028494996540482020e+01, 7.801519266553180287e+00, 2.482617978040777107e+00, 1.039039192897590347e+01, 8.350077747622725255e+00, 8.973442785359553753e+00, 1.536415272601302284e+01, 1.532857106875117914e+01, 7.210753939967645465e+00, 1.023611674464450694e+01
1.958000000000000000e+03, 4.822155868828551739e+00, 1.616922829410919960e+01, 8.413414784706954919e+00, 1.301592806884613474e+01, 6.519288668734672498e+00, 1.481409954693383924e+01, 1.011473494164781961e+01, 7.699734156631361515e+00, 2.311570104475628273e+00, 1.048849267537229935e+01, 9.456605398720624223e+00, 9.037360575670694729e+00, 1.541629152525796798e+01, 1.533354751059392918e+01, 6.785609209078963033e+00, 1.020262974972738412e+01
1.959000000000000000e+03, 4.684307868796061314e+00, 1.608179765137841599e+01, 8.293385726089562482e+00, 1.308523675436277678e+01, 6.959658507391162097e+00, 1.493033714728969130e+01, 1.041307673206424589e+01, 7.973774544048250590e+00, 2.241255097866087009e+00, 1.023781622139427050e+01, 9.091433521291532927e+00, 8.963210721079807541e+00, 1.561380628488117850e+01, 1.542359527692850740e+01, 6.628605902442052944e+00, 1.055041802714890409e+01
1.960000000000000000e+03, 4.921629869605202323e+00, 1.607606054037789889e+01, 8.394321127635187452e+00, 1.307376633274517630e+01, 6.585826631081120652e+00, 1.495259471990295452e+01, 1.047148600456334044e+01, 7.844831870514369143e+00, 2.176491687921534801e+00, 1.006816303182702477e+01, 8.218273697709134851e+00, 8.844354301417796549e+00, 1.527698327627474129e+01, 1.552967474449342689e+01, 6.366666390673546339e+00, 1.099607981718387251e+01
1.961000000000000000e+03, 4.858475060537696066e+00, 1.606155213750716015e+01, 8.575044024752630278e+00, 1.287592437088854425e+01, 5.870193670660946772e+00, 1.510024442631254615e+01, 1.027095651697899825e+01, 7.814790555378660741e+00, 2.269640914907158802e+00, 9.958954400721536260e+00, 7.991248457299751529e+00, 8.795665651905210325e+00, 1.482293124418839447e+01, 1.583035632623821876e+01, 6.177585282654199261e+00, 1.097431804152114410e+01
1.962000000000000000e+03, 4.946875505690411678e+00, 1.617091843005758989e+01, 8.266024837374070344e+00, 1.299738907666077736e+01, 5.931260771099537976e+00, 1.518085510352347356e+01, 1.015130090263389029e+01, 7.826559695750997747e+00, 2.197676244985580674e+00, 1.000877228390961626e+01, 8.265812481613631135e+00, 9.006742705391268089e+00, 1.476587376222399151e+01, 1.585960992971341099e+01, 6.216389158740927456e+00, 1.073932975689567115e+01
1.963000000000000000e+03, 4.722568062509608033e+00, 1.601142852677926953e+01, 8.236903033615794456e+00, 1.313985376004376882e+01, 6.050408708274398251e+00, 1.507852201740405462e+01, 1.001429255674894137e+01, 7.778860235181232596e+00, 2.144311059886792048e+00, 1.001932116317765420e+01, 9.099597965277794742e+00, 9.243426408333622391e+00, 1.521162734307713826e+01, 1.559655093513799962e+01, 6.363851554321835025e+00, 1.046290803696882321e+01
1.964000000000000000e+03, 4.723919347492244292e+00, 1.612505222109465564e+01, 8.211627086339182924e+00, 1.320350532046532344e+01, 5.075106838788055796e+00, 1.519732462969295206e+01, 1.010563289493589956e+01, 7.907157119905849463e+00, 2.261539133076119423e+00, 9.970075763888221587e+00, 8.441860065426602944e+00, 9.179105907641993412e+00, 1.557982423111838166e+01, 1.539466541993057724e+01, 6.142861781344101324e+00, 1.013920542422789417e+01
1.965000000000000000e+03, 4.499237793362551585e+00, 1.610100349269638187e+01, 8.128286058279920567e+00, 1.313584452674557923e+01, 4.565672305719328250e+00, 1.513115723754762421e+01, 9.930362303165225057e+00, 7.958766821896452903e+00, 2.351650958083599363e+00, 9.989819286447250590e+00, 7.939695777779538943e+00, 9.042646355704549777e+00, 1.502365725446492029e+01, 1.552496009390952203e+01, 6.422167629997724170e+00, 1.043336905679711002e+01
1.966000000000000000e+03, 4.331432815170422224e+00, 1.587689357933798462e+01, 8.055058721184616743e+00, 1.306884256644520725e+01, 5.438991559146491461e+00, 1.502006434428065518e+01, 1.000233017113531986e+01, 7.874181474008638659e+00, 2.187788775872244518e+00, 9.974655487442779744e+00, 8.601792607512972921e+00, 9.027171233010996332e+00, 1.456066416503288430e+01, 1.515565626652138853e+01, 5.978853898339778539e+00, 1.042049593787598027e+01
1.967000000000000000e+03, 4.203394185060628452e+00, 1.577864026502361661e+01, 8.008837796525529740e+00, 1.290074636498383320e+01, 6.417101224702141060e+00, 1.503877298835909215e+01, 1.003428443606112808e+01, 8.054218610102463316e+00, 2.111131149765483883e+00, 1.034396880169829203e+01, 8.933689869023636376e+00, 8.944189386339433057e+00, 1.417106588575306247e+01, 1.510647899347148382e+01, 5.973869994327571931e+00, 1.021658475246845299e+01
1.968000000000000000e+03, 4.513748544149578379e+00, 1.568742448497888553e+01, 8.255371133997355670e+00, 1.286364534823973216e+01, 5.923900195469262719e+00, 1.532047387981393172e+01, 9.977289895242293483e+00, 8.034584530632637112e+00, 2.135671903825667961e+00, 1.060112004924544493e+01, 7.669345569564231191e+00, 8.818601855250014054e+00, 1.414880233662652742e+01, 1.522589911965779663e+01, 6.133181631078697293e+00, 1.001892723527708462e+01
1.969000000000000000e+03, 4.997243782572927451e+00, 1.546037313817389069e+01, 8.469315205061015206e+00, 1.286088400301115264e+01, 6.112642227803109840e+00, 1.518841351066188139e+01, 9.802155118985918847e+00, 7.863067037136802995e+00, 2.264920685205601192e+00, 1.068745995431146234e+01, 8.351211489824347467e+00, 8.796147194828186855e+00, 1.423330501123967196e+01, 1.514803174005513497e+01, 5.837524335754235238e+00, 1.028482781256105305e+01
1.970000000000000000e+03, 4.575392504138199534e+00, 1.562192990447358554e+01, 8.275734829284587590e+00, 1.270627827465479243e+01, 5.655969816317801602e+00, 1.533058888438152323e+01, 9.785563019138793450e+00, 7.860906752292886601e+00, 2.330862489615494582e+00, 1.069888043578944981e+01, 9.011310917202628445e+00, 8.824883959231726749e+00, 1.431930218934169829e+01, 1.513358704387799136e+01, 6.038414944453938560e+00, 1.053170233261358923e+01
1.971000000000000000e+03, 4.581722169986165660e+00, 1.580343346523977921e+01, 8.044780793921100681e+00, 1.274941826052428517e+01, 4.925429632915353295e+00, 1.514974491598100670e+01, 1.001072184002275733e+01, 7.855464763843612808e+00, 2.354738892119215610e+00, 1.077290340028676141e+01, 8.123837075629454674e+00, 9.020620423052269743e+00, 1.451289670234823426e+01, 1.490410993569819809e+01, 5.954307192025722451e+00, 1.048787563061008399e+01
1.972000000000000000e+03, 4.448731326862950475e+00, 1.577659753259759334e+01, 8.318225216738504457e+00, 1.295241648672184986e+01, 4.867790688353228035e+00, 1.521630230880500712e+01, 9.917158976182371077e+00, 7.968775658845601129e+00, 2.151341000471279852e+00, 1.065981907236478676e+01, 8.880007904558526732e+00, 9.171445349546047510e+00, 1.473000652623356466e+01, 1.491186327201435979e+01, 6.131228454203669465e+00, 1.055146184094267880e+01
1.973000000000000000e+03, 4.307561842605144520e+00, 1.595112803890388697e+01, 8.450511214045812736e+00, 1.292942536591978531e+01, 6.418337175613877399e+00, 1.532182932108965367e+01, 9.900442376770323349e+00, 7.941361781743624171e+00, 2.046615407679257093e+00, 1.043356115005070350e+01, 8.456222081203851104e+00, 9.077114001665316678e+00, 1.488552266767956667e+01, 1.477707116991669167e+01, 6.228305066577638271e+00, 1.014583470127341691e+01
