year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.951000000000000000e+03, 1.119997038974136143e-10, 6.323841170020260334e-10
1.952000000000000000e+03, 8.771751982813470506e-11, 7.878311643840605092e-10
1.953000000000000000e+03, 9.911965038978441744e-11, 6.162463356156168945e-10
1.954000000000000000e+03, 1.219668428207471565e-10, 8.506648656400172438e-10
1.955000000000000000e+03, 1.091336202681854589e-10, 5.929282045700609914e-10
1.956000000000000000e+03, 1.490782284933230746e-10, 6.841323986966799932e-10
1.957000000000000000e+03, 1.033841851444848023e-10, 7.598784885639784336e-10
1.958000000000000000e+03, 1.347984160405992967e-10, 7.539352053868623695e-10
1.959000000000000000e+03, 1.079411729289155001e-10, 7.696227311177106773e-10
1.960000000000000000e+03, 9.097878380016452612e-11, 8.646088237934730280e-10
1.961000000000000000e+03, 9.893312659378558894e-11, 7.579465927440031051e-10
1.962000000000000000e+03, 2.076112787945957665e-10, 8.604885685368183424e-10
1.963000000000000000e+03, 2.174676895319997409e-10, 8.322493856442158565e-10
1.964000000000000000e+03, 1.501494563226297416e-10, 7.866881821338545189e-10
1.965000000000000000e+03, 1.044137352410561943e-10, 7.638624267120214363e-10
1.966000000000000000e+03, 1.238994417116823792e-10, 7.314818783266630869e-10
1.967000000000000000e+03, 9.793188245014108350e-11, 7.112970398126016758e-10
1.968000000000000000e+03, 8.042148889333860652e-11, 7.817145699472228486e-10
1.969000000000000000e+03, 9.808775231441079698e-11, 9.063977746800630898e-10
1.970000000000000000e+03, 1.054871191994481737e-10, 7.550887851381494923e-10
1.971000000000000000e+03, 1.670972049224516937e-10, 7.992475464376106729e-10
1.972000000000000000e+03, 1.659794022130082446e-10, 8.242355471812789415e-10
1.973000000000000000e+03, 1.071775277622561489e-10, 7.350588194979465108e-10
1.974000000000000000e+03, 9.390303178463419501e-11, 7.602988598258634257e-10
1.975000000000000000e+03, 7.012294487831714337e-11, 9.339305521703118953e-10
1.976000000000000000e+03, 1.138881701166713412e-10, 8.038513735294324074e-10
1.977000000000000000e+03, 1.304128251407272175e-10, 7.086002879797229848e-10
1.978000000000000000e+03, 2.011051698917998979e-10, 8.263780503795670162e-10
1.979000000000000000e+03, 1.930743786925799923e-10, 1.047884607324772546e-09
1.980000000000000000e+03, 1.253541207865414219e-10, 8.446382015695211728e-10
1.981000000000000000e+03, 1.948737510400603267e-10, 7.361048276034431955e-10
1.982000000000000000e+03, 1.007418086323662038e-10, 7.712716551774065586e-10
1.983000000000000000e+03, 1.089506005620778533e-10, 8.397097020976234265e-10
1.984000000000000000e+03, 1.298473038997956934e-10, 7.845773186197190195e-10
1.985000000000000000e+03, 1.435690204078959736e-10, 7.464785835906440834e-10
1.986000000000000000e+03, 1.718830762271925454e-10, 7.189437387212042232e-10
1.987000000000000000e+03, 1.716775571905229859e-10, 8.735480002597635923e-10
1.988000000000000000e+03, 1.564222043367763698e-10, 6.730870051752463767e-10
1.989000000000000000e+03, 2.030144801622127870e-10, 8.744076754960980216e-10
1.990000000000000000e+03, 1.706085877409210143e-10, 6.317913032052852184e-10
1.991000000000000000e+03, 1.233021345665370429e-10, 8.091777208653713022e-10
1.992000000000000000e+03, 1.261404304611630073e-10, 7.215494729018940061e-10
1.993000000000000000e+03, 9.130259238532195911e-11, 9.356684022486812337e-10
1.994000000000000000e+03, 2.339305735698872994e-10, 8.144799308468853599e-10
1.995000000000000000e+03, 3.126364621761054135e-10, 7.331577204776472313e-10
1.996000000000000000e+03, 2.170575387562590113e-10, 7.459786753551624390e-10
1.997000000000000000e+03, 1.205038239454196065e-10, 7.259746945907935999e-10
1.998000000000000000e+03, 1.112869624299738350e-10, 7.913165351124322344e-10
1.999000000000000000e+03, 1.892655517931420076e-10, 8.693838530778136767e-10
2.000000000000000000e+03, 2.091826271483898360e-10, 7.527743130411084762e-10
2.001000000000000000e+03, 1.709025138712291909e-10, 8.764532792600261847e-10
2.002000000000000000e+03, 1.566255372020832304e-10, 6.281854246556857273e-10
2.003000000000000000e+03, 9.625202009699533440e-11, 9.336360367689806559e-10
2.004000000000000000e+03, 1.125336080225352175e-10, 6.404383370735084685e-10
2.005000000000000000e+03, 1.731291407858352259e-10, 6.536079794605563114e-10
2.006000000000000000e+03, 3.167898219010854447e-10, 7.371278016117357178e-10
2.007000000000000000e+03, 3.031410865140505318e-10, 8.373928166657139359e-10
2.008000000000000000e+03, 1.123881794779290489e-10, 5.878270113924170554e-10
2.009000000000000000e+03, 1.261991939679330263e-10, 9.566145508044115055e-10
2.010000000000000000e+03, 1.836117388906703772e-10, 8.271832294362383077e-10
2.011000000000000000e+03, 1.629575291313263352e-10, 8.233736493063644366e-10
2.012000000000000000e+03, 1.263121259702841316e-10, 5.331904405822588355e-10
2.013000000000000000e+03, 2.401064826734201801e-10, 7.647592093464850785e-10
2.014000000000000000e+03, 1.763052076676903051e-10, 7.793837073190147163e-10
