year, IPSL-CM6A-LR, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL
1.954000000000000000e+03, -3.238562716002299948e-10, 1.577012666083027832e-10, 6.066058960762192090e-10, 4.832950718783773982e-11
1.955000000000000000e+03, -3.810692538586639442e-10, 1.586679885316801437e-10, 6.233866473812114475e-10, 7.175875178920605838e-11
1.956000000000000000e+03, -3.508841414625912582e-10, 1.566614480529110093e-10, 6.683209195007965909e-10, 7.230433567306065687e-11
1.957000000000000000e+03, -3.460301229823882838e-10, 1.539640317747429302e-10, 6.887464955592733807e-10, 6.338696953276934054e-11
1.958000000000000000e+03, -3.054164425229894577e-10, 1.533893323286901702e-10, 6.818844317632891373e-10, 6.782736333250544488e-11
1.959000000000000000e+03, -3.821157099169306840e-10, 1.513095811667430704e-10, 6.722424804527009891e-10, 9.942619589304319519e-11
1.960000000000000000e+03, -4.097648197427519534e-10, 1.497016384989039952e-10, 6.607331139301646857e-10, 6.804069732866840337e-11
1.961000000000000000e+03, -4.039024365028820298e-10, 1.145992773301797525e-10, 3.565903533518034785e-10, 6.785022329335184596e-11
1.962000000000000000e+03, -3.391908676746381259e-10, 1.094633337020925452e-10, 3.366246300503582585e-10, 7.630580673639763250e-11
1.963000000000000000e+03, -3.242167659956906477e-10, 1.051190511931501072e-10, 3.210480134395037058e-10, 7.460026308729219834e-11
1.964000000000000000e+03, -4.175744278092351248e-10, 1.007396345616183494e-10, 3.017312771594369775e-10, 1.180144369288977877e-10
1.965000000000000000e+03, -4.369967358213506166e-10, 9.971038894521420822e-11, 2.820623071342809078e-10, 8.907836088454584744e-11
1.966000000000000000e+03, -4.407589380911400840e-10, 1.006039733044747723e-10, 2.660985684362972328e-10, 1.080908836026468532e-10
1.967000000000000000e+03, -4.143506860744095662e-10, 9.909408442708683966e-11, 2.405338648934658034e-10, 1.710700659942066690e-10
1.968000000000000000e+03, -4.519671760710484194e-10, 9.706940602517844745e-11, 2.170397220117070246e-10, 1.120918018191706317e-10
1.969000000000000000e+03, -4.032452982180014762e-10, 9.507632426307135902e-11, 1.977843493610843813e-10, 7.052441777658007737e-11
1.970000000000000000e+03, -4.235385384948155017e-10, 9.829427876904032805e-11, 1.801975139272339118e-10, 6.510227509121402191e-11
1.971000000000000000e+03, -4.346054200756845233e-10, 5.684129471668116527e-11, 1.009009417370622985e-10, 9.463622848670672902e-11
1.972000000000000000e+03, -4.244060467008398278e-10, 5.422727986076869105e-11, 9.678470003122527948e-11, 1.315519335657255182e-10
1.973000000000000000e+03, -4.468064005986581864e-10, 5.193870288893359777e-11, 9.214293507922392020e-11, 1.259051783803803777e-10
1.974000000000000000e+03, -3.811800599988330337e-10, 4.976598874518463850e-11, 8.777871596778450907e-11, 7.388269771967965842e-11
1.975000000000000000e+03, -4.329742624643374718e-10, 4.872143666708447986e-11, 8.309792376792462375e-11, 6.403127277309564892e-11
1.976000000000000000e+03, -4.802634326813359735e-10, 4.836792499924194169e-11, 7.793897140249468489e-11, 7.743059822150421503e-11
1.977000000000000000e+03, -4.349771565988069213e-10, 4.786919665146282865e-11, 7.338927931151695086e-11, 9.518586319449679274e-11
1.978000000000000000e+03, -4.712792194095271385e-10, 4.742500834406176767e-11, 6.903007341360509519e-11, 6.256021519250122953e-11
1.979000000000000000e+03, -5.032036344660142174e-10, 4.676425215117401729e-11, 6.476380200129080435e-11, 9.496494866883106351e-11
1.980000000000000000e+03, -3.646622429174443698e-10, 4.648346043137208303e-11, 6.086098826817082894e-11, 1.233665505358708863e-10
1.981000000000000000e+03, -3.023494023390201797e-10, 4.438964762328701298e-11, 5.272060501916092824e-11, 9.967310539944249899e-11
1.982000000000000000e+03, -3.969878645741190233e-10, 4.215023410313261110e-11, 5.025710236970749301e-11, 1.245263070241720813e-10
1.983000000000000000e+03, -5.327882929238401817e-10, 4.192076371431507833e-11, 4.980995490469389800e-11, 7.885412180005521337e-11
1.984000000000000000e+03, -5.582458006184799617e-10, 4.248389481950454178e-11, 4.912660048108252297e-11, 6.972796349753977592e-11
1.985000000000000000e+03, -4.925369976504811637e-10, 4.191219011395489379e-11, 4.694857533517386351e-11, 8.182474507231786834e-11
1.986000000000000000e+03, -6.139737919546973005e-10, 4.225225858059580447e-11, 4.881710348222017043e-11, 1.318464447255610911e-10
1.987000000000000000e+03, -4.697193087725438296e-10, 4.289852715733701423e-11, 4.835759686372352943e-11, 1.491508262273850181e-10
1.988000000000000000e+03, -4.303516050679002399e-10, 4.342576655930967817e-11, 4.505683308295673325e-11, 1.192683580981019802e-10
1.989000000000000000e+03, -5.139587855480195810e-10, 4.295360985197552610e-11, 4.353331955453880048e-11, 1.645288711742319739e-10
1.990000000000000000e+03, -3.658120062187894620e-10, 4.277768102484496313e-11, 4.127480741168210338e-11, 1.195385593464355030e-10
1.991000000000000000e+03, -5.552767428559033355e-10, 3.305183811175745755e-11, 3.182340884992448236e-11, 2.485012396193798332e-10
1.992000000000000000e+03, -4.825184509123617350e-10, 3.305827916967078500e-11, 3.048480146927472226e-11, 2.555761859036107304e-10
1.993000000000000000e+03, -5.543189339694999608e-10, 3.242179861456643798e-11, 2.804083931833036832e-11, 1.606972099026376140e-10
1.994000000000000000e+03, -4.880189444125940154e-10, 3.297579078581343774e-11, 2.682013821410187508e-11, 1.458293525622558487e-10
1.995000000000000000e+03, -4.717274375485889961e-10, 3.319833068509098223e-11, 2.255569901641890138e-11, 1.846964245732388752e-10
1.996000000000000000e+03, -3.896945673512497169e-10, 3.370859083967891686e-11, 2.030705136316465817e-11, 1.779960566392608975e-10
1.997000000000000000e+03, -3.789190967915372095e-10, 3.382522555272486815e-11, 1.757389572385481007e-11, 1.928105822253096953e-10
1.998000000000000000e+03, -4.825295750158509068e-10, 3.469202112739445652e-11, 1.509237568846414352e-11, 9.619113817987770452e-11
1.999000000000000000e+03, -5.631744006494390273e-10, 3.486047875258414757e-11, 1.219647990210692039e-11, 1.418865202809962736e-10
2.000000000000000000e+03, -4.524620655804721373e-10, 3.535615114320848933e-11, 9.818179494746119312e-12, 1.614906917123764942e-10
2.001000000000000000e+03, -6.119091552831164911e-10, 1.415395680430341418e-10, 1.262419459789599832e-10, 1.503634650233125233e-10
2.002000000000000000e+03, -5.161678702479924808e-10, 5.833452607846030006e-11, 5.157455964582714817e-11, 1.173776193083117871e-10
2.003000000000000000e+03, -4.914179575068732454e-10, 4.044861544081228558e-11, 3.122436306309022346e-11, 1.268240758218240895e-10
2.004000000000000000e+03, -5.930023472691348043e-10, 6.659972824059196234e-11, 5.780570719709235238e-11, 9.053219603362967163e-11
2.005000000000000000e+03, -5.798904282015021425e-10, 1.253095990230680892e-10, 1.868921089600336924e-10, 8.340085439061114433e-11
2.006000000000000000e+03, -4.562971331051995732e-10, 5.242563118286215392e-11, 4.474472718058795209e-11, 1.064306604937059483e-10
2.007000000000000000e+03, -4.359072308558677151e-10, 7.338897229409859237e-11, 5.263074894195072917e-11, 8.959123206573129796e-11
2.008000000000000000e+03, -6.241721246140507420e-10, 4.110137480033267941e-11, 4.201922070821185487e-11, 8.812948592747680817e-11
2.009000000000000000e+03, -6.891998244670058665e-10, 1.807046907296650785e-10, 1.607035605465784969e-10, 1.230290538412052046e-10
2.010000000000000000e+03, -3.352636717219502044e-10, 7.084618536857150005e-11, 4.882746445937737439e-11, 9.169393304790967843e-11
2.011000000000000000e+03, -6.178332208551559625e-10, 3.051353977250210067e-10, 4.921181183317419884e-10, 1.024422738129041836e-10
2.012000000000000000e+03, -5.024020826758891668e-10, 5.964838986907216926e-11, 6.318433533166562441e-11, 1.153738182183777804e-10
2.013000000000000000e+03, -5.861914486241154005e-10, 7.402445567700922911e-11, 7.285065388641526956e-11, 1.000225026028030157e-10
2.014000000000000000e+03, -5.874779187422657375e-10, 7.036027910546487156e-11, 7.703834108664418846e-11, 1.204581501430127247e-10
