year, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, TaiESM1, TaiESM1, NorESM2-MM, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, EC-Earth3-Veg, MPI-ESM1-2-LR
1.931000000000000000e+03, 4.837558340553263930e-10, 2.127726029619001798e-10, 6.059425728722190865e-10, 4.146908762484355866e-10, 4.146908762484355866e-10, 6.701146413078033252e-10, 4.862300028632300471e-10, 6.701146413078033252e-10, 6.059425728722190865e-10, 6.011764698096219810e-10, 5.678131524622615995e-10, 1.283114057707338310e-10
1.932000000000000000e+03, 3.519815475473668698e-10, 2.487218128006303193e-10, 5.211703044573203882e-10, 9.035467785017582842e-11, 9.035467785017582842e-11, 3.026430436976598775e-10, 3.543165536070875922e-10, 3.026430436976598775e-10, 5.211703044573203882e-10, 4.467223026195052170e-10, 1.697311841627370871e-09, 1.184366886577219183e-10
1.933000000000000000e+03, 1.827386471299410348e-10, 1.879615810105167915e-10, 1.134664855300551015e-09, 1.976335520370443553e-10, 1.976335520370443553e-10, 3.480295459247825237e-10, 1.848957678353655342e-10, 3.480295459247825237e-10, 1.134664855300551015e-09, 2.140094680353919009e-10, 5.207606965412222145e-10, 1.545212217771171090e-10
1.934000000000000000e+03, 3.335929696190297458e-10, 1.786225981367051800e-10, 5.812610533133387802e-10, 2.753409993707867251e-10, 2.753409993707867251e-10, 4.140702765480270880e-10, 3.359046755445686585e-10, 4.140702765480270880e-10, 5.812610533133387802e-10, 3.053097979939754917e-10, 1.183510141858421082e-09, 1.550931330112324375e-10
1.935000000000000000e+03, 2.733542434670167566e-10, 3.906582872609489857e-10, 7.410706673128127826e-10, 1.229557017899687563e-10, 1.229557017899687563e-10, 3.541699318239313653e-10, 2.759322916727603208e-10, 3.541699318239313653e-10, 7.410706673128127826e-10, 6.055480203676650445e-10, 7.749854035509276653e-10, 1.527975217994062289e-10
1.936000000000000000e+03, 3.033188931837222876e-10, 3.771405343616312281e-10, 5.571586936536258739e-10, 3.625885056553580303e-10, 3.625885056553580303e-10, 4.230631326429788211e-10, 3.062805018397701459e-10, 4.230631326429788211e-10, 5.571586936536258739e-10, 3.047227869647256536e-10, 2.997571023349921746e-10, 1.401420359197710603e-10
1.937000000000000000e+03, 3.502837469891664955e-10, 3.666892752180960728e-10, 8.851928118947724059e-10, 3.655918489140558331e-10, 3.655918489140558331e-10, 3.308144002068287312e-10, 3.531895070732426592e-10, 3.308144002068287312e-10, 8.851928118947724059e-10, 2.990608870645716839e-10, 4.722818006552619807e-10, 1.170353630068768524e-10
1.938000000000000000e+03, 4.042784407386243135e-10, 3.849810244549255244e-10, 7.748613886261106350e-10, 2.058324437679098871e-10, 2.058324437679098871e-10, 3.260249707100846556e-10, 4.068463868009165073e-10, 3.260249707100846556e-10, 7.748613886261106350e-10, 4.538877001225432530e-10, 1.183426610893110125e-09, 1.338021913660885524e-10
1.939000000000000000e+03, 2.800514683660376825e-10, 3.006085123375814328e-10, 1.272612990012349284e-09, 3.096487841278626136e-10, 3.096487841278626136e-10, 3.187779326006370184e-10, 2.826547833700298664e-10, 3.187779326006370184e-10, 1.272612990012349284e-09, 3.398828989370201418e-10, 5.245165823726884154e-10, 1.300121296006715546e-10
1.940000000000000000e+03, 1.984282746201829089e-10, 3.886580701252633877e-10, 7.611321407045432872e-10, 3.463372956839716720e-10, 3.463372956839716720e-10, 5.851352653095358532e-10, 2.010823402292901219e-10, 5.851352653095358532e-10, 7.611321407045432872e-10, 3.221451008438424687e-10, 5.494908305733846514e-10, 1.467985261133404833e-10
1.941000000000000000e+03, 2.006977480007521992e-10, 2.069035725506687627e-10, 3.065904650088226323e-10, 2.009790479314560986e-10, 2.009790479314560986e-10, 5.332843726060834641e-10, 2.037061876015871494e-10, 5.332843726060834641e-10, 3.065904650088226323e-10, 3.234559352209998341e-10, 3.153134719321799872e-10, 1.337592105753206418e-10
1.942000000000000000e+03, 4.007359076696285033e-10, 1.871566000990536942e-10, 7.320641824121755693e-10, 2.567569750750555955e-10, 2.567569750750555955e-10, 4.632628363339154623e-10, 4.040816195450531383e-10, 4.632628363339154623e-10, 7.320641824121755693e-10, 4.335001586774817593e-10, 7.370096956794319975e-10, 1.414651398503612851e-10
1.943000000000000000e+03, 3.865667536175317596e-10, 2.316749234542613212e-10, 1.024232536292131917e-09, 5.183738472256581734e-10, 5.183738472256581734e-10, 2.843944258094931144e-10, 3.893857485903757993e-10, 2.843944258094931144e-10, 1.024232536292131917e-09, 6.155066386391201830e-10, 6.361944759518816384e-10, 1.255255179489465832e-10
1.944000000000000000e+03, 2.202409858269737917e-10, 3.284913777679671287e-10, 6.421177871417790643e-10, 5.634356209844874107e-10, 5.634356209844874107e-10, 1.775782562037394417e-10, 2.228652693890525146e-10, 1.775782562037394417e-10, 6.421177871417790643e-10, 5.947121605073617884e-10, 3.232899450912495921e-10, 1.271598997596923197e-10
1.945000000000000000e+03, 2.203562267043170541e-10, 3.324759189685777882e-10, 1.190215312501897145e-09, 2.051684604451237402e-10, 2.051684604451237402e-10, 4.927036257451150749e-10, 2.239661401012680238e-10, 4.927036257451150749e-10, 1.190215312501897145e-09, 1.442307542490099649e-10, 7.025992364489262026e-10, 1.275460855546249078e-10
1.946000000000000000e+03, 7.258125434302267437e-10, 2.687033010698232195e-10, 7.896180869999891919e-10, 3.232717948029310379e-10, 3.232717948029310379e-10, 4.059937529535880333e-10, 7.292479335536433104e-10, 4.059937529535880333e-10, 7.896180869999891919e-10, 2.560632070163897975e-10, 4.496148837076410394e-10, 1.329383200577811198e-10
1.947000000000000000e+03, 4.983383059741269272e-10, 2.705131658693674600e-10, 5.063954931778394179e-10, 5.045117050884463839e-10, 5.045117050884463839e-10, 3.570181214522023925e-10, 5.017505428843966587e-10, 3.570181214522023925e-10, 5.063954931778394179e-10, 1.265756145992141129e-10, 1.547219374322109788e-10, 1.250237928403536608e-10
1.948000000000000000e+03, 2.762034767913039832e-10, 2.482660587720958106e-10, 4.914148563622339944e-10, 6.901019838473122123e-10, 6.901019838473122123e-10, 3.956863220935711771e-10, 2.789595171130131225e-10, 3.956863220935711771e-10, 4.914148563622339944e-10, 3.171629916728249826e-10, 3.757806269499538672e-10, 9.580411414289952663e-11
1.949000000000000000e+03, 2.188079122675513122e-10, 5.783765539264376245e-10, 5.874193266051291060e-10, 3.192566909669864210e-10, 3.192566909669864210e-10, 4.767383933656091224e-10, 2.222142018657841650e-10, 4.767383933656091224e-10, 5.874193266051291060e-10, 4.720756423735124665e-10, 1.018309031539676762e-09, 1.292139661864877793e-10
1.950000000000000000e+03, 2.692966551542003518e-10, 3.251392380417379964e-10, 1.385612314354790033e-09, 1.924888100819272996e-10, 1.924888100819272996e-10, 3.648933981929458004e-10, 2.721253687935885847e-10, 3.648933981929458004e-10, 1.385612314354790033e-09, 4.461730881716224977e-10, 3.124291222473856532e-10, 1.537359007309121847e-10
1.951000000000000000e+03, 1.562229626243644778e-10, 3.416879877960219527e-10, 5.906303045306897431e-10, 4.796393819775678209e-10, 4.796393819775678209e-10, 3.990667278119220018e-10, 1.593159745989283309e-10, 3.990667278119220018e-10, 5.906303045306897431e-10, 5.337478082261277275e-10, 2.653096563368016771e-10, 1.460617222537648817e-10
1.952000000000000000e+03, 3.249099265161356687e-10, 2.398269847904807328e-10, 1.014615026220902065e-09, 2.219124592431815782e-10, 2.219124592431815782e-10, 2.904334526885055419e-10, 3.285310591621569452e-10, 2.904334526885055419e-10, 1.014615026220902065e-09, 5.096555972783427466e-10, 9.274191399609521983e-10, 1.425760596880202119e-10
1.953000000000000000e+03, 1.929972530755486445e-10, 1.814562494609310796e-10, 6.003528849424227797e-10, 1.914601369712668721e-10, 1.914601369712668721e-10, 5.020032310213423802e-10, 1.963204771752434968e-10, 5.020032310213423802e-10, 6.003528849424227797e-10, 3.473854099696807304e-10, 2.299366439950947263e-10, 1.224692539535365805e-10
1.954000000000000000e+03, 1.864338639194842592e-10, 3.974023760045666773e-10, 1.258906394461763829e-09, 2.923553088359050075e-10, 2.923553088359050075e-10, 4.545254885440785772e-10, 1.900571491360833241e-10, 4.545254885440785772e-10, 1.258906394461763829e-09, 4.666559391367389352e-10, 9.098079449784501158e-10, 1.290624339809773671e-10
1.955000000000000000e+03, 1.201366643872106876e-10, 3.859027809217555926e-10, 7.816255239773581999e-10, 4.955143892854037265e-10, 4.955143892854037265e-10, 4.067724208698109252e-10, 1.245503847635324646e-10, 4.067724208698109252e-10, 7.816255239773581999e-10, 4.978566096606678378e-10, 6.598468621199027371e-10, 1.177568590306696262e-10
1.956000000000000000e+03, 2.136229618434447716e-10, 2.075133773455778817e-10, 1.186274562207438507e-09, 4.872401227978910470e-10, 4.872401227978910470e-10, 1.941164231377176175e-10, 2.183273953267304346e-10, 1.941164231377176175e-10, 1.186274562207438507e-09, 5.176285977507979645e-10, 1.538906922341266320e-10, 1.221997929579851755e-10
1.957000000000000000e+03, 3.007055387985102586e-10, 2.309144111435025504e-10, 1.053172638587083870e-09, 2.290149007943122847e-10, 2.290149007943122847e-10, 1.697479913636132352e-10, 3.046249409242607126e-10, 1.697479913636132352e-10, 1.053172638587083870e-09, 4.137116062386341832e-10, 6.481412874078281890e-10, 1.407809624116520188e-10
1.958000000000000000e+03, 2.663205465177910327e-10, 3.213860460175343871e-10, 5.997052587824731343e-10, 1.467954004099890272e-10, 1.467954004099890272e-10, 3.597756456070569015e-10, 2.698810364280477753e-10, 3.597756456070569015e-10, 5.997052587824731343e-10, 2.215962344283075553e-10, 4.396260189162528427e-10, 1.079152357817129335e-10
1.959000000000000000e+03, 1.847375623941167959e-10, 2.806249107527952199e-10, 1.165895166148034196e-09, 2.369746072163347561e-10, 2.369746072163347561e-10, 4.722695623737031988e-10, 1.881921276205608654e-10, 4.722695623737031988e-10, 1.165895166148034196e-09, 5.976128038243056567e-11, 3.111225078398125268e-10, 1.488509084315653699e-10
1.960000000000000000e+03, 1.098502604901192427e-10, 1.432864908739646104e-10, 7.667882393571592892e-10, 3.226018656638002278e-10, 3.226018656638002278e-10, 4.399227296297628277e-10, 1.137662156764651168e-10, 4.399227296297628277e-10, 7.667882393571592892e-10, 5.905940378284879686e-11, 4.579558704966406824e-10, 1.241017113100999325e-10
1.961000000000000000e+03, 1.780101505062545265e-10, 3.759068772107287307e-10, 8.583024775140018385e-10, 3.297281151752702522e-10, 3.297281151752702522e-10, 2.575932588714862085e-10, 1.827438906751487874e-10, 2.575932588714862085e-10, 8.583024775140018385e-10, 4.473791962963427132e-10, 3.413850073634673131e-10, 1.330760020147515513e-10
1.962000000000000000e+03, 2.100076808809462784e-10, 2.822417406497348572e-10, 7.392875141048245536e-10, 2.557695249981965295e-10, 2.557695249981965295e-10, 4.309005178709310619e-10, 2.141947870976757258e-10, 4.309005178709310619e-10, 7.392875141048245536e-10, 3.279009298829538209e-10, 3.731500895896412159e-10, 1.008397120734556670e-10
1.963000000000000000e+03, 1.393214857300053352e-10, 3.136647513574331584e-10, 1.204799872469780835e-09, 1.554859769753886837e-10, 1.554859769753886837e-10, 3.264641010434155940e-10, 1.435239925839789301e-10, 3.264641010434155940e-10, 1.204799872469780835e-09, 5.020106595058783360e-10, 3.996193611470886344e-10, 1.331631518345593983e-10
1.964000000000000000e+03, 1.768915886232698980e-10, 4.426585660378871070e-10, 6.969780338012815378e-10, 3.371729601035019952e-10, 3.371729601035019952e-10, 4.389496564646895199e-10, 1.806905810321894147e-10, 4.389496564646895199e-10, 6.969780338012815378e-10, 4.585017350673933447e-10, 3.932559453057218438e-10, 1.533890700754895811e-10
1.965000000000000000e+03, 4.433278798372802609e-10, 2.573166685888845206e-10, 1.090271323561613367e-09, 2.457662379172681686e-10, 2.457662379172681686e-10, 2.762602550935399452e-10, 4.479542684225020367e-10, 2.762602550935399452e-10, 1.090271323561613367e-09, 2.937325403306847036e-10, 5.018556651526307312e-10, 1.433640805808859433e-10
1.966000000000000000e+03, 2.457630906678155820e-10, 3.929571742786260600e-10, 8.271665748275253899e-10, 1.604165711199932155e-10, 1.604165711199932155e-10, 2.072500966053243734e-10, 2.501002257691672971e-10, 2.072500966053243734e-10, 8.271665748275253899e-10, 5.570839050644320214e-10, 5.984880390718689461e-10, 1.416780735256584559e-10
1.967000000000000000e+03, 1.806090576441204270e-10, 3.086529550032208812e-10, 8.072864955498603612e-10, 3.667375982497632968e-10, 3.667375982497632968e-10, 1.087466959202190293e-10, 1.848815185675625032e-10, 1.087466959202190293e-10, 8.072864955498603612e-10, 5.156540452876266221e-10, 2.496723736144677274e-10, 1.560050354901035010e-10
1.968000000000000000e+03, 2.367961500728085535e-10, 8.913691888812431374e-11, 1.167442974525475196e-09, 4.852589297251181915e-10, 4.852589297251181915e-10, 1.369897952647677458e-10, 2.406980821009018411e-10, 1.369897952647677458e-10, 1.167442974525475196e-09, 5.023873404645447344e-10, 1.330106589703343181e-10, 1.446846159930743144e-10
1.969000000000000000e+03, 2.373231964218299793e-10, 3.180073264314134021e-10, 6.818467098406908079e-10, 1.456297801997252868e-10, 1.456297801997252868e-10, 1.631203875882496979e-10, 2.425875411948966591e-10, 1.631203875882496979e-10, 6.818467098406908079e-10, 1.658048868596760427e-10, 5.858534777544633286e-10, 1.292642805924382482e-10
1.970000000000000000e+03, 2.124361496990583865e-10, 3.276184794721799319e-10, 1.357534790745958716e-09, 3.357151770810374948e-10, 3.357151770810374948e-10, 2.140759528854818418e-10, 2.168483060153381490e-10, 2.140759528854818418e-10, 1.357534790745958716e-09, 3.291811693165168264e-10, 4.351107044991220254e-10, 1.243115139040957395e-10
1.971000000000000000e+03, 3.500457811344674205e-10, 2.777357736873106506e-10, 5.791034450002010442e-10, 3.180109187804918462e-10, 3.180109187804918462e-10, 2.071353656182824574e-10, 3.546425326348133672e-10, 2.071353656182824574e-10, 5.791034450002010442e-10, 2.639273234074904430e-10, 3.695193388258095088e-10, 1.297998525348729482e-10
1.972000000000000000e+03, 2.514779841019117209e-10, 1.843974324736200652e-10, 7.842763912711383236e-10, 1.118129536631768613e-10, 1.118129536631768613e-10, 3.540338008667092870e-10, 2.557402432265549520e-10, 3.540338008667092870e-10, 7.842763912711383236e-10, 4.123344484290299894e-10, 7.119437543299637501e-10, 1.232384513755494816e-10
1.973000000000000000e+03, 1.276977147233473907e-10, 1.982058390675883997e-10, 1.411456947021089002e-09, 4.432253027470676205e-10, 4.432253027470676205e-10, 5.209427267444735596e-10, 1.308574979529118044e-10, 5.209427267444735596e-10, 1.411456947021089002e-09, 6.106014423036065453e-10, 5.483016698131806938e-10, 1.375833520153366016e-10
1.974000000000000000e+03, 1.470856421967045425e-10, 3.892286226258723058e-10, 9.631654618235504052e-10, 3.855176369487070761e-10, 3.855176369487070761e-10, 4.298850847849301208e-10, 1.518832262787434369e-10, 4.298850847849301208e-10, 9.631654618235504052e-10, 3.618011500428489238e-10, 2.740072759264079351e-10, 1.325581776205975085e-10
1.975000000000000000e+03, 3.359698107269459786e-10, 1.332257289726527610e-10, 1.385440896299803574e-09, 3.871306455020671627e-10, 3.871306455020671627e-10, 4.567334066052583399e-10, 3.409255323995630921e-10, 4.567334066052583399e-10, 1.385440896299803574e-09, 1.931817835982523557e-10, 2.618049845423332636e-10, 1.240144921215405443e-10
1.976000000000000000e+03, 3.027681141390949327e-10, 2.384470172316079007e-10, 1.041004612595592554e-09, 4.645658023298154941e-10, 4.645658023298154941e-10, 3.367967977876993292e-10, 3.070787074734381138e-10, 3.367967977876993292e-10, 1.041004612595592554e-09, 3.397186912674699800e-10, 6.629087216537048825e-10, 1.234528263892905450e-10
1.977000000000000000e+03, 3.006128890730424942e-10, 1.999889431392858313e-10, 1.198664575203261526e-09, 1.105273938778860144e-10, 1.105273938778860144e-10, 4.680240190196814991e-10, 3.040673084403020750e-10, 4.680240190196814991e-10, 1.198664575203261526e-09, 2.999940233208294632e-10, 3.969789535094371894e-10, 1.208505669537100932e-10
1.978000000000000000e+03, 3.628300481318027562e-10, 2.243759851617409328e-10, 7.677970278765492818e-10, 1.234198725466059918e-10, 1.234198725466059918e-10, 4.162550270607038100e-10, 3.669076549002964307e-10, 4.162550270607038100e-10, 7.677970278765492818e-10, 4.233935096588771210e-10, 8.591453599866949137e-11, 1.247577470894436494e-10
1.979000000000000000e+03, 1.430006092423888188e-10, 2.001945592170795000e-10, 9.798301486552977279e-10, 3.313295209777153498e-10, 3.313295209777153498e-10, 4.796650214184932622e-10, 1.470575969268427859e-10, 4.796650214184932622e-10, 9.798301486552977279e-10, 3.130381789840292115e-10, 2.023759812874717875e-10, 1.480198499758658945e-10
1.980000000000000000e+03, 1.360726785676532735e-10, 1.782221588759750643e-10, 8.717540507827592168e-10, 4.719840157685812308e-10, 4.719840157685812308e-10, 4.942514510885104097e-10, 1.397510427451670791e-10, 4.942514510885104097e-10, 8.717540507827592168e-10, 5.175620751112052922e-10, 1.234555042377724628e-09, 1.422657659548359019e-10
1.981000000000000000e+03, 2.948142877972892397e-10, 3.227585285804084493e-10, 9.093328823268840956e-10, 1.322939695089750358e-10, 1.322939695089750358e-10, 2.451999092529048465e-10, 2.986546422183194610e-10, 2.451999092529048465e-10, 9.093328823268840956e-10, 6.188444916529175359e-10, 3.473701837002145089e-10, 1.366589499575266256e-10
1.982000000000000000e+03, 3.702871293110717241e-10, 3.440542449976552580e-10, 8.960777632472342076e-10, 2.042235131202409632e-10, 2.042235131202409632e-10, 3.461749081296879820e-10, 3.744814687387991847e-10, 3.461749081296879820e-10, 8.960777632472342076e-10, 4.454517598393386534e-10, 3.347010607234915675e-10, 1.474308390104585886e-10
1.983000000000000000e+03, 2.743091691094276061e-10, 3.765607542973382901e-10, 1.133963188478541082e-09, 2.911550872663501089e-10, 2.911550872663501089e-10, 2.553670080135900581e-10, 2.793619566832447464e-10, 2.553670080135900581e-10, 1.133963188478541082e-09, 1.587362862492509227e-10, 2.227776223524964159e-10, 1.334224645536015500e-10
1.984000000000000000e+03, 2.136293674014355007e-10, 2.431684648443609898e-10, 8.408313777234478142e-10, 2.947507155347704783e-10, 2.947507155347704783e-10, 1.505979688569878256e-10, 2.181770216376330240e-10, 1.505979688569878256e-10, 8.408313777234478142e-10, 4.348314554856834449e-10, 6.652369273179431131e-10, 1.521032720986706775e-10
1.985000000000000000e+03, 3.288400800790104500e-10, 3.166898440424640480e-10, 8.718133546266972832e-10, 9.164077192558920967e-11, 9.164077192558920967e-11, 2.545350459539674285e-10, 3.333610142004580224e-10, 2.545350459539674285e-10, 8.718133546266972832e-10, 3.435109835009606286e-10, 5.029958588484684108e-10, 1.388579515003720852e-10
1.986000000000000000e+03, 3.673927922715815608e-10, 3.134575613442579435e-10, 7.340990043355424522e-10, 2.993320910809961690e-10, 2.993320910809961690e-10, 2.462666679000637434e-10, 3.714290056778250277e-10, 2.462666679000637434e-10, 7.340990043355424522e-10, 2.019765228487247179e-10, 2.988407634357817332e-10, 1.443977922533397325e-10
1.987000000000000000e+03, 2.400215019891631228e-10, 1.578577355415823173e-10, 9.750045472093027652e-10, 4.472190155763108866e-10, 4.472190155763108866e-10, 1.730650147761875456e-10, 2.441282546154416091e-10, 1.730650147761875456e-10, 9.750045472093027652e-10, 1.608527360437325947e-10, 6.018261785674221526e-10, 1.468444979985967970e-10
1.988000000000000000e+03, 2.387259617334992551e-10, 1.824741000630425681e-10, 1.406313975180786012e-09, 3.013732718881502312e-10, 3.013732718881502312e-10, 1.739408193830099401e-10, 2.434926193194761749e-10, 1.739408193830099401e-10, 1.406313975180786012e-09, 3.858212140141081420e-10, 1.784829154159784766e-10, 1.548722466969454921e-10
1.989000000000000000e+03, 3.680685350054423212e-10, 1.524059086840878372e-10, 1.064073166797416904e-09, 3.337394182267409489e-10, 3.337394182267409489e-10, 5.945554755535715660e-10, 3.724723271287956015e-10, 5.945554755535715660e-10, 1.064073166797416904e-09, 3.637427525276793614e-10, 4.966556398754104026e-10, 1.486127361162728177e-10
1.990000000000000000e+03, 2.070342791784034481e-10, 2.400363203247347466e-10, 7.951861805298071801e-10, 2.879569407428786275e-10, 2.879569407428786275e-10, 4.983414710966528856e-10, 2.108708208462958772e-10, 4.983414710966528856e-10, 7.951861805298071801e-10, 1.917346608853098981e-10, 4.726377776101760201e-10, 1.743185982322139001e-10
1.991000000000000000e+03, 1.935315475452672209e-10, 3.634082483988216801e-10, 7.117095472487020300e-10, 5.050896572552241610e-10, 5.050896572552241610e-10, 2.438775999090187142e-10, 1.976498510506810542e-10, 2.438775999090187142e-10, 7.117095472487020300e-10, 2.440567236918445426e-10, 6.291231972926905687e-10, 1.679641596404882595e-10
1.992000000000000000e+03, 1.927348190733662799e-10, 2.254657792084182083e-10, 9.042358990578049981e-10, 2.992356960858710563e-10, 2.992356960858710563e-10, 3.113114085725670988e-10, 1.974149582528477609e-10, 3.113114085725670988e-10, 9.042358990578049981e-10, 4.809326014496728125e-10, 2.374669433274925995e-10, 1.646944306510041833e-10
1.993000000000000000e+03, 5.449114614224271466e-10, 2.249045647003848799e-10, 1.035026056931479547e-09, 3.591806708416955447e-10, 3.591806708416955447e-10, 3.586157818675840548e-10, 5.496099787186437139e-10, 3.586157818675840548e-10, 1.035026056931479547e-09, 4.866739520833806764e-10, 2.068074489741695812e-10, 1.448387853805568265e-10
1.994000000000000000e+03, 3.451039404756562548e-10, 2.028374466715581672e-10, 1.777273811351966761e-09, 5.359608052749480591e-10, 5.359608052749480591e-10, 6.687415163501839965e-10, 3.494923941093377920e-10, 6.687415163501839965e-10, 1.777273811351966761e-09, 2.738912257858716263e-10, 5.552445619801712111e-10, 1.379081046496477841e-10
1.995000000000000000e+03, 2.961765049785881169e-10, 3.748924210064184618e-10, 1.144325831714203556e-09, 3.518195641813352190e-10, 3.518195641813352190e-10, 6.359333181535643334e-10, 2.999927178767607853e-10, 6.359333181535643334e-10, 1.144325831714203556e-09, 4.103009662142164330e-10, 4.110941028700730568e-10, 1.427212679224233132e-10
1.996000000000000000e+03, 2.573771911043695473e-10, 2.652217088493067311e-10, 8.979367006226048736e-10, 5.607978246442021112e-10, 5.607978246442021112e-10, 5.407718028760417872e-10, 2.612832461366378565e-10, 5.407718028760417872e-10, 8.979367006226048736e-10, 5.226500185684810620e-10, 6.872376324729299425e-10, 1.928851652889191045e-10
1.997000000000000000e+03, 3.096506779774347733e-10, 3.721815249014690073e-10, 7.070933563952462156e-10, 6.774188959389832364e-10, 6.774188959389832364e-10, 3.233956219302717848e-10, 3.143112468706139344e-10, 3.233956219302717848e-10, 7.070933563952462156e-10, 3.504862435844719968e-10, 2.048864183921567284e-10, 2.007473281972926706e-10
1.998000000000000000e+03, 2.896648427406264509e-10, 3.002007254326183358e-10, 7.885842544617441788e-10, 2.773687774170842196e-10, 2.773687774170842196e-10, 1.641183064305430779e-10, 2.944596177841124350e-10, 1.641183064305430779e-10, 7.885842544617441788e-10, 1.947875716769594244e-10, 6.545611026819280999e-10, 1.671946044143134834e-10
1.999000000000000000e+03, 2.788562744030070101e-10, 3.411202106857301547e-10, 8.261366011374349204e-10, 4.003447697914365265e-10, 4.003447697914365265e-10, 1.257821393905581646e-10, 2.832625165573630252e-10, 1.257821393905581646e-10, 8.261366011374349204e-10, 4.716793304682377682e-10, 3.322967933801888912e-10, 1.674556715350426487e-10
2.000000000000000000e+03, 2.984657721326600407e-10, 3.548768342251860031e-10, 6.998485746501490040e-10, 3.442808242465896587e-10, 3.442808242465896587e-10, 1.698965070242850495e-10, 3.024083609023080276e-10, 1.698965070242850495e-10, 6.998485746501490040e-10, 4.991484572989842362e-10, 7.605750803025063369e-10, 1.840152804470293320e-10
2.001000000000000000e+03, 2.625318486499925841e-10, 2.481376661682564648e-10, 1.132040192255557924e-09, 1.919335374425557637e-10, 1.919335374425557637e-10, 3.531200557593691252e-10, 2.668621885782150094e-10, 3.531200557593691252e-10, 1.132040192255557924e-09, 6.261194432672483301e-10, 6.771777024914327705e-10, 1.515825131386968159e-10
2.002000000000000000e+03, 2.157429902532825002e-10, 1.521686689568040374e-10, 2.005725604860603136e-09, 2.002636917559543969e-10, 2.002636917559543969e-10, 5.066060743680859806e-10, 2.193492525222453961e-10, 5.066060743680859806e-10, 2.005725604860603136e-09, 2.771327160656655724e-10, 1.930024322337940576e-10, 1.903096912422033391e-10
2.003000000000000000e+03, 2.700065871365914112e-10, 1.863210425214801229e-10, 1.109850148505987214e-09, 3.682894917010901363e-10, 3.682894917010901363e-10, 7.373626316014115911e-10, 2.744136440196483788e-10, 7.373626316014115911e-10, 1.109850148505987214e-09, 4.081340918039690779e-10, 7.616550342369161072e-10, 1.943228416702639457e-10
2.004000000000000000e+03, 2.953221157107794794e-10, 6.278969849058633137e-10, 7.823689424393938745e-10, 5.798272543290425028e-10, 5.798272543290425028e-10, 4.904262553984505193e-10, 2.984435971198411333e-10, 4.904262553984505193e-10, 7.823689424393938745e-10, 4.636099988841353851e-10, 7.411566836226601876e-10, 1.736702514928508843e-10
2.005000000000000000e+03, 3.316554635397663623e-10, 1.772259487641302488e-10, 9.162057560871026755e-10, 1.948332077365684669e-10, 1.948332077365684669e-10, 4.410357831901850159e-10, 3.363839848133977723e-10, 4.410357831901850159e-10, 9.162057560871026755e-10, 1.564810711560219444e-10, 3.850840624870892413e-10, 1.562189700359744899e-10
2.006000000000000000e+03, 1.680380553014020654e-10, 1.947288864274290371e-10, 1.289395587782388866e-09, 3.219260454952453417e-10, 3.219260454952453417e-10, 3.335092521681215918e-10, 1.725647509494820952e-10, 3.335092521681215918e-10, 1.289395587782388866e-09, 2.863108020668329903e-10, 6.548264808112443957e-10, 1.461716402947431036e-10
2.007000000000000000e+03, 3.790163377362914015e-10, 3.423956970665360488e-10, 1.095882996352982050e-09, 2.958496212416729384e-10, 2.958496212416729384e-10, 2.543389337242921611e-10, 3.833620264946766258e-10, 2.543389337242921611e-10, 1.095882996352982050e-09, 4.005381436164440097e-10, 8.509265612095346728e-10, 2.075332182148968599e-10
2.008000000000000000e+03, 6.174708052584064743e-10, 5.325494820072805694e-10, 1.018616132945236822e-09, 1.183519823351658591e-10, 1.183519823351658591e-10, 1.930075644977853796e-10, 6.213959673167737262e-10, 1.930075644977853796e-10, 1.018616132945236822e-09, 4.072879976184748244e-10, 2.728940050701404495e-10, 2.178292138624015400e-10
2.009000000000000000e+03, 4.382929476219235188e-10, 3.049924032631873862e-10, 6.774441029796139130e-10, 2.119955684870653662e-10, 2.119955684870653662e-10, 3.303041652359163888e-10, 4.427610072330278915e-10, 3.303041652359163888e-10, 6.774441029796139130e-10, 1.719449268554825356e-10, 1.892628701665682905e-10, 1.826567705231741362e-10
2.010000000000000000e+03, 2.988412740364555274e-10, 3.708647375575076227e-10, 7.627398097921993841e-10, 3.365051907926523218e-10, 3.365051907926523218e-10, 3.154743550185857765e-10, 3.030198796723103189e-10, 3.154743550185857765e-10, 7.627398097921993841e-10, 3.620854635752927019e-10, 7.580068066096109467e-10, 1.784940752932315228e-10
2.011000000000000000e+03, 2.907914017694064533e-10, 3.459593234774291755e-10, 1.018783048314701405e-09, 5.892799712564711446e-10, 5.892799712564711446e-10, 3.052071034228081098e-10, 2.956375190648148182e-10, 3.052071034228081098e-10, 1.018783048314701405e-09, 8.419447885830035527e-10, 1.087126359177534592e-09, 1.883201546245792398e-10
2.012000000000000000e+03, 3.906414828944919409e-10, 3.004905420667127146e-10, 9.475716892840478284e-10, 4.148167096510268680e-10, 4.148167096510268680e-10, 4.589433025958959246e-10, 3.953866661298827031e-10, 4.589433025958959246e-10, 9.475716892840478284e-10, 8.944427759602171254e-10, 4.011172007206038636e-10, 1.562874261005601253e-10
