year, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, TaiESM1, TaiESM1, NorESM2-MM, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, EC-Earth3-Veg, MPI-ESM1-2-LR
1.866000000000000000e+03, 3.768776411402081706e-10, 3.131729584221349052e-10, 6.847782004568554010e-10, 2.809303061565725608e-10, 2.809303061565725608e-10, 6.150458255564092157e-10, 3.770601595088965921e-10, 6.150458255564092157e-10, 6.847782004568554010e-10, 4.947521272430107917e-10, 7.028478066234314437e-10, 9.276877790280856459e-11
1.867000000000000000e+03, 4.741044963887629524e-10, 2.096900888967838811e-10, 4.015722164327810278e-10, 1.878809760612464651e-10, 1.878809760612464651e-10, 3.722893171244998340e-10, 4.743065088677983491e-10, 3.722893171244998340e-10, 4.015722164327810278e-10, 9.081290248478247671e-10, 1.454392037684741285e-09, 1.294789663291188153e-10
1.868000000000000000e+03, 4.045871990167514292e-10, 3.482565137686418077e-10, 1.046916779637601076e-09, 1.925467427358644643e-10, 1.925467427358644643e-10, 1.732415511261216865e-10, 4.048124738236674684e-10, 1.732415511261216865e-10, 1.046916779637601076e-09, 6.814584347935043892e-10, 7.984500677184023678e-10, 1.224092085402514608e-10
1.869000000000000000e+03, 4.214885977813203181e-10, 3.415985906249223532e-10, 4.119318532893312311e-10, 1.755057548325225075e-10, 1.755057548325225075e-10, 2.679614313363275304e-10, 4.217172218820985136e-10, 2.679614313363275304e-10, 4.119318532893312311e-10, 5.557329064726126032e-10, 5.784996888947072886e-10, 1.158000596743981096e-10
1.870000000000000000e+03, 5.884602196915386632e-10, 2.750484974423195308e-10, 4.789531907458821265e-10, 1.942202259668730357e-10, 1.942202259668730357e-10, 1.630323629861502359e-10, 5.886835625680051819e-10, 1.630323629861502359e-10, 4.789531907458821265e-10, 5.074936861784518017e-10, 6.763539557765195073e-10, 1.323652270530412201e-10
1.871000000000000000e+03, 3.976694057193832307e-10, 3.353735370405355407e-10, 5.401400125063949973e-10, 2.769390336927714464e-10, 2.769390336927714464e-10, 2.775459106073807503e-10, 3.979001996185577092e-10, 2.775459106073807503e-10, 5.401400125063949973e-10, 4.006611306170929789e-10, 8.388172281323043150e-10, 1.362441127626616701e-10
1.872000000000000000e+03, 4.320413989204432435e-10, 3.081098973566036834e-10, 7.778474759927785303e-10, 5.565923634658281461e-10, 5.565923634658281461e-10, 2.918525161740291435e-10, 4.322825034972454432e-10, 2.918525161740291435e-10, 7.778474759927785303e-10, 4.573062537491910491e-10, 4.870618253757280100e-10, 1.399736986896369020e-10
1.873000000000000000e+03, 3.382810220732429424e-10, 2.167988058102806587e-10, 5.694561025645361915e-10, 5.709802124226496095e-10, 5.709802124226496095e-10, 3.719542560628634196e-10, 3.385555238049691061e-10, 3.719542560628634196e-10, 5.694561025645361915e-10, 3.412053618984528798e-10, 1.139603176553348878e-09, 1.636149368289819765e-10
1.874000000000000000e+03, 6.394876066960134012e-10, 2.094496326531765068e-10, 5.932732306679418052e-10, 3.848182419353674434e-10, 3.848182419353674434e-10, 4.640770318800353472e-10, 6.397836307932379555e-10, 4.640770318800353472e-10, 5.932732306679418052e-10, 4.748213085367069127e-10, 7.764236942377025166e-10, 1.211331542370938720e-10
1.875000000000000000e+03, 4.277000724394714143e-10, 4.020710168561420209e-10, 1.135001455861310992e-09, 2.812524183721516835e-10, 2.812524183721516835e-10, 5.521176331711792109e-10, 4.279772575736249570e-10, 5.521176331711792109e-10, 1.135001455861310992e-09, 2.994903670982702747e-10, 1.146006497183597021e-09, 1.054390074372543686e-10
1.876000000000000000e+03, 2.903775162632802384e-10, 4.004977947544321129e-10, 5.819322790040690608e-10, 5.302657568884488730e-10, 5.302657568884488730e-10, 5.443112683168945864e-10, 2.906874152545217883e-10, 5.443112683168945864e-10, 5.819322790040690608e-10, 3.284445819754935602e-10, 6.210336323500892043e-10, 1.314500818848799085e-10
1.877000000000000000e+03, 4.425639059130427810e-10, 4.441432769627666640e-10, 4.178002349321112265e-10, 3.385195049990976006e-10, 3.385195049990976006e-10, 4.729147565710491029e-10, 4.428617475463460381e-10, 4.729147565710491029e-10, 4.178002349321112265e-10, 4.595580081889411845e-10, 5.919962263291521264e-10, 1.272035015428721308e-10
1.878000000000000000e+03, 6.581229695562449952e-10, 3.035037441385983785e-10, 6.612662511514399378e-10, 4.299631868262502394e-10, 4.299631868262502394e-10, 3.048602583571349724e-10, 6.584488337029146424e-10, 3.048602583571349724e-10, 6.612662511514399378e-10, 6.766012818308311459e-10, 1.068101205654209655e-09, 1.292011186488002407e-10
1.879000000000000000e+03, 4.199209901312179341e-10, 3.558672900980866190e-10, 7.152444663501453301e-10, 4.296441396548988148e-10, 4.296441396548988148e-10, 4.669106821695698665e-10, 4.202514832625128301e-10, 4.669106821695698665e-10, 7.152444663501453301e-10, 4.833158404477833878e-10, 4.567954441499746133e-10, 1.188476211575937251e-10
1.880000000000000000e+03, 3.895714332929355953e-10, 3.857738712492468584e-10, 1.156739794087304727e-09, 2.249230096819396740e-10, 2.249230096819396740e-10, 4.274706281575653428e-10, 3.898955684779018861e-10, 4.274706281575653428e-10, 1.156739794087304727e-09, 2.123855000599918326e-10, 5.008039194332381326e-10, 1.186308956284735681e-10
1.881000000000000000e+03, 3.277604616329220945e-10, 3.279569161329831655e-10, 5.382337683516005279e-10, 2.450300092315991765e-10, 2.450300092315991765e-10, 4.727483570597332428e-10, 3.281304842750039788e-10, 4.727483570597332428e-10, 5.382337683516005279e-10, 1.984666566877629870e-10, 1.993344845391282112e-09, 1.097879211945550368e-10
1.882000000000000000e+03, 4.738601787663448310e-10, 3.636159685644283769e-10, 5.938870784973708135e-10, 6.090173469756858346e-10, 6.090173469756858346e-10, 4.552331300458853873e-10, 4.742664632205011622e-10, 4.552331300458853873e-10, 5.938870784973708135e-10, 4.673377649759270095e-10, 7.851953220781216909e-10, 9.297498837167780164e-11
1.883000000000000000e+03, 5.182683335220359057e-10, 3.779530218399186027e-10, 3.913911607674600619e-10, 2.116316326545281233e-10, 2.116316326545281233e-10, 2.101156430170205263e-10, 5.186917974116024017e-10, 2.101156430170205263e-10, 3.913911607674600619e-10, 8.317748401282866815e-10, 3.826510516824057402e-10, 1.352570518347350371e-10
1.884000000000000000e+03, 3.692776898781538541e-10, 3.456594539268690461e-10, 1.599928835771144044e-09, 2.789023920762258039e-10, 2.789023920762258039e-10, 2.419348719959313891e-10, 3.697019273381618852e-10, 2.419348719959313891e-10, 1.599928835771144044e-09, 5.136065896419541030e-10, 3.785096615601125288e-10, 1.303775784380753217e-10
1.885000000000000000e+03, 3.060798729468374790e-10, 3.152349096610763511e-10, 4.374427307437345318e-10, 2.404242776633780059e-10, 2.404242776633780059e-10, 3.963790717765604345e-10, 3.065090464466592700e-10, 3.963790717765604345e-10, 4.374427307437345318e-10, 6.057921220011270915e-10, 8.915071652379110424e-10, 1.162669833077628345e-10
1.886000000000000000e+03, 5.494045971457211726e-10, 3.546856474122603740e-10, 7.504664527580818617e-10, 1.117411333767966613e-10, 1.117411333767966613e-10, 4.297718212256854159e-10, 5.498778110651129454e-10, 4.297718212256854159e-10, 7.504664527580818617e-10, 3.933773643715742291e-10, 1.056091528522463118e-09, 1.202138820596726247e-10
1.887000000000000000e+03, 6.680467120239537011e-10, 2.793554252878942095e-10, 5.321295642393417979e-10, 3.181406116394652817e-10, 3.181406116394652817e-10, 4.602226503960377983e-10, 6.685494442587944115e-10, 4.602226503960377983e-10, 5.321295642393417979e-10, 4.209695052936023946e-10, 1.140866612577509270e-09, 1.238614408510183068e-10
1.888000000000000000e+03, 6.390619730263388617e-10, 4.559262787865076050e-10, 4.852125498323227440e-10, 5.850237324811710355e-10, 5.850237324811710355e-10, 5.353059089003307539e-10, 6.395410163455544562e-10, 5.353059089003307539e-10, 4.852125498323227440e-10, 1.898040253515911517e-10, 4.309732602985885817e-10, 1.385483098713538170e-10
1.889000000000000000e+03, 3.770526317319747926e-10, 3.242940871613107784e-10, 1.354312379092554024e-09, 3.076081769551533811e-10, 3.076081769551533811e-10, 4.099673690681451620e-10, 3.775908777742668969e-10, 4.099673690681451620e-10, 1.354312379092554024e-09, 1.985121935434018930e-10, 1.279089572849053968e-09, 1.396208703391517831e-10
1.890000000000000000e+03, 4.515803424279533249e-10, 3.093679806325275764e-10, 7.452048657152575243e-10, 2.395613188682586047e-10, 2.395613188682586047e-10, 3.392510684731544585e-10, 4.521343978697170237e-10, 3.392510684731544585e-10, 7.452048657152575243e-10, 4.076898374033341902e-10, 1.096127833746821569e-09, 1.294074896380401951e-10
1.891000000000000000e+03, 5.157752772177275685e-10, 3.284198531998007474e-10, 5.023187647738405049e-10, 3.843005110650815346e-10, 3.843005110650815346e-10, 4.462274710706056173e-10, 5.163946386886541377e-10, 4.462274710706056173e-10, 5.023187647738405049e-10, 4.482158282243078849e-10, 5.290842419248364271e-10, 1.066434332675393721e-10
1.892000000000000000e+03, 5.943328212729342896e-10, 3.459726586321581183e-10, 8.872368239491823717e-10, 2.575744297243908713e-10, 2.575744297243908713e-10, 4.683651040309496588e-10, 5.949701423154349411e-10, 4.683651040309496588e-10, 8.872368239491823717e-10, 3.291980169233519940e-10, 1.352682440060415658e-09, 1.261557320437276611e-10
1.893000000000000000e+03, 3.896960515953325730e-10, 1.522766544418724746e-10, 6.068943610922006412e-10, 1.737928998507429312e-10, 1.737928998507429312e-10, 4.153513306329167265e-10, 3.903704062433342090e-10, 4.153513306329167265e-10, 6.068943610922006412e-10, 3.881269925324903884e-10, 1.118663358088788253e-09, 1.378344877384897024e-10
1.894000000000000000e+03, 3.366696022186879961e-10, 3.987461730670181995e-10, 6.757865616427771598e-10, 3.172201958368160845e-10, 3.172201958368160845e-10, 3.054867363165712998e-10, 3.374181683629502950e-10, 3.054867363165712998e-10, 6.757865616427771598e-10, 6.943320089860731069e-10, 3.591962671379617398e-10, 1.003294254896311088e-10
1.895000000000000000e+03, 3.462346238488686057e-10, 3.319506506255053215e-10, 8.881118907103058749e-10, 3.801770762833027598e-10, 3.801770762833027598e-10, 4.912300682269909553e-10, 3.470175773049885725e-10, 4.912300682269909553e-10, 8.881118907103058749e-10, 6.048066981080246151e-10, 6.789209361944964675e-10, 1.011176130679590983e-10
1.896000000000000000e+03, 2.930622579000801155e-10, 2.293405062539524366e-10, 8.388143350047074828e-10, 1.235360725894439170e-10, 1.235360725894439170e-10, 4.215738657112713860e-10, 2.939158672740458967e-10, 4.215738657112713860e-10, 8.388143350047074828e-10, 4.843080772633936948e-10, 1.522176794996730261e-09, 1.229121743555981405e-10
1.897000000000000000e+03, 3.906888134460027874e-10, 3.626506173398532262e-10, 6.825427192002528542e-10, 2.500951474989166919e-10, 2.500951474989166919e-10, 5.132611700621154578e-10, 3.916099732742473985e-10, 5.132611700621154578e-10, 6.825427192002528542e-10, 4.636408785270206699e-10, 7.337332938675250190e-10, 1.386793038507522594e-10
1.898000000000000000e+03, 4.492616028875357317e-10, 2.793733370232667758e-10, 5.482063583117325691e-10, 3.260375366301095026e-10, 3.260375366301095026e-10, 6.946980893784866395e-10, 4.502355571029099810e-10, 6.946980893784866395e-10, 5.482063583117325691e-10, 7.122605747497321180e-10, 7.838241081127849461e-10, 1.080907360216281978e-10
1.899000000000000000e+03, 6.715468808267718616e-10, 4.130389281508755249e-10, 5.633000356390144555e-10, 4.958928677201665638e-10, 4.958928677201665638e-10, 4.286557079915288177e-10, 6.725800767902393831e-10, 4.286557079915288177e-10, 5.633000356390144555e-10, 5.027675376641427767e-10, 4.136079703062004312e-10, 1.085947280172112493e-10
1.900000000000000000e+03, 5.358028804144336773e-10, 2.283234777072171968e-10, 1.003000908097875507e-09, 2.831495737835288231e-10, 2.831495737835288231e-10, 4.603543918861751083e-10, 5.368321963528585993e-10, 4.603543918861751083e-10, 1.003000908097875507e-09, 4.580113120781915592e-10, 9.927440043549581283e-10, 1.421206549477379206e-10
1.901000000000000000e+03, 3.021434730893060230e-10, 2.697074095232602274e-10, 4.473616844893653848e-10, 4.005094064384921405e-10, 4.005094064384921405e-10, 3.901798803700676544e-10, 3.032772973123249385e-10, 3.901798803700676544e-10, 4.473616844893653848e-10, 4.215390418565071457e-10, 5.413247558071479877e-10, 1.254327294550810059e-10
1.902000000000000000e+03, 4.040108250406839872e-10, 2.396683057403315162e-10, 1.372439159583772279e-09, 1.904960903147695907e-10, 1.904960903147695907e-10, 3.016127759367550168e-10, 4.051677871035958451e-10, 3.016127759367550168e-10, 1.372439159583772279e-09, 2.642624061341253006e-10, 1.039618189860949467e-09, 1.473455306434052546e-10
1.903000000000000000e+03, 6.719063081295638044e-10, 3.569613690634228160e-10, 1.029395353094033459e-09, 3.864535932934913783e-10, 3.864535932934913783e-10, 4.068140377476638302e-10, 6.730388359584787482e-10, 4.068140377476638302e-10, 1.029395353094033459e-09, 4.446215274429352311e-10, 3.913667846087725348e-10, 1.256900350053602421e-10
1.904000000000000000e+03, 7.258464216858317325e-10, 4.678886916208261655e-10, 1.323453479842495100e-09, 5.542892926997660387e-10, 5.542892926997660387e-10, 3.806048394311786132e-10, 7.270312029326164443e-10, 3.806048394311786132e-10, 1.323453479842495100e-09, 5.279522369659170976e-10, 3.853352801765581861e-10, 1.525754031778469018e-10
1.905000000000000000e+03, 3.127660211436522112e-10, 4.834579575481473438e-10, 1.353119622904771217e-09, 4.261207926220480563e-10, 4.261207926220480563e-10, 2.733828449775345481e-10, 3.138789076595134565e-10, 2.733828449775345481e-10, 1.353119622904771217e-09, 4.189503908165747261e-10, 5.937130452452091405e-10, 1.342186672450018396e-10
1.906000000000000000e+03, 4.382637612632626251e-10, 2.923432613339897699e-10, 5.996869043165077839e-10, 3.159245816935047175e-10, 3.159245816935047175e-10, 4.269429243338873014e-10, 4.394950139686302723e-10, 4.269429243338873014e-10, 5.996869043165077839e-10, 4.528334754630131050e-10, 1.291949770536348334e-09, 1.390728294540677585e-10
1.907000000000000000e+03, 6.078598603645116175e-10, 2.649644823911067337e-10, 6.010593928654140907e-10, 3.097417651861884418e-10, 3.097417651861884418e-10, 4.148845910473595930e-10, 6.091534834448091742e-10, 4.148845910473595930e-10, 6.010593928654140907e-10, 2.938079704346396188e-10, 6.747743589988245529e-10, 1.284256013316049749e-10
1.908000000000000000e+03, 6.025481482775449383e-10, 2.744229287448757840e-10, 1.011094960033442332e-09, 3.477184991953393820e-10, 3.477184991953393820e-10, 5.032088987126992652e-10, 6.038725627222039710e-10, 5.032088987126992652e-10, 1.011094960033442332e-09, 3.140469039842711479e-10, 1.076773304871432490e-09, 1.417881636852014598e-10
1.909000000000000000e+03, 5.228119727628555873e-10, 3.925803078172938454e-10, 5.712977897230706436e-10, 2.347853883094366070e-10, 2.347853883094366070e-10, 3.133377514672924497e-10, 5.242354192427824365e-10, 3.133377514672924497e-10, 5.712977897230706436e-10, 3.819969651176639591e-10, 8.444291008911242292e-10, 1.499151550419510972e-10
1.910000000000000000e+03, 7.811349064920559837e-10, 3.349291249100725744e-10, 9.539080427090390705e-10, 4.908665260341445212e-10, 4.908665260341445212e-10, 3.811285511799666392e-10, 7.824941058621575717e-10, 3.811285511799666392e-10, 9.539080427090390705e-10, 4.088244458159760283e-10, 6.098892368134904617e-10, 1.465997018922004128e-10
1.911000000000000000e+03, 3.824156712878525957e-10, 1.720363613181601019e-10, 8.062397698706009402e-10, 5.068398330309212312e-10, 5.068398330309212312e-10, 5.296510513394797770e-10, 3.837533394379470414e-10, 5.296510513394797770e-10, 8.062397698706009402e-10, 5.606378135363110674e-10, 9.400701686014666861e-10, 1.553445984820595433e-10
1.912000000000000000e+03, 5.071847671952130920e-10, 3.557385839310750342e-10, 4.190601695147963056e-10, 2.570761693947714927e-10, 2.570761693947714927e-10, 5.621710335381422039e-10, 5.087500152950575894e-10, 5.621710335381422039e-10, 4.190601695147963056e-10, 5.490627077711222793e-10, 1.813394091905502050e-09, 1.388891656142191130e-10
1.913000000000000000e+03, 4.316864092644401542e-10, 3.640021582157669625e-10, 6.199476701895838781e-10, 2.297728176981639239e-10, 2.297728176981639239e-10, 5.088258151644096528e-10, 4.333801113774200502e-10, 5.088258151644096528e-10, 6.199476701895838781e-10, 4.358423246676800164e-10, 6.628715476475360625e-10, 1.274091017293565214e-10
1.914000000000000000e+03, 7.194224248271698454e-10, 2.302780484697697408e-10, 8.270549920637383399e-10, 2.729684478359451894e-10, 2.729684478359451894e-10, 5.003761487640000479e-10, 7.209245714269481994e-10, 5.003761487640000479e-10, 8.270549920637383399e-10, 3.986336224637313401e-10, 4.239608803798633024e-10, 1.303751992267222127e-10
1.915000000000000000e+03, 4.176407334587720954e-10, 3.299446249692149494e-10, 4.759825891703220287e-10, 3.129332107861829084e-10, 3.129332107861829084e-10, 3.602136421077561058e-10, 4.191052339404720402e-10, 3.602136421077561058e-10, 4.759825891703220287e-10, 4.560859817265916230e-10, 5.649687736316781269e-10, 1.281576325384460366e-10
1.916000000000000000e+03, 2.995736905886997147e-10, 3.527535899229437457e-10, 9.942279389710296215e-10, 3.754454987741801058e-10, 3.754454987741801058e-10, 2.942492890979639192e-10, 3.011754355963549018e-10, 2.942492890979639192e-10, 9.942279389710296215e-10, 3.616244879610302226e-10, 1.287741611150489405e-09, 1.295429070835212056e-10
1.917000000000000000e+03, 3.586848963258533572e-10, 2.019321020842743040e-10, 5.961411173806797504e-10, 4.859504360160923650e-10, 4.859504360160923650e-10, 3.238106140006804045e-10, 3.604609289008022537e-10, 3.238106140006804045e-10, 5.961411173806797504e-10, 4.241663111791126141e-10, 6.753439241964548085e-10, 1.123366013553704840e-10
1.918000000000000000e+03, 5.435773113655509170e-10, 2.771339953314624540e-10, 7.750991600980484295e-10, 1.654931975201165570e-10, 1.654931975201165570e-10, 4.768363366206690106e-10, 5.453692514354269053e-10, 4.768363366206690106e-10, 7.750991600980484295e-10, 4.378911061217353741e-10, 9.709012992346718469e-10, 1.070493821428278029e-10
1.919000000000000000e+03, 3.606774169029064094e-10, 2.620762455810280105e-10, 8.757009601608993691e-10, 3.608526782990835984e-10, 3.608526782990835984e-10, 5.051387351648145221e-10, 3.623588739776240269e-10, 5.051387351648145221e-10, 8.757009601608993691e-10, 3.466081559663458992e-10, 9.979472644515955585e-10, 1.617422002646673765e-10
1.920000000000000000e+03, 1.995410067437321402e-10, 4.064720643273811249e-10, 6.089124631167561823e-10, 3.511831587137628252e-10, 3.511831587137628252e-10, 5.458653598384417079e-10, 2.012775677740484492e-10, 5.458653598384417079e-10, 6.089124631167561823e-10, 4.730884671426323478e-10, 8.885857234669020169e-10, 1.450494586062718872e-10
1.921000000000000000e+03, 5.532261224039592705e-10, 3.861250805464645080e-10, 6.305742982735354579e-10, 1.218225641654728603e-10, 1.218225641654728603e-10, 4.211179879647131898e-10, 5.552100119776917872e-10, 4.211179879647131898e-10, 6.305742982735354579e-10, 3.949534827152113225e-10, 4.901970028585818223e-10, 1.426494588281466080e-10
1.922000000000000000e+03, 5.486684258198824425e-10, 3.532312501510083500e-10, 8.468487412949618971e-10, 2.348720224690049739e-10, 2.348720224690049739e-10, 1.760540437658880186e-10, 5.505520631400607383e-10, 1.760540437658880186e-10, 8.468487412949618971e-10, 3.689240746351449112e-10, 6.831346392028871835e-10, 1.285077879629961982e-10
1.923000000000000000e+03, 4.465898277629577826e-10, 3.425747568537990956e-10, 5.571550131113678772e-10, 5.654628248030803498e-10, 5.654628248030803498e-10, 2.323022190192320881e-10, 4.483680106692325426e-10, 2.323022190192320881e-10, 5.571550131113678772e-10, 3.659996188717531901e-10, 5.153246122894382355e-10, 1.497592845313625584e-10
1.924000000000000000e+03, 2.272940305946040857e-10, 2.158688589992570825e-10, 9.603972444698768438e-10, 2.591204553196635247e-10, 2.591204553196635247e-10, 2.695717407960712050e-10, 2.291387534091569483e-10, 2.695717407960712050e-10, 9.603972444698768438e-10, 5.242682520170110098e-10, 7.162007589276367904e-10, 1.147089008936432004e-10
1.925000000000000000e+03, 3.767656537507136839e-10, 2.639455203363891802e-10, 6.502879208243320858e-10, 1.570256565659054824e-10, 1.570256565659054824e-10, 2.863771352283243425e-10, 3.791174283309058171e-10, 2.863771352283243425e-10, 6.502879208243320858e-10, 4.024749938751165440e-10, 8.112679279152231118e-10, 1.155710944450884711e-10
1.926000000000000000e+03, 6.545469123691171008e-10, 2.406930337311477457e-10, 1.056180921483004072e-09, 1.288483231821124142e-10, 1.288483231821124142e-10, 5.086984649552918162e-10, 6.569326128190087487e-10, 5.086984649552918162e-10, 1.056180921483004072e-09, 3.246804368863017732e-10, 8.405872986914873909e-10, 1.164434393214070906e-10
1.927000000000000000e+03, 6.573502393572159822e-10, 3.467186614244114719e-10, 7.687374795679218117e-10, 2.406328939460203683e-10, 2.406328939460203683e-10, 3.604849909822058693e-10, 6.594753699758468783e-10, 3.604849909822058693e-10, 7.687374795679218117e-10, 3.517858787464185680e-10, 4.801010457893671146e-10, 1.258684394685739687e-10
1.928000000000000000e+03, 4.868174046562705766e-10, 2.516736529537076422e-10, 4.687990920021280693e-10, 3.435779599863866002e-10, 3.435779599863866002e-10, 3.291757914231720573e-10, 4.889536341536884707e-10, 3.291757914231720573e-10, 4.687990920021280693e-10, 4.260839666680245669e-10, 1.130725694786794027e-09, 1.417121677072085449e-10
1.929000000000000000e+03, 2.786989559038739835e-10, 2.914403522222479987e-10, 7.661594268571491968e-10, 1.461928938255719765e-10, 1.461928938255719765e-10, 3.420854835777251847e-10, 2.807268657747023254e-10, 3.420854835777251847e-10, 7.661594268571491968e-10, 2.823224891960042165e-10, 4.891222972892293246e-10, 1.145597734904313086e-10
1.930000000000000000e+03, 3.455591980087944381e-10, 3.161088537148255857e-10, 1.110710168128692168e-09, 2.535845547917984241e-10, 2.535845547917984241e-10, 6.187381359822601656e-10, 3.479498718897337756e-10, 6.187381359822601656e-10, 1.110710168128692168e-09, 3.534288257151374749e-10, 4.012266969330040766e-10, 1.058355110422337546e-10
