year, CMCC-ESM2, CNRM-ESM2-1, UKESM1-0-LL, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM
1.860000000000000000e+03, 1.685187594586713876e-09, 7.203050459501189039e-10, 5.978104106078319523e-10, 6.436051856863034504e-10, -5.964338016140333254e-10, -5.741324226850566899e-10, -5.737917239778675582e-11, 8.920865965787489016e-12
1.861000000000000000e+03, -1.998924682421826607e-10, 1.740933450907294108e-10, -7.170774348889112137e-10, -9.289513484583286904e-10, -8.694260391595309423e-10, 1.017407905168408161e-09, -6.028990537757644062e-10, 8.465536256330770521e-10
1.862000000000000000e+03, -5.740215228292198052e-10, -1.567327627276543863e-13, -1.615448071584522495e-09, -1.008920269732057205e-09, -4.721538320750370250e-10, -3.914315158945026080e-10, -2.329420047826810541e-10, 5.923065925602771313e-10
1.863000000000000000e+03, -6.497592962890715464e-10, -5.415576193701788764e-10, 4.813579398914656373e-10, -2.251433035486848084e-10, 1.428816804708460782e-09, 3.414902106221117143e-11, 9.293642055923023163e-11, 2.367152710784155604e-11
1.864000000000000000e+03, -4.762831793328228294e-10, 2.754547725330283152e-10, -1.195507648246692894e-09, -1.169053100743549309e-09, -9.623777251331482011e-10, 2.759043939539707999e-10, -2.372180208471572346e-10, -4.689998796753156002e-10
1.865000000000000000e+03, -1.295424750481932614e-10, 1.111024963247786458e-09, 1.152204707253341920e-09, -9.657319382578114948e-11, -1.108760001817732917e-09, -1.278295780640733110e-09, 1.167279044387559538e-11, -1.232612734183757227e-09
1.866000000000000000e+03, 1.157233611392503861e-09, -9.402443941227988316e-10, 5.836221841695855357e-10, 3.429631660115488400e-10, 1.432453269069039901e-09, -5.786007346719252945e-10, 8.856110697937176111e-10, 3.030698026413575855e-10
1.867000000000000000e+03, 1.219070060045905027e-10, -1.951881039321113656e-10, 4.314451219807830389e-11, -7.225214522604002191e-10, 4.903008025647544486e-10, 3.832130263888282825e-10, 4.551213366902841567e-10, -8.181629747605505612e-10
1.868000000000000000e+03, -3.029699148332058257e-10, -3.310459893595981999e-10, -2.526937277927271133e-10, -1.544897015423500706e-09, -7.330361695896649938e-11, 9.831813536377965355e-10, 3.535374790862058167e-10, -3.998957565149407556e-10
1.869000000000000000e+03, -2.267487387143955190e-09, -3.028126840711801688e-10, 4.454991276489388356e-10, 2.141906655468360611e-09, 2.471055823705027098e-10, 8.533573672522382580e-10, -1.664903417900093079e-10, -2.397839693570826857e-10
1.870000000000000000e+03, -3.901903962057199941e-10, -4.199339099928724782e-12, 1.570784336360611817e-09, 2.119625622548880315e-10, 9.365572544677014112e-10, -1.290023155196080476e-10, 1.349511809725972316e-11, -6.467918358462926233e-11
1.871000000000000000e+03, 9.351912345768307090e-10, -3.126385503044008843e-10, 2.874742486491719781e-10, 9.340364116507912643e-10, 1.580010817675690412e-11, -1.547341136846084883e-09, 1.835160101375238826e-10, -2.030556033283733027e-10
1.872000000000000000e+03, 1.063680165738280206e-09, 3.382256450714139317e-10, -3.306269081137341532e-10, 1.043729030934931531e-09, 6.079079924527784548e-10, -4.374323423239419481e-10, -3.556330514507493541e-10, 7.246537972987933676e-10
1.873000000000000000e+03, 1.001923534547867544e-09, -8.669583447048799924e-10, 2.451106385468262656e-10, 3.555346375732048549e-10, -1.175483550413202620e-09, 1.393381697415497466e-09, 2.239080640993416250e-10, -3.522802447303761914e-11
1.874000000000000000e+03, -6.224807778780527709e-10, 4.891879191341644950e-10, 5.390829656669369485e-10, 9.656175108672784961e-10, 7.151078543095882562e-11, 2.481006769597820114e-10, 6.541967916954530200e-10, -1.536386509009789606e-10
1.875000000000000000e+03, -2.099451382645234024e-09, 7.724524839614084231e-10, -5.031932934708886975e-10, 1.017161824345173422e-09, 4.174851307126545009e-10, -1.289390659861947148e-09, 2.236467858272272675e-10, 3.653490014757571643e-11
1.876000000000000000e+03, 2.199838217742539277e-10, -4.346398243499377367e-10, 9.452892356831723496e-10, -1.247490484094379908e-09, -5.474623234723169428e-10, 9.853510071202251523e-10, -3.326828611465753178e-10, 6.035957641579970538e-10
1.877000000000000000e+03, 1.235047808333526323e-09, 1.670872204977135787e-10, -1.256624966582004676e-09, 8.102631634326245584e-10, -8.636810220296224157e-10, -4.313879153226983186e-10, 4.300105854814410029e-10, -4.085674674203166118e-10
