year, CanESM5, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, INM-CM5-0, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, GFDL-ESM4, NorESM2-LM, INM-CM4-8, IPSL-CM6A-LR, TaiESM1, NorESM2-MM
1.912000000000000000e+03, -3.355914476880925701e-01, -2.177600508457202821e-01, -7.122965118122994224e-03, -2.922996376189379575e-01, 9.936599041334641391e-03, 2.412954337793493317e-02, -8.760945880487953918e-02, 5.799851411268815982e-01, -1.028431485918867017e+00, -1.169391506017083693e-01, 4.420787354309211326e-01, 1.300681212230760456e-02, -1.362844070429778537e-02, -2.187321236504792543e-02, 6.561842054140980540e-01, -7.181884946273947579e-02
1.913000000000000000e+03, 5.774599343922700578e-01, -2.439434542065504682e-02, -1.315193050816070366e-02, -1.726207986124298766e-01, -6.430842828200691863e-02, 1.202356423495798549e-01, -3.434446507835883788e-01, 4.280867643192620003e-02, 6.802169171616020416e-01, 2.044213562426620279e-01, 4.602733586821238232e-01, -1.470046216913481994e-02, 8.937835797041220054e-02, -5.552013769977725416e-02, 2.629875127090120501e-01, -9.375852036935765355e-02
1.914000000000000000e+03, 8.102205866160681058e-01, -2.856374139191878436e-01, -2.957495343228840837e-03, 1.847811668768688936e-02, -2.436005659675727908e-01, -9.073929287785276188e-02, -1.735935580121382438e-01, -3.355663709783551218e-01, 6.548307930861191339e-01, -1.666360897550950293e-01, -5.493103138847902356e-01, 4.216045221567909715e-03, 2.734122849014222756e-01, 1.995916224079459234e-01, -3.904129118813574606e-01, 1.813342751542613290e-02
1.915000000000000000e+03, 3.530013960591693589e-01, -1.376912342758155883e-01, -2.378162483126909643e-02, -3.316918522742760139e-02, -8.850925222312268359e-02, 2.252940023526793512e-01, -1.573096048185171625e-01, -3.517076841601502607e-02, 2.769803686733847692e-01, -4.723870893215145750e-03, -3.620460329707266278e-01, 7.008911788248564124e-03, -2.157111500420028083e-01, -2.332321643171566539e-01, -3.205017813495809609e-01, -2.158176678125179812e-02
1.916000000000000000e+03, -9.993210481610517726e-02, 2.197686445770712371e-01, 6.915563589044498860e-02, -3.933352756254041016e-02, 1.038544202240126446e-01, 4.306874826064314987e-02, -4.073341538023211861e-02, 2.386700876572620325e-02, -9.034307110668904350e-01, 7.470228176110582652e-02, 1.289788743092569467e-01, -7.904381603677478052e-02, -4.757993301488009918e-01, -2.770046048772890068e-01, -1.570859775271422065e-01, 8.077098943878285864e-02
1.917000000000000000e+03, -2.926862179218305271e-01, 2.366842704989380597e-01, -1.691780123926723417e-03, -1.257461313310263562e-01, 6.058062038129851529e-02, -7.527618825959013667e-03, 1.708901538368918227e-01, -1.284583663251603891e-01, 2.180378129669909015e-02, 1.399908265277913059e-02, 8.237345580343370666e-02, 5.969226479652847001e-02, -1.193602830538941784e-01, 1.189376413185014858e-01, -2.045419516960363948e-01, 1.161283796934794998e-01
1.918000000000000000e+03, -2.872910675923425194e-01, 3.106830635837602994e-01, -7.843574192422644517e-03, 1.617990393975205637e-02, -1.320404931908404356e-01, -1.958691436746025083e-01, 1.185887244684622061e-01, 4.973237167151500771e-02, -9.734878521084500136e-02, 9.891814864033947330e-02, -7.487404053811150262e-02, -1.647269983970681877e-03, 3.631002637980266790e-01, -2.707283628439131548e-02, 7.761993584705525473e-01, -7.096528399312343471e-02
1.919000000000000000e+03, 9.261516035346728515e-02, -8.062925924792919627e-03, 6.212546406511012566e-03, 1.444107181588097644e-01, 2.004484293716953247e-01, 1.675100180971997310e-01, -1.102532462583148860e-02, 2.018285851683621623e-01, -3.679404384443322185e-01, 1.273382972723941312e-03, -4.124960529409048560e-01, -4.062350370300308461e-02, -6.097977184908241061e-02, -2.126152512317383211e-02, -1.367545685794450405e-01, -9.426227932113832864e-02
1.920000000000000000e+03, 1.104633764950364305e-01, -2.897759453961048504e-01, 2.737692792232847370e-03, -1.535510768218800379e-02, 4.526713045214895287e-02, -1.810459926507882941e-02, 1.150820713216392788e-01, 5.087082195714389549e-02, -6.951479382086879211e-01, -6.758204915603555074e-02, 1.571190614338096314e-01, -4.597447847116285097e-02, -5.978090563735437811e-03, -3.163835474639765666e-01, -4.620223442114234635e-01, -1.122080578802688300e-01
1.921000000000000000e+03, 1.613787613968813150e-01, -1.186963989036570744e-01, -2.746331239099391447e-02, -9.531761044357621449e-03, 1.692844514927989152e-01, 1.819706415808010624e-01, -2.032465235315157326e-01, -4.061507179921639565e-01, 3.492584102284294612e-01, -1.945781134992307856e-02, 6.071347389638654946e-01, -3.988598239508365367e-02, -1.610487233700718668e-01, -1.417958682764828282e-01, 4.610052677637794805e-01, 1.270453498511242910e-02
1.922000000000000000e+03, 3.290425028068331703e-01, -2.476203070105156834e-01, -9.100556490625923145e-02, -3.991879238665035912e-02, 2.642879927522810979e-01, 3.348848402816672620e-01, -2.344351295406624514e-01, -2.106191436530658878e-01, 4.694945389288608939e-01, -1.337651448316946601e-01, -4.749983408925104178e-01, -7.632564827878232649e-02, 2.741546973174202595e-01, 1.771017328365601662e-01, 1.559646609837999076e-01, 1.457659469438965794e-01
1.923000000000000000e+03, 4.474100909341716115e-02, -1.252126936301649063e-01, 1.094028600797077311e-01, 5.574641620635042288e-02, -1.420948901420018284e-01, 1.306352332447539843e-02, 4.343724277164856540e-02, 6.065657004767757154e-01, 6.389193277733253851e-01, 2.475206775542086735e-02, -5.042866009451081322e-01, 8.814622507181429922e-02, -7.564248528010500960e-01, 8.451242505899750346e-02, -8.595035021153065724e-01, 9.871231243687723922e-02
1.924000000000000000e+03, -2.846497650346738739e-01, -1.281967617349087651e-01, -1.887641302264600474e-01, 1.108906429536575672e-01, -6.754233652657451459e-02, 2.498553688971174025e-01, -2.283942800417109453e-01, 2.549459301033800696e-01, -1.582391764523148892e-01, -6.809382766266544595e-02, 1.183259378333928052e-01, 1.813473317407204508e-02, 2.149183667924738778e-02, -2.972399654300772465e-01, 3.016747913596270481e-01, 9.623809836847447771e-03
1.925000000000000000e+03, -3.282453168154323420e-01, 4.870558829279990343e-02, 1.235968917395399713e-01, 1.091824176827507070e-01, 5.934931974755976863e-02, 2.866743854451269113e-01, -1.103182423405690282e-01, 4.086154096833251315e-03, -4.517583324724250282e-01, 1.061211607869819301e-01, 5.809321400094491494e-01, 7.392234724122039025e-02, 2.565946433080842914e-01, 3.679395654315990027e-01, 5.409537578038992045e-01, 5.187709557185269695e-03
1.926000000000000000e+03, -1.374984700534839788e-01, -1.167749202185583840e-01, 2.360069495781073542e-02, 1.815178948903729828e-02, -2.915258126223999047e-01, -2.250747761829386406e-01, -3.596863153738319996e-01, 1.431442466154529969e-01, -2.923829741204824195e-01, -1.295162008737946353e-02, 4.630219112675642568e-01, 1.922018802273927837e-02, 4.813981382975254797e-01, -6.270879936312306890e-02, 1.822574596098152089e-01, -3.622285916900055275e-02
1.927000000000000000e+03, -2.396603054680048958e-02, 8.604884704774865348e-03, 1.843825547572817275e-03, -1.980044867618631355e-01, 1.924629971722224275e-01, -1.312706465838116843e-01, 1.951073565835922119e-01, -1.308143634488668494e-01, 8.361511659738085633e-01, -1.184182464013170677e-01, -4.372669313259670565e-01, -9.282243227131356522e-02, 4.024962092163344440e-01, 1.737184717036747705e-01, -3.037461038472342723e-01, -1.414981462337620323e-02
1.928000000000000000e+03, 4.746819928490103035e-01, -2.735509910305749526e-01, -6.654360108724120815e-02, -3.146652187738837592e-01, -2.315516149605003904e-01, 4.097552667886653066e-01, 1.693585443081752906e-01, -2.582305684545903035e-01, -9.761884570148108287e-01, -5.331664781299710887e-02, -4.262056060156048098e-01, -5.179340119698195959e-03, -6.363807817532238231e-02, 1.438600772811083339e-01, -5.340888970846007222e-01, -1.430540675074503006e-02
1.929000000000000000e+03, -4.877930892251227529e-02, -7.486705661015681523e-02, 1.035137373483398932e-01, -1.101808255145941967e-01, -4.052164295381451703e-02, -3.647661596395431194e-01, 2.722586380237684844e-01, -1.075867864238919808e-01, -1.309115242003468516e-01, -1.577623434622029558e-02, -1.855163191102754960e-01, -1.836264692314652433e-02, -2.920254111254452778e-01, -3.372630635325739590e-01, 6.929464376482220578e-01, 6.397935162307290258e-02
1.930000000000000000e+03, -7.736667945474612340e-02, 2.284830027233818173e-01, 7.169185267871580614e-02, -6.226743299128793818e-02, -8.239005146798974999e-02, 2.136004331856928076e-02, 3.003089641297913004e-01, 1.052769174229054999e-01, 2.891130537826440694e-01, 1.462063440826013860e-01, 1.801643963446963870e-01, 1.210822989655046221e-02, -3.936604371797333690e-01, 1.314122158388822126e-01, -1.802516788029916717e-01, -1.675037960041552421e-01
1.931000000000000000e+03, -1.799703559164141375e-01, -2.975249590795593342e-04, -1.795971965697148176e-01, -9.586675009400090486e-02, 2.144731466336977088e-01, 5.200124877740507773e-02, -1.454447470827919253e-01, 4.425891685423394839e-01, 2.677959349146634138e-01, -2.303538850433791418e-01, -1.051102817914626730e-01, 4.950087882083367002e-02, -4.162137541253391193e-01, 8.186287545623327500e-02, -5.318271322999317263e-01, -3.111197191871359347e-01
1.932000000000000000e+03, 1.466245393194262059e-01, 3.390278057283006019e-01, -1.094321302449335204e-01, 3.271185512417755514e-02, 9.924831736890973866e-02, 2.348156287359774719e-02, -1.119531406541077606e-01, -1.088188046955479854e-01, -7.948525235839457581e-01, 1.399046773466973148e-01, -4.550015260790878369e-01, -2.690198043249810832e-03, 6.684554508417056562e-01, -3.883461083997468647e-03, 8.715079384206737556e-01, 8.112310390581879693e-02
1.933000000000000000e+03, -3.091990822885612444e-01, 4.715805554768616181e-01, 1.029802324881297221e-01, -4.505673441282009861e-02, -5.171487547064600176e-02, 6.408318051358921075e-01, 3.345966118136556311e-01, -2.479010230213078980e-01, 1.482742142433806365e-01, 1.163281165697683910e-02, 4.511182473802322068e-02, 6.373698059625221291e-02, 3.744520251593401738e-01, -4.030946267868335542e-01, 2.327159890523090580e-01, 1.075801954026194968e-01
1.934000000000000000e+03, -8.221346708356702324e-03, -2.502539332061016197e-01, 1.389570864694077978e-01, 4.126915656657704351e-02, -1.551238521774186497e-03, 3.956563759187306517e-02, 3.117071386331863314e-01, 1.252265820106576166e-01, -9.031832557411675344e-01, 1.386395689351826721e-01, 3.895716841017042575e-02, 7.719816908090196272e-02, -1.496814675000372741e-02, -3.528825008328692059e-01, -7.415974819042083777e-01, -8.665900686075136972e-02
1.935000000000000000e+03, 1.981214962668307322e-01, -2.476957260556680029e-01, -2.270083570591493183e-01, -1.481166989452354088e-01, 2.496258225033945177e-01, -8.594615938397116850e-02, 5.794559270391945460e-02, -8.136066768814952110e-02, -8.479668720838402785e-02, -2.214849598358983873e-01, -2.521312877361599480e-01, -8.181942258244262467e-02, -8.512561988456726278e-03, -1.855846072657456325e-02, 5.254091157331640671e-01, 2.750802398572862670e-02
1.936000000000000000e+03, 5.621882325126580371e-01, -2.434718125063918201e-02, -3.570245136852972373e-02, -2.583743660682705778e-01, -8.748885366609826519e-02, -5.812682076264052977e-01, 1.798105947964285523e-01, -6.854161101046228610e-02, 5.810084025973587529e-01, 3.421478555381308323e-02, 3.432139415417513328e-01, -1.558247138240398399e-01, 3.172373888651817270e-02, 3.371186204006086928e-01, -3.680552161728142813e-01, -7.908590988990080173e-02
1.937000000000000000e+03, 4.574062208023692289e-02, 1.892469851284353044e-03, 1.407605427856258029e-01, -6.269664420275046848e-03, 2.893498646928898688e-01, -8.896368714846965287e-02, -1.107832047292194866e-01, -1.161854386512705707e-02, 5.283108045566063948e-01, 3.664110212453301069e-02, -6.468179538082471924e-02, -5.950024561370906295e-02, -3.927193087108064862e-02, -2.292765771582120360e-01, -3.513327168368456932e-01, 4.371366062087082144e-02
1.938000000000000000e+03, 7.945722114517499157e-02, 2.687593061148384199e-02, -8.661745899971583576e-03, -1.660800199498077556e-02, 2.592764476141972696e-01, 2.043409114179284281e-01, 3.064196107235447886e-02, 4.249609946095571633e-01, -9.618380971568774029e-01, 2.547988473296291523e-01, -3.260835265300309760e-01, -2.770915777510238320e-02, 2.496374032793713671e-01, -1.290075338286719719e-01, 4.490813532758826665e-01, 6.284964111812556264e-02
1.939000000000000000e+03, -1.628203419842965127e-01, 2.608601123487979678e-01, -3.001151757877205950e-02, -1.408622155961973821e-01, 1.618162493971212618e-02, -1.822939180446599139e-01, -8.723094373899455134e-02, 1.329289043898499723e-01, -1.213101095991089146e-01, 1.091187075992299943e-01, -8.738858749732347775e-02, 9.971765057377340868e-02, 1.313050093139509211e-01, 4.250164696523417440e-01, 2.159730972889475561e-02, -5.559678321335793927e-02
1.940000000000000000e+03, 1.094591532744981915e-01, 3.949974732361128532e-02, 9.319705201821407159e-02, -2.089947234582567870e-01, -1.258346774736107121e-01, 2.888999886689768704e-01, 2.346219960789280162e-02, -1.757747251390520959e-01, -3.599638846522763558e-01, -1.382630713999155880e-01, -1.232751206941103544e-01, -1.175641706338176468e-01, 2.185001883364906805e-01, 1.002273155710419195e-01, -2.944067498841633768e-01, -1.154457783471660032e-01
1.941000000000000000e+03, -2.828448872987772145e-01, -1.816516397442581587e-01, -4.352447372253830105e-02, -5.186109485278358328e-02, -1.352538056808298972e-01, 5.059918452607910407e-03, 2.141495007707543974e-01, -7.291145662646464354e-02, 9.059103448769362243e-01, -1.521823190235769285e-01, 4.334858299038978346e-01, 5.662292909448964767e-02, -8.493400851483734471e-02, -8.774679442069002744e-02, 3.502627029527285996e-01, -1.525442846858782002e-02
1.942000000000000000e+03, -1.986040216546949566e-01, -1.698081456522970156e-01, 6.374019497097886677e-02, 3.057994002413972831e-02, -3.069843145272502793e-01, 6.112126577794274943e-03, 1.027093956431005400e-01, 2.331270779342669575e-01, -3.793871474099952401e-01, 1.654085547039612913e-01, 3.060881767818807719e-01, 1.089369416442325655e-01, -7.619007145295603189e-02, -4.036627125551777162e-01, 1.452281566941840130e-01, -9.399080926424575877e-02
1.943000000000000000e+03, -2.455953360282960019e-01, 5.712031349071231695e-02, -1.416287867255735522e-01, 8.037129149161276187e-02, 3.081440930211533091e-01, 5.785293103818118787e-01, 9.723829709397738275e-02, 4.168742739421662513e-01, -9.912330608590337599e-02, 1.211884808459936375e-01, -3.784478987137784300e-01, 1.819571348356394461e-02, 3.617966005265493834e-01, 4.495744687289053576e-02, -6.892008570756508190e-01, 8.393830954940199873e-02
1.944000000000000000e+03, -2.559041644772814816e-01, 1.048239518536559917e-01, -2.468574862865090813e-01, -6.058384986398487188e-02, -1.906360921848467838e-01, 1.490101570562582696e-02, -1.010655251668582805e-01, -4.534314778334415375e-03, -1.793965481016745189e-01, -1.972193168907948047e-01, 2.237603814657507587e-02, -3.071252300178995906e-02, -8.693700792357059171e-02, 1.123030429661941304e-01, -1.925266658613078996e-01, 1.277096860213678686e-01
1.945000000000000000e+03, 1.262454757769762223e-02, -5.798266597915834736e-02, 1.510892535011195692e-01, 9.942911164296035567e-03, 3.876335012443025141e-01, 3.678521750552488645e-01, -2.381039359115860177e-01, -4.953893490195011018e-01, 9.358992378893607467e-03, 4.052570713223363486e-01, 4.751467419655832081e-01, -7.610612143526121476e-02, 2.816827733738087036e-01, 4.964673163848929392e-03, 5.712265471275655981e-01, -1.005862621760011955e-02
1.946000000000000000e+03, -9.817199023904409072e-02, -1.240035221524561637e-01, 6.936070537458899343e-03, 1.000210202130200066e-01, 7.177540986638340781e-02, -4.551502395952038982e-01, -1.528287300497918888e-01, 2.162301393233438118e-01, -2.637940327697739229e-01, -2.827304066648195224e-01, 2.426024912080003704e-01, -7.477088413404511802e-02, 1.185203935131310948e-01, -1.224046758103561165e-02, 1.995957786897885333e-02, -1.505072657448341678e-01
1.947000000000000000e+03, -2.466750662956598561e-01, -1.864064360932123354e-01, 1.882000476498985331e-01, -4.853034406191072958e-02, -7.555862298145410265e-03, 3.473735367538267893e-02, 1.400739127142484608e-01, 1.031947213891588888e-01, 1.103786642003862672e+00, -1.572178116963026118e-01, -5.440750975276708035e-01, 3.307009352602176266e-02, 9.701189531530840515e-02, -1.833321987472260051e-01, -3.488505947675297203e-01, 6.416285793223874823e-02
1.948000000000000000e+03, -8.108742537480198576e-02, 2.931040610934374513e-01, 4.695822936998780318e-03, 6.312688528420051792e-02, -2.212926718070456489e-01, -1.890042534925767126e-01, -5.999679184461489262e-02, -4.821304752520673698e-01, -4.394739586950448251e-02, -1.065386950560625462e-01, -3.166023282685290208e-01, -5.010650646371587330e-02, -2.127971321723151066e-01, -1.883370086744242389e-01, -5.316976860870762378e-01, -1.138185487273570828e-01
1.949000000000000000e+03, -8.805817826250315894e-02, 7.023671760893052118e-01, -1.330170510706532860e-01, 9.435225762659761942e-03, 1.970857539041944925e-02, -4.644745427178721964e-01, -1.837664406497045988e-01, 3.760550343155418251e-01, -7.995578815485573365e-01, 5.733848167207260260e-02, -6.484380037130357821e-02, -9.431415628787186145e-02, -3.252970034603981375e-01, -3.152515082248150136e-02, 6.996291597545324370e-01, -3.866738677728398521e-02
1.950000000000000000e+03, 4.833885606656940226e-01, -1.139753473354591234e-01, -1.577071143645336904e-01, -1.488328385179384095e-01, 3.996821979384669321e-01, -5.012792060416279005e-01, 2.389668788656585108e-01, 1.090966828416407297e-01, -1.898096244343166483e-01, 8.409575395691715194e-02, -2.539295544211928046e-01, -5.583676585412652299e-02, 4.001599768253528977e-02, 4.795730960570098733e-01, 4.433286723282515163e-01, 7.608578826814610396e-02
1.951000000000000000e+03, -4.366860389665853243e-02, -2.432248600178601450e-01, -3.718067834478701317e-02, -1.224597514764152670e-02, 1.766302532202729814e-01, -2.703805648039525056e-01, 2.163390790670320363e-01, -1.366483059051226412e-01, 9.392022438882765556e-01, -7.038135549690929804e-02, 1.323687564911280035e-02, 6.936888757733297543e-04, 2.712548336494490786e-01, -4.482628186713654150e-01, -4.320546176458436305e-01, -6.721799570041495087e-02
1.952000000000000000e+03, -3.024495675644087167e-01, -1.114551903363390217e-01, -2.009647095803749894e-01, -1.976475059061425787e-01, -7.004005624016289289e-02, -2.737098233157745364e-01, -4.138308595650346811e-01, -4.282648148694311874e-01, -6.202524989036165559e-01, -2.098793549184000407e-01, -3.006850821082547934e-02, 1.048922759541647265e-01, -6.689085390004419207e-02, -3.867431339061971340e-01, -6.523452978752061759e-02, 1.230892596136452244e-01
1.953000000000000000e+03, 5.970286152388695200e-01, -4.491517152404324309e-02, 4.287660817356470089e-02, -2.536877550970478845e-01, -7.494674469406335804e-02, -1.177221700552921052e-02, -2.076907435089539455e-01, 9.230975254512070738e-02, 4.002998530981087266e-01, 1.685466428927736085e-02, -3.969601197518651259e-01, -1.695085286513574666e-02, 1.153818870868713736e-01, 3.050455860830225685e-01, 3.504518260910077232e-01, -1.920912398454701076e-01
1.954000000000000000e+03, 3.154988893971713004e-01, 5.279672644995946074e-02, -1.005522024204180166e-02, -7.905157986266719838e-02, -1.452962376238987538e-02, -1.121632381367842213e-01, -2.336110338322502575e-02, 6.574964792705875194e-01, -8.534350933716196019e-01, -2.801972318010929053e-01, -1.803314973741758087e-01, -8.647082905248330842e-02, 5.411352625537667604e-01, 3.470563201452896429e-01, -3.314125986401596502e-01, -7.683167060613077526e-02
1.955000000000000000e+03, 2.826011914469027664e-01, -7.041370381195935502e-02, -1.195225125885884393e-01, 6.358273339180338379e-02, 1.755372573893930199e-01, 2.601366041069716473e-01, -1.298241981040750281e-01, -2.434579029905143688e-01, -6.648510381404609815e-01, 3.487774453682973563e-01, 2.073995375337344405e-01, -1.855382807559047276e-01, 4.590666626916191095e-01, 1.619076674194926124e-01, -6.152112978943934385e-01, -6.649360839867743400e-02
1.956000000000000000e+03, -2.886099766854931525e-01, 2.121597533803200875e-01, -4.360653501236198826e-02, -1.257598324526562061e-01, 1.624372416655130505e-02, -4.955837399836286045e-02, 2.721678861928457649e-01, -6.824566153911226785e-01, 3.780303089288336027e-01, 1.807785240563029583e-01, 4.282982636833356227e-01, 5.463911111328193654e-02, 2.605857545438404199e-01, -1.701592635412771948e-01, -9.504461789822259143e-02, 7.090748841735304564e-02
1.957000000000000000e+03, -1.578981988939501258e-02, -7.899707150106040354e-02, -5.371220922412896920e-02, -1.791803089628284662e-01, -7.773412027868283058e-02, 1.692133832536141247e-01, 2.730742208722590214e-01, 2.049995104488889497e-01, 6.551914820960505481e-02, -3.445301377390864728e-01, -2.568791572814699622e-02, 5.425642036994335338e-02, -1.843026436186891437e-01, -1.891984597309751825e-01, 6.669028911231753565e-01, 1.378212044495636945e-01
1.958000000000000000e+03, -7.919453674847493074e-02, 1.217466589955071982e-02, 1.657120494729505053e-02, 1.443412562287486531e-02, -2.586288285265228581e-01, 1.125760053715127995e-01, 3.503655825473467322e-02, 9.580198941053739148e-01, -2.443102063653470324e-01, -2.273654230419102085e-01, -5.510642587556737748e-01, -4.161733327499925889e-02, 1.205674575771622375e-01, 8.508934724591936394e-02, 4.476573877211378338e-01, 1.087359095673481272e-03
1.959000000000000000e+03, 2.941121764049986487e-01, -2.224934217184449531e-02, 1.961648971455071666e-01, -7.079647699204119626e-02, 5.134510580974520622e-01, 3.322574477367870593e-02, 1.693524263078191872e-01, 7.675159271131672123e-02, 3.385933763025282817e-01, -1.539759641731826556e-01, -2.100382631142296841e-01, -5.123590415533679776e-02, -1.627556173232385384e-01, 3.369184975896515333e-01, -4.201443573012428878e-01, -1.369348020869424476e-01
1.960000000000000000e+03, -3.207458859777011506e-01, -1.509059173147559163e-01, 2.065467998693531759e-01, -9.763104927989765813e-02, -6.100744937881986962e-02, 4.776217167496374372e-01, 3.103851766616515517e-01, -1.646194532601080729e-01, -1.186160304240242713e-01, -4.091230805463237641e-02, -1.177594073378966932e-01, 9.727237763883934962e-02, -1.166924461857551804e-01, 1.165346515097481356e-01, -5.747873429962042646e-01, -1.047189630640157632e-01
1.961000000000000000e+03, -3.801778015434734148e-01, -1.728865907689415005e-01, -4.351826568820177377e-02, -2.627155904897700012e-01, -6.552339441016466481e-02, 4.107397253990365815e-01, 3.766724184656038976e-01, -2.727340803001875869e-01, 1.380224744941820902e-01, -2.453219959069907752e-01, 1.829837571595827606e-01, -2.570386183981186973e-04, -1.324800351284340927e-01, -3.351210524680280911e-01, -5.402070434257718462e-02, -4.694772523357507860e-02
1.962000000000000000e+03, -1.643704347476620808e-01, 5.599361713796030537e-01, -8.098661715150444473e-02, 5.825184889882168565e-02, 8.353659450206946113e-02, -2.787397072970251508e-02, -1.099858551183870575e-01, 1.116006714377145159e-01, -1.571979004604405206e-01, 1.285570847622901358e-01, -2.074635778001770181e-01, -1.455773935389430840e-01, 4.755472682227283032e-01, -6.245002156950454214e-02, 3.722955698050772200e-01, -6.348536246081390444e-02
1.963000000000000000e+03, 4.966040061007939155e-01, 2.311432758847513091e-01, -2.328682979003602882e-01, 1.223169953328679810e-01, 3.584779909266533338e-02, 2.139804837980418262e-01, -2.523763011566119152e-01, -7.978038185100365387e-03, 5.919464304823659345e-02, -6.293310036003764950e-03, -1.949031934180611714e-02, 1.436208900834682820e-02, -3.740285070892424013e-01, -1.320619532286568809e-01, 4.780677013851266643e-01, 5.525551400021178755e-02
1.964000000000000000e+03, 2.829895033646821489e-01, -1.552316296602091958e-02, -1.765262501762662195e-01, -1.873831883343062346e-02, 3.466760044747931868e-01, 4.280458418258455411e-01, -6.086931689605414031e-02, -5.376514923355906195e-01, -2.550299530843324058e-01, 2.278293773386210960e-02, 2.782719689259040563e-01, -8.915098319476290334e-02, 3.720601080261688454e-01, 4.430745863395858103e-02, -6.211877935516626481e-01, -1.596874696927727197e-02
1.965000000000000000e+03, -4.322864927416640302e-01, -1.381121415993382395e-01, 1.858083535502089434e-01, -6.258051726546576266e-02, 3.225713860964120328e-02, 7.284516002452687267e-02, 5.462073943080167360e-02, -4.200232132944367036e-01, -2.431763278449157739e-01, 3.432936638545863173e-01, 7.691793880567368569e-02, -1.481525056961567437e-02, -2.993362350627294388e-01, -3.354893323483067458e-01, -1.882407427692669166e-01, 6.339228576118195735e-02
1.966000000000000000e+03, -3.767323391903878438e-01, 2.806673168314209339e-03, -9.605768528715181998e-02, -1.410789127603669368e-01, 6.924962549928045941e-02, -3.691303674465528095e-01, -4.273974052633403020e-01, 6.314820065697781537e-01, -4.340733058971849023e-01, -3.398082613040143696e-01, -3.450605461731238721e-01, -5.438190751441892429e-02, -2.958557250449029286e-01, 8.570035973967871090e-02, 5.645800165675960436e-01, 1.946475279322856106e-02
1.967000000000000000e+03, -6.584510081029537609e-01, -8.832287893219471775e-02, -9.102134491258405402e-02, -1.934441370042006836e-01, 2.971385207267130402e-01, 3.449913146090561322e-01, 6.664496784573394061e-02, 3.839839618374621399e-01, 7.939287245630257187e-03, 8.531422794549374522e-02, -1.933990292994088867e-01, 3.281030931081065083e-02, -2.260439141612467229e-01, 6.146735458814781700e-02, -6.823969531025084190e-02, 2.063059066417903265e-01
1.968000000000000000e+03, -3.348854921997911072e-02, -1.263430878688771852e-01, -1.111212841621404129e-01, -2.968817497638947742e-04, 2.459400726439252630e-02, 2.549015259086757634e-01, 5.848628536265546018e-02, -1.583041917665186094e-01, 7.907086820893145518e-01, 9.552778125146446642e-02, 1.820225156765109542e-02, 1.138943025723136576e-01, -6.101149418050516582e-01, -3.037617632001570200e-01, -7.021223718096534228e-01, 1.167812873865188422e-01
1.969000000000000000e+03, -5.475482559831371110e-02, -1.234748727935599810e-01, 2.178604095898865056e-01, -7.968379327725724770e-02, -3.529205957828744356e-01, 2.911368408173115041e-01, -1.517770989196392806e-01, 1.023992244176693683e-01, -1.694123944758484102e-01, -1.155005223054214186e-01, 3.458781237120811536e-01, -1.104395899237995901e-02, -3.989743912749449395e-01, -1.081932583507719536e-01, 8.164605702372982332e-01, 4.613318778733345449e-02
1.970000000000000000e+03, -8.054121423853491391e-02, 1.432436636937061206e-02, 7.544732623681491002e-02, -1.416647448375401575e-01, -8.589880157373559755e-02, 1.379321423105320521e-01, -8.496084164612137390e-03, -2.726636363627606419e-01, -1.444642769731748488e-01, 2.145600059284329675e-01, 3.093803394753114056e-01, -5.210388123711738595e-02, 1.219417568395534668e-01, 8.818302488593422750e-02, -5.092174295666708483e-02, 2.629625345156945057e-02
1.971000000000000000e+03, 1.528811803845501194e-01, 3.159299082766371392e-01, 1.309851241817605247e-02, 7.151419452826628109e-02, 4.710106554270278995e-02, -1.857153729103344919e-01, -2.697234093522712373e-01, -4.194404607215070913e-01, -6.898586866710880450e-02, 2.100585572054325390e-01, -3.381548943430572052e-02, -8.828327590412954340e-02, -6.443272355808360441e-02, 1.129109219784518864e-01, -4.269082105207002709e-01, 5.896527048977229235e-02
1.972000000000000000e+03, 2.360713314886681291e-01, 3.193227296405885540e-01, -1.330236140156405671e-02, 1.202686342542024084e-01, 2.796268300207783719e-01, 2.349365514652264897e-01, -7.319495776097992290e-02, 1.354424533018309118e-01, -2.561883589757560920e-01, 2.976458012166552369e-01, -5.411538558268558230e-01, 1.394404127328748022e-01, 4.123409845025716725e-01, -7.259685364176676758e-02, 6.595752373327944396e-01, -5.626470951738386794e-02
1.973000000000000000e+03, 2.629104772112725308e-01, -1.713762910580458043e-01, -1.938740470570486651e-01, -1.641816741913199873e-01, -1.153162925574081205e-02, 1.948495390830090046e-01, -1.646342515617046920e-01, 8.487970355434861780e-01, -4.866997256512878289e-01, 1.383437697360666851e-01, -2.829661531575898836e-01, 7.088421214379324320e-02, 2.593474762715718418e-01, -1.402131994220941480e-01, -6.543450270789513690e-01, -1.735123800235678360e-01
