year, ACCESS-ESM1-5, MPI-ESM1-2-LR, CanESM5, CNRM-ESM2-1, INM-CM5-0, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-MM, INM-CM4-8, MIROC-ES2L, CESM2-WACCM
1.896000000000000000e+03, 2.945852509418378418e+02, 2.949599740218000079e+02, 2.945462774024036321e+02, 2.942034438765274444e+02, 2.932988524566931119e+02, 2.954917384964271037e+02, 2.931178493457753120e+02, 2.948963012870058265e+02, 2.939359330316520982e+02, 2.955094986021899786e+02, 2.941002604901889868e+02, 2.942345429406472022e+02, 2.946724222487479210e+02, 2.933257192633631689e+02, 2.958967679886658857e+02, 2.945323485793085752e+02
1.897000000000000000e+03, 2.952087382769313422e+02, 2.952996547355179473e+02, 2.947708171387814104e+02, 2.950111360839781014e+02, 2.935360026778802762e+02, 2.949536684776347215e+02, 2.926442118726382091e+02, 2.944585625154692821e+02, 2.934238934504036820e+02, 2.951649776657466191e+02, 2.946947829956510532e+02, 2.938332961271877934e+02, 2.946538650840988680e+02, 2.936448690547020419e+02, 2.963104953514443309e+02, 2.944577600647866120e+02
1.898000000000000000e+03, 2.946842224768509482e+02, 2.947371622457543481e+02, 2.939526514218248963e+02, 2.950778255888547505e+02, 2.935050058439769600e+02, 2.952851970994755106e+02, 2.928262547028726317e+02, 2.948922978874613818e+02, 2.936075308749547048e+02, 2.948036296398407217e+02, 2.938512481478342124e+02, 2.938585397039744294e+02, 2.948739563892376623e+02, 2.940393398335905886e+02, 2.958059812647534272e+02, 2.952260744511191319e+02
1.899000000000000000e+03, 2.955840121315250144e+02, 2.948160601785360200e+02, 2.941411535950121561e+02, 2.941804107346427486e+02, 2.932274402663519481e+02, 2.951229313979766857e+02, 2.933566747386871612e+02, 2.955594095919759070e+02, 2.927150021172928973e+02, 2.944698784760953458e+02, 2.949471946743423132e+02, 2.939280230407944714e+02, 2.948048212583846066e+02, 2.932345222437659800e+02, 2.961485157220794804e+02, 2.949817574780215068e+02
1.900000000000000000e+03, 2.951096927991109169e+02, 2.950388008188890581e+02, 2.945923602980194573e+02, 2.948393476080417486e+02, 2.929276536005992853e+02, 2.951830368889150122e+02, 2.932706285403545508e+02, 2.951250804272291930e+02, 2.935379288166870992e+02, 2.951375077572043324e+02, 2.951913316500012456e+02, 2.946788081835120465e+02, 2.949088355910907353e+02, 2.936592500211811512e+02, 2.960634996232706158e+02, 2.951823561889524399e+02
1.901000000000000000e+03, 2.956796937119638073e+02, 2.946730224346513864e+02, 2.944425261412719692e+02, 2.952516481835509126e+02, 2.935803632498403886e+02, 2.951703032419367219e+02, 2.930803307732236362e+02, 2.956055049804195392e+02, 2.937764121823250321e+02, 2.945652281785678497e+02, 2.933504137588245158e+02, 2.947806022192683599e+02, 2.950247501847176750e+02, 2.933467552901622071e+02, 2.959822293717332400e+02, 2.943968558392027148e+02
1.902000000000000000e+03, 2.946440824524280515e+02, 2.950850817471545611e+02, 2.948707478682622423e+02, 2.937504287554102120e+02, 2.936333073436145469e+02, 2.951687225523959910e+02, 2.922864941304744661e+02, 2.948774694573644979e+02, 2.928276024850356407e+02, 2.947157563904520998e+02, 2.939323770816575916e+02, 2.948366236296923262e+02, 2.946367693993481112e+02, 2.938250755516535264e+02, 2.965784926471249605e+02, 2.948706624063702293e+02
1.903000000000000000e+03, 2.946158018473556126e+02, 2.941344862695040661e+02, 2.943778842115175394e+02, 2.952982844688728505e+02, 2.935134663498147347e+02, 2.951710215685646972e+02, 2.930862146983851630e+02, 2.950193064906099494e+02, 2.940677994221941276e+02, 2.936034798939870143e+02, 2.943841576144137662e+02, 2.944763473084185534e+02, 2.943481435777678143e+02, 2.936766316716999086e+02, 2.960462101335732541e+02, 2.946915529531872266e+02
1.904000000000000000e+03, 2.951114169229844038e+02, 2.949651330285378208e+02, 2.939198290888958809e+02, 2.938279200889560911e+02, 2.931189438471947710e+02, 2.955247340753283538e+02, 2.931332383343299739e+02, 2.955713148265821246e+02, 2.933207925229212947e+02, 2.938758879001915716e+02, 2.947794468633143197e+02, 2.937426881249054418e+02, 2.941060402680910215e+02, 2.934500306160588821e+02, 2.961564334471431152e+02, 2.954607818090397586e+02
1.905000000000000000e+03, 2.950838057458922776e+02, 2.946246339747907541e+02, 2.939635694762658886e+02, 2.939037435762658674e+02, 2.930890969571382243e+02, 2.953859191173007162e+02, 2.925509893104434695e+02, 2.955357683015262182e+02, 2.934888799433901454e+02, 2.944166800096915040e+02, 2.945850675563149252e+02, 2.939495679167599178e+02, 2.942472117221740859e+02, 2.937631680623929356e+02, 2.958083527782210354e+02, 2.944592585580779769e+02
1.906000000000000000e+03, 2.950042202090954788e+02, 2.947619364394897730e+02, 2.945462764666980888e+02, 2.949763382295130327e+02, 2.934348741984780986e+02, 2.960285802097935743e+02, 2.927424556515999825e+02, 2.944616943640759246e+02, 2.928470249837602069e+02, 2.949786585070971228e+02, 2.942137419845870454e+02, 2.941093560899852264e+02, 2.945967543095794099e+02, 2.934325487485448889e+02, 2.961934390292217927e+02, 2.945652493439012574e+02
1.907000000000000000e+03, 2.949016751596550421e+02, 2.941798325378071013e+02, 2.950777138291682604e+02, 2.952404769712156281e+02, 2.934271170797229047e+02, 2.953403007116449999e+02, 2.925843843636994279e+02, 2.949854236231761888e+02, 2.937554984351821190e+02, 2.947971108324846909e+02, 2.943737583599950085e+02, 2.944881627360884409e+02, 2.944908387027080039e+02, 2.936640858206821463e+02, 2.960966523681152580e+02, 2.951475984421286967e+02
1.908000000000000000e+03, 2.950816188692785431e+02, 2.945044066369355846e+02, 2.944993188422546950e+02, 2.947165726166506374e+02, 2.933554851645049553e+02, 2.951382292398787399e+02, 2.928225580268363046e+02, 2.951005339486902699e+02, 2.934340496947846759e+02, 2.949898776507361617e+02, 2.947066032341820687e+02, 2.949204345477681954e+02, 2.944208008190924488e+02, 2.935474154274945136e+02, 2.960432359012272627e+02, 2.946670185959766854e+02
1.909000000000000000e+03, 2.939335114917878968e+02, 2.943011715864639086e+02, 2.945438062856904367e+02, 2.951357588543875750e+02, 2.930611469146472814e+02, 2.956817685205309090e+02, 2.929348767061238163e+02, 2.946177670792033609e+02, 2.929056510123306794e+02, 2.950346912840410596e+02, 2.946134290942290477e+02, 2.948434888665587437e+02, 2.949993768129320983e+02, 2.936908246679448098e+02, 2.958510165593056627e+02, 2.946843438695163968e+02
