year, ACCESS-ESM1-5, MPI-ESM1-2-LR, CanESM5, CNRM-ESM2-1, INM-CM5-0, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-MM, INM-CM4-8, MIROC-ES2L, CESM2-WACCM
1.910000000000000000e+03, 2.948922017216185623e+02, 2.946263104977457488e+02, 2.953299019161462411e+02, 2.937824331499650725e+02, 2.933234915075560139e+02, 2.955088627046972078e+02, 2.926691157816298983e+02, 2.951297671144253059e+02, 2.936811822097191680e+02, 2.945380906330107109e+02, 2.950586728512853938e+02, 2.950850614967193906e+02, 2.946462462644925608e+02, 2.935397924377456320e+02, 2.958381358897227074e+02, 2.947100336532009237e+02
1.911000000000000000e+03, 2.947023610774613189e+02, 2.953062781869311380e+02, 2.947659367904046803e+02, 2.950230514899250238e+02, 2.937034651248478667e+02, 2.951085571487581660e+02, 2.926960438896841197e+02, 2.959893656584060864e+02, 2.935079683447362981e+02, 2.948381051165853250e+02, 2.946857580428846859e+02, 2.948844242239439950e+02, 2.948344117273153415e+02, 2.935441383804886755e+02, 2.968392461961677213e+02, 2.946914602411000033e+02
1.912000000000000000e+03, 2.956177254784603292e+02, 2.950517134890535544e+02, 2.951547325156053034e+02, 2.955106263125782675e+02, 2.933107714401967883e+02, 2.956652818650333643e+02, 2.928144477261637348e+02, 2.947613652445655816e+02, 2.933170968202456947e+02, 2.958083161440537765e+02, 2.942930787699576172e+02, 2.936709986647246069e+02, 2.950369684739054037e+02, 2.938487738748078186e+02, 2.968306745480575159e+02, 2.949401156078347412e+02
1.913000000000000000e+03, 2.952134879585830163e+02, 2.949016795064650864e+02, 2.927658167980297321e+02, 2.947390352315598534e+02, 2.932457779341366972e+02, 2.957579280699092124e+02, 2.928970901720530264e+02, 2.945718803446418406e+02, 2.936529347352083050e+02, 2.953174409799493674e+02, 2.932683137654332199e+02, 2.936715817605675625e+02, 2.949255988511997657e+02, 2.935744404177905835e+02, 2.961169987290573999e+02, 2.947110331936857506e+02
1.914000000000000000e+03, 2.952191512415967054e+02, 2.955105039770866142e+02, 2.932129455611296294e+02, 2.946437946729212172e+02, 2.931084858777176692e+02, 2.953995264259979763e+02, 2.928102888521582940e+02, 2.948047169064571449e+02, 2.938732163003574556e+02, 2.946347412854981940e+02, 2.948376813946355242e+02, 2.944315930512941009e+02, 2.946490444227109151e+02, 2.934291356208423736e+02, 2.959082272921507411e+02, 2.948048392562491813e+02
1.915000000000000000e+03, 2.954772606377103443e+02, 2.951260021338085835e+02, 2.940369650982227654e+02, 2.952483336071341000e+02, 2.933124139114380000e+02, 2.950904555409363184e+02, 2.931590855309393646e+02, 2.952274262928051485e+02, 2.938362669484581033e+02, 2.945412592748423890e+02, 2.949994324795625289e+02, 2.942758702918085305e+02, 2.946659497117514093e+02, 2.935857080977782516e+02, 2.963073068415306466e+02, 2.949151492998062167e+02
1.916000000000000000e+03, 2.952008789158406330e+02, 2.945247351234650637e+02, 2.944531457279996403e+02, 2.946367038027312901e+02, 2.929426383006097012e+02, 2.952668878854572654e+02, 2.935451285879742613e+02, 2.957391031431176316e+02, 2.937044438661007462e+02, 2.947792548488979492e+02, 2.942481670657462587e+02, 2.946096547155511871e+02, 2.947321182937586741e+02, 2.939276534932048435e+02, 2.960043061939736049e+02, 2.948093088028546163e+02
1.917000000000000000e+03, 2.953202975705625590e+02, 2.943288782500588354e+02, 2.949996669766662194e+02, 2.948453683210376539e+02, 2.936921919751410996e+02, 2.953518654781040027e+02, 2.932114423333224522e+02, 2.960049229521708867e+02, 2.931932065048541745e+02, 2.945038479373212681e+02, 2.943938300960957122e+02, 2.947602552990766185e+02, 2.947290600662411180e+02, 2.937203113104985164e+02, 2.966447012122016531e+02, 2.950258621819613722e+02
1.918000000000000000e+03, 2.955346932557902733e+02, 2.939330892491884697e+02, 2.948206137225359953e+02, 2.947594148484579364e+02, 2.939306196086413934e+02, 2.952238312656937183e+02, 2.927962954524251131e+02, 2.948388899765060387e+02, 2.936296945083217338e+02, 2.947471498561008048e+02, 2.946120659294796837e+02, 2.948287203461466675e+02, 2.944504481239764004e+02, 2.932037312974243264e+02, 2.961571709439877509e+02, 2.949093525650087031e+02
1.919000000000000000e+03, 2.952785097088412272e+02, 2.946322623513339067e+02, 2.945602675113854616e+02, 2.946297068172862055e+02, 2.934788803836098054e+02, 2.957679236637398503e+02, 2.933248375936541379e+02, 2.950440515120554892e+02, 2.938893894141678516e+02, 2.950457571528738754e+02, 2.947536559730338013e+02, 2.946099550817068575e+02, 2.946083361205974143e+02, 2.936759177907492813e+02, 2.954633024597186477e+02, 2.946870717429911224e+02
1.920000000000000000e+03, 2.947919029522774963e+02, 2.949639681456957874e+02, 2.943022849072521581e+02, 2.952224895930017965e+02, 2.935119207287943368e+02, 2.955866729263228194e+02, 2.934738883998214192e+02, 2.951383883729420745e+02, 2.937674880604640748e+02, 2.951975172681271147e+02, 2.943902489188852769e+02, 2.942371006296906444e+02, 2.947816230928444270e+02, 2.937763201038957277e+02, 2.965584889222432139e+02, 2.944366984018228095e+02
1.921000000000000000e+03, 2.956912541427658994e+02, 2.948284088098378106e+02, 2.938883333562718576e+02, 2.954707308358919704e+02, 2.934081150025342026e+02, 2.954247529964409296e+02, 2.934394854956049130e+02, 2.946339047523256909e+02, 2.932037896935768799e+02, 2.947772924482014787e+02, 2.938236089899064041e+02, 2.951864095227760458e+02, 2.947399221587659781e+02, 2.940856304690686898e+02, 2.966033236932358932e+02, 2.952767990252139043e+02
1.922000000000000000e+03, 2.953649921058153609e+02, 2.955457313568168729e+02, 2.943104885330550360e+02, 2.951059707938546808e+02, 2.929176579450041231e+02, 2.955773061432781788e+02, 2.930531225323543367e+02, 2.946185894299294432e+02, 2.927373129807909891e+02, 2.944408501930221291e+02, 2.951100871094026843e+02, 2.953372570505138697e+02, 2.941645104595551174e+02, 2.936918581421244880e+02, 2.959406647199862164e+02, 2.952077195821868827e+02
1.923000000000000000e+03, 2.950722649818454215e+02, 2.949424506353309425e+02, 2.940817803107481723e+02, 2.948753941593444665e+02, 2.936145861167986482e+02, 2.949751185459786029e+02, 2.928703432176433807e+02, 2.958852581030159286e+02, 2.932699750846010147e+02, 2.945101355112834653e+02, 2.953187345786678293e+02, 2.945684606945007431e+02, 2.944837498056058962e+02, 2.941546882395089710e+02, 2.958522843447149739e+02, 2.947859944391807971e+02
1.924000000000000000e+03, 2.953672843828089185e+02, 2.952476198357373391e+02, 2.946423279172805678e+02, 2.949640712581303887e+02, 2.933970149187431957e+02, 2.956160532564575760e+02, 2.934103895965693027e+02, 2.961691902260844245e+02, 2.937507622985024796e+02, 2.945130618104332143e+02, 2.942395961512821714e+02, 2.946594911673881825e+02, 2.945704044449269645e+02, 2.941953681191840815e+02, 2.959572576877117740e+02, 2.952078867997041129e+02
1.925000000000000000e+03, 2.952059323805039526e+02, 2.950606763226801945e+02, 2.951450787330644516e+02, 2.946371817323237678e+02, 2.940281379924853127e+02, 2.949698489236271826e+02, 2.930164099596221945e+02, 2.954055580959104645e+02, 2.936548197871205730e+02, 2.950665552838279382e+02, 2.938433985007141587e+02, 2.939463291899971296e+02, 2.942578617512214123e+02, 2.934764053006072686e+02, 2.955317798149555415e+02, 2.946242101893205358e+02
1.926000000000000000e+03, 2.954775983759100768e+02, 2.952743833470930781e+02, 2.945709941427557510e+02, 2.948511263488808254e+02, 2.932061589856996875e+02, 2.954565282678248082e+02, 2.928833152932201074e+02, 2.943579440133566436e+02, 2.934272033867085270e+02, 2.950945291334078320e+02, 2.940523632433124703e+02, 2.940823846251413443e+02, 2.943567989160041520e+02, 2.931799847286864633e+02, 2.960270916076729577e+02, 2.945438959296070038e+02
1.927000000000000000e+03, 2.942355989153830365e+02, 2.948532570329259670e+02, 2.946306801792384817e+02, 2.948513863193966813e+02, 2.935791239797923708e+02, 2.952892171041604570e+02, 2.931433873873278912e+02, 2.945577417387423225e+02, 2.930903889886193383e+02, 2.941115096478987425e+02, 2.949031646747767468e+02, 2.945071257568143892e+02, 2.947899953342976573e+02, 2.936245239587017295e+02, 2.965313165884879822e+02, 2.947135690905277556e+02
1.928000000000000000e+03, 2.950446376139430527e+02, 2.954597650210761799e+02, 2.943223199618992112e+02, 2.953023464324473366e+02, 2.931634131504093830e+02, 2.953904017419005186e+02, 2.927266751939137066e+02, 2.958310303665431888e+02, 2.938431426979167327e+02, 2.952149167768855023e+02, 2.948909905614096942e+02, 2.947360949613050138e+02, 2.945614355310686392e+02, 2.937286263400566781e+02, 2.965388228058004643e+02, 2.950552513981081120e+02
1.929000000000000000e+03, 2.943527161498076339e+02, 2.953370911111899773e+02, 2.946213279328780459e+02, 2.947962038780692637e+02, 2.936196632722300137e+02, 2.957923813202153838e+02, 2.934400251557168531e+02, 2.952890049643303314e+02, 2.934379243104527291e+02, 2.947564623967530792e+02, 2.946659710392332840e+02, 2.950566953098310137e+02, 2.943665751736473339e+02, 2.940061798684933478e+02, 2.963492384202227186e+02, 2.945019542829494412e+02
1.930000000000000000e+03, 2.948329373139031304e+02, 2.944069475360886941e+02, 2.946506108516811082e+02, 2.944180190038499063e+02, 2.936822483583171675e+02, 2.953572611613654431e+02, 2.930114559215752479e+02, 2.952609938861411365e+02, 2.939766290911335318e+02, 2.947006994494370247e+02, 2.942449234440586565e+02, 2.951096253814550323e+02, 2.944354380452315922e+02, 2.940407713809729557e+02, 2.962027393197586207e+02, 2.945928325234752378e+02
1.931000000000000000e+03, 2.954847368158311269e+02, 2.951591978412462822e+02, 2.948958709099454722e+02, 2.954939092313227889e+02, 2.932580399833667570e+02, 2.950071553270768163e+02, 2.931158169000273119e+02, 2.954181083523572511e+02, 2.928519935805651357e+02, 2.946505002424718214e+02, 2.951434002778370314e+02, 2.943135829229665319e+02, 2.953155638058526620e+02, 2.942503589865097524e+02, 2.962671199893276821e+02, 2.949253240189496523e+02
1.932000000000000000e+03, 2.950742954409810750e+02, 2.941014650924364560e+02, 2.943096088230325336e+02, 2.945781981869810693e+02, 2.930220345138801576e+02, 2.957202777691714459e+02, 2.930497267791616309e+02, 2.949017362969876217e+02, 2.933975462050454439e+02, 2.946948257982356267e+02, 2.951863694727676943e+02, 2.948332077948638812e+02, 2.948280424866781004e+02, 2.930823928297396037e+02, 2.957255112854735444e+02, 2.950079887614061249e+02
1.933000000000000000e+03, 2.941554837204221826e+02, 2.944132413974819542e+02, 2.951982677060149740e+02, 2.946149761160174307e+02, 2.929971057037045057e+02, 2.955429738245302929e+02, 2.936346076674967094e+02, 2.945074718130699125e+02, 2.937473918096704324e+02, 2.947495423431370796e+02, 2.951491038710013299e+02, 2.947569254564604080e+02, 2.944278951238363788e+02, 2.934151093438060798e+02, 2.962479088586847524e+02, 2.947933716236886994e+02
1.934000000000000000e+03, 2.950222821599523400e+02, 2.954261434690588999e+02, 2.942385071119286977e+02, 2.945719829335529312e+02, 2.935741512440617953e+02, 2.949504276369694935e+02, 2.935361452390980617e+02, 2.953834265369538343e+02, 2.938579495016392116e+02, 2.951586368195783621e+02, 2.943740707824778724e+02, 2.949643409014116173e+02, 2.948335954390510096e+02, 2.938178749634056999e+02, 2.957009535813659795e+02, 2.944284968406915937e+02
1.935000000000000000e+03, 2.953465845455785939e+02, 2.952377839014304186e+02, 2.942812851288665001e+02, 2.952258004711823673e+02, 2.933232501758831745e+02, 2.952142693721185083e+02, 2.934805206562508602e+02, 2.945046846128833522e+02, 2.930123838846510580e+02, 2.950202009317225134e+02, 2.951227976398946566e+02, 2.946101890585456431e+02, 2.944574360927248335e+02, 2.939570271366812335e+02, 2.967495105851393191e+02, 2.947828907353751333e+02
1.936000000000000000e+03, 2.948591474932534879e+02, 2.954959610383411928e+02, 2.937564929886114555e+02, 2.948474797794378333e+02, 2.940887566111958904e+02, 2.961114882133257424e+02, 2.928568308878676021e+02, 2.950183328819898065e+02, 2.942744441223943568e+02, 2.945470904030527208e+02, 2.944964817563151769e+02, 2.949893273741404869e+02, 2.946118878046366376e+02, 2.937253681526823357e+02, 2.969636762338400899e+02, 2.952872053550836426e+02
1.937000000000000000e+03, 2.954959622845544231e+02, 2.947442633918080332e+02, 2.946160957543804102e+02, 2.949200127924456751e+02, 2.936631979148638720e+02, 2.952888898807076430e+02, 2.933236538193296497e+02, 2.955123809531032748e+02, 2.932149787805259393e+02, 2.946642302517197436e+02, 2.948440325308114893e+02, 2.950997239365304949e+02, 2.949331991695798934e+02, 2.936702306906224180e+02, 2.961851755244108517e+02, 2.948730816021654846e+02
1.938000000000000000e+03, 2.946464565546388030e+02, 2.953544728002075885e+02, 2.948146017588222207e+02, 2.942808008377388092e+02, 2.932495139044156645e+02, 2.954081244378694464e+02, 2.935564899281116595e+02, 2.950343925324792167e+02, 2.930842175708564241e+02, 2.955592163086419077e+02, 2.951394211716873315e+02, 2.947983966498865129e+02, 2.946208783195022534e+02, 2.941957948252833717e+02, 2.965550163074980219e+02, 2.948826078867329556e+02
1.939000000000000000e+03, 2.948801243766949938e+02, 2.944689321396661512e+02, 2.941359320990513311e+02, 2.943064492297724541e+02, 2.939325538877931763e+02, 2.955469873883423588e+02, 2.927515836032829384e+02, 2.951257167569534090e+02, 2.938289301262004187e+02, 2.953178920665539522e+02, 2.948999294572182635e+02, 2.945524910846692705e+02, 2.944787458198225067e+02, 2.937838083674284348e+02, 2.961521763229084172e+02, 2.946402359734504444e+02
1.940000000000000000e+03, 2.952959389611270353e+02, 2.947278019245434848e+02, 2.950620092274105559e+02, 2.947026162188874423e+02, 2.935793584750847458e+02, 2.954878883368671154e+02, 2.930367457732436378e+02, 2.956747305804092321e+02, 2.939069004555314564e+02, 2.956244725525825174e+02, 2.947651451862984118e+02, 2.946775411869213599e+02, 2.947835973610010569e+02, 2.936941318205894618e+02, 2.967417634607614332e+02, 2.946628332227189730e+02
1.941000000000000000e+03, 2.951375188125299474e+02, 2.952037660958567358e+02, 2.947612036992547360e+02, 2.953140142366913210e+02, 2.936385060499579254e+02, 2.957622208979335596e+02, 2.934610388111365751e+02, 2.950870998518702777e+02, 2.936169015317267394e+02, 2.948906879197505759e+02, 2.939590959869992162e+02, 2.947841639844575070e+02, 2.946054925923515952e+02, 2.939116399671389672e+02, 2.967222377716242363e+02, 2.950370705596081962e+02
1.942000000000000000e+03, 2.952370813328589634e+02, 2.957332747992430768e+02, 2.943363627106342051e+02, 2.948606304469274164e+02, 2.932985547113732423e+02, 2.951032755503587737e+02, 2.937867618198255855e+02, 2.946191751899567066e+02, 2.943743555016218352e+02, 2.944614105724228921e+02, 2.936283768638932656e+02, 2.948407711282993660e+02, 2.950371666251597276e+02, 2.941311452481510855e+02, 2.962798150896400102e+02, 2.945693487955737169e+02
1.943000000000000000e+03, 2.952752475194407111e+02, 2.949791827665488881e+02, 2.954768693971826679e+02, 2.941674148559350215e+02, 2.929175841502693061e+02, 2.951758674799269784e+02, 2.933811389393296167e+02, 2.954092678759907926e+02, 2.935737561914037883e+02, 2.951960255351368687e+02, 2.948545380034963159e+02, 2.939334150151836411e+02, 2.949370920800692488e+02, 2.936952596894319072e+02, 2.961579451028979975e+02, 2.946129217597866727e+02
1.944000000000000000e+03, 2.953759859840617992e+02, 2.950127545350215428e+02, 2.952313585362904291e+02, 2.956995581451188855e+02, 2.937462678686883919e+02, 2.955518129412306507e+02, 2.929098869242620822e+02, 2.960814603475291165e+02, 2.936161340631844610e+02, 2.953632884407373922e+02, 2.944115055428733854e+02, 2.942183265850653697e+02, 2.947673887152887460e+02, 2.939687347361705747e+02, 2.967035251449831890e+02, 2.951107386337407661e+02
1.945000000000000000e+03, 2.951417100717983999e+02, 2.947781175497502772e+02, 2.942001308416792540e+02, 2.940043041474780807e+02, 2.933005964512751689e+02, 2.952118184417733460e+02, 2.932537976357937168e+02, 2.954564534108502016e+02, 2.930676747619379512e+02, 2.948442000079120362e+02, 2.939747655610327683e+02, 2.948986929406131026e+02, 2.946837636054560789e+02, 2.938598467680881186e+02, 2.960712491564266884e+02, 2.948206087278325072e+02
1.946000000000000000e+03, 2.952406259640409303e+02, 2.954724993086443305e+02, 2.947170050768061742e+02, 2.955652756292163872e+02, 2.935000015447444071e+02, 2.953374361844809641e+02, 2.930948627025116480e+02, 2.951475387717664489e+02, 2.932518329717659071e+02, 2.952932832471564097e+02, 2.939709458161991051e+02, 2.948182071507508795e+02, 2.947615533595215993e+02, 2.940266916790225764e+02, 2.963120307068917896e+02, 2.947110835021968001e+02
1.947000000000000000e+03, 2.946670648815428990e+02, 2.951313492938194827e+02, 2.950341139107283652e+02, 2.959298490430866195e+02, 2.936140381770722456e+02, 2.960354788120290550e+02, 2.932045957282086874e+02, 2.952532509191502186e+02, 2.937104910267949549e+02, 2.943747780065933739e+02, 2.945469792953750243e+02, 2.944600327456041668e+02, 2.947303332483846816e+02, 2.938548876043745395e+02, 2.964501829598515315e+02, 2.945335613084500324e+02
1.948000000000000000e+03, 2.953322826838921173e+02, 2.945962509135795813e+02, 2.945524542174994735e+02, 2.956707240687190961e+02, 2.937836511076145030e+02, 2.953783148771155993e+02, 2.937536664515732241e+02, 2.962771799161535000e+02, 2.937136111567410239e+02, 2.945874494009217415e+02, 2.946213477106068126e+02, 2.955100430386019070e+02, 2.952375226511707638e+02, 2.941209002166141886e+02, 2.964067890618522370e+02, 2.946293064483002695e+02
1.949000000000000000e+03, 2.957113125798101692e+02, 2.944478886729677356e+02, 2.947677422080703877e+02, 2.952619346711250046e+02, 2.937780790558462058e+02, 2.956626870382384595e+02, 2.933832764011002610e+02, 2.958121076898090109e+02, 2.935019504688089000e+02, 2.956510896601989771e+02, 2.946936275883055600e+02, 2.942293383900957338e+02, 2.946337219979030237e+02, 2.944202376048460224e+02, 2.962511089980253587e+02, 2.947407747357467542e+02
1.950000000000000000e+03, 2.941064376142202832e+02, 2.949085351283035266e+02, 2.946611039991550456e+02, 2.945973309310463151e+02, 2.937296018269539104e+02, 2.953274514533546835e+02, 2.928650572558445333e+02, 2.945163280899379856e+02, 2.933605139260994292e+02, 2.951242493708238044e+02, 2.946958731693208051e+02, 2.944381274953472598e+02, 2.947166605036471765e+02, 2.939144119547171954e+02, 2.965189574089727103e+02, 2.948316709825439261e+02
1.951000000000000000e+03, 2.949241692178029552e+02, 2.951182437106058956e+02, 2.948788809641111470e+02, 2.951581619048317862e+02, 2.937788350890575089e+02, 2.954501880241663230e+02, 2.934313366626357720e+02, 2.945704324737623665e+02, 2.931977351273205272e+02, 2.945720217583305498e+02, 2.947885897004165372e+02, 2.944346051614986663e+02, 2.953439807252431137e+02, 2.937804702404823729e+02, 2.961807218336552978e+02, 2.948381352213584137e+02
1.952000000000000000e+03, 2.958561335770462506e+02, 2.955709172534107552e+02, 2.950876904867832877e+02, 2.948551818473899289e+02, 2.937078666414057579e+02, 2.951446040949076632e+02, 2.936932474882200381e+02, 2.952596797666877251e+02, 2.937857534169278324e+02, 2.952695230847780294e+02, 2.947266802846964993e+02, 2.954854894287900038e+02, 2.946896475511547919e+02, 2.937442560845319122e+02, 2.966659277419907426e+02, 2.949288772804261498e+02
1.953000000000000000e+03, 2.951140415814977018e+02, 2.951339245976130883e+02, 2.936310118457239469e+02, 2.948842556479215204e+02, 2.938590424035600108e+02, 2.951925163974074735e+02, 2.931883075715818450e+02, 2.947729629514147405e+02, 2.934738306093006486e+02, 2.941641285119401914e+02, 2.950331338843502635e+02, 2.954096570581234573e+02, 2.944642299326827697e+02, 2.938123460875331148e+02, 2.965362005281998563e+02, 2.953514555178322780e+02
1.954000000000000000e+03, 2.952733780295944825e+02, 2.950729066240908196e+02, 2.941058938152914379e+02, 2.950759767293460527e+02, 2.940186583804066913e+02, 2.951058797323176464e+02, 2.926864426876609855e+02, 2.951255548208191613e+02, 2.936723424586976989e+02, 2.953235365419986920e+02, 2.949252923362801084e+02, 2.947586529856308744e+02, 2.949978464127182178e+02, 2.936826857769072490e+02, 2.962227776835150621e+02, 2.948150997295265938e+02
1.955000000000000000e+03, 2.949381308220745268e+02, 2.951593793213411345e+02, 2.947670720262019017e+02, 2.945211782158375513e+02, 2.933246735764597588e+02, 2.960797259575804219e+02, 2.931113088148485986e+02, 2.957352502172269055e+02, 2.933139568499904613e+02, 2.957867075531693786e+02, 2.947407768252888900e+02, 2.948601421705777739e+02, 2.947675396527276348e+02, 2.934793507839520998e+02, 2.958972528585679811e+02, 2.948336773109562614e+02
1.956000000000000000e+03, 2.946479797070390418e+02, 2.944102144614789154e+02, 2.948170224334411387e+02, 2.943947716535544146e+02, 2.934953578308007991e+02, 2.954397892365474263e+02, 2.938061223848292229e+02, 2.957684917466347088e+02, 2.939039025011259127e+02, 2.946983220669608841e+02, 2.940802834879966667e+02, 2.953959675593524139e+02, 2.944500126013550698e+02, 2.938706815641732533e+02, 2.965171820029657397e+02, 2.948989636259497047e+02
1.957000000000000000e+03, 2.944892635398297784e+02, 2.951205958690043190e+02, 2.941223148921035317e+02, 2.950713756900439648e+02, 2.935930874433878444e+02, 2.955684932696177611e+02, 2.938080926506382866e+02, 2.950558420767062557e+02, 2.935005363230716284e+02, 2.951695525191613569e+02, 2.941029420986574792e+02, 2.953134314533104998e+02, 2.944950958460859169e+02, 2.940004320333708279e+02, 2.964468314749893807e+02, 2.947499752689844286e+02
1.958000000000000000e+03, 2.953106723706764001e+02, 2.945127348085193262e+02, 2.942177086619800548e+02, 2.954108590097860088e+02, 2.937075604455897633e+02, 2.952456048856799384e+02, 2.934969944437423806e+02, 2.940844866255789043e+02, 2.940493647195514768e+02, 2.951192457630262425e+02, 2.955940217175753446e+02, 2.940372449942298658e+02, 2.946505379433963867e+02, 2.940669299266002099e+02, 2.959595911815894169e+02, 2.947440995819642353e+02
1.959000000000000000e+03, 2.949516277838694123e+02, 2.951749398697483571e+02, 2.949112374108145787e+02, 2.949723920218510216e+02, 2.935978801169986241e+02, 2.960476046031259898e+02, 2.928596110914610335e+02, 2.944736132314577048e+02, 2.934073523612428858e+02, 2.947414055048736259e+02, 2.954408248669807904e+02, 2.944231034586772466e+02, 2.949863022941999589e+02, 2.940695938739138455e+02, 2.966965716237900210e+02, 2.951445441232104940e+02
1.960000000000000000e+03, 2.947224138561821860e+02, 2.952375929929458493e+02, 2.953391199903110760e+02, 2.946791952239379953e+02, 2.933549739864187700e+02, 2.959352203734487148e+02, 2.932631197958568805e+02, 2.951854278108831409e+02, 2.936359629204739008e+02, 2.957245200966360130e+02, 2.947830965745516778e+02, 2.945223439836414627e+02, 2.950259166519979317e+02, 2.943631124346897536e+02, 2.964026481069852252e+02, 2.944727886737060771e+02
1.961000000000000000e+03, 2.944596757059736660e+02, 2.955259997839121411e+02, 2.955079908596858900e+02, 2.954187143222622467e+02, 2.931755097783806718e+02, 2.955830829675879272e+02, 2.936313171332055276e+02, 2.954466536657099596e+02, 2.933734606060929195e+02, 2.947764909861712113e+02, 2.943302238605886600e+02, 2.945690212578236356e+02, 2.952856702513746541e+02, 2.939717342457852283e+02, 2.974545950886718515e+02, 2.944032029048657932e+02
1.962000000000000000e+03, 2.954333504969711157e+02, 2.942847905812598697e+02, 2.940862797663023684e+02, 2.954490458013426633e+02, 2.935875517144653486e+02, 2.957646751957554443e+02, 2.934733734025343779e+02, 2.952032950754298213e+02, 2.933770257801160710e+02, 2.951101839921152532e+02, 2.949957365260461302e+02, 2.944395122616385834e+02, 2.952442866140098090e+02, 2.932089898920804103e+02, 2.961110786038201468e+02, 2.946006085997967148e+02
1.963000000000000000e+03, 2.951600960262528019e+02, 2.944702562462122728e+02, 2.937218076375746136e+02, 2.945421116334378553e+02, 2.933257854271342921e+02, 2.955900946676919148e+02, 2.934007060473048227e+02, 2.944012388487807925e+02, 2.932853770531561963e+02, 2.945804253966292094e+02, 2.944865524043477762e+02, 2.941556127775875780e+02, 2.946648503134641714e+02, 2.937642760007489642e+02, 2.959709589617432357e+02, 2.950858088964172907e+02
1.964000000000000000e+03, 2.946434679651924284e+02, 2.944991772873825653e+02, 2.943263597547943391e+02, 2.948433799224390555e+02, 2.928994576101342773e+02, 2.954703703608938667e+02, 2.929592642811124961e+02, 2.945141217694397824e+02, 2.928162775865110348e+02, 2.946347352750373716e+02, 2.933486475360310806e+02, 2.946709101593440323e+02, 2.939793645960833715e+02, 2.934391174202300476e+02, 2.962096651497749349e+02, 2.953716439111074692e+02
1.965000000000000000e+03, 2.949450559425944220e+02, 2.951494556550176753e+02, 2.950933939745530665e+02, 2.940673252573581067e+02, 2.932836334649671244e+02, 2.953309003085099675e+02, 2.936719181099934417e+02, 2.955366459727075039e+02, 2.926602471449387508e+02, 2.953255749214837920e+02, 2.940616327919686910e+02, 2.960024109056623729e+02, 2.943664509154699545e+02, 2.937044076895468834e+02, 2.960442010981388421e+02, 2.950708604597463136e+02
1.966000000000000000e+03, 2.955598970673446502e+02, 2.949716784040588777e+02, 2.956476289905843942e+02, 2.955644365857418165e+02, 2.937276014193892593e+02, 2.958159359755047717e+02, 2.931894150900043883e+02, 2.951760464335186498e+02, 2.937612672569456436e+02, 2.951349937166964423e+02, 2.944507503623881348e+02, 2.950941381709623101e+02, 2.951223250126334960e+02, 2.940584626157479420e+02, 2.966113608022219523e+02, 2.944409552823598233e+02
1.967000000000000000e+03, 2.947197146975836972e+02, 2.956417970838234055e+02, 2.953132121225276023e+02, 2.949716649130764381e+02, 2.936010204771345684e+02, 2.955100722069017252e+02, 2.936792192649594995e+02, 2.949433550765457426e+02, 2.928934317094942799e+02, 2.947910783162830626e+02, 2.951541257196184347e+02, 2.946011801565572910e+02, 2.943707386125585117e+02, 2.937781306782874253e+02, 2.967449581875284252e+02, 2.946615353798202364e+02
1.968000000000000000e+03, 2.949639345110617796e+02, 2.954162188586345792e+02, 2.943672027339536612e+02, 2.946922381397616277e+02, 2.936332954700190498e+02, 2.955295375743925774e+02, 2.929967550428743266e+02, 2.956267135805704811e+02, 2.931942369143854989e+02, 2.945031274983763865e+02, 2.945016654521818396e+02, 2.942929163605027156e+02, 2.947122148140972513e+02, 2.942222412245563419e+02, 2.960492017818473300e+02, 2.949882083422077130e+02
1.969000000000000000e+03, 2.958665560249146438e+02, 2.954234695081069049e+02, 2.944914887778182901e+02, 2.953756700132900050e+02, 2.933035111859513222e+02, 2.951018230133755651e+02, 2.939608698987094613e+02, 2.948889367667615602e+02, 2.940584156580991362e+02, 2.945661063448459345e+02, 2.938797472128447907e+02, 2.944292512677385503e+02, 2.943827558806374327e+02, 2.941098563683819407e+02, 2.960188061175136340e+02, 2.948645597922441652e+02
1.970000000000000000e+03, 2.950265283997121628e+02, 2.950217182319802305e+02, 2.940459614364550589e+02, 2.945938117069228497e+02, 2.938319522663748558e+02, 2.950337636256514315e+02, 2.935974674624513909e+02, 2.951005612258217070e+02, 2.939796899906469889e+02, 2.949556190124809518e+02, 2.938944181367870101e+02, 2.949360815306137624e+02, 2.950466443030769597e+02, 2.938697767536157812e+02, 2.960349227502018721e+02, 2.943941368093918527e+02
1.971000000000000000e+03, 2.951757692214068811e+02, 2.951651296960068862e+02, 2.945860448747902183e+02, 2.945718770933277710e+02, 2.936711823150840246e+02, 2.959331466037448877e+02, 2.936807566646368173e+02, 2.954349658499277780e+02, 2.937603575879425648e+02, 2.943408558850263717e+02, 2.942819559873846629e+02, 2.960276913662704601e+02, 2.947671393960001751e+02, 2.936973231734672822e+02, 2.955777891950148728e+02, 2.948310234092660380e+02
