year, MIROC-ES2L, CESM2-WACCM, TaiESM1, NorESM2-MM, CanESM5, UKESM1-0-LL, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR
1.920000000000000000e+03, 5.342019911240909913e+00, 3.688480545753197060e+00, 1.680036448179086594e+00, 3.513886721362171617e+00, 3.167977481159121922e+00, 5.010060778163983208e+00, 1.933061194077539957e+00, 3.169799086355652218e+00, 2.640275876630690188e+00, 4.310678379726959442e+00, 4.228283525096047768e+00, 5.235094339038983691e+00, 1.746876264407723367e+00, 4.799269160892125186e+00
1.921000000000000000e+03, 5.400084721529351484e+00, 3.840556631518949882e+00, 1.716700804309279738e+00, 3.390050567532580938e+00, 3.189877872907884271e+00, 5.127607677008446885e+00, 2.369147284718258195e+00, 3.106203985128443090e+00, 2.678241322800380519e+00, 4.366762619235760035e+00, 4.501651021420421728e+00, 5.010277853009587723e+00, 1.781008989290472133e+00, 4.839216879620058975e+00
1.922000000000000000e+03, 5.457299724055874712e+00, 4.048774660464387054e+00, 1.752854242681560315e+00, 3.376354510487141969e+00, 3.266909492670366344e+00, 5.072299256805536949e+00, 1.865491317666890358e+00, 3.127104394557056022e+00, 2.674450420283750240e+00, 4.268150524423768744e+00, 4.325604683886778545e+00, 5.149274976344817567e+00, 1.749853251435382617e+00, 4.783799363676168426e+00
1.923000000000000000e+03, 5.480612367629607462e+00, 3.836757523753754562e+00, 1.654428951456135444e+00, 3.421931131788602087e+00, 3.266833107215966869e+00, 5.059969293486915376e+00, 2.253514840091189964e+00, 3.424815390340161692e+00, 2.616206041617613387e+00, 4.339688077788404819e+00, 4.304405857609030051e+00, 5.317435235920688896e+00, 1.737679339897243658e+00, 4.672584466719184704e+00
1.924000000000000000e+03, 5.387766064363074037e+00, 3.853557695509157277e+00, 1.673971355956201057e+00, 3.322955122321483046e+00, 3.171173827806708090e+00, 5.093350144290840653e+00, 1.593836754066210171e+00, 3.121952058434923405e+00, 2.653293204496264934e+00, 4.304284832909142544e+00, 4.147288795682309015e+00, 5.065851282591374627e+00, 1.740249703625978306e+00, 4.674991841523419289e+00
1.925000000000000000e+03, 5.320701932729689609e+00, 3.805086707217162356e+00, 1.742382518703821104e+00, 3.303557147127687443e+00, 3.234234555975642245e+00, 4.993978579696821463e+00, 2.417496993424394613e+00, 3.173636154175752733e+00, 2.686718200355428632e+00, 4.282926977852988593e+00, 4.386328746799389222e+00, 5.226491473324147208e+00, 1.764851951805775476e+00, 4.908396984834380028e+00
1.926000000000000000e+03, 5.378102417413610503e+00, 3.846385939788661279e+00, 1.699778947092744685e+00, 3.479920191157126474e+00, 3.291195695891513395e+00, 5.163598584044065909e+00, 2.465304499220309697e+00, 3.101764054098953061e+00, 2.681512942175183323e+00, 4.406726515532823463e+00, 4.481842314914649350e+00, 5.036726364665489619e+00, 1.771735337540247812e+00, 4.740397179542623185e+00
1.927000000000000000e+03, 5.431625156741837657e+00, 3.995129237044139359e+00, 1.695851109612166230e+00, 3.448803884998913549e+00, 3.204323412118597059e+00, 5.092707128174546405e+00, 2.265733911517922916e+00, 3.293947372140952456e+00, 2.750292312817430584e+00, 4.320296943392024858e+00, 4.477175556217538599e+00, 5.077509349090106205e+00, 1.764988587304662460e+00, 4.793803912028775649e+00
1.928000000000000000e+03, 5.274580901839296843e+00, 3.887160838652447659e+00, 1.666134633855449687e+00, 3.588213445917014521e+00, 3.043951456292047553e+00, 5.003166471248172265e+00, 1.923942728470014574e+00, 3.382731258422312592e+00, 2.720235327285359439e+00, 4.248156023954308580e+00, 4.457604694437524273e+00, 5.212240282321070950e+00, 1.780032906839219997e+00, 4.758562248710878073e+00
1.929000000000000000e+03, 5.475391829457586290e+00, 3.927245637380199828e+00, 1.686529019843670429e+00, 3.412795564972982643e+00, 3.157348396433723448e+00, 5.097183793760696524e+00, 2.947003366531769863e+00, 3.416201011575763946e+00, 2.727691352780031053e+00, 4.393629872973740191e+00, 4.510148216746467931e+00, 5.154323523575867760e+00, 1.799443148524146663e+00, 4.749575888444560690e+00
1.930000000000000000e+03, 5.391466490264970268e+00, 3.866880136783092503e+00, 1.652448397565745575e+00, 3.484916196930182952e+00, 3.248587191198360813e+00, 5.052811006604476241e+00, 1.743593623388772773e+00, 3.310204956779800423e+00, 2.753909624904826714e+00, 4.369557428258102227e+00, 4.597366264376345768e+00, 5.145552815695164206e+00, 1.762982403606649706e+00, 4.883564423405711175e+00
1.931000000000000000e+03, 5.384504610306348305e+00, 3.923731570690317305e+00, 1.663233145135252666e+00, 3.508160700948164124e+00, 3.198101756270147256e+00, 5.257042602390853858e+00, 2.197083632778386697e+00, 3.335998970123257301e+00, 2.716958852390367607e+00, 4.429913930572385361e+00, 4.428533779741224308e+00, 5.071236488628811934e+00, 1.786957769374055705e+00, 4.859047498921472474e+00
1.932000000000000000e+03, 5.560761059962324282e+00, 4.003773757111190434e+00, 1.732927240260896840e+00, 3.472123742050043926e+00, 3.114726108886467948e+00, 5.085380319883268108e+00, 2.477480181118815850e+00, 3.262529490239657548e+00, 2.755457398959964443e+00, 4.523313212096517155e+00, 4.348129891740661890e+00, 5.229033843816504934e+00, 1.803403772902788749e+00, 4.733663971310476448e+00
1.933000000000000000e+03, 5.510738335719309156e+00, 3.809322183633982117e+00, 1.712262156635256716e+00, 3.469940172068112005e+00, 3.169052708969189336e+00, 5.087779345527003727e+00, 2.395860562942285554e+00, 3.350617138388500393e+00, 2.746017269248027581e+00, 4.548788233026026973e+00, 4.415892934755624388e+00, 5.178106633221615240e+00, 1.797377942850359789e+00, 4.714043348069563599e+00
1.934000000000000000e+03, 5.468606499972101354e+00, 3.771178354939358268e+00, 1.677940860738106554e+00, 3.643128647423305555e+00, 3.165195613648650763e+00, 4.969748173250088108e+00, 2.532674193756222714e+00, 3.137088258843047761e+00, 2.742085906657591110e+00, 4.343564117046907924e+00, 4.320348028482465352e+00, 5.095932018018476839e+00, 1.788614064862171338e+00, 4.518006028331032375e+00
1.935000000000000000e+03, 5.580864367560260497e+00, 3.870861177659886021e+00, 1.630845827798380387e+00, 3.536305450370686110e+00, 3.143023144585542106e+00, 4.945350472201189618e+00, 2.220353845932524717e+00, 3.292487299390216116e+00, 2.784115427502288131e+00, 4.364888105739636259e+00, 4.342944317368467644e+00, 4.968046812531837553e+00, 1.794815330098004980e+00, 4.733995241632147355e+00
1.936000000000000000e+03, 5.425599253364536523e+00, 3.940176874341189794e+00, 1.676922771461571537e+00, 3.456198021284836663e+00, 3.183840029236641556e+00, 4.943066176986598670e+00, 2.150830725592897341e+00, 3.163112381010710017e+00, 2.772653512261302300e+00, 4.249951851914485879e+00, 4.586435979663960438e+00, 5.148021382962877368e+00, 1.813320339610372978e+00, 4.846178572182278543e+00
1.937000000000000000e+03, 5.459132879564012164e+00, 3.862077749136377580e+00, 1.689145918394765022e+00, 3.487109914159746804e+00, 3.236905344507344573e+00, 4.936353879284403057e+00, 2.144139116220193042e+00, 2.980606232016619561e+00, 2.777582219468492486e+00, 4.339156282746150062e+00, 4.383282794260317417e+00, 5.018748748229341139e+00, 1.871164907743672945e+00, 4.801131437825995718e+00
1.938000000000000000e+03, 5.449413437832204998e+00, 3.976214673610923178e+00, 1.689281982367245583e+00, 3.475723346494850929e+00, 3.220468464694087096e+00, 4.964903773510271456e+00, 2.360907351862367332e+00, 3.145712717117527202e+00, 2.773608457510001291e+00, 4.458890628817393953e+00, 4.391773741743050685e+00, 5.289488583061453753e+00, 1.866500061840957514e+00, 4.807417287522413041e+00
1.939000000000000000e+03, 5.486733313979814675e+00, 3.853783470167501779e+00, 1.635974542792944630e+00, 3.496301196513433407e+00, 3.182238403809362737e+00, 5.095578541328003475e+00, 1.971668307760824801e+00, 3.115728247025091768e+00, 2.731865506665096976e+00, 4.488759782313588964e+00, 4.524071222484042920e+00, 4.954904188582543334e+00, 1.851791110232163584e+00, 4.692808640706968681e+00
1.940000000000000000e+03, 5.449804141271844315e+00, 3.865653687500232305e+00, 1.717515243929131907e+00, 3.538733031731740031e+00, 3.089348389962323971e+00, 4.891222492953590795e+00, 2.576093084187017546e+00, 3.248527941368981597e+00, 2.708043474148878360e+00, 4.453189707837609923e+00, 4.284500457747530966e+00, 5.217563006469455367e+00, 1.866206306103049606e+00, 4.914578784098073250e+00
1.941000000000000000e+03, 5.441286424029706303e+00, 3.799509964529073081e+00, 1.705877698000777265e+00, 3.627655414672646295e+00, 3.231435995813250805e+00, 4.945387632898208707e+00, 2.688358294677845262e+00, 3.278411496384606494e+00, 2.744584158994626932e+00, 4.464590345881934041e+00, 4.493399210078525385e+00, 5.331515370820652855e+00, 1.904481777644052132e+00, 4.802096666994377649e+00
1.942000000000000000e+03, 5.507141568568626688e+00, 3.942136367267752739e+00, 1.727419239149323493e+00, 3.536294363726923962e+00, 3.091305576241638597e+00, 4.957818245877928298e+00, 2.309481166349483861e+00, 3.219639096392693300e+00, 2.749696158972111171e+00, 4.344652364051961868e+00, 4.285428656614855392e+00, 5.188789595043691527e+00, 1.883492425902358436e+00, 4.635203548740359558e+00
1.943000000000000000e+03, 5.516106740064588010e+00, 3.805408658759215967e+00, 1.742191986594884501e+00, 3.386264754416118183e+00, 3.116417563561634019e+00, 4.888873354524562842e+00, 2.316777523167166120e+00, 3.090799323767451590e+00, 2.757205805342088478e+00, 4.295921085819920826e+00, 4.534522362481676616e+00, 5.171865691526323694e+00, 1.911576761995222196e+00, 5.010290286797761006e+00
1.944000000000000000e+03, 5.479612643936341954e+00, 3.955746064244345384e+00, 1.680948838579795712e+00, 3.461980588510388035e+00, 3.158123908616338849e+00, 4.978579318844262858e+00, 2.051777624378865461e+00, 3.044393787280075259e+00, 2.780944640805718571e+00, 4.396786979293002773e+00, 4.402712783426694365e+00, 5.163423133325555803e+00, 1.896776487500519526e+00, 4.990142369088827579e+00
1.945000000000000000e+03, 5.559108080248692296e+00, 3.910926521947030388e+00, 1.708066826975103369e+00, 3.481191198472918469e+00, 3.233383824805423412e+00, 4.892236495780372785e+00, 2.808594053480745423e+00, 3.432549683950920194e+00, 2.783198221604076039e+00, 4.404719649032119655e+00, 4.489413822707000179e+00, 5.149474117211489954e+00, 1.865996488475019532e+00, 4.723354428962085017e+00
1.946000000000000000e+03, 5.511430574887028477e+00, 3.847668739730166543e+00, 1.770846733699188214e+00, 3.362466334558510628e+00, 3.169657167285156341e+00, 4.936601943806028459e+00, 2.483724249469057455e+00, 3.510499899489795350e+00, 2.786892087831846165e+00, 4.343984251558057785e+00, 4.340159707566010105e+00, 5.033264212106036695e+00, 1.873264743626326112e+00, 4.748040043297749868e+00
1.947000000000000000e+03, 5.491217379091613005e+00, 3.822617931538185410e+00, 1.739149643897049069e+00, 3.527017207971524737e+00, 3.138921864902827874e+00, 5.030157492315030510e+00, 2.232738069269974091e+00, 3.230365333469495948e+00, 2.791944030584264436e+00, 4.393587157008210120e+00, 4.539456953649932736e+00, 5.123380735403617159e+00, 1.890061787915406910e+00, 4.860372431771681434e+00
1.948000000000000000e+03, 5.467364602001397067e+00, 3.766679723769861710e+00, 1.718390519436048480e+00, 3.583148329633428109e+00, 3.213376821723200383e+00, 4.923543456382052597e+00, 2.550883155123511159e+00, 3.326515249646857963e+00, 2.806765168957582546e+00, 4.298277770081402771e+00, 4.740663862152545427e+00, 5.266383296587822116e+00, 1.899827940208219434e+00, 4.740024094758100937e+00
1.949000000000000000e+03, 5.428303867680035033e+00, 3.934499807591873566e+00, 1.699262243612914780e+00, 3.617962920229541801e+00, 3.309717559899041817e+00, 5.061150407129205497e+00, 2.399896969831642135e+00, 3.263331239248546289e+00, 2.807457750623545856e+00, 4.367477596852906707e+00, 4.707571705155855213e+00, 5.232342960014880084e+00, 1.911286331601713684e+00, 4.875644517418468382e+00
1.950000000000000000e+03, 5.464084442101587058e+00, 3.802914284006841061e+00, 1.743303954116444121e+00, 3.647473385725550354e+00, 3.268331961636360639e+00, 4.831537825795360064e+00, 2.620259576382209410e+00, 3.260586066937608329e+00, 2.753125969628180680e+00, 4.396230303345709522e+00, 4.189439627563449342e+00, 5.143877080313323802e+00, 1.912990515842693195e+00, 4.737480613254799522e+00
1.951000000000000000e+03, 5.515360040218701521e+00, 3.721713536496699337e+00, 1.755245230350665597e+00, 3.522208971654057219e+00, 3.143702285259571294e+00, 4.868224540376666631e+00, 1.685020146884277370e+00, 3.225047321552449553e+00, 2.693516144162642512e+00, 4.370132047148129750e+00, 4.527179097438410516e+00, 5.128579379658618542e+00, 1.907349117836812491e+00, 4.831252505033863720e+00
1.952000000000000000e+03, 5.448427657618499786e+00, 3.914165227913260381e+00, 1.752932418881113286e+00, 3.483067678219739172e+00, 3.218799901436024236e+00, 4.928012044440188255e+00, 2.504092685880193514e+00, 3.250307492465835058e+00, 2.768548742515272387e+00, 4.462025480830691393e+00, 4.558968606004618174e+00, 4.963822072551334230e+00, 1.952583923261327126e+00, 5.072929900318849050e+00
1.953000000000000000e+03, 5.473216148593782471e+00, 3.810984788767450837e+00, 1.770243801566998121e+00, 3.524569026872387045e+00, 3.162551685572110749e+00, 4.865719686922531650e+00, 2.929397694694266807e+00, 3.310670223810487922e+00, 2.756424143932826976e+00, 4.364183857864259330e+00, 4.625494085944710676e+00, 5.044895074416152703e+00, 1.955574449227888367e+00, 4.907935219753531086e+00
1.954000000000000000e+03, 5.451952006052474431e+00, 3.695361644561427461e+00, 1.707953142789162326e+00, 3.562833323700962396e+00, 3.229520540591537259e+00, 4.946531914989136247e+00, 2.139398695540970063e+00, 3.177226310432238243e+00, 2.720717909244076527e+00, 4.371156340531873852e+00, 4.417837581030330973e+00, 5.474273803989966325e+00, 1.953912468943273861e+00, 4.855766354172653898e+00
1.955000000000000000e+03, 5.424263918697816322e+00, 3.727687958568762561e+00, 1.659111575320495247e+00, 3.486652545898330846e+00, 3.132314829229662312e+00, 4.905347934630328588e+00, 2.519522517001381967e+00, 3.308378301947684452e+00, 2.798286780520493178e+00, 4.411796966654021546e+00, 4.661846281678864834e+00, 5.243277679057317009e+00, 1.971253590406896850e+00, 4.729091140097676060e+00
1.956000000000000000e+03, 5.570242870763501664e+00, 3.689912676960997118e+00, 1.613965188465135370e+00, 3.507794803403764483e+00, 3.102379160723355511e+00, 5.151403666304632090e+00, 1.981240194971936042e+00, 3.212906265825828722e+00, 2.797132912265231752e+00, 4.443189879260805775e+00, 4.743963923545261530e+00, 5.226348564890243686e+00, 1.935776397106974578e+00, 4.744070316609415805e+00
1.957000000000000000e+03, 5.508577283983701278e+00, 3.707512788826381911e+00, 1.683190121467883271e+00, 3.377632228568271167e+00, 2.969924585451069188e+00, 4.862881339870064323e+00, 2.152344033134962586e+00, 3.365249879681200706e+00, 2.727589296498528881e+00, 4.465060351091883817e+00, 4.592556130014934013e+00, 5.197639448155136677e+00, 1.977827363804809835e+00, 4.759415749504667836e+00
1.958000000000000000e+03, 5.489440859636215642e+00, 3.694349366431125326e+00, 1.668754773545324088e+00, 3.422485523585913736e+00, 3.275678120813348304e+00, 4.928112938981465518e+00, 2.118891623838309091e+00, 3.216156994711840245e+00, 2.742134741333413839e+00, 4.663885914671359600e+00, 4.681701166673237324e+00, 5.133229769861209491e+00, 1.982666961936752736e+00, 4.922823370162155321e+00
1.959000000000000000e+03, 5.411893318222890770e+00, 3.660072719305774047e+00, 1.671576906639070437e+00, 3.276454158932240013e+00, 3.159418523894915065e+00, 4.998452963246802661e+00, 2.133293946954421649e+00, 3.166437133752657562e+00, 2.724468083751958591e+00, 4.337841625088450392e+00, 4.722681999304767508e+00, 5.331009663831747680e+00, 1.936321014728981327e+00, 4.617595389451868648e+00
1.960000000000000000e+03, 5.353230134216010683e+00, 3.820773951577227212e+00, 1.681054482098099490e+00, 3.740555216178651055e+00, 3.140300566165871388e+00, 4.856113748307413047e+00, 2.532415684439309533e+00, 3.234363815838862344e+00, 2.768862462297164040e+00, 4.446893426403537575e+00, 4.506223237487038347e+00, 5.280351428969582095e+00, 1.983761351778279947e+00, 4.690640637770467691e+00
1.961000000000000000e+03, 5.558610808257927971e+00, 3.861975742372678155e+00, 1.600359681113814769e+00, 3.508744957738472170e+00, 3.369948835274327870e+00, 4.751920826116403873e+00, 2.507439854550984393e+00, 3.120763200371920121e+00, 2.774537166165928159e+00, 4.556239377780313404e+00, 4.471008356088286284e+00, 5.163731039999737149e+00, 1.924394390962228085e+00, 4.706361768954872460e+00
1.962000000000000000e+03, 5.378654796417515982e+00, 3.917504977660985599e+00, 1.630746941684435791e+00, 3.361764643457640922e+00, 3.187217334617087339e+00, 4.953507961089037792e+00, 2.117418478258833225e+00, 3.031817321974377144e+00, 2.736116920901688676e+00, 4.396689707077299225e+00, 4.643829628628657780e+00, 5.062631844913866530e+00, 2.018209187014440076e+00, 4.790354398034184946e+00
1.963000000000000000e+03, 5.370709754842072137e+00, 3.812547780497806738e+00, 1.620670055456755909e+00, 3.445711881501487106e+00, 3.127524854063946425e+00, 4.999124928150775027e+00, 2.151715650711947259e+00, 3.060944965351571678e+00, 2.805001926896631304e+00, 4.538776828043683764e+00, 4.626318386058196452e+00, 5.089911326094587629e+00, 2.026352300069528933e+00, 4.851096303398365173e+00
1.964000000000000000e+03, 5.403111916829310246e+00, 3.616845009754231288e+00, 1.607387694664081934e+00, 3.503704519001691331e+00, 3.011973374539437920e+00, 4.819206738301025084e+00, 2.196035680248837441e+00, 3.099101874712933302e+00, 2.814230148347845351e+00, 4.573420121926647930e+00, 4.564423894255336123e+00, 5.169314674702262913e+00, 1.983459322161210903e+00, 4.616815240914028173e+00
1.965000000000000000e+03, 5.349746425026912888e+00, 3.482244197859312607e+00, 1.577549457339433303e+00, 3.273974252371631533e+00, 3.081985113246777708e+00, 4.867867814916085223e+00, 2.251936838979959887e+00, 3.067556752287568855e+00, 2.759095836199904728e+00, 4.575137504500536245e+00, 4.590086553030717553e+00, 4.993171691679612501e+00, 2.005245031119738730e+00, 4.733845297616830372e+00
1.966000000000000000e+03, 5.528451662611590933e+00, 3.765922876021349897e+00, 1.606552522458759125e+00, 3.179335642741288659e+00, 3.107169989800507626e+00, 4.845439135850739376e+00, 2.505699401402429416e+00, 3.161275192612090557e+00, 2.744380650102401731e+00, 4.470347771753912625e+00, 4.686414202308840871e+00, 4.941650245270403197e+00, 2.069653820170213265e+00, 4.752638225719969967e+00
1.967000000000000000e+03, 5.551196044309715916e+00, 3.600242850052865595e+00, 1.599898690498320120e+00, 3.203714564213868243e+00, 3.053906799187028565e+00, 4.786417849889437193e+00, 1.879626879877209777e+00, 2.917084181988476743e+00, 2.740987039037836581e+00, 4.547941642457661970e+00, 4.455102923208709598e+00, 4.873284874990109650e+00, 2.028318122089959541e+00, 4.782361066648788572e+00
1.968000000000000000e+03, 5.401442993197938414e+00, 3.669113087062306544e+00, 1.602129563908481602e+00, 3.310266388280167504e+00, 3.210128606233055848e+00, 4.681581869980711019e+00, 2.348792297333559986e+00, 2.938483795798338516e+00, 2.767944664651570630e+00, 4.561657601150476360e+00, 4.655272907726136111e+00, 5.260082411920330436e+00, 2.089936093548769858e+00, 4.723612427535595515e+00
1.969000000000000000e+03, 5.376577260608539355e+00, 3.633115827336711678e+00, 1.639576293569814158e+00, 3.328218656182104329e+00, 3.312361098398747927e+00, 4.761224189299041676e+00, 2.593949759963077639e+00, 3.089559568973061054e+00, 2.726275625351377574e+00, 4.660974273249158806e+00, 4.732122689585586350e+00, 5.259604854617428771e+00, 2.116834661742066803e+00, 4.596578315885560428e+00
1.970000000000000000e+03, 5.549242985258022287e+00, 3.669467694493002696e+00, 1.552065592987044162e+00, 3.151322634917047782e+00, 3.111460629878574746e+00, 4.578790296843318508e+00, 2.553543392911238108e+00, 3.107172672028665428e+00, 2.746817168227081662e+00, 4.575428278793101988e+00, 4.390915165822095290e+00, 4.908419182576709616e+00, 2.090074713991550315e+00, 4.756786038950513884e+00
1.971000000000000000e+03, 5.398555376320293142e+00, 3.597485123944913710e+00, 1.642878556921492317e+00, 3.173958730312365084e+00, 3.118055222248115932e+00, 4.663360830686142933e+00, 2.673311967879702156e+00, 3.118441690936972321e+00, 2.750119471176883934e+00, 4.768847890566553893e+00, 4.542803817683360279e+00, 4.907326260984828714e+00, 2.089021543671561787e+00, 4.832837938533780076e+00
1.972000000000000000e+03, 5.446076489996278802e+00, 3.483156733323715670e+00, 1.666713077834641732e+00, 3.324489568176254739e+00, 3.116052026885091752e+00, 4.639120002467493897e+00, 2.095708752097686478e+00, 3.013321977086497405e+00, 2.722136328791235460e+00, 4.597083423559593207e+00, 4.575437204086172827e+00, 5.279929759891042629e+00, 2.060627014235310472e+00, 4.745592120129956903e+00
1.973000000000000000e+03, 5.388103314763703189e+00, 3.820972917173317107e+00, 1.555400575148432329e+00, 3.239422622408018260e+00, 3.162025979414954335e+00, 4.572689165448004189e+00, 2.408140380286669657e+00, 2.995762625313650673e+00, 2.736755566317778054e+00, 4.621057955221559155e+00, 4.728886661638002309e+00, 4.986463627906155160e+00, 2.122476806741896205e+00, 4.704477836301121485e+00
1.974000000000000000e+03, 5.335828785032457056e+00, 3.883482533973998230e+00, 1.619636144563621150e+00, 3.353645448788938221e+00, 3.063786950769789907e+00, 4.739609917805181816e+00, 2.667023920045121343e+00, 3.071484862189810094e+00, 2.808225239062116518e+00, 4.733316621066357754e+00, 4.537396987849443342e+00, 5.025993155298774440e+00, 2.132756193486564200e+00, 4.976594142100105422e+00
1.975000000000000000e+03, 5.434169179200907251e+00, 3.582830673272854316e+00, 1.627174408657107607e+00, 3.493524787358896155e+00, 3.151383868193634807e+00, 4.701755588991085588e+00, 2.310743807158183838e+00, 2.935983274537424137e+00, 2.830538401355528588e+00, 4.608262921050130245e+00, 4.470674931873765523e+00, 4.727232655974868081e+00, 2.058092549219044276e+00, 4.847295551202138952e+00
1.976000000000000000e+03, 5.393506747306196836e+00, 3.613326665824183159e+00, 1.539307638616529861e+00, 3.439251929944663999e+00, 3.177808982302595453e+00, 4.716757448700178657e+00, 2.549358896962671484e+00, 2.945507028567499130e+00, 2.820929192904900074e+00, 4.358244931614629891e+00, 4.497580161726228987e+00, 4.968190702140919512e+00, 2.090026075124623794e+00, 4.701442375851768496e+00
1.977000000000000000e+03, 5.469705937902813453e+00, 3.594770207281335228e+00, 1.654500673485080675e+00, 3.333672271177630542e+00, 3.199222866494903617e+00, 4.772839384222323567e+00, 2.468815861324690442e+00, 3.026362114334110398e+00, 2.780272782952706301e+00, 4.517014661774568118e+00, 4.731339024720147002e+00, 5.004572037896506842e+00, 2.117127297241791162e+00, 4.758944819252652003e+00
1.978000000000000000e+03, 5.400482873041720033e+00, 3.391735402902440910e+00, 1.641128777072759393e+00, 3.412940057617376954e+00, 3.337389308601569127e+00, 4.708113003851358336e+00, 2.906902587207952582e+00, 2.934881259966131140e+00, 2.840632373279800227e+00, 4.736815871617725549e+00, 4.512318504405393504e+00, 4.854935059525567809e+00, 2.099102638434023227e+00, 5.162007215797534521e+00
1.979000000000000000e+03, 5.360152252066600731e+00, 3.547547796097217709e+00, 1.628195900191543144e+00, 3.378191657493185840e+00, 3.138882900266420251e+00, 4.743288396369331750e+00, 2.448981233813668723e+00, 2.979081062381324418e+00, 2.854554139864825313e+00, 4.780315168331331854e+00, 4.643404636163815269e+00, 4.927336194248589152e+00, 2.136139200741608679e+00, 5.101125591345836874e+00
1.980000000000000000e+03, 5.416262631891895829e+00, 3.667706220353306179e+00, 1.663893069038901773e+00, 3.252633011711321132e+00, 3.081051820325029222e+00, 4.714341399436271729e+00, 2.491105620149141497e+00, 3.126262964992820415e+00, 2.846660686765974280e+00, 4.682901899115032407e+00, 4.567101953037367323e+00, 4.744253204480302522e+00, 2.188718313661690562e+00, 4.946745061812326760e+00
1.981000000000000000e+03, 5.450956895184562612e+00, 3.753141409007218599e+00, 1.685497865581536914e+00, 3.404510382994833328e+00, 3.176824919385401014e+00, 4.779526706733896901e+00, 2.806151105618280628e+00, 3.038406112360841682e+00, 2.778009731216509071e+00, 4.800406919293401131e+00, 4.738907181483013709e+00, 4.917838808671619155e+00, 2.166950347511957808e+00, 5.000037228995737770e+00
1.982000000000000000e+03, 5.323068933631351918e+00, 3.650331534706521275e+00, 1.619198057530736090e+00, 3.387993032743548127e+00, 3.186212243422673840e+00, 4.633329721140444946e+00, 2.281830393946532087e+00, 3.109735715859901717e+00, 2.793588102216387092e+00, 4.618309488871803481e+00, 4.608102332654716804e+00, 5.079349297981765154e+00, 2.145778036734583782e+00, 4.930269438058760834e+00
1.983000000000000000e+03, 5.381924086163083487e+00, 3.529687225409270379e+00, 1.679115390202746916e+00, 3.304785601441523557e+00, 3.209500702694973118e+00, 4.639134309550044577e+00, 2.777263473551494055e+00, 3.125861733338358484e+00, 2.823666300465835555e+00, 4.695987231745976764e+00, 4.496431558183105359e+00, 4.762783106762316976e+00, 2.107456877443817600e+00, 4.853549951516531458e+00
1.984000000000000000e+03, 5.446178782414444974e+00, 3.603111067506482357e+00, 1.660338939921325752e+00, 3.267579543585495294e+00, 3.292782566251339471e+00, 4.790578400454757357e+00, 2.249381632431265210e+00, 3.224900808349833170e+00, 2.791486299899513135e+00, 4.647405094211349841e+00, 4.578530962470449772e+00, 4.928618937339861006e+00, 2.156048700268019314e+00, 4.959257796688500974e+00
1.985000000000000000e+03, 5.580768934295184280e+00, 3.488515333386517092e+00, 1.714251260052497061e+00, 3.417387510162686493e+00, 3.224891319290873248e+00, 4.917178140985562607e+00, 2.836073890766630967e+00, 3.133686849791003759e+00, 2.833326351470889293e+00, 4.922602347427004865e+00, 4.582137313512151700e+00, 4.928592675386349597e+00, 2.180808112795981302e+00, 5.132863314179850533e+00
1.986000000000000000e+03, 5.630739887849520287e+00, 3.691716299387925115e+00, 1.664302483808446365e+00, 3.460455851818442952e+00, 3.255794027208774644e+00, 4.786125593384674026e+00, 2.576016546079194836e+00, 3.109260103131176844e+00, 2.814955651804770476e+00, 4.953329740305381534e+00, 4.668703383480210078e+00, 5.014704237687793942e+00, 2.220371927016270952e+00, 5.015005097784946742e+00
1.987000000000000000e+03, 5.554569826329200488e+00, 3.782579271510718044e+00, 1.656507042585798617e+00, 3.356258495524619967e+00, 3.251244012132113337e+00, 4.849633560428575407e+00, 2.600235503332407383e+00, 3.221659025276116584e+00, 2.787185247724297099e+00, 5.074735281715935464e+00, 4.789900232050576356e+00, 5.041499268204545636e+00, 2.221354908524343141e+00, 5.062348328194711478e+00
1.988000000000000000e+03, 5.562641531776533199e+00, 3.915066128199323980e+00, 1.697516566634798885e+00, 3.400197338633453636e+00, 3.189675248982466904e+00, 4.881607612797902895e+00, 2.551412607477838268e+00, 3.194419271031972318e+00, 2.824496697441093662e+00, 5.003446350312461988e+00, 4.761793751880404990e+00, 5.113269863289664485e+00, 2.263478857525248245e+00, 5.075886793273644670e+00
1.989000000000000000e+03, 5.472432232985996237e+00, 4.035594711413756919e+00, 1.700131745694693830e+00, 3.453445062165581003e+00, 3.236571438034948844e+00, 4.947367576576692905e+00, 2.583950363014805074e+00, 3.169826152397761110e+00, 2.858974778770003500e+00, 4.979216919792743390e+00, 4.801920549507443958e+00, 4.972625688636370000e+00, 2.346626409835566029e+00, 5.208130705157836715e+00
1.990000000000000000e+03, 5.586628429327694434e+00, 3.808273031578409462e+00, 1.689790215235803528e+00, 3.498272707072834553e+00, 3.356956946295813982e+00, 5.000604124832645603e+00, 2.490820938481314695e+00, 3.057060770885140055e+00, 2.929502250900888782e+00, 5.182824153179604210e+00, 4.773226892023883394e+00, 4.959830829169113997e+00, 2.263022122505383926e+00, 5.104438631777240332e+00
