year, MIROC-ES2L, CESM2-WACCM, TaiESM1, NorESM2-MM, CanESM5, UKESM1-0-LL, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR
1.872000000000000000e+03, 5.425339215137611859e+00, 3.699500254804754196e+00, 1.674528708887653927e+00, 3.398648877580521255e+00, 3.024746447805362948e+00, 5.068267727505373799e+00, 2.391140292551504398e+00, 3.171321739565069908e+00, 2.590094340827535646e+00, 4.271765012468456746e+00, 4.359994620357690032e+00, 5.011964762762266545e+00, 1.648771991897548084e+00, 4.621126212241310149e+00
1.873000000000000000e+03, 5.425310913950242231e+00, 3.682068529038120985e+00, 1.690690189455389181e+00, 3.481948300563765919e+00, 3.169683822602634038e+00, 5.062321758956497497e+00, 1.915471042614454333e+00, 3.076771678360097795e+00, 2.621487968390135759e+00, 4.256724440432286372e+00, 4.354265810310517182e+00, 4.954815977034743746e+00, 1.629640174693647081e+00, 4.325725876874384035e+00
1.874000000000000000e+03, 5.372537139915849025e+00, 3.679805331864678397e+00, 1.640900725140565175e+00, 3.488922701842428697e+00, 3.012260560623081229e+00, 5.298070203075094575e+00, 2.132029784217702950e+00, 3.084045069094071501e+00, 2.642834600592002037e+00, 4.242974683294080229e+00, 4.357700800750597736e+00, 5.044637886962988205e+00, 1.606634129389131083e+00, 4.450713608086220852e+00
1.875000000000000000e+03, 5.403883000538659331e+00, 3.766898429942799886e+00, 1.744312141977296005e+00, 3.522724544417660475e+00, 3.144553294565061385e+00, 5.327394150863093536e+00, 1.860955537938896898e+00, 3.158613396259718709e+00, 2.621536492135078777e+00, 4.397579596361738119e+00, 4.383382761347416334e+00, 4.944640994144563706e+00, 1.637350973984170288e+00, 4.519162178189029433e+00
1.876000000000000000e+03, 5.461658328922266215e+00, 3.716300247159756598e+00, 1.686622623296893719e+00, 3.387569223144251129e+00, 3.160606894314988757e+00, 5.307602714082169548e+00, 1.977445385000756284e+00, 3.269844317740978390e+00, 2.591599924058539006e+00, 4.338248448198386065e+00, 4.328372130109054083e+00, 4.927769009762698715e+00, 1.641468465907010232e+00, 4.430020999784292535e+00
1.877000000000000000e+03, 5.424113096854274119e+00, 3.661743267057001816e+00, 1.743627562358163186e+00, 3.581945790141542574e+00, 3.281861943283777450e+00, 5.172793011419399178e+00, 2.005035288777099911e+00, 3.171768540234662925e+00, 2.597333094157350697e+00, 4.311029053956487722e+00, 4.369891485149461907e+00, 4.890653024048135400e+00, 1.682822810502242694e+00, 4.406079990130590041e+00
1.878000000000000000e+03, 5.425011064364040791e+00, 3.728972213064789987e+00, 1.678165367481224468e+00, 3.580092426605987921e+00, 3.159554295272641422e+00, 5.118725431110147106e+00, 2.396909268673270255e+00, 3.313523044543667861e+00, 2.624233393135013248e+00, 4.367505517757846789e+00, 4.364222606978407804e+00, 4.760764275342054042e+00, 1.651419696777774115e+00, 4.602048746900538667e+00
1.879000000000000000e+03, 5.355500004088696642e+00, 3.815699228387909869e+00, 1.735065758587819307e+00, 3.482188374042491930e+00, 3.177392475900713720e+00, 4.951758844145278893e+00, 1.755384034415752748e+00, 3.161420287329214318e+00, 2.664144392402813644e+00, 4.220539302132152670e+00, 4.192512836848093727e+00, 4.941764670121179925e+00, 1.680846954267660509e+00, 4.465138624255837740e+00
1.880000000000000000e+03, 5.362825072132564763e+00, 3.696780340396037534e+00, 1.705792448024789465e+00, 3.351729920829062959e+00, 3.151589430086137789e+00, 5.092864706689100629e+00, 2.225495969241340077e+00, 3.254331941940848960e+00, 2.670114543074332936e+00, 4.376511993339611273e+00, 4.115805380511818434e+00, 4.940306037270961959e+00, 1.680067134330069045e+00, 4.385399404153468517e+00
1.881000000000000000e+03, 5.379894841061289235e+00, 3.998337196032190288e+00, 1.682251365962389000e+00, 3.408146056499879784e+00, 3.152399610250160134e+00, 5.100051375953745136e+00, 2.034487479261214204e+00, 3.088030554589768162e+00, 2.630262772498678014e+00, 4.405536486141403252e+00, 4.383060246746299349e+00, 4.812950623577163078e+00, 1.704392894316137497e+00, 4.551199042335944966e+00
1.882000000000000000e+03, 5.420689727963623028e+00, 4.010941144987342000e+00, 1.713891382777066541e+00, 3.363097790324402592e+00, 3.159869311785874046e+00, 5.000725448850452892e+00, 2.168101880238193502e+00, 3.089709041233736908e+00, 2.583306253751073367e+00, 4.057933058037279217e+00, 4.333508268915928774e+00, 4.842860718121201558e+00, 1.632666110028471840e+00, 4.554102343656086127e+00
1.883000000000000000e+03, 5.323843872629664631e+00, 3.923000243712798429e+00, 1.684907954011216402e+00, 3.524063533555361172e+00, 3.104139113152008633e+00, 5.064013076375633915e+00, 2.305908442450940399e+00, 3.341404934426088325e+00, 2.611524268280852823e+00, 4.375662330382996679e+00, 4.440162889659100998e+00, 5.141020826199487637e+00, 1.630949866732703368e+00, 4.452143645821512230e+00
1.884000000000000000e+03, 5.234877750578040612e+00, 3.828262762609535130e+00, 1.614272829561428813e+00, 3.370242629588606764e+00, 3.091489696203422177e+00, 4.977428087825336078e+00, 2.266573599809359241e+00, 3.296801361549846821e+00, 2.613073128246083954e+00, 4.313189415289240713e+00, 4.141407680088938115e+00, 4.712337007542572564e+00, 1.596332616626484846e+00, 4.112869000646440121e+00
1.885000000000000000e+03, 5.244185221109193051e+00, 3.699199705022868212e+00, 1.710771070581400100e+00, 3.237514299473612134e+00, 3.116703900923385007e+00, 5.108046546796269460e+00, 1.759573072266133131e+00, 3.301070841175536508e+00, 2.541445729137456144e+00, 4.179105035577471483e+00, 4.204396517242980913e+00, 4.739287837346261689e+00, 1.637946282836257206e+00, 4.654071045943134699e+00
1.886000000000000000e+03, 5.205680529427430869e+00, 3.900314335602146798e+00, 1.706924667782436789e+00, 3.338807142251742910e+00, 3.032431255274941950e+00, 5.210008782608432476e+00, 1.531073055860851628e+00, 3.397562045773330652e+00, 2.560906872180609639e+00, 4.067240089067318820e+00, 4.209074369864616472e+00, 5.080156728835542701e+00, 1.633945034539071806e+00, 4.537600677276062200e+00
1.887000000000000000e+03, 5.299940868331585619e+00, 3.793615747548525263e+00, 1.655451810654696931e+00, 3.336679450204870445e+00, 3.152243660896027144e+00, 5.212484831154601927e+00, 1.795364055317222318e+00, 3.186242674596547975e+00, 2.532663109227478504e+00, 4.094922113896744875e+00, 4.229618786820906529e+00, 4.949670979922438541e+00, 1.648476440171971369e+00, 4.447416996225151742e+00
1.888000000000000000e+03, 5.362765024859646346e+00, 3.632223898552207508e+00, 1.695250108918954890e+00, 3.314899234300711317e+00, 3.231541307383612338e+00, 5.127530420163632918e+00, 2.036659300844319453e+00, 3.178401629977810394e+00, 2.563368854806583386e+00, 4.164193383306271201e+00, 4.128806268595957008e+00, 4.860551445292592199e+00, 1.624768176728278668e+00, 4.526828339350609909e+00
1.889000000000000000e+03, 5.373433029293602559e+00, 3.716249616162484504e+00, 1.621453079317456858e+00, 3.532005305524966055e+00, 3.121559029871677549e+00, 5.157459105653856568e+00, 2.171228552102937748e+00, 3.233822378191512303e+00, 2.602120498711745444e+00, 4.145780459466033463e+00, 4.234172187629969386e+00, 4.990714010504849085e+00, 1.623976717284317361e+00, 4.557019311415145602e+00
1.890000000000000000e+03, 5.267458761684459034e+00, 3.677419169053789627e+00, 1.655138888864654323e+00, 3.475140283112027717e+00, 3.126065555284085029e+00, 5.113834249516541419e+00, 2.245227560902397279e+00, 3.035465105248500439e+00, 2.649024447389034087e+00, 4.260076037028253104e+00, 4.050759797848232147e+00, 4.987159504509328656e+00, 1.656661515211162339e+00, 4.414164259969615145e+00
1.891000000000000000e+03, 5.153938052878753950e+00, 3.790590266966380906e+00, 1.644757889148720453e+00, 3.170741567396182958e+00, 2.977421191380964949e+00, 5.116832049412686878e+00, 1.847599467071097123e+00, 3.150413293490590849e+00, 2.631002192412681406e+00, 4.199797107084598302e+00, 4.051360920858292580e+00, 4.881299978125288597e+00, 1.605008130758280194e+00, 4.534775309353065609e+00
1.892000000000000000e+03, 5.326864394781041234e+00, 3.598423274357146262e+00, 1.707096602275671504e+00, 3.322714168866760076e+00, 3.134392527577332999e+00, 5.256686915744388955e+00, 1.875325741437544380e+00, 3.266176974536582733e+00, 2.578726046506301106e+00, 4.210183722644019966e+00, 4.184254561959210861e+00, 4.747936317419772401e+00, 1.670417468861802091e+00, 4.521130129457914926e+00
1.893000000000000000e+03, 5.313855504287841924e+00, 3.657814862028665459e+00, 1.690589558522009650e+00, 3.293437686031308154e+00, 3.129675914418894145e+00, 5.070576708465840632e+00, 1.609077583080329221e+00, 3.301654226083498234e+00, 2.582836937598696814e+00, 4.160431751580718540e+00, 4.128130413208164207e+00, 4.916532624729499368e+00, 1.670630366593893301e+00, 4.603506644948487825e+00
1.894000000000000000e+03, 5.335950373867537344e+00, 3.739962262329566300e+00, 1.630407398997842039e+00, 3.433929270327996441e+00, 3.186700353810788755e+00, 4.978180666174544022e+00, 2.826957531207711760e+00, 3.264459750024191198e+00, 2.630562213446483444e+00, 4.436334963580025104e+00, 4.225402783318467748e+00, 5.053674642925282789e+00, 1.676103591767322598e+00, 4.305943996331442314e+00
1.895000000000000000e+03, 5.307008178523072495e+00, 3.704072818985366666e+00, 1.672782067011035378e+00, 3.366573579033792729e+00, 3.136578359874454769e+00, 5.106642050114182041e+00, 2.158227463728155104e+00, 3.279295489577115585e+00, 2.603552825234368040e+00, 4.283426091549098480e+00, 4.325599650816989161e+00, 4.841095368658378639e+00, 1.664725525535247108e+00, 4.632727108218458234e+00
1.896000000000000000e+03, 5.251502696691637162e+00, 3.920349103651027178e+00, 1.674677446138601145e+00, 3.498292418195074305e+00, 3.257327613626729512e+00, 5.137923559561597742e+00, 2.012378029742166508e+00, 3.292543977471910299e+00, 2.605978631070769325e+00, 4.223246184019211036e+00, 4.133091887219269900e+00, 5.015805524339713273e+00, 1.694542162366213134e+00, 4.370639780354777848e+00
1.897000000000000000e+03, 5.295313502822007301e+00, 3.775318082901496730e+00, 1.618292985719395283e+00, 3.439758910971466577e+00, 3.212045960112338339e+00, 5.053235399851336851e+00, 2.237981084936443210e+00, 3.172629295063057242e+00, 2.598411069400564433e+00, 4.190320208598301122e+00, 4.323416004395818746e+00, 5.115725888102146790e+00, 1.745735329675213610e+00, 4.535319851902636756e+00
1.898000000000000000e+03, 5.477490232543863691e+00, 3.811815553659539280e+00, 1.635118803259485887e+00, 3.319158234817628728e+00, 3.158800277841149029e+00, 5.284212871929124589e+00, 2.239632050552053499e+00, 3.286775913480275868e+00, 2.603452190436121416e+00, 4.162257445262066646e+00, 4.169387903378970250e+00, 5.013957773582829347e+00, 1.722645825471456948e+00, 4.585980295586195687e+00
1.899000000000000000e+03, 5.533155696381760968e+00, 3.733162459142914891e+00, 1.636367423896773143e+00, 3.421640827689907738e+00, 3.144049744718170558e+00, 5.060237596962174678e+00, 2.223762533097167982e+00, 3.274875238559967539e+00, 2.595172963461044979e+00, 4.250176119406299691e+00, 4.277154100584700025e+00, 5.070550979246768009e+00, 1.705806503502547811e+00, 4.686527228174131920e+00
1.900000000000000000e+03, 5.298786559027302445e+00, 3.718436229407992233e+00, 1.706462572460371918e+00, 3.534631537158129611e+00, 3.218068308428643665e+00, 5.133833725065758635e+00, 2.125278105892162817e+00, 3.283492885774234260e+00, 2.579989221383325759e+00, 4.145591359362790662e+00, 4.339460259547628596e+00, 5.069382406845137190e+00, 1.707944004042148967e+00, 4.530417736222972280e+00
1.901000000000000000e+03, 5.270187130810147558e+00, 3.805177370591977137e+00, 1.612452384518761939e+00, 3.658720558277884560e+00, 3.202914789045885335e+00, 4.973206236537169644e+00, 2.228638119822131447e+00, 3.385804869342913026e+00, 2.602920566795433377e+00, 4.429954557085993727e+00, 4.378016921540838879e+00, 5.012909374955455633e+00, 1.703067806789992256e+00, 4.648183586755656016e+00
1.902000000000000000e+03, 5.441010254615895825e+00, 3.713284803168393378e+00, 1.665977199342923543e+00, 3.551892286458708803e+00, 3.094637656952432980e+00, 5.100643571990952196e+00, 2.612091317341010299e+00, 3.366118659809036906e+00, 2.644155898239769265e+00, 4.477936727384085103e+00, 4.368348204049227412e+00, 4.937144128874947135e+00, 1.657939956701031337e+00, 4.712877383092193284e+00
1.903000000000000000e+03, 5.195351241990664448e+00, 3.627355215604747940e+00, 1.590836889470848226e+00, 3.409197801416702589e+00, 3.075517326563028231e+00, 5.037177445573919776e+00, 1.947737434348569607e+00, 3.063892134354453400e+00, 2.623679384995691422e+00, 4.151591258275853846e+00, 4.023124408148937903e+00, 4.744079950187301442e+00, 1.599394161054543684e+00, 4.205642925035090407e+00
1.904000000000000000e+03, 5.291452299318143204e+00, 3.703421968838902956e+00, 1.602736998526086420e+00, 3.650741129859901957e+00, 3.048748422968521776e+00, 5.049203128758410486e+00, 2.052424128356082900e+00, 3.206135368005654573e+00, 2.638365513575708921e+00, 4.350881819330946421e+00, 4.181538096159362006e+00, 4.809392599950096603e+00, 1.629622043787546826e+00, 4.527291600593221332e+00
1.905000000000000000e+03, 5.318543604407413028e+00, 3.622952440665587304e+00, 1.631667929658510152e+00, 3.439499421661144307e+00, 3.155734534022637039e+00, 5.063981994825613064e+00, 1.968953644295968308e+00, 3.249726733094524977e+00, 2.588845845641476018e+00, 4.143080790951703563e+00, 4.191526223996339340e+00, 5.027390808089937657e+00, 1.636356058485848086e+00, 4.876518383407536739e+00
1.906000000000000000e+03, 5.407825127002437782e+00, 3.785607612066244076e+00, 1.666930752544491190e+00, 3.328740425400585234e+00, 3.158667750338497893e+00, 5.039001612151105647e+00, 2.086778612176915182e+00, 3.211367004175689210e+00, 2.634210321683169820e+00, 4.271710774811435130e+00, 4.373508649548051075e+00, 5.112486660723793541e+00, 1.657463420158463485e+00, 4.548322074132731707e+00
1.907000000000000000e+03, 5.358142945634219778e+00, 3.749972567929572342e+00, 1.562857531519976195e+00, 3.348072012849509171e+00, 3.190030713870616985e+00, 4.973616370141309417e+00, 2.298676894346426636e+00, 3.087915257125384283e+00, 2.652867020484791727e+00, 4.330945262130227569e+00, 4.179326157205699666e+00, 5.104785782546598760e+00, 1.622689244681924325e+00, 4.565522190095844479e+00
1.908000000000000000e+03, 5.403538441290430150e+00, 3.584868795543989073e+00, 1.673535800553539454e+00, 3.231974531438106091e+00, 3.270291721750234526e+00, 5.145661971411369606e+00, 2.240249300057742143e+00, 3.148309569822731913e+00, 2.628342498850506637e+00, 4.298207380383651355e+00, 4.416839902753725511e+00, 4.853959736676642933e+00, 1.692073978867042028e+00, 4.773629798344351194e+00
1.909000000000000000e+03, 5.306792183590864020e+00, 3.773833801067210114e+00, 1.610829589205064361e+00, 3.522802500908547074e+00, 3.192889776315157135e+00, 5.072556020424144663e+00, 2.347253500805644766e+00, 3.216702153858363999e+00, 2.657001218371327411e+00, 4.469048007454482274e+00, 4.374034168707390258e+00, 5.045463657644448041e+00, 1.738423626996716376e+00, 4.479265724309602348e+00
1.910000000000000000e+03, 5.373539566531016831e+00, 3.610680158254523597e+00, 1.625715274631154061e+00, 3.436611801759985152e+00, 3.173447916706233052e+00, 5.000110981915149466e+00, 1.996339806753935520e+00, 3.182804329960440270e+00, 2.657310132528349911e+00, 4.255108477898927433e+00, 4.292422175676226637e+00, 5.179532742176766291e+00, 1.702598365707815864e+00, 4.672057707169599894e+00
1.911000000000000000e+03, 5.378674425170272499e+00, 3.640321631353312437e+00, 1.703885538097432706e+00, 3.523580942341829836e+00, 3.102198746933678475e+00, 5.100313702800189475e+00, 2.023269894930406210e+00, 3.236329779905656512e+00, 2.650953764111923849e+00, 4.310675483869787605e+00, 4.392643144665836274e+00, 5.086534114181385569e+00, 1.726666815919614129e+00, 4.687339475492069418e+00
1.912000000000000000e+03, 5.337893861769296144e+00, 3.494932389401153472e+00, 1.623298672846658075e+00, 3.409215201078535262e+00, 3.059092758581526184e+00, 4.995076098571261447e+00, 1.657537709320257679e+00, 2.999178208668842327e+00, 2.639283612749539820e+00, 4.201887764271552861e+00, 4.330408607457001402e+00, 5.026930380352355954e+00, 1.683707617082616403e+00, 4.539160860039411993e+00
1.913000000000000000e+03, 5.354090801225680707e+00, 3.477707683120371929e+00, 1.670928581787015199e+00, 3.373928479904478195e+00, 3.307206525477418335e+00, 4.866929256744686683e+00, 2.418040945558913801e+00, 3.152492222259709376e+00, 2.599600941705021206e+00, 4.068594398381515376e+00, 4.267808053221212816e+00, 4.858081443183480452e+00, 1.683618494642255881e+00, 4.527857864960272316e+00
1.914000000000000000e+03, 5.323378071607374196e+00, 3.638018725486288574e+00, 1.630371700381977318e+00, 3.494261643291066477e+00, 3.199153373717498194e+00, 5.009198500981693947e+00, 2.106534168691831077e+00, 3.139563221460999198e+00, 2.653568293642232678e+00, 4.134003132296066418e+00, 4.161811200853453130e+00, 4.890772636518377681e+00, 1.698236913847686713e+00, 4.585315309819698371e+00
1.915000000000000000e+03, 5.470257042755066301e+00, 3.623604689641605869e+00, 1.657451471513318175e+00, 3.473309685764894184e+00, 3.205437538253913310e+00, 4.899241094417543962e+00, 1.831579966807304949e+00, 3.064674337631220435e+00, 2.691204496171571314e+00, 4.354874855381408061e+00, 4.246987281569047035e+00, 5.056902674190134839e+00, 1.736188720038587263e+00, 4.850658430649874120e+00
1.916000000000000000e+03, 5.468520647328142914e+00, 3.643585311482338440e+00, 1.648454818505097785e+00, 3.427959854342482959e+00, 3.250795191757704483e+00, 4.933232375116429758e+00, 2.187037461767888047e+00, 3.074382726380264774e+00, 2.695462958933747544e+00, 4.260488827003091394e+00, 4.487631033585024021e+00, 4.979129711045519713e+00, 1.762770494342694949e+00, 4.657673189362307120e+00
1.917000000000000000e+03, 5.469125712587346477e+00, 3.707811462890952647e+00, 1.715086649237735239e+00, 3.397594332409913154e+00, 3.189738521027678519e+00, 4.833772406615747030e+00, 2.217572867071752274e+00, 3.040142949293497043e+00, 2.686944527837445307e+00, 4.206618442374699285e+00, 4.302469603978269497e+00, 4.953869457262339182e+00, 1.756580581888582016e+00, 4.767252340114505493e+00
1.918000000000000000e+03, 5.335536701313155383e+00, 3.706292506763836148e+00, 1.728776985441988101e+00, 3.450091489734846029e+00, 3.209664545167468130e+00, 4.867172432404565541e+00, 2.184011902874636757e+00, 3.085175427314122309e+00, 2.666249448185407100e+00, 4.273453502816884964e+00, 4.368306844837424485e+00, 5.096588171371971399e+00, 1.737418428604913689e+00, 4.614176659908587830e+00
1.919000000000000000e+03, 5.266303664189483591e+00, 3.688506708251972910e+00, 1.669302392414891090e+00, 3.501793906403028789e+00, 3.291654237102808800e+00, 4.909180931824335126e+00, 2.474130859042245056e+00, 3.216316126611045156e+00, 2.645253086079097482e+00, 4.197200786724514465e+00, 4.316298648783492453e+00, 5.196504720820287915e+00, 1.734889430906660035e+00, 4.550884892805451720e+00
