year, TaiESM1, EC-Earth3-Veg, INM-CM4-8, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-LM, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L, INM-CM5-0, CanESM5, IPSL-CM6A-LR, NorESM2-MM
1.902000000000000000e+03, 1.822445240468315930e+01, 1.265707528492353795e+01, 6.437860145098800047e+01, 8.721298987309032213e+01, 3.681628784478503746e+01, 4.824610590048763470e+01, 5.647641013382302333e+01, 4.162964841717544573e+01, 4.703470463397646739e+01, 2.832583791359097702e+01, 5.647950760200383513e+01, 4.036426440615700528e+01, 6.454762684107896575e+01, 3.917118438634724242e+01, 1.205116382569681655e+01, 5.125852090286225859e+01
1.903000000000000000e+03, 1.816067097879313863e+01, 1.257704576932101403e+01, 6.452987099336461085e+01, 8.712432786662455442e+01, 3.651018986449402348e+01, 4.802850740909586591e+01, 5.644382362344419590e+01, 4.170714833903936380e+01, 4.691049982849737177e+01, 2.834241109567496153e+01, 5.634142620326817053e+01, 4.033381810035537285e+01, 6.467439763400162178e+01, 3.904170928574766464e+01, 1.200616047955601040e+01, 5.118413371871564266e+01
1.904000000000000000e+03, 1.806233358507916620e+01, 1.250712814411868479e+01, 6.457154955938709406e+01, 8.701350528502329951e+01, 3.653140408439198694e+01, 4.795993052707851234e+01, 5.641739308515033713e+01, 4.165977025419255142e+01, 4.692168306114486143e+01, 2.842707520469915039e+01, 5.634679464514908176e+01, 4.019560410650764481e+01, 6.470194701640728852e+01, 3.899114199728097674e+01, 1.199388268053688478e+01, 5.120698461113080668e+01
1.905000000000000000e+03, 1.803011789768959261e+01, 1.246037518461281834e+01, 6.457936619226981634e+01, 8.698027466497529758e+01, 3.672033728674979614e+01, 4.805202130450634712e+01, 5.639518718030202393e+01, 4.177380057999965857e+01, 4.682337401242948260e+01, 2.842858889066955896e+01, 5.638044504934907764e+01, 4.016236403127206955e+01, 6.470167187437948542e+01, 3.898198314450606006e+01, 1.199785746544806209e+01, 5.133687169200043598e+01
1.906000000000000000e+03, 1.803510150288497371e+01, 1.240481689158141698e+01, 6.457458592000674003e+01, 8.700493377654187555e+01, 3.685396070354625664e+01, 4.800270731063341856e+01, 5.645466685666688988e+01, 4.176922935087952027e+01, 4.689282431505837678e+01, 2.831705864145552809e+01, 5.626966293119730977e+01, 4.020003391914206503e+01, 6.473332679484738605e+01, 3.906832696624714885e+01, 1.199980636298805337e+01, 5.132447757790949083e+01
1.907000000000000000e+03, 1.802997323822483722e+01, 1.228393492843467705e+01, 6.455707157298921572e+01, 8.691874740412514200e+01, 3.678415155426415595e+01, 4.800067226275093901e+01, 5.653996376647170763e+01, 4.170370659196449026e+01, 4.696504020314606720e+01, 2.832987927741064738e+01, 5.617681472784451557e+01, 4.042161863175921610e+01, 6.479528541302858002e+01, 3.915656250149424977e+01, 1.197827373134812134e+01, 5.118298348801063469e+01
1.908000000000000000e+03, 1.798476094071428122e+01, 1.226017884298406457e+01, 6.466729229648419164e+01, 8.678286132426269717e+01, 3.685037445530193168e+01, 4.796026626294899131e+01, 5.654358193563064816e+01, 4.171888914214115829e+01, 4.695726086313056413e+01, 2.835344543190057109e+01, 5.591406459812881025e+01, 4.068777651233979498e+01, 6.491048280498806378e+01, 3.934074073127974458e+01, 1.197749564591972593e+01, 5.088872546037114120e+01
1.909000000000000000e+03, 1.794679385169293795e+01, 1.225942208784053022e+01, 6.477793670185596397e+01, 8.676996554642983028e+01, 3.692958347043231271e+01, 4.804470703058599668e+01, 5.648740929170037361e+01, 4.174188512443407717e+01, 4.703196116609937150e+01, 2.829104248440154024e+01, 5.583044207387177238e+01, 4.073544290209564878e+01, 6.496488220965736105e+01, 3.949564196433859564e+01, 1.201208236240160332e+01, 5.061893927377460756e+01
1.910000000000000000e+03, 1.790838352762027341e+01, 1.235669660633427469e+01, 6.499938960866091975e+01, 8.686144288112926404e+01, 3.687362080368984607e+01, 4.808151663889308480e+01, 5.648579241571951570e+01, 4.170703154977422855e+01, 4.702470093972544163e+01, 2.817077385452543226e+01, 5.580703014676442564e+01, 4.060502006875384495e+01, 6.502957124871684869e+01, 3.954549088361080322e+01, 1.202986897145344436e+01, 5.049366486388879594e+01
1.911000000000000000e+03, 1.790116370438179771e+01, 1.224214071175766527e+01, 6.510878108319599278e+01, 8.692413409915113220e+01, 3.691658582477021611e+01, 4.803211581280990572e+01, 5.653864976351311356e+01, 4.171507596268313023e+01, 4.707239955641470885e+01, 2.822711926476567257e+01, 5.566736935335647019e+01, 4.058941561809643872e+01, 6.506704684838044273e+01, 3.945549415389645986e+01, 1.205730145926429842e+01, 5.061210992537256459e+01
1.912000000000000000e+03, 1.795300811159860643e+01, 1.211993385113125576e+01, 6.520898706785344245e+01, 8.692801590014812518e+01, 3.705586599040154283e+01, 4.791949974563464565e+01, 5.650875518702049050e+01, 4.162660651150056879e+01, 4.704156824385623281e+01, 2.819436935140846856e+01, 5.544349152428497973e+01, 4.065862318693633171e+01, 6.520501098608812640e+01, 3.935795464263102872e+01, 1.204930312763008615e+01, 5.066790410953062462e+01
1.913000000000000000e+03, 1.794279641284591520e+01, 1.212814772037092048e+01, 6.535392117721218597e+01, 8.682377586871773190e+01, 3.706336705366185669e+01, 4.768378455832893081e+01, 5.646616018707098306e+01, 4.153116353762069224e+01, 4.697651743626272491e+01, 2.809784907420765165e+01, 5.524434678390323228e+01, 4.064890319302131161e+01, 6.529129121498120014e+01, 3.938576071302993142e+01, 1.204387344828488615e+01, 5.056347378444595364e+01
1.914000000000000000e+03, 1.792205149760561511e+01, 1.211065458137101913e+01, 6.526818866959317234e+01, 8.660663097562964197e+01, 3.686792771959100179e+01, 4.767851275399695510e+01, 5.652220286125125881e+01, 4.144815340481282107e+01, 4.701762220392879499e+01, 2.815506861346973722e+01, 5.535179016119727180e+01, 4.074269240423451777e+01, 6.536988953874008246e+01, 3.956443585220907266e+01, 1.205637816809498197e+01, 5.049484549693750779e+01
1.915000000000000000e+03, 1.790593296089361175e+01, 1.201395524876749121e+01, 6.515989719669676106e+01, 8.644624748581884432e+01, 3.668235166580220863e+01, 4.758799392761744684e+01, 5.663658235446022360e+01, 4.145251415244927529e+01, 4.715586995901458778e+01, 2.833577174538883270e+01, 5.555155214124608420e+01, 4.090454955158664063e+01, 6.539187393495906520e+01, 3.965060857574537323e+01, 1.206806984177962505e+01, 5.056805201722978182e+01
1.916000000000000000e+03, 1.792813403167460606e+01, 1.192809231299076878e+01, 6.522894136562868539e+01, 8.644238839905916905e+01, 3.684540493306397480e+01, 4.752289984735465822e+01, 5.674005784446318046e+01, 4.143576650082311374e+01, 4.722413441741639417e+01, 2.833258577620558682e+01, 5.557604284708735776e+01, 4.097234336916744013e+01, 6.535257401742227046e+01, 3.981420061467352411e+01, 1.207994786963136491e+01, 5.066209252600340562e+01
1.917000000000000000e+03, 1.791109548998255363e+01, 1.191717332478158298e+01, 6.525187582808868569e+01, 8.650474884660641806e+01, 3.692636972434979015e+01, 4.735298916824574178e+01, 5.680800346179209015e+01, 4.139477996626928302e+01, 4.713867890686842088e+01, 2.821928508128805646e+01, 5.554731765571143853e+01, 4.092579754290095195e+01, 6.538225777895520707e+01, 3.990685793500533407e+01, 1.207415192714041119e+01, 5.068632977292478614e+01
1.918000000000000000e+03, 1.794457376093003731e+01, 1.190168546614183320e+01, 6.521586009765891845e+01, 8.658066861636024214e+01, 3.683985124284618706e+01, 4.717355304942482519e+01, 5.685812207563878928e+01, 4.124453454297007227e+01, 4.714775000346726586e+01, 2.823424529062622312e+01, 5.552506481426441098e+01, 4.083812916455715225e+01, 6.541513670117883805e+01, 3.995469965311343685e+01, 1.208911837514077448e+01, 5.056968087661511646e+01
1.919000000000000000e+03, 1.800330819449765585e+01, 1.195778763050992133e+01, 6.513913202877813546e+01, 8.660749412753261822e+01, 3.686276201677385700e+01, 4.727670758576612542e+01, 5.688621904525192008e+01, 4.129762765923434387e+01, 4.717127231171203761e+01, 2.826122683695713178e+01, 5.541032485875280855e+01, 4.062342477766049598e+01, 6.549127908982180202e+01, 4.002542602299510577e+01, 1.209407416939878033e+01, 5.051049710791824765e+01
1.920000000000000000e+03, 1.803387026978373342e+01, 1.205725779179800305e+01, 6.516668877033183094e+01, 8.672558061441560540e+01, 3.684912883586850540e+01, 4.744256574064824150e+01, 5.689755305812217046e+01, 4.133626182580685793e+01, 4.728653837656575121e+01, 2.832485667132372953e+01, 5.521415124893036364e+01, 4.051039536905547322e+01, 6.560586408556042670e+01, 3.998126786300436208e+01, 1.210375822995060702e+01, 5.054988447949988029e+01
1.921000000000000000e+03, 1.805181638243401210e+01, 1.209020007591633217e+01, 6.528987272381286289e+01, 8.686651036528795089e+01, 3.705921265272524323e+01, 4.754113043756778723e+01, 5.693002810222996146e+01, 4.138665300688332849e+01, 4.735864837713562281e+01, 2.842357660889211957e+01, 5.522233057431704140e+01, 4.063919931133651176e+01, 6.570408894380955189e+01, 3.983788811074969516e+01, 1.218773267547569716e+01, 5.067151299280060073e+01
1.922000000000000000e+03, 1.804856806425241800e+01, 1.219258063800497105e+01, 6.550609731907897526e+01, 8.693093950687891436e+01, 3.726151145994738556e+01, 4.762590867538076367e+01, 5.696669299951962984e+01, 4.133374806881666785e+01, 4.731157639337214249e+01, 2.846461728636918309e+01, 5.551773372209855495e+01, 4.077771326860163015e+01, 6.569627790672066681e+01, 3.983530577718661903e+01, 1.220896606389199768e+01, 5.058211790625739468e+01
1.923000000000000000e+03, 1.807359346759434970e+01, 1.213615891614010955e+01, 6.569517417931471925e+01, 8.706669842855517061e+01, 3.725491071213458838e+01, 4.778965719878596730e+01, 5.697477508298726434e+01, 4.121870891980220364e+01, 4.732786513390777117e+01, 2.844010333497434218e+01, 5.579581798989215002e+01, 4.095321856602723187e+01, 6.577176986567791062e+01, 3.990462189164743734e+01, 1.219354211822454026e+01, 5.047790497891607231e+01
1.924000000000000000e+03, 1.805403056273746287e+01, 1.217332307441365735e+01, 6.574181553783853360e+01, 8.722310574470525069e+01, 3.709173139263376839e+01, 4.791835854219049651e+01, 5.694685334388721998e+01, 4.126822341801170069e+01, 4.737041574522847753e+01, 2.840908914811636166e+01, 5.589546115927866765e+01, 4.106957717796444740e+01, 6.577900060225886136e+01, 4.001748614233463286e+01, 1.215925681014807580e+01, 5.038258663902681889e+01
1.925000000000000000e+03, 1.807981615166100298e+01, 1.202265128440008901e+01, 6.575783977442202399e+01, 8.728661416218672287e+01, 3.706923978923571639e+01, 4.784998911328885640e+01, 5.697055046335829331e+01, 4.138775248870944523e+01, 4.740789682937755600e+01, 2.846176827621179584e+01, 5.594849066969811702e+01, 4.092928865133642802e+01, 6.577763161181954388e+01, 4.007176426644295475e+01, 1.216239424258400348e+01, 5.028295941788118029e+01
1.926000000000000000e+03, 1.815672927025750738e+01, 1.211586115303374456e+01, 6.568199731191073454e+01, 8.720051258847843201e+01, 3.723544133729363637e+01, 4.774211464380494618e+01, 5.704416799355642809e+01, 4.147442063009115998e+01, 4.750193702094686188e+01, 2.838937371994408210e+01, 5.598181434863106176e+01, 4.091393214134999567e+01, 6.582389582129120242e+01, 4.015264547895452552e+01, 1.221087378754342900e+01, 5.029071267913092669e+01
1.927000000000000000e+03, 1.812717167311639344e+01, 1.217071875684170301e+01, 6.556963381940757074e+01, 8.705905660795778545e+01, 3.734467788250130127e+01, 4.775202428553490819e+01, 5.717227988423921659e+01, 4.162911706505204279e+01, 4.754851357548117363e+01, 2.842438679978145544e+01, 5.591654837178307957e+01, 4.137094214991541463e+01, 6.592109207138150850e+01, 4.020047312694170927e+01, 1.224697275994506640e+01, 5.036503136973727379e+01
1.928000000000000000e+03, 1.805598774736803591e+01, 1.220594908125768185e+01, 6.567319549441346282e+01, 8.710977156571178170e+01, 3.744700503006664860e+01, 4.798146521116463958e+01, 5.728281762659528198e+01, 4.153176019242727079e+01, 4.751253793093692934e+01, 2.845795665773569638e+01, 5.592012888815158789e+01, 4.150389516414384872e+01, 6.596024317149255012e+01, 4.011943686266272380e+01, 1.228779971846208952e+01, 5.054965458125092681e+01
1.929000000000000000e+03, 1.806774293858589786e+01, 1.229312749375805502e+01, 6.579209427823212764e+01, 8.722644317662403068e+01, 3.746429866840946943e+01, 4.810187383900069591e+01, 5.738856783115974025e+01, 4.146250699182553490e+01, 4.761514189092849847e+01, 2.831687300753156578e+01, 5.598288781859788088e+01, 4.152810910884831230e+01, 6.599828066971842588e+01, 4.010015979887253224e+01, 1.231906265715040938e+01, 5.063699822559418351e+01
1.930000000000000000e+03, 1.810106359882374605e+01, 1.228199254887141834e+01, 6.581932731346475407e+01, 8.727690656500254818e+01, 3.752346951073807446e+01, 4.813947995233929333e+01, 5.747488060964727907e+01, 4.138127806205604742e+01, 4.764314012828688760e+01, 2.837343430858192050e+01, 5.594987231509597336e+01, 4.155158445833860270e+01, 6.614758235267989050e+01, 4.014464739823164052e+01, 1.231231711238227255e+01, 5.055249727546455318e+01
1.931000000000000000e+03, 1.807745738263921353e+01, 1.213320677547818072e+01, 6.592189420320634952e+01, 8.734972069718517673e+01, 3.747588734048525794e+01, 4.814381836000371351e+01, 5.751675021515239195e+01, 4.129575447342518402e+01, 4.769970754631134469e+01, 2.851945147139991832e+01, 5.596685702522974282e+01, 4.142708190781957711e+01, 6.618754438786388050e+01, 4.018720691061933792e+01, 1.232501516808016717e+01, 5.049119948499710375e+01
1.932000000000000000e+03, 1.804642540976052345e+01, 1.207073194829826157e+01, 6.606727351957762551e+01, 8.751333818187330849e+01, 3.740787149782423882e+01, 4.810202192879072669e+01, 5.760001204848213519e+01, 4.131329783048312976e+01, 4.780107601437345721e+01, 2.847586905498249976e+01, 5.620679807593694477e+01, 4.163770640385569521e+01, 6.624389214159887729e+01, 4.009381453656549610e+01, 1.237568604875543699e+01, 5.043513728545476482e+01
1.933000000000000000e+03, 1.806863046016749053e+01, 1.212039324690923259e+01, 6.611161425935442537e+01, 8.769259748357785611e+01, 3.734992117290548919e+01, 4.804763738185928190e+01, 5.766843392818599767e+01, 4.124351987575523282e+01, 4.787362483888541220e+01, 2.857439463745109620e+01, 5.627971780018760484e+01, 4.190944370659705243e+01, 6.629970827301676195e+01, 3.996437606336081672e+01, 1.241243192559441688e+01, 5.048997248643448899e+01
1.934000000000000000e+03, 1.807637315234601516e+01, 1.220161523830324590e+01, 6.614228392784534094e+01, 8.779880778337015101e+01, 3.739595997385681869e+01, 4.776441633494094674e+01, 5.772846647015295218e+01, 4.115398842037414795e+01, 4.780388195433469178e+01, 2.853071949977350030e+01, 5.610977545310242931e+01, 4.189146035147575020e+01, 6.629809098650328281e+01, 3.985982827872214784e+01, 1.240366824202960494e+01, 5.059528264676219322e+01
1.935000000000000000e+03, 1.806531971261043168e+01, 1.222501944571632748e+01, 6.621076585389384661e+01, 8.788108745126163512e+01, 3.741219226595567449e+01, 4.762718281992001579e+01, 5.784313663307742814e+01, 4.107542296696913553e+01, 4.787905765157035631e+01, 2.855168301717082002e+01, 5.614064724143710094e+01, 4.198943084361206957e+01, 6.637555985847600937e+01, 3.976248838308872280e+01, 1.242142821343497872e+01, 5.079047676492552910e+01
1.936000000000000000e+03, 1.800405298804895793e+01, 1.220745142440989461e+01, 6.615294216784174353e+01, 8.793759645038855410e+01, 3.755326176894526213e+01, 4.754161590111289115e+01, 5.791570125332919616e+01, 4.101764817348259129e+01, 4.782497146905414809e+01, 2.858763049756891661e+01, 5.625128952547525785e+01, 4.207914473852132886e+01, 6.649106681246209405e+01, 3.967932238067800199e+01, 1.248926064176185591e+01, 5.090187342218278133e+01
1.937000000000000000e+03, 1.796073518200392272e+01, 1.214445265755367664e+01, 6.616521878052576255e+01, 8.788886498563466887e+01, 3.748156723652486022e+01, 4.732879784523132827e+01, 5.801791104869064952e+01, 4.083681152022972327e+01, 4.786544984700697825e+01, 2.846582865354409009e+01, 5.632631482411364487e+01, 4.206835293554566135e+01, 6.650462564517857800e+01, 3.971644795950919615e+01, 1.260590071054758177e+01, 5.082562633652980821e+01
1.938000000000000000e+03, 1.796677059439596036e+01, 1.217219172070755029e+01, 6.624329982254644733e+01, 8.790907895269818084e+01, 3.719809179662679099e+01, 4.723306471026571529e+01, 5.813544537153472191e+01, 4.075422807567893813e+01, 4.796119159056296866e+01, 2.851109948545730077e+01, 5.648136036831211726e+01, 4.192548407135561916e+01, 6.636635238374232415e+01, 3.972310150288820552e+01, 1.268947481991021320e+01, 5.080336289644831993e+01
1.939000000000000000e+03, 1.792997682343095178e+01, 1.205064484427559712e+01, 6.623216177592645693e+01, 8.799441779180972389e+01, 3.731344467815871724e+01, 4.723370780679118752e+01, 5.819018449103813850e+01, 4.058982266723194243e+01, 4.806422064197865751e+01, 2.862964791401390841e+01, 5.651051286432359433e+01, 4.190356554431139813e+01, 6.629690038901694038e+01, 3.976803163215764414e+01, 1.271714459252937601e+01, 5.092300954286025672e+01
1.940000000000000000e+03, 1.793903559278778204e+01, 1.192925973403903406e+01, 6.619280175102930741e+01, 8.810538486715869055e+01, 3.737743303215401625e+01, 4.738870984472710290e+01, 5.823522554179999844e+01, 4.056769256614308716e+01, 4.805149123000980893e+01, 2.872483006282027418e+01, 5.634377558952033382e+01, 4.192684296207053762e+01, 6.624623538612621587e+01, 3.976855764015551387e+01, 1.272537095402678808e+01, 5.104262420305531123e+01
1.941000000000000000e+03, 1.799159218369564428e+01, 1.196019291271026219e+01, 6.624842826085649961e+01, 8.816216177200010407e+01, 3.744485280679197814e+01, 4.755871097142940584e+01, 5.830032500312087507e+01, 4.048039944980148874e+01, 4.814631684101516385e+01, 2.866970859854457387e+01, 5.635081652536672436e+01, 4.196115500077049631e+01, 6.616789197175914694e+01, 3.978753874498208631e+01, 1.273434190692101176e+01, 5.119191935226596968e+01
1.942000000000000000e+03, 1.802818033304216527e+01, 1.198337362972619857e+01, 6.629324316011361873e+01, 8.823231698025620062e+01, 3.760696433345973588e+01, 4.766182614015417585e+01, 5.839268805799999740e+01, 4.055075130012454565e+01, 4.811669724160565664e+01, 2.864859987865451529e+01, 5.635642602464557172e+01, 4.195989759900680127e+01, 6.617719186369527051e+01, 3.978919928924870675e+01, 1.274821178696723933e+01, 5.117892329863354917e+01
1.943000000000000000e+03, 1.809474964700933342e+01, 1.202974954905448612e+01, 6.631583798872544833e+01, 8.831483651826049197e+01, 3.762036083732743919e+01, 4.752433025707811964e+01, 5.848175346896089621e+01, 4.043101432950954432e+01, 4.810014571967369790e+01, 2.872692407046704233e+01, 5.622132094896743837e+01, 4.192494267206516412e+01, 6.624288492999151856e+01, 3.971845594069870344e+01, 1.280870310297354209e+01, 5.097925256956155238e+01
1.944000000000000000e+03, 1.813956984778777226e+01, 1.207153812427461759e+01, 6.635628523269484447e+01, 8.840733855160951293e+01, 3.764078683633006506e+01, 4.731027086094056244e+01, 5.857199657611004540e+01, 4.039442978050674071e+01, 4.818989013123800191e+01, 2.881812338254936279e+01, 5.620985563385949035e+01, 4.202256056465724754e+01, 6.625830383651647537e+01, 3.969442544825834318e+01, 1.286878609296143061e+01, 5.086487558504526163e+01
1.945000000000000000e+03, 1.818146304954031933e+01, 1.214708378238648478e+01, 6.635109017986587787e+01, 8.847303258600861398e+01, 3.760550689179186179e+01, 4.747071428327916465e+01, 5.871456732523196109e+01, 4.031051469618161320e+01, 4.827598889766250068e+01, 2.861830884096391259e+01, 5.635711430699563351e+01, 4.202613090470788393e+01, 6.626251078670857453e+01, 3.974136721002731321e+01, 1.287154958820766204e+01, 5.082777241223161013e+01
1.946000000000000000e+03, 1.822376960414170100e+01, 1.219565108442558810e+01, 6.623325522512092789e+01, 8.834482514500548689e+01, 3.757075696443700963e+01, 4.789164700182669776e+01, 5.878990109360404404e+01, 4.031998323900518955e+01, 4.834494434617362657e+01, 2.858196509041419020e+01, 5.651135683647492414e+01, 4.203316270371237096e+01, 6.628844690890082347e+01, 3.977738980450334338e+01, 1.291105062348894528e+01, 5.076112217040475372e+01
1.947000000000000000e+03, 1.830310951535389563e+01, 1.224977541071747034e+01, 6.619839227819475980e+01, 8.807996586146227003e+01, 3.749510029477235662e+01, 4.798631774488484325e+01, 5.886749815946959785e+01, 4.048970234008922375e+01, 4.840494516591022034e+01, 2.865497077111559321e+01, 5.656690024627118873e+01, 4.217687320731671718e+01, 6.628480987386383561e+01, 3.977531922996675462e+01, 1.297667426363395649e+01, 5.077813087750318033e+01
1.948000000000000000e+03, 1.831984400407813496e+01, 1.227858706122101751e+01, 6.620851278152250075e+01, 8.781177666418240335e+01, 3.782697597681283241e+01, 4.797333890152987124e+01, 5.900333096957971435e+01, 4.058922930136217389e+01, 4.836300976024342901e+01, 2.881324613904658705e+01, 5.647460897325488816e+01, 4.220077662832373022e+01, 6.623341386409494191e+01, 3.980936469827847901e+01, 1.306313281491916456e+01, 5.087066817398794427e+01
1.949000000000000000e+03, 1.831961055480527278e+01, 1.234525176802985769e+01, 6.620112994881898771e+01, 8.769916788490030513e+01, 3.819508647858447148e+01, 4.790055093093508987e+01, 5.915493054268593909e+01, 4.053402217749035685e+01, 4.841920412972569920e+01, 2.864751985090155273e+01, 5.651917426466018668e+01, 4.219074109891700886e+01, 6.616848436087585128e+01, 3.990385406969244286e+01, 1.313771423604624644e+01, 5.107207951705944993e+01
1.950000000000000000e+03, 1.831319294798013786e+01, 1.236892951505146065e+01, 6.619438928939796085e+01, 8.762031576744257677e+01, 3.800508838874829109e+01, 4.771300710862942651e+01, 5.924113333744574561e+01, 4.044271193344170001e+01, 4.845634804873272827e+01, 2.863678468136454569e+01, 5.642643532530257033e+01, 4.234486976532102176e+01, 6.616329008681141488e+01, 4.001730073506524832e+01, 1.318498116421727850e+01, 5.105654369662722303e+01
1.951000000000000000e+03, 1.829345540500094813e+01, 1.224364692009853250e+01, 6.622639632471641846e+01, 8.761537762555704489e+01, 3.782922713861077568e+01, 4.762423348447109106e+01, 5.927998654053172345e+01, 4.035498384066439570e+01, 4.842221375002795725e+01, 2.867087745552117184e+01, 5.625200732522063873e+01, 4.238194697820629386e+01, 6.620457603813947856e+01, 4.001362993938583656e+01, 1.323194859364159903e+01, 5.102777937127219587e+01
1.952000000000000000e+03, 1.832711749486129804e+01, 1.209593401669332380e+01, 6.630945416093528877e+01, 8.754628697412145755e+01, 3.808313066133372615e+01, 4.757511606310588803e+01, 5.937501911108713415e+01, 4.033198866481384215e+01, 4.846912875978978974e+01, 2.870835568354855383e+01, 5.625134732415353511e+01, 4.222347422722425136e+01, 6.621121000950242319e+01, 3.996661583952661090e+01, 1.328249782413797320e+01, 5.103408238369338790e+01
1.953000000000000000e+03, 1.841493089120381654e+01, 1.213195685597693618e+01, 6.631593652449684839e+01, 8.742596707632699804e+01, 3.823068244857850573e+01, 4.766004749363046500e+01, 5.947759634817527541e+01, 4.024697614969373660e+01, 4.856736748742582677e+01, 2.878204601563048470e+01, 5.627680087130340780e+01, 4.222453369377365107e+01, 6.622405510835049824e+01, 4.000799877272340410e+01, 1.335643824774034272e+01, 5.097494438203285227e+01
1.954000000000000000e+03, 1.849127411263515341e+01, 1.217424058813384136e+01, 6.640033920629976194e+01, 8.756379613340824619e+01, 3.816833898177272033e+01, 4.767240957938199841e+01, 5.956266262239395104e+01, 4.027463347843348629e+01, 4.859336221480296558e+01, 2.873094875337340781e+01, 5.621177166458247854e+01, 4.232345117906299237e+01, 6.633336255629788525e+01, 3.997288177619973482e+01, 1.342895690405698694e+01, 5.104193785038525988e+01
1.955000000000000000e+03, 1.846001962825552667e+01, 1.223860948306906771e+01, 6.643981306744504423e+01, 8.769805371283655404e+01, 3.806308603913335276e+01, 4.760091421467962647e+01, 5.964281422101387875e+01, 4.030645727931001687e+01, 4.860087628838628149e+01, 2.862640582012371482e+01, 5.625347475648931095e+01, 4.222939563243933492e+01, 6.641833931303692395e+01, 3.985728255764809802e+01, 1.350632442093957941e+01, 5.107167932761502271e+01
1.956000000000000000e+03, 1.837562408508531320e+01, 1.232682026616328663e+01, 6.643770153171041670e+01, 8.778654830719645474e+01, 3.825222055940734833e+01, 4.770994876046220412e+01, 5.973165839416707712e+01, 4.024271626627684384e+01, 4.875214352930338890e+01, 2.858735631531192922e+01, 5.629120232220203235e+01, 4.236448082978154162e+01, 6.644602205075590007e+01, 3.973623606027795319e+01, 1.350953950140409177e+01, 5.099583938813449180e+01
1.957000000000000000e+03, 1.833827902703091439e+01, 1.221732901582432440e+01, 6.646529445979727768e+01, 8.779716907378909241e+01, 3.843626861937827499e+01, 4.785073605324637214e+01, 5.973934507420331386e+01, 4.018544437540721503e+01, 4.874860035692754678e+01, 2.863167312779271256e+01, 5.622988107088950471e+01, 4.244269067479620361e+01, 6.650100602952851148e+01, 3.954115446736243911e+01, 1.350215376750507978e+01, 5.083365795875609905e+01
1.958000000000000000e+03, 1.831899062623007168e+01, 1.220071474241274778e+01, 6.644136753937490880e+01, 8.781601262149754916e+01, 3.845764302062383422e+01, 4.774963771715123784e+01, 5.979111484030380552e+01, 4.014871618397908293e+01, 4.889220230226602837e+01, 2.868647976696679081e+01, 5.610193302478452893e+01, 4.244940726432979261e+01, 6.664923593886638287e+01, 3.954835026112559859e+01, 1.352785820782938409e+01, 5.052535584056916207e+01
1.959000000000000000e+03, 1.828760848666766137e+01, 1.214374156380039160e+01, 6.644455973297532125e+01, 8.786629413969616564e+01, 3.848456118739199638e+01, 4.764213047686824609e+01, 5.988220295691494499e+01, 4.011738105461429171e+01, 4.886287895894105304e+01, 2.856298338570217510e+01, 5.606022184484397997e+01, 4.233424790711057284e+01, 6.668226113576375269e+01, 3.959868003473602016e+01, 1.354127841595766846e+01, 5.020917589192330155e+01
1.960000000000000000e+03, 1.828158039137844071e+01, 1.210593985749102330e+01, 6.648237069049210390e+01, 8.791452600277969509e+01, 3.834773337800030646e+01, 4.756251700282162886e+01, 5.994925920357662363e+01, 3.995785285227081118e+01, 4.890091289736441382e+01, 2.845113353161331915e+01, 5.592862629218922876e+01, 4.213017979385475087e+01, 6.660944557656868881e+01, 3.951817141940856715e+01, 1.359490405145868941e+01, 5.015959590817580249e+01
1.961000000000000000e+03, 1.828238818466156701e+01, 1.210998788263813886e+01, 6.655850450359133674e+01, 8.781586887774328432e+01, 3.794962767311629648e+01, 4.753085849091456794e+01, 6.002889210503361284e+01, 3.976020035846594425e+01, 4.905047071024336702e+01, 2.844706167199373681e+01, 5.577337551465862475e+01, 4.220378503261466108e+01, 6.664278529310371368e+01, 3.956954033814635352e+01, 1.360194647914642729e+01, 5.028267465859168794e+01
1.962000000000000000e+03, 1.821743755867260361e+01, 1.205571527837637902e+01, 6.650029647421440870e+01, 8.768659081791480503e+01, 3.804455833841917212e+01, 4.743129345838592315e+01, 6.005399046494942894e+01, 3.973536981317851513e+01, 4.903915431833735994e+01, 2.839466082421858317e+01, 5.572286159649203796e+01, 4.225310343746387076e+01, 6.671748824819871970e+01, 3.964248630188499334e+01, 1.367200137034786245e+01, 5.034104852333818059e+01
1.963000000000000000e+03, 1.814653856256250108e+01, 1.202933806017311902e+01, 6.635181182157191415e+01, 8.763386603678206654e+01, 3.832070328442242158e+01, 4.723246049958290627e+01, 6.013912056871500056e+01, 3.974360223655474300e+01, 4.911158659662069681e+01, 2.844100878425232892e+01, 5.566839773542002945e+01, 4.200543340339436327e+01, 6.676866170114371357e+01, 3.957560373886268934e+01, 1.378318971651547820e+01, 5.044048985339468771e+01
