year, TaiESM1, CanESM5, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, MIROC-ES2L
1.920000000000000000e+03, 6.137068475223354369e+01, 2.154425824290934202e+02, 1.469555441113510028e+02, 1.916013826789800589e+02, 2.483580034090190622e+02, 5.663454052400475547e+01, 7.332142069330088816e+02, 9.352327852343887571e+02, 1.263005852930524782e+02, 1.022125707527187956e+03, 4.205857428957891102e+02, 3.137197336443365430e+02, 1.336688659791665486e+03, 3.494151393658554525e+02
1.921000000000000000e+03, 6.136721826976081218e+01, 2.154478718495932128e+02, 1.469264770447557282e+02, 1.916465750809871906e+02, 2.483275026760141770e+02, 5.665458687392158765e+01, 7.331871136649957634e+02, 9.352177384865140084e+02, 1.262599929313006726e+02, 1.021988028855907601e+03, 4.206501097170477692e+02, 3.136599148842701652e+02, 1.336582067934383758e+03, 3.494461809984466072e+02
1.922000000000000000e+03, 6.137138073199408694e+01, 2.154631243585265565e+02, 1.469100592388869018e+02, 1.916902338536746413e+02, 2.482982277191133562e+02, 5.667701803407322103e+01, 7.331853732402802279e+02, 9.351600196942855519e+02, 1.262723914966581020e+02, 1.021813130494822872e+03, 4.207330741782290602e+02, 3.135994632405389098e+02, 1.336498574054865230e+03, 3.494393940126743132e+02
1.923000000000000000e+03, 6.136555947569308245e+01, 2.154820487006793996e+02, 1.469405947212585772e+02, 1.917357432150283785e+02, 2.482785325535284926e+02, 5.671255583763232266e+01, 7.332079121750281274e+02, 9.350693780656494027e+02, 1.261732106662816051e+02, 1.021660055625792324e+03, 4.208234122281847931e+02, 3.135798790463687169e+02, 1.336421289173560126e+03, 3.494386339507937578e+02
1.924000000000000000e+03, 6.137036603577401195e+01, 2.155032202180080390e+02, 1.469882801705238364e+02, 1.917878657210650033e+02, 2.481706600345874563e+02, 5.674472521024985383e+01, 7.332336703102337196e+02, 9.350133627886178829e+02, 1.260803864563914090e+02, 1.021540777020890346e+03, 4.208894348415039985e+02, 3.135736175319178756e+02, 1.336328033089406745e+03, 3.494643932939601996e+02
1.925000000000000000e+03, 6.137915182628625388e+01, 2.155288835209792637e+02, 1.470104656378906043e+02, 1.918373514361373964e+02, 2.481136948532274005e+02, 5.676994387541700604e+01, 7.332630370142626361e+02, 9.349912180312744567e+02, 1.261000392115386575e+02, 1.021442969321435953e+03, 4.209431132297567046e+02, 3.135879715599057818e+02, 1.336287957434918326e+03, 3.494687562544287971e+02
1.926000000000000000e+03, 6.136130118622625673e+01, 2.155438936040829958e+02, 1.470524876053964363e+02, 1.918782302087535072e+02, 2.480796543914023289e+02, 5.679338861529530647e+01, 7.332950399359830271e+02, 9.349809797772960565e+02, 1.260613921147161847e+02, 1.021317333017117448e+03, 4.210150717760509451e+02, 3.135577295101181790e+02, 1.336277471396288774e+03, 3.494602227514858441e+02
1.927000000000000000e+03, 6.135903019491105681e+01, 2.155532977404733970e+02, 1.470746158619334381e+02, 1.919146309074837404e+02, 2.478764184994382731e+02, 5.681669164473479583e+01, 7.333154375164116345e+02, 9.349888423464694824e+02, 1.260957903186788087e+02, 1.021175000659882357e+03, 4.210929093248312824e+02, 3.134745211475347446e+02, 1.336280507667619077e+03, 3.494860324847259108e+02
1.928000000000000000e+03, 6.138786883174821440e+01, 2.155725600473281531e+02, 1.471473892882884797e+02, 1.919499939236943362e+02, 2.479048251697017236e+02, 5.683850911227553837e+01, 7.333097030511877392e+02, 9.350009282440930747e+02, 1.260998754281519467e+02, 1.021026218012548384e+03, 4.211766826637828558e+02, 3.134068128026852378e+02, 1.336251787607313645e+03, 3.494476954797493704e+02
1.929000000000000000e+03, 6.138787384562983362e+01, 2.156012088809377758e+02, 1.471967333442417782e+02, 1.919901428615192174e+02, 2.477841430455102341e+02, 5.686554040912521657e+01, 7.332888226251251353e+02, 9.349911276052420135e+02, 1.261101977868658111e+02, 1.020891343700509879e+03, 4.212622873146233928e+02, 3.133415389901288677e+02, 1.336204386907557137e+03, 3.494512431087234745e+02
1.930000000000000000e+03, 6.138677748370623988e+01, 2.156295855654984450e+02, 1.471245068623128986e+02, 1.920320270714782112e+02, 2.477793675042346706e+02, 5.690218553760236375e+01, 7.333032826619341904e+02, 9.349790085116230784e+02, 1.260674326543708759e+02, 1.020764141348418093e+03, 4.213293130714831705e+02, 3.132612487627642395e+02, 1.336165196401471803e+03, 3.494270515810275128e+02
1.931000000000000000e+03, 6.139065360975251195e+01, 2.156576925423834723e+02, 1.471235557939097021e+02, 1.920770670830333700e+02, 2.477240831880077963e+02, 5.693492563238128668e+01, 7.333350249242553218e+02, 9.349643201849976322e+02, 1.260664552782915706e+02, 1.020637162010803081e+03, 4.214037510680612968e+02, 3.132662743068060536e+02, 1.336152691145227664e+03, 3.493912546489055444e+02
1.932000000000000000e+03, 6.140652991607770872e+01, 2.156849193109063663e+02, 1.471959111469359698e+02, 1.921247050637124687e+02, 2.475957535765854516e+02, 5.695663800135996979e+01, 7.333592595482165279e+02, 9.349200669925310194e+02, 1.260635830113568971e+02, 1.020527888423109744e+03, 4.214675760055455953e+02, 3.132655175714932625e+02, 1.336153607784358201e+03, 3.494541379214973063e+02
1.933000000000000000e+03, 6.140233365947978683e+01, 2.157069884127995465e+02, 1.471871731444400950e+02, 1.921728674907135712e+02, 2.475590571804048352e+02, 5.699109720819202352e+01, 7.333701601539244166e+02, 9.348770799115595764e+02, 1.259684581380922026e+02, 1.020435783970486000e+03, 4.215278883067270499e+02, 3.132219752978752467e+02, 1.336162490133332767e+03, 3.495280000717553435e+02
1.934000000000000000e+03, 6.139523182113536137e+01, 2.157310176916417674e+02, 1.473205312162164944e+02, 1.922229354803716888e+02, 2.475301882601736452e+02, 5.702902145221189301e+01, 7.333529756472679537e+02, 9.348760121259751941e+02, 1.259403857117620475e+02, 1.020340782154979479e+03, 4.215832004610069816e+02, 3.131539893389364124e+02, 1.336184577257883120e+03, 3.495618098010888843e+02
1.935000000000000000e+03, 6.139176448532811747e+01, 2.157670047735807088e+02, 1.473401399497381590e+02, 1.922706448647694231e+02, 2.474368246614559439e+02, 5.706248466637266148e+01, 7.333240866160268752e+02, 9.348677581311443419e+02, 1.260289555883023098e+02, 1.020244910818991457e+03, 4.216742123302992695e+02, 3.130869489530347209e+02, 1.336215970420566236e+03, 3.495886503441367381e+02
1.936000000000000000e+03, 6.139249271013378007e+01, 2.157864569125551384e+02, 1.473584892264406108e+02, 1.923165089118416518e+02, 2.473607923604764096e+02, 5.709536997967657612e+01, 7.332967668189183996e+02, 9.348308263054021836e+02, 1.261100476078575099e+02, 1.020143031670765140e+03, 4.217839290602465780e+02, 3.130654575865403899e+02, 1.336203950320350259e+03, 3.495947755104063503e+02
1.937000000000000000e+03, 6.141332158101302241e+01, 2.157979991329454208e+02, 1.473254522603714065e+02, 1.923623587645059274e+02, 2.473274350883092723e+02, 5.713107622998007429e+01, 7.332913516007013186e+02, 9.347852681668929336e+02, 1.261290553454556402e+02, 1.020043285947131949e+03, 4.218920221312228023e+02, 3.130825491024272083e+02, 1.336191774453707239e+03, 3.496079164371115553e+02
1.938000000000000000e+03, 6.140402870827843174e+01, 2.157963661325088367e+02, 1.472144776215924082e+02, 1.924088243136303049e+02, 2.471493802256466097e+02, 5.716966069829027930e+01, 7.332887248665715560e+02, 9.347337941052435326e+02, 1.261845070671228086e+02, 1.019965280280464526e+03, 4.219590308550831992e+02, 3.131185312507447520e+02, 1.336175294764174396e+03, 3.496167232638404698e+02
1.939000000000000000e+03, 6.140451732437935561e+01, 2.158018786875978492e+02, 1.472051442084825510e+02, 1.924565219927798125e+02, 2.470941241692050312e+02, 5.721812060556613488e+01, 7.332637249396602783e+02, 9.346875835230082430e+02, 1.261835015474270563e+02, 1.019888263790814108e+03, 4.220110926521673491e+02, 3.131509002838341758e+02, 1.336127978956084235e+03, 3.496674088660902839e+02
1.940000000000000000e+03, 6.140871452248540407e+01, 2.158126032457462316e+02, 1.472781895276479247e+02, 1.925095999561222868e+02, 2.469296962296251650e+02, 5.726994500201891469e+01, 7.332406532864074507e+02, 9.346795860557609785e+02, 1.262384647905416131e+02, 1.019780327114445072e+03, 4.220718833431091070e+02, 3.131802994004769403e+02, 1.336066820912057892e+03, 3.497052061501616436e+02
1.941000000000000000e+03, 6.139527395539373344e+01, 2.158260316935448486e+02, 1.473401814091974131e+02, 1.925656247495589355e+02, 2.469196391446672862e+02, 5.731711618123350149e+01, 7.332279266260843542e+02, 9.346751794284795096e+02, 1.261588807571534687e+02, 1.019663961495792023e+03, 4.221376688494481186e+02, 3.131611724083438730e+02, 1.335985928727546479e+03, 3.497295742857825189e+02
1.942000000000000000e+03, 6.138319071959191575e+01, 2.158410343706889307e+02, 1.473448678403753149e+02, 1.926185482486445153e+02, 2.468652160716978585e+02, 5.735807792179610232e+01, 7.332209583636195021e+02, 9.346769230874018604e+02, 1.260542800903130569e+02, 1.019517515695391580e+03, 4.221976575209320686e+02, 3.131045332998037907e+02, 1.335911096399841426e+03, 3.497425542437275681e+02
1.943000000000000000e+03, 6.137119379342994563e+01, 2.158529375937716281e+02, 1.473666969333946781e+02, 1.926694268404724824e+02, 2.468272759926757089e+02, 5.739133724236076262e+01, 7.332499828312195405e+02, 9.346925170266636087e+02, 1.260505210746377287e+02, 1.019384964943932346e+03, 4.222918678172460432e+02, 3.130611779686021805e+02, 1.335856625733728151e+03, 3.497563598200583783e+02
1.944000000000000000e+03, 6.135101603688368499e+01, 2.158678398750193139e+02, 1.473720798498792988e+02, 1.927185352683030146e+02, 2.467636488379812647e+02, 5.742026484991661306e+01, 7.332947998044498945e+02, 9.347012139377793574e+02, 1.260594640500461168e+02, 1.019279152849866023e+03, 4.223905177145903167e+02, 3.130298685515734860e+02, 1.335843610575385128e+03, 3.497688032859766736e+02
1.945000000000000000e+03, 6.133949681389134412e+01, 2.158753263854026443e+02, 1.474226149242057033e+02, 1.927629076803239627e+02, 2.466732983111361079e+02, 5.746150887470131607e+01, 7.333232975932509135e+02, 9.346783415897014038e+02, 1.260936284065443402e+02, 1.019191020692578491e+03, 4.225036315605518666e+02, 3.129986316886827922e+02, 1.335803567018661624e+03, 3.497631396493642342e+02
1.946000000000000000e+03, 6.134359521563434470e+01, 2.158850696932293260e+02, 1.474392656872157659e+02, 1.928051052127978267e+02, 2.465956336090926300e+02, 5.750364925369927249e+01, 7.333432500639291902e+02, 9.346515182688391405e+02, 1.261250234585286876e+02, 1.019106903192719074e+03, 4.226200012415986293e+02, 3.129364702755154326e+02, 1.335684580272022913e+03, 3.497763225265559299e+02
1.947000000000000000e+03, 6.133033774120905690e+01, 2.158945784231056280e+02, 1.474135867178676733e+02, 1.928460804965595514e+02, 2.465232969456728256e+02, 5.753856317038781043e+01, 7.333670637450879894e+02, 9.346414530475127549e+02, 1.261582430958566903e+02, 1.019021695059314197e+03, 4.227272403915100085e+02, 3.128918095352782984e+02, 1.335572982530845366e+03, 3.497996927349429370e+02
1.948000000000000000e+03, 6.132158758370267293e+01, 2.159064000777718491e+02, 1.474324342454984276e+02, 1.928847687954029766e+02, 2.465624628114962320e+02, 5.757564424861926256e+01, 7.333791901380484433e+02, 9.346502067095882467e+02, 1.261916065290503326e+02, 1.018908158260945015e+03, 4.228320467258346866e+02, 3.128735286988711550e+02, 1.335506642943002817e+03, 3.497873036870637975e+02
1.949000000000000000e+03, 6.132228743443417329e+01, 2.159160011456314123e+02, 1.475929288706822433e+02, 1.929197821445968941e+02, 2.465933741452708716e+02, 5.761502408750337878e+01, 7.333737510227083476e+02, 9.346545033986805038e+02, 1.261688399904559645e+02, 1.018724531077002894e+03, 4.229171880280739515e+02, 3.128508438797532563e+02, 1.335455588041954115e+03, 3.497789197920101287e+02
1.950000000000000000e+03, 6.133076268591762670e+01, 2.159086233269628678e+02, 1.475481925727171131e+02, 1.929565110327965556e+02, 2.465894273786040003e+02, 5.766252934948630582e+01, 7.333701652102429307e+02, 9.346404423447387444e+02, 1.261341113654305701e+02, 1.018564531010321730e+03, 4.229831367467628525e+02, 3.128349864546271419e+02, 1.335447917854067782e+03, 3.497850113409783717e+02
1.951000000000000000e+03, 6.135357103477805651e+01, 2.158977572882538709e+02, 1.475802411494431965e+02, 1.929980577648550195e+02, 2.465886289768437791e+02, 5.770240687412064062e+01, 7.333730371054161878e+02, 9.346507942496834858e+02, 1.260913966120608904e+02, 1.018470955539938359e+03, 4.230671797628859849e+02, 3.128368712993457166e+02, 1.335443546826634247e+03, 3.498195715740357628e+02
1.952000000000000000e+03, 6.134639800726981207e+01, 2.158963271205877845e+02, 1.476160832655245656e+02, 1.930395196913412406e+02, 2.465264984463410372e+02, 5.774814819796133492e+01, 7.333755543381013240e+02, 9.346680370765728867e+02, 1.260926769219545349e+02, 1.018351144654643576e+03, 4.231503174544348553e+02, 3.128941034094700626e+02, 1.335427169176595953e+03, 3.499019101950622712e+02
1.953000000000000000e+03, 6.132694523902107875e+01, 2.159029717789903771e+02, 1.476000286914877222e+02, 1.930760928710673454e+02, 2.464563238507137726e+02, 5.780016830076500867e+01, 7.333922863944249002e+02, 9.346540376133781365e+02, 1.261222498714670479e+02, 1.018207695296096404e+03, 4.231992980580249650e+02, 3.129088855725077565e+02, 1.335394107662027409e+03, 3.500074607494861993e+02
1.954000000000000000e+03, 6.130384927720984933e+01, 2.159065644694570949e+02, 1.476635419622425616e+02, 1.931142998903872581e+02, 2.464221805646628809e+02, 5.785370336859894991e+01, 7.334009558026632476e+02, 9.346282354993854824e+02, 1.260692588130367540e+02, 1.018081156248863408e+03, 4.232646285034214202e+02, 3.128566840928345982e+02, 1.335350802745412693e+03, 3.500310846039537296e+02
1.955000000000000000e+03, 6.130599011971812473e+01, 2.159108849195602033e+02, 1.476507424218601159e+02, 1.931568212216932636e+02, 2.463623434377034869e+02, 5.790734827829115972e+01, 7.334023552738511853e+02, 9.345985475348194313e+02, 1.259457472218780651e+02, 1.017979190316553741e+03, 4.233566498299705927e+02, 3.128282843186682385e+02, 1.335310831813380673e+03, 3.500163497763330724e+02
1.956000000000000000e+03, 6.133162793608131835e+01, 2.159240600672305845e+02, 1.476186452174235626e+02, 1.931893087635477286e+02, 2.463422153876551590e+02, 5.795707570126780439e+01, 7.334193004708175749e+02, 9.345556167349467387e+02, 1.259117082135595638e+02, 1.017863737189817130e+03, 4.234585700678640023e+02, 3.128001947482536593e+02, 1.335244945107089279e+03, 3.500776222668035302e+02
1.957000000000000000e+03, 6.135556901249000816e+01, 2.159473108072595551e+02, 1.476143362003270170e+02, 1.932224637460989243e+02, 2.462088990960353385e+02, 5.800906162584283265e+01, 7.334522773110376193e+02, 9.345312108744077477e+02, 1.258795095771968136e+02, 1.017712658633598949e+03, 4.235572920766456377e+02, 3.128069127681332589e+02, 1.335160353968396976e+03, 3.501337842028728460e+02
1.958000000000000000e+03, 6.137590722465870385e+01, 2.159770436907087117e+02, 1.476307495656602384e+02, 1.932590934788311472e+02, 2.461163643145153515e+02, 5.805041782470237877e+01, 7.335134952936545005e+02, 9.345355185579934414e+02, 1.258424068058288583e+02, 1.017577081785442601e+03, 4.236572785561792216e+02, 3.128216038181453200e+02, 1.335100217529027077e+03, 3.501927366008144986e+02
1.959000000000000000e+03, 6.138801064898754589e+01, 2.159952535316739386e+02, 1.476687051297487585e+02, 1.932980504765543515e+02, 2.460553612652421407e+02, 5.808798621576480059e+01, 7.335887403848184931e+02, 9.345423146989463703e+02, 1.258526599524168574e+02, 1.017448452540077596e+03, 4.237258285918051683e+02, 3.128386342309730139e+02, 1.335062711322131918e+03, 3.502111659937062313e+02
1.960000000000000000e+03, 6.138712199625184240e+01, 2.160120593413929839e+02, 1.477460039961556504e+02, 1.933430642293517394e+02, 2.460141051691164762e+02, 5.812859473044503034e+01, 7.336389995269211113e+02, 9.345648875019144270e+02, 1.257966188795724065e+02, 1.017329193102588874e+03, 4.238322308236366212e+02, 3.128411187066985804e+02, 1.335019069148973813e+03, 3.502443677483727811e+02
1.961000000000000000e+03, 6.138305175804673297e+01, 2.160268072300725919e+02, 1.477595657782984517e+02, 1.933855841167026881e+02, 2.459484663438705923e+02, 5.817012470271023972e+01, 7.336318554021496539e+02, 9.345954300894718472e+02, 1.257555869721020798e+02, 1.017255354166380130e+03, 4.239417044878709362e+02, 3.128025428384084421e+02, 1.334976269207146970e+03, 3.503011471196527395e+02
1.962000000000000000e+03, 6.139428217948036348e+01, 2.160249651418413634e+02, 1.477677985868107555e+02, 1.934244021167341714e+02, 2.458425450298139197e+02, 5.822092943105894136e+01, 7.336163355470571332e+02, 9.346101548962651577e+02, 1.257632577273400045e+02, 1.017176226383900030e+03, 4.240572631287321315e+02, 3.127432532962440064e+02, 1.334945316830140655e+03, 3.503300926316439927e+02
1.963000000000000000e+03, 6.141135118192642750e+01, 2.160197622404886602e+02, 1.477563748911905464e+02, 1.934666952062896712e+02, 2.457569598291578359e+02, 5.826023870898621482e+01, 7.336034128101667875e+02, 9.345963764938029499e+02, 1.258024023431259195e+02, 1.017052649382743084e+03, 4.241828981591277170e+02, 3.127258852423509552e+02, 1.334933179621290492e+03, 3.503572976549954774e+02
1.964000000000000000e+03, 6.142843392445389128e+01, 2.160203723935384517e+02, 1.478212300700751882e+02, 1.935089732112605247e+02, 2.456109488614455074e+02, 5.831341028252121816e+01, 7.335876925173292875e+02, 9.345752975793016049e+02, 1.258087528128920098e+02, 1.016911852492045568e+03, 4.242874042948816395e+02, 3.127305192730709109e+02, 1.334910931239973934e+03, 3.503881227995752283e+02
1.965000000000000000e+03, 6.145328128211025387e+01, 2.160265754618653204e+02, 1.478287705471992410e+02, 1.935485315207094743e+02, 2.454711189909301936e+02, 5.837930835898283988e+01, 7.335761486052049349e+02, 9.345608143926993989e+02, 1.257977088070065150e+02, 1.016769333241547997e+03, 4.243746680197261298e+02, 3.127447646954063885e+02, 1.334878685032922476e+03, 3.504949693163851521e+02
1.966000000000000000e+03, 6.147041545599287815e+01, 2.160377907603299832e+02, 1.478051425106676220e+02, 1.935903374494820923e+02, 2.453755882733897238e+02, 5.843469811538017922e+01, 7.335943346229350936e+02, 9.345811210023588274e+02, 1.258637384313748555e+02, 1.016640130899388396e+03, 4.244755046820367284e+02, 3.127475110315237998e+02, 1.334860618552904043e+03, 3.505971619943492783e+02
1.967000000000000000e+03, 6.148099147045081736e+01, 2.160425886090472432e+02, 1.478698773698910998e+02, 1.936361286239947219e+02, 2.453193702533008036e+02, 5.849151316523417421e+01, 7.336462849611712045e+02, 9.345613030474515881e+02, 1.259594121163992497e+02, 1.016532115273317345e+03, 4.245986705522924467e+02, 3.127277810975438683e+02, 1.334860410844348053e+03, 3.506855228672897624e+02
1.968000000000000000e+03, 6.148405416403473112e+01, 2.160488071446874017e+02, 1.479530830967932786e+02, 1.936741192231957029e+02, 2.453798314452503462e+02, 5.855588832318756687e+01, 7.336925323793718690e+02, 9.345408425274841875e+02, 1.259964197807869652e+02, 1.016441964795210083e+03, 4.246874789981854974e+02, 3.127441514926461537e+02, 1.334870633167154438e+03, 3.507847694660193838e+02
1.969000000000000000e+03, 6.150439497454078719e+01, 2.160498159036704067e+02, 1.480488422416786136e+02, 1.937084752786729780e+02, 2.452667627615541619e+02, 5.860761320310400890e+01, 7.337117988898095291e+02, 9.345253990159546902e+02, 1.258756039478977016e+02, 1.016342690435202712e+03, 4.247748840792726241e+02, 3.127385665570351421e+02, 1.334836741124242053e+03, 3.508849400281573025e+02
1.970000000000000000e+03, 6.150485471897295042e+01, 2.160319899375199384e+02, 1.480968111106454614e+02, 1.937449338448823539e+02, 2.450763451737838068e+02, 5.866868358100983016e+01, 7.337307926340371296e+02, 9.344927480140660236e+02, 1.258131532047014076e+02, 1.016249175903593255e+03, 4.248501276030486338e+02, 3.126801151903083564e+02, 1.334770583891941442e+03, 3.509767091371012384e+02
1.971000000000000000e+03, 6.152117853971907380e+01, 2.160270642873684039e+02, 1.480602692441093495e+02, 1.937769519928197894e+02, 2.449681828860194059e+02, 5.874100857038121148e+01, 7.337403339900157562e+02, 9.344461102537601391e+02, 1.258686934513640949e+02, 1.016155298197912430e+03, 4.249282195542746763e+02, 3.125881389654906002e+02, 1.334698324894246525e+03, 3.510354035063545552e+02
1.972000000000000000e+03, 6.153131353206638465e+01, 2.160174979129558608e+02, 1.481020521991061116e+02, 1.938120434147592448e+02, 2.447658722953051722e+02, 5.880736429636141338e+01, 7.337180870084251865e+02, 9.344112647087099504e+02, 1.258672523920114656e+02, 1.016021662964635084e+03, 4.250039871015636095e+02, 3.125197116009004503e+02, 1.334655867728702333e+03, 3.510968738123280559e+02
1.973000000000000000e+03, 6.152670510656887615e+01, 2.160105358716867272e+02, 1.481911292179297277e+02, 1.938479547800102125e+02, 2.446888216856544318e+02, 5.886632660979636711e+01, 7.336849409052999818e+02, 9.343844508151861419e+02, 1.257797501581755455e+02, 1.015885416403871204e+03, 4.251153822822606116e+02, 3.125085908885352524e+02, 1.334621867408768821e+03, 3.511607344018831327e+02
1.974000000000000000e+03, 6.153207178989435988e+01, 2.159972582255366262e+02, 1.482796704703493162e+02, 1.938830588402272781e+02, 2.445681894618360275e+02, 5.891827145390591625e+01, 7.336825045188965078e+02, 9.343183388362481310e+02, 1.257950160411065355e+02, 1.015750033910407751e+03, 4.252267546953669921e+02, 3.125063004777039737e+02, 1.334583178301194948e+03, 3.512016545878339571e+02
1.975000000000000000e+03, 6.153125851195481744e+01, 2.159909410893008328e+02, 1.483930193665884758e+02, 1.939133383193837119e+02, 2.444566066649298932e+02, 5.897091133445272249e+01, 7.336756543909009451e+02, 9.342508067146508210e+02, 1.257735544282235907e+02, 1.015638877798155363e+03, 4.253267871992572964e+02, 3.124951462287553454e+02, 1.334544477156190624e+03, 3.512500151473695951e+02
1.976000000000000000e+03, 6.153494102940341293e+01, 2.159835284547239382e+02, 1.484882028077274470e+02, 1.939502684309211133e+02, 2.443331438867327847e+02, 5.903406994850343636e+01, 7.336298976460469703e+02, 9.341945188917896985e+02, 1.258515567823644972e+02, 1.015556530960262535e+03, 4.254592164644271861e+02, 3.125041892625397395e+02, 1.334509139849804569e+03, 3.513366887230380939e+02
1.977000000000000000e+03, 6.155089585156901677e+01, 2.159700843784538904e+02, 1.485159880675017519e+02, 1.939904589716664702e+02, 2.441618486485020014e+02, 5.909077179329988638e+01, 7.335812927030683568e+02, 9.341301716198532858e+02, 1.258438618425654454e+02, 1.015480745447109484e+03, 4.256258443689457636e+02, 3.125135563278722088e+02, 1.334448643085105914e+03, 3.514686119439917320e+02
1.978000000000000000e+03, 6.156679269285400125e+01, 2.159449140496669770e+02, 1.484703247355258782e+02, 1.940336186265416529e+02, 2.440083966630702150e+02, 5.915468226579049116e+01, 7.335833490059844735e+02, 9.340982832946231156e+02, 1.258878463798506999e+02, 1.015388343336319281e+03, 4.257683614450289156e+02, 3.125027034809589850e+02, 1.334385789017459047e+03, 3.515676233025897659e+02
1.979000000000000000e+03, 6.157257368298645162e+01, 2.159207252384000526e+02, 1.484146961100465774e+02, 1.940719736918329943e+02, 2.438836876465236116e+02, 5.921839308590846684e+01, 7.335870498912785251e+02, 9.341133660841329629e+02, 1.259421485154207119e+02, 1.015287834952191020e+03, 4.258604073194517241e+02, 3.124592600729265541e+02, 1.334334608056481329e+03, 3.516451475897085288e+02
1.980000000000000000e+03, 6.157683713297507211e+01, 2.159034004802711024e+02, 1.484207586158134120e+02, 1.941033540406981501e+02, 2.438097693853355565e+02, 5.929114039182591966e+01, 7.335492314888581404e+02, 9.341094279881299371e+02, 1.259525942438344970e+02, 1.015176992516062114e+03, 4.259592278925117057e+02, 3.124493289181793898e+02, 1.334268028609829116e+03, 3.517291202533706951e+02
1.981000000000000000e+03, 6.157071539433818685e+01, 2.158872613610058409e+02, 1.485166053718540695e+02, 1.941431432702093502e+02, 2.436448312490163914e+02, 5.935626411865168706e+01, 7.334995316909894427e+02, 9.340933632712780081e+02, 1.259976023135442205e+02, 1.015056624062974151e+03, 4.260918007270981889e+02, 3.124644739343331707e+02, 1.334185611717551865e+03, 3.518062751128654213e+02
1.982000000000000000e+03, 6.156473567681923242e+01, 2.158641767614758180e+02, 1.486109466656718894e+02, 1.941933986697877117e+02, 2.435413940857810928e+02, 5.943441787497069839e+01, 7.334354538718191634e+02, 9.340360751451078158e+02, 1.259564012919425267e+02, 1.014927662177467596e+03, 4.261935392489184551e+02, 3.124765856608580066e+02, 1.334101217371267467e+03, 3.518106180412272010e+02
1.983000000000000000e+03, 6.158346430945456262e+01, 2.158318974878793597e+02, 1.486555877439850519e+02, 1.942363928468510039e+02, 2.434532476976149837e+02, 5.951632101960678511e+01, 7.333952375655123888e+02, 9.339720436607800593e+02, 1.259234049582677528e+02, 1.014829512210426174e+03, 4.263250137596810987e+02, 3.125118577462864664e+02, 1.334032290268577299e+03, 3.518436077400055524e+02
1.984000000000000000e+03, 6.159313009400807459e+01, 2.158069527356707908e+02, 1.487133767295341897e+02, 1.942760153821046742e+02, 2.432174179658584876e+02, 5.959118767254787485e+01, 7.333979012534831554e+02, 9.339428988666393252e+02, 1.259776389930499221e+02, 1.014751183599398246e+03, 4.264722048634427551e+02, 3.125369893584741590e+02, 1.333978053056111321e+03, 3.519559824516247772e+02
1.985000000000000000e+03, 6.160034491168406845e+01, 2.157680790156084072e+02, 1.487702745145266476e+02, 1.943132019918785716e+02, 2.429939329870430811e+02, 5.965515496733237200e+01, 7.334077188101523461e+02, 9.339418334203612631e+02, 1.259703232933186001e+02, 1.014647147517871304e+03, 4.266271508668750698e+02, 3.125790884039540174e+02, 1.333920122691669121e+03, 3.521210158376838422e+02
1.986000000000000000e+03, 6.160136230664801360e+01, 2.157230839801216860e+02, 1.487958699461709386e+02, 1.943400679104526887e+02, 2.428257729112442860e+02, 5.973034509393227154e+01, 7.333836209479812851e+02, 9.339311371178196168e+02, 1.259642379583027889e+02, 1.014523302972201236e+03, 4.267538236079092258e+02, 3.125992982762522274e+02, 1.333888614011480968e+03, 3.522575548518099708e+02
1.987000000000000000e+03, 6.161874377856855034e+01, 2.156870323354560810e+02, 1.488509829111622196e+02, 1.943721035463662474e+02, 2.426044108449574708e+02, 5.980509009659817821e+01, 7.333718694737318629e+02, 9.338592492076646749e+02, 1.259607062867898435e+02, 1.014365403269149965e+03, 4.268629210486911347e+02, 3.125976712876936290e+02, 1.333880408520680476e+03, 3.523382062685794267e+02
1.988000000000000000e+03, 6.163259569444048225e+01, 2.156549105591996067e+02, 1.488754858513763963e+02, 1.944124812519388001e+02, 2.424841866302938342e+02, 5.988101679116995513e+01, 7.333859809044921576e+02, 9.337759529608695175e+02, 1.259424681289539478e+02, 1.014205231025968033e+03, 4.269866517363154799e+02, 3.126034224848604595e+02, 1.333850137460489805e+03, 3.524126009185548014e+02
1.989000000000000000e+03, 6.163204260163662696e+01, 2.156250726400735971e+02, 1.488780098063144521e+02, 1.944498150610742471e+02, 2.423571985081283060e+02, 5.996113588302803521e+01, 7.333911757964442586e+02, 9.336957258067792509e+02, 1.259655336366270575e+02, 1.014048059798543477e+03, 4.271051049399591193e+02, 3.126303182535375527e+02, 1.333806277453904386e+03, 3.524801442941561618e+02
1.990000000000000000e+03, 6.163188850883184244e+01, 2.155943658225903050e+02, 1.489018401282513651e+02, 1.944842303776064227e+02, 2.421613317127143716e+02, 6.004381396551055161e+01, 7.333800777686595893e+02, 9.336003130040442102e+02, 1.260259522998820785e+02, 1.013888288200896113e+03, 4.272273104810297468e+02, 3.126513890128938442e+02, 1.333762377324660747e+03, 3.524926844128208927e+02
