year, ACCESS-ESM1-5, TaiESM1, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-MM, CESM2-WACCM, INM-CM5-0, GFDL-ESM4, EC-Earth3-Veg, INM-CM4-8, IPSL-CM6A-LR
1.912000000000000000e+03, 2.660000105895344973e+02, 2.638616162046253066e+02, 2.659272422095020829e+02, 2.677281342108623221e+02, 2.649687336700160358e+02, 2.661324530858741468e+02, 2.657200694431669490e+02, 2.627018621856380491e+02, 2.664663622509646643e+02, 2.637957983492347580e+02, 2.653671598808155636e+02, 2.652563672484710651e+02, 2.658572307645457613e+02, 2.622264019512093114e+02, 2.650546953977006979e+02, 2.648731979229708031e+02
1.913000000000000000e+03, 2.659296593957282653e+02, 2.637693724004139995e+02, 2.662790498108407746e+02, 2.669283464276799691e+02, 2.648495768150393701e+02, 2.659606950922351416e+02, 2.648891573046493590e+02, 2.634782147662117495e+02, 2.652480038527720581e+02, 2.646439063652471191e+02, 2.657203413332655941e+02, 2.650746285570691612e+02, 2.661007503639337415e+02, 2.635500144442713690e+02, 2.651715672601994243e+02, 2.645978349638681948e+02
1.914000000000000000e+03, 2.663465160911866860e+02, 2.636927721426202424e+02, 2.658356654687362379e+02, 2.673090214516707874e+02, 2.644510272803100293e+02, 2.656980900638378671e+02, 2.646845186726139900e+02, 2.632645858355921291e+02, 2.657803062246318859e+02, 2.648877689764718752e+02, 2.658011475459294957e+02, 2.652990675287635440e+02, 2.660220699556911086e+02, 2.631943929050717657e+02, 2.650668688909492516e+02, 2.650690125317188972e+02
1.915000000000000000e+03, 2.667584136170654574e+02, 2.635773013374886773e+02, 2.654925673799793913e+02, 2.679213662768327708e+02, 2.654767910540053322e+02, 2.659445872201484349e+02, 2.652294169124684231e+02, 2.629452463699296345e+02, 2.663942704772310321e+02, 2.645762213818469490e+02, 2.653241734705060253e+02, 2.660099567617226626e+02, 2.664677279013515658e+02, 2.626892099145373436e+02, 2.653540765482479742e+02, 2.648555846443544510e+02
1.916000000000000000e+03, 2.666385792831499089e+02, 2.641533054269057175e+02, 2.660221068391040831e+02, 2.679268767134723248e+02, 2.652291268614954447e+02, 2.663360641157950113e+02, 2.660064581600526594e+02, 2.624298195123078585e+02, 2.657606414887301298e+02, 2.639440579404710547e+02, 2.645319976739803565e+02, 2.654482188562751617e+02, 2.665127693292216691e+02, 2.620478933729944515e+02, 2.656869228827148390e+02, 2.655487740497429172e+02
1.917000000000000000e+03, 2.661170619142308738e+02, 2.642658382234375836e+02, 2.655513528456019685e+02, 2.677670785314194859e+02, 2.646495315510668433e+02, 2.660631315013891367e+02, 2.656588159052900551e+02, 2.624440810776085300e+02, 2.659100352050887182e+02, 2.647111828718179254e+02, 2.653765695004909730e+02, 2.660133490632020425e+02, 2.662389351019460264e+02, 2.626603557720642357e+02, 2.651563121236062557e+02, 2.657467382759683687e+02
1.918000000000000000e+03, 2.661596827260121927e+02, 2.642378085234195169e+02, 2.657205104330981840e+02, 2.669179318074219509e+02, 2.648724319765450446e+02, 2.674722526196820809e+02, 2.657815593219718835e+02, 2.628426821601988195e+02, 2.657074877222761984e+02, 2.638824800003721407e+02, 2.651635110546702094e+02, 2.660444249542285888e+02, 2.664327307890163183e+02, 2.627750140892236459e+02, 2.651007158894154259e+02, 2.648358042027396095e+02
1.919000000000000000e+03, 2.659930183043143757e+02, 2.633101570216423397e+02, 2.666181981771596270e+02, 2.666980024454841214e+02, 2.645026324753665676e+02, 2.665004317479339875e+02, 2.654103611208543043e+02, 2.634110244604288482e+02, 2.661595163540308704e+02, 2.647723372466981573e+02, 2.653462303469145809e+02, 2.662106997231044829e+02, 2.663235419347284392e+02, 2.633254509883179253e+02, 2.646305701015933778e+02, 2.646535428327536579e+02
1.920000000000000000e+03, 2.656637400988490185e+02, 2.636584996888437331e+02, 2.650541128230906338e+02, 2.675164403476617281e+02, 2.650662471617492315e+02, 2.668493291449147478e+02, 2.651429378361612521e+02, 2.637658959187136816e+02, 2.662448911071061843e+02, 2.647826056561339669e+02, 2.656765577491969452e+02, 2.663176434613178571e+02, 2.672961159743949793e+02, 2.640900994943984301e+02, 2.647445448209594474e+02, 2.655907019223636780e+02
1.921000000000000000e+03, 2.666462579763118583e+02, 2.644233861983906309e+02, 2.662122952652644017e+02, 2.675348295629769382e+02, 2.658203135440811593e+02, 2.664026451289362285e+02, 2.664599993429456504e+02, 2.631765497994164775e+02, 2.659713033316339192e+02, 2.651430449003681247e+02, 2.662398737832654092e+02, 2.662200820906868444e+02, 2.667543162408956050e+02, 2.637382050233245536e+02, 2.655970206593484590e+02, 2.658273716960012507e+02
1.922000000000000000e+03, 2.660551529057556763e+02, 2.643836836855048205e+02, 2.664017329554627622e+02, 2.672663858141327182e+02, 2.652372869876951427e+02, 2.668092872421797210e+02, 2.659387438732661053e+02, 2.627988794510737875e+02, 2.654056727540214524e+02, 2.640374471011195965e+02, 2.659389747648957041e+02, 2.660267722451748682e+02, 2.663275508921127539e+02, 2.633627745386225456e+02, 2.664932770977508198e+02, 2.644793582820445295e+02
1.923000000000000000e+03, 2.653914565450680811e+02, 2.637156320263155749e+02, 2.660306433598988747e+02, 2.672279804162020582e+02, 2.647313349191057910e+02, 2.675237084833290737e+02, 2.653817114163640554e+02, 2.626458804891963155e+02, 2.665340234683907852e+02, 2.640989019866806302e+02, 2.658767292350080425e+02, 2.663301500494758898e+02, 2.669685051884312088e+02, 2.630305683845095928e+02, 2.659920485556889389e+02, 2.641078939049955352e+02
1.924000000000000000e+03, 2.660300250271319555e+02, 2.643875609495785852e+02, 2.654565667216546672e+02, 2.670272535819109407e+02, 2.655568726540805642e+02, 2.662833461994187019e+02, 2.647862379750511082e+02, 2.632967071233265415e+02, 2.663837557584595288e+02, 2.634131860435311410e+02, 2.659217769965957814e+02, 2.655932940930796349e+02, 2.665550008673391744e+02, 2.621234876062123931e+02, 2.665098403582996411e+02, 2.650037667249449669e+02
1.925000000000000000e+03, 2.666791085097956966e+02, 2.646737652549877566e+02, 2.666479731717936374e+02, 2.671257778898277593e+02, 2.650138173456508639e+02, 2.668618294830921513e+02, 2.657101927924007896e+02, 2.628440868007824065e+02, 2.654841697212553413e+02, 2.638266259575084405e+02, 2.660543147438608571e+02, 2.659529764083577561e+02, 2.666460569106323533e+02, 2.642769002786267833e+02, 2.659335400314193976e+02, 2.654822647466865533e+02
1.926000000000000000e+03, 2.664287180248746836e+02, 2.645463203679821049e+02, 2.664861204982306617e+02, 2.673385192310258276e+02, 2.653556348880395603e+02, 2.658503175592167054e+02, 2.656136817886634276e+02, 2.637540444351290034e+02, 2.656183674978932459e+02, 2.644510160473186602e+02, 2.655840909773685894e+02, 2.659816551616419247e+02, 2.663070983179321161e+02, 2.639606746460252680e+02, 2.653375364715845421e+02, 2.654280036710066497e+02
1.927000000000000000e+03, 2.669901170521600307e+02, 2.635218003968078051e+02, 2.659924521781826456e+02, 2.674839782510581472e+02, 2.652245512798543245e+02, 2.663245633127344263e+02, 2.655420213073161904e+02, 2.629358032691720837e+02, 2.657138660472501215e+02, 2.649804874162262536e+02, 2.667625615769362071e+02, 2.657216610923079543e+02, 2.657162526675523964e+02, 2.643492301851051707e+02, 2.653323487487012926e+02, 2.652823494777783822e+02
1.928000000000000000e+03, 2.665560719491765553e+02, 2.642189598766730114e+02, 2.658572363827379377e+02, 2.672551435397206774e+02, 2.659718455515437654e+02, 2.673019221939828753e+02, 2.660665875866887973e+02, 2.624004383425846072e+02, 2.658114147774809339e+02, 2.655302412336311590e+02, 2.664042248238377510e+02, 2.657097692048891986e+02, 2.668322817118111061e+02, 2.628991090752073205e+02, 2.661422496864589675e+02, 2.653212853619418752e+02
1.929000000000000000e+03, 2.663813003772698949e+02, 2.632672250212178255e+02, 2.663833465367743543e+02, 2.678618190846154903e+02, 2.655326792132316314e+02, 2.668916572995415208e+02, 2.661313507819473330e+02, 2.628856515576276820e+02, 2.662077322783897557e+02, 2.640963620841220063e+02, 2.654299296147611358e+02, 2.663121014260659649e+02, 2.666608901568608303e+02, 2.641387868596276007e+02, 2.659044327180851610e+02, 2.657854281252791679e+02
1.930000000000000000e+03, 2.670960251259163556e+02, 2.639662880335668547e+02, 2.659229431382495932e+02, 2.670646972717786412e+02, 2.656755647710579069e+02, 2.672093627934996221e+02, 2.663440877236234883e+02, 2.623763337826370048e+02, 2.661191031092597541e+02, 2.646708886737509943e+02, 2.662614440682286272e+02, 2.667522358140111578e+02, 2.663740930305309575e+02, 2.628655790343322565e+02, 2.660841555303184123e+02, 2.654062689896965708e+02
1.931000000000000000e+03, 2.663072082599783812e+02, 2.642668772982992209e+02, 2.653534918666829867e+02, 2.670865054606426838e+02, 2.653142845497148983e+02, 2.666079585845565703e+02, 2.657855989460148294e+02, 2.626389598301527144e+02, 2.662851431161116693e+02, 2.648130379720798828e+02, 2.668872698089728601e+02, 2.662547368665649401e+02, 2.664209760339633704e+02, 2.633307724879801981e+02, 2.656593972828229084e+02, 2.650662930368300749e+02
1.932000000000000000e+03, 2.669548264848745589e+02, 2.645581727655293776e+02, 2.651787292366495876e+02, 2.681496735331652985e+02, 2.647957808117616310e+02, 2.658718949536053060e+02, 2.651556979578703590e+02, 2.627548967847611152e+02, 2.662605938368688498e+02, 2.644588031913806390e+02, 2.667050576556893589e+02, 2.662451279499745169e+02, 2.668735054116923493e+02, 2.639231009958450045e+02, 2.658842548708797153e+02, 2.652828033866086912e+02
1.933000000000000000e+03, 2.666540039201601076e+02, 2.642171859287539064e+02, 2.653570656116189639e+02, 2.681258814874300356e+02, 2.654606721477854876e+02, 2.665651643238088013e+02, 2.652803241734328594e+02, 2.630424024895471007e+02, 2.669566903796616657e+02, 2.648614855311328711e+02, 2.658954563148757870e+02, 2.663521300673968426e+02, 2.668067169395324640e+02, 2.637321166630789548e+02, 2.652781183487966814e+02, 2.651496593483324773e+02
1.934000000000000000e+03, 2.666647380475931755e+02, 2.646659683871656625e+02, 2.655128556388252150e+02, 2.679836182491981162e+02, 2.647643068514626634e+02, 2.661908818450063450e+02, 2.652199067424846248e+02, 2.623367216456603614e+02, 2.659777937827732899e+02, 2.641080493555318185e+02, 2.655894690489831760e+02, 2.661257910372340802e+02, 2.664717763014297134e+02, 2.643778334680952753e+02, 2.658721787733912834e+02, 2.652322306476530116e+02
1.935000000000000000e+03, 2.666596220852034662e+02, 2.645301351283226836e+02, 2.656107190286088553e+02, 2.681961472645650133e+02, 2.650331315155035554e+02, 2.661946538840214203e+02, 2.649402379743393681e+02, 2.624247789777928688e+02, 2.662601385940189402e+02, 2.642685563278612904e+02, 2.660683158197431908e+02, 2.670179685670313461e+02, 2.660973543516490736e+02, 2.632533249985006023e+02, 2.657784790633573380e+02, 2.648916997069223953e+02
1.936000000000000000e+03, 2.666943925551772736e+02, 2.645153988911151828e+02, 2.660402296273161937e+02, 2.674833176995961708e+02, 2.661121310808237581e+02, 2.660924244041432303e+02, 2.662660993416844804e+02, 2.626719034746074044e+02, 2.651861440680435180e+02, 2.642137648887955379e+02, 2.666862609111385609e+02, 2.661577611119939206e+02, 2.663704979287329593e+02, 2.636806317987460488e+02, 2.657862398166751063e+02, 2.653540200043066193e+02
1.937000000000000000e+03, 2.666670330890543710e+02, 2.650088885361724920e+02, 2.667680944954182110e+02, 2.678570016362119190e+02, 2.652777119939984800e+02, 2.662474712148871276e+02, 2.663796791980761896e+02, 2.619551926327977185e+02, 2.665309435934510702e+02, 2.642916898058219886e+02, 2.660446272993773960e+02, 2.663147150686722853e+02, 2.659182185689400058e+02, 2.626644636855400563e+02, 2.661873905524793713e+02, 2.663609265800351409e+02
1.938000000000000000e+03, 2.666692830322081136e+02, 2.641226282065079545e+02, 2.662704761206848616e+02, 2.676844519228757804e+02, 2.652352487040221263e+02, 2.665385303067516816e+02, 2.650045212601818889e+02, 2.622270734284447826e+02, 2.670059545997388568e+02, 2.646843040144895554e+02, 2.664831277464112986e+02, 2.657051985319012033e+02, 2.668009283287178732e+02, 2.642429798369298624e+02, 2.652981727432206753e+02, 2.656592030435554648e+02
1.939000000000000000e+03, 2.661768554705823249e+02, 2.637874500832629678e+02, 2.657586677379726439e+02, 2.678924003654474859e+02, 2.656822938772858720e+02, 2.662020732629549116e+02, 2.658252549923131483e+02, 2.625568489624117205e+02, 2.659061971708621854e+02, 2.644456599625225408e+02, 2.660483882092933641e+02, 2.655121135456573711e+02, 2.662515398693411726e+02, 2.630987555531626185e+02, 2.653281201091416506e+02, 2.645088763201763982e+02
1.940000000000000000e+03, 2.662385684069533909e+02, 2.646865071561386458e+02, 2.653606582492479333e+02, 2.679677882403871081e+02, 2.658895235948240270e+02, 2.670197455472729189e+02, 2.651422946837109293e+02, 2.619532215118625231e+02, 2.665528654819788699e+02, 2.649916309206008123e+02, 2.655035210752597550e+02, 2.657468420472165462e+02, 2.663486320269508383e+02, 2.630532860183300841e+02, 2.652747231544865940e+02, 2.645026591772818279e+02
1.941000000000000000e+03, 2.662597210110453716e+02, 2.641291370493157160e+02, 2.660225212180191079e+02, 2.674652438970997537e+02, 2.652117918936825731e+02, 2.663967825340653235e+02, 2.652249426102271173e+02, 2.624885447655883581e+02, 2.665098578591704950e+02, 2.651531335902242859e+02, 2.658508496059191089e+02, 2.655080142403953687e+02, 2.667216073175962379e+02, 2.634848729421764233e+02, 2.660277404561328467e+02, 2.652046789345517368e+02
1.942000000000000000e+03, 2.661124797990728439e+02, 2.647871614528622217e+02, 2.655463790975239249e+02, 2.679090023141218921e+02, 2.651046999822207795e+02, 2.666636221844526062e+02, 2.654000642686148694e+02, 2.628863220609803761e+02, 2.661470169018780325e+02, 2.644773700092843569e+02, 2.664015119163895520e+02, 2.657863375852483614e+02, 2.658346853512635448e+02, 2.630593948011994030e+02, 2.660966764004622291e+02, 2.658891309780703409e+02
1.943000000000000000e+03, 2.665262228794546218e+02, 2.649033833629259220e+02, 2.657143310503985845e+02, 2.676847116013595382e+02, 2.662945912086501608e+02, 2.654327263801028494e+02, 2.654399952069695701e+02, 2.623457582722193706e+02, 2.654126119184949744e+02, 2.642693103294491834e+02, 2.654636443781778326e+02, 2.657035106177695525e+02, 2.660459533229203544e+02, 2.637910116414027470e+02, 2.656825169896097805e+02, 2.662537243746904210e+02
1.944000000000000000e+03, 2.669406064803702634e+02, 2.639145759326801226e+02, 2.664470777738671359e+02, 2.681646180748949746e+02, 2.658007773605528996e+02, 2.665164509160679813e+02, 2.652511819689715367e+02, 2.626873319903048127e+02, 2.659678517774406714e+02, 2.653302384964159160e+02, 2.660355699575756603e+02, 2.652133526954082186e+02, 2.663633133488269777e+02, 2.629556062791091335e+02, 2.665502915133000101e+02, 2.657360020028472718e+02
1.945000000000000000e+03, 2.667195568898554825e+02, 2.634353676257323400e+02, 2.665413875365293279e+02, 2.673907117058262770e+02, 2.653998854403562291e+02, 2.672589890756931368e+02, 2.662438822982154534e+02, 2.622789188361556398e+02, 2.655566354222229393e+02, 2.644166872294258610e+02, 2.659851687126838442e+02, 2.658110279061647816e+02, 2.660896362769782399e+02, 2.646028413996135100e+02, 2.656703052838268491e+02, 2.653644597809417292e+02
1.946000000000000000e+03, 2.666299389739862136e+02, 2.643005308998167493e+02, 2.662715978800693506e+02, 2.680227797119303546e+02, 2.661063757902546740e+02, 2.676979719639889481e+02, 2.658941032320474278e+02, 2.629219148937190198e+02, 2.657863818129859510e+02, 2.637261007641707806e+02, 2.651343200754088798e+02, 2.656286240935049818e+02, 2.659387547911424008e+02, 2.641274173628896165e+02, 2.655489014083876214e+02, 2.654294665838517631e+02
1.947000000000000000e+03, 2.666914404654731925e+02, 2.647044362216735180e+02, 2.662508535299616597e+02, 2.677235648357948889e+02, 2.658428939089902769e+02, 2.669181099393863406e+02, 2.661481368912626522e+02, 2.637644063231659857e+02, 2.657604214266171425e+02, 2.641024287455375656e+02, 2.657949059822296363e+02, 2.656313055602718123e+02, 2.661627958204277320e+02, 2.636470304347679985e+02, 2.660764419087286683e+02, 2.657515855081315976e+02
1.948000000000000000e+03, 2.667928440263005996e+02, 2.636637799622390617e+02, 2.662642797989609562e+02, 2.680997124123990716e+02, 2.657436464514440786e+02, 2.672281588988456065e+02, 2.669266251641746521e+02, 2.626011169227732580e+02, 2.656955352017400855e+02, 2.651499427507798714e+02, 2.659630729968354217e+02, 2.660716145837487829e+02, 2.661746668135833147e+02, 2.639608769009755065e+02, 2.656662069540574862e+02, 2.660903842986234622e+02
1.949000000000000000e+03, 2.671137282180872603e+02, 2.634966113414682809e+02, 2.664997422565793954e+02, 2.675151258916008032e+02, 2.654828448946267940e+02, 2.665703825304733527e+02, 2.665722955629054809e+02, 2.626705685525660101e+02, 2.659563582289868009e+02, 2.663132737453904610e+02, 2.666494859917584108e+02, 2.654070614959455838e+02, 2.662428555990401264e+02, 2.637491148014634632e+02, 2.657109614639427377e+02, 2.659940351836008858e+02
1.950000000000000000e+03, 2.662247154474205217e+02, 2.645522902770563292e+02, 2.670698910511081294e+02, 2.675540710752496238e+02, 2.649987077323147560e+02, 2.661050059258066085e+02, 2.651718063676245833e+02, 2.626656227877766128e+02, 2.659074783539541045e+02, 2.654464467499220177e+02, 2.657629704475589278e+02, 2.663677701148600363e+02, 2.659534230059149422e+02, 2.641687854391087171e+02, 2.660013686436937519e+02, 2.654021682034248215e+02
1.951000000000000000e+03, 2.657393895597519418e+02, 2.640007757775068171e+02, 2.656960900122610951e+02, 2.679255515810010024e+02, 2.658349512418346308e+02, 2.663814517929129693e+02, 2.663609104346962795e+02, 2.626018474358729122e+02, 2.654900507251108479e+02, 2.647762507732542190e+02, 2.659796230467142095e+02, 2.660897227562627450e+02, 2.659688155333436157e+02, 2.627535495363611631e+02, 2.656096603612189142e+02, 2.655610495319548932e+02
1.952000000000000000e+03, 2.668404781966469841e+02, 2.640223977898526755e+02, 2.659770732375380362e+02, 2.667056215044452188e+02, 2.662047525247876933e+02, 2.674669182630590853e+02, 2.658203583532760490e+02, 2.627421264985647440e+02, 2.666708259100387295e+02, 2.648254953240225973e+02, 2.668861349456889229e+02, 2.655713038565336888e+02, 2.656231694445275480e+02, 2.635940360143965222e+02, 2.656616545488722068e+02, 2.660265941220891364e+02
1.953000000000000000e+03, 2.662134630572460878e+02, 2.640417599883633102e+02, 2.658507466890928299e+02, 2.676615657034546416e+02, 2.657856220182192715e+02, 2.669579618719361633e+02, 2.664614204350690443e+02, 2.623716827943123917e+02, 2.666646235496772306e+02, 2.645498925740097320e+02, 2.662555021160376327e+02, 2.655803755552244638e+02, 2.656251697826681948e+02, 2.636756621841178116e+02, 2.656233921452399613e+02, 2.661080836034320214e+02
1.954000000000000000e+03, 2.660343673041692227e+02, 2.635360521849812017e+02, 2.662565234008362154e+02, 2.679466078517076539e+02, 2.653774482264942094e+02, 2.666075726826620667e+02, 2.648712875535868534e+02, 2.630518762467929150e+02, 2.656820067406054591e+02, 2.653300145703865383e+02, 2.662525736011123172e+02, 2.658624055106743072e+02, 2.668316912063691575e+02, 2.635918907050213420e+02, 2.658765934988077788e+02, 2.659769580622370313e+02
1.955000000000000000e+03, 2.666909326132230831e+02, 2.633511970559859492e+02, 2.656694419623809722e+02, 2.673104751019890273e+02, 2.650793160259146930e+02, 2.671243630219418037e+02, 2.666191324853567153e+02, 2.627949658411208702e+02, 2.659252122874115116e+02, 2.649040778463790389e+02, 2.667056234372027461e+02, 2.663207989594544074e+02, 2.670946441166476006e+02, 2.640963196047954966e+02, 2.661069219329908151e+02, 2.657404053737836307e+02
1.956000000000000000e+03, 2.661111401381252222e+02, 2.633143785419512142e+02, 2.652886658401250770e+02, 2.684617736230366063e+02, 2.651876852372353142e+02, 2.669170844438460222e+02, 2.666489166700114311e+02, 2.628783162746516382e+02, 2.658082655937163281e+02, 2.652105291878058324e+02, 2.664712538296338948e+02, 2.660212981016578055e+02, 2.661640175303248270e+02, 2.629534647107536216e+02, 2.650916640619734039e+02, 2.652620260031724797e+02
1.957000000000000000e+03, 2.656196382663017630e+02, 2.634217921161664435e+02, 2.653082384000654201e+02, 2.672406284293728618e+02, 2.655226796964482219e+02, 2.672812497139977950e+02, 2.664257221893169003e+02, 2.624436909405343954e+02, 2.660850541844991426e+02, 2.643155327490101172e+02, 2.650692579654802898e+02, 2.658848214059744919e+02, 2.660583171811994703e+02, 2.632842639931814119e+02, 2.655247291514524477e+02, 2.660010235058359171e+02
1.958000000000000000e+03, 2.661016243637887442e+02, 2.639221881655571451e+02, 2.659709736054867903e+02, 2.672811790586657708e+02, 2.654336638194938587e+02, 2.663997176286871991e+02, 2.666424811059445688e+02, 2.636239480295429303e+02, 2.668401203974760847e+02, 2.641637536069147245e+02, 2.656659128711469862e+02, 2.662037742792736594e+02, 2.660793838440394552e+02, 2.633511573483872326e+02, 2.655502470860160429e+02, 2.664855357797972601e+02
1.959000000000000000e+03, 2.662461790550082696e+02, 2.635387353493852629e+02, 2.665034447185176418e+02, 2.672810472716824961e+02, 2.648322382952550811e+02, 2.665767201579080279e+02, 2.664831603115774783e+02, 2.628693317496295663e+02, 2.659785174744316691e+02, 2.645910854679849535e+02, 2.657104849977806111e+02, 2.663270362166884411e+02, 2.667151553610740393e+02, 2.633665469047493843e+02, 2.658897963781071780e+02, 2.650039739685853419e+02
1.960000000000000000e+03, 2.661569435288183172e+02, 2.641997518308979807e+02, 2.663217019110997512e+02, 2.676483728135667661e+02, 2.653329477254477524e+02, 2.668136631626554731e+02, 2.654467369519333602e+02, 2.625681734315618314e+02, 2.661784415704199773e+02, 2.652171892831603373e+02, 2.654005099057567350e+02, 2.657932473716587083e+02, 2.667019934690038667e+02, 2.640372611272929930e+02, 2.660312684240880685e+02, 2.655802155879905513e+02
1.961000000000000000e+03, 2.664720359406806551e+02, 2.627023875177654304e+02, 2.672090784675419854e+02, 2.675352933858483766e+02, 2.655476498178031193e+02, 2.661372699258837997e+02, 2.658058748887312959e+02, 2.623443489206590016e+02, 2.662481507588595377e+02, 2.644769506982026996e+02, 2.662730237688097645e+02, 2.660977490636433913e+02, 2.662940681368719424e+02, 2.641099934158418137e+02, 2.665248773740968318e+02, 2.655326435294387579e+02
1.962000000000000000e+03, 2.659115750492261441e+02, 2.645206301832710665e+02, 2.662446629528676567e+02, 2.671308176856519481e+02, 2.652381361921042640e+02, 2.658354769122565813e+02, 2.663885373150793043e+02, 2.628255553447895068e+02, 2.658894020383818315e+02, 2.649019121598479387e+02, 2.665035561208961781e+02, 2.660208911271748775e+02, 2.664012638265881492e+02, 2.636947624671594781e+02, 2.658004353758597631e+02, 2.664037773135228804e+02
1.963000000000000000e+03, 2.666540213441432456e+02, 2.640912521865481608e+02, 2.654924543874934102e+02, 2.668335146320557101e+02, 2.651993190898955959e+02, 2.664658604598426450e+02, 2.664876510857473590e+02, 2.623515809687326623e+02, 2.662884290944732584e+02, 2.644865065454752653e+02, 2.661591090062585181e+02, 2.671417224977772662e+02, 2.659923513833568904e+02, 2.636041843549442660e+02, 2.652454119264619408e+02, 2.666220508736617489e+02
1.964000000000000000e+03, 2.664501490687763408e+02, 2.627663906941357368e+02, 2.654348157210682757e+02, 2.665732874004293080e+02, 2.650849177412602558e+02, 2.660547807874943942e+02, 2.662948803003235412e+02, 2.619520337715871960e+02, 2.665856862597619852e+02, 2.651571482754190470e+02, 2.661057925986047508e+02, 2.665747107887147536e+02, 2.661716321874075106e+02, 2.629745836758513633e+02, 2.661825036925027916e+02, 2.662056351898058324e+02
1.965000000000000000e+03, 2.663193323675604347e+02, 2.627815983483840796e+02, 2.657853154716921722e+02, 2.665584361603789603e+02, 2.648467752024693027e+02, 2.657212868177965674e+02, 2.663095294157921558e+02, 2.622306936204957424e+02, 2.665272476869583897e+02, 2.638062439361274301e+02, 2.646903565841506634e+02, 2.663539811523115191e+02, 2.652922259495604180e+02, 2.628462358954797651e+02, 2.657275987372570398e+02, 2.662744790723342021e+02
1.966000000000000000e+03, 2.659862966551139039e+02, 2.633159429660072419e+02, 2.652106844473791512e+02, 2.675579555096635431e+02, 2.651826116910802966e+02, 2.663040101602313143e+02, 2.667161459446780327e+02, 2.619825216535824666e+02, 2.655126817445529355e+02, 2.635491994291908213e+02, 2.655921714528283815e+02, 2.655670788030581662e+02, 2.656883727012483973e+02, 2.637965634571064015e+02, 2.654006838771933303e+02, 2.662794054640206127e+02
1.967000000000000000e+03, 2.661564386398419515e+02, 2.637045276566141752e+02, 2.656514710366769805e+02, 2.673142306934883550e+02, 2.658212911807677870e+02, 2.655414776507627721e+02, 2.653077865141388543e+02, 2.622245532296023498e+02, 2.667120630970116508e+02, 2.636759574691690773e+02, 2.654212825879270099e+02, 2.656256699240253170e+02, 2.656835680378733286e+02, 2.623301767696081583e+02, 2.659855436280392951e+02, 2.660992994924523032e+02
1.968000000000000000e+03, 2.663835703729452007e+02, 2.645161913513491641e+02, 2.661530701637213383e+02, 2.673578593456109047e+02, 2.654252122900290374e+02, 2.658114898233779400e+02, 2.663968351219640454e+02, 2.610237683307449856e+02, 2.661558801498985645e+02, 2.640854058137600191e+02, 2.659276251147540506e+02, 2.660497125742996900e+02, 2.665194419478135615e+02, 2.630597333323714793e+02, 2.655378937834858561e+02, 2.658753187488267713e+02
1.969000000000000000e+03, 2.663705684385769246e+02, 2.639535335405351475e+02, 2.663591919133788224e+02, 2.675717261059970156e+02, 2.647039115563532619e+02, 2.667558696601961969e+02, 2.662092108048054797e+02, 2.614201928085203122e+02, 2.669496898044858995e+02, 2.636969389245232946e+02, 2.654892111926212124e+02, 2.653356815882864339e+02, 2.664419775986386867e+02, 2.641408542860523312e+02, 2.660768227514025739e+02, 2.669661551268421249e+02
1.970000000000000000e+03, 2.665030044482717244e+02, 2.631078797107577429e+02, 2.656787206951801181e+02, 2.672296810505479243e+02, 2.653597413160688347e+02, 2.664412939704331507e+02, 2.658372385415175359e+02, 2.611715318537289932e+02, 2.662907544363325769e+02, 2.633218664974582452e+02, 2.654754483445798314e+02, 2.656269102204241790e+02, 2.655265921901934121e+02, 2.639514495533365448e+02, 2.658668383241442257e+02, 2.658824471804923064e+02
1.971000000000000000e+03, 2.664324448249266766e+02, 2.635055394029582203e+02, 2.659698111354271077e+02, 2.671756391413720166e+02, 2.651436038549117029e+02, 2.663973424726057146e+02, 2.661136260003888196e+02, 2.608651764013089860e+02, 2.672455102242582257e+02, 2.639848341883084686e+02, 2.654777212054993356e+02, 2.651069188797858942e+02, 2.652687533358968608e+02, 2.649857857995810946e+02, 2.661704655972299065e+02, 2.659147301120863176e+02
1.972000000000000000e+03, 2.659176398092855607e+02, 2.634143191275098843e+02, 2.654575886826427222e+02, 2.663933314112216522e+02, 2.651543667452534123e+02, 2.663634867481267747e+02, 2.666172039493147281e+02, 2.619015187295325404e+02, 2.659873518127942020e+02, 2.644953920548201722e+02, 2.661708188638056072e+02, 2.659398085694008387e+02, 2.666694789599399655e+02, 2.638603721042541110e+02, 2.651979147007240840e+02, 2.654681528387856702e+02
1.973000000000000000e+03, 2.664817643870013057e+02, 2.631096096912260691e+02, 2.656899940226293211e+02, 2.667564175149450989e+02, 2.653001427349758501e+02, 2.656816603432982333e+02, 2.661548748035002063e+02, 2.616557012581191088e+02, 2.661450039856878220e+02, 2.635614280690632540e+02, 2.668401876324131194e+02, 2.660101874796412176e+02, 2.656342442134126145e+02, 2.643393278300857787e+02, 2.655256603182571098e+02, 2.664948029992277156e+02
