year, CMCC-CM2-SR5, EC-Earth3-Veg, UKESM1-0-LL, CESM2-WACCM, INM-CM5-0, TaiESM1, NorESM2-LM, MIROC-ES2L, ACCESS-ESM1-5, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, INM-CM4-8, IPSL-CM6A-LR, CanESM5
1.912000000000000000e+03, 9.351119598655449394e+00, 3.781950180518970583e+00, 8.000919489497618997e+00, 6.187668310845533703e+00, 9.011482989804754595e+00, 4.876925061314380194e+00, 5.895519417909280691e+00, 8.672010417590460207e+00, 4.228353181581881337e+00, 6.244555404766755302e+00, 7.673024291662752461e+00, 6.671028650947275374e+00, 1.028664623678299606e+01, 8.819113711558753010e+00, 3.994678897879802015e+00, 5.753692219554428888e+00
1.913000000000000000e+03, 9.012497227787575227e+00, 4.318680015206242118e+00, 8.072418790816266565e+00, 6.601270088398047520e+00, 8.450775576467458805e+00, 4.817525311309926117e+00, 6.046744295003293246e+00, 8.720267369042479899e+00, 4.296867489146555918e+00, 6.053059473360204557e+00, 7.528436530283449279e+00, 6.753107739575432866e+00, 9.867411978459212918e+00, 8.558295557234830042e+00, 4.110696121056641950e+00, 6.398936725688947114e+00
1.914000000000000000e+03, 8.557788769661728523e+00, 4.150087320124634438e+00, 8.181015944419526065e+00, 7.403881446018168333e+00, 8.740655392562954873e+00, 4.816820277995901733e+00, 6.285160422215232856e+00, 8.798714892460793635e+00, 4.524006254632268131e+00, 6.354239267422484794e+00, 7.877418573020198878e+00, 7.032553890965875354e+00, 9.833556282476951793e+00, 8.114279647354392111e+00, 4.033770462086295083e+00, 6.204519301739291670e+00
1.915000000000000000e+03, 8.752175922278111031e+00, 3.814525674205037298e+00, 8.601139877733816164e+00, 7.573954304920150093e+00, 8.587910731529600383e+00, 4.909133830841735602e+00, 6.086642074454283957e+00, 9.007338399545679053e+00, 4.646386050424228920e+00, 6.734909239833916317e+00, 8.623657471984351730e+00, 7.144466908748685618e+00, 1.013841620875713190e+01, 8.277249805456964538e+00, 4.160679067795854280e+00, 6.261981039687860573e+00
1.916000000000000000e+03, 9.364390284060169378e+00, 3.975029731061694438e+00, 8.698135256914833136e+00, 7.194795177586133406e+00, 8.474606479757488486e+00, 4.891243203077242363e+00, 6.182856110386529380e+00, 8.613480833859773256e+00, 4.553909155187159108e+00, 6.540164953376110368e+00, 8.009124542311319317e+00, 7.175333658470411713e+00, 1.007619561737989855e+01, 8.792796134832256527e+00, 4.194180003859053762e+00, 6.393516321141575531e+00
1.917000000000000000e+03, 8.618460330663006985e+00, 4.059784529603286174e+00, 8.173345985712320072e+00, 7.480429626096760209e+00, 8.827893651214589354e+00, 4.931475779759880496e+00, 5.483479285849581331e+00, 8.665299913907682949e+00, 4.625406911938634735e+00, 6.128806134123381710e+00, 7.535554609039269991e+00, 7.302264856511524904e+00, 1.034998610434532829e+01, 8.551414777818866497e+00, 4.165737056355463430e+00, 6.294073824380213011e+00
1.918000000000000000e+03, 8.841786401628290548e+00, 4.188392903623570973e+00, 7.824977925967258052e+00, 7.297093578646991929e+00, 8.788081327941235088e+00, 5.041966425933746443e+00, 5.768523839793406438e+00, 8.484744344387465276e+00, 4.460863200897200009e+00, 6.416412129249316365e+00, 8.042228834516723879e+00, 6.867574470239467210e+00, 1.068267994194318860e+01, 8.426972847021795943e+00, 4.190049915288022397e+00, 6.226642215734966790e+00
1.919000000000000000e+03, 8.981129950217749069e+00, 4.720392945787120098e+00, 8.635366018603388483e+00, 7.163906442563492405e+00, 8.907323516363417681e+00, 5.000852667278712360e+00, 6.247729838028011962e+00, 8.273003459466588438e+00, 4.582432943272380044e+00, 6.371642127082131957e+00, 8.054311761670836844e+00, 6.757910322922678681e+00, 1.032337885383118881e+01, 8.180469782072698592e+00, 4.129391882209054288e+00, 6.339883580464610091e+00
1.920000000000000000e+03, 8.485528098247687723e+00, 4.400420535744057560e+00, 8.621184485520627661e+00, 6.813665576496752863e+00, 9.045344827809561394e+00, 5.066900483358079299e+00, 6.178770737731167806e+00, 8.515150022560453280e+00, 4.422425266168820812e+00, 6.727100440923071467e+00, 8.342151525562341519e+00, 7.273454538428311800e+00, 1.074478598922603645e+01, 8.547546865453274023e+00, 4.178496720217833804e+00, 5.898167377049189142e+00
1.921000000000000000e+03, 9.628372599340163873e+00, 5.011063075499810893e+00, 8.888067905899553978e+00, 7.622201833077266286e+00, 9.013341475054849283e+00, 5.054713103817339181e+00, 6.259971126492277271e+00, 9.083242366359263187e+00, 4.580425091354824119e+00, 6.778346245906768708e+00, 8.315571697161395548e+00, 7.221207767312241899e+00, 1.050805865328174704e+01, 8.620290045172946947e+00, 4.507098813207385035e+00, 6.105297585930323123e+00
1.922000000000000000e+03, 8.911121163468440187e+00, 4.117656912263241153e+00, 8.433464690414215426e+00, 7.987770958573139346e+00, 8.646434709662907281e+00, 5.124541067034218855e+00, 6.575903601795482167e+00, 8.626958347058698351e+00, 4.517552768160115306e+00, 6.349816068382671652e+00, 8.185690491429490123e+00, 7.014551141787453759e+00, 1.037259496641691214e+01, 9.199063439726963054e+00, 4.193336595894293417e+00, 6.165266781439664001e+00
1.923000000000000000e+03, 9.122142438347159654e+00, 4.651355009974591503e+00, 8.244770174670470908e+00, 7.897814606351178490e+00, 9.127780379404706323e+00, 4.950169354789088594e+00, 7.255891353943992428e+00, 9.138814579255200243e+00, 4.428551836427541133e+00, 6.602733423272868940e+00, 8.000061149043229847e+00, 7.023113692618053960e+00, 1.080539117365001545e+01, 8.825388365206796593e+00, 4.151342014077043174e+00, 6.321370446110678998e+00
1.924000000000000000e+03, 8.588922473515966161e+00, 3.521374342136294633e+00, 8.829296581867053462e+00, 7.904079831276042967e+00, 8.651018506882397929e+00, 4.953074087319815355e+00, 6.538873597667159032e+00, 8.694351019937974101e+00, 4.358311252511227529e+00, 6.545396317059517521e+00, 8.144621690096874644e+00, 6.579581835213977214e+00, 1.084407224095100375e+01, 8.892781237713583309e+00, 4.050537234074287340e+00, 6.263051149033351805e+00
1.925000000000000000e+03, 9.267182144730083948e+00, 4.346672120006273232e+00, 8.726560579085585800e+00, 8.071816297204119195e+00, 8.849927712096171462e+00, 5.207882749677926526e+00, 6.790004493576664579e+00, 8.374863941284569790e+00, 4.546617912797170646e+00, 6.538472425330780879e+00, 8.552191200940098881e+00, 6.865603761607041555e+00, 1.072478074683231242e+01, 8.737857632757295434e+00, 4.221981633709193993e+00, 6.172526496452854339e+00
1.926000000000000000e+03, 9.357222568201814639e+00, 4.582176312028019005e+00, 8.849003151576315673e+00, 7.949007844027202729e+00, 8.878159273690659603e+00, 5.129791251181553768e+00, 6.249584718280781992e+00, 8.949343203908904698e+00, 4.579786768906176420e+00, 6.813356643216301300e+00, 7.910369336890133773e+00, 7.240547579338611150e+00, 1.054452368352501246e+01, 8.488610880534137593e+00, 4.329386247703202351e+00, 6.421848254831151515e+00
1.927000000000000000e+03, 9.368949190988745457e+00, 4.876577704400284929e+00, 8.674856668652212832e+00, 7.897376994563216179e+00, 8.971664614817933980e+00, 4.930394331495449478e+00, 7.163764259860590400e+00, 9.742205696124132785e+00, 4.759157675511966445e+00, 6.577813586576030325e+00, 8.396508377648308041e+00, 7.331719923445644937e+00, 1.038635592843784039e+01, 8.356133830353213554e+00, 4.276161619908106282e+00, 6.163596316850712853e+00
1.928000000000000000e+03, 9.421145936700854762e+00, 4.492917502689234510e+00, 8.134469019856799932e+00, 7.807245055326994532e+00, 8.706980052087734734e+00, 4.977151993739518332e+00, 7.348964531235143482e+00, 8.353810584055519683e+00, 4.691834220596942551e+00, 6.446963652891589902e+00, 8.639847494898653224e+00, 7.706379369155154535e+00, 1.086147442279740716e+01, 9.121169026565377536e+00, 4.440822650519355541e+00, 5.844355779091408465e+00
1.929000000000000000e+03, 9.297756314900503583e+00, 5.391368217088061243e+00, 8.439119637472865421e+00, 7.750880167772703722e+00, 8.889222941725627436e+00, 4.960061283218997197e+00, 6.988083172673094978e+00, 9.167989508016871625e+00, 4.723564801431471949e+00, 6.797795283518989429e+00, 7.783398914132055424e+00, 7.138526356622707958e+00, 1.038036327697614603e+01, 8.754673360875996124e+00, 4.371881743398205344e+00, 6.065772573522702160e+00
1.930000000000000000e+03, 9.465527358715647210e+00, 4.175138178887271678e+00, 8.541697069998438252e+00, 7.252672689437161146e+00, 9.226287957653180882e+00, 4.977839007057547782e+00, 6.990433021125404878e+00, 8.562781595490486453e+00, 4.678988693170206048e+00, 6.622205426251875693e+00, 8.381057379725433520e+00, 6.911712124455437589e+00, 1.038313696142638243e+01, 8.800070960662917940e+00, 4.225218510255596804e+00, 6.302303055763556650e+00
1.931000000000000000e+03, 9.175587761200032944e+00, 4.360783461980271447e+00, 8.599105569400093074e+00, 7.781462099758348572e+00, 8.645928067485749935e+00, 4.981222249760022258e+00, 7.068002507122111311e+00, 8.633944672108551543e+00, 4.645164934950779312e+00, 6.777390863513422126e+00, 8.589686289350291659e+00, 7.148804118706739708e+00, 1.053515055584697535e+01, 8.945758294046949999e+00, 4.298132522866066729e+00, 6.125318632558490073e+00
1.932000000000000000e+03, 9.008750197686692829e+00, 4.613914258589286277e+00, 8.574798866948350806e+00, 8.273834054320673204e+00, 9.316462626133294123e+00, 5.014807417342497686e+00, 6.726957566968928326e+00, 9.482519168368355622e+00, 4.822388545278328387e+00, 6.942105655378560058e+00, 8.024986554730130450e+00, 6.636865498473688341e+00, 1.072531421308573663e+01, 9.152359470737344793e+00, 4.448365946942983484e+00, 5.810802757525347140e+00
1.933000000000000000e+03, 9.101260619582891565e+00, 5.099085747448212302e+00, 8.332021352535573300e+00, 7.558446982282638338e+00, 8.819608728958563404e+00, 5.016852244001890782e+00, 6.809259545739680064e+00, 9.054681779127902175e+00, 4.677733592939542717e+00, 6.967361108714801965e+00, 8.591271997237198477e+00, 7.146608261237951787e+00, 1.067607523649799717e+01, 8.681988013842502738e+00, 4.397045114561202617e+00, 5.994888459169457562e+00
1.934000000000000000e+03, 8.996415311381742441e+00, 5.181926955589452710e+00, 8.209146279119003964e+00, 7.224921506798215098e+00, 9.040467379459983022e+00, 5.089588392126904282e+00, 5.796333505445674383e+00, 8.819290744054658404e+00, 4.756899192985999392e+00, 6.484961931628927090e+00, 7.901094568936632534e+00, 7.064420714690172964e+00, 1.070357600423428401e+01, 8.908778060494334738e+00, 4.247997917471964868e+00, 5.918507406445244534e+00
1.935000000000000000e+03, 9.137327303242924970e+00, 5.111378146778645437e+00, 8.066161006352082552e+00, 7.988159616845670996e+00, 9.167504552442649057e+00, 5.069367653724488498e+00, 6.441275613961458646e+00, 9.166715388586814228e+00, 4.856426421832914286e+00, 6.890769474166452468e+00, 8.135234982838390749e+00, 7.201697791207487320e+00, 1.048440888782016778e+01, 8.801761716622506171e+00, 4.330152294514406641e+00, 5.834904823319005729e+00
1.936000000000000000e+03, 9.652637706246540716e+00, 4.922193628648845021e+00, 8.106825143172487813e+00, 7.810924586833134065e+00, 9.113522770839335152e+00, 4.939568400815511851e+00, 5.778508633632390534e+00, 9.028032656258687894e+00, 4.756568383712451720e+00, 6.433694673023533817e+00, 8.559209904196315222e+00, 7.290685327294278650e+00, 1.069943801567813324e+01, 8.540839921028503312e+00, 4.569835700435728398e+00, 6.018554819848874082e+00
1.937000000000000000e+03, 8.974262414591887449e+00, 4.600390861993645331e+00, 7.855522564027324961e+00, 7.822639297310743700e+00, 8.904082598519421410e+00, 5.037390711788578557e+00, 5.630937312071435663e+00, 8.821864659918581708e+00, 4.887618196868849907e+00, 6.617433593137603154e+00, 7.421374639953727481e+00, 6.761795314542055735e+00, 1.048298486509785477e+01, 9.044692277710129957e+00, 4.796800066376248672e+00, 6.084514447776625090e+00
1.938000000000000000e+03, 8.641987872680843452e+00, 4.801141116222146898e+00, 8.023639443877888411e+00, 8.412303809267530852e+00, 8.386857883061489716e+00, 4.916394506883906779e+00, 6.155130691400602316e+00, 8.591986989550836284e+00, 4.804072174589066435e+00, 6.832285005059769212e+00, 8.138857549815266879e+00, 7.366846854975556802e+00, 1.096205500448903081e+01, 8.767223732479633824e+00, 4.766552271009068420e+00, 6.103657956006352414e+00
1.939000000000000000e+03, 9.464458783485641291e+00, 4.024228987320435103e+00, 8.185072131576575316e+00, 7.667735901749414218e+00, 8.753266359138873298e+00, 4.888044350410011951e+00, 6.032197067808830582e+00, 9.062605688203461796e+00, 4.777051911136115159e+00, 6.943255231556527463e+00, 8.464349102439818751e+00, 7.410036578863793189e+00, 1.031143910027656396e+01, 8.604486722724344006e+00, 4.615445690510889598e+00, 6.116248421720083428e+00
1.940000000000000000e+03, 8.862589956761320664e+00, 4.698057711556132610e+00, 8.043287754862461725e+00, 7.592662516163876774e+00, 8.367680002787244220e+00, 5.050156615472450206e+00, 6.625863524188215337e+00, 8.862350302866726537e+00, 4.665182316161911480e+00, 6.700531582799636787e+00, 8.701504830400581980e+00, 7.514537614469582572e+00, 1.074310684779482372e+01, 8.623454053845314604e+00, 4.576693574029105704e+00, 5.943808300006316436e+00
1.941000000000000000e+03, 9.615922071317175579e+00, 4.857561176022755944e+00, 8.351840560157011595e+00, 7.798766579710818547e+00, 8.604907239365049421e+00, 5.030138768866867949e+00, 6.352407688089596327e+00, 9.016211575992265637e+00, 4.782292178866039301e+00, 6.900434148375946819e+00, 8.108744620505190071e+00, 7.908392126991838467e+00, 1.074492609464766879e+01, 8.815152251169161346e+00, 4.579374148144580658e+00, 6.228687676744995905e+00
1.942000000000000000e+03, 9.062869395189489197e+00, 4.562341902778286773e+00, 8.507820068490701715e+00, 7.774807838462622023e+00, 8.697432803884106889e+00, 5.080197127445661209e+00, 6.662117469888690025e+00, 8.860675035815068767e+00, 4.768597879933212269e+00, 6.567105734613914336e+00, 8.052511845810583324e+00, 7.123082669701715552e+00, 1.078718931817213544e+01, 8.653510218281224908e+00, 4.593855613085939815e+00, 5.813972160756908814e+00
1.943000000000000000e+03, 9.448662122263014496e+00, 4.995370035367466599e+00, 7.794535826842757587e+00, 7.102501329115088247e+00, 8.844851642944940195e+00, 5.222791824740401267e+00, 5.805872561459941572e+00, 8.880709442578043067e+00, 4.743797191982602968e+00, 6.450302475458036255e+00, 8.790599987591956932e+00, 7.052560472940924363e+00, 1.072181761219147411e+01, 8.780496036178341512e+00, 4.786146242156356756e+00, 5.965392401674292522e+00
1.944000000000000000e+03, 9.050042239546208123e+00, 4.618525634599243368e+00, 8.511126038338666433e+00, 7.877731695723355188e+00, 8.617726941362612081e+00, 5.115776902865865061e+00, 5.804532413884625264e+00, 9.348537022808811159e+00, 4.835671457210565016e+00, 6.922089765510860637e+00, 8.708468276171753786e+00, 7.345244349994128896e+00, 1.060560476756853276e+01, 8.941784617354150200e+00, 4.794678615239925001e+00, 5.991762392470009857e+00
1.945000000000000000e+03, 9.284107141488087578e+00, 5.423442591522301015e+00, 7.668327383047422785e+00, 7.837230025673101785e+00, 8.627102510609455877e+00, 5.117450302236984605e+00, 7.248240591183613191e+00, 8.606273240870349284e+00, 4.865464385771042899e+00, 6.828696086967426915e+00, 7.887228300432289174e+00, 7.162709646229871829e+00, 1.071925655066628380e+01, 8.543206134851445199e+00, 4.472132247704974084e+00, 6.233020995692824862e+00
1.946000000000000000e+03, 8.992299500116235578e+00, 5.220544887548544288e+00, 8.559263849927988943e+00, 8.051773078902087377e+00, 8.746522448778300429e+00, 5.202897126830023034e+00, 7.136891856812372481e+00, 9.157078868964623197e+00, 4.720432259389219176e+00, 6.769800234789048687e+00, 8.351966492093804817e+00, 6.953450928233883666e+00, 1.038979818998556048e+01, 8.475044146922121158e+00, 4.676843898326192850e+00, 5.999353229258301390e+00
1.947000000000000000e+03, 9.205554568476781441e+00, 5.081775347044310998e+00, 9.121039569958943716e+00, 7.732558240631704827e+00, 8.758210881673392123e+00, 5.291000883024350010e+00, 6.266788805593872524e+00, 9.200766826299819456e+00, 4.789469512418270014e+00, 6.759009345476959751e+00, 8.189771373317634939e+00, 7.320895136562237226e+00, 1.050620355016912910e+01, 8.737956440873453801e+00, 4.656249958716603743e+00, 6.072688986379723985e+00
1.948000000000000000e+03, 1.012656566644174383e+01, 5.447688768160093176e+00, 8.460601789513727766e+00, 7.546448130957974954e+00, 8.623376756589451020e+00, 5.155273545990820772e+00, 6.932533105291428299e+00, 8.899772148773328340e+00, 4.885415600003375936e+00, 6.385651903994096656e+00, 9.087985225567923209e+00, 7.524966332344139808e+00, 1.066364274380228849e+01, 8.584227816567294056e+00, 4.880149234714398432e+00, 6.178071212446133664e+00
1.949000000000000000e+03, 9.848000461357361957e+00, 5.195372186225338140e+00, 8.762205712068704244e+00, 7.969594645902025931e+00, 8.624185182814066764e+00, 5.223987642342968307e+00, 6.379491554564348021e+00, 9.260570721782467984e+00, 4.969250768059191081e+00, 6.634732810702867134e+00, 7.986150794130324471e+00, 8.013189955985756896e+00, 1.056196246630002911e+01, 8.550657784388867810e+00, 4.829314588311948597e+00, 6.309028645374458399e+00
1.950000000000000000e+03, 8.694118215692292040e+00, 5.435416987279248602e+00, 7.920270712223964615e+00, 7.177211822919314699e+00, 8.822608800616972502e+00, 5.183958543741026048e+00, 6.224674957277988696e+00, 9.248081117135779294e+00, 4.697572203780246092e+00, 6.635289344036186421e+00, 8.153902818754142245e+00, 7.079893542593015177e+00, 1.043414284094354549e+01, 8.798994438423843434e+00, 4.768790172472319178e+00, 6.390207238738319973e+00
1.951000000000000000e+03, 9.625956655854734478e+00, 4.050431432472945126e+00, 8.316876669159642077e+00, 7.512686381979401418e+00, 8.882768614417585695e+00, 5.131794496522752880e+00, 6.381873798862866209e+00, 9.055182025416552705e+00, 4.629062503510413151e+00, 6.447569962411284550e+00, 8.649528418149676767e+00, 7.436108677085676355e+00, 1.058893884909340422e+01, 8.685174159038959729e+00, 4.872475242648018678e+00, 5.884902287003167309e+00
1.952000000000000000e+03, 9.566795374627972137e+00, 4.614479845221379328e+00, 7.960352294377689653e+00, 7.796072814265241568e+00, 8.714633975285364542e+00, 5.191237420824527327e+00, 6.468135129832912611e+00, 8.648645011753913536e+00, 4.909369123606627916e+00, 6.722975332851446773e+00, 8.603144570604758457e+00, 7.400597981197542197e+00, 9.909125923650808687e+00, 8.913138681741115121e+00, 4.894331586210931562e+00, 6.287059889268224566e+00
1.953000000000000000e+03, 9.751617490319256731e+00, 4.953870009421370568e+00, 8.008703029827591635e+00, 7.419860769793285016e+00, 8.687908863785557045e+00, 5.349565133220880675e+00, 6.587314463088874916e+00, 9.305480344289268402e+00, 4.796520253596561645e+00, 6.775157435809743056e+00, 8.866597932845939667e+00, 7.446618448010680957e+00, 9.946572969872510939e+00, 8.520349314620988324e+00, 5.029490131622485372e+00, 6.143921725738541895e+00
1.954000000000000000e+03, 9.089018304854389996e+00, 4.688999152675793702e+00, 8.700314315897358597e+00, 7.372735747170747089e+00, 8.995819707407145316e+00, 5.270384118645337068e+00, 6.200176567950032691e+00, 9.043568875492701054e+00, 4.759490160176016893e+00, 6.662295558762482806e+00, 8.106809428114912564e+00, 7.643415542008360930e+00, 1.135207203725564185e+01, 8.986542726596370656e+00, 4.976400155774539869e+00, 6.012768390402705165e+00
1.955000000000000000e+03, 9.543284154358564919e+00, 5.105674148278875890e+00, 8.231904011998283366e+00, 7.656559308711518241e+00, 8.932996638406788037e+00, 4.942619939255660455e+00, 5.977935276410680565e+00, 8.856661687592637833e+00, 4.784597849082455667e+00, 6.604670866030883047e+00, 7.955267539319569536e+00, 7.500513277421804403e+00, 1.077397245987367214e+01, 8.505254529602291669e+00, 5.071916465192858325e+00, 5.868353921879399415e+00
1.956000000000000000e+03, 9.892356722546704617e+00, 4.466167687700720812e+00, 8.542252046696095391e+00, 7.871165228078139009e+00, 8.963143620499470998e+00, 4.963325840592275107e+00, 6.680738434349765775e+00, 9.542847755350207350e+00, 4.811240753091748701e+00, 7.118532317063580805e+00, 7.969276941852709406e+00, 7.651421874873637563e+00, 1.083866080054785463e+01, 8.660247390968843106e+00, 4.788561212984271620e+00, 5.855796450046858226e+00
1.957000000000000000e+03, 9.737855508187799103e+00, 4.534543192257238786e+00, 7.915225150257082731e+00, 7.405808874807701336e+00, 9.043484488172110147e+00, 4.960867924761071635e+00, 6.859781593133827293e+00, 8.860574920204758342e+00, 4.577497350423833211e+00, 6.716638173111897814e+00, 8.328549741381868543e+00, 7.024997042128974023e+00, 1.048459637981456716e+01, 8.667231786518483361e+00, 4.795577939908842957e+00, 5.443863740485937797e+00
1.958000000000000000e+03, 9.613702842767178680e+00, 4.279289846031996802e+00, 8.223881695025418992e+00, 7.745191421208167171e+00, 9.263670294188441900e+00, 4.989042809966280245e+00, 5.832231996170842869e+00, 9.225585762494516118e+00, 4.780494409618318841e+00, 7.286530343570789547e+00, 8.461228676786978653e+00, 6.548415233109629696e+00, 1.072737139194554956e+01, 8.513601009960805044e+00, 4.965228292859777071e+00, 6.359289833157788507e+00
1.959000000000000000e+03, 1.006361050593959305e+01, 4.333657047229380943e+00, 8.358839170819837960e+00, 7.648243371960298020e+00, 8.817642398826396999e+00, 4.980662005779155521e+00, 6.509273261353145656e+00, 8.605815015270172452e+00, 4.754077994916989347e+00, 6.626977205695476769e+00, 7.915759113886639220e+00, 6.498728731452626306e+00, 1.092427990385390579e+01, 8.795651570252909224e+00, 4.742172498914530188e+00, 5.943723097724239679e+00
1.960000000000000000e+03, 9.050967539199252343e+00, 4.747397299942026194e+00, 7.701668048553383272e+00, 7.454667349325561077e+00, 8.715445237059210370e+00, 5.021778616246632687e+00, 6.082396632367832900e+00, 8.866443587494972078e+00, 4.797047977995958057e+00, 6.887019616155468427e+00, 7.989405287875737116e+00, 6.988298682761666214e+00, 1.080419322718876529e+01, 8.803563135548110097e+00, 5.017910918238692730e+00, 5.876328307066880363e+00
1.961000000000000000e+03, 8.969468008462060382e+00, 4.917903554196303872e+00, 7.359795100302919835e+00, 7.205041256437956676e+00, 8.862682017039453797e+00, 4.895838419433352406e+00, 6.563843571017834222e+00, 9.423549049456116933e+00, 4.772833766378681730e+00, 7.206501757497798977e+00, 8.257069987616709739e+00, 6.551695519122018752e+00, 1.052542023792765669e+01, 9.030890210617284808e+00, 4.754091628785079848e+00, 6.542650973141203252e+00
1.962000000000000000e+03, 9.648166985006394469e+00, 4.588664816407645120e+00, 8.473903685836724264e+00, 7.201124402561159599e+00, 9.172574026748009146e+00, 4.824342841243722368e+00, 6.100817376931207292e+00, 8.778568680575164151e+00, 4.607101962428442832e+00, 6.727714501354139287e+00, 8.032291765279218509e+00, 6.993901342985555658e+00, 1.043901967362357652e+01, 8.416719484074382862e+00, 5.138644322111856511e+00, 5.882437331923765278e+00
1.963000000000000000e+03, 9.682280298323524548e+00, 4.713473277712928677e+00, 8.145556760875130919e+00, 7.023901701130046860e+00, 9.113840850678375460e+00, 4.861300093941062883e+00, 6.165743887886190322e+00, 8.524191914532435632e+00, 4.914561860220733713e+00, 7.087098542368908127e+00, 8.389941636759377985e+00, 7.072087140384195614e+00, 1.050058953671198481e+01, 8.323522019423938545e+00, 5.227730432436214159e+00, 5.872741947147512853e+00
1.964000000000000000e+03, 9.637029026812395927e+00, 4.493374882790094560e+00, 7.570244204990141057e+00, 7.418006996663478070e+00, 9.002063079425495218e+00, 4.760029024495520567e+00, 5.977713069409470670e+00, 8.597116590004743486e+00, 4.866631394812507061e+00, 7.018022798168958687e+00, 8.039089546538910724e+00, 7.109628479710035975e+00, 1.052958185602809138e+01, 8.696090107952125337e+00, 5.146459295724675975e+00, 5.563420898766745282e+00
1.965000000000000000e+03, 9.915998852649174466e+00, 4.595417125531803926e+00, 7.670222112794515823e+00, 6.313291393141795993e+00, 9.027653313522106870e+00, 4.631960004624730232e+00, 6.156028242711551357e+00, 9.015926543413705474e+00, 4.762417449287758231e+00, 7.063150426371712420e+00, 7.783762152911362975e+00, 6.834603125490981590e+00, 1.024204399016588596e+01, 8.567583964341107361e+00, 5.245478105531294233e+00, 5.757103781456260450e+00
1.966000000000000000e+03, 9.473394044454538587e+00, 5.134456247948754992e+00, 7.692241577993193857e+00, 7.182844715526710999e+00, 8.720690139520215212e+00, 4.736064109596545890e+00, 6.310452040252577888e+00, 8.846072599316034513e+00, 4.669491719592291368e+00, 6.938533983320991361e+00, 8.242585688862780202e+00, 6.773933202188491265e+00, 1.000693017845031285e+01, 8.566427469370671233e+00, 5.404734005249758333e+00, 5.721933943632406816e+00
1.967000000000000000e+03, 9.391767102708245218e+00, 4.140872835450212008e+00, 7.723895181568505741e+00, 7.154662896605943345e+00, 9.027054940932870863e+00, 4.836047559995458656e+00, 4.721049923606734922e+00, 9.344777181927785392e+00, 4.622648782865448780e+00, 6.891092945917688617e+00, 8.553185076466901293e+00, 6.137854914579931709e+00, 9.706850862048296946e+00, 8.594624074422208437e+00, 5.289413526952285061e+00, 5.707843773447926594e+00
1.968000000000000000e+03, 9.767190650071174929e+00, 4.498704748297764233e+00, 7.095166755692423166e+00, 6.697871025482183605e+00, 8.695220462987974130e+00, 4.715901648923869871e+00, 5.361981914363499691e+00, 8.781085874378272038e+00, 4.745717053788436779e+00, 7.136763216006086097e+00, 8.391937256749018914e+00, 6.827328706465501718e+00, 1.040268007765508429e+01, 8.339707916158246803e+00, 5.481627035953913207e+00, 6.197234213154080962e+00
1.969000000000000000e+03, 9.606043118119096391e+00, 4.917498667329896378e+00, 7.305266207810634072e+00, 6.970113561183417517e+00, 8.698397602739449397e+00, 4.809664824396483240e+00, 6.014968780222106126e+00, 8.802964459941097886e+00, 4.680193348797544672e+00, 7.092674775089966133e+00, 7.998393901054480892e+00, 6.369185541517455640e+00, 1.036186055243741855e+01, 8.797910746836441476e+00, 5.544989913370624635e+00, 6.434558056768203471e+00
1.970000000000000000e+03, 8.439032560557546248e+00, 5.275882553252823293e+00, 6.916367858898530230e+00, 6.841165111247073050e+00, 8.870573566272300425e+00, 4.611529210880648932e+00, 6.335902262648156480e+00, 8.988777107990944870e+00, 4.688503312420177593e+00, 6.949610201353181083e+00, 8.117821136873129007e+00, 5.855023898316126463e+00, 9.756395029634324700e+00, 8.388007554713079017e+00, 5.492997200374547084e+00, 5.720372869958283424e+00
1.971000000000000000e+03, 9.678511382619575443e+00, 5.623494663615987044e+00, 6.869591036168502640e+00, 7.111191335591868778e+00, 8.712422055495418149e+00, 4.761997264167800559e+00, 5.923002872084898840e+00, 8.858796136755291428e+00, 4.570538421749764879e+00, 7.445924814506778233e+00, 8.325479271355312960e+00, 6.029783586942769169e+00, 9.877172265811271501e+00, 8.858545393715878902e+00, 5.440772623426624044e+00, 5.958200226366934693e+00
1.972000000000000000e+03, 9.607762306243657235e+00, 5.010266520818412062e+00, 7.022534243046474778e+00, 6.795371538907418518e+00, 8.893018696459284556e+00, 4.793680283283899612e+00, 5.374465306286113631e+00, 9.040792502389962237e+00, 4.601471380253324917e+00, 7.063019029116486713e+00, 8.441903267994913307e+00, 6.697376827082358375e+00, 1.037346723234803392e+01, 8.195516492178018808e+00, 5.173718517242692272e+00, 5.885742073350797021e+00
1.973000000000000000e+03, 9.991025509461808340e+00, 5.375189978045153083e+00, 7.118400083092967456e+00, 7.505171343520244065e+00, 8.643642989903836948e+00, 4.671343225428620904e+00, 5.496448650065100416e+00, 8.345350644236132709e+00, 4.696417675061590913e+00, 7.259717472268579108e+00, 8.602105060251020063e+00, 6.288510114969825260e+00, 1.014487193254791286e+01, 8.355265092658399340e+00, 5.435944121094840042e+00, 6.003205963119812694e+00
