year, INM-CM5-0, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM4-8, TaiESM1, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, CanESM5, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5
1.974000000000000000e+03, 4.220331632655093479e+00, 5.363495962916432269e+00, 2.239194828328261444e+00, 3.990025902047630080e+00, 1.703306816384225320e+00, 5.155714689782908700e+00, 5.426265576477264041e+00, 4.675812343386628989e+00, 5.280129938439086068e+00, 3.347219787714360795e+00, 3.075100644432875452e+00, 4.454731534193090425e+00, 3.050577840480360958e+00, 3.003452180044986708e+00, 3.727280375002316237e+00, 2.954366180443780632e+00
1.975000000000000000e+03, 4.164553521630709909e+00, 5.094997028121826865e+00, 2.232678399485749310e+00, 4.158187353211173054e+00, 1.741927608688904616e+00, 5.546757270198610534e+00, 5.140345408054873388e+00, 4.529252922154334726e+00, 5.076041885219292560e+00, 3.558410963927613135e+00, 2.771107147909906310e+00, 4.532155983264167354e+00, 3.175046231603123381e+00, 2.708293420212023683e+00, 3.451622272809172554e+00, 2.952972372589076411e+00
1.976000000000000000e+03, 4.127004220921350885e+00, 4.844569701847067478e+00, 2.270091132650581489e+00, 4.063811486363007042e+00, 1.642518130978064983e+00, 5.602550323315708347e+00, 4.823450127408205113e+00, 4.587047823351962705e+00, 5.155787964168514037e+00, 3.566870395272850658e+00, 2.891624625972252893e+00, 4.600947654109650564e+00, 3.149085995632680657e+00, 2.879125319726276722e+00, 3.743595776563402033e+00, 2.977187281708405298e+00
1.977000000000000000e+03, 4.282040013868325445e+00, 4.895191552825319370e+00, 2.298398338164103105e+00, 4.001843924034190536e+00, 1.703594546980763180e+00, 5.787154469787379796e+00, 4.863935136619883082e+00, 4.739361522392150583e+00, 5.372667794682242537e+00, 3.418803912162260872e+00, 2.846354588902394678e+00, 4.431822480751325344e+00, 3.180852739073056767e+00, 3.122436117522638721e+00, 3.931404609187736821e+00, 2.871598994237467117e+00
1.978000000000000000e+03, 4.206152555533696713e+00, 5.256064376634563828e+00, 2.308860835787763577e+00, 4.045577350647073800e+00, 1.717694266538793091e+00, 5.503223922330080065e+00, 5.286744305445894909e+00, 4.492031769603731739e+00, 5.277560012532040545e+00, 3.195850733017787437e+00, 3.330789839537422026e+00, 4.525417918323743294e+00, 3.098097189936222406e+00, 2.841756379722383041e+00, 3.319538306400445116e+00, 2.944344192935513860e+00
1.979000000000000000e+03, 4.314279894883957134e+00, 5.397064087257911424e+00, 2.404719874245298872e+00, 3.949290170983553949e+00, 1.733514817488991833e+00, 5.504759936427410238e+00, 5.203235035008686893e+00, 4.709193317353207675e+00, 5.029068986424519494e+00, 3.209723350538483011e+00, 3.041636609044720885e+00, 4.554529399596599859e+00, 2.937772580813294176e+00, 3.043275775486625534e+00, 3.632245410378222239e+00, 2.939331020938771744e+00
1.980000000000000000e+03, 4.288245047151995948e+00, 5.202100607003337984e+00, 2.462328243670760308e+00, 3.958742463746658835e+00, 1.765370309359353573e+00, 5.600404178462011551e+00, 5.396501035457849760e+00, 4.547382331697998659e+00, 4.997472083736141713e+00, 3.349373987392134211e+00, 3.062162965269234149e+00, 4.449002849588761244e+00, 3.029932325661005788e+00, 3.038217147390590789e+00, 3.481190876495408482e+00, 3.075589362838303309e+00
1.981000000000000000e+03, 4.307720512484548792e+00, 5.286460213062161628e+00, 2.384099174260524645e+00, 3.816093788638636131e+00, 1.845070103633765113e+00, 5.530630325913656442e+00, 5.385491696443334142e+00, 4.888045085253976296e+00, 5.253913325681080160e+00, 3.511310011424729982e+00, 3.265828299439634375e+00, 4.638056281229259170e+00, 3.153376781993151301e+00, 3.198115489411881729e+00, 3.574347360261078244e+00, 2.880151736389666706e+00
1.982000000000000000e+03, 4.257090584528581800e+00, 5.127173380050384033e+00, 2.340032288017103834e+00, 4.101407585361185326e+00, 1.718878892429810179e+00, 5.368086485921153006e+00, 5.223040055665101988e+00, 4.695162896639865302e+00, 5.344910670960131505e+00, 3.640637846313808268e+00, 2.933341049620921570e+00, 4.404759232098355071e+00, 3.267072769438058799e+00, 3.167426638189336341e+00, 3.770269800964957341e+00, 2.901259663966227365e+00
1.983000000000000000e+03, 4.428128065306901284e+00, 5.349872250036162846e+00, 2.288124837022574187e+00, 3.899053892816733313e+00, 1.762964608736317107e+00, 5.975495395146285027e+00, 5.037436750865280644e+00, 4.337052663442408473e+00, 5.224305927804453020e+00, 3.531328954565145395e+00, 3.271223218699714330e+00, 4.394763565684781881e+00, 3.275012011118370481e+00, 3.160674652624889447e+00, 3.774217910032068080e+00, 2.888507746169689749e+00
1.984000000000000000e+03, 4.127304096967131741e+00, 5.182132096737509741e+00, 2.365887757026886806e+00, 4.234907975199444508e+00, 1.802476282047431377e+00, 5.656221551749272436e+00, 5.405182818547984880e+00, 4.542601760538979683e+00, 5.315364766273169117e+00, 3.326095208975334838e+00, 2.823969856545981649e+00, 4.552102749089198319e+00, 3.416269666933589910e+00, 3.260080650378351486e+00, 3.512720587858108257e+00, 2.877201090069317235e+00
1.985000000000000000e+03, 4.464661003021209496e+00, 5.452904388858702767e+00, 2.425527170082675710e+00, 3.981847073402680959e+00, 1.813487776259238293e+00, 6.281959308016791255e+00, 5.317714380473592684e+00, 4.699961614583258118e+00, 5.379799867633801469e+00, 3.612782134934029887e+00, 3.223712537834212633e+00, 4.761914555184111109e+00, 3.320051149776759747e+00, 3.469443230205549789e+00, 3.145245392017084640e+00, 2.889784793000779839e+00
1.986000000000000000e+03, 4.182351322091199641e+00, 5.594078529245291698e+00, 2.489176716958774183e+00, 4.081463340158682840e+00, 1.779048937543615150e+00, 6.100916991660618294e+00, 5.352635294271346211e+00, 4.940227044598312744e+00, 5.535039997139139523e+00, 3.715617398723646492e+00, 2.945540844114149959e+00, 4.614948799929986301e+00, 3.294085425185602212e+00, 2.950276044488421068e+00, 3.823111493268491312e+00, 2.995677478032300556e+00
1.987000000000000000e+03, 4.360849598551117978e+00, 5.751681758884070739e+00, 2.495322262989111195e+00, 3.924241160428829645e+00, 1.736671729495270489e+00, 5.781224879922869597e+00, 5.364490484949296700e+00, 4.965756394079432923e+00, 5.455791082510224932e+00, 3.425393763551748183e+00, 3.145279529007530606e+00, 4.817160248363166808e+00, 3.328600185397807998e+00, 3.259389049116285797e+00, 4.047351590896811402e+00, 2.959149998530398840e+00
1.988000000000000000e+03, 4.214829730382763096e+00, 5.572565384791541732e+00, 2.574745101738563857e+00, 4.250652542019791369e+00, 1.793343177556964596e+00, 5.963667658123364745e+00, 5.327829581722650865e+00, 4.592664265486898323e+00, 5.583192573343392695e+00, 3.388985475910767597e+00, 2.893411340698192724e+00, 5.012172475334155664e+00, 3.165946308581307100e+00, 3.054700307780445545e+00, 3.872474414566072554e+00, 2.935624763753870159e+00
1.989000000000000000e+03, 4.292655354504893772e+00, 5.654263705828035391e+00, 2.720791347407794714e+00, 4.130035443657329886e+00, 1.833969111810689778e+00, 5.917163072504330934e+00, 5.430343417579082121e+00, 5.100410174752544101e+00, 5.486769718207908930e+00, 3.593743424794125563e+00, 3.002731470046835049e+00, 4.954838866907637751e+00, 3.202141442087687029e+00, 3.476819928724775632e+00, 4.121581855006603234e+00, 3.044431132865778267e+00
1.990000000000000000e+03, 4.341726981774893801e+00, 5.810755044222214671e+00, 2.621455985669410627e+00, 3.934814443176061438e+00, 1.863617676971719206e+00, 5.897650937787226155e+00, 5.506848860254167199e+00, 4.691112320034129368e+00, 5.487388618456120248e+00, 3.712747013246814998e+00, 2.876874840164235891e+00, 5.062890066524561306e+00, 3.502549697227488323e+00, 3.147611106758525068e+00, 3.757214867911980782e+00, 3.101854260265653807e+00
1.991000000000000000e+03, 4.366321548497598570e+00, 5.812272131481524440e+00, 2.713423033977958809e+00, 4.417641496552935365e+00, 1.836292348140548647e+00, 5.789960940821970325e+00, 5.413315246260808955e+00, 5.394051760402341245e+00, 5.571552351210345755e+00, 3.708998932352727707e+00, 2.975999018086663561e+00, 5.356829653211833353e+00, 3.425702614850965944e+00, 3.160414583643006203e+00, 3.939682926150771536e+00, 3.149383876822837713e+00
1.992000000000000000e+03, 4.465725241639212584e+00, 5.671147225278125426e+00, 2.735965389112891444e+00, 4.025481198817894679e+00, 1.789046107856583800e+00, 5.354504131775329689e+00, 5.459233829695333995e+00, 4.745731480661806501e+00, 5.286715801088178956e+00, 3.637796540798902356e+00, 3.412576641973970482e+00, 4.909604819206951909e+00, 3.377499291867219089e+00, 3.041395197285810426e+00, 3.966308469627036981e+00, 3.029497071950008724e+00
1.993000000000000000e+03, 4.393480887767055698e+00, 5.450057805689575652e+00, 2.656795631457646412e+00, 4.270754770886690643e+00, 1.799128488987280283e+00, 5.620628051450454521e+00, 5.355140267967406054e+00, 4.920914350205245036e+00, 5.267528681974506632e+00, 3.817741749730754641e+00, 2.972128243442163420e+00, 5.346249910433972019e+00, 3.075552258257994609e+00, 2.951390365350377909e+00, 4.120517561682168761e+00, 3.039166153364586176e+00
1.994000000000000000e+03, 4.320958560314594799e+00, 5.723925013748642598e+00, 2.736441247613441874e+00, 4.233470341375752177e+00, 1.844148126005012100e+00, 5.909302825770265777e+00, 5.609248361985764930e+00, 4.959799859590405369e+00, 5.422937379732005070e+00, 3.610263590363854913e+00, 3.240710120508115910e+00, 5.262941769851866347e+00, 3.193831545136786243e+00, 2.863700980639242388e+00, 3.841700028224887209e+00, 3.028922536425911360e+00
1.995000000000000000e+03, 4.390007017894556718e+00, 5.496925957938428198e+00, 2.825509228943487106e+00, 4.339203279821593817e+00, 1.840714823449082438e+00, 6.314221555920950024e+00, 5.458314116429504814e+00, 4.814389971532671453e+00, 5.500329191993349909e+00, 3.642342203745648099e+00, 3.479092395570422713e+00, 4.772706646542820508e+00, 3.506813985819955182e+00, 2.851662001868840335e+00, 3.654409790423474025e+00, 3.153286282504915050e+00
1.996000000000000000e+03, 4.240647356120683220e+00, 5.585236707664148703e+00, 2.892363381935281197e+00, 4.578090813690498528e+00, 1.937798649161159403e+00, 5.895499287952553402e+00, 5.659857707251141790e+00, 4.923870479644891773e+00, 5.766461486251301949e+00, 3.873310962805804447e+00, 3.048215884113032459e+00, 5.442731763908016163e+00, 3.225872962509257480e+00, 3.302652043834817253e+00, 3.941981647948280543e+00, 3.242704820013742939e+00
1.997000000000000000e+03, 4.338954865497838043e+00, 5.984852499787361779e+00, 2.890676551392227456e+00, 4.313697772973374533e+00, 1.919248696341622873e+00, 5.978599250253694208e+00, 5.845921732705086526e+00, 5.327759761649693893e+00, 5.980434579126941763e+00, 3.958149291371888534e+00, 3.464533609697821870e+00, 5.470170016874686958e+00, 3.421619176049752298e+00, 3.352696360384642027e+00, 4.346119250054941041e+00, 3.238790161756356589e+00
1.998000000000000000e+03, 4.507895092480890042e+00, 5.537928744451210861e+00, 2.968105173206446512e+00, 4.470376019461219208e+00, 1.932648126077543438e+00, 5.592067472920595250e+00, 5.935377396268748385e+00, 4.938068777637877105e+00, 5.848206784254386115e+00, 4.104461511982901989e+00, 3.730633086075194171e+00, 5.253980010775499032e+00, 3.735811487747096926e+00, 2.905242093320897556e+00, 3.942956977628268689e+00, 3.293943925357783797e+00
1.999000000000000000e+03, 4.326980720809771697e+00, 6.203149311555855583e+00, 3.017184764196949143e+00, 4.322531964281730588e+00, 1.930490802105049530e+00, 6.059463133109558974e+00, 5.897806663348927003e+00, 5.093205905131553024e+00, 5.980458053320919731e+00, 3.833594042164035542e+00, 4.071129775700251585e+00, 5.414086449028734371e+00, 3.603630622539593986e+00, 3.880175529364481957e+00, 4.052820866229887464e+00, 3.261732793451691759e+00
2.000000000000000000e+03, 4.434893606700083701e+00, 5.951480633395634712e+00, 2.937565017928189359e+00, 4.378096778767640807e+00, 1.936885545759202909e+00, 6.060348936917691276e+00, 5.639377494112336464e+00, 4.867203938526094120e+00, 5.830831899141517560e+00, 3.920722807473143501e+00, 3.581119715399733838e+00, 5.789497640180224280e+00, 3.401211497558468189e+00, 3.812901648674498212e+00, 4.028142629116889140e+00, 3.299347165691601802e+00
2.001000000000000000e+03, 4.706362558845454735e+00, 6.022324990594254857e+00, 3.061700493051795924e+00, 4.457957629463523475e+00, 2.032713206662951411e+00, 6.088745332666730903e+00, 6.039951055682367453e+00, 5.536446584981899122e+00, 6.113062628338506777e+00, 3.769515036039101208e+00, 3.723262765452466372e+00, 5.424666252186709947e+00, 3.639622243104523758e+00, 3.700322043248512660e+00, 4.318066033945453519e+00, 3.414242736556032831e+00
2.002000000000000000e+03, 4.613460647029405060e+00, 5.929570824566639864e+00, 2.966327821668769182e+00, 4.391523695990440679e+00, 1.839149012747573142e+00, 5.978206556225231338e+00, 5.683716749470016261e+00, 5.235185793384630415e+00, 5.702950420399401921e+00, 3.782709723727907924e+00, 3.244541696118862895e+00, 5.618952398571915197e+00, 3.527063649128005185e+00, 3.405491181629366704e+00, 4.377777377044984597e+00, 3.409130208228080772e+00
2.003000000000000000e+03, 4.549975446264067358e+00, 6.151912763436460097e+00, 2.957130999189121923e+00, 4.545031432835018315e+00, 1.830420838374269943e+00, 6.159471978592487851e+00, 5.738907614277121816e+00, 5.193823631811130603e+00, 5.972076369138997975e+00, 3.987672463804130540e+00, 3.312521888492613531e+00, 5.788783910892586704e+00, 3.834660819115501607e+00, 3.276431894894185959e+00, 4.209438409613712295e+00, 3.477977666939134682e+00
2.004000000000000000e+03, 4.470558293483665402e+00, 6.134597785484116272e+00, 3.000222926013453861e+00, 4.467800191828255052e+00, 2.053596296958468237e+00, 6.124116137961351569e+00, 5.569221728735145760e+00, 5.482770784176809187e+00, 5.855007107518213516e+00, 3.997138325286177185e+00, 3.262563601406434088e+00, 5.655487221739422310e+00, 3.585850339114860397e+00, 3.305958930909258964e+00, 4.687985882260805148e+00, 3.643172714027174575e+00
2.005000000000000000e+03, 4.536904920423362242e+00, 6.002522179222888887e+00, 3.084361132682442275e+00, 4.313048147561956647e+00, 2.041389943577904376e+00, 6.476608956284104934e+00, 6.261976777173159370e+00, 5.463964874745948386e+00, 6.064013804764467608e+00, 4.125406061249582201e+00, 3.209611671890532758e+00, 5.811034528792892395e+00, 3.407177238579700784e+00, 3.577176291092551086e+00, 4.627775862741334123e+00, 3.562274438453759018e+00
2.006000000000000000e+03, 4.427904593839459224e+00, 6.202303059061528678e+00, 3.202796719446188156e+00, 4.562998838010417835e+00, 1.936408832788208967e+00, 6.418734578370151489e+00, 6.064208324631064961e+00, 5.429149646539931595e+00, 6.106513692147104599e+00, 4.128050989803826454e+00, 3.154914158694217541e+00, 5.491012988492556701e+00, 3.449616119869776121e+00, 3.591475581946951490e+00, 4.140356743510482218e+00, 3.543082508642334094e+00
2.007000000000000000e+03, 4.626062466434158083e+00, 6.422677923147269929e+00, 3.135698715552722060e+00, 4.655630574196393034e+00, 1.972521146200169051e+00, 5.989427193799813587e+00, 5.791792436363497387e+00, 5.589613212270574394e+00, 6.092380728347337460e+00, 4.180541405364151863e+00, 3.622165282367864059e+00, 5.583187035769068274e+00, 3.538095865496939663e+00, 4.105660803419921123e+00, 4.596128481543598987e+00, 3.517807981282348173e+00
2.008000000000000000e+03, 4.706770976643308124e+00, 6.307418624779664640e+00, 3.276554393620569883e+00, 4.539733124172323997e+00, 2.064111563601806587e+00, 6.397175338003528999e+00, 6.216277586640277519e+00, 5.671707418862670380e+00, 6.068094151146972592e+00, 3.973433738655296033e+00, 3.783149530134735095e+00, 5.966303943767766960e+00, 3.772300101349817858e+00, 3.741487265190920120e+00, 4.342741767431737898e+00, 3.417879025930949055e+00
2.009000000000000000e+03, 4.670150862883001963e+00, 6.220894677554682950e+00, 3.269455327585810700e+00, 4.706564550098335964e+00, 1.975032792207332966e+00, 6.329342317230409520e+00, 6.043238244797877634e+00, 5.600334921683762346e+00, 6.301211009627761150e+00, 4.431966573219292549e+00, 4.078650754076638130e+00, 5.690238562539549960e+00, 3.667555259641861909e+00, 3.611336440725716468e+00, 4.312521159343785548e+00, 3.566906565561717368e+00
2.010000000000000000e+03, 4.490457087455403062e+00, 6.582543863102176651e+00, 3.338459485950685757e+00, 4.493478733002964631e+00, 2.077958431564415953e+00, 6.453005397127323128e+00, 5.943444839573516880e+00, 5.149100915651149357e+00, 6.012725519433489652e+00, 4.178731177274388919e+00, 3.745957598280564405e+00, 5.977179295166864748e+00, 3.718177955235914212e+00, 3.684925962225209073e+00, 4.699052905800901847e+00, 3.494558630313849612e+00
2.011000000000000000e+03, 4.426193386560579590e+00, 6.337005243110719555e+00, 3.216723591063898713e+00, 4.562357220568607374e+00, 2.047009663205957342e+00, 6.399478836871153042e+00, 5.884380734374096811e+00, 5.638194316300780606e+00, 6.127523127941984171e+00, 4.124995406487725447e+00, 4.044160537741657180e+00, 6.230884957977672833e+00, 3.764502615987385337e+00, 4.074344159712983249e+00, 4.863556072888683524e+00, 3.523489694388116433e+00
2.012000000000000000e+03, 4.507791108341182351e+00, 6.675357167737256958e+00, 3.258302002774654760e+00, 4.600309532625078468e+00, 1.989358507880965687e+00, 6.174320535026658341e+00, 6.060526311313097381e+00, 5.581246881904182722e+00, 5.892365513760890572e+00, 3.689276223711250857e+00, 4.196552913223718484e+00, 6.167218364793808583e+00, 3.824027844969727585e+00, 3.606442785349945446e+00, 4.522310654369074534e+00, 3.525876341560863825e+00
2.013000000000000000e+03, 4.645081487582284119e+00, 6.436186397069130649e+00, 3.511371393748288661e+00, 4.391526103535127845e+00, 2.078844417215904183e+00, 6.805396470662894437e+00, 6.116415434054518485e+00, 5.348798051074599158e+00, 6.167896431894523523e+00, 4.479199824792786444e+00, 3.840203680749442405e+00, 6.271693955351154592e+00, 3.955781738003536052e+00, 3.998653915578453955e+00, 4.547165236856474557e+00, 3.506358170475261993e+00
2.014000000000000000e+03, 4.688808622942057802e+00, 6.258211013368289777e+00, 3.564764024954486299e+00, 4.771551964126484080e+00, 2.056417000060859923e+00, 7.302133487623966523e+00, 5.901075643268073989e+00, 5.572999710219002090e+00, 6.099776933356706898e+00, 4.368128448683722631e+00, 3.509142743552460253e+00, 6.513214081973176306e+00, 4.042626385415923451e+00, 4.283406197949586769e+00, 4.689501677412752478e+00, 3.342196074846880194e+00
