year, NorESM2-LM, IPSL-CM6A-LR, INM-CM4-8, CMCC-CM2-SR5, GFDL-ESM4, TaiESM1, INM-CM5-0, EC-Earth3-Veg, CESM2-WACCM, CanESM5, UKESM1-0-LL, ACCESS-ESM1-5, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM
1.912000000000000000e+03, 1.460764646116252008e+00, 1.585801867844275792e+00, 1.616735754990850982e+00, 1.509438399927047536e+00, 1.745340986063980582e+00, 1.376753275817170552e+00, 1.586933245182464924e+00, 1.384113775460128481e+00, 1.529247023713524722e+00, 1.392836486392802886e+00, 1.507651867961630643e+00, 1.929023635868666098e+00, 1.564860364357929301e+00, 1.629815719811001928e+00, 1.610898759868687469e+00, 1.427255729044343280e+00
1.913000000000000000e+03, 1.434627385627149421e+00, 1.564994339320530559e+00, 1.603419031167582887e+00, 1.543942781037556999e+00, 1.788848343890900638e+00, 1.419190499895790047e+00, 1.615823177021429746e+00, 1.314055281347030757e+00, 1.518147799438758438e+00, 1.470583589810652292e+00, 1.507857827515563853e+00, 1.834914582701102637e+00, 1.550773733181497693e+00, 1.670783092597417863e+00, 1.738602800649757585e+00, 1.417791243663166556e+00
1.914000000000000000e+03, 1.464799657206079520e+00, 1.671872661157353335e+00, 1.605626844562743960e+00, 1.452338896881269159e+00, 1.710901756150575270e+00, 1.329852577416516413e+00, 1.659778190747534632e+00, 1.432409643696699320e+00, 1.453356419374885800e+00, 1.435614313146106324e+00, 1.577178156171820778e+00, 1.925865164549548147e+00, 1.569457352424206142e+00, 1.667156126138758854e+00, 1.681854932799599966e+00, 1.461755368209978201e+00
1.915000000000000000e+03, 1.510882970150799975e+00, 1.629178790786881992e+00, 1.650650511031333867e+00, 1.513357369680162989e+00, 1.765620429406032921e+00, 1.391092126143498975e+00, 1.640992621996361978e+00, 1.385507860613841569e+00, 1.523578246058561847e+00, 1.483867649078465467e+00, 1.463507005674300476e+00, 1.910246277023240236e+00, 1.575423469009488819e+00, 1.700136678835544757e+00, 1.696314146244602972e+00, 1.439452722955408825e+00
1.916000000000000000e+03, 1.483694430550955623e+00, 1.753687190029033394e+00, 1.637089625977404150e+00, 1.510633154442821313e+00, 1.775945373264151916e+00, 1.384619284074609880e+00, 1.623874397603952024e+00, 1.401135435534385687e+00, 1.486957148611879997e+00, 1.422120033259620886e+00, 1.494965068372425154e+00, 1.966399447167266556e+00, 1.542358023248732168e+00, 1.641382570622587078e+00, 1.682426019112334581e+00, 1.391329900740934322e+00
1.917000000000000000e+03, 1.495571689611754573e+00, 1.672761453612143123e+00, 1.666181317945633067e+00, 1.536702000193958639e+00, 1.821252653794433352e+00, 1.415901969716647057e+00, 1.658352625827962390e+00, 1.326576066607779714e+00, 1.515552584834964467e+00, 1.405499472528649596e+00, 1.522250599214592937e+00, 1.842931258287159091e+00, 1.603115398976826977e+00, 1.797845721944506758e+00, 1.683961608121158360e+00, 1.473395326189344878e+00
1.918000000000000000e+03, 1.549126746269314348e+00, 1.612634009888290532e+00, 1.646386150108169577e+00, 1.565564238189929069e+00, 1.709365591019959663e+00, 1.433114274160108836e+00, 1.710048536789600337e+00, 1.410139103419356887e+00, 1.459271582983286519e+00, 1.401997651858053029e+00, 1.513202566768378166e+00, 1.847026438565329665e+00, 1.618456457626632261e+00, 1.692234528453399722e+00, 1.676707241731525855e+00, 1.445335077549719127e+00
1.919000000000000000e+03, 1.461283483079821366e+00, 1.640886278592890157e+00, 1.718143217827190705e+00, 1.537140876190362437e+00, 1.765240871757956631e+00, 1.388763577216345135e+00, 1.674315038112908605e+00, 1.366482882090659379e+00, 1.578303543899455930e+00, 1.408456874578693840e+00, 1.468199876566837814e+00, 1.934199547192580360e+00, 1.604714522922247033e+00, 1.644469027860999022e+00, 1.734252688495309336e+00, 1.513835022212227654e+00
1.920000000000000000e+03, 1.518394836671301817e+00, 1.654810449447530862e+00, 1.615745190490464278e+00, 1.526975166021431685e+00, 1.772062758160038110e+00, 1.401894575477832694e+00, 1.691494437155431685e+00, 1.477677086089882685e+00, 1.478084990311455460e+00, 1.399756422167411030e+00, 1.601275566362916791e+00, 1.820030942454222256e+00, 1.606523201038358994e+00, 1.714535898943897241e+00, 1.661816274430941265e+00, 1.380633543092770754e+00
1.921000000000000000e+03, 1.552864123965481680e+00, 1.691603117008901647e+00, 1.677581384871402737e+00, 1.486398264227961175e+00, 1.828476105602226065e+00, 1.381744274669520989e+00, 1.682068578160533345e+00, 1.478832093189862640e+00, 1.457528332365351842e+00, 1.435555920577759270e+00, 1.613729595352881852e+00, 1.896417905703434048e+00, 1.560969456689534907e+00, 1.745974590648619484e+00, 1.609361329105015503e+00, 1.438350962379473463e+00
1.922000000000000000e+03, 1.441859267689628910e+00, 1.677813821035639252e+00, 1.735251613527123205e+00, 1.494720960288605127e+00, 1.755423847585301012e+00, 1.418117717103602349e+00, 1.667903670933226001e+00, 1.445870160583796471e+00, 1.525278804934095955e+00, 1.434567722599803030e+00, 1.497125734220854820e+00, 1.911509074305060230e+00, 1.604744420502303592e+00, 1.741224250871268309e+00, 1.644386765330063227e+00, 1.436424377194966517e+00
1.923000000000000000e+03, 1.472232653388730217e+00, 1.659809054822975138e+00, 1.660676536481770826e+00, 1.494617383257086374e+00, 1.756977652630780762e+00, 1.389594265771866066e+00, 1.621276947875671892e+00, 1.441245377695772989e+00, 1.532203690515413275e+00, 1.445390617572227754e+00, 1.507500176049491047e+00, 1.829365986869797345e+00, 1.577834617581083565e+00, 1.709760975588599186e+00, 1.658423498486748748e+00, 1.439453359232898411e+00
1.924000000000000000e+03, 1.514071349755498952e+00, 1.655446680733468900e+00, 1.704600677240252438e+00, 1.516677034124510159e+00, 1.811674093258211382e+00, 1.305187551426950865e+00, 1.645864187442997117e+00, 1.364715894548015118e+00, 1.514407203303186789e+00, 1.388329254206079666e+00, 1.506573143252641911e+00, 1.925533551008504096e+00, 1.560438445880290459e+00, 1.680592033205402513e+00, 1.727715524010936310e+00, 1.472621851080979205e+00
1.925000000000000000e+03, 1.496771862084793403e+00, 1.647108211268311750e+00, 1.711864719095247622e+00, 1.568611749834423419e+00, 1.778137786228857875e+00, 1.392979739041299014e+00, 1.730317552014972060e+00, 1.419019861991247966e+00, 1.558512621140702992e+00, 1.456107172780626957e+00, 1.485768036133508607e+00, 1.904565373988958310e+00, 1.600495127048543020e+00, 1.734250922015031060e+00, 1.743213044071598938e+00, 1.460705568739014248e+00
1.926000000000000000e+03, 1.448879368101185117e+00, 1.740596356600438765e+00, 1.602475232889475576e+00, 1.558116427151303496e+00, 1.748887371997968287e+00, 1.401189582665929301e+00, 1.691316201146541021e+00, 1.357779249821408740e+00, 1.560140677184666202e+00, 1.461511834147297906e+00, 1.558619791993520076e+00, 1.882267533704237827e+00, 1.646596788332928663e+00, 1.716825119739832539e+00, 1.663122485952498453e+00, 1.490647439926503059e+00
1.927000000000000000e+03, 1.520297751176483247e+00, 1.666130762953876854e+00, 1.699986483469423826e+00, 1.570946201730197167e+00, 1.794221960544242433e+00, 1.392053751712338805e+00, 1.653309140736080263e+00, 1.479309447468292182e+00, 1.581379888048468629e+00, 1.490531541338002919e+00, 1.547531293176197531e+00, 1.944157320628373542e+00, 1.589515974473536764e+00, 1.723075772427353547e+00, 1.546411615124943406e+00, 1.386440489929460007e+00
1.928000000000000000e+03, 1.521823882156327024e+00, 1.609240057370921573e+00, 1.706544065901669960e+00, 1.575391678721103306e+00, 1.832989771416962066e+00, 1.345858937526491328e+00, 1.701001115223990334e+00, 1.422180564296506855e+00, 1.576494398131404573e+00, 1.401991406660766382e+00, 1.585307364445500911e+00, 1.924758185130628130e+00, 1.591944181679883163e+00, 1.719162665661110312e+00, 1.668278934901416211e+00, 1.488038512154698623e+00
1.929000000000000000e+03, 1.434328940126833984e+00, 1.581393100411031538e+00, 1.695209216934832064e+00, 1.546445522420796692e+00, 1.774865391673336568e+00, 1.362705980033877440e+00, 1.710558626470436883e+00, 1.392441385128870612e+00, 1.529761510738841812e+00, 1.440958624297924207e+00, 1.535020902187251179e+00, 1.878261298162983595e+00, 1.611914235600521383e+00, 1.760022497683487064e+00, 1.661909940131953700e+00, 1.431665531276243408e+00
1.930000000000000000e+03, 1.479702668928778886e+00, 1.663656325694825577e+00, 1.619519127529348790e+00, 1.546649949820026571e+00, 1.834487412022402397e+00, 1.365221482081374393e+00, 1.672532827504318087e+00, 1.418335926309648887e+00, 1.560662077888713029e+00, 1.418983033452070774e+00, 1.464199492005451519e+00, 1.892881209899664574e+00, 1.611446276752233731e+00, 1.730873397498557065e+00, 1.699363410492362281e+00, 1.449307642381967520e+00
1.931000000000000000e+03, 1.472878798525261379e+00, 1.642728029532883882e+00, 1.664579568983986846e+00, 1.561823746298185878e+00, 1.817954360216413878e+00, 1.330593462468490529e+00, 1.623086076155703106e+00, 1.395403606587393375e+00, 1.560108371763093693e+00, 1.428212654791430003e+00, 1.597377193625463265e+00, 1.858200799906829070e+00, 1.611472933335004853e+00, 1.695932443262329947e+00, 1.615354255555766949e+00, 1.426777928894909397e+00
1.932000000000000000e+03, 1.439998614344041528e+00, 1.659731549820753438e+00, 1.706472159838429148e+00, 1.525224009180082163e+00, 1.740966320737415307e+00, 1.409549990074611570e+00, 1.736508460154691402e+00, 1.423498263475631909e+00, 1.577399273858324236e+00, 1.399684983200960131e+00, 1.593087658843086007e+00, 1.866825204424661155e+00, 1.633378353563046170e+00, 1.734858643220131391e+00, 1.728636064314717613e+00, 1.514693022529707278e+00
1.933000000000000000e+03, 1.471627767831920064e+00, 1.678156762529662283e+00, 1.632067443011618213e+00, 1.510753229788186713e+00, 1.820408184613305558e+00, 1.357719268196797113e+00, 1.778924118719189096e+00, 1.459163123551300734e+00, 1.591323628335787221e+00, 1.356020887366850669e+00, 1.585302134170402999e+00, 1.902448419396087331e+00, 1.628200727391474034e+00, 1.691425220657333472e+00, 1.786717360588754744e+00, 1.509864489212545458e+00
1.934000000000000000e+03, 1.542559407513559355e+00, 1.666096563275033526e+00, 1.661631622771460703e+00, 1.503472725479493510e+00, 1.789067142738136162e+00, 1.330802759729307727e+00, 1.693829674809362640e+00, 1.401960921300205554e+00, 1.558614677369188684e+00, 1.468524700680200246e+00, 1.503127345053086428e+00, 1.845831278527120034e+00, 1.590709596869855025e+00, 1.642726989279140737e+00, 1.760666174719716537e+00, 1.427428976766022206e+00
1.935000000000000000e+03, 1.481003057893441666e+00, 1.731047037003020650e+00, 1.662180252054066054e+00, 1.494563117775123962e+00, 1.797616147359917926e+00, 1.312126161498658128e+00, 1.746659192543891903e+00, 1.426955808836005035e+00, 1.546512630605638483e+00, 1.487338765529167661e+00, 1.494298116857713188e+00, 1.884567525609454286e+00, 1.560837391037996458e+00, 1.680568742504567004e+00, 1.623366198974764085e+00, 1.395415955659671692e+00
1.936000000000000000e+03, 1.507398009512848969e+00, 1.700707516716044809e+00, 1.697443488146057389e+00, 1.527876131196959975e+00, 1.816843713955372808e+00, 1.352365482017969134e+00, 1.714760728922102961e+00, 1.449398865032087036e+00, 1.496495409965096668e+00, 1.458967746198761573e+00, 1.492320861149869948e+00, 1.878221450248504620e+00, 1.526892646013630506e+00, 1.717931537845015511e+00, 1.714759761133197058e+00, 1.476788289080827710e+00
1.937000000000000000e+03, 1.499215878794486256e+00, 1.685136662916189243e+00, 1.721164692018105402e+00, 1.559570311615476212e+00, 1.830376119125963541e+00, 1.362328456323115722e+00, 1.660206299620070158e+00, 1.401260703920658157e+00, 1.554400842983636455e+00, 1.453648005487312211e+00, 1.461002583978702862e+00, 1.830163434669617617e+00, 1.566708263813346047e+00, 1.762251804439184166e+00, 1.686356360825256973e+00, 1.418194165086392955e+00
1.938000000000000000e+03, 1.441306934050136102e+00, 1.683771900021004964e+00, 1.658342137315799159e+00, 1.515501266964478067e+00, 1.776494508604627542e+00, 1.463581237371611721e+00, 1.732348462163127767e+00, 1.439314555546167718e+00, 1.550923560397657441e+00, 1.481311857397258791e+00, 1.566275905811978619e+00, 1.882775128505802087e+00, 1.640870646093966156e+00, 1.718417967136014912e+00, 1.749795157559558945e+00, 1.464239477242098797e+00
1.939000000000000000e+03, 1.513050403637349772e+00, 1.706332469256975681e+00, 1.692811874761263269e+00, 1.584245015806840851e+00, 1.852114197621215208e+00, 1.317690934435817196e+00, 1.742370298418078889e+00, 1.355185649357849575e+00, 1.590050893989009673e+00, 1.495486793117506208e+00, 1.519278087119343645e+00, 1.862866191319317188e+00, 1.603731331050743503e+00, 1.680163508523810245e+00, 1.655947306492982829e+00, 1.434950401973858369e+00
1.940000000000000000e+03, 1.508593026964236694e+00, 1.648268968053963057e+00, 1.680183896199999749e+00, 1.543952092753495320e+00, 1.789179507542195680e+00, 1.343982539612113225e+00, 1.695314896664839921e+00, 1.369533363869844811e+00, 1.544554875314462006e+00, 1.434543536201804637e+00, 1.466192327359011838e+00, 1.878719422313531506e+00, 1.659933148994326757e+00, 1.699081831626843231e+00, 1.630361287758415045e+00, 1.386165973096417314e+00
1.941000000000000000e+03, 1.484343925925887708e+00, 1.647596379315724002e+00, 1.676533532709928664e+00, 1.493272638692921150e+00, 1.739362332978671599e+00, 1.388709078734532198e+00, 1.652461557497204359e+00, 1.398526013911509658e+00, 1.510458610172676241e+00, 1.453441768972678627e+00, 1.425690714199490561e+00, 1.908414705285067958e+00, 1.523027809577661262e+00, 1.711335326807546631e+00, 1.614530902958367209e+00, 1.444586119298382876e+00
1.942000000000000000e+03, 1.454287188242084250e+00, 1.730975408557560380e+00, 1.659950082950649053e+00, 1.516833402914355533e+00, 1.718488180544939237e+00, 1.409965208931795555e+00, 1.664172694268410302e+00, 1.365570272747125724e+00, 1.559191090024781623e+00, 1.424439862934841150e+00, 1.465077127306267712e+00, 1.865981738750156493e+00, 1.624148667718887662e+00, 1.710847845071317375e+00, 1.798955744856168160e+00, 1.432496034539960883e+00
1.943000000000000000e+03, 1.474610614999950498e+00, 1.749967654949409868e+00, 1.635341298353458761e+00, 1.497608791260337080e+00, 1.795392174241633887e+00, 1.355527673415675816e+00, 1.640746203147839255e+00, 1.440828824722015122e+00, 1.531415738664589687e+00, 1.409796583025012096e+00, 1.426366039673186314e+00, 1.914833975370379804e+00, 1.636910062857002801e+00, 1.798911102704181086e+00, 1.783681623961242746e+00, 1.421103815511243429e+00
1.944000000000000000e+03, 1.466041997524843099e+00, 1.632380794395622114e+00, 1.693454910552316672e+00, 1.544134033361599156e+00, 1.772619598386737660e+00, 1.367079580586031184e+00, 1.632008145921533204e+00, 1.365191986888939502e+00, 1.496086441953450308e+00, 1.487103465363000643e+00, 1.458821760794473565e+00, 1.841443992988908152e+00, 1.551558097825144644e+00, 1.769558838482177654e+00, 1.671547500608131509e+00, 1.467210388529750942e+00
1.945000000000000000e+03, 1.504105023104834071e+00, 1.632483063032909909e+00, 1.715207131575693378e+00, 1.578793437479253825e+00, 1.767144489098217974e+00, 1.424010275750923427e+00, 1.689003454094198942e+00, 1.405907451350632442e+00, 1.496870768173678812e+00, 1.437776485201968102e+00, 1.477344756448614405e+00, 1.912119242418991005e+00, 1.516286132608184234e+00, 1.712943462112740400e+00, 1.633760446621024709e+00, 1.469763041197886588e+00
1.946000000000000000e+03, 1.508230354176177901e+00, 1.680134517250069903e+00, 1.626889827505852981e+00, 1.533421802215623631e+00, 1.727904580364645337e+00, 1.493377133669154588e+00, 1.679777809536191269e+00, 1.457046403083927633e+00, 1.544981595686466314e+00, 1.480500742193399555e+00, 1.511432710289162040e+00, 1.952109820921123173e+00, 1.579638322770910097e+00, 1.700909171483545368e+00, 1.794457004667508571e+00, 1.420644251991478813e+00
1.947000000000000000e+03, 1.460203988860562685e+00, 1.700111013220115153e+00, 1.669286744831717240e+00, 1.582353372674039305e+00, 1.778003608747276809e+00, 1.381016661827180414e+00, 1.628203663277107083e+00, 1.419452834315065415e+00, 1.479833877422435773e+00, 1.424054933948575297e+00, 1.488588284071794554e+00, 1.880952647449320780e+00, 1.548599778180095088e+00, 1.697260889904358416e+00, 1.729581664127904927e+00, 1.475811710986346448e+00
1.948000000000000000e+03, 1.537063966480817001e+00, 1.665132856010889340e+00, 1.699245975134747511e+00, 1.538218838683141909e+00, 1.753580774945395993e+00, 1.400705528010546708e+00, 1.641205672380066316e+00, 1.400635396418474121e+00, 1.506091806510674314e+00, 1.420783247443483388e+00, 1.476152553261169453e+00, 1.946046301511356491e+00, 1.599776105019192762e+00, 1.654360933985844273e+00, 1.754166958959681777e+00, 1.394829325086855309e+00
1.949000000000000000e+03, 1.482354348041311054e+00, 1.726489422735016488e+00, 1.655356243599658717e+00, 1.547582338559224224e+00, 1.723455950442987161e+00, 1.401153186331274725e+00, 1.703162309298374089e+00, 1.443329409463936397e+00, 1.559962614308058271e+00, 1.455756220966220260e+00, 1.502720056431838813e+00, 1.898051595833691430e+00, 1.621768082449525972e+00, 1.725442879409746499e+00, 1.650493720571972966e+00, 1.507490431869558556e+00
1.950000000000000000e+03, 1.500459699157568050e+00, 1.699712852046891598e+00, 1.687420229816516404e+00, 1.529690962856595560e+00, 1.731548080893205999e+00, 1.403085306745872618e+00, 1.687491901196181310e+00, 1.418806390951348195e+00, 1.493308906028506300e+00, 1.493410959809025940e+00, 1.510051553688789516e+00, 1.854622551593429147e+00, 1.557924604988174977e+00, 1.699563967757370841e+00, 1.673251570089577367e+00, 1.444517181613305556e+00
1.951000000000000000e+03, 1.469767367485622866e+00, 1.629478721985639034e+00, 1.649473988657716328e+00, 1.444187739217135835e+00, 1.768050539111952313e+00, 1.363895602015215092e+00, 1.585098940763143283e+00, 1.476347246494609466e+00, 1.500285680843556069e+00, 1.378440836800064906e+00, 1.527254471114193546e+00, 1.849995576764508654e+00, 1.591457595123570545e+00, 1.702127714812964987e+00, 1.726826627436376382e+00, 1.444045010024765929e+00
1.952000000000000000e+03, 1.509586380066083144e+00, 1.782433867967843755e+00, 1.659284457318506156e+00, 1.521296453860279119e+00, 1.759977423039014610e+00, 1.433810535276616172e+00, 1.561998439896415958e+00, 1.439338265879290368e+00, 1.532163539323482704e+00, 1.476732270353441345e+00, 1.541673342490984533e+00, 1.848406741876418291e+00, 1.582705794254349430e+00, 1.781974770469407110e+00, 1.661153086832683368e+00, 1.484616724482206607e+00
1.953000000000000000e+03, 1.472326185650462804e+00, 1.796399524220520849e+00, 1.739892049631028836e+00, 1.551455090209765686e+00, 1.722353255491622326e+00, 1.448507300101748552e+00, 1.637440653534854684e+00, 1.401237266667439529e+00, 1.537046206938842641e+00, 1.478267100382337329e+00, 1.521923156818019818e+00, 1.911804811852470642e+00, 1.607384992302451465e+00, 1.703001145874224020e+00, 1.617145810377264681e+00, 1.434906235138882158e+00
1.954000000000000000e+03, 1.485869891992856129e+00, 1.732184060301753981e+00, 1.713713967770936542e+00, 1.582961561394378380e+00, 1.789084505638187439e+00, 1.424412625386775932e+00, 1.667656524744359547e+00, 1.404665324662090597e+00, 1.504796178610700697e+00, 1.470184423463734902e+00, 1.455890933289138545e+00, 1.829687195867931937e+00, 1.664636177241735737e+00, 1.739328455547745955e+00, 1.691056180064416603e+00, 1.438872394360610318e+00
1.955000000000000000e+03, 1.470997613237318369e+00, 1.762897017260326882e+00, 1.650259853232836749e+00, 1.571273672933128696e+00, 1.872432138906741761e+00, 1.343532575932538498e+00, 1.704103073613940644e+00, 1.470946344107493919e+00, 1.525496713158477569e+00, 1.437822914905610316e+00, 1.446297431952054735e+00, 1.895369621837037055e+00, 1.619372822478661211e+00, 1.708332446965271201e+00, 1.697651460700527748e+00, 1.444784625277905521e+00
1.956000000000000000e+03, 1.444042412579164436e+00, 1.709441144967748016e+00, 1.689260399549106673e+00, 1.544160962671743853e+00, 1.771133204589236732e+00, 1.332682023608618316e+00, 1.661491456276000589e+00, 1.394898244773741469e+00, 1.495035441555177425e+00, 1.362161033320861359e+00, 1.540185208853484200e+00, 1.929745080790106648e+00, 1.601576980784747528e+00, 1.709886456458434623e+00, 1.696636816586594820e+00, 1.443106412411159889e+00
1.957000000000000000e+03, 1.463968079575360459e+00, 1.686646526584882455e+00, 1.689744454988437283e+00, 1.462740539869021861e+00, 1.720144073923423056e+00, 1.416711589905845337e+00, 1.690913471036359139e+00, 1.442472736531141830e+00, 1.454561107958501021e+00, 1.386402705506835975e+00, 1.503078515733159870e+00, 1.869722422072269685e+00, 1.619284775639159069e+00, 1.697607658800451391e+00, 1.596915949595163031e+00, 1.480400291394496692e+00
1.958000000000000000e+03, 1.504479522336785724e+00, 1.715744640750027639e+00, 1.736982220712280700e+00, 1.637224981191977013e+00, 1.726968425032714638e+00, 1.341974061111727901e+00, 1.716583253154404076e+00, 1.419876311740849939e+00, 1.516624602674119693e+00, 1.466829991397398114e+00, 1.519335251767476302e+00, 1.897581400949886810e+00, 1.613621343552988030e+00, 1.769943316003827150e+00, 1.740303033425403711e+00, 1.370316851604119979e+00
1.959000000000000000e+03, 1.463916167679536473e+00, 1.686040051003367957e+00, 1.683702908456768066e+00, 1.550382728520050879e+00, 1.768733974229155681e+00, 1.330401624347598011e+00, 1.713662537554086596e+00, 1.408957538162640244e+00, 1.505133910141785991e+00, 1.413863255640853245e+00, 1.565220434482075484e+00, 1.810268048053133683e+00, 1.596580848413001741e+00, 1.692962852889768666e+00, 1.651958890019994852e+00, 1.463098117077726412e+00
1.960000000000000000e+03, 1.396400450463172405e+00, 1.709294369584799300e+00, 1.697230090670565072e+00, 1.564055347330928436e+00, 1.727562387245465514e+00, 1.357621540745802990e+00, 1.738645374905029017e+00, 1.427771611051687373e+00, 1.558564960031350477e+00, 1.385902579372353838e+00, 1.509928731518185741e+00, 1.859549020702014888e+00, 1.635080032459516497e+00, 1.690268073819375827e+00, 1.614773968502473123e+00, 1.453612795401387547e+00
1.961000000000000000e+03, 1.441360499672630802e+00, 1.726287765939379382e+00, 1.718281711492051000e+00, 1.531407348078322572e+00, 1.748489455918030178e+00, 1.332417738748873370e+00, 1.671211510841794645e+00, 1.422177268781829262e+00, 1.538115500448887785e+00, 1.472581666523966826e+00, 1.510746470650679907e+00, 1.890662328996245423e+00, 1.604216887844086115e+00, 1.679818136162641862e+00, 1.660130770777421105e+00, 1.416715571314110633e+00
1.962000000000000000e+03, 1.417652094450725597e+00, 1.747148660320728464e+00, 1.659014172135869325e+00, 1.557349587971034399e+00, 1.726468946986353670e+00, 1.362650544731363267e+00, 1.659504676474291340e+00, 1.381003263148625537e+00, 1.607241466034945221e+00, 1.512221782746179022e+00, 1.451927209040239308e+00, 1.813058250849644004e+00, 1.569146816858017823e+00, 1.707892559248664677e+00, 1.694394836967733298e+00, 1.441377951218942410e+00
1.963000000000000000e+03, 1.404741114143417402e+00, 1.697419968757521547e+00, 1.632625361099558692e+00, 1.563591301127454480e+00, 1.743885971071799768e+00, 1.363000254563991431e+00, 1.717767188310737270e+00, 1.433905417429910623e+00, 1.512462186470421077e+00, 1.439369775673720042e+00, 1.466105946062187471e+00, 1.903795198035695302e+00, 1.600329709908085318e+00, 1.732094038833521532e+00, 1.697667251218852424e+00, 1.424449424184319746e+00
1.964000000000000000e+03, 1.452312609538380928e+00, 1.771240673643947439e+00, 1.714926728235321329e+00, 1.532396433772315714e+00, 1.738910316114126831e+00, 1.332323034627169500e+00, 1.758930507659611342e+00, 1.392562280774420458e+00, 1.471425919618162270e+00, 1.334316020233498934e+00, 1.501769885511780478e+00, 1.895432986606898407e+00, 1.613195476590526978e+00, 1.706903588814756789e+00, 1.699047341991038351e+00, 1.434640154017825742e+00
1.965000000000000000e+03, 1.433134773467704015e+00, 1.720982335620749870e+00, 1.682211415179132974e+00, 1.508130808040099247e+00, 1.704973995807622877e+00, 1.311074916295124959e+00, 1.618594776520720924e+00, 1.394462223538387668e+00, 1.449907768434307798e+00, 1.355195440375282612e+00, 1.450411204062366233e+00, 1.848330895933487872e+00, 1.618179455372332987e+00, 1.729348310078250961e+00, 1.545295059653061021e+00, 1.368903430700454393e+00
1.966000000000000000e+03, 1.440694099268591266e+00, 1.737582275445461288e+00, 1.681546193538352885e+00, 1.592102403162779067e+00, 1.715914611390826128e+00, 1.378786289906524187e+00, 1.639290122252680115e+00, 1.423309419318849356e+00, 1.447651807996984008e+00, 1.461856554547356302e+00, 1.453052236876351877e+00, 1.846750544836888608e+00, 1.543668966830511691e+00, 1.741348922759330398e+00, 1.687116581886881406e+00, 1.458723561824861070e+00
1.967000000000000000e+03, 1.456305448747105435e+00, 1.692381520997810807e+00, 1.690891190857664039e+00, 1.507999957843566108e+00, 1.718088655205186388e+00, 1.323243628358483859e+00, 1.674168832242454608e+00, 1.433401737308614532e+00, 1.538942296507971985e+00, 1.379271861175720204e+00, 1.475019500723944388e+00, 1.910808738327890000e+00, 1.707936937128310406e+00, 1.652723407671552236e+00, 1.710346091853263140e+00, 1.376963224168842537e+00
1.968000000000000000e+03, 1.435617429464188799e+00, 1.645259558319876581e+00, 1.624582258175290450e+00, 1.525368057158411395e+00, 1.693878766759861820e+00, 1.292769206368512780e+00, 1.682314705114313025e+00, 1.405227756501169933e+00, 1.470815160788947917e+00, 1.401980593536675368e+00, 1.411380899058079397e+00, 1.869782220120240313e+00, 1.675684809636340589e+00, 1.606442729066424047e+00, 1.630029396139497377e+00, 1.387195184894676636e+00
1.969000000000000000e+03, 1.466582160852811789e+00, 1.710934758002943257e+00, 1.624770725947290551e+00, 1.584147114731305983e+00, 1.697662607314636141e+00, 1.359666044132240348e+00, 1.695656957241245655e+00, 1.393707923359015721e+00, 1.548918115404019913e+00, 1.433928333943403910e+00, 1.456787920125571345e+00, 1.852960102694449551e+00, 1.644865814129563786e+00, 1.628400494218576577e+00, 1.688788574126203201e+00, 1.439840228244561482e+00
1.970000000000000000e+03, 1.452107998677918621e+00, 1.687237592817354415e+00, 1.683104649311017997e+00, 1.502861541396131040e+00, 1.712886774387826438e+00, 1.264758828409161318e+00, 1.662033074301284774e+00, 1.421449013658093063e+00, 1.495284228364867074e+00, 1.429545625411507315e+00, 1.389882815902776070e+00, 1.835184874656900833e+00, 1.681714369041595658e+00, 1.690831752100909968e+00, 1.585136080352790078e+00, 1.411452888100294123e+00
1.971000000000000000e+03, 1.389886986868644092e+00, 1.761550994300646211e+00, 1.620472162425509399e+00, 1.504668919724708731e+00, 1.713497154321796057e+00, 1.342662463949971130e+00, 1.615250792883232700e+00, 1.479338581482042558e+00, 1.491218829840919913e+00, 1.397290243798494869e+00, 1.408863398811067258e+00, 1.836116096559403443e+00, 1.598401715960753311e+00, 1.688795973586566967e+00, 1.678402775734423091e+00, 1.411315458267022427e+00
1.972000000000000000e+03, 1.504912717921583099e+00, 1.668461013911615609e+00, 1.645310318282811490e+00, 1.573154457748348944e+00, 1.670954443003362710e+00, 1.373713146841743837e+00, 1.656088614789605451e+00, 1.420546154235971414e+00, 1.498104854636775896e+00, 1.396609373264503073e+00, 1.428901744469031510e+00, 1.786627733601204193e+00, 1.583544131548938472e+00, 1.630638675863015141e+00, 1.663166240252291317e+00, 1.385868915560006576e+00
1.973000000000000000e+03, 1.401510004249602037e+00, 1.713082519233465106e+00, 1.630332159691198823e+00, 1.583716914307284895e+00, 1.728482358093517579e+00, 1.317007542057329283e+00, 1.678862530540167430e+00, 1.453100690888393887e+00, 1.506941456732865836e+00, 1.400273477838019920e+00, 1.390996896840619890e+00, 1.773693717592317087e+00, 1.617143370868957764e+00, 1.569924519532272633e+00, 1.731084177410202596e+00, 1.396350495917197732e+00
