year, INM-CM4-8, CESM2-WACCM, IPSL-CM6A-LR, CanESM5, TaiESM1, ACCESS-ESM1-5, MPI-ESM1-2-LR, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, GFDL-ESM4
1.912000000000000000e+03, 6.072639342118432149e-01, -3.893849767330033185e-01, -2.710088948566948680e-02, -5.801931844667896493e-02, 4.793053902602253946e-02, -5.494998662456875710e-02, 3.165325660818538861e-02, 5.825904235141111248e-02, 1.697830289266015757e-01, -1.163757398319276576e-01, -1.088907517795636853e-01, -1.960015034553609647e-01, 2.924583688993285038e-02, 5.380300451297851533e-02, 6.661938395048428996e-01, -1.503851301960354610e-02
1.913000000000000000e+03, 3.246581369385901916e-01, -1.649005882135404777e-01, 6.016805421402913329e-02, 8.697727657371079335e-02, -3.082342443438289628e-02, 5.419431802478803101e-02, -8.907768114922343106e-02, -6.936361692260893663e-02, -3.746707786817295993e-01, -1.755634695909631948e-01, -1.239324504663604082e-01, -8.974107038119390201e-02, 4.112539978130148877e-02, -2.985191992365371187e-04, 4.075879733713047570e-01, 1.187907938565516304e-02
1.914000000000000000e+03, 1.246195063311422158e-01, 7.882983593357059671e-02, 1.853786539614638712e-02, 6.957288856049553827e-02, -2.636068334382923525e-02, 1.201415020026954383e-01, 4.328654029479710175e-02, -1.877796559399026455e-01, -1.496111264436635058e-01, -3.592791006297588186e-02, -3.607025189632529633e-02, -1.670673838418460233e-01, 1.261485012706350384e-01, 2.058380481881378343e-01, 4.307092634816150345e-01, -2.542002119362803958e-01
1.915000000000000000e+03, 1.295705653360142706e-01, 2.068466185775081345e-01, 6.534883578528853307e-03, 1.347509453570001625e-01, 6.948331758481040427e-03, 1.681101071411720271e-01, 1.395602763715793893e-01, -1.480345295461429622e-01, -1.315654074542134920e-02, -5.326541985781180211e-02, 2.358843843691799461e-02, 1.364958699586007740e-01, 1.119363209830955830e-01, 1.847705438230391461e-01, 1.523896170645820114e-01, -7.122827488156796560e-02
1.916000000000000000e+03, 2.085953024619293938e-01, -8.101021901685717674e-02, -2.059219206643930419e-02, 1.467563810226499843e-01, -2.705975540498581355e-02, 1.067173254922392511e-01, 5.742031996886158562e-02, 2.433269278996609206e-02, -3.741871658008816270e-01, -3.119237666513479182e-02, 1.269821413036103519e-01, 5.987384948705370968e-02, -1.584230964100450667e-01, 1.806831292590074800e-01, 2.815950829957244994e-01, -5.496992223897797375e-02
1.917000000000000000e+03, 1.891372623552788068e-01, 9.576546971156883747e-02, -4.292023016028479604e-03, 1.333260163071003646e-01, -6.132357571362629517e-02, 1.606069159545318037e-01, -2.560018010592626791e-01, -3.282761220519607170e-01, -3.853385541932989877e-01, -3.874578895632164732e-01, 6.449429923308809542e-02, -5.522543948806880876e-02, -1.251690003789290573e-01, -6.931400243283007689e-02, 2.069120516883586891e-01, 1.637234227073225135e-01
1.918000000000000000e+03, 1.100979271208623878e-01, -1.206919606652114285e-01, 3.985353821153102966e-02, 9.770247642003997146e-02, -1.125103200372658090e-02, 8.195756091928770026e-02, 1.121796994908556278e-01, -2.088338903036450200e-01, -1.706620591742314397e-01, -2.498961785240463029e-01, -1.179401266376323421e-01, -2.565498080021063609e-01, -9.496194963629281394e-02, 1.393912815596933807e-01, 2.667283464059984621e-01, 1.108675844829066920e-01
1.919000000000000000e+03, 1.863931449335690105e-01, -1.674303361400772128e-01, 3.839299268707298610e-03, 2.716012790083869796e-02, 2.713290755693703246e-02, 1.686072523518591104e-01, 1.964773722594088667e-01, -4.661928225434919248e-02, -2.294006614786954223e-01, -2.733225519285340660e-02, -1.633577906775934285e-01, 1.043669005170540370e-01, -1.528795405482646363e-01, 1.452614011608525102e-01, 3.273410174257634919e-01, -1.262269609698684070e-01
1.920000000000000000e+03, 3.698280747990602135e-01, -3.056019315079731569e-01, -1.029873948529426604e-03, -1.538006721346051042e-01, 3.123579371486165379e-02, 7.798116407529298577e-02, 8.385449165902001886e-03, -2.543673365589015911e-01, 1.667994206338157814e-01, -3.406314239978632669e-02, 2.568397369702140123e-02, -1.382009397274886094e-02, -7.359793683192962510e-02, 2.752937252333423346e-01, 2.982769024279343095e-01, 4.718284842669348556e-02
1.921000000000000000e+03, 2.651063867163424015e-01, -3.005705127852955662e-03, 1.001551948551395593e-01, -1.884230488166547092e-03, -2.601165971827339857e-02, 1.498516534625655983e-01, -2.696157369223038235e-03, 9.618686856522938589e-02, 1.891064511787378735e-02, 3.751296107328249557e-02, 5.419035973575157816e-02, 1.485295217268394006e-03, 2.412472690932575548e-01, 2.005366427552758846e-01, 3.181232851317455368e-01, 1.978566392491700188e-01
1.922000000000000000e+03, 5.244168412816271330e-01, 2.205216073881825778e-02, 1.507295862698074251e-02, -5.025501598838795492e-02, -3.187569034157765324e-02, 1.006285541590984239e-01, -2.158411313832258953e-04, -1.724549362136357511e-01, 1.305525809798000203e-01, 1.204227584059862771e-01, -5.446026880256239940e-03, -9.193816572299909340e-02, -1.263742257467238284e-01, 4.788921286279156087e-02, 2.762315803036964890e-01, -4.437339277567991375e-02
1.923000000000000000e+03, 2.673936302475756754e-01, 1.808808224448212876e-01, -1.157057323880049046e-03, 7.026390559298070770e-02, 9.557936590598300683e-03, 1.210778840642777326e-01, 1.977884757941142727e-02, 7.095622671403882357e-03, -5.324576992859611502e-02, 1.292482834298491479e-01, -1.945563531713203481e-02, -1.889636696523493697e-01, 1.960781692984704672e-01, 5.802434946350802647e-02, 3.372625465511513432e-01, 1.224506096854886469e-02
1.924000000000000000e+03, 1.447990173565141536e-01, 6.918089148040787451e-02, -4.800786599667598853e-02, 1.563816533519205576e-01, -3.527580975854387180e-02, 2.288190272269100337e-02, 9.706108700442679302e-03, -1.778191118049937958e-01, 3.738646905886754829e-02, 7.065850419460220633e-02, -1.357857180873585368e-01, 6.430213529671369166e-02, -1.314976475753851064e-02, 1.141000128447849510e-01, 2.348902942992247000e-01, 2.771825290823282661e-01
1.925000000000000000e+03, 1.958864166695223064e-01, 1.383555027687125571e-01, 1.076250980903392142e-02, -1.126083635856753480e-02, 5.221642116676074308e-02, 1.087752356515785251e-01, 1.148092030567839511e-01, -1.884204627678135249e-02, -3.303162232191507175e-01, 1.334024947525139781e-01, 1.697515206924041578e-02, 7.291036503037728878e-02, -1.560152164715932210e-01, 2.023745669657908697e-01, 2.761305260569010822e-01, -3.841430013678027999e-02
1.926000000000000000e+03, 5.418416773270429837e-02, 3.106483717328983180e-02, 5.015733212845782663e-02, 7.663337920249153890e-02, 2.802395982262088220e-02, 1.430780978380828128e-01, -6.754191146891452835e-02, -1.105818452122923901e-01, -2.474320950283575016e-01, -9.208072187234012107e-02, -8.348168702660372156e-03, -3.672007490755015841e-02, 1.678339358353940214e-01, 2.529576013850419192e-01, 3.352766058076513400e-01, 1.095816227405456596e-02
1.927000000000000000e+03, 1.773670275660325091e-01, -1.227335150469306968e-01, 1.783070975691059337e-02, -4.458756148152415166e-03, -7.839123849121409915e-02, 1.619953711839116073e-01, 1.255675267953510754e-01, -2.498523906901314526e-02, 7.076605369218937069e-02, 1.463808255751781473e-01, 6.369475129244685230e-02, 3.197562735558267394e-02, 6.423939116990463605e-01, 2.038402775576619586e-01, 3.730124335113558232e-01, -4.189060690467177189e-02
1.928000000000000000e+03, 3.694766847719360703e-01, 1.472319139300157752e-02, 6.987650746302949412e-02, 1.977457211562440309e-02, -9.945420898527514500e-03, 1.651110827600553166e-01, 1.506085193378612075e-01, -4.712343046675346314e-02, 2.342349811137477977e-01, 1.274144856900908673e-01, 1.001977191143596929e-01, -2.454204474321149965e-01, -1.243318310283678674e-01, 1.168892278063001777e-01, 2.877487265612215794e-01, 1.245091387108586273e-01
1.929000000000000000e+03, 2.072093612823799613e-01, -6.489570861584650907e-02, 1.660769539136324607e-02, 2.842090850464359941e-02, 3.588946699746739695e-03, 1.898443983066430696e-01, -2.284015347219165992e-01, -9.893076313200374616e-02, -3.841492551431808233e-01, -3.158701188446342744e-06, 5.108163416025440079e-02, -1.230493805705311083e-01, 2.016533337417332761e-01, 2.328629044596030595e-01, 3.058725642758960972e-01, 2.040155301206445990e-02
1.930000000000000000e+03, 1.935432338109621397e-01, -2.325450407306421663e-01, 1.641992660227146669e-02, 8.077856289813532820e-02, 3.526925201236798951e-02, 1.142456919016069938e-01, 3.748320867774108944e-02, -1.593891561191995154e-01, 2.302778700943241275e-01, 8.521978194848402188e-02, -1.028615761834024839e-01, -6.349577974987474782e-02, -1.172027356791183889e-01, 1.540528741051077066e-01, 4.612489697081654239e-01, -4.501621489423564965e-02
1.931000000000000000e+03, 3.299724390447192901e-01, -2.487570897974419881e-02, 1.564511967812324753e-02, 1.360967757526291080e-03, -1.389483151356670290e-02, 1.371884822728276498e-01, 2.165910229498285988e-01, -6.938301619936565467e-02, -8.961676125968424944e-02, 5.812451359027481779e-02, -4.301104970335092176e-02, -2.013379045595528605e-01, -6.048042103351435744e-02, 1.924188340122642560e-01, 1.395034154292507933e-01, 1.782601766732341275e-01
1.932000000000000000e+03, 3.165277718063869705e-01, 1.653787199317931500e-01, 5.733592685764934277e-02, -1.206894825146324207e-01, -5.406953814199556840e-02, 1.966643819716370756e-01, -3.477749540722240018e-02, -9.633948632276381763e-02, -2.743681218802417887e-01, -4.445949477072108635e-02, -1.904028490725074574e-01, -2.760061854210440688e-02, 3.167247773719509829e-01, 2.035540254081360245e-01, 4.390880857841895080e-01, 1.274131969428513866e-01
1.933000000000000000e+03, 2.609350039943544308e-01, -4.771752301580237804e-02, 5.186800844313081693e-02, -6.729272786215970137e-02, -3.914330061646955489e-02, 1.175776572404292758e-01, 2.992906465109858583e-01, -8.289669781855268926e-02, 7.070616943837536306e-02, -9.319203340288630122e-02, 8.855086829466797538e-02, -1.638279818331278281e-01, 8.457442561383518576e-02, 1.299748336011945227e-01, 1.812152327996419121e-01, 6.466857919691616774e-02
1.934000000000000000e+03, 3.068672216700191746e-01, -2.165282733038029483e-01, 2.647900456212529032e-03, -1.004383539542462594e-01, 1.595120986765501819e-02, 1.728023029641510278e-01, 7.009677634234420807e-03, -4.067902175453276536e-02, -3.744070033006098586e-02, -3.455806181071595096e-01, -6.859369002697035533e-02, -1.279936697486306063e-01, -1.999804853569099594e-02, 7.351662668155441172e-02, 3.153843686407530877e-01, 2.151911243110155580e-01
1.935000000000000000e+03, 3.056246852742473541e-01, 1.392557917213958496e-01, 3.963864544556701397e-02, -1.475806653927412837e-01, 2.396569756101677232e-02, 1.686378877723831160e-01, 5.792596355407145930e-02, 2.374771697209509050e-02, 2.963052324815839134e-01, -1.206838697991501202e-01, 8.656510805583207679e-02, -1.542863462674512742e-01, 8.521175589060542288e-02, 3.118128630571830318e-01, 3.181426378625202833e-01, 1.972671325439806778e-01
1.936000000000000000e+03, 7.832271490160215566e-02, -8.388016619352002545e-02, 1.238259494115639264e-01, -5.155311476960976885e-02, -5.320027820842628680e-02, 1.365135369379985031e-01, 9.557657094641330842e-02, -6.845841662171743558e-02, 2.267791198455637869e-01, -3.335013311457337704e-01, 1.189299231354947889e-01, -1.590071888913205944e-01, 1.501084132066848598e-01, 1.069915037854020784e-01, 3.936012668836400552e-01, 1.040349197476347770e-01
1.937000000000000000e+03, 1.971412418574980396e-01, 9.676436152675413349e-02, 1.353009881796827796e-01, -6.619965202097850832e-02, -1.620479928708959405e-02, 2.022061099949877261e-01, -3.605308254540349755e-01, -2.608749537220523274e-01, 7.753547077376707342e-02, -2.496481120049358904e-01, -1.715503544619940701e-01, -2.924123782405766980e-01, -1.607403246955728046e-02, 1.584235629449025906e-01, 1.443064975556990204e-01, 7.913432358708122338e-02
1.938000000000000000e+03, 2.796812485412689675e-01, 1.695837076247584396e-01, 1.363665005626516769e-01, -5.428652673108251558e-02, -4.854669331528777693e-02, 1.656508670243054260e-01, -8.133051318135064989e-02, -3.208158175383595823e-01, -6.296942848188771813e-02, -1.086382649073146522e-01, 9.428997962687361845e-02, -2.046036722805147368e-01, -1.651723483611529375e-01, 1.618177098000806724e-01, 1.842179770207837408e-01, 1.415245387533057286e-01
1.939000000000000000e+03, 1.961578892662230733e-01, -5.397550405758355652e-02, 8.254035198680118035e-02, 4.222675233972326275e-02, -1.962274168847549793e-02, 2.030864768668359244e-01, 2.282545819805441578e-01, -1.476438067800389707e-03, -3.878053668564119399e-02, -1.058384871118785570e-01, 1.441890017301502291e-01, -2.526203667380756412e-01, 1.249763755734865367e-01, 2.594812498551634095e-01, 3.548745864828729557e-01, 2.134526096899053149e-01
1.940000000000000000e+03, 2.464559472604718471e-01, -1.310334563228027493e-01, 7.018686510854386940e-02, 3.088240120129798899e-02, -1.791178607547344245e-02, 1.486556024833283474e-01, 1.167493779076245602e-01, -2.231022619409644692e-01, -3.554236652509270011e-01, 1.080357527453502248e-01, 1.213986638469882473e-01, -1.079752415469948934e-01, 1.964473612987092943e-02, 3.039935165639261229e-05, 1.631351794328005644e-01, 1.252428987850100484e-01
1.941000000000000000e+03, 2.940375061343586394e-01, 8.126489453167586030e-02, -6.824727980025434987e-03, 4.948900162444572898e-02, 7.095550210259643845e-03, 1.930103356896078204e-01, -1.533354321048611690e-01, 1.647983413167920241e-01, -3.476620094711081466e-01, -8.041099387940470189e-02, 1.377905387700472939e-01, -5.973009967538173842e-02, 1.346910970310565836e-01, 1.765750272528801568e-01, 2.492657642055489953e-01, 2.246946835021412792e-02
1.942000000000000000e+03, 1.740566806790661003e-01, -5.027793538181054428e-02, 2.524726897415882632e-02, -8.074198351521857941e-02, -1.602728787725573104e-02, 1.676365380837845642e-01, 5.385441788266479013e-02, 7.984171664784142641e-03, -1.733035274683798199e-01, 8.811088555583583559e-02, -1.231817728024402897e-01, -1.305962646010775177e-02, -4.588332096749498518e-02, 5.282735043793465590e-02, 2.755670428204015643e-01, 1.193576233008625948e-01
1.943000000000000000e+03, 2.156088872750707708e-01, -2.850970748389107245e-01, 6.784878776332248229e-02, 1.641871483051700895e-03, 2.790675414784824296e-02, 1.371968675233468105e-01, 4.653962922667780749e-02, -1.202942952189518973e-02, 8.437525249227914581e-02, -2.358590643934357078e-01, -3.288922284296818405e-02, -2.361209597783754388e-01, -4.706599449958102921e-02, 1.033458912237503469e-01, 3.655274064757904062e-01, 1.709469480122272345e-01
1.944000000000000000e+03, 1.711556358133980160e-01, 3.517994155580317361e-02, 7.694725688355728843e-02, -5.221609956909011030e-02, 4.826952904948568490e-02, 1.730526707306061229e-01, 8.360791966866795710e-02, -1.190481087921815423e-01, 1.155222921007749148e-01, -2.156816412344269296e-01, 8.335119709442395664e-03, -2.108105524681556930e-02, 3.088155749057019950e-01, 3.313589304886091491e-01, 2.931083099194399799e-01, 1.449018109646803554e-01
1.945000000000000000e+03, 1.470130618455108840e-01, 1.790765143397646253e-02, -1.528443133768933593e-02, 5.722809120888556339e-02, 1.775470362238691993e-02, 1.926557610151678757e-01, -1.450670915584489351e-01, -1.446320351716859354e-01, -4.820380147713475560e-01, 2.097729274494085361e-01, -3.978138471033203227e-02, -2.747451143312990562e-01, -2.801020299520818324e-01, 2.712232080170435267e-01, 2.868025101425322188e-01, 1.336186320264394767e-01
1.946000000000000000e+03, -2.996079328244854491e-03, 2.089835263446798153e-01, 8.778821991963009497e-02, -5.040793445568984149e-02, -1.101711099601405258e-02, 9.591689000178922619e-02, 8.183819116683452299e-02, -1.669766703122078644e-01, -2.192918827973804399e-02, 9.163290848901894936e-02, -7.802081194620120140e-03, 5.320685337687879046e-02, 1.403374307117035147e-01, 1.682265004822409427e-01, 3.111344371119150742e-01, 2.696601992440507065e-02
1.947000000000000000e+03, 1.336595352548513860e-01, 7.160360978947553391e-03, 4.638224872518158237e-02, 6.189520696164749897e-02, 3.962690061069425174e-02, 1.304456141537901348e-01, -1.080860073634591079e-01, -1.964699506930132344e-01, 2.186572142949669839e-01, -1.183117984087965341e-01, 3.456694046167466117e-02, 2.524917720392774734e-01, 1.944559612598497633e-01, 7.904328073442605518e-02, 2.661448885385520047e-01, -1.578230514213925517e-01
1.948000000000000000e+03, 1.950868746422289579e-01, -4.358317424536731904e-02, 1.296610892249800140e-01, 4.296958699628725814e-02, 9.641873341763085303e-03, 1.519268851199450931e-01, 4.584051744615245672e-01, 5.640589778681674715e-02, 4.890255731985641147e-02, 9.268630293792098906e-02, 2.490631413370790470e-02, -1.952045861918922168e-02, 1.847845069051128747e-02, -1.247334377698541136e-02, 2.031108946519151748e-01, -1.478349217043312680e-01
1.949000000000000000e+03, -1.887386167157071291e-04, -3.152747951105720238e-03, 9.731417153711244272e-02, -3.657288425543485291e-03, 5.767950624542136917e-02, 2.244456397797682801e-01, -1.724410230729457594e-01, -5.030575830373486268e-02, 1.367444767549895468e-01, -1.097361880108551346e-01, 2.152594675369816080e-01, -3.710342526254638285e-02, 2.896193938194480122e-01, 1.305950823034660035e-01, 2.124807084517788547e-01, -6.604315726242786233e-02
1.950000000000000000e+03, 2.136005785131993018e-01, -2.141428211331178055e-01, 4.629107062338936457e-02, 1.016150829985925236e-01, -6.075863258242988202e-02, 1.145038157235985926e-01, 5.635418807904416655e-02, -1.863662574646077208e-01, 1.075706279766925483e-02, -2.251766149909846526e-01, -2.157968044664173302e-01, -1.434841887235152602e-01, 2.391907433536185623e-01, 1.519394982853355669e-01, 2.843885510258754024e-01, -1.874655609269253523e-02
1.951000000000000000e+03, 1.507165978405650142e-01, 5.996822035586231621e-03, 1.034616197901947476e-01, -1.224919879104729437e-01, -3.197801490524215112e-02, 1.265039218221124528e-01, 1.021051294417087280e-01, 5.030639119312053931e-02, 2.542735286127736916e-01, -6.133134788649055591e-02, 1.342657208193262508e-01, -1.391033451477762146e-02, 6.129691289310100488e-02, 6.507111474153758068e-02, 2.624874929695378278e-01, 1.129702543306630586e-01
1.952000000000000000e+03, 3.384715844594594070e-01, -1.126589347390151430e-01, 6.772977100193615374e-02, 7.963896862184247083e-02, -1.910224899121045969e-02, 2.074754721895154808e-01, -5.616532851970362783e-02, 5.077928161469222323e-02, -3.022912234256953656e-01, -5.341180764526442387e-02, 9.353674604179211191e-03, -2.041912392224188300e-01, -1.363199399547665447e-01, 1.214060533210272463e-01, 2.896529828001923046e-01, -5.238388745291611831e-02
1.953000000000000000e+03, 2.017223811799658262e-01, -7.515525315603151235e-02, 1.494388185103907307e-01, 5.501537882304540633e-02, 4.113636820077488931e-02, 1.516281903227642003e-01, 2.434612585166478771e-01, -1.569574697098866101e-02, -6.333368637911847010e-01, -8.335895692325139342e-03, 8.169308333915412113e-02, -1.208993301787414931e-01, 2.692764570009755221e-01, 2.662666330579571694e-01, 3.170798436031634360e-01, -5.555732684978684915e-02
1.954000000000000000e+03, 4.006600648017268340e-01, -5.034971857987141641e-02, 1.183042143899081244e-01, -1.143545708774836578e-01, 8.509280910713203083e-02, 1.944879333813647471e-01, -1.119081523865280287e-01, -1.639932927761227066e-01, 9.868591139213038488e-02, -7.014850390799373669e-02, 1.279579653222336078e-01, 8.238662423135442725e-02, 1.155224829930167202e-01, 1.815604935143931287e-01, 4.320080242545584204e-01, 1.327387538958868796e-01
1.955000000000000000e+03, 1.568646950957419128e-01, 5.524938315566807479e-02, 1.106394347086718383e-01, -9.375884328467190554e-02, -3.998730133395216740e-02, 1.091349089423859497e-01, -1.349458243514386202e-01, -1.569305895386289007e-01, -9.780299864487188022e-02, -3.422590588400004630e-01, 6.412251488704619196e-02, -6.773334660212414204e-02, 1.927981271865862947e-02, 4.922065248319523051e-02, 2.601887063841775705e-01, 1.771024711071483501e-02
1.956000000000000000e+03, 2.763167446322683518e-01, 2.047274249963430826e-01, 3.676261928657163086e-02, -3.515612939540185833e-02, 5.488122368535870016e-02, 1.015833620865742026e-01, -1.010788869501141329e-01, 1.444070891440471993e-03, 1.833561016223316797e-01, 1.683794969164643662e-01, 6.776643715624605657e-02, -1.785226464780020061e-01, 3.137774018963818690e-01, 4.491678529317683077e-01, 2.778671633477282077e-01, 1.900387744861519179e-01
1.957000000000000000e+03, 2.445459945201498564e-01, -5.630565015092120484e-02, -6.100527816960724450e-03, -1.603532603961375647e-01, -3.676875336750595052e-02, 6.300802685719276985e-02, 1.465149109752184320e-01, 1.689384765701311755e-02, 2.244783914510128930e-02, 4.895984681478176420e-02, -1.192440269974784778e-01, -1.411468777347633652e-01, -8.363762704124919067e-02, 6.185854995462837513e-02, 3.108426714728499962e-01, -6.766502706320334792e-02
1.958000000000000000e+03, 1.710264236193028420e-01, 9.084306000499217659e-02, 6.100467280031489359e-02, 8.936304879130109458e-02, -3.040468895305313904e-02, 1.724342448132475947e-01, -4.400400468250569887e-03, -1.753924873545839314e-01, -7.326691588347147843e-02, -3.275957079386633275e-01, -2.553896348124794491e-01, -1.114469499942964820e-01, 1.811134258444989098e-01, 2.728834849744918301e-01, 4.432250884072720942e-01, 1.982316294564672454e-01
1.959000000000000000e+03, 2.092652069821627769e-01, 3.326387251567690384e-02, 2.252775872047277014e-02, -6.115395405549631930e-02, -7.154069143233568982e-03, 1.877300545006916344e-01, -3.547818552892431383e-03, -4.827604053830045552e-03, -4.095346101913707737e-02, 9.661622493579039017e-02, -1.941468381667542931e-01, -1.039788974981863817e-01, -1.417705751943525994e-01, 1.466601429603814899e-01, 2.360839651490315716e-01, 3.129984530779780089e-02
1.960000000000000000e+03, 2.691483737315126246e-01, -1.438209165031066050e-01, 5.791077912450839915e-02, -8.198833527418641909e-02, 1.540958282506744818e-02, 1.426267028386659641e-01, -1.078004983792069521e-01, -4.279343344567075325e-01, -2.492074066749516703e-01, -2.240395129274972419e-01, -2.679911271748667834e-01, -2.496080401350187772e-01, 9.670966036263192733e-02, 2.493251411681998153e-01, 2.725333958827828029e-01, 4.439981098143007399e-02
1.961000000000000000e+03, 1.580261243766663826e-01, -2.900879770099697441e-01, 4.890109322052481333e-02, 9.811484751532396908e-02, 2.780427553700043006e-02, 1.285735278386233860e-01, 1.810340550839056569e-03, -2.545516991751766156e-01, -1.473104877758006082e-01, 1.050697024816027864e-01, -1.339305787822891169e-01, -3.142722690888420378e-01, 2.526792453609533751e-01, 3.100091850692830442e-01, 2.486025158519429012e-01, 5.205719118220323433e-03
1.962000000000000000e+03, 1.086587287238702376e-01, -2.714165962027962342e-01, 1.097247724352136133e-01, -1.454547546690491133e-01, -5.036978983052648601e-02, 5.925322257578806429e-02, -2.209264960521285098e-02, -3.932576191375895119e-02, 1.068416073754306361e-01, -7.081504834124234538e-02, 1.266387594736902433e-01, 1.911145997541559630e-02, 2.298274947432886114e-02, 1.640132498084251877e-01, 1.872923332338966296e-01, 3.629577710260044332e-02
1.963000000000000000e+03, 1.664273747923176727e-01, -2.324287164659452898e-01, 1.260534531741599185e-01, -8.118837559920030755e-02, -1.846170662785525177e-02, 1.797877740811982261e-01, 8.112466263371173603e-02, 1.051021705382464047e-04, 9.373667174845018435e-02, -8.402659931723144293e-02, 6.752894345123300335e-02, -2.061483090644704863e-01, -1.407488323897755633e-01, 2.604697006404556037e-01, 2.589336842640312941e-01, 1.401747239032500314e-01
1.964000000000000000e+03, 2.129241344061821584e-01, 1.019037574439855542e-01, 1.564090094685617882e-01, -1.441807976769359234e-01, -1.454572839442757996e-02, 1.466433435347419267e-01, 7.934065859518628361e-02, 4.075065162118309686e-02, -2.156618604323380997e-02, -1.391755526569028178e-01, -2.876792316497030905e-02, -2.517699152602855817e-01, -1.203117424775857758e-01, 1.562734789101604960e-01, 2.491551908123769421e-01, 9.008872802390769513e-03
1.965000000000000000e+03, 1.247045219938277411e-01, -3.459645188689246531e-01, 1.637744410967644781e-01, -5.253716935332033294e-02, -3.628647802264001881e-02, 1.383512612212959014e-01, -1.355212614825270778e-01, 1.783784297166221555e-01, -2.218934101184871083e-02, -8.850871885667519964e-03, 7.112898035345613379e-02, -2.400667331725872544e-01, 2.188597262864595272e-01, 1.348557759195765093e-01, 3.900784877659180805e-01, 7.620234502900165297e-02
1.966000000000000000e+03, 2.701283916529533258e-01, -1.565333711628744962e-01, 1.584560691680670930e-01, -1.197300194380516297e-01, -2.963484139945320173e-02, 8.757545101318632563e-02, 7.846715122108170737e-02, -3.553419867740451044e-01, -8.351674887765329902e-02, -5.301050651697606503e-02, 4.049381108552696507e-02, -2.059493372537779254e-01, -9.623467065217554406e-02, 1.870715915244624827e-01, 2.570980143626668268e-01, 5.523774414589383182e-03
1.967000000000000000e+03, 1.636335184702515377e-01, 2.316805864318920855e-02, 1.868314856464186047e-01, -9.051848276287988160e-02, 4.342594490678509944e-02, 4.725293611894779838e-02, 2.016456612369430523e-01, -2.562921533916501238e-02, 2.679029522123093504e-02, -6.419598589909698561e-01, -3.116907497990182851e-01, -1.698082318647484712e-01, 2.064421594311284247e-01, 1.315126888215454037e-01, 3.959642918095917508e-01, -1.045611451409807768e-01
1.968000000000000000e+03, -3.676098538172932473e-02, -2.749276537187324010e-01, 1.403675792311877835e-01, 8.650183919839961322e-02, -8.240576890503618912e-02, 8.741626666011363678e-02, 1.219022843677464718e-01, -2.851607846611297070e-01, -2.491293727890507848e-01, -2.106681246669794005e-01, 5.086905243172770708e-02, -3.904025542105671320e-01, -9.442719604576049405e-03, 3.309602016808056990e-01, 3.262809046201479157e-01, -1.311756965245150230e-01
1.969000000000000000e+03, 2.786524990952198855e-01, -8.647107660229026715e-02, 1.400056786010597243e-01, 8.407944758486009251e-02, -8.385281850332436046e-03, 1.065734993004801984e-01, -9.899213972589859800e-02, -1.665176018023318827e-01, -2.451509297700483758e-01, -3.963303757550804690e-02, -1.990620376501717470e-01, -3.686795725986794503e-01, 4.177997634312721753e-02, 1.967934637669934150e-01, 3.305845697781477632e-01, -1.086277002443618578e-01
1.970000000000000000e+03, 5.297412664311963032e-02, -2.052159107072916433e-01, 1.751307978214000916e-01, -1.642387036335805073e-01, -3.777906297445125100e-02, 8.599858208018155981e-02, -1.118858059946728767e-01, -4.716873025719364176e-01, -5.509150333636135544e-02, 7.833625714984286670e-02, -2.971611761921034711e-01, -3.812863301045577025e-01, -3.049097314577141685e-02, 1.687506905299996640e-01, 3.982856357886243592e-01, -1.022834231994870502e-01
1.971000000000000000e+03, 2.158980851573819859e-01, 1.669465765920944561e-02, 1.700896435077150493e-01, 6.280224648270555342e-03, -5.048734056276174553e-02, 1.305772842472999531e-02, 7.084534201210408721e-02, 1.427448524334598012e-01, -1.321965267045747267e-02, -1.710925485202391128e-01, -2.510571023430706594e-01, -4.892653481830414597e-01, 5.500236368284353028e-02, 2.884888899972744558e-01, 3.674865374264447704e-01, 7.364835739197969026e-04
1.972000000000000000e+03, 1.494671236940887660e-01, -1.186050266052386948e-01, 7.637105593709812845e-02, -3.886377883354476953e-02, -5.310408426570309426e-02, 7.890764699793258174e-02, 1.728908210483685315e-01, -2.023019744553527371e-02, 2.952673330565978582e-01, -3.478421353451762732e-01, 5.286865988103520153e-02, -3.703055933011146772e-01, 1.362059890718211597e-01, 1.963055250730275647e-01, 3.780886901880117779e-01, -1.262311441312067850e-01
1.973000000000000000e+03, 1.837832506365963958e-01, -2.339645061102685678e-02, 1.039631189224982655e-01, -2.987261510895317107e-02, -1.123593650459065243e-02, 1.256699496132189509e-01, 1.571164583766575806e-01, -4.260890689222852218e-03, 1.728306744669179662e-01, -2.734859868472322431e-01, -2.450401422794540665e-02, -2.665956173304266930e-01, -2.815653696607886003e-01, 3.415564133368643729e-01, 2.351791474124626524e-01, -3.774066572271572717e-02
