year, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, MIROC-ES2L, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg
1.925000000000000000e+03, 5.991730429133178859e+01, 9.617472001340569676e+00, 1.407972674801617918e+00, 6.042063028530401425e+01, 6.748609491730884535e+00, 7.423974593954160639e+01, 9.633769837590577367e+00, 5.914152698498953242e+01, 1.179130463466946210e+01, 8.450226152150966286e+00, 8.299179052379356492e+00, 7.933778778297109646e+00, 1.476345428414822436e+01
1.926000000000000000e+03, 6.000369585297224262e+01, 9.533040243156813531e+00, 1.410376138820204517e+00, 6.048128271055543337e+01, 6.869322097938939997e+00, 7.430360162010101988e+01, 9.642397497593531597e+00, 5.918750513786943657e+01, 1.172632264161094540e+01, 8.437286970286173471e+00, 8.400437550080573246e+00, 7.930971661056850586e+00, 1.422368534805819529e+01
1.927000000000000000e+03, 6.011318830449571493e+01, 9.513065352690656340e+00, 1.464721041067979401e+00, 6.046774034558077915e+01, 6.864710283368554933e+00, 7.439506426953752793e+01, 9.646234751989670286e+00, 5.920167760297314885e+01, 1.172482706312855250e+01, 8.374991314244608631e+00, 8.491907722035945127e+00, 7.932824239661566246e+00, 1.401905947716492307e+01
1.928000000000000000e+03, 6.024961469777800716e+01, 9.578056655994281243e+00, 1.440305081433005618e+00, 6.065113441536482242e+01, 6.859837896640788024e+00, 7.437229986381349534e+01, 9.665839660190396643e+00, 5.924289074591306559e+01, 1.179520876385148931e+01, 8.319356757786804835e+00, 8.449371157470823235e+00, 7.955620710591346345e+00, 1.417446120698326517e+01
1.929000000000000000e+03, 6.023894016236955196e+01, 9.644550853073756258e+00, 1.429103453447805538e+00, 6.071259034081084849e+01, 6.883383338940935126e+00, 7.433306637675391926e+01, 9.702634117172092232e+00, 5.926755369529121253e+01, 1.184041162512205680e+01, 8.343806284476320556e+00, 8.424846136383299822e+00, 7.978469842274427570e+00, 1.419513675393390173e+01
1.930000000000000000e+03, 6.035851192981031943e+01, 9.599517539444109460e+00, 1.428378073302826401e+00, 6.074368718346224227e+01, 6.928409681936211761e+00, 7.430703990844344276e+01, 9.727041316446420893e+00, 5.919874032292971577e+01, 1.181549501992209628e+01, 8.414870612557130869e+00, 8.369831029487098562e+00, 8.002133585030009044e+00, 1.406094651723057254e+01
1.931000000000000000e+03, 6.040602001790242070e+01, 9.638718323199936933e+00, 1.461356194615978099e+00, 6.081478509180058722e+01, 6.998489342679694580e+00, 7.428110883756528438e+01, 9.739893180010820828e+00, 5.918897721967851311e+01, 1.183090186912594000e+01, 8.379871792120830776e+00, 8.281614421803586978e+00, 8.032239235501753782e+00, 1.465378080589252185e+01
1.932000000000000000e+03, 6.045779018186904352e+01, 9.717586036595850629e+00, 1.442347279943596572e+00, 6.072525248498939021e+01, 7.023661919022264222e+00, 7.428983256045073347e+01, 9.756385667806393158e+00, 5.926399304964201775e+01, 1.183384457796742595e+01, 8.330358641144067988e+00, 8.190142316475087725e+00, 8.058682790758155079e+00, 1.447237893726689428e+01
1.933000000000000000e+03, 6.050457063722729600e+01, 9.787120562397310763e+00, 1.414126563074969756e+00, 6.061176956834729879e+01, 7.015736791910936354e+00, 7.429288344178257830e+01, 9.789540720882262903e+00, 5.925388042833417046e+01, 1.184514445807480421e+01, 8.212049979353306384e+00, 8.264918349325970581e+00, 8.084644217877050565e+00, 1.430035218527845942e+01
1.934000000000000000e+03, 6.060173790272940408e+01, 9.742717214766935641e+00, 1.396580066720033875e+00, 6.062699385909461114e+01, 7.040851530246786893e+00, 7.430555775686741526e+01, 9.826169402529865593e+00, 5.936058926809844394e+01, 1.187272373747491372e+01, 8.178133867224712361e+00, 8.312389916328857709e+00, 8.114929266749783210e+00, 1.420323264848069478e+01
1.935000000000000000e+03, 6.065614775008545223e+01, 9.793888911889268911e+00, 1.413988338503299191e+00, 6.059332887006173252e+01, 6.882463632143309695e+00, 7.436049852583563791e+01, 9.834834455021756128e+00, 5.936102307005176471e+01, 1.183740510758148190e+01, 8.071163936795608507e+00, 8.241169594913225538e+00, 8.133426242501933245e+00, 1.429324877821445661e+01
1.936000000000000000e+03, 6.079173943593519880e+01, 9.800155341726599190e+00, 1.475458181944997005e+00, 6.060180200280072427e+01, 6.754281788786545171e+00, 7.441541996910351031e+01, 9.860245173645553862e+00, 5.938601118590051442e+01, 1.180590857288687445e+01, 8.137996014935039213e+00, 8.252495147034586864e+00, 8.147489843481274363e+00, 1.461903887354295861e+01
1.937000000000000000e+03, 6.077923709979589262e+01, 9.771879287274341408e+00, 1.433024560800969516e+00, 6.069424623833338472e+01, 6.672221737382034057e+00, 7.449299617777226956e+01, 9.872833615224404724e+00, 5.938844963264984500e+01, 1.173084944462579493e+01, 8.239498263050329285e+00, 8.242206009932472099e+00, 8.168856053294424768e+00, 1.499963066446812299e+01
1.938000000000000000e+03, 6.077542411882994600e+01, 9.831745967260898666e+00, 1.420543311710779300e+00, 6.077561483804692699e+01, 6.589607485090676064e+00, 7.455078962234608753e+01, 9.934045194109616617e+00, 5.928215076564703168e+01, 1.164110500478660448e+01, 8.244432176419543623e+00, 8.294019691190918309e+00, 8.198777846957293391e+00, 1.518448905746283728e+01
1.939000000000000000e+03, 6.086105846635794592e+01, 9.663945829908298535e+00, 1.431194606568903849e+00, 6.076883972944587953e+01, 6.514817523162164115e+00, 7.456283112600154084e+01, 1.000725528568454514e+01, 5.921130971542415011e+01, 1.161595710591416264e+01, 8.293245414198819887e+00, 8.378973292420351271e+00, 8.247333831487592803e+00, 1.525380182925192685e+01
1.940000000000000000e+03, 6.095602667810423014e+01, 9.589141209871822724e+00, 1.406561815387670000e+00, 6.078741241747172097e+01, 6.419005966108885630e+00, 7.462496103176934525e+01, 1.006113578283670407e+01, 5.923377491509334192e+01, 1.165362341479418085e+01, 8.357644051946977015e+00, 8.466684265219253547e+00, 8.301136708191688030e+00, 1.533342898567348733e+01
1.941000000000000000e+03, 6.092229581921927917e+01, 9.606612232830070042e+00, 1.384899473743134823e+00, 6.085323521501411648e+01, 6.426756395126182575e+00, 7.469026013949314802e+01, 1.009770618517801033e+01, 5.922964687643759873e+01, 1.167833323756124564e+01, 8.397964138505638942e+00, 8.427262919866910451e+00, 8.343041450885859689e+00, 1.488859169269093385e+01
1.942000000000000000e+03, 6.102494004624503532e+01, 9.632449433452913823e+00, 1.385902584746911748e+00, 6.091444451236620239e+01, 6.454628663349690321e+00, 7.478213016749063513e+01, 1.009509360829483349e+01, 5.917090695380714749e+01, 1.165284122062893424e+01, 8.452207376288122020e+00, 8.462520510455131983e+00, 8.366059555852119800e+00, 1.476528923077394495e+01
1.943000000000000000e+03, 6.104319640613855569e+01, 9.794940375985049741e+00, 1.355666632298305085e+00, 6.092542355686580891e+01, 6.586391058653999764e+00, 7.483784430344393002e+01, 1.008476726518734701e+01, 5.915930162775949697e+01, 1.168574187528826691e+01, 8.516445922260732715e+00, 8.451686015468720115e+00, 8.381815313995057082e+00, 1.479696524803846103e+01
1.944000000000000000e+03, 6.108747009101389835e+01, 9.796400634381035033e+00, 1.381391690078739742e+00, 6.097671153166520241e+01, 6.592720335899215911e+00, 7.485962772679499722e+01, 1.010724627486476379e+01, 5.914487065680806666e+01, 1.170330644067115244e+01, 8.548433932588197948e+00, 8.347086660898529686e+00, 8.389511494880030895e+00, 1.484382441226935789e+01
1.945000000000000000e+03, 6.123078691357391534e+01, 9.825856622102850935e+00, 1.423163271301857824e+00, 6.098221359777838302e+01, 6.483333185893729755e+00, 7.489643207379474177e+01, 1.014879155175378855e+01, 5.923118280439719285e+01, 1.164812056525555484e+01, 8.521494274098644794e+00, 8.282369447883977998e+00, 8.403078753594288131e+00, 1.489040962893592379e+01
1.946000000000000000e+03, 6.128984314001400691e+01, 9.774608565558750684e+00, 1.396595655428049865e+00, 6.094137430126206567e+01, 6.406580586447376824e+00, 7.506657685756412945e+01, 1.013966828936318620e+01, 5.925350470898320765e+01, 1.163832672247374589e+01, 8.512267555522328166e+00, 8.285894197112014581e+00, 8.405405547996767979e+00, 1.456501780178637517e+01
1.947000000000000000e+03, 6.130501129472557409e+01, 9.780283084430172025e+00, 1.377026214020803829e+00, 6.097750143901541975e+01, 6.482299503973320220e+00, 7.522853095437443471e+01, 1.015975464151522978e+01, 5.920057049525969717e+01, 1.162542345231194041e+01, 8.465406707869746583e+00, 8.372366137201463943e+00, 8.413335846050998157e+00, 1.468790991405172086e+01
1.948000000000000000e+03, 6.128386286372260372e+01, 9.532605013244291214e+00, 1.412852531856799487e+00, 6.109844453742533688e+01, 6.581890122478725402e+00, 7.531232993891157435e+01, 1.016018603613590088e+01, 5.918764472828036816e+01, 1.164307629220341944e+01, 8.428155144963049850e+00, 8.428531749043816745e+00, 8.402714555050044609e+00, 1.476867631496783950e+01
1.949000000000000000e+03, 6.121241246047200946e+01, 9.408961652348532212e+00, 1.441970762529403371e+00, 6.126525216424179376e+01, 6.705969323224742595e+00, 7.532038755092705173e+01, 1.019929442934235198e+01, 5.934827929614105102e+01, 1.161729088348236338e+01, 8.381404890540961716e+00, 8.359397075356623574e+00, 8.408405827785095710e+00, 1.481576941620063437e+01
1.950000000000000000e+03, 6.127567879719046573e+01, 9.626272807470492410e+00, 1.466443488772023018e+00, 6.141663626781001994e+01, 6.738368644825076359e+00, 7.536394888451611962e+01, 1.022617936727917431e+01, 5.932410526060113654e+01, 1.152792054631312446e+01, 8.419900779425940840e+00, 8.352306328517501655e+00, 8.438579695483406695e+00, 1.493671999834677067e+01
1.951000000000000000e+03, 6.136112974488147387e+01, 9.807278708528956557e+00, 1.412107240731838242e+00, 6.151962082586523195e+01, 6.680398969818077681e+00, 7.542308915269802583e+01, 1.024800392463318843e+01, 5.934875545610008629e+01, 1.157971327333178024e+01, 8.377380740932050429e+00, 8.367582720697074095e+00, 8.482081542155560427e+00, 1.526792732907013672e+01
1.952000000000000000e+03, 6.134475760714301629e+01, 9.693058065022004399e+00, 1.380991589165091682e+00, 6.152499290810280286e+01, 6.683458486637066542e+00, 7.552099952094906143e+01, 1.028679175665664935e+01, 5.936573522944354409e+01, 1.160893358115177598e+01, 8.419327089493247485e+00, 8.318806801980485943e+00, 8.497151059641973703e+00, 1.582535803289257359e+01
1.953000000000000000e+03, 6.137334990245131650e+01, 9.716026432928599021e+00, 1.351498273546869910e+00, 6.151231049271528661e+01, 6.606720543738883400e+00, 7.556961531942862109e+01, 1.031174450959098543e+01, 5.934265995090371604e+01, 1.165138867631634412e+01, 8.472818591384230658e+00, 8.194281088193978491e+00, 8.524653145908390073e+00, 1.530790917359889214e+01
1.954000000000000000e+03, 6.154022187430068414e+01, 9.805756535768249904e+00, 1.369966277287254508e+00, 6.165249008172089162e+01, 6.587874223408375585e+00, 7.553707494242026144e+01, 1.035135340554313821e+01, 5.940363271981666315e+01, 1.168892902548646617e+01, 8.487623670747794336e+00, 8.205420808448563363e+00, 8.552437732694340156e+00, 1.503715202554109709e+01
1.955000000000000000e+03, 6.157229588561540368e+01, 9.893923904164687144e+00, 1.434338141823257695e+00, 6.181522081504288479e+01, 6.528296816450501971e+00, 7.555547025007224704e+01, 1.039442179821420531e+01, 5.939208053061288695e+01, 1.169663942560755387e+01, 8.548870309315555360e+00, 8.185604892652417419e+00, 8.562547106951845066e+00, 1.507930108496984367e+01
1.956000000000000000e+03, 6.156617985355286038e+01, 9.723911724725969208e+00, 1.465262641034956959e+00, 6.182490599853996116e+01, 6.378786448807718834e+00, 7.558794038240161228e+01, 1.044168326564118132e+01, 5.933587774910090218e+01, 1.174448911463395007e+01, 8.652096675529518777e+00, 8.260898216327975163e+00, 8.552869831299119596e+00, 1.504454688779525640e+01
1.957000000000000000e+03, 6.174990345130365199e+01, 9.720643935670539193e+00, 1.469365472077208912e+00, 6.180667578494477965e+01, 6.440708515350493713e+00, 7.569071277943979226e+01, 1.046268157254221975e+01, 5.932142708939177567e+01, 1.183553664263863325e+01, 8.709405617758465112e+00, 8.387834310282892503e+00, 8.580062280586874479e+00, 1.536175116915886285e+01
1.958000000000000000e+03, 6.170943493268324431e+01, 9.805153372959667379e+00, 1.435770162079405443e+00, 6.183543687862514560e+01, 6.486895307790470966e+00, 7.572114304986848765e+01, 1.045996603974269945e+01, 5.932916820756000931e+01, 1.175897156706929358e+01, 8.724456286864009869e+00, 8.463540749253446904e+00, 8.592508873313754236e+00, 1.549457786729487907e+01
1.959000000000000000e+03, 6.186510354625822572e+01, 9.800705107211731715e+00, 1.414319277936729069e+00, 6.195500557493456739e+01, 6.485548795404056932e+00, 7.578748422334724921e+01, 1.048987133653747605e+01, 5.937161169931748361e+01, 1.172300563355827308e+01, 8.676090800329646413e+00, 8.519723240190424818e+00, 8.631585020248779827e+00, 1.559307947247791581e+01
1.960000000000000000e+03, 6.191187609725754015e+01, 9.848542828901912571e+00, 1.411960238459843753e+00, 6.213917985935197663e+01, 6.553650557678185606e+00, 7.583998640051059681e+01, 1.048557359495542585e+01, 5.942166992470226461e+01, 1.175110835434464107e+01, 8.454055302479110523e+00, 8.558151742536404427e+00, 8.651453759466875226e+00, 1.538183363680369276e+01
1.961000000000000000e+03, 6.197068269951313368e+01, 9.937603368274524840e+00, 1.431256322351261101e+00, 6.221839173025214365e+01, 6.524765875203604182e+00, 7.593931063047514840e+01, 1.052337533781853551e+01, 5.938874117182771073e+01, 1.168917999812168418e+01, 8.154709360511178673e+00, 8.472045661781615777e+00, 8.661116121378382715e+00, 1.512067119327407916e+01
1.962000000000000000e+03, 6.210565445995315059e+01, 9.763882130189060149e+00, 1.461706656345105770e+00, 6.228694511597480954e+01, 6.630798620704574375e+00, 7.608646900784283673e+01, 1.052624677137893450e+01, 5.937722841537024721e+01, 1.162455550484713385e+01, 8.098153751922128052e+00, 8.254115555463279463e+00, 8.670823420042545138e+00, 1.513713080785957921e+01
1.963000000000000000e+03, 6.214336241469021616e+01, 9.640906332191267580e+00, 1.462159943917204163e+00, 6.247516409563309736e+01, 6.703922369115033142e+00, 7.617037438782223546e+01, 1.054059256126739541e+01, 5.938073079651182695e+01, 1.159293932345408429e+01, 8.117563507743060569e+00, 8.089305182778039338e+00, 8.665150668610536400e+00, 1.539878556362335082e+01
1.964000000000000000e+03, 6.220591401777269169e+01, 9.621174246012765607e+00, 1.479577244431633742e+00, 6.255385259943913212e+01, 6.700733270510957240e+00, 7.623243132652360998e+01, 1.058087626578763896e+01, 5.944853785614626673e+01, 1.168571565714046478e+01, 8.164436159035227902e+00, 8.009749712373949393e+00, 8.654845151554109606e+00, 1.552147957544801571e+01
1.965000000000000000e+03, 6.222352951693937229e+01, 9.735579585143243619e+00, 1.475476536685228268e+00, 6.256064651136967569e+01, 6.651479801108095558e+00, 7.637517952129419996e+01, 1.061562293972765936e+01, 5.947796444674517602e+01, 1.173592885783542350e+01, 8.173453624326912248e+00, 8.110865024052477779e+00, 8.682832683625452574e+00, 1.558594248779427005e+01
1.966000000000000000e+03, 6.225665317863828108e+01, 9.829047976491830596e+00, 1.480638959604007932e+00, 6.257417383637326225e+01, 6.677945675269076453e+00, 7.651377366219145415e+01, 1.065238629774759005e+01, 5.946490528388096664e+01, 1.170659614575222562e+01, 8.301053324620108143e+00, 8.065480052803733813e+00, 8.712064619412384303e+00, 1.545922786327441045e+01
1.967000000000000000e+03, 6.228416168686865007e+01, 9.865245615289438774e+00, 1.453621718785204520e+00, 6.243469826243681808e+01, 6.645426708841044139e+00, 7.664432166051373940e+01, 1.071901493480085854e+01, 5.951705854647246952e+01, 1.169435459513293019e+01, 8.413057443883012354e+00, 7.939921057890393818e+00, 8.743343448888881042e+00, 1.552461653504256489e+01
1.968000000000000000e+03, 6.234615894955194904e+01, 9.936030002173369624e+00, 1.480390366648569822e+00, 6.239892214351320376e+01, 6.436019128437346914e+00, 7.669389030280930797e+01, 1.075467019192588580e+01, 5.956188260613644303e+01, 1.165267453084753946e+01, 8.282598927977252501e+00, 7.973470157554715776e+00, 8.725047615286436908e+00, 1.575885847452207500e+01
1.969000000000000000e+03, 6.246259414114137343e+01, 9.844605692185451673e+00, 1.447694271920733300e+00, 6.246055238778487251e+01, 6.342604081057873877e+00, 7.667117094699716517e+01, 1.078931870535448212e+01, 5.958870216004937959e+01, 1.157020544553802566e+01, 8.217117982965099543e+00, 7.861846043202639578e+00, 8.751782840516989737e+00, 1.542299561007207842e+01
1.970000000000000000e+03, 6.254148942757202434e+01, 9.798031218624126737e+00, 1.474685145436227751e+00, 6.246241249494249104e+01, 6.222636320423506895e+00, 7.675289804766980239e+01, 1.083875212677624056e+01, 5.957859446970479667e+01, 1.154039765423476815e+01, 8.132419057043312804e+00, 7.845757524552374740e+00, 8.749072616867024976e+00, 1.510465748278769382e+01
1.971000000000000000e+03, 6.253259904061783203e+01, 9.640717378641312507e+00, 1.467621818843426684e+00, 6.245120462848084486e+01, 6.289941365555462127e+00, 7.685243210623332288e+01, 1.090526165970400108e+01, 5.954264001210479051e+01, 1.150935016820588963e+01, 8.042941807247489194e+00, 7.788920163052315715e+00, 8.758171624386932308e+00, 1.493449207937363177e+01
1.972000000000000000e+03, 6.269273497307582943e+01, 9.595968404345853742e+00, 1.411003117850694988e+00, 6.249713843136721181e+01, 6.290845859229299286e+00, 7.687057628034034451e+01, 1.096229595530063783e+01, 5.957692208535618050e+01, 1.152933945778428892e+01, 7.909920762641315939e+00, 7.856898289352282738e+00, 8.771567911717568222e+00, 1.503031647617589250e+01
1.973000000000000000e+03, 6.275209246295927557e+01, 9.546736992401864796e+00, 1.425823171868557004e+00, 6.253986595322104591e+01, 6.264715731886515648e+00, 7.689243549792844590e+01, 1.097410042939774577e+01, 5.961173730800362591e+01, 1.149891930599157241e+01, 7.918017522711050304e+00, 7.841081692858528740e+00, 8.785210818072606287e+00, 1.540688351077091234e+01
1.974000000000000000e+03, 6.282987777469642054e+01, 9.572798165084005717e+00, 1.437357114698222249e+00, 6.258887469462637654e+01, 6.222953907246814076e+00, 7.703860594535748874e+01, 1.099737927206336074e+01, 5.966152654122630850e+01, 1.151148281428870490e+01, 7.976527235996543119e+00, 7.731403500068079637e+00, 8.780465484676909682e+00, 1.538831226721248591e+01
1.975000000000000000e+03, 6.300723610505550454e+01, 9.757540648578032716e+00, 1.436768943792217534e+00, 6.257187882222249442e+01, 6.196442870894183663e+00, 7.722984636763733590e+01, 1.102448381103500452e+01, 5.976939732084014167e+01, 1.153745209451732023e+01, 7.893084802252804622e+00, 7.702178633486635562e+00, 8.777648093423007225e+00, 1.543498332909372550e+01
1.976000000000000000e+03, 6.318093282063690452e+01, 9.885090771187947212e+00, 1.472185985040327383e+00, 6.252931616294640804e+01, 6.113774278477372981e+00, 7.742487786052240040e+01, 1.104763982833470237e+01, 5.985372374024747444e+01, 1.151993189518842620e+01, 7.790078824546452729e+00, 7.694793105779996978e+00, 8.779392646778470422e+00, 1.567274784365660167e+01
1.977000000000000000e+03, 6.324345091597339774e+01, 9.853371844638745713e+00, 1.491085746516902288e+00, 6.240743352582485670e+01, 6.082277572588673742e+00, 7.743075129360475728e+01, 1.107913051920135317e+01, 5.986382551869110813e+01, 1.149874151352875984e+01, 7.862331856428358634e+00, 7.746063398487149421e+00, 8.796930231477155360e+00, 1.567550368295693275e+01
1.978000000000000000e+03, 6.320689363376163072e+01, 9.760719096149346186e+00, 1.452002479298662774e+00, 6.234954716872295677e+01, 6.108096470622394136e+00, 7.745724341772466914e+01, 1.111463744182816349e+01, 5.978081573977330976e+01, 1.143083341964092625e+01, 7.922996513565135679e+00, 7.940703775042931234e+00, 8.801167994369940573e+00, 1.555897153546953682e+01
1.979000000000000000e+03, 6.325246040056485697e+01, 9.750149863193408706e+00, 1.442013791149333146e+00, 6.238012475255775513e+01, 6.125872527992471284e+00, 7.752195425834403864e+01, 1.116422576886471063e+01, 5.969006924987989038e+01, 1.134497242139679152e+01, 7.792493799080508765e+00, 7.997337084112623451e+00, 8.768479501078777716e+00, 1.544701536990738333e+01
1.980000000000000000e+03, 6.345306988664290060e+01, 9.669900042961071307e+00, 1.435243621199774777e+00, 6.239253318514485613e+01, 6.111422994557955235e+00, 7.754398512404918620e+01, 1.118183449462531698e+01, 5.965454715465247659e+01, 1.135379826376832391e+01, 7.671394497746643282e+00, 7.964702093780648084e+00, 8.757853908466644910e+00, 1.575076905341248157e+01
1.981000000000000000e+03, 6.355119571204995310e+01, 9.640189075324174794e+00, 1.436052124606349123e+00, 6.237648266971397248e+01, 6.080355157217012696e+00, 7.759629093027703561e+01, 1.126156747462006535e+01, 5.971105853041352418e+01, 1.131829784109511472e+01, 7.709831246985923592e+00, 7.782803309228484956e+00, 8.801491829452121607e+00, 1.575159331412337771e+01
1.982000000000000000e+03, 6.369849994946893190e+01, 9.641207250246161209e+00, 1.482730617383994254e+00, 6.244354969033527425e+01, 6.177919321076506876e+00, 7.757126943546580833e+01, 1.132326272279195400e+01, 5.980609457659065242e+01, 1.126917491577971298e+01, 7.696369508780571245e+00, 7.651743796216373461e+00, 8.821540526570949226e+00, 1.586504555068725431e+01
1.983000000000000000e+03, 6.385681981961359810e+01, 9.734664696190655775e+00, 1.497393949251231593e+00, 6.256371531765185523e+01, 6.228947843068151968e+00, 7.757880623147347876e+01, 1.139193686815579021e+01, 5.984794709650429212e+01, 1.123619428439059931e+01, 7.815345517679069154e+00, 7.732254356212674651e+00, 8.805578528622035606e+00, 1.608300261733818814e+01
1.984000000000000000e+03, 6.405172147896874435e+01, 9.635427894112625680e+00, 1.472319715712360866e+00, 6.255080162004070132e+01, 6.253723012258702418e+00, 7.767887371355942605e+01, 1.141759900091495439e+01, 5.989200569569957366e+01, 1.123391101457461261e+01, 7.949382009525322701e+00, 7.839248204638152195e+00, 8.809936659473882159e+00, 1.616588186516081649e+01
1.985000000000000000e+03, 6.407373411571302313e+01, 9.539691107216823340e+00, 1.458830721436865874e+00, 6.243721210070162897e+01, 6.320790204290822167e+00, 7.773586571311837190e+01, 1.146208099509153300e+01, 5.994626345159373670e+01, 1.120875967467098278e+01, 7.918225436044781240e+00, 7.848504418403129179e+00, 8.801275925019657720e+00, 1.640295298531994916e+01
1.986000000000000000e+03, 6.409281536971700177e+01, 9.503943813796352558e+00, 1.454595138935113940e+00, 6.232829574497829839e+01, 6.490678616667274525e+00, 7.778066965537421140e+01, 1.150043300922998668e+01, 5.995084248174784136e+01, 1.122794643376942147e+01, 7.932253777260004135e+00, 7.698080847687145400e+00, 8.803363442128954830e+00, 1.623393389726814107e+01
1.987000000000000000e+03, 6.417880498904609965e+01, 9.475091600901253130e+00, 1.467406046040445222e+00, 6.231230128809185942e+01, 6.461900820153492653e+00, 7.784462137295925288e+01, 1.153673260583846094e+01, 5.995677705900549626e+01, 1.122785091067716579e+01, 8.034277138821252606e+00, 7.628203069179389395e+00, 8.853024882708727006e+00, 1.641212442643555747e+01
1.988000000000000000e+03, 6.435552736225173476e+01, 9.491588734035634189e+00, 1.453967908021870592e+00, 6.234453802462284955e+01, 6.442534630035371634e+00, 7.788939831932611924e+01, 1.157431558711622266e+01, 5.996474689166208805e+01, 1.127016528809899754e+01, 8.048100609035810038e+00, 7.668824003347828544e+00, 8.882384016689037765e+00, 1.645112243687539788e+01
1.989000000000000000e+03, 6.446684392365929739e+01, 9.461486659493202112e+00, 1.438565785562383681e+00, 6.247028400091080869e+01, 6.374147908589073097e+00, 7.798095104338977990e+01, 1.160119144035160055e+01, 5.996801052004484234e+01, 1.128311768511774282e+01, 8.021637389680767782e+00, 7.611126522055883470e+00, 8.892944118626729733e+00, 1.648536519964520508e+01
1.990000000000000000e+03, 6.454093679813522044e+01, 9.538467839687898575e+00, 1.431577286897642631e+00, 6.265848979006299402e+01, 6.492600039701831527e+00, 7.801345585130547988e+01, 1.171435767165696795e+01, 5.995501089856862365e+01, 1.126074443316047891e+01, 7.970921767653295298e+00, 7.592786473404930625e+00, 8.890126173755572125e+00, 1.645185846974757382e+01
1.991000000000000000e+03, 6.456390293175907402e+01, 9.566244621218698896e+00, 1.447466538534278868e+00, 6.271048284986514432e+01, 6.563097437109530752e+00, 7.802324095966031337e+01, 1.182975869601196983e+01, 6.001041036362369141e+01, 1.119796190350121101e+01, 8.050403462220165451e+00, 7.639365846556316342e+00, 8.881152612041105954e+00, 1.635506193680977205e+01
1.992000000000000000e+03, 6.470726823192040911e+01, 9.638998328295601326e+00, 1.469006936521753071e+00, 6.289139174596247983e+01, 6.617078679355214099e+00, 7.806810262000774969e+01, 1.190384973557618409e+01, 6.004687554121414905e+01, 1.120264549813174781e+01, 8.122269780810565720e+00, 7.767477434385372526e+00, 8.933161859308977881e+00, 1.599691416493674723e+01
1.993000000000000000e+03, 6.488090506629414733e+01, 9.883075928952209210e+00, 1.461951816516123603e+00, 6.311027332965905146e+01, 6.598387552653858457e+00, 7.820245307789298295e+01, 1.198496848140130133e+01, 6.017339850489329223e+01, 1.127685604553502330e+01, 8.029036623053899646e+00, 7.810293805314662663e+00, 8.983868754714141147e+00, 1.604531488253002180e+01
1.994000000000000000e+03, 6.495541027260826183e+01, 9.941429781468674065e+00, 1.456584516921172856e+00, 6.314834663786352564e+01, 6.414845327830142274e+00, 7.829631353060449328e+01, 1.205196441015926290e+01, 6.015495934893446162e+01, 1.133783995239660847e+01, 7.947468479140439079e+00, 7.911588180568799977e+00, 9.027239599131185344e+00, 1.646661592786099249e+01
1.995000000000000000e+03, 6.511759251107812929e+01, 9.983952128549660188e+00, 1.439881181470930249e+00, 6.309434192304004085e+01, 6.264068983448156658e+00, 7.829631921781221138e+01, 1.211991167404555014e+01, 6.012665825166097733e+01, 1.127993919111229637e+01, 7.912245227061732500e+00, 8.048665244896094251e+00, 9.053007386103539389e+00, 1.625296181979824794e+01
1.996000000000000000e+03, 6.522466620557693773e+01, 1.002803902872829234e+01, 1.407594443267640605e+00, 6.309461032314240470e+01, 6.151965436133965071e+00, 7.834197626930829017e+01, 1.217702015593440557e+01, 6.014402506949026872e+01, 1.121127242882797503e+01, 7.830890202712120995e+00, 8.007858556324160659e+00, 9.075129540963152053e+00, 1.637454308943055992e+01
1.997000000000000000e+03, 6.527551725422762274e+01, 9.903335231095317326e+00, 1.403581096148801333e+00, 6.306183398943773000e+01, 6.103696544197786622e+00, 7.840812068073653052e+01, 1.229096947121234784e+01, 6.018819728412027814e+01, 1.122239156437016305e+01, 7.837947332540152523e+00, 7.908349360829276975e+00, 9.109622440009665922e+00, 1.659058494659107552e+01
1.998000000000000000e+03, 6.553944209345520733e+01, 9.921728502878048417e+00, 1.419095723125367803e+00, 6.310667782192499686e+01, 6.026851561245625710e+00, 7.842823936806119889e+01, 1.238498403319391805e+01, 6.028533054090787147e+01, 1.123369340758223522e+01, 7.843171473758213885e+00, 7.924858986794287574e+00, 9.138223609656474622e+00, 1.627587894298346782e+01
1.999000000000000000e+03, 6.559040985970339932e+01, 1.010050980446940549e+01, 1.417066279255777550e+00, 6.312832586789262024e+01, 6.001648115375186165e+00, 7.841421286274578506e+01, 1.248367078826482057e+01, 6.039923974046173782e+01, 1.121132910215600909e+01, 8.022105294363182537e+00, 7.957366496398241118e+00, 9.187480692204720967e+00, 1.615009456004298372e+01
2.000000000000000000e+03, 6.592663187029171468e+01, 1.023248376934414949e+01, 1.438826290713151268e+00, 6.314646672173166309e+01, 6.024078233782827141e+00, 7.842555926690762647e+01, 1.257717518083917341e+01, 6.040674706500894331e+01, 1.118359437505070275e+01, 8.156658146768934969e+00, 7.924976485813476579e+00, 9.240441897337714039e+00, 1.637940655640493404e+01
