year, TaiESM1, CNRM-ESM2-1, MIROC-ES2L, INM-CM5-0, EC-Earth3-Veg, UKESM1-0-LL, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-MM, CanESM5, GFDL-ESM4, ACCESS-ESM1-5, INM-CM4-8, NorESM2-LM, MPI-ESM1-2-LR
2.073000000000000000e+03, 2.181038257860647533e+00, 2.368720089237991822e+00, 2.337248715800586130e+00, 2.308440200188099478e+00, 2.391399689827571784e+00, 2.324887616355677977e+00, 2.152150475409242425e+00, 2.168892028732891220e+00, 2.697724602642053160e+00, 2.034757868602759423e+00, 2.417285392149663537e+00, 2.513613017014550532e+00, 2.446325913180610545e+00, 2.282742291886811437e+00, 2.047931293356035187e+00, 2.279463671575002515e+00
2.074000000000000000e+03, 2.078479002216713223e+00, 2.457083463817687274e+00, 2.460888413683139042e+00, 2.352458899352017685e+00, 2.370750712636509938e+00, 2.324049627252010808e+00, 2.259645863268608501e+00, 2.346909260608068148e+00, 2.735763118349557210e+00, 2.040566076595438982e+00, 2.502917182159617671e+00, 2.475802854108506423e+00, 2.677494661964595846e+00, 2.303184733812795759e+00, 2.139086414175439543e+00, 2.400909514986783844e+00
2.075000000000000000e+03, 2.155903868429001058e+00, 2.391193971719873801e+00, 2.516285187127587086e+00, 2.454769763433780394e+00, 2.397018948507844360e+00, 2.182410451806827467e+00, 2.176098947401870376e+00, 2.310794351657363244e+00, 2.841115342118090581e+00, 2.168132147021815115e+00, 2.446320268044837931e+00, 2.413091764616411616e+00, 2.526684719584474159e+00, 2.324256357125375594e+00, 2.105364477630319087e+00, 2.328057044625031491e+00
2.076000000000000000e+03, 2.319320047678258945e+00, 2.493310833916476899e+00, 2.275873113596345920e+00, 2.427443186153055432e+00, 2.355139850757042019e+00, 2.283403349249045977e+00, 2.079664989030119759e+00, 2.268307100805665222e+00, 2.879929342975363404e+00, 2.101128475464725032e+00, 2.456739259431946820e+00, 2.207117392668264344e+00, 2.281462970928860745e+00, 2.245482897689312640e+00, 2.113609565028289783e+00, 2.251417912712092573e+00
2.077000000000000000e+03, 2.179867193952168325e+00, 2.437292427784211402e+00, 2.380269647458352456e+00, 2.370262201776359046e+00, 2.322809022937060153e+00, 2.195294689046158876e+00, 2.116847123689411969e+00, 2.355353684373519219e+00, 2.738799846904497404e+00, 2.017409217582555314e+00, 2.269099891059125351e+00, 2.374811439765331045e+00, 2.440852117778203656e+00, 2.185573382875901416e+00, 2.125549738544855849e+00, 2.222927859007068019e+00
2.078000000000000000e+03, 2.154806259745983610e+00, 2.371887633770176862e+00, 2.297275192872038740e+00, 2.452055876643782106e+00, 2.347617589357481993e+00, 2.311331654352664966e+00, 2.040921876413181124e+00, 2.432305953376871610e+00, 2.705654100699037556e+00, 1.996020488938121451e+00, 2.459339872900172086e+00, 2.428073114921783571e+00, 2.699084423476852290e+00, 2.283698597615590575e+00, 1.980950580146261908e+00, 2.231039361379731911e+00
2.079000000000000000e+03, 2.108812052124095615e+00, 2.524564616876852075e+00, 2.424704382865813912e+00, 2.419678574247558611e+00, 2.430190872859202766e+00, 2.294521927326395261e+00, 2.029773263964917973e+00, 2.411638659815211305e+00, 2.840282501969170426e+00, 2.153715855295101456e+00, 2.291183666870376889e+00, 2.416549541855156136e+00, 2.426467463544710768e+00, 2.328113308629923051e+00, 2.006654039267274925e+00, 2.275476099673894748e+00
2.080000000000000000e+03, 2.252400404483535290e+00, 2.431412567320326623e+00, 2.477075256918221058e+00, 2.346811019621225292e+00, 2.435754555940174537e+00, 2.266555952188540335e+00, 2.091542261915811274e+00, 2.509421769361648291e+00, 2.553476356735190578e+00, 2.065350617902673047e+00, 2.314963134854337135e+00, 2.499910421616923450e+00, 2.359460621168560479e+00, 2.291651841401443068e+00, 2.212468640051711510e+00, 2.119484395605654825e+00
2.081000000000000000e+03, 2.143059238434272373e+00, 2.437857963123434502e+00, 2.384330451368369186e+00, 2.311714989768117068e+00, 2.257557553100353775e+00, 2.390689451905414931e+00, 2.088335663742358683e+00, 2.450545126503147930e+00, 2.734797456540412952e+00, 2.020347894582092962e+00, 2.412369028681053962e+00, 2.527274013945227882e+00, 2.458257403314874079e+00, 2.294710479398225367e+00, 2.114860070210499376e+00, 2.181424727089736670e+00
2.082000000000000000e+03, 2.135039065293748539e+00, 2.429240693735586820e+00, 2.448910764872934909e+00, 2.550561559843095516e+00, 2.309331272474366870e+00, 2.271088250948549270e+00, 2.027034730127764472e+00, 2.401237076530386538e+00, 2.697186372956625000e+00, 2.036828681077555103e+00, 2.181138327279374955e+00, 2.359680756998407514e+00, 2.442238213046217243e+00, 2.195804419331915280e+00, 2.179757930826835111e+00, 2.165269642120494886e+00
2.083000000000000000e+03, 2.181917141931372761e+00, 2.341923386585752720e+00, 2.364504194633900269e+00, 2.389652142010858960e+00, 2.401346589047169022e+00, 2.351356546042413953e+00, 2.236811476795827147e+00, 2.246767855449034013e+00, 2.854012139582251972e+00, 2.080838948621424933e+00, 2.372762984912408779e+00, 2.368179795725462444e+00, 2.414968573049274259e+00, 2.148943224095804183e+00, 2.146028642425444666e+00, 2.217815239412620709e+00
2.084000000000000000e+03, 2.092939476422044365e+00, 2.353153743777950613e+00, 2.386959095130085196e+00, 2.414408463088103307e+00, 2.388994099190560494e+00, 2.449215080910058795e+00, 2.117774570543807133e+00, 2.314501845378854838e+00, 2.761100241143342071e+00, 2.018721861709019016e+00, 2.525739494925026474e+00, 2.284531144567802929e+00, 2.660205869511510723e+00, 2.215679557657451504e+00, 2.150822829332854180e+00, 2.136527931409603287e+00
2.085000000000000000e+03, 2.093020026805744838e+00, 2.522291779488521790e+00, 2.436744707318643233e+00, 2.521510751714679088e+00, 2.293872064835364544e+00, 2.317625920888970015e+00, 2.165079619736050898e+00, 2.546309389413327740e+00, 2.907775844714207025e+00, 2.126782640673955616e+00, 2.444390402008523644e+00, 2.451195714168698636e+00, 2.442802953253554676e+00, 2.284219418374580091e+00, 1.947994177083417711e+00, 2.201684273550887916e+00
2.086000000000000000e+03, 2.294544869411383470e+00, 2.377582973319384507e+00, 2.346599535179942464e+00, 2.477852018893737185e+00, 2.473015798042087710e+00, 2.351865381904306940e+00, 2.080129666900256247e+00, 2.355664466332286100e+00, 2.680656627694132599e+00, 2.158826651633604321e+00, 2.538225889588564765e+00, 2.394414112547383233e+00, 2.525916672635164950e+00, 2.347940646974160384e+00, 2.042604712050225313e+00, 2.309342112747645448e+00
2.087000000000000000e+03, 2.155504706907883872e+00, 2.571468053171224177e+00, 2.376119230312026875e+00, 2.517225166074102738e+00, 2.416944928430823314e+00, 2.242684780951668344e+00, 2.178048992059441247e+00, 2.324284790674481904e+00, 2.747796990372660453e+00, 2.159251346738649602e+00, 2.501286874647798086e+00, 2.412856022694524150e+00, 2.419793260500466392e+00, 2.216121941586916222e+00, 2.071322895409064557e+00, 2.221070665060706162e+00
2.088000000000000000e+03, 2.102308543931543650e+00, 2.444333391457567561e+00, 2.383238876952201935e+00, 2.341711108443478739e+00, 2.498192839043606117e+00, 2.402777373745373701e+00, 2.210622747034260538e+00, 2.341998943746854245e+00, 2.755328659927107182e+00, 2.092065451360871631e+00, 2.562680537101113654e+00, 2.480244324872212580e+00, 2.536122875343238103e+00, 2.219323640624864868e+00, 2.154864299302869490e+00, 2.261305782589178470e+00
2.089000000000000000e+03, 2.052854295216159919e+00, 2.463174680557887353e+00, 2.391207953776628869e+00, 2.505763183786837267e+00, 2.320407889922039502e+00, 2.389233847883375006e+00, 2.067867187072080615e+00, 2.472667374675040719e+00, 2.802398539485964513e+00, 2.104048981223802350e+00, 2.382930152796610912e+00, 2.427419669783232870e+00, 2.629105634060131091e+00, 2.270468683856507575e+00, 2.139050046218279100e+00, 2.131027087424372635e+00
2.090000000000000000e+03, 2.241203553844064444e+00, 2.345231945350589875e+00, 2.457293311137649372e+00, 2.482049846106827662e+00, 2.283592781196071897e+00, 2.317601173724169517e+00, 2.178494616426483788e+00, 2.516880591042243598e+00, 2.837937876471146925e+00, 2.182733084656031330e+00, 2.356597400717029611e+00, 2.468029349002898609e+00, 2.573329369583585713e+00, 2.397571841591026320e+00, 2.175215520600584540e+00, 2.287403931093176190e+00
2.091000000000000000e+03, 2.266653114795752266e+00, 2.424188417775118509e+00, 2.498503670442774105e+00, 2.406179246408380656e+00, 2.351672541969410446e+00, 2.452854912543085852e+00, 2.216165811996483992e+00, 2.505467471494910114e+00, 2.647146658015188780e+00, 2.143879904815616300e+00, 2.493913544810163696e+00, 2.401219468435598081e+00, 2.351721987420876125e+00, 2.399488322796435202e+00, 2.155710728862014314e+00, 2.367869290559291962e+00
2.092000000000000000e+03, 2.068444713810143831e+00, 2.532238183236908746e+00, 2.416023180424362593e+00, 2.441158197010476982e+00, 2.384576244497812247e+00, 2.306074940410462570e+00, 2.148692923874801153e+00, 2.288663675793156216e+00, 2.866341248792240837e+00, 2.080117674739947908e+00, 2.531895508788557514e+00, 2.243477335585281285e+00, 2.469191732530173766e+00, 2.434134234120130191e+00, 2.195374295436918644e+00, 2.241764843999737522e+00
2.093000000000000000e+03, 2.159319518962861117e+00, 2.321283383681850054e+00, 2.419640866963788106e+00, 2.427588748474178715e+00, 2.521186469286886833e+00, 2.360104293159952515e+00, 2.214629539108013301e+00, 2.283071964073398963e+00, 2.984748314297933636e+00, 2.082675823084241706e+00, 2.506651438722184988e+00, 2.541060283963705757e+00, 2.486563259473124177e+00, 2.355603768246446350e+00, 2.160509069837631468e+00, 2.191472525508842750e+00
2.094000000000000000e+03, 2.259125152950366644e+00, 2.516680148638652970e+00, 2.359377296574788119e+00, 2.343196893607232045e+00, 2.486514407386802183e+00, 2.527273566382353565e+00, 2.140174015035051447e+00, 2.345884728217046966e+00, 2.829063273175095983e+00, 2.145307129411857083e+00, 2.594879686190753709e+00, 2.477821844675044627e+00, 2.465186338873871730e+00, 2.280796198189974699e+00, 2.125650038833019284e+00, 2.282161790814637659e+00
2.095000000000000000e+03, 2.330675145393978021e+00, 2.441410701030497954e+00, 2.422109997643803414e+00, 2.333160819952473819e+00, 2.425322258259413388e+00, 2.359418160439197276e+00, 2.223286374797560416e+00, 2.393776657860566370e+00, 2.743799920380818769e+00, 2.203844048130733757e+00, 2.479224517334131850e+00, 2.465285134653794952e+00, 2.459055464640682143e+00, 2.331965905239065773e+00, 2.103364463580766230e+00, 2.178201678575836908e+00
2.096000000000000000e+03, 2.241247042291403258e+00, 2.508235789940077343e+00, 2.542426286944445835e+00, 2.371873888450122703e+00, 2.359322576429805363e+00, 2.415410144736304332e+00, 2.230929679003544219e+00, 2.468272921331924774e+00, 2.831968462403752884e+00, 2.141066812607938630e+00, 2.434993743957539536e+00, 2.354252011980301429e+00, 2.408023842598510988e+00, 2.243809112626206748e+00, 2.136483054747838839e+00, 2.326788340229831498e+00
2.097000000000000000e+03, 2.232003721083540171e+00, 2.425147405636424391e+00, 2.480421452287304707e+00, 2.336836672568245898e+00, 2.540351885916302788e+00, 2.514784328059991747e+00, 2.241308479316261870e+00, 2.435332433443419209e+00, 2.952368320230455367e+00, 1.961332337288050676e+00, 2.526213954676872930e+00, 2.467038816490644937e+00, 2.469686126767726364e+00, 2.339391210731279980e+00, 2.135729773171294088e+00, 2.340521484919070527e+00
2.098000000000000000e+03, 2.261790728523005889e+00, 2.464716839541497784e+00, 2.360064571658877952e+00, 2.547994873703693486e+00, 2.455675773071154033e+00, 2.422631128879163764e+00, 2.299769387427203160e+00, 2.491114138853319560e+00, 2.939668868220322029e+00, 2.041934671019923098e+00, 2.522040116643879060e+00, 2.473063923063574698e+00, 2.554176150271015633e+00, 2.318130703726004160e+00, 2.190289743529806543e+00, 2.378910102437764351e+00
2.099000000000000000e+03, 2.213680733897983810e+00, 2.313442235694346039e+00, 2.525683273638999360e+00, 2.396442387304305921e+00, 2.399307910325441551e+00, 2.472528804625464094e+00, 2.066032437698696711e+00, 2.499975035765687359e+00, 2.841682961089984971e+00, 2.072559736542574083e+00, 2.420367303711005835e+00, 2.385272086431824867e+00, 2.423503439822872529e+00, 2.331193109260131902e+00, 2.160261053071793391e+00, 2.224419003204467504e+00
2.100000000000000000e+03, 2.229562242395795479e+00, 2.521244165744721766e+00, 2.515603244947614670e+00, 2.390313280885133285e+00, 2.483335210774635371e+00, 2.432115380099824531e+00, 2.211457428890694299e+00, 2.527785641251548920e+00, 2.883380943037785471e+00, 2.167576014739664547e+00, 2.599760689146930481e+00, 2.391862666509988689e+00, 2.486409770329226721e+00, 2.437604737199535521e+00, 2.159313109280367016e+00, 2.193311778987633964e+00
