year, CNRM-ESM2-1, MPI-ESM1-2-LR, ACCESS-ESM1-5, IPSL-CM6A-LR, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, CanESM5, NorESM2-LM, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L
2.088000000000000000e+03, 7.774345000956689944e+01, 6.075093835823857802e+01, 1.014491675400593884e+01, 2.351557710157073444e+01, 6.341993940007869668e+01, 8.634469624470550997e+00, 1.075811665723822763e+01, 1.971423898543408271e+01, 8.331231178803724546e+00, 8.638100536358408021e+00, 2.116519669150495719e+00, 1.126903890182480517e+01, 8.073004867208412350e+01
2.089000000000000000e+03, 7.794425551364402338e+01, 6.082155419440787369e+01, 1.014428368647254786e+01, 2.339259644483238532e+01, 6.368065748239487078e+01, 8.750443568734974420e+00, 1.079186643548234592e+01, 1.992398008005505261e+01, 8.267336386277538196e+00, 8.576918783725812290e+00, 2.102000331851642478e+00, 1.076710010163038689e+01, 8.079238445648691425e+01
2.090000000000000000e+03, 7.790760284124725388e+01, 6.073005488552812636e+01, 1.012795265506790265e+01, 2.341063294853440979e+01, 6.403265168114356243e+01, 8.608542436991319491e+00, 1.089650775667697502e+01, 2.031028459808173281e+01, 8.424559485099859302e+00, 8.640609809266106112e+00, 1.753756446977272399e+00, 1.041417226826246889e+01, 8.069191440444220120e+01
2.091000000000000000e+03, 7.817548325840856194e+01, 6.056906721279280958e+01, 1.006488165487796138e+01, 2.347435700758467192e+01, 6.440420608440074091e+01, 8.382554723332853897e+00, 1.094713524867202992e+01, 2.004021050581388863e+01, 8.523930249641992418e+00, 8.780935026291565748e+00, 1.660968596061529912e+00, 1.042182725682876310e+01, 8.079488220378442520e+01
2.092000000000000000e+03, 7.819361333439523776e+01, 6.058816604374955261e+01, 1.001544291793752706e+01, 2.338965810178295968e+01, 6.420388532768184575e+01, 8.518210032036206414e+00, 1.095626906590447369e+01, 1.986069920953262624e+01, 8.496623018934235105e+00, 8.912216184738898761e+00, 2.225194247904552558e+00, 1.158442945578245897e+01, 8.116225779119410788e+01
2.093000000000000000e+03, 7.829584248357285503e+01, 6.075084854072559892e+01, 9.946820773480464339e+00, 2.336395918318971354e+01, 6.397699120654829130e+01, 8.642483380110277835e+00, 1.094982586705281591e+01, 1.995879608544471395e+01, 8.678282400536609487e+00, 8.860082121829488955e+00, 1.939366207293667932e+00, 1.198727213114899115e+01, 8.131293151280982556e+01
2.094000000000000000e+03, 7.801299683838099952e+01, 6.080312419199339757e+01, 9.925206073891025937e+00, 2.344457852905162554e+01, 6.443969861095676777e+01, 8.566719208088203530e+00, 1.105008885281710107e+01, 2.006943893413678381e+01, 8.523510874813110760e+00, 8.867267259091683229e+00, 1.651553836758614446e+00, 1.091981525228826122e+01, 8.136571714074092654e+01
2.095000000000000000e+03, 7.830005927116155817e+01, 6.094720757594450333e+01, 9.872882829945258010e+00, 2.347179122535413143e+01, 6.468252244207134538e+01, 8.679540993552725681e+00, 1.102200940702781651e+01, 2.009830046083375876e+01, 8.529131202225791242e+00, 8.952278422167280425e+00, 1.578934354510023841e+00, 1.017937409381268132e+01, 8.167018108983906188e+01
2.096000000000000000e+03, 7.832485313859135090e+01, 6.094199832102253112e+01, 9.843732226783966865e+00, 2.336792447908696957e+01, 6.495920854330121585e+01, 8.980157859923991737e+00, 1.077855490575178621e+01, 2.043716931782483215e+01, 8.600059244476534914e+00, 8.805475918573794303e+00, 1.874374970900036574e+00, 1.034079838228965720e+01, 8.186586908655510797e+01
2.097000000000000000e+03, 7.830033620619262535e+01, 6.100418620488969168e+01, 9.805352606802209436e+00, 2.324428416151535259e+01, 6.493319827361329999e+01, 8.902693899521555210e+00, 1.059967202239845818e+01, 2.055151340108070102e+01, 8.478641025641634243e+00, 8.943024679251184494e+00, 2.065215152247640074e+00, 1.061238079305352677e+01, 8.161182781276920650e+01
2.098000000000000000e+03, 7.841880629033987304e+01, 6.089304645050384579e+01, 9.856845214626616780e+00, 2.322566725894566630e+01, 6.525908462537837806e+01, 8.783681745221388226e+00, 1.065228002286102438e+01, 2.039095584321010435e+01, 8.527646709685999582e+00, 9.051202721272511909e+00, 1.868295842144641172e+00, 1.122490071629752251e+01, 8.156022371692834838e+01
2.099000000000000000e+03, 7.855367201443343106e+01, 6.101882648829964495e+01, 9.848645489914398254e+00, 2.326117197979704798e+01, 6.571820701595724756e+01, 8.865561626765943615e+00, 1.076899252744077984e+01, 2.033960381013186236e+01, 8.530486873346870169e+00, 8.951707683214829459e+00, 1.679496967574116706e+00, 1.113522773817710920e+01, 8.161957311473410925e+01
2.100000000000000000e+03, 7.816570808946488569e+01, 6.108636006764330517e+01, 9.843652559594088913e+00, 2.330234663898884762e+01, 6.600407324320276814e+01, 9.008013282981483627e+00, 1.091922453896233058e+01, 2.029823526822844570e+01, 8.408737352123006659e+00, 8.803706538624338052e+00, 1.898030611937754131e+00, 1.051117121822150935e+01, 8.163602938512727292e+01
