year, MPI-ESM1-2-LR, TaiESM1, NorESM2-LM, CanESM5, INM-CM5-0, CESM2-WACCM, GFDL-ESM4, CNRM-ESM2-1, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-MM, MIROC-ES2L, UKESM1-0-LL, INM-CM4-8
2.061000000000000000e+03, 3.416472371482981996e-01, -6.129218821453956689e-01, 5.439807149101081318e-01, 8.265152857693491839e-01, 1.842658864870792002e-01, 9.186045380204467259e-01, -8.370995369356681870e-02, 8.243930310080647139e-01, 4.110303314101582672e-01, 4.853756869420092213e-01, 2.996717207509828618e-01, 1.023195898396290771e+00, 6.436262080305644728e-01, 5.643397686033697624e-01, -1.884102245788595725e-02, -3.085986263909631933e-01
2.062000000000000000e+03, 1.097972005887615510e-01, 9.523086008356338450e-01, 4.263527885660843841e-01, 4.087206859497738987e-01, 7.907215688402255971e-01, 7.103896525201213175e-01, 6.187884034817714429e-01, 9.995972926900712485e-01, 7.545310231005131207e-02, 6.152687931467297755e-01, 8.518271273767007157e-02, 5.231220064120398749e-01, 4.048352691657575719e-01, 4.278084162456007311e-01, 2.719804581308026270e-01, 4.054870387507865659e-01
2.063000000000000000e+03, 4.318639530999782705e-01, 4.221644430421125915e-01, 1.442962829046453566e-01, 9.385999831991062026e-01, 1.525827654200631489e+00, 5.969721207051930101e-01, -7.360335286503286167e-02, 9.518480706737092456e-01, -5.429104582107662225e-01, 5.386698752156209719e-02, 2.477883342712102477e-01, 6.529763164906013939e-01, 2.884469175110428996e-01, 2.151529342910688536e-01, 1.546058161763572414e-01, -2.823640999948796512e-02
2.064000000000000000e+03, 5.715042378191838024e-01, -6.383057315259974551e-01, 1.937670411260335179e-01, 8.845244783563653845e-01, 9.790013564913063737e-01, 6.042743103661769588e-01, 6.542973427621256999e-01, 1.387566969997878097e+00, 2.764483318669596068e-01, 1.188600418986367258e+00, -1.555335459135687159e-01, 7.999185857815519496e-01, 2.352947339631788481e-01, 8.253240721849155470e-01, 7.041436299782519725e-01, -4.300878880808778337e-01
2.065000000000000000e+03, 3.992254824798743273e-01, -3.671175425061919961e-01, 3.609820934400060355e-01, 5.434372377646926600e-01, 6.088851282593774616e-01, 4.282104616244040152e-01, 6.551329370844708455e-01, 1.072062157854715148e+00, 5.155662977910941969e-01, -3.069744484688435304e-01, -1.996811205026235714e-01, 5.354433289067052071e-01, 6.089850151979230297e-01, 1.099705510804165343e+00, 1.159104111273737137e-01, 5.236001525523082192e-03
2.066000000000000000e+03, -1.331691019073791005e-01, 3.943091741282257479e-01, 6.372066901689495966e-01, 1.332032302603243012e+00, 1.329620255122253569e-01, 6.620583342902205404e-01, -5.452338586448447766e-02, 1.058199204803461857e+00, -1.845250189554786119e-02, 1.169761279123115560e+00, 1.230390060296520233e-01, 1.061290036708101514e+00, 7.721511647703622749e-01, 3.976966683321523505e-02, -1.969513647859822553e-02, 1.074651260524459362e+00
2.067000000000000000e+03, 4.374242553157508540e-01, 5.048852151322905657e-01, 4.466942915361770128e-01, 9.229397094878939445e-01, 1.214038260340440489e+00, 9.864844021741679958e-01, -3.384314516140682905e-01, 1.342230078850839448e+00, 5.321243479238486618e-01, 5.459131858735536413e-01, -4.358941367714135734e-02, 2.743098033995127749e-01, 2.942323486701054480e-01, 4.408456416983614345e-01, 2.689609172219697975e-01, 5.771842894787964084e-01
2.068000000000000000e+03, 4.295992071558926012e-02, -7.843800808667650282e-01, 2.878446513227000958e-01, 1.395285148099875139e+00, 9.832475456315709073e-01, 4.355189442594917804e-01, -8.301688015585169389e-02, 1.117479495988463745e+00, 2.225416783691770983e-01, 6.094278289926527425e-02, 9.670926403422853979e-03, 5.246260353458478409e-01, 3.515371333753302130e-01, 5.294224352571809122e-01, 7.967981874627853844e-02, 8.935596219019651398e-01
2.069000000000000000e+03, 8.478584342555237074e-02, 2.313027679340271259e-01, 2.152349308727763422e-01, 8.553746180263207544e-01, 5.711823149554275947e-01, 6.569125727601845544e-01, 8.289730535769104236e-01, 9.243416745436310311e-01, -5.366100730643450500e-01, -3.307276071108370963e-01, -2.387068995745939282e-01, 8.244861972459862631e-01, 2.738102666484775183e-01, 8.954039387512836567e-01, 3.865964709835146840e-01, 1.057815788938035517e+00
2.070000000000000000e+03, 3.075386706893921684e-01, 4.144015116668139931e-01, 6.672058271325880252e-01, 7.882267512308936963e-01, -1.811169525516900247e-01, 4.420629646216719943e-01, 1.599204991127153863e-01, 1.210599926028129492e+00, -1.059308700525663172e+00, -6.808822938627658861e-01, -6.421849744425331408e-02, 4.258520497856168596e-01, 5.025139145754889958e-01, 5.524371447420100001e-01, 1.873520217948440036e-01, 1.529149614323559669e+00
2.071000000000000000e+03, 8.912142521345512991e-01, 6.698598211732906260e-02, 2.473280599093717613e-01, 7.303930774529943104e-01, 5.403353406809026371e-02, 5.463118223585700095e-01, -3.290846559973169966e-02, 1.771771963403744987e+00, -2.088580608692105489e+00, 1.100676271862678135e+00, -4.014033049479096352e-03, 8.899926177056923793e-01, 3.664960178483581688e-01, 4.359753447284321348e-01, 3.612470330128666335e-02, 9.249069775447838274e-03
2.072000000000000000e+03, -2.017724233484351204e-01, 1.265405206391222726e-01, 5.293190455437630781e-01, 3.779938872841707154e-01, 1.138694902109434193e-01, 8.170643568563384918e-01, 9.902134985032964298e-01, 1.154595683896101344e+00, 6.912946080380577563e-02, 3.166796431386104116e-01, -2.435672764506706389e-01, 6.872465246022471108e-01, 6.183452686078639848e-01, 4.503156783418266196e-01, 1.737742868830338336e-02, 5.501010367340646301e-01
2.073000000000000000e+03, 8.103918413810361210e-02, -1.515457612657786397e-02, 4.165071045177198283e-01, 7.384558864842426518e-01, -3.710799027822334062e-01, 4.949750611095903863e-01, 9.590416618362378465e-01, 7.000913637936134748e-01, 8.355424000495675907e-02, 8.334106451580280961e-01, 2.665180348202286220e-01, 3.231277148390506726e-01, 6.916333752040509930e-01, 5.689624225617365694e-01, 3.690067737476363519e-01, 5.942180776565905154e-01
