year, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, INM-CM4-8, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, NorESM2-LM, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, CanESM5, CMCC-ESM2, CESM2-WACCM, MPI-ESM1-2-LR
2.076000000000000000e+03, 2.116378218942595701e+00, 2.550578615652595360e+00, 1.724203095544850406e+00, 1.665236923908631539e+00, 1.751941518940523856e+00, 1.292994761674223225e+00, 1.865092284144906909e+00, 1.714002218920472442e+00, 1.682440992645698685e+00, 1.969006502667802971e+00, 1.291672893078889883e+00, 1.412416920156361666e+00, 1.475497531605028723e+00, 2.113195415430887181e+00, 1.802333786085501544e+00, 1.442552630150756077e+00
2.077000000000000000e+03, 2.229069819962969934e+00, 2.547796808295463844e+00, 1.698086487061355898e+00, 1.680913344637291695e+00, 1.669957125850714652e+00, 1.279332565786982068e+00, 1.822374110643641743e+00, 1.765760881285487027e+00, 1.706821980842571307e+00, 2.096094235505891579e+00, 1.306729920630079755e+00, 1.442892830620899680e+00, 1.482868102530205068e+00, 2.152725011488585860e+00, 1.806398586964890196e+00, 1.441806254991761849e+00
2.078000000000000000e+03, 2.328594024204711399e+00, 2.585614437016937384e+00, 1.728600893112663739e+00, 1.655481518845237421e+00, 1.725253034682976416e+00, 1.317619671268228210e+00, 1.858754245518521531e+00, 1.775998157397254973e+00, 1.651136859767447396e+00, 2.001812079495575158e+00, 1.281664419746184169e+00, 1.389612406779992648e+00, 1.469049689019133798e+00, 2.435752793955419992e+00, 1.751750455877280954e+00, 1.443325879384294685e+00
2.079000000000000000e+03, 2.208897482319271077e+00, 2.572684363049444922e+00, 1.716298915330907171e+00, 1.652894077125923511e+00, 1.752490184835681308e+00, 1.337329844377921795e+00, 1.906534878686265477e+00, 1.759850791948105453e+00, 1.626025541200950109e+00, 1.879097711041679108e+00, 1.302912621639784163e+00, 1.487372114905633813e+00, 1.485208044286236762e+00, 2.652179441341783850e+00, 1.736511387798568062e+00, 1.448034914897822212e+00
2.080000000000000000e+03, 2.342994054794683478e+00, 2.572812087574606998e+00, 1.667263610727501844e+00, 1.655270222453781193e+00, 1.751283754753897970e+00, 1.340530268538115966e+00, 1.890350404735745116e+00, 1.726334875930300994e+00, 1.673901448548836379e+00, 1.834846537595741234e+00, 1.322020818421980604e+00, 1.469292830876328670e+00, 1.483852654161779805e+00, 2.481332927161672863e+00, 1.741983634886545396e+00, 1.469271668591583868e+00
2.081000000000000000e+03, 2.358958717335442934e+00, 2.576595446073910001e+00, 1.689454809827455994e+00, 1.679284789747340190e+00, 1.726616874393637868e+00, 1.333896499328379281e+00, 1.871045885825957322e+00, 1.740752675143354189e+00, 1.672598809252141105e+00, 1.816231196416824289e+00, 1.308551985621206670e+00, 1.467374032068516465e+00, 1.502327229823896770e+00, 2.235449120451949767e+00, 1.740555020967949451e+00, 1.453835354158976356e+00
2.082000000000000000e+03, 2.346259097826083106e+00, 2.579399864787701446e+00, 1.709946912452127377e+00, 1.620759139795066250e+00, 1.718921837733745184e+00, 1.328900505025357059e+00, 1.861060857804404112e+00, 1.778525742666503096e+00, 1.739399593866365779e+00, 1.944888337339399031e+00, 1.309059980921251309e+00, 1.437586629173014607e+00, 1.481115476279348808e+00, 2.411964325582005575e+00, 1.769299974748499649e+00, 1.459435266703788647e+00
2.083000000000000000e+03, 2.349369485463486118e+00, 2.591070751302221087e+00, 1.767703035822226321e+00, 1.665156139701132298e+00, 1.731677704292145847e+00, 1.335883377667026028e+00, 1.850602182640312510e+00, 1.755476708553459941e+00, 1.751673394473941103e+00, 1.933200959168033028e+00, 1.302003624217960898e+00, 1.425050233839754377e+00, 1.478629267175434414e+00, 2.678235380964958612e+00, 1.818311950465995031e+00, 1.480258111950062627e+00
2.084000000000000000e+03, 2.230887154784908510e+00, 2.636846065279952800e+00, 1.766852437001778631e+00, 1.701631859126206292e+00, 1.709966633982817452e+00, 1.332083469480429327e+00, 1.886132963374080873e+00, 1.749386673780371826e+00, 1.776783297879960033e+00, 1.875106511756726269e+00, 1.309732003837347891e+00, 1.414696402034242739e+00, 1.502928780587610369e+00, 2.795564814806668963e+00, 1.820887266438903307e+00, 1.439232869209549959e+00
2.085000000000000000e+03, 2.267328038719380157e+00, 2.641993760600886976e+00, 1.766226292636160267e+00, 1.693206477758066653e+00, 1.713483148058841277e+00, 1.292819677357701424e+00, 1.941997948357200299e+00, 1.767752034408231365e+00, 1.773891043115914501e+00, 1.848569311639821633e+00, 1.323647677235583187e+00, 1.452670223154221452e+00, 1.550647693385394987e+00, 2.623782272561881346e+00, 1.833301808544110401e+00, 1.444366961377760106e+00
2.086000000000000000e+03, 2.322036641316861605e+00, 2.606084308404474026e+00, 1.720159643369191027e+00, 1.742764794659501071e+00, 1.732728578763344851e+00, 1.320516137461590800e+00, 1.883196880199628609e+00, 1.749343828829518444e+00, 1.727557418440041959e+00, 1.927986501885982529e+00, 1.341091357800589412e+00, 1.464453342363675636e+00, 1.556366267154445815e+00, 2.448935135432248611e+00, 1.826862958740709697e+00, 1.465968344127018153e+00
2.087000000000000000e+03, 2.279616464823885469e+00, 2.599146274458657313e+00, 1.696633131613128898e+00, 1.767672537936062716e+00, 1.725579554719789410e+00, 1.326354475185040682e+00, 1.933877255116971394e+00, 1.782162905967556110e+00, 1.737230631769451250e+00, 2.106596652353992738e+00, 1.279440702831303289e+00, 1.562059449642834608e+00, 1.581303234438812266e+00, 2.602470492150311010e+00, 1.850605507801987182e+00, 1.480993874164399315e+00
2.088000000000000000e+03, 2.284350553025858321e+00, 2.620519310568889093e+00, 1.690762225800996443e+00, 1.815896050720520627e+00, 1.714866658813065659e+00, 1.335274261724509470e+00, 1.975733098274364385e+00, 1.771313594284658510e+00, 1.805372338557253320e+00, 2.011537333354828316e+00, 1.286813777134914183e+00, 1.472843660725431159e+00, 1.571041023420542970e+00, 2.744828769528691925e+00, 1.869749702442118355e+00, 1.450907335699912482e+00
2.089000000000000000e+03, 2.380231516544612624e+00, 2.653572130005811491e+00, 1.749822738075823114e+00, 1.853067367101145724e+00, 1.734651922775838129e+00, 1.320681625662671888e+00, 1.992329658840451101e+00, 1.785105130807078666e+00, 1.843652265327794693e+00, 1.811609008266702237e+00, 1.331118235223065049e+00, 1.438914804815255577e+00, 1.597900258120425798e+00, 2.816727625023187631e+00, 1.784231122060378150e+00, 1.437560132108346878e+00
2.090000000000000000e+03, 2.351374288061288897e+00, 2.659879413021621897e+00, 1.742711793577784496e+00, 1.822287716982799122e+00, 1.770917980450765761e+00, 1.336902255567408382e+00, 1.912589177890336556e+00, 1.710187144212433230e+00, 1.830969902566595087e+00, 1.776829498270482199e+00, 1.317061593294710953e+00, 1.439685309424621140e+00, 1.558693618751814780e+00, 2.694002621412141973e+00, 1.823633916703098601e+00, 1.480417348703587210e+00
2.091000000000000000e+03, 2.315436949909721598e+00, 2.672580732564329598e+00, 1.680855907343371758e+00, 1.805516977622686481e+00, 1.712359294971463664e+00, 1.271725835029957397e+00, 1.845921111191418662e+00, 1.739343003583905256e+00, 1.823894270539669016e+00, 2.008985739934193937e+00, 1.347673186794585476e+00, 1.394383878894505546e+00, 1.571405077182251198e+00, 2.473118872719763051e+00, 1.869303355246591636e+00, 1.517821929552588323e+00
2.092000000000000000e+03, 2.208257355471425321e+00, 2.661539716552050461e+00, 1.713722535135085767e+00, 1.853845601717882818e+00, 1.769868302756915091e+00, 1.262892633832973344e+00, 1.902275131310931400e+00, 1.760765033108605548e+00, 1.845017140421880697e+00, 2.048397705272212654e+00, 1.339628706652413737e+00, 1.475298075466846326e+00, 1.601433124038225797e+00, 2.484508386037472150e+00, 1.898613378954381536e+00, 1.477868204515610184e+00
2.093000000000000000e+03, 2.398399665217815446e+00, 2.649481098125124223e+00, 1.765594819330783105e+00, 1.845085370350100451e+00, 1.772650812621721528e+00, 1.279267912790380102e+00, 1.999422805141873427e+00, 1.763732461253127548e+00, 1.782439734951206001e+00, 1.956242343242259096e+00, 1.324231856630375459e+00, 1.472015575505581486e+00, 1.593138513876613649e+00, 2.582311329505282860e+00, 1.921798477618159584e+00, 1.462444849763261168e+00
2.094000000000000000e+03, 2.368130427341737843e+00, 2.691989189715032094e+00, 1.767432721128738171e+00, 1.846073967613207412e+00, 1.725524343044196440e+00, 1.293302152750021028e+00, 1.914854635359040103e+00, 1.746364070207376828e+00, 1.799623941456203413e+00, 2.026676735834022747e+00, 1.312685977274839599e+00, 1.530607486538621664e+00, 1.597664717596884332e+00, 2.497390295365384372e+00, 1.988087483420383661e+00, 1.479234595607946456e+00
2.095000000000000000e+03, 2.348822805847931239e+00, 2.664842983615666849e+00, 1.719380651469088139e+00, 1.826081792595324105e+00, 1.755913996188636084e+00, 1.322352464124180393e+00, 1.828867971117739577e+00, 1.726160300924309388e+00, 1.810661196050928901e+00, 2.229361651039758918e+00, 1.326914070087303221e+00, 1.489510006965652389e+00, 1.600560662574640469e+00, 2.456261206158743882e+00, 2.012743304701746450e+00, 1.487739466120880039e+00
2.096000000000000000e+03, 2.319891686561811550e+00, 2.669368934873550092e+00, 1.690593645558573721e+00, 1.830443629294045360e+00, 1.768368753942775262e+00, 1.305162326214696966e+00, 1.907877818995826757e+00, 1.746629699721049533e+00, 1.851245798052163272e+00, 2.272129761019217487e+00, 1.321657134958128310e+00, 1.520254833089480728e+00, 1.596351809936348731e+00, 2.511423277827570910e+00, 1.987129067624063161e+00, 1.502325348262542937e+00
2.097000000000000000e+03, 2.356509199118807629e+00, 2.647378146524674403e+00, 1.740962939992704683e+00, 1.851217879044241288e+00, 1.760231656862919269e+00, 1.312960664293377766e+00, 1.875228896438698500e+00, 1.730171013453493556e+00, 1.849165236343815577e+00, 2.083046053756201221e+00, 1.357109783972034522e+00, 1.510756805154956028e+00, 1.584817240777182779e+00, 2.398348830382822872e+00, 2.011156836833786432e+00, 1.453676228561495476e+00
2.098000000000000000e+03, 2.409125776263654650e+00, 2.675706906803173801e+00, 1.767803139509326105e+00, 1.818494680200895219e+00, 1.773117510836991650e+00, 1.353866020312660901e+00, 1.996834586416027957e+00, 1.773441888473825001e+00, 1.835195536183640730e+00, 1.964191649834502673e+00, 1.341704001669302926e+00, 1.462774464600755220e+00, 1.622391539067836064e+00, 2.502023095621837001e+00, 2.025113911353398244e+00, 1.473938426325052120e+00
2.099000000000000000e+03, 2.362488474608483546e+00, 2.669979206757792323e+00, 1.769450243088786845e+00, 1.822261216882560708e+00, 1.762325699346985575e+00, 1.343724101076765765e+00, 1.896156469550537294e+00, 1.761359659868348970e+00, 1.827430558484324674e+00, 2.078915182607975254e+00, 1.340953062976484533e+00, 1.429027867314105249e+00, 1.634620202019870128e+00, 2.811944153206598074e+00, 1.991099736915306062e+00, 1.492798163665743028e+00
2.100000000000000000e+03, 2.361591221622495684e+00, 2.711423008752946284e+00, 1.746954121513383251e+00, 1.856508985686256663e+00, 1.776138857596013976e+00, 1.346278247485808155e+00, 1.957994246244773695e+00, 1.775279848458151122e+00, 1.875910823670876360e+00, 2.075859921328439661e+00, 1.371723392164335031e+00, 1.502663972057467712e+00, 1.639450479665048865e+00, 2.647821008808227017e+00, 1.995818617069172518e+00, 1.479941456657433374e+00
