year, CanESM5, MIROC-ES2L, UKESM1-0-LL, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, IPSL-CM6A-LR, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM4-8, TaiESM1, INM-CM5-0
2.025000000000000000e+03, 7.987830193696299830e+01, 9.080393493872593069e+01, 7.197283524834608670e+01, 5.578067958780137303e+01, 7.378359110130033116e+01, 6.614723359902735922e+01, 6.251194135094430493e+01, 4.984149481075493071e+01, 5.197136011932372668e+01, 9.954811867032654504e+01, 6.965737059651291929e+01, 3.949451120941853333e+01, 1.082364161634799871e+02, 1.253336600083551247e+02, 3.502650530308028465e+01, 1.280911545320308562e+02
2.026000000000000000e+03, 8.041650896729041165e+01, 9.107251972450225708e+01, 7.210577120420300901e+01, 5.624206493352881608e+01, 7.418257143039160439e+01, 6.624535262458958584e+01, 6.280330190386494849e+01, 5.018256920958946665e+01, 5.245137268183530210e+01, 9.995367255630151249e+01, 6.989615927920074512e+01, 3.946317772091135367e+01, 1.085024346458400970e+02, 1.260276485420092598e+02, 3.448792075760145792e+01, 1.282756765130049246e+02
2.027000000000000000e+03, 8.064126556337960494e+01, 9.139426402426248330e+01, 7.228858660447900775e+01, 5.691159663151821491e+01, 7.436460172238392374e+01, 6.655281179674486225e+01, 6.327488783996400201e+01, 5.027989425950273272e+01, 5.274200407149977110e+01, 1.005151357084938013e+02, 7.025773144587023467e+01, 3.930864569794089647e+01, 1.088308176820871438e+02, 1.262001039417272779e+02, 3.435414852111628647e+01, 1.283111517418584242e+02
2.028000000000000000e+03, 8.089802487449102841e+01, 9.207272105851404831e+01, 7.248783325753510098e+01, 5.660768321765770139e+01, 7.449602394275576955e+01, 6.694115274598655674e+01, 6.388808887721333463e+01, 5.051093539328748960e+01, 5.327262562659229417e+01, 1.009519314383939417e+02, 7.086404971678348375e+01, 3.962054839258087924e+01, 1.091114433393712204e+02, 1.266223905952759594e+02, 3.448047671761383981e+01, 1.283000979559630821e+02
2.029000000000000000e+03, 8.126995216225883212e+01, 9.213871689616495075e+01, 7.265857353335586311e+01, 5.591382669429820851e+01, 7.488123333238318935e+01, 6.713426541479364573e+01, 6.390060486816207685e+01, 5.042269998682914434e+01, 5.371847718393043181e+01, 1.010595922799394373e+02, 7.136091041735095075e+01, 3.980436261605880333e+01, 1.092114951003643881e+02, 1.269999419975261645e+02, 3.474867068890725363e+01, 1.284948023385792339e+02
2.030000000000000000e+03, 8.158267047680452322e+01, 9.211978100594765806e+01, 7.273299688654768147e+01, 5.589423727335211112e+01, 7.507862586593218168e+01, 6.727480059310502725e+01, 6.392900037440799821e+01, 5.064630880133764634e+01, 5.423443255499828553e+01, 1.014645683461562697e+02, 7.146529132150138253e+01, 3.965673110183910666e+01, 1.091822444557285507e+02, 1.272874815489277722e+02, 3.575025492169566377e+01, 1.288223480071910956e+02
2.031000000000000000e+03, 8.194670805177206319e+01, 9.247146067846115614e+01, 7.311133488534670732e+01, 5.623177652616825384e+01, 7.549882125801345012e+01, 6.746754654677984320e+01, 6.422783768689615158e+01, 5.091051491450456723e+01, 5.475332812965362450e+01, 1.017617379049800093e+02, 7.190166584905016123e+01, 3.968416247962279897e+01, 1.092485806310257317e+02, 1.274332744584797155e+02, 3.500302840241416646e+01, 1.291980806524982768e+02
2.032000000000000000e+03, 8.227658218602476836e+01, 9.312707992022423298e+01, 7.352461036183946419e+01, 5.692593366143802314e+01, 7.558843979851819483e+01, 6.777030684865394505e+01, 6.440531383451769898e+01, 5.148815674341510373e+01, 5.523897602871095103e+01, 1.017482359326337189e+02, 7.266411917975020174e+01, 4.002492511930726948e+01, 1.096413074495193172e+02, 1.276998484872564887e+02, 3.427607188642789993e+01, 1.294925059883387348e+02
2.033000000000000000e+03, 8.297554756673588372e+01, 9.347571558789636015e+01, 7.365589093279506017e+01, 5.800020920140178760e+01, 7.579301652726235261e+01, 6.808288934261182135e+01, 6.459998049207612780e+01, 5.235827662470385491e+01, 5.586418815131531090e+01, 1.022066565101808067e+02, 7.287680637191455446e+01, 4.052775416611898152e+01, 1.097956198255842111e+02, 1.276259320334823713e+02, 3.464833909836352177e+01, 1.296635323060690723e+02
2.034000000000000000e+03, 8.353898602507322835e+01, 9.340363206627674231e+01, 7.392305930083936971e+01, 5.718042524473654709e+01, 7.600380566401618410e+01, 6.802633114861653496e+01, 6.502350897718366696e+01, 5.201166022748721929e+01, 5.650438103631239528e+01, 1.025871431484627010e+02, 7.307224701002255074e+01, 4.038615398680957469e+01, 1.097482412916916985e+02, 1.276390858382808204e+02, 3.456799291204610824e+01, 1.299729011330083779e+02
2.035000000000000000e+03, 8.420154981779160153e+01, 9.391088435378370036e+01, 7.410245373730323593e+01, 5.664198560617290212e+01, 7.617686425981639786e+01, 6.809300919748952197e+01, 6.509839256026471332e+01, 5.246482302024034539e+01, 5.714219026079161523e+01, 1.030469929718303206e+02, 7.326807661036370689e+01, 4.015419237700752575e+01, 1.097952963428142539e+02, 1.281643293269163166e+02, 3.566622231618659811e+01, 1.303547877643615891e+02
2.036000000000000000e+03, 8.471835943360163412e+01, 9.429651804320043595e+01, 7.442637499861500316e+01, 5.703282619897493788e+01, 7.664955096163579640e+01, 6.833514304049245425e+01, 6.544746074519349577e+01, 5.266678056598539825e+01, 5.755505277862143743e+01, 1.032692056089311876e+02, 7.377304708039275738e+01, 4.040199895940201458e+01, 1.099412353034519754e+02, 1.286992634736993750e+02, 3.566043458506872099e+01, 1.306383667288814081e+02
2.037000000000000000e+03, 8.523409293467079806e+01, 9.464525234942639997e+01, 7.465223043381901391e+01, 5.734928106896145295e+01, 7.708621940140338324e+01, 6.884931142209241273e+01, 6.594024595864631522e+01, 5.342206509048629925e+01, 5.815802868412529136e+01, 1.037156347399993450e+02, 7.441381806528239906e+01, 4.062244757156104669e+01, 1.100758564948944667e+02, 1.288312831123766955e+02, 3.499055614445673967e+01, 1.309819148296040794e+02
2.038000000000000000e+03, 8.556960036285741467e+01, 9.524902533358498147e+01, 7.504261225958804005e+01, 5.860791705742824576e+01, 7.713588536507717208e+01, 6.903346953478843773e+01, 6.621613778041566434e+01, 5.345793213970431168e+01, 5.871697952607826210e+01, 1.040901141802836918e+02, 7.502253612606347133e+01, 4.054239564110764604e+01, 1.103226665863987961e+02, 1.292067715208479513e+02, 3.398997090231337381e+01, 1.314026341048434290e+02
2.039000000000000000e+03, 8.593614777682556394e+01, 9.560046142976437977e+01, 7.522148940657378091e+01, 5.917431945871272347e+01, 7.720267669384854514e+01, 6.924787093739611521e+01, 6.624035607238344880e+01, 5.411810236756855375e+01, 5.933798524965634869e+01, 1.045090443762762504e+02, 7.547513278400927561e+01, 4.087650705585063804e+01, 1.104632341283448369e+02, 1.296705368722367098e+02, 3.452244996043584280e+01, 1.317625272532179963e+02
2.040000000000000000e+03, 8.622534399495275181e+01, 9.607702596711941112e+01, 7.550580991042330936e+01, 5.863734360834398274e+01, 7.744370074519899561e+01, 6.957984124573958695e+01, 6.629087000356413739e+01, 5.439585236613096697e+01, 5.984671653315058393e+01, 1.049080534428515818e+02, 7.612220277188089312e+01, 4.088939867862035982e+01, 1.105693640615194937e+02, 1.297791311314865652e+02, 3.531402361784815724e+01, 1.318574001234622415e+02
2.041000000000000000e+03, 8.668169039051221603e+01, 9.645647201588724329e+01, 7.571005678235493974e+01, 5.863318073972199329e+01, 7.761616533688551556e+01, 6.986563158801371287e+01, 6.648859566586911285e+01, 5.417979279159033723e+01, 6.018506159016786938e+01, 1.054942599701206802e+02, 7.672445087605252922e+01, 4.092037083275342013e+01, 1.105663333269518347e+02, 1.302588355672353941e+02, 3.566559550751197349e+01, 1.321738739769625681e+02
2.042000000000000000e+03, 8.712920212818255550e+01, 9.717980150760398317e+01, 7.588006810451774697e+01, 5.793262302384081153e+01, 7.805759295580421053e+01, 7.010262958366985231e+01, 6.706080515236416772e+01, 5.412226653463053339e+01, 6.068591631086160731e+01, 1.057670878802407231e+02, 7.706254070058368200e+01, 4.138344288561081186e+01, 1.108874300398164365e+02, 1.306548828883756244e+02, 3.430706609436503385e+01, 1.324936557713531329e+02
2.043000000000000000e+03, 8.750534440400851111e+01, 9.746469878761871541e+01, 7.612843961163649453e+01, 5.919758202961973836e+01, 7.826770243231884194e+01, 7.051698359700461083e+01, 6.749406265611864342e+01, 5.431564305719049202e+01, 6.101908200592794884e+01, 1.066911505938109883e+02, 7.744177353297234845e+01, 4.143764858141956609e+01, 1.112612188477811799e+02, 1.306327924777174871e+02, 3.426770913967410337e+01, 1.327548812693046614e+02
2.044000000000000000e+03, 8.805934410574182891e+01, 9.737320078623240249e+01, 7.650824224244584570e+01, 5.952412772887959846e+01, 7.852286098712329476e+01, 7.070954162653792707e+01, 6.765834356137725081e+01, 5.514024301107763648e+01, 6.146921021788811146e+01, 1.071125142678120312e+02, 7.772225660465429087e+01, 4.174435228684955490e+01, 1.113973561047580318e+02, 1.312071178863888292e+02, 3.593784401208468893e+01, 1.329326252021585333e+02
2.045000000000000000e+03, 8.846722418391883025e+01, 9.760600833079858774e+01, 7.673909583368181586e+01, 5.933481590511844672e+01, 7.884635102931635231e+01, 7.080574814782718818e+01, 6.773255680922430599e+01, 5.535369637752781102e+01, 6.202816157694773835e+01, 1.072992793917610612e+02, 7.802184902000541911e+01, 4.199499948671164162e+01, 1.115227753824815409e+02, 1.314097603504829124e+02, 3.643110390344988758e+01, 1.333166604676619897e+02
2.046000000000000000e+03, 8.891845582394292080e+01, 9.784432496150218128e+01, 7.700551787371770729e+01, 5.764226572150974448e+01, 7.916184429870706651e+01, 7.112899206697940713e+01, 6.786692520732674438e+01, 5.560653415556829060e+01, 6.280810399254078646e+01, 1.079385658497076292e+02, 7.878089429600538551e+01, 4.231776186761678815e+01, 1.115406080380988527e+02, 1.316462353047197382e+02, 3.602018177031271051e+01, 1.339325848464781927e+02
2.047000000000000000e+03, 8.956368779034791316e+01, 9.779897772022594893e+01, 7.723310823158227834e+01, 5.748345549680635003e+01, 7.941521314515617291e+01, 7.153216615565409597e+01, 6.809359537421931918e+01, 5.566216556963831863e+01, 6.343539290120697416e+01, 1.084524525519467204e+02, 7.924688336545874279e+01, 4.243027573440652134e+01, 1.117278005296804082e+02, 1.320757720826635193e+02, 3.573702488537659150e+01, 1.345723048875895245e+02
2.048000000000000000e+03, 9.059483478706181359e+01, 9.800361531975661933e+01, 7.742719351717401821e+01, 5.762603887974996297e+01, 7.965074043112329605e+01, 7.184223130245837297e+01, 6.848341048041341139e+01, 5.585176016065490501e+01, 6.366208720778981700e+01, 1.087962960986296395e+02, 7.928464015260296094e+01, 4.262221427877979352e+01, 1.120339656364711090e+02, 1.323894520509821575e+02, 3.606861940604532180e+01, 1.350056435754339645e+02
2.049000000000000000e+03, 9.140614008956973180e+01, 9.857044255546198031e+01, 7.758930152349289244e+01, 5.812319659904979829e+01, 7.992718538629988245e+01, 7.196447934682218772e+01, 6.894189533158127858e+01, 5.593221867324798069e+01, 6.426184580450959061e+01, 1.095338455182130701e+02, 7.981161587590867157e+01, 4.302147402191654635e+01, 1.119590342646697536e+02, 1.325128367208234295e+02, 3.551479819237527380e+01, 1.352148643059355777e+02
2.050000000000000000e+03, 9.190870898726969074e+01, 9.903207674297149765e+01, 7.784303313426474347e+01, 5.779994244247445323e+01, 8.008790556097336832e+01, 7.211404178061005155e+01, 6.944069466779447453e+01, 5.637515227625903691e+01, 6.493231299047775451e+01, 1.101287276595372333e+02, 8.040742547542041052e+01, 4.301937417143258813e+01, 1.118376410998029513e+02, 1.325549833370592125e+02, 3.460342713491456124e+01, 1.356639137254769878e+02
2.051000000000000000e+03, 9.256268922504322916e+01, 9.923660090282908186e+01, 7.800054714017096558e+01, 5.691955362986794853e+01, 8.026209175796351758e+01, 7.277565951898129981e+01, 6.942526885990972119e+01, 5.684135593726051638e+01, 6.563144387335043461e+01, 1.103361091017828102e+02, 8.105933657989254471e+01, 4.324877280125635792e+01, 1.116487365468759094e+02, 1.326341510358493281e+02, 3.568465910617322123e+01, 1.359818239750196369e+02
2.052000000000000000e+03, 9.292537557967882833e+01, 9.961253680593954130e+01, 7.835710562375714971e+01, 5.742955292203720319e+01, 8.033792703562890836e+01, 7.345391613675701592e+01, 6.947736897508679021e+01, 5.655178005877370140e+01, 6.625907425358958847e+01, 1.110102750942473051e+02, 8.157056483710557870e+01, 4.326792119388360192e+01, 1.114074582723630016e+02, 1.325228208898433024e+02, 3.689857346964759444e+01, 1.364361450800280693e+02
2.053000000000000000e+03, 9.322821267039574877e+01, 9.997585846629138473e+01, 7.884800078617539043e+01, 5.818844808322958784e+01, 8.092593673555917633e+01, 7.375693362381710472e+01, 6.973998771723570655e+01, 5.684493312958574052e+01, 6.704627485928065767e+01, 1.116404130047157253e+02, 8.185882647310751281e+01, 4.314139153572275376e+01, 1.114545743734211527e+02, 1.324675772047795022e+02, 3.683731115828738467e+01, 1.369011880402326256e+02
2.054000000000000000e+03, 9.411800753431937494e+01, 1.004384476136346791e+02, 7.900677144817115050e+01, 5.841378506045625585e+01, 8.116970650491091988e+01, 7.391521812281250448e+01, 7.016179458035379923e+01, 5.722686331826257344e+01, 6.759574778174483356e+01, 1.117140688741730230e+02, 8.201505782384400334e+01, 4.336899111744993718e+01, 1.115577884681414957e+02, 1.324710165746834605e+02, 3.609639444523632079e+01, 1.371468180330015230e+02
2.055000000000000000e+03, 9.478705575887569523e+01, 1.011665313708131322e+02, 7.926597462655901438e+01, 5.764183205885022687e+01, 8.129114588935379970e+01, 7.439189665503201354e+01, 7.052907379005284838e+01, 5.745480204071495223e+01, 6.824511641270879636e+01, 1.121838043865739394e+02, 8.243213246026402885e+01, 4.378965821101190414e+01, 1.117981860310959092e+02, 1.327719337351923627e+02, 3.526294626874833682e+01, 1.377563955427373799e+02
2.056000000000000000e+03, 9.479366777671978639e+01, 1.014212886648273297e+02, 7.950546393470538931e+01, 5.639457478631724285e+01, 8.152465281043578216e+01, 7.493434233286994584e+01, 7.090672562378537691e+01, 5.800960609971792081e+01, 6.885018144583048638e+01, 1.127114839370505450e+02, 8.330183233676795851e+01, 4.441184444674976817e+01, 1.120909731225189034e+02, 1.333955050724194109e+02, 3.544469861141561751e+01, 1.378751213168204117e+02
2.057000000000000000e+03, 9.484491234030700468e+01, 1.015409993039439058e+02, 7.979792551004950951e+01, 5.705603285811666581e+01, 8.197981328437137449e+01, 7.538168975699217356e+01, 7.115821419154076466e+01, 5.827419032264867127e+01, 6.953306579507270158e+01, 1.132013709626955631e+02, 8.417783324300593506e+01, 4.474978942661818593e+01, 1.126459680003335393e+02, 1.336329294333905011e+02, 3.543556092466462104e+01, 1.381543925741592602e+02
2.058000000000000000e+03, 9.544096178331527369e+01, 1.021904893950732429e+02, 8.013593448769519512e+01, 5.784796901197800167e+01, 8.226778193388219051e+01, 7.562172460444533328e+01, 7.128355373461332078e+01, 5.878663518517937092e+01, 7.013500359362426195e+01, 1.137865491061566701e+02, 8.459889226142681196e+01, 4.463238146803196571e+01, 1.132527607691102531e+02, 1.338531750382045118e+02, 3.638221913561002197e+01, 1.384975639863329775e+02
2.059000000000000000e+03, 9.604136624490367069e+01, 1.025765276589430925e+02, 8.039581212300628010e+01, 5.759743542406773997e+01, 8.253240073100958796e+01, 7.564118135736079296e+01, 7.147302910424143363e+01, 5.894145018865474128e+01, 7.042859617147617257e+01, 1.142145231660884690e+02, 8.516235153001780134e+01, 4.464763667272644909e+01, 1.135719083237076319e+02, 1.342344897100849153e+02, 3.614214597849425559e+01, 1.389773380654158927e+02
2.060000000000000000e+03, 9.684257481836155534e+01, 1.027458537030396428e+02, 8.049825691613193612e+01, 5.756308348313823586e+01, 8.296259920450617642e+01, 7.604922450778619236e+01, 7.195636581406027688e+01, 5.888926976639899635e+01, 7.099425862127036169e+01, 1.149504418572407616e+02, 8.565690302881044715e+01, 4.430768632374771698e+01, 1.139704649112408106e+02, 1.345942563553235516e+02, 3.588517202550286811e+01, 1.391761391246478183e+02
2.061000000000000000e+03, 9.756931915288187440e+01, 1.030542859790470658e+02, 8.054971099096289322e+01, 5.819911354954025029e+01, 8.299690549554586028e+01, 7.665851412505749352e+01, 7.246201527706432444e+01, 5.949141515063367081e+01, 7.171435202053667979e+01, 1.153750721471596847e+02, 8.624730900019844171e+01, 4.469734417403410731e+01, 1.143620177073312192e+02, 1.346268846950842146e+02, 3.429957174963903554e+01, 1.392090176343177177e+02
2.062000000000000000e+03, 9.814827557923189261e+01, 1.034262074257326134e+02, 8.064838287038237752e+01, 5.888571980285083640e+01, 8.332717375609492194e+01, 7.687263926582754436e+01, 7.280786508049482109e+01, 6.001178409451976137e+01, 7.226894194280731654e+01, 1.159538439977083470e+02, 8.681956746951897230e+01, 4.507426723868614715e+01, 1.144955562723357474e+02, 1.346361836690424525e+02, 3.542584522638836120e+01, 1.395786196249956959e+02
2.063000000000000000e+03, 9.883481499091809042e+01, 1.037098489490917217e+02, 8.090151386233766573e+01, 5.821133204192136645e+01, 8.342480193629887708e+01, 7.693620648043751942e+01, 7.285573132202739544e+01, 6.016543585752786782e+01, 7.284758534139906772e+01, 1.168049747476549811e+02, 8.732301363204152267e+01, 4.535703025491192619e+01, 1.145848770455793755e+02, 1.348542875723774728e+02, 3.669759990880744738e+01, 1.403600468313224212e+02
2.064000000000000000e+03, 9.969935484576301121e+01, 1.040986517710341417e+02, 8.126795085883973968e+01, 5.769104746771284908e+01, 8.379275184108709595e+01, 7.702200090857778036e+01, 7.299040788904675026e+01, 5.998816332139329432e+01, 7.345321664360898239e+01, 1.175124908700142186e+02, 8.776405267343355376e+01, 4.543949993727141390e+01, 1.145970068070851653e+02, 1.348057723685763278e+02, 3.594999371536544430e+01, 1.409116405205452907e+02
2.065000000000000000e+03, 1.004779639907403919e+02, 1.045977349930150950e+02, 8.154483227662521472e+01, 5.885842414255565558e+01, 8.417364286538241913e+01, 7.749506193190003955e+01, 7.328323515824008894e+01, 6.084110356081483673e+01, 7.383994605943672696e+01, 1.182505776215370474e+02, 8.810546263362878960e+01, 4.572258232441321724e+01, 1.143894853576310453e+02, 1.348326846631997853e+02, 3.565704280094728063e+01, 1.413541261819382839e+02
2.066000000000000000e+03, 1.013596452294574135e+02, 1.048272895910379674e+02, 8.186397766517929142e+01, 5.915918767842242687e+01, 8.446178636700155096e+01, 7.821825693613965313e+01, 7.393279608712268214e+01, 6.082855560981326448e+01, 7.463964246414313664e+01, 1.186560289908603352e+02, 8.867754040290584783e+01, 4.538206298724764309e+01, 1.143564184418656851e+02, 1.353591795739364443e+02, 3.571897915149969549e+01, 1.416030541966712519e+02
2.067000000000000000e+03, 1.022784958865559872e+02, 1.049947609502753920e+02, 8.205603382543334590e+01, 6.012088196831476239e+01, 8.458941482595368200e+01, 7.830763034460169081e+01, 7.441054718255389844e+01, 6.194002507382855072e+01, 7.507409661536310352e+01, 1.191173736269977894e+02, 8.959369901073532105e+01, 4.560167218832597769e+01, 1.145628623783953373e+02, 1.358671795556998632e+02, 3.668691595505968905e+01, 1.419488456168200230e+02
2.068000000000000000e+03, 1.032169093627716592e+02, 1.053379710614410669e+02, 8.231383323084600079e+01, 6.027060759971407577e+01, 8.456454035134782998e+01, 7.840608003020753358e+01, 7.423663673805501162e+01, 6.252235231504289459e+01, 7.563893330310466467e+01, 1.198980901398770982e+02, 9.012173776224692290e+01, 4.550027685993803317e+01, 1.146211807379183512e+02, 1.363720804417483805e+02, 3.605450315713325438e+01, 1.425871942589977550e+02
2.069000000000000000e+03, 1.038313368549870432e+02, 1.060724862105056161e+02, 8.255145066024022071e+01, 5.939316813473055134e+01, 8.521454401689983627e+01, 7.858535531244690731e+01, 7.448069481641235257e+01, 6.252225962138284387e+01, 7.612757447983601367e+01, 1.207329559831445351e+02, 9.062099754100668747e+01, 4.559480413233333707e+01, 1.146214715736963541e+02, 1.368325276650552098e+02, 3.565026150465136823e+01, 1.430428555884542732e+02
2.070000000000000000e+03, 1.043789161474203979e+02, 1.064259917987359643e+02, 8.289002443911195428e+01, 5.905950565298777377e+01, 8.538577686885636808e+01, 7.879980111264914910e+01, 7.530332875710132612e+01, 6.201977280479800925e+01, 7.661952244031117232e+01, 1.213002804477669230e+02, 9.085277737001588605e+01, 4.597101550137871584e+01, 1.145484341265635067e+02, 1.377008480222773130e+02, 3.653418077253559204e+01, 1.432153013607550349e+02
2.071000000000000000e+03, 1.047623493976385589e+02, 1.070445777563332115e+02, 8.305286946452910968e+01, 5.731643853259205912e+01, 8.512577953936779807e+01, 7.922433122497268698e+01, 7.567966843578230396e+01, 6.229958579153032616e+01, 7.734146523732511014e+01, 1.223228717103129242e+02, 9.133034675879099495e+01, 4.646371167645153832e+01, 1.145786176572315043e+02, 1.380821736543013571e+02, 3.646013923241745402e+01, 1.430881104894440625e+02
2.072000000000000000e+03, 1.051885997074947596e+02, 1.074194629639782903e+02, 8.336003160649386245e+01, 5.687247744874139954e+01, 8.564981702668906394e+01, 7.989790600555066646e+01, 7.634356913205380124e+01, 6.295291826730598927e+01, 7.811083102732770556e+01, 1.230804517572728543e+02, 9.196601515277406236e+01, 4.632555235779480540e+01, 1.146384132706666890e+02, 1.382613662383293729e+02, 3.675645931085918505e+01, 1.433425553114947490e+02
2.073000000000000000e+03, 1.057344656035981245e+02, 1.078379487520541318e+02, 8.355503637391427674e+01, 5.755134673353027353e+01, 8.631636691489356394e+01, 8.059569863083788732e+01, 7.670253923543140218e+01, 6.339370544632655680e+01, 7.838376901128235374e+01, 1.238229539256057450e+02, 9.246546014629522858e+01, 4.637027513268738232e+01, 1.146955524801909263e+02, 1.386067524714359536e+02, 3.699284777079935083e+01, 1.434532800982251501e+02
2.074000000000000000e+03, 1.062456321681091254e+02, 1.082560090243008943e+02, 8.384825251289062464e+01, 5.820297322949261343e+01, 8.702328202284427050e+01, 8.079537678288492941e+01, 7.674290378153779102e+01, 6.382807917056278058e+01, 7.895657312821910523e+01, 1.244911069754388535e+02, 9.302111484787944562e+01, 4.671705609293952932e+01, 1.150789104299576167e+02, 1.393993698960942424e+02, 3.619149725393545225e+01, 1.437155457215801846e+02
2.075000000000000000e+03, 1.068434670366215897e+02, 1.091102566111070615e+02, 8.394884725629030697e+01, 5.885677380067859588e+01, 8.752316936637885192e+01, 8.115577235314201232e+01, 7.711680154510536056e+01, 6.405832285460009246e+01, 7.965128377656351688e+01, 1.249647787124349065e+02, 9.339277985021755057e+01, 4.695889024135103540e+01, 1.155330377184549349e+02, 1.399684407974500573e+02, 3.626660460261756924e+01, 1.441855963028213523e+02
2.076000000000000000e+03, 1.077018090860321138e+02, 1.095913817782257382e+02, 8.420932622283866920e+01, 5.832892813479148941e+01, 8.750044029823661162e+01, 8.165819316974656772e+01, 7.734563985806657627e+01, 6.432189329905800435e+01, 8.040246128115549595e+01, 1.257191542003238993e+02, 9.379881442268096237e+01, 4.688870540753823235e+01, 1.155132987908980908e+02, 1.402624398437415891e+02, 3.750597910276363223e+01, 1.444183299160449678e+02
